SAMPLE NUMBER:   6
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
 89.72   	165.10   	 41.67   	 269.58		 68.52   	 254.32		
 93.69   	177.31   	 42.75   	 264.50		 69.54   	 254.32		
 94.91   	187.38   	 43.80   	 249.24		 70.56   	 259.41		
 94.30   	195.62   	 44.80   	 218.72		 71.60   	 259.41		
 93.08   	203.86   	 45.68   	 188.20		 72.63   	 259.41		
 91.25   	213.32   	 46.43   	 157.68		 73.67   	 264.50		
 88.50   	224.00   	 47.06   	 142.42		 74.73   	 254.32		
 85.45   	235.90   	 47.63   	 122.07		 75.75   	 259.41		
 83.01   	248.41   	 48.12   	 116.99		 76.79   	 259.41		
 81.48   	260.62   	 48.59   	 111.90		 77.82   	 259.41		
 80.87   	272.52   	 49.03   	 122.07		 78.86   	 254.32		
 79.65   	283.51   	 49.52   	 142.42		 79.88   	 249.24		
 78.13   	292.97   	 50.09   	 157.68		 80.87   	 233.98		
 75.38   	300.29   	 50.72   	 172.94		 81.81   	 228.89		
 70.80   	303.34   	 51.41   	 183.11		 82.73   	 218.72		
 62.87   	300.60   	 52.15   	 188.20		 83.60   	 203.46		
 50.96   	293.58   	 52.90   	 188.20		 84.41   	 183.11		
 37.23   	284.73   	 53.65   	 188.20		 85.15   	 157.68		
 25.02   	275.27   	 54.40   	 172.94		 85.78   	 152.59		
 16.78   	263.67   	 55.10   	 167.85		 86.39   	 142.42		
 10.38   	247.19   	 55.77   	 162.77		 86.96   	 127.16		
  3.66   	223.39   	 56.42   	 162.77		 87.47   	 111.90		
 -5.19   	193.48   	 57.07   	 152.59		 87.91   	 106.82		
-13.43   	162.96   	 57.68   	 157.68		 88.34   	 106.82		
-16.78   	136.11   	 58.31   	 167.85		 88.77   	 101.73		
-14.04   	113.83   	 58.98   	 162.77		 89.18   	  86.47		
 -8.24   	 93.08   	 59.63   	 157.68		 89.52   	  76.30		
 -4.27   	 70.50   	 60.26   	 162.77		 89.83   	  71.21		
 -5.19   	 46.08   	 60.92   	 167.85		 90.11   	  71.21		
 -8.85   	 21.97   	 61.59   	 157.68		 90.40   	  61.04		
-10.68   	  3.66   	 62.22   	 152.59		 90.64   	  35.61		
 -8.54   	 -6.41   	 62.83   	 142.42		 90.78   	  15.26		
 -3.36   	 -9.46   	 63.40   	 132.25		 90.84   	 -10.17		
  0.61   	-10.38   	 63.93   	 111.90		 90.80   	 -25.43		
  0.00   	-14.34   	 64.37   	  86.47		 90.70   	 -55.95		
 -4.27   	-23.19   	 64.72   	  76.30		 90.48   	 -91.56		
 -8.54   	-35.10   	 65.03   	  55.95		 90.11   	-132.25		
-10.38   	-45.47   	 65.25   	  45.78		 89.58   	-183.11		
 -8.85   	-51.27   	 65.43   	  30.52		 88.85   	-218.72		
 -5.19   	-51.27   	 65.55   	  15.26		 87.98   	-254.32		
 -1.53   	-47.91   	 65.62   	  10.17		 86.96   	-315.36		
  1.83   	-44.25   	 65.66(S)	  -5.09		 85.70   	-371.31		
  4.58   	-42.72   	 65.64   	 -20.35		 84.21   	-432.35		
  6.41   	-43.03   	 65.55   	 -30.52		 82.48   	-493.39		
  6.71   	-45.47   	 65.43   	 -35.61		 80.51   	-584.94		
  4.88   	-48.52   	 65.29   	 -50.86		 78.17   	-701.93		
  1.22   	-51.57   	 65.09   	 -61.04		 75.36   	-803.66		
 -3.05   	-53.71   	 64.84   	 -66.12		 72.15   	-869.78		
 -7.02   	-54.63   	 64.58   	 -71.21		 68.67   	-925.73		
 -8.85   	-53.71   	 64.29   	 -86.47		 64.96   	-961.34		
 -7.63   	-52.49   	 63.95   	 -91.56		 61.12   	-966.43		
 -4.88   	-53.10   	 63.58   	 -96.64		 57.25   	-961.34		
 -2.75   	-57.07   	 63.19   	-101.73		 53.41   	-935.91		
 -2.75   	-63.48   	 62.79   	-106.82		 49.66   	-890.13		
 -4.58   	-68.97   	 62.36   	-116.99		 46.10   	-834.18		
 -6.10   	-71.11   	 61.89   	-116.99		 42.77   	-773.14		
 -5.49   	-69.27   	 61.42   	-127.16		 39.67   	-712.10		
 -2.75   	-66.53   	 60.92   	-132.25		 36.83   	-666.32		
  0.31   	-65.31   	 60.39   	-137.33		 34.16   	-610.37		
  2.75   	-66.83   	 59.84   	-137.33		 31.72   	-564.60		
  4.27   	-69.27   	 59.29   	-142.42		 29.46   	-539.16		
  5.80   	-70.19   	 58.72   	-142.42		 27.30   	-523.90		
  7.63   	-69.27   	 58.15   	-142.42		 25.21   	-513.73		
  9.46   	-68.05   	 57.58   	-132.25		 23.15   	-508.65		
 10.99   	-68.66   	 57.05   	-132.25		 21.12   	-493.39		
 11.60   	-71.41   	 56.52   	-122.07		 19.15   	-488.30		
 12.51   	-74.77   	 56.03   	-111.90		 17.19   	-488.30		
 13.43   	-76.90   	 55.58   	-101.73		 15.24   	-483.21		
 14.65   	-77.82   	 55.18   	 -91.56		 13.31   	-467.95		
 14.95   	-79.04   	 54.81   	 -86.47		 11.43   	-437.43		
 14.34   	-82.09   	 54.47   	 -86.47		  9.68   	-417.09		
 13.12   	-86.36   	 54.12   	 -81.38		  8.02   	-381.48		
 12.82   	-89.42   	 53.79   	 -81.38		  6.49   	-345.88		
 14.04   	-89.42   	 53.47   	 -86.47		  5.11   	-315.36		
 16.17   	-86.98   	 53.12   	 -91.56		  3.85   	-264.50		
 18.62   	-83.92   	 52.76   	 -86.47		  2.79   	-223.80		
 19.84   	-82.40   	 52.41   	 -86.47		  1.89   	-198.37		
 19.53   	-82.70   	 52.06   	 -96.64		  1.10   	-172.94		
 18.31   	-83.62   	 51.68   	 -91.56		  0.41   	-137.33		
 17.70   	-83.62   	 51.31   	 -81.38		 -0.14   	-101.73		
 18.01   	-82.40   	 50.99   	 -76.30		 -0.55   	 -76.30		
 19.84   	-80.26   	 50.68   	 -81.38		 -0.85   	 -61.04		
 22.28   	-76.90   	 50.36   	 -71.21		 -1.10   	 -50.86		
 25.33   	-71.72   	 50.07   	 -66.12		 -1.30   	 -35.61		
 29.91   	-61.65   	 49.81   	 -61.04		 -1.44   	 -25.43		
 35.40   	-43.33   	 49.56   	 -61.04		 -1.55   	 -10.17		
 41.50   	-15.26   	 49.32   	 -55.95		 -1.59   	 -10.17		
 48.22   	 22.28   	 49.09   	 -50.86		 -1.63   	 -10.17		
 55.24   	 64.39   	 48.89   	 -55.95		 -1.67   	 -10.17		
 61.95   	104.06   	 48.67   	 -50.86		 -1.71   	 -10.17		
 68.66   	136.11   	 48.46   	 -55.95		 -1.75   	 -10.17		
 73.55   	159.00   	 48.24   	 -50.86		 -1.79   	 -15.26		
 76.29   	174.87   	 48.04   	 -55.95		 -1.85   	 -15.26		
 77.51   	186.77   	 47.81   	 -45.78		 -1.91   	 -10.17		
 79.35   	195.31   	 47.63   	 -45.78		 -1.95   	 -20.35		
 81.48   	197.14   	 47.45   	 -55.95		 -2.03   	 -15.26		
 82.09   	188.90   	 47.22   	 -40.69		 -2.10   	 -10.17		
 79.04   	167.24   	 47.06   	 -40.69		 -2.14   	  -5.09		
 71.72   	130.31   	 46.90   	 -45.78		 -2.16   	   5.09		
 61.65   	 79.04   	 46.71   	 -40.69		 -2.14   	  10.17		
 50.66   	 20.75   	 46.55   	 -35.61		 -2.10   	  15.26		
 39.37   	-35.10   	 46.41   	 -35.61		 -2.03   	  20.35		
 26.55   	-78.13   	 46.27   	 -35.61		 -1.95   	  25.43		
 13.12   	-103.45   	 46.12   	 -30.52		 -1.85   	  30.52		
  2.14   	-113.53   	 46.00   	 -25.43		 -1.73   	  35.61		
 -2.14   	-116.58   	 45.90   	 -30.52		 -1.59   	  35.61		
  1.22   	-119.02   	 45.78   	 -40.69		 -1.44   	  35.61		
  8.54   	-123.29   	 45.62   	 -40.69		 -1.30   	  40.69		
 14.95   	-127.56   	 45.45   	 -30.52		 -1.14   	  40.69		
 16.78   	-130.92   	 45.33   	 -35.61		 -0.98   	  35.61		
 13.73   	-133.36   	 45.19   	 -35.61		 -0.83   	  35.61		
  9.46   	-135.80   	 45.05   	 -40.69		 -0.69   	  30.52		
  7.63   	-138.24   	 44.88   	 -30.52		 -0.57   	  20.35		
 10.38   	-138.24   	 44.76   	 -35.61		 -0.49   	  30.52		
 16.48   	-134.58   	 44.62   	 -30.52		 -0.37   	  30.52		
 21.67   	-130.00   	 44.50   	 -30.52		 -0.24   	  30.52		
 22.58   	-128.48   	 44.37   	 -30.52		 -0.12   	  35.61		
 19.23   	-132.14   	 44.25   	 -35.61		  0.02   	  35.61		
 15.26   	-137.94   	 44.11   	 -30.52		  0.16   	  45.78		
 15.87   	-140.99   	 43.99   	 -30.52		  0.35   	  55.95		
 22.28   	-137.94   	 43.87   	 -30.52		  0.57   	  55.95		
 31.13   	-130.92   	 43.74   	 -25.43		  0.79   	  50.86		
 35.71   	-124.82   	 43.64   	 -25.43		  1.00   	  61.04		
 32.96   	-124.21   	 43.54   	 -25.43		  1.24   	  61.04		
 25.33   	-128.78   	 43.44   	 -30.52		  1.49   	  71.21		
 20.75   	-136.11   	 43.32   	 -30.52		  1.77   	  61.04		
 25.63   	-141.60   	 43.19   	 -25.43		  2.01   	  61.04		
 41.50   	-140.08   	 43.09   	 -30.52		  2.26   	  55.95		
 65.00   	-123.60   	 42.97   	 -25.43		  2.48   	  66.12		
 98.57   	-82.40   	 42.87   	 -30.52		  2.75   	  55.95		
149.84   	-14.04   	 42.75   	 -30.52		  2.97   	  45.78		
216.98   	 73.85   	 42.62   	 -30.52		  3.15   	  35.61		
264.89   	170.29   	 42.50   	 -25.43		  3.30   	  25.43		
223.69   	268.25   	 42.40   	 -30.52		  3.40   	  20.35		
 24.41   	366.82   	 42.28   	 -35.61		  3.48   	  15.26		
-343.63   	471.80   	 42.14   	 -35.61		  3.54   	 -10.17		
-1217.04   	680.54   	 41.99   	 -35.61		  3.50   	 -25.43		
-1464.54   	690.00(R)	 41.85   	 -35.61		  3.40(E)	 -35.61		
-1510.01   	553.28   	 41.71   	 -30.52		  3.26   	 -35.61		
-1400.45   	264.28   	 41.59   	 -35.61		  3.11   	 -40.69		
-1215.21   	-97.05   	 41.44   	 -25.43		  2.95   	 -40.69		
-1009.22   	-384.83   	 41.34   	 -25.43		  2.79   	 -50.86		
-793.46   	-473.33   	 41.24   	 -25.43		  2.58   	 -40.69		
-559.69   	-353.39   	 41.14   	 -20.35		  2.42   	 -30.52		
-316.47   	-137.94   	 41.06   	 -25.43		  2.30   	 -15.26		
-99.49   	 26.25   	 40.96   	 -25.43		  2.24   	  15.26		
 51.27   	 58.59   	 40.85   	 -30.52		  2.30   	  50.86		
119.02   	-19.23   	 40.73   	 -25.43		  2.50   	  91.56		
121.46   	-120.85   	 40.63   	 -30.52		  2.87   	 127.16		
 98.57   	-173.65   	 40.51   	 -30.52		  3.38   	 178.03		
 84.84   	-164.18   	 40.39   	 -25.43		  4.09   	 249.24		
 92.16   	-127.87   	 40.28   	 -30.52		  5.09   	 310.27		
111.08   	-102.23   	 40.16   	 -25.43		  6.33   	 350.97		
127.26   	-101.01   	 40.06   	 -20.35		  7.73   	 381.48		
133.06   	-113.53   	 39.98   	 -20.35		  9.26   	 412.00		
132.14   	-122.38   	 39.90   	 -25.43		 10.91   	 457.78		
131.53   	-119.02   	 39.80   	 -25.43		 12.74   	 498.47		
134.28   	-105.90   	 39.69   	 -20.35		 14.73   	 539.16		
138.55   	-92.77   	 39.61   	 -20.35		 16.89   	 559.51		
141.30   	-86.36   	 39.53   	 -20.35		 19.13   	 590.03		
140.99   	-85.45   	 39.45   	 -25.43		 21.49   	 610.37		
139.77   	-85.14   	 39.35   	 -20.35		 23.93   	 630.72		
138.85   	-81.18   	 39.27   	 -20.35		 26.45   	 645.98		
139.77   	-72.94   	 39.19   	 -25.43		 29.03   	 651.07		
142.82   	-62.56   	 39.08   	 -20.35		 31.64   	 651.07		
147.09   	-52.49   	 39.00   	 -25.43		 34.24   	 645.98		
152.28   	-44.56   	 38.90   	 -10.17		 36.83   	 640.89		
157.78   	-39.37   	 38.86   	 -15.26		 39.39   	 625.63		
162.96   	-35.40   	 38.80   	 -20.35		 41.89   	 605.29		
167.24   	-31.13   	 38.72   	 -15.26		 44.31   	 564.60		
170.59   	-26.25   	 38.66   	 -15.26		 46.57   	 534.08		
173.03   	-21.06   	 38.60   	 -20.35		 48.71   	 498.47		
175.17   	-15.26   	 38.51   	 -20.35		 50.70   	 457.78		
177.92   	 -8.85   	 38.43   	 -20.35		 52.53   	 401.83		
180.66   	 -1.53   	 38.35   	 -15.26		 54.14   	 361.14		
182.50   	  5.80   	 38.29   	 -20.35		 55.58   	 320.45		
182.19   	 12.21   	 38.21   	 -15.26		 56.87   	 295.01		
180.36   	 17.09   	 38.15   	 -15.26		 58.05   	 259.41		
179.75   	 21.67   	 38.09   	 -20.35		 59.08   	 233.98		
182.50   	 28.08   	 38.01   	 -15.26		 60.02   	 223.80		
189.21   	 37.23   	 37.94   	 -15.26		 60.92   	 218.72		
196.53   	 47.00   	 37.88   	 -10.17		 61.79   	 213.63		
201.11   	 54.93   	 37.84   	  -5.09		 62.64   	 223.80		
200.81   	 60.12   	 37.82(D)	  10.17		 63.54   	 233.98		
198.06   	 64.39   	 37.86   	  15.26		 64.48   	 244.15		
197.14   	 70.80   	 37.92   	  50.86		 65.45   	 244.15		
199.89   	 80.87   	 38.13   	  91.56		 66.43   	 244.15		
205.08   	 92.47   	 38.49   	 137.33		 67.41   	 269.58		
209.05   	102.54   	 39.04   	 178.03		 68.48   	 284.84		
209.96   	109.86   	 39.76   	 228.89		 69.62   	 284.84		
209.05   	116.27   	 40.67   	 254.32		 70.76   	 279.75		
209.35   	124.82   	 41.69   	 269.58		 71.88   	 289.93		
212.40   	136.11   	 42.77   	 269.58		 73.04   	 284.84		
217.29   	148.93   	 43.85   	 254.32		 74.18   	 289.93		
220.95   	161.13   	 44.86   	 233.98		 75.34   	 295.01		
221.56   	170.59   	 45.80   	 208.54		 76.52   	 300.10		
218.81   	179.14   	 46.63   	 172.94		 77.72   	 289.93		
215.15   	188.90   	 47.32   	 142.42		 78.88   	 295.01		
212.40   	201.11   	 47.89   	 127.16		 80.06   	 300.10		
210.88   	215.45   	 48.40   	 116.99		 81.26   	 289.93		
209.35   	229.80   	 48.87   	 116.99		 82.42   	 295.01		
207.21   	242.61   	 49.34   	 132.25		 83.60   	 279.75		
203.55   	252.99   	 49.87   	 147.51		 84.72   	 264.50		
198.67   	260.31   	 50.46   	 167.85		 85.78   	 259.41		
193.18   	265.81   	 51.13   	 178.03		 86.82   	 249.24		
186.16   	267.94   	 51.84   	 193.29		 87.81   	 233.98		
176.70   	265.81   	 52.61   	 193.29		 88.75   	 213.63		
164.79   	259.40   	 53.39   	 203.46		 89.60   	 203.46		
152.28   	249.94   	 54.20   	 198.37		 90.42   	 193.29		
140.69   	238.04   	 54.99   	 193.29		 91.19   	 178.03		
130.31   	224.30   	 55.77   	 188.20		 91.90   	 162.77		
120.54   	206.91   	 56.52   	 178.03		 92.55   	 162.77		
111.39   	184.94   	 57.23   	 172.94		 93.20   	 152.59		
103.76   	159.00   	 57.92   	 172.94		 93.81   	 137.33		
 99.49   	131.23   	 58.62   	 172.94		 94.36   	 132.25		
 99.79   	103.76   	 59.31   	 178.03		 94.89   	 127.16		
103.76   	 77.51   	 60.02   	 183.11		 95.40   	 132.25		
109.86   	 53.41   	 60.75   	 193.29		 95.93   	 122.07		
115.05   	 32.04   	 61.53   	 193.29		 96.42   	 106.82		
118.10   	 13.73   	 62.30   	 178.03		 96.85   	  96.64		
117.80   	 -2.44   	 63.01   	 172.94		 97.23   	  81.38		
114.75   	-18.31   	 63.70   	 162.77		 97.56   	  76.30		
110.78   	-33.26   	 64.35   	 142.42		 97.86   	  61.04		
108.34   	-46.69   	 64.92   	 127.16		 98.11   	  25.43		
108.34   	-56.76   	 65.43   	 111.90		 98.21(S)	 -10.17		
110.17   	-63.78   	 65.88   	  96.64		 98.17   	 -25.43		
111.39   	-69.58   	 66.27   	  81.38		 98.07   	 -45.78		
110.78   	-75.99   	 66.59   	  76.30		 97.88   	 -76.30		
108.64   	-83.31   	 66.90   	  55.95		 97.58   	-122.07		
106.51   	-89.42   	 67.12   	  45.78		 97.09   	-157.68		
106.20   	-92.16   	 67.30   	  30.52		 96.46   	-203.46		
107.12   	-92.16   	 67.43   	  15.26		 95.65   	-264.50		
108.64   	-90.64   	 67.49(S)	 -15.26		 94.59   	-320.45		
109.56   	-90.33   	 67.43   	 -25.43		 93.31   	-376.40		
109.86   	-92.16   	 67.32   	 -35.61		 91.80   	-412.00		
110.47   	-95.21   	 67.18   	 -45.78		 90.15   	-447.61		
111.69   	-96.74   	 67.00   	 -55.95		 88.36   	-523.90		
114.14   	-96.44   	 66.77   	 -71.21		 86.27   	-645.98		
116.58   	-94.30   	 66.49   	 -71.21		 83.68   	-742.62		
117.80   	-93.38   	 66.21   	 -76.30		 80.71   	-818.92		
117.49   	-94.91   	 65.90   	 -76.30		 77.44   	-879.96		
115.97   	-98.57   	 65.59   	 -86.47		 73.92   	-946.08		
115.05   	-102.54   	 65.25   	 -91.56		 70.13   	-986.77		
115.97   	-104.98   	 64.88   	 -96.64		 66.18   	-981.68		
118.71   	-105.29   	 64.50   	-101.73		 62.26   	-966.43		
122.07   	-105.59   	 64.09   	-106.82		 58.39   	-930.82		
124.51   	-107.73   	 63.66   	-127.16		 54.67   	-879.96		
125.43   	-112.00   	 63.15   	-132.25		 51.15   	-818.92		
124.51   	-116.88   	 62.62   	-137.33		 47.87   	-773.14		
122.38   	-120.85   	 62.08   	-137.33		 44.78   	-727.36		
119.32   	-122.99   	 61.53   	-137.33		 41.87   	-671.41		
116.27   	-123.60   	 60.98   	-147.51		 39.19   	-625.63		
114.44   	-123.90   	 60.39   	-142.42		 36.68   	-590.03		
114.44   	-124.21   	 59.82   	-132.25		 34.32   	-574.77		
115.66   	-124.82   	 59.29   	-127.16		 32.02   	-559.51		
117.19   	-126.34   	 58.78   	-137.33		 29.79   	-528.99		
118.10   	-128.78   	 58.23   	-127.16		 27.67   	-513.73		
117.80   	-132.45   	 57.72   	-116.99		 25.62   	-523.90		
117.19   	-135.80   	 57.25   	-111.90		 23.52   	-523.90		
117.19   	-137.33   	 56.81   	 -96.64		 21.42   	-513.73		
117.49   	-136.41   	 56.42   	 -96.64		 19.37   	-488.30		
118.10   	-133.97   	 56.03   	 -86.47		 17.42   	-473.04		
117.49   	-131.84   	 55.69   	 -91.56		 15.52   	-457.78		
115.66   	-131.23   	 55.32   	 -91.56		 13.69   	-427.26		
113.53   	-131.84   	 54.95   	 -91.56		 11.98   	-391.66		
113.22   	-132.75   	 54.59   	 -91.56		 10.42   	-356.05		
114.14   	-133.67   	 54.22   	 -81.38		  8.99   	-320.45		
114.44   	-135.50   	 53.90   	 -81.38		  7.71   	-295.01		
112.61   	-137.94   	 53.57   	 -86.47		  6.53   	-259.41		
108.95   	-140.08   	 53.22   	 -86.47		  5.49   	-218.72		
106.20   	-138.85   	 52.88   	 -81.38		  4.62   	-183.11		
108.64   	-131.53   	 52.55   	 -81.38		  3.89   	-147.51		
116.58   	-117.19   	 52.23   	 -86.47		  3.30   	-122.07		
128.17   	-95.52   	 51.88   	 -81.38		  2.81   	-106.82		
139.77   	-66.22   	 51.56   	 -76.30		  2.38   	 -81.38		
149.84   	-29.60   	 51.25   	 -66.12		  2.05   	 -55.95		
158.08   	 12.21   	 50.99   	 -61.04		  1.83   	 -40.69		
165.71   	 54.63   	 50.74   	 -66.12		  1.67   	 -40.69		
