SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		
-57.68   	-12.82   	 13.57   	-732.45		 39.15   	-249.24		
-57.37   	-12.51   	 10.64   	-183.11		 38.15   	-244.15		
-56.46   	-11.60   	  9.91   	 279.75		 37.17   	-452.69		
-54.93   	-10.38   	 11.03   	 422.18		 35.36   	-101.73		
-54.32   	 -9.46   	 12.72   	 -10.17		 34.95   	 142.42		
-54.63   	-10.38   	 12.68   	-528.99		 35.52   	 116.99		
-55.24   	-12.82   	 10.56   	-635.81		 35.99   	 269.58		
-54.32   	-14.34   	  8.02   	-396.74		 37.07   	 422.18		
-50.66   	-11.90   	  6.43   	 -66.12		 38.76   	 422.18		
-42.11   	 -2.44   	  6.16(D)	 203.46		 40.45   	 366.22		
-27.16   	 14.95   	  6.98   	 269.58		 41.91   	 198.37		
 -7.02   	 38.45   	  8.06   	 101.73		 42.71   	 -40.69		
 14.34   	 65.31   	  8.46   	-137.33		 42.54   	-172.94		
 33.26   	 92.16   	  7.91   	-239.06		 41.85   	-305.19		
 47.91   	119.02   	  6.96   	-147.51		 40.63   	-478.13		
 61.04   	147.71   	  6.37   	   0.00		 38.72   	-498.47		
 75.68   	179.75   	  6.37   	  76.30		 36.72   	-381.48		
 92.47   	213.32   	  6.67   	  61.04		 35.20   	-300.10		
108.03   	243.53   	  6.92   	  40.69		 34.00   	-223.80		
117.49   	264.59   	  7.08   	  25.43		 33.10   	-116.99		
118.10   	271.00   	  7.18   	 -15.26		 32.63   	  -5.09		
112.00   	260.62   	  7.12   	 -30.52		 32.61   	  50.86		
101.93   	232.24   	  7.00   	 -30.52		 32.82   	  55.95		
 89.42   	186.46   	  6.88   	 -10.17		 33.04   	  55.95		
 72.94   	128.48   	  6.84   	  25.43		 33.27   	  66.12		
 48.22   	 67.75   	  6.94   	  35.61		 33.53   	  55.95		
 12.82   	 13.12   	  7.08   	  81.38		 33.75   	  50.86		
-31.13   	-30.82   	  7.41   	 116.99		 33.96   	  45.78		
-76.90   	-65.31   	  7.87   	 116.99		 34.14   	  35.61		
-115.36   	-93.38   	  8.34   	  40.69		 34.28   	 -45.78		
-137.94   	-115.97   	  8.50   	   5.09		 34.10   	-116.99		
-143.43   	-130.31   	  8.52   	 -50.86		 33.63   	-167.85		
-138.24   	-135.19   	  8.32   	 -66.12		 32.96   	-213.63		
-131.23   	-132.75   	  8.06   	   5.09		 32.11   	-183.11		
-129.09   	-127.87   	  8.08   	 142.42		 31.37   	-162.77		
-132.75   	-125.43   	  8.65   	 228.89		 30.72   	-137.33		
-138.55   	-126.34   	  9.56   	 208.54		 30.17   	 -96.64		
-142.52   	-128.78   	 10.40   	  76.30		 29.79   	 -66.12		
-145.57   	-132.14   	 10.70   	 -96.64		 29.52   	 -45.78		
-156.86   	-140.38   	 10.32   	-188.20		 29.34   	  -5.09		
-187.38   	-169.98   	  9.56   	 -96.64		 29.32   	  40.69		
-235.90   	-243.84   	  9.18   	 137.33		 29.48   	  45.78		
-279.85   	-364.69   	  9.73   	 350.97		 29.66   	  20.35		
-270.08   	-487.37   	 11.13   	 361.14		 29.75   	  20.35		
-148.32   	-514.53   	 12.57   	 142.42		 29.83   	   5.09		
103.76   	-329.59   	 13.14   	 -81.38		 29.85   	  -5.09		
415.34   	103.76   	 12.82   	-132.25		 29.83   	  10.17		
632.02   	672.00   	 12.29   	 -66.12		 29.87   	 -20.35		
619.20   	1136.17(R)	 12.02(E)	 137.33		 29.79   	-147.51		
 22.58   	1024.48   	 12.57   	  91.56		 29.20   	-116.99		
-222.78   	555.73   	 12.94   	 -15.26		 28.73   	-116.99		
-253.60   	122.07   	 12.88   	 -96.64		 28.26   	-101.73		
-127.26   	-97.96   	 12.49   	-157.68		 27.85   	 -86.47		
  4.27   	-110.17   	 11.86   	-137.33		 27.51   	 -35.61		
 37.23   	-45.78   	 11.31   	  61.04		 27.37   	 -50.86		
-20.45   	-24.41   	 11.56   	 279.75		 27.16   	 -45.78		
-89.72   	-69.58   	 12.68   	 442.52		 26.98   	 -10.17		
-108.95   	-131.53   	 14.45   	 437.43		 26.94(D)	   0.00		
-78.74   	-159.00   	 16.20   	 264.50		 26.94   	   5.09		
-40.59   	-144.04   	 17.25   	 157.68		 26.96   	  20.35		
-25.33   	-115.66   	 17.88   	 412.00		 27.04   	  10.17		
-31.43   	-100.71   	 19.53   	 701.93		 27.08   	  15.26		
-40.59   	-102.84   	 22.34   	 722.28		 27.14   	  15.26		
-41.81   	-111.08   	 25.23   	 579.86		 27.20   	   0.00		
-35.40   	-115.97   	 27.55   	 442.52		 27.20   	 -10.17		
-25.94   	-115.36   	 29.32   	 442.52		 27.16   	  20.35		
-16.78   	-111.39   	 31.09   	 473.04		 27.24   	  35.61		
-10.07   	-106.51   	 32.98   	 462.87		 27.39   	  20.35		
 -5.80   	-103.76   	 34.83   	 396.74		 27.47   	  96.64		
 -1.83   	-103.15   	 36.42   	 320.45		 27.85   	 218.72		
  4.58   	-103.15   	 37.70   	 269.58		 28.73   	 330.62		
 12.82   	-101.32   	 38.78   	 350.97		 30.05   	 427.26		
 21.06   	-97.96   	 40.18   	 437.43		 31.76   	 554.42		
 28.69   	-93.69   	 41.93   	 712.10		 33.98   	1363.17		
 44.25   	-83.92   	 44.78   	 188.20		 39.43   	 681.58		
 52.80   	-79.04   	 45.53   	  45.78		 42.16   	 574.77		
 61.04   	-74.46   	 45.72   	 -20.35		 44.46   	 437.43		
 68.66   	-70.50   	 45.64   	  20.35		 46.21   	 279.75		
 75.68   	-67.44   	 45.72   	  61.04		 47.32   	  81.38		
 81.79   	-63.78   	 45.96   	  61.04		 47.65   	 -66.12		
 86.98   	-59.20   	 46.21   	 116.99		 47.39   	-157.68		
 91.25   	-53.71   	 46.67   	 122.07		 46.75   	-269.58		
 95.21   	-48.22   	 47.16   	  86.47		 45.68   	-300.10		
 98.57   	-43.64   	 47.51   	  30.52		 44.48   	-228.89		
101.93   	-39.98   	 47.63   	  -5.09		 43.56   	-116.99		
104.98   	-37.23   	 47.61   	 -45.78		 43.09   	  15.26		
107.73   	-34.18   	 47.43   	 -10.17		 43.15   	 188.20		
109.56   	-30.82   	 47.39   	  71.21		 43.91   	 315.36		
111.08   	-26.86   	 47.67   	 101.73		 45.17   	 437.43		
112.61   	-23.50   	 48.08   	  66.12		 46.92   	 549.34		
113.83   	-20.14   	 48.34   	  15.26		 49.11   	 569.68		
115.36   	-16.17   	 48.40   	  30.52		 51.39   	 579.86		
116.27   	-11.60   	 48.52   	  50.86		 53.71   	 564.60		
116.27   	 -6.41   	 48.73   	  81.38		 55.97   	 467.95		
115.66   	 -0.61   	 49.05   	  50.86		 57.84   	 335.71		
114.75   	  6.41   	 49.26   	   5.09		 59.19   	 239.06		
113.53   	 14.95   	 49.28   	 -35.61		 60.14   	 147.51		
112.61   	 25.33   	 49.14   	-178.03		 60.73   	  76.30		
112.00   	 37.54   	 48.42   	-203.46		 61.04   	  81.38		
111.08   	 66.53   	 47.61   	 376.40		 61.36   	 -15.26		
110.17   	 83.62   	 49.11   	 498.47		 61.30   	 -45.78		
108.64   	103.15   	 51.11   	 218.72		 61.12   	 -61.04		
107.12   	126.04   	 51.98(S)	 -66.12		 60.87   	 -76.30		
104.98   	151.37   	 51.72   	-167.85		 60.57   	 -55.95		
101.93   	177.31   	 51.05   	-193.29		 60.35   	   0.00		
 96.74   	201.72   	 50.27   	-142.42		 60.35   	  61.04		
 88.50   	220.95   	 49.70   	  20.35		 60.59   	  91.56		
 77.21   	231.93   	 49.79   	 249.24		 60.96   	 101.73		
 62.87   	233.46   	 50.78   	 274.67		 61.36   	 132.25		
 46.69   	224.61   	 51.88   	-122.07		 61.89   	 116.99		
 29.30   	205.38   	 51.39   	-467.95		 62.36   	  50.86		
 12.21   	177.92   	 49.52   	-401.83		 62.56(S)	   0.00		
 -3.66   	144.96   	 47.91   	-259.41		 62.56   	 -61.04		
-17.40   	109.56   	 46.88   	-239.06		 62.32   	 -96.64		
-28.69   	 75.38   	 45.92   	-157.68		 61.93   	-142.42		
-37.54   	 45.47   	 45.29   	  61.04		 61.36   	-193.29		
-45.17   	 21.36   	 45.53   	 183.11		 60.59   	-203.46		
-50.96   	  3.36   	 46.27   	  66.12		 59.78   	-167.85		
-55.24   	 -9.46   	 46.53   	-300.10		 59.10   	-157.68		
-57.98   	-19.23   	 45.33   	-569.68		 58.47   	-162.77		
-59.51   	-26.86   	 43.05   	-467.95		 57.82   	-142.42		
-60.12   	-32.65   	 41.18   	-106.82		 57.25   	-137.33		
-60.12   	-36.93   	 40.75   	 233.98		 56.70   	-162.77		
-60.12   	-38.76   	 41.69   	 315.36		 56.05   	-167.85		
-60.12   	-39.67   	 42.95   	  81.38		 55.38   	-167.85		
-60.42   	-39.98   	 43.28   	-274.67		 54.71   	-167.85		
-60.73   	-40.89   	 42.18   	-574.77		 54.04   	-147.51		
-61.65   	-41.81   	 39.88   	-579.86		 53.45   	-142.42		
-62.87   	-42.42   	 37.56   	-493.39		 52.88   	-162.77		
-64.39   	-42.42   	 35.58   	-473.04		 52.23   	-183.11		
-65.61   	-41.50   	 33.69   	-427.26		 51.50   	-193.29		
-65.92   	-39.67   	 31.98   	-366.22		 50.72   	-203.46		
-65.31   	-36.93   	 30.52   	-493.39		 49.91   	-223.80		
-63.78   	-33.87   	 28.55   	-615.46		 49.01   	-254.32		
-62.26   	-32.04   	 26.08   	-584.94		 48.00   	-279.75		
-61.34   	-32.04   	 23.74   	-722.28		 46.88   	-300.10		
-61.65   	-33.26   	 20.85   	-1022.38		 45.68   	-350.97		
-62.87   	-34.18   	 16.76   	-1063.07		 44.27   	-371.31		
-64.39   	-33.26   	 12.51   	-534.08		 42.79   	-381.48		
-65.31   	-30.52   	 10.38   	 178.03		 41.26   	-356.05		
-65.00   	-27.47   	 11.09   	 442.52		 39.84   	-300.10		
-64.09   	-26.25   	 12.86   	 147.51		 38.64   	-223.80		
-62.56   	-27.77   	 13.45   	-320.45		 37.74   	-111.90		
-60.73   	-30.21   	 12.17   	-610.37		 37.29   	 -10.17		
-58.59   	-31.74   	  9.73   	-579.86		 37.25   	  30.52		
-55.24   	-29.91   	  7.41   	-310.27		 37.38   	  55.95		
-48.52   	-22.89   	  6.16(D)	  10.17		 37.60   	  76.30		
-36.93   	-10.38   	  6.21   	 223.80		 37.90   	  55.95		
-20.14   	  8.24   	  7.10   	 183.11		 38.13   	  20.35		
  0.31   	 31.43   	  7.83   	  15.26		 38.21   	 -20.35		
 21.06   	 57.68   	  7.89   	 -76.30		 38.13   	 -55.95		
 38.76   	 85.45   	  7.59   	-127.16		 37.90   	 -76.30		
 53.41   	114.44   	  7.08   	-101.73		 37.60   	-106.82		
 67.75   	145.87   	  6.67   	 -45.78		 37.17   	-111.90		
 83.31   	178.83   	  6.49   	  20.35		 36.72   	-132.25		
 99.49   	210.88   	  6.57   	  55.95		 36.20   	-142.42		
112.61   	237.12   	  6.80   	  45.78		 35.63   	-147.51		
118.71   	252.38   	  6.98   	 -15.26		 35.04   	-132.25		
117.80   	252.69   	  6.92   	 -45.78		 34.51   	-122.07		
110.78   	235.60   	  6.73   	 -66.12		 34.02   	-116.99		
100.10   	199.58   	  6.47   	 -20.35		 33.55   	 -96.64		
 85.45   	147.71   	  6.39   	  30.52		 33.16   	 -66.12		
 64.70   	 86.98   	  6.51   	  86.47		 32.90   	 -35.61		
 35.10   	 28.08   	  6.86   	 137.33		 32.76   	 -20.35		
 -4.27   	-22.89   	  7.41   	 122.07		 32.68   	 -10.17		
-49.74   	-64.09   	  7.89   	  66.12		 32.63   	  -5.09		
-93.38   	-97.05   	  8.16   	  -5.09		 32.61   	   0.00		
-126.04   	-123.60   	  8.14   	 -40.69		 32.61   	 -15.26		
-141.91   	-141.91   	  7.98   	 -40.69		 32.55   	 -40.69		
-142.82   	-150.15   	  7.81   	   0.00		 32.39   	 -50.86		
-136.72   	-149.84   	  7.81   	  -5.09		 32.19   	 -55.95		
-132.14   	-146.18   	  7.79   	  61.04		 31.96   	 -81.38		
-132.75   	-143.74   	  8.04   	 213.63		 31.64   	 -81.38		
-136.72   	-144.35   	  8.89   	 300.10		 31.31   	 -86.47		
-140.08   	-146.79   	 10.09   	 172.94		 30.97   	 -76.30		
-141.91   	-150.15   	 10.78   	 -25.43		 30.66   	 -71.21		
-146.79   	-155.33   	 10.68   	-162.77		 30.38   	 -71.21		
-166.02   	-170.90   	 10.03   	-172.94		 30.09   	 -71.21		
-206.91   	-215.45   	  9.34   	 -61.04		 29.81   	 -61.04		
-259.70   	-307.31   	  9.09   	 172.94		 29.56   	 -55.95		
-291.14   	-434.27   	  9.79   	 315.36		 29.34   	 -45.78		
-245.06   	-533.75   	 11.05   	 269.58		 29.16   	 -45.78		
-72.33   	-494.38   	 12.13   	 122.07		 28.97   	 -45.78		
217.59   	-217.59   	 12.61   	  10.17		 28.79   	 -35.61		
516.05   	283.20   	 12.66   	 -55.95		 28.65   	 -30.52		
661.62   	842.29   	 12.43   	 -55.95		 28.52   	 -20.35		
252.69   	1203.00(R)	 12.21(E)	  35.61		 28.44   	 -10.17		
-78.43   	855.41   	 12.35   	  40.69		 28.40   	 -10.17		
-250.85   	374.15   	 12.51   	 -40.69		 28.36   	 -10.17		
-213.01   	  6.71   	 12.35   	-106.82		 28.32   	 -35.61		
-71.11   	-132.14   	 11.92   	-122.07		 28.18   	 -55.95		
 27.16   	-104.06   	 11.43   	 -61.04		 27.96   	 -55.95		
 19.23   	-49.44   	 11.19   	 106.82		 27.73   	 -71.21		
-52.19   	-54.63   	 11.62   	 320.45		 27.45   	 -81.38		
-106.81   	-111.69   	 12.90   	 478.13		 27.12   	 -76.30		
-104.98   	-163.27   	 14.81   	 447.61		 26.82   	 -45.78		
-67.44   	-173.34   	 16.60   	 203.46		 26.63   	 -35.61		
-36.62   	-151.06   	 17.42   	 162.77		 26.49   	 -35.61		
-31.43   	-127.26   	 18.07   	 488.30		 26.35   	 -20.35		
-39.98   	-119.63   	 20.02   	 752.79		 26.27   	   5.09		
-45.78   	-124.21   	 23.03   	 676.50		 26.29   	   5.09		
-42.42   	-130.00   	 25.74   	 518.82		 26.31   	 -20.35		
-33.26   	-130.92   	 27.81   	 467.95		 26.23(D)	   0.00		
-23.19   	-127.87   	 29.68   	 457.78		 26.23   	  20.35		
-14.65   	-122.68   	 31.52   	 427.26		 26.31   	  45.78		
 -8.54   	-117.49   	 33.22   	 412.00		 26.49   	  91.56		
 -4.58   	-114.44   	 34.87   	 361.14		 26.86   	 172.94		
  0.31   	-113.53   	 36.32   	 305.19		 27.55   	 279.75		
  7.63   	-112.30   	 37.54   	 320.45		 28.67   	 396.74		
 16.17   	-109.25   	 38.82   	 340.79		 30.25   	 508.65		
 24.41   	-105.59   	 40.18   	 590.03		 32.29   	1271.61		
 39.37   	-98.57   	 42.54   	 203.46		 37.38   	 640.89		
 47.30   	-94.91   	 43.36   	 183.11		 39.94   	 574.77		
 56.15   	-90.33   	 44.09   	 101.73		 42.24   	 457.78		
 65.00   	-85.75   	 44.50   	  25.43		 44.07   	 320.45		
 73.24   	-81.18   	 44.60   	  55.95		 45.35   	 178.03		
 79.96   	-76.29   	 44.82   	  86.47		 46.06   	  25.43		
 84.53   	-70.80   	 45.17   	  76.30		 46.16   	-106.82		
 87.89   	-65.31   	 45.47   	  40.69		 45.74   	-203.46		
 91.55   	-60.73   	 45.64   	  61.04		 44.92   	-254.32		
 96.13   	-57.68   	 45.88   	  61.04		 43.91   	-239.06		
101.32   	-55.54   	 46.12   	 -40.69		 42.95   	-162.77		
105.59   	-53.10   	 45.96   	-178.03		 42.30   	 -40.69		
108.03   	-50.05   	 45.25   	-218.72		 42.14   	  86.47		
108.95   	-45.17   	 44.37   	 -96.64		 42.48   	 264.50		
109.56   	-39.98   	 43.99   	 137.33		 43.54   	 452.69		
111.08   	-34.48   	 44.54   	 228.89		 45.35   	 564.60		
113.83   	-29.91   	 45.45   	 188.20		 47.61   	 605.29		
116.58   	-25.63   	 46.21   	 101.73		 50.03   	 645.98		
118.71   	-21.06   	 46.61   	  55.95		 52.61   	 590.03		
119.02   	-14.95   	 46.84   	 -15.26		 54.97   	 473.04		
118.41   	 -6.71   	 46.77   	 -55.95		 56.87   	 381.48		
116.88   	  3.66   	 46.55   	 -20.35		 58.39   	 269.58		
115.36   	 14.34   	 46.47   	  10.17		 59.47   	 142.42		
113.83   	 24.41   	 46.51   	   0.00		 60.04   	  40.69		
113.22   	 33.87   	 46.51   	  50.86		 60.20   	-137.33		
113.22   	 57.37   	 46.71   	-157.68		 59.65   	-111.90		
113.53   	 73.55   	 46.08   	 -20.35		 59.21   	-101.73		
113.22   	 92.77   	 46.00   	 274.67		 58.80   	 -55.95		
112.61   	114.14   	 47.10   	 274.67		 58.58   	   0.00		
111.39   	136.72   	 48.20   	  45.78		 58.58   	  50.86		
108.95   	160.83   	 48.38(S)	-223.80		 58.78   	  91.56		
104.68   	185.85   	 47.49   	-356.05		 59.15   	 101.73		
 98.27   	209.96   	 46.06   	-295.01		 59.55   	  86.47		
 88.50   	229.49   	 44.88   	-147.51		 59.90   	  71.21		
 75.68   	239.56   	 44.29   	  55.95		 60.18   	  61.04		
 59.51   	237.43   	 44.52   	 101.73		 60.43   	  25.43		
 41.20   	222.17   	 44.92   	  40.69		 60.53(S)	 -25.43		
 22.58   	197.45   	 45.09   	-106.82		 60.43   	 -50.86		
  4.88   	167.24   	 44.66   	-188.20		 60.22   	 -81.38		
-10.07   	135.50   	 43.91   	-203.46		 59.90   	-132.25		
-21.97   	104.68   	 43.09   	 -61.04		 59.37   	-152.59		
-31.43   	 74.77   	 42.85   	  10.17		 58.76   	-152.59		
-38.76   	 45.78   	 42.89   	   5.09		 58.15   	-178.03		
-43.95   	 19.23   	 42.91   	   0.00		 57.44   	-193.29		
-47.61   	 -2.44   	 42.91   	-137.33		 56.66   	-188.20		
-49.74   	-16.78   	 42.36   	-178.03		 55.91   	-183.11		
-50.96   	-24.72   	 41.65   	-172.94		 55.18   	-178.03		
-52.49   	-28.08   	 40.96   	-137.33		 54.47   	-147.51		
-53.71   	-29.60   	 40.41   	 -76.30		 53.88   	-132.25		
-55.24   	-31.13   	 40.10   	 -86.47		 53.35   	-111.90		
-55.54   	-32.35   	 39.76   	-198.37		 52.90   	 -96.64		
-54.93   	-34.48   	 38.96   	-264.50		 52.51   	-101.73		
-54.02   	-37.54   	 37.90   	-356.05		 52.11   	-116.99		
-53.41   	-40.89   	 36.48   	-447.61		 51.64   	-142.42		
-54.32   	-43.95   	 34.69   	-442.52		 51.07   	-152.59		
-56.46   	-44.25   	 32.92   	-437.43		 50.46   	-167.85		
-58.29   	-41.20   	 31.17   	-457.78		 49.79   	-213.63		
-58.59   	-36.32   	 29.34   	-483.21		 48.93   	-233.98		
-56.76   	-32.04   	 27.41   	-569.68		 48.00   	-249.24		
-54.63   	-30.82   	 25.13   	-620.55		 47.00   	-295.01		
-53.10   	-32.96   	 22.64   	-539.16		 45.82   	-320.45		
-53.41   	-36.93   	 20.49   	-661.24		 44.54   	-325.53		
-54.93   	-39.67   	 17.84   	-996.94		 43.23   	-350.97		
-56.76   	-39.98   	 13.86   	-1017.29		 41.83   	-356.05		
-57.68   	-37.54   	  9.79   	-488.30		 40.41   	-350.97		
-56.76   	-34.48   	  7.83   	 127.16		 39.00   	-335.71		
-53.71   	-32.35   	  8.34   	 320.45		 37.66   	-320.45		
-49.44   	-31.43   	  9.62   	  76.30		 36.38   	-269.58		
-45.78   	-31.13   	  9.93   	-366.22		 35.30   	-172.94		
-43.64   	-31.43   	  8.46   	-625.63		 34.61   	 -76.30		
-43.03   	-31.13   	  5.96   	-523.90		 34.30   	   0.00		
-42.11   	-29.60   	  3.87   	-162.77		 34.30   	  40.69		
-37.54   	-24.11   	  3.21   	 183.11		 34.47   	  61.04		
-26.86   	-12.21   	  3.95   	 259.41		 34.71   	  71.21		
 -9.77   	  7.32   	  4.98   	  45.78		 34.99   	  55.95		
 11.60   	 32.35   	  5.17   	-218.72		 35.22   	  30.52		
 32.96   	 59.20   	  4.29   	-315.36		 35.34   	   5.09		
 50.66   	 86.36   	  3.03   	-172.94		 35.36   	 -30.52		
 64.70   	114.44   	  2.34(D)	  71.21		 35.24   	 -86.47		
 76.90   	146.18   	  2.62   	 193.29		 34.89   	-127.16		
 90.33   	181.88   	  3.40   	 152.59		 34.38   	-167.85		
104.37   	216.98   	  4.01   	  25.43		 33.71   	-188.20		
115.97   	245.06   	  4.11   	 -81.38		 32.96   	-172.94		
121.15   	260.31   	  3.78   	-142.42		 32.27   	-147.51		
119.32   	258.48   	  3.21   	 -91.56		 31.68   	-132.25		
112.00   	237.73   	  2.85   	  30.52		 31.15   	 -76.30		
101.32   	198.97   	  2.97   	 167.85		 30.84   	 -35.61		
 87.59   	144.96   	  3.64   	 233.98		 30.70   	 -20.35		
 68.05   	 83.31   	  4.58   	 203.46		 30.62   	   5.09		
 39.98   	 23.19   	  5.39   	  71.21		 30.64   	  25.43		
  1.83   	-28.69   	  5.68   	 -45.78		 30.74   	  25.43		
-41.81   	-70.80   	  5.49   	 -66.12		 30.84   	   0.00		
-82.40   	-103.76   	  5.23   	  20.35		 30.84   	 -35.61		
-111.08   	-128.48   	  5.31   	 152.59		 30.70   	 -45.78		
-123.29   	-144.04   	  5.92   	 315.36		 30.52   	 -55.95		
-122.38   	-150.45   	  7.18   	 366.22		 30.29   	 -66.12		
-116.58   	-150.76   	  8.65   	 132.25		 30.03   	 -71.21		
