SAMPLE NUMBER:   10
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
-655.52   	646.67   	 47.41   	 -61.04		  7.45   	  35.61		
-683.90   	595.09   	 47.16   	 -66.12		  7.59   	  45.78		
-505.98   	440.37   	 46.90   	 -66.12		  7.77   	  50.86		
-226.14   	216.98   	 46.63   	 -55.95		  7.98   	  61.04		
  7.63   	-13.12   	 46.41   	 -50.86		  8.22   	  61.04		
104.37   	-175.78   	 46.21   	 -55.95		  8.46   	  55.95		
 74.16   	-227.97   	 45.98   	 -55.95		  8.69   	  50.86		
 -1.53   	-188.60   	 45.76   	 -66.12		  8.89   	  50.86		
-47.30   	-121.46   	 45.49   	 -61.04		  9.09   	  50.86		
-41.81   	-84.23   	 45.25   	 -40.69		  9.30   	  61.04		
-10.68   	-91.55   	 45.09   	 -35.61		  9.54   	  76.30		
 12.51   	-118.71   	 44.94   	 -30.52		  9.85   	  96.64		
 15.26   	-134.58   	 44.82   	 -40.69		 10.23   	 116.99		
  5.49   	-129.09   	 44.66   	 -40.69		 10.70   	 223.80		
 -3.66   	-113.83   	 44.50   	 -35.61		 11.60   	 406.92		
 -4.58   	-102.84   	 44.35   	 -45.78		 13.22   	 447.61		
  0.92   	-101.01   	 44.17   	 -50.86		 15.02   	 366.22		
  7.63   	-103.76   	 43.97   	 -55.95		 16.48   	 366.22		
 11.60   	-104.98   	 43.74   	 -50.86		 17.94   	 406.92		
 12.82   	-102.84   	 43.54   	 -61.04		 19.57   	 417.09		
 12.51   	-97.96   	 43.30   	 -66.12		 21.24   	 401.83		
 13.12   	-92.47   	 43.03   	 -55.95		 22.85   	 422.18		
 14.04   	-89.11   	 42.81   	 -45.78		 24.54   	 447.61		
 14.95   	-88.20   	 42.62   	 -35.61		 26.33   	 467.95		
 15.56   	-88.50   	 42.48   	 -45.78		 28.20   	 534.08		
 18.31   	-82.70   	 42.30   	 -45.78		 30.34   	 508.65		
 21.06   	-77.21   	 42.12   	 -45.78		 32.37   	 483.21		
 24.41   	-72.02   	 41.93   	 -45.78		 34.30   	 442.52		
 26.86   	-68.05   	 41.75   	 -35.61		 36.07   	 417.09		
 28.38   	-65.31   	 41.61   	 -25.43		 37.74   	 386.57		
 29.91   	-62.56   	 41.51   	  -5.09		 39.29   	 350.97		
 32.04   	-57.98   	 41.49   	  25.43		 40.69   	 330.62		
 35.10   	-51.88   	 41.59   	  71.21		 42.01   	 300.10		
 38.76   	-45.17   	 41.87   	 127.16		 43.21   	 289.93		
 42.72   	-38.76   	 42.38   	 188.20		 44.37   	 279.75		
 46.39   	-32.96   	 43.13   	 244.15		 45.49   	 264.50		
 49.74   	-28.08   	 44.11   	 289.93		 46.55   	 254.32		
 52.80   	-22.89   	 45.27   	 325.53		 47.57   	 249.24		
 55.54   	-18.01   	 46.57   	 361.14		 48.57   	 244.15		
 57.37   	-12.82   	 48.02   	 391.66		 49.54   	 244.15		
 59.20   	 -8.24   	 49.58   	 406.92		 50.52   	 239.06		
 61.04   	 -3.97   	 51.21   	 412.00		 51.47   	 233.98		
 62.87   	  0.31   	 52.86   	 417.09		 52.41   	 223.80		
 65.00   	  4.27   	 54.53   	 412.00		 53.31   	 228.89		
 66.22   	  8.54   	 56.17   	 417.09		 54.22   	 228.89		
 66.83   	 12.82   	 57.84   	 417.09		 55.14   	 223.80		
 67.75   	 16.78   	 59.51   	 406.92		 56.03   	 218.72		
 69.27   	 20.14   	 61.14   	 406.92		 56.91   	 213.63		
 71.72   	 22.89   	 62.77   	 401.83		 57.76   	 213.63		
 74.16   	 25.33   	 64.37   	 447.61		 58.62   	 218.72		
 75.68   	 31.13   	 66.16   	 427.26		 59.49   	 208.54		
 75.38   	 34.48   	 67.87   	 412.00		 60.33   	 198.37		
 75.07   	 37.84   	 69.52   	 371.31		 61.12   	 172.94		
 75.38   	 40.89   	 71.01   	 335.71		 61.81   	 162.77		
 76.29   	 43.95   	 72.35   	 300.10		 62.46   	 152.59		
