SAMPLE NUMBER:   9
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RFA     	  RFA'		  RV     	  RV'		
-181.58   	-434.27   	 69.46   	 -40.69		  8.65   	  20.35		
-96.13   	-391.24   	 69.30   	 -35.61		  8.73   	   0.00		
-13.73   	-263.37   	 69.16   	 -35.61		  8.73   	 -15.26		
 27.47   	-130.92   	 69.01   	 -30.52		  8.67   	 -30.52		
 19.23   	-47.00   	 68.89   	 -30.52		  8.55   	  35.61		
-15.26   	-25.63   	 68.77   	 -30.52		  8.69   	 178.03		
-43.33   	-49.74   	 68.65   	 -35.61		  9.40   	 361.14		
-47.30   	-88.50   	 68.50   	 -35.61		 10.84   	 473.04		
-33.87   	-114.44   	 68.36   	 -30.52		 12.74   	 478.13		
-19.84   	-117.80   	 68.24   	 -35.61		 14.65   	 366.22		
-15.87   	-106.20   	 68.10   	 -30.52		 16.11   	 213.63		
-21.67   	-93.99   	 67.98   	 -35.61		 16.97   	 137.33		
-29.91   	-86.36   	 67.83   	 -40.69		 17.52   	 193.29		
-34.18   	-80.57   	 67.67   	 -40.69		 18.29   	 325.53		
-33.57   	-73.55   	 67.51   	 -30.52		 19.59   	 478.13		
-29.91   	-65.00   	 67.39   	 -35.61		 21.51   	 549.34		
-25.63   	-57.98   	 67.24   	 -40.69		 23.70   	 554.42		
-23.19   	-54.93   	 67.08   	 -35.61		 25.92   	 544.25		
-21.97   	-55.54   	 66.94   	 -40.69		 28.10   	 493.39		
-20.45   	-64.70   	 66.77   	 -40.69		 30.07   	 437.43		
-18.92   	-69.27   	 66.61   	 -35.61		 31.82   	 539.16		
-17.40   	-71.41   	 66.47   	 -40.69		 33.98   	 976.60		
-15.87   	-70.19   	 66.31   	 -40.69		 37.88   	1236.01		
-14.04   	-65.61   	 66.14   	 -40.69		 42.83   	 783.31		
-11.60   	-57.98   	 65.98   	 -35.61		 45.96   	  91.56		
 -9.46   	-49.13   	 65.84   	 -45.78		 46.33   	-356.05		
 -9.46   	-41.20   	 65.66   	 -40.69		 44.90   	-549.34		
-11.90   	-34.79   	 65.49   	 -45.78		 42.71   	-432.35		
-16.17   	-30.52   	 65.31   	 -35.61		 40.98   	 -86.47		
-19.84   	-26.55   	 65.17   	 -35.61		 40.63   	 259.41		
-20.14   	-21.97   	 65.03   	 -35.61		 41.67   	 457.78		
-17.09   	-16.48   	 64.88   	 -35.61		 43.50   	 467.95		
-12.51   	-10.38   	 64.74   	 -50.86		 45.37   	 325.53		
 -8.24   	 -6.41   	 64.54   	 -50.86		 46.67   	 152.59		
 -5.80   	 -6.71   	 64.33   	 -50.86		 47.28   	  40.69		
 -4.88   	-12.82   	 64.13   	 -50.86		 47.45   	  10.17		
 -5.19   	-24.41   	 63.93   	 -35.61		 47.49   	  71.21		
 -6.10   	-38.76   	 63.78   	 -40.69		 47.77   	 157.68		
 -6.41   	-50.96   	 63.62   	 -35.61		 48.40   	 218.72		
 -5.49   	-56.46   	 63.48   	 -45.78		 49.28   	 233.98		
 -2.44   	-53.10   	 63.30   	 -35.61		 50.21   	 208.54		
  2.44   	-40.59   	 63.15   	 -25.43		 51.05   	 172.94		
  7.63   	-22.89   	 63.05   	 -10.17		 51.74   	 132.25		
 10.68   	 -4.88   	 63.01(D)	  55.95		 52.27   	 152.59		
  4.58   	 12.82   	 63.23   	 116.99		 52.88   	 178.03		
 -2.14   	  9.16   	 63.70   	 223.80		 53.59   	 213.63		
 -7.93   	  1.22   	 64.60   	 366.22		 54.45   	 233.98		
-10.38   	 -5.49   	 66.06   	 493.39		 55.38   	 249.24		
 -9.77   	 -6.71   	 68.04   	 544.25		 56.38   	 254.32		
 -8.54   	 -2.14   	 70.21   	 493.39		 57.40   	 233.98		
 -8.85   	  5.80   	 72.19   	 401.83		 58.33   	 203.46		
-12.51   	 12.21   	 73.79   	 325.53		 59.15   	 162.77		
-19.84   	 12.82   	 75.10   	 305.19		 59.80   	 127.16		
-29.60   	  5.49   	 76.32   	 335.71		 60.30   	 137.33		
-40.28   	 -8.24   	 77.66   	 371.31		 60.85   	 172.94		
-51.27   	-25.33   	 79.15   	 391.66		 61.55   	 188.20		
-62.26   	-41.20   	 80.71   	 391.66		 62.30   	 157.68		
-72.33   	-52.19   	 82.28   	 386.57		 62.93   	  86.47		
-81.48   	-57.68   	 83.82   	 381.48		 63.28   	  25.43		
-90.03   	-58.59   	 85.35   	 381.48		 63.38   	   0.00		
-98.88   	-57.37   	 86.88   	 376.40		 63.38   	  40.69		
-108.95   	-55.54   	 88.38   	 366.22		 63.54   	 101.73		
-119.63   	-54.63   	 89.85   	 356.05		 63.95   	 142.42		
-129.70   	-55.54   	 91.27   	 345.88		 64.52   	 127.16		
-136.72   	-58.90   	 92.65   	 340.79		 65.03   	  55.95		
-140.08   	-65.31   	 94.02   	 335.71		 65.25   	 -10.17		
-138.85   	-74.16   	 95.36   	 325.53		 65.21   	 -30.52		
-134.28   	-84.23   	 96.66   	 305.19		 65.09   	   5.09		
-128.17   	-93.69   	 97.88   	 325.53		 65.11   	  66.12		
-118.41   	-111.39   	 99.19   	 305.19		 65.37   	  61.04		
-116.58   	-120.54   	100.41   	 289.93		 65.62   	  25.43		
-116.27   	-130.00   	101.57   	 254.32		 65.72(S)	 -30.52		
-116.27   	-137.02   	102.58   	 228.89		 65.59   	 -71.21		
-114.75   	-138.55   	103.50   	 208.54		 65.31   	-101.73		
-112.00   	-132.45   	104.33   	 188.20		 64.90   	-106.82		
-108.34   	-119.02   	105.09   	 167.85		 64.48   	 -91.56		
-104.68   	-101.62   	105.76   	 122.07		 64.11   	 -86.47		
-101.62   	-83.62   	106.25   	  81.38		 63.76   	 -91.56		
-99.79   	-68.05   	106.57   	  50.86		 63.40   	-122.07		
-97.66   	-54.63   	106.77   	  35.61		 62.91   	-178.03		
-95.21   	-43.64   	106.92   	  25.43		 62.20   	-244.15		
-92.16   	-34.18   	107.02   	  40.69		 61.22   	-289.93		
-89.72   	-28.08   	107.18   	  15.26		 60.06   	-330.62		
-87.28   	-27.16   	107.24(S)	 -40.69		 58.74   	-371.31		
-84.53   	-32.65   	107.08   	 -71.21		 57.25   	-412.00		
-81.18   	-43.33   	106.80   	 -76.30		 55.61   	-412.00		
-76.60   	-56.46   	106.49   	 -96.64		 53.96   	-391.66		
-72.63   	-69.27   	106.10   	-106.82		 52.39   	-366.22		
-68.66   	-79.65   	105.68   	-116.99		 50.93   	-376.40		
-64.70   	-86.67   	105.21   	-116.99		 49.42   	-412.00		
-60.73   	-90.03   	104.74   	-116.99		 47.77   	-452.69		
-57.37   	-90.94   	104.27   	-111.90		 45.96   	-513.73		
-56.15   	-88.81   	103.82   	-132.25		 43.91   	-590.03		
-57.68   	-84.23   	103.30   	-157.68		 41.55   	-661.24		
-60.42   	-77.21   	102.66   	-183.11		 38.90   	-712.10		
-61.65   	-67.14   	101.93   	-172.94		 36.05   	-701.93		
-59.81   	-54.93   	101.24   	-172.94		 33.25   	-656.15		
-55.54   	-41.20   	100.55   	-178.03		 30.62   	-590.03		
-50.66   	-27.77   	 99.84   	-208.54		 28.26   	-544.25		
-47.00   	-17.40   	 99.00   	-239.06		 26.08   	-534.08		
-44.25   	-12.21   	 98.05   	-239.06		 23.95   	-534.08		
-41.20   	-13.43   	 97.09   	-218.72		 21.81   	-544.25		
-37.84   	-20.75   	 96.22   	-213.63		 19.63   	-544.25		
-34.79   	-32.65   	 95.36   	-223.80		 17.46   	-518.82		
-32.96   	-46.08   	 94.47   	-239.06		 15.38   	-483.21		
-32.35   	-58.90   	 93.51   	-233.98		 13.45   	-447.61		
-31.43   	-68.97   	 92.57   	-233.98		 11.66   	-401.83		
-28.69   	-75.68   	 91.64   	-223.80		 10.05   	-356.05		
-24.11   	-79.65   	 90.74   	-228.89		  8.63   	-320.45		
-20.45   	-81.18   	 89.83   	-228.89		  7.34   	-295.01		
-19.53   	-80.87   	 88.91   	-223.80		  6.16   	-259.41		
-22.28   	-78.74   	 88.02   	-208.54		  5.13   	-239.06		
-26.86   	-75.99   	 87.18   	-193.29		  4.17   	-228.89		
-30.52   	-72.02   	 86.41   	-178.03		  3.26   	-218.72		
-32.04   	-67.75   	 85.70   	-172.94		  2.38   	-208.54		
-31.13   	-62.87   	 85.00   	-172.94		  1.55   	-193.29		
-29.30   	-57.37   	 84.31   	-172.94		  0.77   	-178.03		
-27.47   	-51.27   	 83.62   	-167.85		  0.06   	-152.59		
-26.86   	-46.08   	 82.95   	-152.59		 -0.55   	-142.42		
-28.08   	-43.95   	 82.34   	-147.51		 -1.12   	-178.03		
-31.43   	-47.30   	 81.75   	-147.51		 -1.83   	-213.63		
-36.01   	-57.37   	 81.16   	-142.42		 -2.69   	-193.29		
-39.67   	-72.94   	 80.59   	-147.51		 -3.46   	-106.82		
-41.50   	-90.03   	 80.00   	-147.51		 -3.89   	 -25.43		
-40.89   	-104.68   	 79.41   	-142.42		 -3.99   	  30.52		
-39.98   	-113.53   	 78.84   	-127.16		 -3.87   	  20.35		
-39.67   	-115.66   	 78.33   	-122.07		 -3.78   	 -20.35		
-41.20   	-112.61   	 77.84   	-111.90		 -3.87   	 -30.52		
-43.33   	-107.12   	 77.40   	-111.90		 -3.99   	 -10.17		
-44.86   	-101.32   	 76.95   	-106.82		 -4.03   	  40.69		
-45.78   	-97.05   	 76.52   	-111.90		 -3.87   	  71.21		
-47.00   	-95.83   	 76.07   	-111.90		 -3.58   	  86.47		
-49.13   	-96.74   	 75.63   	-106.82		 -3.23   	  66.12		
-50.66   	-97.96   	 75.20   	-101.73		 -2.97   	  30.52		
-50.66   	-98.27   	 74.79   	 -86.47		 -2.85   	  -5.09		
-48.83   	-98.27   	 74.45   	 -76.30		 -2.87   	 -20.35		
-46.08   	-98.57   	 74.14   	 -76.30		 -2.95   	 -10.17		
-44.86   	-101.32   	 73.83   	 -76.30		 -2.99   	   0.00		
-45.78   	-107.42   	 73.53   	 -76.30		 -2.99   	  20.35		
-47.30   	-115.97   	 73.22   	 -76.30		 -2.91   	  -5.09		
-47.91   	-125.43   	 72.92   	 -66.12		 -2.93   	 -96.64		
-46.08   	-133.06   	 72.65   	 -55.95		 -3.32   	-203.46		
-42.42   	-137.33   	 72.43   	 -45.78		 -4.13   	-239.06		
-37.23   	-135.80   	 72.25   	 -50.86		 -5.09   	-142.42		
-30.52   	-126.04   	 72.04   	 -50.86		 -5.66(D)	  30.52		
-22.58   	-107.42   	 71.84   	 -50.86		 -5.53   	 193.29		
-14.34   	-81.18   	 71.64   	 -45.78		 -4.76   	 305.19		
 -8.54   	-50.96   	 71.45   	 -40.69		 -3.54   	 325.53		
 -7.32   	-23.19   	 71.29   	 -40.69		 -2.24   	 244.15		
 -8.24   	 -2.75   	 71.13   	 -40.69		 -1.26   	 116.99		
 -6.10   	 10.99   	 70.97   	 -35.61		 -0.79   	  10.17		
  3.97   	 21.36   	 70.82   	 -40.69		 -0.75   	 -61.04		
 21.06   	 31.74   	 70.66   	 -35.61		 -1.00   	 -61.04		
 39.37   	 42.72   	 70.52   	 -40.69		 -1.24   	 -10.17		
 50.96   	 49.13   	 70.36   	 -40.69		 -1.28   	  50.86		
 52.19   	 43.33   	 70.19   	 -40.69		 -1.08   	  86.47		
 44.86   	 21.67   	 70.03   	 -30.52		 -0.73   	  96.64		
 34.79   	-12.21   	 69.91   	 -25.43		 -0.35   	  71.21		
 25.94   	-49.13   	 69.81   	 -25.43		 -0.06   	  20.35		
 19.23   	-78.13   	 69.70   	 -35.61		  0.02   	  -5.09		
 13.12   	-92.16   	 69.56   	 -35.61		  0.00   	   0.00		
  5.80   	-92.77   	 69.42   	 -40.69		  0.00   	  35.61		
 -5.19   	-87.89   	 69.26   	 -30.52		  0.14   	  61.04		
-20.14   	-88.50   	 69.14   	 -30.52		  0.39   	  66.12		
-37.54   	-101.62   	 69.01   	 -25.43		  0.65   	  66.12		
-54.32   	-125.43   	 68.91   	 -35.61		  0.92   	  55.95		
-66.53   	-152.28   	 68.77   	 -40.69		  1.14   	  45.78		
-70.80   	-171.81   	 68.61   	 -30.52		  1.32   	  25.43		
-67.44   	-178.22   	 68.48   	 -30.52		  1.42   	  10.17		
-60.42   	-172.73   	 68.36   	 -30.52		  1.46   	   0.00		
-54.32   	-159.30   	 68.24   	 -30.52		  1.46   	  -5.09		
-51.88   	-142.21   	 68.12   	 -35.61		  1.44   	 -10.17		
-53.41   	-123.29   	 67.98   	 -35.61		  1.40   	 -15.26		
-56.76   	-105.59   	 67.83   	 -30.52		  1.34   	   5.09		
-60.12   	-93.08   	 67.71   	 -30.52		  1.36   	  61.04		
-62.56   	-88.81   	 67.59   	 -30.52		  1.61   	 122.07		
-63.48   	-93.08   	 67.47   	 -25.43		  2.10   	 167.85		
-63.17   	-103.45   	 67.36   	 -35.61		  2.77   	 188.20		
-58.90   	-118.10   	 67.22   	 -40.69		  3.52   	 157.68		
-46.39   	-138.85   	 67.06   	 -35.61		  4.15   	  96.64		
-23.50   	-168.15   	 66.92   	 -40.69		  4.54   	  40.69		
  8.24   	-201.42   	 66.75   	 -35.61		  4.70   	  15.26		
 41.20   	-218.81   	 66.61   	 -40.69		  4.76   	  20.35		
 67.75   	-184.02   	 66.45   	 -35.61		  4.84   	  35.61		
 87.59   	-62.26   	 66.31   	 -40.69		  4.98   	  45.78		
116.27   	160.83   	 66.14   	 -40.69		  5.17   	  45.78		
171.81   	472.41   	 65.98   	 -40.69		  5.35   	  30.52		
251.77   	836.79   	 65.82   	 -40.69		  5.47   	   0.00		
325.62   	1205.14   	 65.66   	 -50.86		  5.47   	 -25.43		
294.80   	1625.37(R)	 65.45   	 -45.78		  5.37(E)	  71.21		
164.79   	1505.43   	 65.27   	 -45.78		  5.66   	 188.20		
  0.61   	1134.64   	 65.09   	 -45.78		  6.41   	 188.20		
-147.40   	601.20   	 64.90   	 -50.86		  7.16   	 106.82		
-242.31   	 66.83   	 64.70   	 -40.69		  7.59   	 -10.17		
-264.89   	-320.43   	 64.54   	 -45.78		  7.55   	-147.51		
-218.20   	-498.96   	 64.35   	 -45.78		  6.96   	-269.58		
-129.09   	-497.13   	 64.17   	 -45.78		  5.88   	-279.75		
-39.98   	-390.32   	 63.99   	 -45.78		  4.76   	-203.46		
 12.51   	-259.09   	 63.80   	 -40.69		  3.95   	 -55.95		
 15.87   	-159.61   	 63.64   	 -35.61		  3.72   	  86.47		
-14.34   	-113.83   	 63.50   	 -40.69		  4.07   	 183.11		
-46.08   	-114.44   	 63.34   	 -45.78		  4.80   	 213.63		
-57.07   	-137.63   	 63.15   	 -45.78		  5.66   	 274.67		
-47.00   	-157.17   	 62.97   	 -45.78		  6.75   	 422.18		
-31.13   	-157.78   	 62.79   	 -40.69		  8.44   	 579.86		
-23.19   	-141.91   	 62.62   	 -40.69		 10.76   	 686.67		
-25.63   	-122.38   	 62.46   	 -40.69		 13.51   	 696.84		
-33.26   	-107.42   	 62.30   	 -45.78		 16.30   	 554.42		
-39.37   	-97.96   	 62.12   	 -40.69		 18.51   	 315.36		
-39.98   	-91.86   	 61.95   	 -45.78		 19.78   	 101.73		
-35.40   	-89.11   	 61.77   	  N/A		 20.18   	  N/A		
