SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
131.23   	  0.92   	 48.97   	-106.82		 31.41   	-335.71		
130.31   	  5.19   	 48.55   	-111.90		 30.07   	-330.62		
130.00   	 10.07   	 48.10   	-111.90		 28.75   	-320.45		
130.62   	 14.95   	 47.65   	-111.90		 27.47   	-310.27		
133.97   	 21.06   	 47.20   	-106.82		 26.23   	-300.10		
144.65   	 32.65   	 46.77   	-111.90		 25.03   	-310.27		
206.30   	 97.35   	 46.33   	-101.73		 23.78   	-295.01		
256.96   	159.00   	 45.92   	 -91.56		 22.60   	-274.67		
312.19   	237.12   	 45.55   	 -86.47		 21.51   	-259.41		
362.55   	319.82   	 45.21   	 -81.38		 20.47   	-239.06		
399.48   	389.10   	 44.88   	 -76.30		 19.51   	-228.89		
418.09   	428.16   	 44.58   	 -71.21		 18.60   	-208.54		
419.01   	428.16   	 44.29   	 -71.21		 17.76   	-193.29		
405.88   	393.07   	 44.01   	 -66.12		 16.99   	-178.03		
381.77   	336.61   	 43.74   	 -66.12		 16.28   	-167.85		
348.51   	274.66   	 43.48   	 -61.04		 15.61   	-152.59		
306.40   	216.06   	 43.23   	 -66.12		 14.99   	-137.33		
254.21   	158.08   	 42.97   	 -66.12		 14.45   	-127.16		
193.48   	 96.13   	 42.71   	 -61.04		 13.94   	-122.07		
133.06   	 30.82   	 42.46   	 -61.04		 13.45   	-106.82		
 82.70   	-27.47   	 42.22   	 -66.12		 13.02   	-101.73		
 51.27   	-66.22   	 41.95   	 -61.04		 12.61   	 -91.56		
 39.37   	-79.35   	 41.71   	 -61.04		 12.25   	 -86.47		
 39.67   	-74.16   	 41.46   	 -55.95		 11.90   	 -76.30		
 41.50   	-65.92   	 41.24   	 -55.95		 11.60   	 -71.21		
 38.15   	-65.31   	 41.02   	 -55.95		 11.31   	 -66.12		
 29.91   	-73.55   	 40.79   	 -50.86		 11.05   	 -55.95		
 21.97   	-84.53   	 40.59   	 -50.86		 10.82   	 -55.95		
 17.40   	-91.55   	 40.39   	 -50.86		 10.60   	 -45.78		
 17.70   	-93.08   	 40.18   	 -45.78		 10.42   	 -40.69		
 23.80   	-98.27   	 40.00   	 -50.86		 10.25   	 -40.69		
117.49   	-213.62   	 39.80   	 -50.86		 10.09   	 -35.61		
278.32   	-337.22   	 39.59   	 -50.86		  9.95   	 -35.61		
582.89   	-426.03   	 39.39   	 -45.78		  9.81   	 -25.43		
1075.74   	-339.66   	 39.21   	 -50.86		  9.70   	 -25.43		
1748.35   	 36.01   	 39.00   	 -45.78		  9.60   	 -20.35		
2500.00   	653.08   	 38.82   	 -45.78		  9.52   	 -20.35		
3078.61   	1275.33   	 38.64   	 -40.69		  9.44   	 -15.26		
3101.50   	1629.33(R)	 38.47   	 -45.78		  9.38(E)	 -15.26		
683.90   	1355.29   	 38.29   	 -45.78		  9.32   	 -10.17		
-1222.23   	1114.20   	 38.11   	 -40.69		  9.28   	 -10.17		
-2697.75   	986.94   	 37.94   	 -40.69		  9.24   	 -10.17		
-3164.67   	863.95   	 37.78   	 -40.69		  9.20   	 -10.17		
-2577.82   	578.31   	 37.62   	 -40.69		  9.16   	  -5.09		
-1418.46   	130.92   	 37.46   	 -35.61		  9.14   	  -5.09		
-339.66   	-277.71   	 37.31   	 -40.69		  9.11   	  -5.09		
229.80   	-442.50   	 37.15   	 -40.69		  9.09   	  -5.09		
266.42   	-346.98   	 36.99   	 -35.61		  9.07   	  -5.09		
 41.81   	-155.64   	 36.85   	 -40.69		  9.05   	   0.00		
-144.35   	-49.13   	 36.68   	 -40.69		  9.05   	   5.09		
-161.44   	-79.04   	 36.52   	 -35.61		  9.07   	   5.09		
-58.90   	-168.76   	 36.38   	 -35.61		  9.09   	  10.17		
 49.13   	-222.47   	 36.24   	 -35.61		  9.14   	  20.35		
 89.72   	-212.40   	 36.09   	 -30.52		  9.22   	  35.61		
 64.39   	-172.73   	 35.97   	 -35.61		  9.36   	  35.61		
 19.53   	-143.74   	 35.83   	 -25.43		  9.50   	  50.86		
 -2.75   	-136.41   	 35.73   	 -25.43		  9.70   	  61.04		
  5.49   	-141.91   	 35.63   	 -25.43		  9.95   	  76.30		
 25.33   	-148.01   	 35.52   	 -25.43		 10.25   	  91.56		
 36.32   	-148.93   	 35.42   	 -25.43		 10.62   	 106.82		
 33.87   	-143.43   	 35.32   	 -20.35		 11.05   	 116.99		
 25.33   	-134.89   	 35.24   	 -25.43		 11.52   	 132.25		
 18.31   	-128.78   	 35.14   	 -20.35		 12.04   	 152.59		
 14.34   	-126.65   	 35.06   	 -35.61		 12.66   	 198.37		
  9.46   	-126.95   	 34.91   	 -30.52		 13.45   	 208.54		
  4.58   	-126.04   	 34.79   	 -30.52		 14.28   	 213.63		
 -2.14   	-125.12   	 34.67   	 -30.52		 15.14   	 228.89		
-10.38   	-123.60   	 34.55   	 -30.52		 16.05   	 233.98		
-18.31   	-121.77   	 34.43   	 -20.35		 16.99   	 239.06		
-26.25   	-120.54   	 34.34   	 -20.35		 17.94   	 249.24		
-33.87   	-120.54   	 34.26   	 -10.17		 18.94   	 254.32		
-41.50   	-121.77   	 34.22   	   5.09		 19.96   	 254.32		
-49.13   	-122.07   	 34.24   	  20.35		 20.98   	 259.41		
-57.68   	-119.02   	 34.32   	  45.78		 22.01   	 264.50		
-66.83   	-113.22   	 34.51   	  71.21		 23.07   	 264.50		
-77.21   	-107.12   	 34.79   	  96.64		 24.13   	 264.50		
-88.50   	-103.76   	 35.18   	 127.16		 25.19   	 264.50		
-100.40   	-104.98   	 35.69   	 152.59		 26.25   	 259.41		
-112.92   	-109.56   	 36.30   	 172.94		 27.28   	 264.50		
-125.43   	-115.36   	 36.99   	 183.11		 28.34   	 259.41		
-137.33   	-118.41   	 37.72   	 193.29		 29.38   	 259.41		
-149.23   	-117.19   	 38.49   	 198.37		 30.42   	 249.24		
-160.83   	-112.30   	 39.29   	 203.46		 31.41   	 249.24		
-173.34   	-106.81   	 40.10   	 198.37		 32.41   	 244.15		
-187.38   	-103.45   	 40.90   	 198.37		 33.39   	 244.15		
-203.25   	-103.76   	 41.69   	 203.46		 34.36   	 228.89		
-220.34   	-106.81   	 42.50   	 193.29		 35.28   	 228.89		
-238.34   	-110.47   	 43.28   	 198.37		 36.20   	 218.72		
-257.26   	-112.61   	 44.07   	 223.80		 37.07   	 233.98		
-300.60   	-113.53   	 44.96   	 218.72		 38.01   	 218.72		
-326.84   	-115.05   	 45.84   	 218.72		 38.88   	 213.63		
-355.53   	-118.71   	 46.71   	 213.63		 39.74   	 198.37		
-386.05   	-124.82   	 47.57   	 218.72		 40.53   	 188.20		
-417.48   	-135.80   	 48.44   	 213.63		 41.28   	 178.03		
-449.22   	-153.20   	 49.30   	 208.54		 41.99   	 167.85		
-480.35   	-178.53   	 50.13   	 203.46		 42.67   	 157.68		
-509.64   	-211.18   	 50.95   	 198.37		 43.30   	 147.51		
-534.97   	-247.19   	 51.74   	 178.03		 43.89   	 132.25		
-555.11   	-281.37   	 52.45   	 162.77		 44.41   	 122.07		
-571.29   	-310.67   	 53.10   	 142.42		 44.90   	 116.99		
-583.80   	-332.64   	 53.67   	 116.99		 45.37   	  96.64		
-593.26   	-347.60   	 54.14   	 101.73		 45.76   	  91.56		
-599.67   	-356.14   	 54.55   	  76.30		 46.12   	  76.30		
-600.89   	-359.19   	 54.85   	  55.95		 46.43   	  66.12		
-594.79   	-358.28   	 55.08   	  35.61		 46.69   	  55.95		
-578.00   	-354.31   	 55.22   	  20.35		 46.92   	  35.61		
-547.49   	-347.60   	 55.30   	   5.09		 47.06   	  25.43		
-501.40   	-337.52   	 55.32(S)	  -5.09		 47.16   	  15.26		
-439.15   	-321.96   	 55.30   	 -15.26		 47.22(S)	  -5.09		
-364.07   	-300.90   	 55.24   	 -30.52		 47.20   	 -20.35		
-280.76   	-274.05   	 55.12   	 -35.61		 47.12   	 -35.61		
-196.84   	-243.84   	 54.97   	 -45.78		 46.98   	 -55.95		
-118.41   	-211.79   	 54.79   	 -61.04		 46.75   	 -76.30		
-50.05   	-179.44   	 54.55   	 -86.47		 46.45   	-127.16		
 47.91   	-117.80   	 54.20   	 -91.56		 45.94   	-147.51		
 78.43   	-91.55   	 53.83   	-111.90		 45.35   	-167.85		
 98.88   	-70.50   	 53.39   	-116.99		 44.68   	-193.29		
112.92   	-54.93   	 52.92   	-127.16		 43.91   	-208.54		
122.07   	-43.33   	 52.41   	-142.42		 43.07   	-228.89		
128.48   	-34.48   	 51.84   	-147.51		 42.16   	-244.15		
133.06   	-26.55   	 51.25   	-152.59		 41.18   	-264.50		
135.50   	-20.14   	 50.64   	-152.59		 40.12   	-279.75		
136.72   	-15.26   	 50.03   	-152.59		 39.00   	-295.01		
137.33   	-12.21   	 49.42   	-142.42		 37.82   	-305.19		
137.33   	-10.07   	 48.85   	-127.16		 36.60   	-315.36		
137.33   	 -7.63   	 48.34   	-122.07		 35.34   	-325.53		
136.72   	 -5.80   	 47.85   	-106.82		 34.04   	-325.53		
135.19   	 -4.58   	 47.43   	-101.73		 32.74   	-330.62		
133.36   	 -4.27   	 47.02   	 -96.64		 31.41   	-330.62		
131.84   	 -4.27   	 46.63   	 -91.56		 30.09   	-330.62		
130.62   	 -3.66   	 46.27   	 -86.47		 28.77   	-330.62		
129.70   	 -2.75   	 45.92   	 -91.56		 27.45   	-325.53		
128.17   	 -1.83   	 45.55   	 -86.47		 26.14   	-315.36		
126.04   	 -0.92   	 45.21   	 -91.56		 24.88   	-315.36		
124.21   	  0.61   	 44.84   	 -96.64		 23.62   	-310.27		
124.51   	  4.58   	 44.46   	 -86.47		 22.38   	-295.01		
129.70   	 13.43   	 44.11   	 -91.56		 21.20   	-284.84		
142.52   	 29.30   	 43.74   	 -86.47		 20.06   	-269.58		
165.71   	 55.85   	 43.40   	 -86.47		 18.98   	-279.75		
247.50   	158.39   	 43.05   	 -76.30		 17.86   	-254.32		
298.77   	234.38   	 42.75   	 -71.21		 16.85   	-239.06		
345.76   	314.33   	 42.46   	 -66.12		 15.89   	-223.80		
378.42   	380.55   	 42.20   	 -61.04		 14.99   	-203.46		
390.63   	415.34   	 41.95   	 -50.86		 14.18   	-193.29		
383.91   	411.07   	 41.75   	 -55.95		 13.41   	-167.85		
363.77   	373.84   	 41.53   	 -45.78		 12.74   	-157.68		
337.52   	317.38   	 41.34   	 -50.86		 12.11   	-142.42		
308.53   	257.57   	 41.14   	 -50.86		 11.54   	-122.07		
275.57   	200.20   	 40.94   	 -45.78		 11.05   	-116.99		
234.07   	142.52   	 40.75   	 -45.78		 10.58   	 -96.64		
182.80   	 80.87   	 40.57   	 -40.69		 10.19   	 -86.47		
128.78   	 18.62   	 40.41   	 -45.78		  9.85   	 -76.30		
 83.01   	-33.87   	 40.22   	 -35.61		  9.54   	 -66.12		
 54.32   	-65.92   	 40.08   	 -40.69		  9.28   	 -61.04		
 44.25   	-75.07   	 39.92   	 -30.52		  9.03   	 -45.78		
 45.17   	-69.89   	 39.80   	 -30.52		  8.85   	 -40.69		
 47.30   	-63.17   	 39.67   	 -30.52		  8.69   	 -30.52		
 43.95   	-63.48   	 39.55   	 -25.43		  8.57   	 -25.43		
 36.01   	-70.19   	 39.45   	 -30.52		  8.46   	 -15.26		
 28.08   	-77.82   	 39.33   	 -25.43		  8.40   	 -10.17		
 24.41   	-82.40   	 39.23   	 -20.35		  8.36(D)	   0.00		
 25.63   	-84.23   	 39.15   	 -25.43		  8.36   	   0.00		
 33.87   	-94.91   	 39.04   	 -20.35		  8.36   	   5.09		
 64.39   	-138.85   	 38.96   	 -20.35		  8.38   	  15.26		
338.75   	-361.33   	 38.88   	 -25.43		  8.44   	  20.35		
682.07   	-425.72   	 38.78   	 -20.35		  8.52   	  25.43		
1213.07   	-281.68   	 38.70   	 -15.26		  8.63   	  20.35		
1904.91   	163.27   	 38.64   	 -20.35		  8.71   	  30.52		
2635.50   	816.65   	 38.56   	 -20.35		  8.83   	  25.43		
3132.93   	1413.57   	 38.47   	 -20.35		  8.93   	  35.61		
3026.12   	1692.20(R)	 38.39   	 -25.43		  9.07   	  35.61		
423.58   	1301.88   	 38.29   	 -25.43		  9.22   	  35.61		
-1429.44   	1060.79   	 38.19   	 -20.35		  9.36   	  40.69		
-2751.77   	939.03   	 38.11   	 -25.43		  9.52   	  40.69		
-3041.69   	802.31   	 38.01   	 -25.43		  9.68   	  40.69		
-2345.58   	495.61   	 37.90   	 -20.35		  9.85   	  40.69		
-1187.13   	 53.41   	 37.82   	 -20.35		 10.01   	  40.69		
-194.70   	-314.03   	 37.74   	 -20.35		 10.17   	  45.78		
267.94   	-429.69   	 37.66   	 -20.35		 10.36   	  40.69		
236.51   	-311.58   	 37.58   	 -20.35		 10.52   	  40.69		
  2.44   	-131.53   	 37.50   	 -15.26		 10.68   	  45.78		
-155.94   	-48.83   	 37.44   	 -20.35		 10.86   	  40.69		
-144.65   	-89.72   	 37.35   	 -15.26		 11.03   	  50.86		
-32.96   	-171.81   	 37.29   	 -15.26		 11.23   	  55.95		
 66.22   	-212.10   	 37.23   	 -15.26		 11.45   	  66.12		
 93.08   	-196.23   	 37.17   	 -10.17		 11.72   	  71.21		
 61.04   	-159.30   	 37.13   	 -15.26		 12.00   	  86.47		
 19.23   	-134.28   	 37.07   	 -15.26		 12.35   	 101.73		
  4.27   	-129.09   	 37.01   	 -15.26		 12.76   	 111.90		
 18.31   	-134.89   	 36.95   	 -15.26		 13.20   	 122.07		
 38.76   	-141.30   	 36.89   	 -15.26		 13.69   	 137.33		
 47.30   	-141.91   	 36.83   	 -15.26		 14.24   	 157.68		
 41.50   	-135.19   	 36.76   	 -20.35		 14.87   	 172.94		
 30.21   	-126.65   	 36.68   	 -15.26		 15.56   	 183.11		
 22.28   	-121.46   	 36.62   	 -15.26		 16.30   	 203.46		
 19.53   	-121.46   	 36.56   	 -20.35		 17.11   	 249.24		
 20.14   	-120.85   	 36.48   	 -20.35		 18.11   	 264.50		
 17.40   	-115.66   	 36.40   	 -15.26		 19.17   	 269.58		
 12.21   	-110.17   	 36.34   	 -20.35		 20.24   	 279.75		
  5.80   	-106.20   	 36.26   	 -10.17		 21.36   	 284.84		
 -0.31   	-103.45   	 36.22   	 -10.17		 22.50   	 284.84		
 -6.10   	-101.01   	 36.17(D)	   0.00		 23.64   	 295.01		
-11.60   	-97.96   	 36.17   	  15.26		 24.82   	 300.10		
-18.01   	-94.60   	 36.24   	  40.69		 26.02   	 295.01		
-25.33   	-90.94   	 36.40   	  61.04		 27.20   	 305.19		
-33.26   	-88.20   	 36.64   	  86.47		 28.42   	 300.10		
-41.81   	-86.36   	 36.99   	 116.99		 29.62   	 305.19		
-50.35   	-84.84   	 37.46   	 147.51		 30.84   	 300.10		
-59.51   	-83.62   	 38.05   	 167.85		 32.04   	 300.10		
-69.27   	-82.09   	 38.72   	 188.20		 33.25   	 300.10		
-80.57   	-81.48   	 39.47   	 203.46		 34.45   	 295.01		
-92.77   	-81.48   	 40.28   	 208.54		 35.63   	 295.01		
-105.90   	-82.09   	 41.12   	 218.72		 36.81   	 289.93		
-119.02   	-82.70   	 41.99   	 218.72		 37.97   	 289.93		
-131.53   	-83.01   	 42.87   	 218.72		 39.12   	 284.84		
-143.74   	-82.70   	 43.74   	 213.63		 40.26   	 274.67		
-156.56   	-81.48   	 44.60   	 218.72		 41.36   	 274.67		
-170.90   	-79.65   	 45.47   	 208.54		 42.46   	 269.58		
-186.46   	-77.51   	 46.31   	 213.63		 43.54   	 259.41		
-203.55   	-75.07   	 47.16   	 213.63		 44.58   	 254.32		
-221.25   	-72.63   	 48.02   	 244.15		 45.59   	 269.58		
-260.31   	-69.58   	 48.99   	 244.15		 46.67   	 259.41		
-284.12   	-69.58   	 49.97   	 249.24		 47.71   	 244.15		
-311.58   	-70.50   	 50.97   	 249.24		 48.69   	 239.06		
-342.10   	-72.94   	 51.96   	 249.24		 49.64   	 218.72		
-374.76   	-79.35   	 52.96   	 244.15		 50.52   	 213.63		
-408.33   	-92.77   	 53.94   	 233.98		 51.37   	 203.46		
-441.59   	-115.05   	 54.87   	 223.80		 52.19   	 188.20		
-473.02   	-146.18   	 55.77   	 203.46		 52.94   	 172.94		
-501.40   	-183.11   	 56.58   	 178.03		 53.63   	 167.85		
-526.43   	-220.64   	 57.29   	 157.68		 54.30   	 152.59		
-547.49   	-254.52   	 57.92   	 137.33		 54.91   	 137.33		
-564.58   	-281.68   	 58.47   	 106.82		 55.46   	 132.25		
-578.00   	-300.90   	 58.90   	  81.38		 55.99   	 116.99		
-586.55   	-311.58   	 59.23   	  66.12		 56.46   	 101.73		
-588.68   	-315.25   	 59.49   	  40.69		 56.87   	  86.47		
-581.97   	-313.72   	 59.65   	  30.52		 57.21   	  76.30		
-563.35   	-309.14   	 59.78   	  10.17		 57.52   	  61.04		
-530.09   	-301.82   	 59.82(S)	  -5.09		 57.76   	  45.78		
-480.65   	-292.05   	 59.80   	 -10.17		 57.94   	  30.52		
-415.95   	-278.02   	 59.76   	 -30.52		 58.07   	  15.26		
-339.36   	-258.79   	 59.63   	 -35.61		 58.13(S)	  -5.09		
-256.65   	-234.07   	 59.49   	 -50.86		 58.11   	 -25.43		
-174.56   	-204.47   	 59.29   	 -61.04		 58.01   	 -40.69		
-98.88   	-172.12   	 59.04   	 -71.21		 57.84   	 -66.12		
-33.87   	-140.38   	 58.76   	-106.82		 57.58   	-122.07		
 59.81   	-88.81   	 58.33   	-111.90		 57.09   	-147.51		
 89.42   	-70.50   	 57.88   	-127.16		 56.50   	-162.77		
110.47   	-55.54   	 57.38   	-137.33		 55.85   	-193.29		
124.21   	-42.72   	 56.83   	-142.42		 55.08   	-213.63		
133.36   	-31.43   	 56.26   	-157.68		 54.22   	-239.06		
138.85   	-22.89   	 55.63   	-162.77		 53.27   	-259.41		
142.52   	-17.40   	 54.97   	-167.85		 52.23   	-274.67		
145.26   	-14.95   	 54.30   	-172.94		 51.13   	-300.10		
147.09   	-13.43   	 53.61   	-162.77		 49.93   	-310.27		
148.32   	-11.29   	 52.96   	-157.68		 48.69   	-330.62		
148.32   	 -7.93   	 52.33   	-152.59		 47.37   	-345.88		
148.01   	 -4.27   	 51.72   	-132.25		 45.98   	-350.97		
147.09   	 -1.53   	 51.19   	-127.16		 44.58   	-361.14		
146.18   	  0.00   	 50.68   	-111.90		 43.13   	-371.31		
144.96   	  0.61   	 50.23   	-111.90		 41.65   	-376.40		
143.43   	  1.22   	 49.79   	-101.73		 40.14   	-371.31		
141.91   	  2.44   	 49.38   	-101.73		 38.66   	-376.40		
140.69   	  3.97   	 48.97   	 -96.64		 37.15   	-376.40		
140.08   	  5.19   	 48.59   	-101.73		 35.65   	-371.31		
140.08   	  5.80   	 48.18   	-106.82		 34.16   	-361.14		
139.47   	  6.71   	 47.75   	-101.73		 32.72   	-356.05		
138.24   	  8.85   	 47.34   	-101.73		 31.29   	-340.79		
137.94   	 14.04   	 46.94   	-101.73		 29.93   	-335.71		
142.82   	 24.72   	 46.53   	 -96.64		 28.59   	-325.53		
157.78   	 44.86   	 46.14   	 -96.64		 27.28   	-335.71		
230.41   	130.92   	 45.76   	 -91.56		 25.94   	-320.45		
282.29   	198.97   	 45.39   	 -81.38		 24.66   	-305.19		
335.39   	276.49   	 45.07   	 -71.21		 23.44   	-279.75		
380.86   	350.34   	 44.78   	 -71.21		 22.32   	-269.58		
411.07   	404.66   	 44.50   	 -61.04		 21.24   	-249.24		
422.36   	426.94   	 44.25   	 -61.04		 20.24   	-228.89		
416.56   	414.73   	 44.01   	 -61.04		 19.33   	-218.72		
397.64   	374.76   	 43.76   	 -55.95		 18.45   	-198.37		
369.26   	319.21   	 43.54   	 -50.86		 17.66   	-183.11		
333.56   	259.09   	 43.34   	 -55.95		 16.93   	-167.85		
288.70   	197.45   	 43.11   	 -50.86		 16.26   	-152.59		
233.15   	131.53   	 42.91   	 -55.95		 15.65   	-142.42		
170.29   	 62.87   	 42.69   	 -50.86		 15.08   	-132.25		
111.39   	 -0.61   	 42.48   	 -50.86		 14.55   	-116.99		
 67.75   	-47.61   	 42.28   	 -50.86		 14.08   	-101.73		
 45.78   	-69.89   	 42.08   	 -45.78		 13.67   	 -96.64		
 41.81   	-70.80   	 41.89   	 -45.78		 13.29   	 -86.47		
 44.86   	-62.56   	 41.71   	 -40.69		 12.94   	 -76.30		
 44.86   	-57.98   	 41.55   	 -45.78		 12.63   	 -66.12		
 37.84   	-62.56   	 41.36   	 -35.61		 12.37   	 -55.95		
 28.08   	-72.63   	 41.22   	 -40.69		 12.15   	 -50.86		
 20.45   	-81.18   	 41.06   	 -35.61		 11.94   	 -45.78		
 18.62   	-84.84   	 40.92   	 -35.61		 11.76   	 -35.61		
 21.67   	-86.98   	 40.77   	 -35.61		 11.62   	 -30.52		
 34.18   	-104.37   	 40.63   	 -35.61		 11.50   	 -30.52		
185.85   	-276.18   	 40.49   	 -30.52		 11.37   	 -20.35		
415.95   	-396.73   	 40.37   	 -35.61		 11.29   	 -15.26		
823.06   	-409.55   	 40.22   	 -30.52		 11.23   	 -15.26		
1430.36   	-170.59   	 40.10   	 -30.52		 11.17   	  -5.09		
2180.18   	359.19   	 39.98   	 -35.61		 11.15   	 -10.17		
