SAMPLE NUMBER:   15
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  RFA     	  RFA'		
-188.29   	-101.32   	 83.78   	-106.82		 74.18   	 340.79		
-188.60   	-114.14   	 83.36   	-147.51		 75.54   	 335.71		
-189.21   	-125.73   	 82.77   	-193.29		 76.89   	 325.53		
-189.82   	-136.41   	 81.99   	-233.98		 78.19   	 325.53		
-190.73   	-144.04   	 81.06   	-279.75		 79.49   	 305.19		
-191.65   	-147.71   	 79.94   	-320.45		 80.71   	 300.10		
-193.48   	-147.40   	 78.66   	-361.14		 81.91   	 279.75		
-194.70   	-145.26   	 77.21   	-422.18		 83.03   	 264.50		
-195.01   	-144.04   	 75.52   	-503.56		 84.09   	 249.24		
-194.40   	-146.79   	 73.51   	-544.25		 85.09   	 228.89		
-193.48   	-152.59   	 71.33   	-528.99		 86.00   	 208.54		
-193.18   	-159.30   	 69.22   	-508.65		 86.84   	 188.20		
-193.48   	-163.88   	 67.18   	-503.56		 87.59   	 162.77		
-193.48   	-165.41   	 65.17   	-518.82		 88.24   	 142.42		
-192.87   	-164.18   	 63.09   	-651.07		 88.81   	 122.07		
-190.73   	-162.05   	 60.49   	-905.39		 89.30   	  86.47		
-188.60   	-160.52   	 56.87   	-1078.33		 89.64   	  61.04		
-187.07   	-160.52   	 52.55   	-1088.50		 89.89   	  25.43		
-186.77   	-162.05   	 48.20   	-1057.98		 89.99(S)	   0.00		
-187.68   	-163.88   	 43.97   	-986.77		 89.99   	 -20.35		
-188.60   	-165.41   	 40.02   	-874.87		 89.91   	 -40.69		
-188.60   	-165.71   	 36.52   	-762.97		 89.75   	 -66.12		
-186.77   	-165.10   	 33.47   	-661.24		 89.48   	 -86.47		
-183.72   	-164.79   	 30.82   	-539.16		 89.13   	-116.99		
-180.97   	-166.02   	 28.67   	-437.43		 88.67   	-137.33		
-180.66   	-169.68   	 26.92   	-381.48		 88.12   	-162.77		
-182.80   	-175.48   	 25.39   	-340.79		 87.47   	-178.03		
-186.77   	-182.19   	 24.03   	-315.36		 86.75   	-188.20		
-190.43   	-187.99   	 22.77   	-325.53		 86.00   	-203.46		
-192.57   	-190.73   	 21.46   	-366.22		 85.19   	-218.72		
-191.96   	-190.73   	 20.00   	-406.92		 84.31   	-228.89		
-189.82   	-187.99   	 18.37   	-447.61		 83.40   	-239.06		
-187.38   	-184.63   	 16.58   	-498.47		 82.44   	-254.32		
-186.46   	-183.11   	 14.59   	-534.08		 81.42   	-254.32		
-187.38   	-183.72   	 12.45   	-549.34		 80.41   	-254.32		
-190.12   	-185.55   	 10.25   	-569.68		 79.39   	-249.24		
-192.87   	-186.46   	  7.98   	-574.77		 78.39   	-244.15		
-193.48   	-183.72   	  5.68   	-564.60		 77.42   	-223.80		
-191.04   	-177.00   	  3.42   	-518.82		 76.52   	-203.46		
-185.55   	-166.93   	  1.34   	-437.43		 75.71   	-193.29		
-178.22   	-155.33   	 -0.41   	-330.62		 74.93   	-188.20		
-170.90   	-142.82   	 -1.73   	-198.37		 74.18   	-193.29		
-164.79   	-126.95   	 -2.52   	 -55.95		 73.41   	-203.46		
-159.61   	-104.37   	 -2.75(D)	  81.38		 72.59   	-203.46		
-155.33   	-73.24   	 -2.42   	 193.29		 71.78   	-208.54		
-151.37   	-36.62   	 -1.65   	 274.67		 70.95   	-188.20		
-147.09   	 -2.44   	 -0.55   	 315.36		 70.19   	-178.03		
-142.82   	 23.50   	  0.71   	 310.27		 69.48   	-167.85		
-138.85   	 39.06   	  1.95   	 254.32		 68.81   	-147.51		
-136.41   	 47.00   	  2.97   	 193.29		 68.22   	-147.51		
-135.80   	 50.35   	  3.74   	  91.56		 67.63   	-137.33		
-139.16   	 48.83   	  4.11   	  -5.09		 67.08   	-132.25		
-144.96   	 40.28   	  4.09   	-101.73		 66.55   	-132.25		
-151.06   	 25.94   	  3.68   	-162.77		 66.02   	-122.07		
-153.50   	  9.16   	  3.03   	-193.29		 65.53   	-116.99		
-151.67   	 -5.80   	  2.26   	-193.29		 65.07   	-116.99		
-148.01   	-19.23   	  1.49   	-178.03		 64.60   	-101.73		
-147.09   	-35.40   	  0.77   	-142.42		 64.19   	 -96.64		
-151.67   	-57.68   	  0.20   	 -91.56		 63.80   	 -76.30		
-160.22   	-83.31   	 -0.16   	 -20.35		 63.50   	 -71.21		
-168.46   	-108.03   	 -0.24   	  45.78		 63.21   	 -71.21		
-173.95   	-127.87   	 -0.06   	  91.56		 62.93   	 -55.95		
-178.22   	-145.26   	  0.31   	 127.16		 62.71   	 -66.12		
-183.41   	-163.88   	  0.81   	 162.77		 62.44   	 -71.21		
-190.73   	-186.46   	  1.46   	 178.03		 62.16   	 -40.69		
-198.06   	-209.35   	  2.18   	 178.03		 61.99   	 -50.86		
-203.55   	-227.05   	  2.89   	 172.94		 61.79   	 -30.52		
-206.30   	-236.21   	  3.58   	 157.68		 61.67   	 -20.35		
-207.21   	-237.73   	  4.21   	 116.99		 61.59   	 -30.52		
-208.13   	-235.90   	  4.68   	  35.61		 61.46   	 -20.35		
-209.05   	-234.38   	  4.82   	   0.00		 61.38   	 -15.26		
-209.96   	-234.38   	  4.82   	 -35.61		 61.32   	 -25.43		
-210.88   	-234.68   	  4.68   	 -81.38		 61.22   	 -10.17		
-211.18   	-233.76   	  4.35   	 -91.56		 61.18   	 -15.26		
-210.88   	-231.63   	  3.99   	-111.90		 61.12   	 -25.43		
-208.44   	-232.85   	  3.54   	-127.16		 61.02   	 -15.26		
-202.33   	-242.61   	  3.03   	-127.16		 60.96   	 -15.26		
-191.96   	-262.15   	  2.52   	-142.42		 60.89   	 -15.26		
-179.44   	-285.03   	  1.95   	-157.68		 60.83   	  -5.09		
-167.54   	-298.46   	  1.32   	-162.77		 60.81   	 -10.17		
-157.78   	-286.56   	  0.67   	-157.68		 60.77   	   5.09		
-146.48   	-235.90   	  0.04   	-157.68		 60.79   	  -5.09		
-126.95   	-139.77   	 -0.59   	-167.85		 60.77   	  -5.09		
-93.08   	  3.97   	 -1.26   	-162.77		 60.75   	  -5.09		
-46.69   	194.09   	 -1.91   	 -71.21		 60.73   	 -10.17		
 -3.36   	423.28   	 -2.20   	  50.86		 60.69   	   0.00		
 11.29   	661.93   	 -1.99   	 142.42		 60.69   	 -10.17		
-31.43   	861.51   	 -1.42   	 264.50		 60.65   	  -5.09		
-335.08   	1022.64   	 -0.37   	 269.58		 60.63   	 -20.35		
-552.37   	1027.53   	  0.71   	 244.15		 60.55   	 -15.26		
-750.73   	1071.47   	  1.69   	 193.29		 60.49   	 -10.17		
-885.01   	1187.74   	  2.46   	 132.25		 60.45   	  -5.09		
-937.50   	1329.96   	  2.99   	  86.47		 60.43   	  10.17		
-919.49   	1390.99(R)	  3.34   	  35.61		 60.47   	  10.17		
-855.41   	1264.04   	  3.48   	  -5.09		 60.51   	   0.00		
-763.24   	921.94   	  3.46   	 -50.86		 60.51   	  -5.09		
-648.80   	453.49   	  3.26   	 -71.21		 60.49   	 -10.17		
-516.66   	  8.54   	  2.97   	 -50.86		 60.45   	 -25.43		
-381.77   	-285.95   	  2.77(E)	  10.17		 60.35   	 -25.43		
-268.25   	-392.15   	  2.81   	  61.04		 60.24   	 -25.43		
-194.40   	-369.87   	  3.05   	  91.56		 60.14   	 -25.43		
-163.27   	-321.04   	  3.42   	 106.82		 60.04   	 -15.26		
-159.30   	-312.81   	  3.85   	 106.82		 59.98   	 -15.26		
-163.27   	-347.90   	  4.27   	 106.82		 59.92   	 -15.26		
-161.13   	-390.93   	  4.70   	 111.90		 59.86   	 -15.26		
-151.67   	-409.85   	  5.15   	 122.07		 59.80   	 -25.43		
-140.38   	-401.92   	  5.64   	 142.42		 59.69   	 -20.35		
-133.36   	-385.44   	  6.21   	 147.51		 59.61   	 -25.43		
-132.75   	-378.11   	  6.80   	 167.85		 59.51   	 -25.43		
-136.11   	-382.69   	  7.47   	 279.75		 59.41   	 -20.35		
-139.16   	-390.93   	  8.59   	 401.83		 59.33   	 -20.35		
-138.85   	-394.59   	 10.19   	 452.69		 59.25   	 -20.35		
-135.50   	-392.76   	 12.00   	 595.11		 59.17   	 -30.52		
-129.70   	-384.83   	 14.38   	 605.29		 59.04   	 -30.52		
-130.00   	-384.22   	 16.81   	 564.60		 58.92   	 -35.61		
-130.92   	-385.13   	 19.06   	 498.47		 58.78   	 -35.61		
-130.62   	-386.05   	 21.06   	 462.87		 58.64   	 -30.52		
-127.56   	-384.52   	 22.91   	 467.95		 58.51   	 -30.52		
-122.99   	-381.16   	 24.78   	 518.82		 58.39   	 -25.43		
-119.02   	-377.50   	 26.86   	 564.60		 58.29   	 -25.43		
-117.80   	-376.28   	 29.11   	 605.29		 58.19   	 -30.52		
-119.02   	-376.59   	 31.54   	 640.89		 58.07   	 -35.61		
-120.85   	-377.50   	 34.10   	 640.89		 57.92   	 -45.78		
-121.15   	-378.72   	 36.66   	 630.72		 57.74   	 -45.78		
-118.10   	-380.86   	 39.19   	 579.86		 57.56   	 -45.78		
-113.53   	-383.91   	 41.51   	 523.90		 57.38   	 -40.69		
-109.56   	-387.88   	 43.60   	 478.13		 57.21   	 -30.52		
-106.51   	-390.63   	 45.51   	 437.43		 57.09   	 -30.52		
-104.06   	-391.54   	 47.26   	 386.57		 56.97   	 -30.52		
-101.93   	-390.93   	 48.81   	 412.00		 56.85   	 -25.43		
-99.49   	-390.63   	 50.46   	 483.21		 56.74   	 -25.43		
-97.05   	-392.76   	 52.39   	 498.47		 56.64   	 -35.61		
-95.21   	-397.34   	 54.38   	 467.95		 56.50   	 -20.35		
-92.77   	-402.83   	 56.26   	 427.26		 56.42   	 -30.52		
-89.11   	-408.33   	 57.97   	 366.22		 56.30   	 -35.61		
-84.84   	-412.60   	 59.43   	 305.19		 56.15   	 -20.35		
-80.87   	-416.56   	 60.65   	 228.89		 56.07   	 -30.52		
-77.51   	-421.14   	 61.57   	 147.51		 55.95   	 -30.52		
-75.68   	-426.33   	 62.16   	 116.99		 55.83   	 -20.35		
-73.55   	-431.82   	 62.62   	 127.16		 55.75   	 -35.61		
-70.80   	-437.93   	 63.13   	 122.07		 55.61   	 -30.52		
-66.83   	-443.12   	 63.62   	 122.07		 55.48   	 -30.52		
-62.87   	-446.78   	 64.11   	 137.33		 55.36   	 -35.61		
-59.20   	-448.00   	 64.66   	 198.37		 55.22   	 -25.43		
-56.76   	-444.95   	 65.45   	 269.58		 55.12   	 -10.17		
-55.24   	-437.01   	 66.53   	 320.45		 55.08   	  -5.09		
-53.41   	-424.19   	 67.81   	 371.31		 55.06   	  -5.09		
-50.66   	-408.02   	 69.30   	 401.83		 55.04(D)	   5.09		
-46.69   	-390.32   	 70.91   	 432.35		 55.06   	  10.17		
-42.42   	-372.92   	 72.63   	 442.52		 55.10   	  15.26		
-39.06   	-355.83   	 74.40   	 432.35		 55.16   	  35.61		
-37.84   	-338.75   	 76.13   	 417.09		 55.30   	  61.04		
-40.28   	-320.13   	 77.80   	 396.74		 55.54   	 106.82		
-46.39   	-298.77   	 79.39   	 361.14		 55.97   	 172.94		
-54.32   	-274.05   	 80.83   	 315.36		 56.66   	 218.72		
-61.34   	-245.97   	 82.10   	 269.58		 57.54   	 244.15		
-66.83   	-214.54   	 83.17   	 239.06		 58.51   	 259.41		
-72.02   	-181.88   	 84.13   	 223.80		 59.55   	 259.41		
-78.43   	-149.54   	 85.03   	 203.46		 60.59   	 264.50		
-87.89   	-120.85   	 85.84   	 178.03		 61.65   	 269.58		
-99.18   	-98.27   	 86.55   	 167.85		 62.73   	 289.93		
-111.08   	-83.01   	 87.22   	 157.68		 63.89   	 315.36		
-122.07   	-74.46   	 87.85   	 147.51		 65.15   	 350.97		
-132.14   	-70.50   	 88.44   	 142.42		 66.55   	 371.31		
-140.08   	-69.89   	 89.01   	 132.25		 68.04   	 371.31		
-146.18   	-72.02   	 89.54   	 122.07		 69.52   	 356.05		
-150.15   	-77.21   	 90.03   	 116.99		 70.95   	 350.97		
-152.28   	-86.67   	 90.50   	  96.64		 72.35   	 330.62		
-153.81   	-99.79   	 90.88   	  71.21		 73.67   	 330.62		
-155.64   	-115.05   	 91.17   	  45.78		 74.99   	 340.79		
-157.78   	-130.92   	 91.35   	  20.35		 76.36   	 350.97		
-159.00   	-147.09   	 91.43(S)	   0.00		 77.76   	 361.14		
-159.30   	-162.35   	 91.43   	 -35.61		 79.21   	 361.14		
-159.00   	-176.09   	 91.29   	 -66.12		 80.65   	 356.05		
-158.39   	-187.07   	 91.03   	 -91.56		 82.07   	 350.97		
-158.08   	-195.01   	 90.66   	-127.16		 83.48   	 345.88		
-157.78   	-201.11   	 90.15   	-172.94		 84.86   	 325.53		
-157.17   	-207.21   	 89.46   	-208.54		 86.16   	 315.36		
-155.94   	-215.15   	 88.63   	-239.06		 87.43   	 289.93		
-154.42   	-224.91   	 87.67   	-295.01		 88.59   	 274.67		
-152.59   	-234.68   	 86.49   	-356.05		 89.68   	 259.41		
-150.76   	-242.61   	 85.07   	-406.92		 90.72   	 239.06		
-148.93   	-247.80   	 83.44   	-457.78		 91.68   	 218.72		
-147.09   	-251.16   	 81.61   	-442.52		 92.55   	 198.37		
-145.87   	-253.30   	 79.84   	-391.66		 93.35   	 167.85		
-146.18   	-255.74   	 78.27   	-376.40		 94.02   	 132.25		
-147.40   	-258.79   	 76.76   	-493.39		 94.55   	 111.90		
-148.93   	-262.45   	 74.79   	-691.76		 94.99   	  76.30		
-148.62   	-266.11   	 72.02   	-935.91		 95.30   	  50.86		
-145.87   	-268.55   	 68.28   	-1169.88		 95.50   	  30.52		
-142.21   	-270.69   	 63.60   	-1251.27		 95.63(S)	   0.00		
-139.16   	-272.83   	 58.60   	-1159.71		 95.63   	 -25.43		
-139.16   	-275.27   	 53.96   	-1027.46		 95.52   	 -50.86		
-141.60   	-278.02   	 49.85   	-925.73		 95.32   	 -81.38		
-144.35   	-281.37   	 46.14   	-793.49		 94.99   	-111.90		
-145.26   	-283.81   	 42.97   	-584.94		 94.55   	-142.42		
-143.13   	-285.34   	 40.63   	-412.00		 93.98   	-162.77		
-139.47   	-284.73   	 38.98   	-371.31		 93.33   	-178.03		
-135.50   	-281.98   	 37.50   	-361.14		 92.61   	-198.37		
-131.84   	-278.02   	 36.05   	-335.71		 91.82   	-208.54		
-128.48   	-274.66   	 34.71   	-366.22		 90.99   	-223.80		
-124.82   	-272.83   	 33.25   	-447.61		 90.09   	-244.15		
-122.07   	-273.44   	 31.45   	-539.16		 89.11   	-259.41		
-120.85   	-275.88   	 29.30   	-579.86		 88.08   	-274.67		
-121.15   	-279.24   	 26.98   	-615.46		 86.98   	-274.67		
-122.07   	-281.98   	 24.52   	-651.07		 85.88   	-269.58		
-122.68   	-283.51   	 21.91   	-640.89		 84.80   	-259.41		
-121.46   	-283.81   	 19.35   	-574.77		 83.76   	-244.15		
-118.71   	-283.20   	 17.05   	-513.73		 82.79   	-249.24		
-115.66   	-281.98   	 14.99   	-447.61		 81.79   	-249.24		
-113.22   	-279.54   	 13.20   	-396.74		 80.79   	-254.32		
-112.61   	-276.49   	 11.62   	-335.71		 79.78   	-249.24		
-112.92   	-273.13   	 10.27   	-284.84		 78.78   	-233.98		
-112.92   	-269.78   	  9.14   	-249.24		 77.84   	-223.80		
-111.08   	-265.50   	  8.14   	-223.80		 76.95   	-203.46		
-107.12   	-259.09   	  7.24   	-213.63		 76.13   	-193.29		
-101.32   	-248.72   	  6.39   	-213.63		 75.36   	-188.20		
-94.60   	-231.93   	  5.53   	-198.37		 74.61   	-188.20		
-87.28   	-205.99   	  4.74   	-193.29		 73.86   	-188.20		
-79.04   	-169.37   	  3.97   	-193.29		 73.10   	-178.03		
-70.19   	-125.12   	  3.19   	-167.85		 72.39   	-172.94		
-62.56   	-81.18   	  2.52   	-132.25		 71.70   	-162.77		
-56.46   	-47.00   	  1.99   	 -91.56		 71.05   	-147.51		
-51.27   	-27.77   	  1.63   	 -50.86		 70.46   	-142.42		
-46.69   	-21.97   	  1.42   	 -10.17		 69.89   	-127.16		
-43.03   	-23.80   	  1.38   	  45.78		 69.38   	-122.07		
-42.11   	-29.30   	  1.57   	  86.47		 68.89   	-122.07		
-45.47   	-38.76   	  1.91   	 106.82		 68.40   	-111.90		
-51.57   	-53.71   	  2.34   	 111.90		 67.95   	-111.90		
-57.68   	-72.63   	  2.79   	 106.82		 67.51   	-101.73		
-60.12   	-91.55   	  3.21   	  91.56		 67.10   	 -96.64		
-57.98   	-109.56   	  3.58   	  61.04		 66.71   	 -86.47		
-54.63   	-129.70   	  3.83   	  45.78		 66.37   	 -76.30		
-53.71   	-154.42   	  4.01   	  25.43		 66.06   	 -66.12		
-57.68   	-183.11   	  4.11   	  10.17		 65.80   	 -61.04		
-65.31   	-210.57   	  4.15   	 -10.17		 65.55   	 -55.95		
-73.55   	-232.85   	  4.11   	 -25.43		 65.33   	 -55.95		
-81.48   	-250.55   	  4.01   	   0.00		 65.11   	 -61.04		
-89.42   	-267.64   	  4.01   	  25.43		 64.86   	 -55.95		
-97.96   	-286.87   	  4.11   	  66.12		 64.64   	 -50.86		
-106.20   	-305.48   	  4.37   	 116.99		 64.44   	 -45.78		
-113.22   	-319.52   	  4.84   	 167.85		 64.25   	 -40.69		
-117.80   	-326.23   	  5.51   	 213.63		 64.09   	 -40.69		
-120.24   	-326.84   	  6.37   	 239.06		 63.93   	 -35.61		
-121.77   	-324.40   	  7.32   	 233.98		 63.78   	 -35.61		
-122.38   	-321.66   	  8.26   	 198.37		 63.64   	 -30.52		
-121.77   	-319.21   	  9.05   	 132.25		 63.52   	 -35.61		
-120.85   	-317.99   	  9.58   	  45.78		 63.38   	 -30.52		
-119.63   	-317.38   	  9.77   	 -55.95		 63.26   	 -30.52		
-119.32   	-317.38   	  9.54   	-147.51		 63.13   	 -30.52		
-119.02   	-317.99   	  8.95   	-218.72		 63.01   	 -20.35		
-116.88   	-320.74   	  8.08   	-289.93		 62.93   	 -25.43		
-110.47   	-329.28   	  6.92   	-406.92		 62.83   	 -20.35		
-99.49   	-344.24   	  5.29   	-508.65		 62.75   	 -20.35		
-84.53   	-361.33   	  3.26   	-488.30		 62.67   	 -15.26		
-67.75   	-369.87   	  1.30   	-422.18		 62.60   	 -15.26		
-50.96   	-354.00   	 -0.39   	-350.97		 62.54   	 -15.26		
-31.74   	-297.85   	 -1.79   	-249.24		 62.48   	 -20.35		
 -5.80   	-192.26   	 -2.79   	-106.82		 62.40   	 -15.26		
 30.82   	-33.87   	 -3.21(D)	  25.43		 62.34   	 -15.26		
 74.46   	175.17   	 -3.11(E)	 111.90		 62.28   	 -20.35		
109.25   	418.09   	 -2.67   	 178.03		 62.20   	 -15.26		
106.51   	654.60   	 -1.95   	 208.54		 62.14   	 -20.35		
 34.48   	838.62   	 -1.12   	 203.46		 62.05   	 -25.43		
-345.76   	972.60   	 -0.31   	 172.94		 61.95   	 -25.43		
-585.02   	988.46   	  0.39   	 137.33		 61.85   	 -25.43		
-778.20   	1047.06   	  0.94   	 106.82		 61.75   	 -25.43		
-881.65   	1150.21   	  1.36   	  71.21		 61.65   	 -15.26		
-890.81   	1232.30(R)	  1.65   	  50.86		 61.59   	 -20.35		
-831.91   	1191.71   	  1.85   	  15.26		 61.51   	 -15.26		
-736.39   	958.56   	  1.91   	 -15.26		 61.44   	 -25.43		
-621.64   	559.39   	  1.85   	 -35.61		 61.34   	 -25.43		
-491.64   	112.00   	  1.71   	 -50.86		 61.24   	 -35.61		
-352.48   	-244.14   	  1.51   	 -55.95		 61.10   	 -30.52		
-220.34   	-425.42   	  1.28   	 -50.86		 60.98   	 -35.61		
-118.41   	-445.56   	  1.08   	 -30.52		 60.83   	 -35.61		
-59.51   	-392.46   	  0.96   	   5.09		 60.69   	 -35.61		
-40.28   	-356.45   	  0.98   	  45.78		 60.55   	 -35.61		
-41.81   	-371.09   	  1.16   	  76.30		 60.41   	 -30.52		
-46.08   	-414.12   	  1.46   	 127.16		 60.28   	 -35.61		
-43.33   	-445.56   	  1.97   	 178.03		 60.14   	 -30.52		
-34.48   	-446.47   	  2.69   	 218.72		 60.02   	 -30.52		
-25.02   	-427.86   	  3.56   	 239.06		 59.90   	 -25.43		
-18.92   	-411.99   	  4.52   	 218.72		 59.80   	 -30.52		
-17.40   	-410.46   	  5.39   	 239.06		 59.67   	 -30.52		
-18.01   	-419.31   	  6.35   	 315.36		 59.55   	 -30.52		
-18.92   	-429.38   	  7.61   	 401.83		 59.43   	 -35.61		
-18.92   	-434.27   	  9.22   	 478.13		 59.29   	 -30.52		
-17.40   	-434.57   	 11.13   	 564.60		 59.17   	 -35.61		
-12.51   	-429.99   	 13.39   	 503.56		 59.02   	 -25.43		
-11.29   	-428.16   	 15.40   	 452.69		 58.92   	 -30.52		
-10.99   	-427.86   	 17.21   	 447.61		 58.80   	 -30.52		
-11.29   	-427.86   	 19.00   	 493.39		 58.68   	 -35.61		
-10.99   	-427.25   	 20.98   	 574.77		 58.53   	 -45.78		
 -9.46   	-425.72   	 23.28   	 635.81		 58.35   	 -40.69		
 -7.32   	-423.58   	 25.82   	 691.76		 58.19   	 -45.78		
 -4.58   	-422.06   	 28.59   	 737.54		 58.01   	 -55.95		
 -2.14   	-419.92   	 31.54   	 752.79		 57.78   	 -50.86		
  0.61   	-417.18   	 34.55   	 737.54		 57.58   	 -55.95		
  3.36   	-414.73   	 37.50   	 686.67		 57.35   	 -45.78		
  5.80   	-413.51   	 40.24   	 610.37		 57.17   	 -35.61		
  8.54   	-414.73   	 42.69   	 513.73		 57.03   	 -35.61		
 11.29   	-418.40   	 44.74   	 412.00		 56.89   	 -35.61		
 14.34   	-423.28   	 46.39   	 335.71		 56.74   	 -40.69		
 17.70   	-427.25   	 47.73   	 264.50		 56.58   	 -50.86		
 21.06   	-428.77   	 48.79   	 208.54		 56.38   	 -55.95		
 24.72   	-428.16   	 49.62   	 167.85		 56.15   	 -55.95		
 28.38   	-426.33   	 50.29   	 137.33		 55.93   	 -45.78		
 32.35   	-424.50   	 50.84   	 152.59		 55.75   	 -30.52		
 36.01   	-424.80   	 51.45   	 254.32		 55.63   	 -20.35		
 38.45   	-426.94   	 52.47   	 381.48		 55.54   	 -15.26		
 40.59   	-429.99   	 54.00   	 457.78		 55.48   	 -10.17		
 43.33   	-434.27   	 55.83   	 488.30		 55.44   	 -20.35		
 47.00   	-438.84   	 57.78   	 488.30		 55.36   	 -25.43		
 51.57   	-442.81   	 59.74   	 452.69		 55.26   	 -30.52		
 57.07   	-445.86   	 61.55   	 386.57		 55.14   	 -45.78		
 62.26   	-446.47   	 63.09   	 300.10		 54.95   	 -50.86		
 67.75   	-444.64   	 64.29   	 239.06		 54.75   	 -45.78		
 72.33   	-440.37   	 65.25   	 183.11		 54.57   	 -35.61		
 75.99   	-434.88   	 65.98   	 132.25		 54.43   	 -20.35		
 77.82   	-429.08   	 66.51   	  86.47		 54.34   	  -5.09		
 78.43   	-423.28   	 66.86   	  81.38		 54.32(D)	   5.09		
 78.13   	-416.56   	 67.18   	 111.90		 54.34   	   5.09		
 77.51   	-408.02   	 67.63   	 157.68		 54.36   	   5.09		
 76.90   	-397.03   	 68.26   	 213.63		 54.38   	  10.17		
 75.99   	-383.30   	 69.11   	 264.50		 54.43   	  20.35		
 74.77   	-367.13   	 70.17   	 300.10		 54.51   	  40.69		
 72.94   	-348.82   	 71.37   	 345.88		 54.67   	  81.38		
 70.50   	-327.45   	 72.76   	 366.22		 54.99   	 137.33		
 66.83   	-302.73   	 74.22   	 366.22		 55.54   	 188.20		
 62.56   	-274.96   	 75.69   	 356.05		 56.30   	 239.06		
 57.37   	-245.36   	 77.11   	 361.14		 57.25   	 264.50		
 50.66   	-216.98   	 78.56   	 350.97		 58.31   	 279.75		
 42.11   	-191.96   	 79.96   	 320.45		 59.43   	 279.75		
 32.04   	-170.29   	 81.24   	 295.01		 60.55   	 274.67		
 21.36   	-150.76   	 82.42   	 259.41		 61.65   	 279.75		
 11.29   	-131.84   	 83.46   	 223.80		 62.77   	 284.84		
  3.36   	-115.36   	 84.35   	 193.29		 63.91   	 295.01		
 -3.66   	-103.45   	 85.13   	 167.85		 65.09   	 310.27		
-10.68   	-99.18   	 85.80   	 147.51		 66.33   	 325.53		
-18.62   	-102.84   	 86.39   	 127.16		 67.63   	 335.71		
-26.86   	-112.92   	 86.90   	 111.90		 68.97   	 345.88		
-33.26   	-126.04   	 87.34   	  81.38		 70.36   	 350.97		
-37.23   	-140.08   	 87.67   	  61.04		 71.76   	 350.97		
-38.76   	-154.11   	 87.91   	  40.69		 73.16   	 356.05		
-39.67   	-167.54   	 88.08   	  10.17		 74.59   	 356.05		
-41.20   	-180.36   	 88.12(S)	 -10.17		 76.01   	 366.22		
-43.33   	-193.18   	 88.08   	 -35.61		 77.48   	 371.31		
-45.47   	-205.69   	 87.93   	 -55.95		 78.96   	 371.31		
-46.69   	-217.29   	 87.71   	 -81.38		 80.45   	 371.31		
-47.00   	-227.36   	 87.39   	-122.07		 81.93   	 356.05		
-46.39   	-233.46   	 86.90   	-188.20		 83.36   	 345.88		
-45.47   	-234.68   	 86.14   	-249.24		 84.74   	 325.53		
-44.25   	-232.54   	 85.15   	-300.10		 86.04   	 305.19		
-42.42   	-228.58   	 83.95   	-350.97		 87.26   	 289.93		
-40.89   	-225.52   	 82.54   	-386.57		 88.42   	 274.67		
-39.98   	-225.52   	 81.00   	-422.18		 89.52   	 249.24		
-39.98   	-228.58   	 79.31   	-442.52		 90.52   	 228.89		
-40.59   	-232.54   	 77.54   	-401.83		 91.43   	 198.37		
-40.28   	-234.99   	 75.93   	-396.74		 92.23   	 183.11		
-38.76   	-234.38   	 74.34   	-539.16		 92.96   	 162.77		
-36.93   	-230.71   	 72.19   	-783.31		 93.61   	 132.25		
-36.01   	-226.14   	 69.05   	-930.82		 94.14   	 106.82		
-36.01   	-222.78   	 65.33   	-996.94		 94.57   	  76.30		
-36.01   	-221.86   	 61.34   	-1088.50		 94.87   	  55.95		
-34.48   	-222.47   	 56.99   	-1098.67		 95.10   	  20.35		
-30.82   	-223.39   	 52.59   	-1047.81		 95.18(S)	 -15.26		
-26.86   	-223.39   	 48.40   	-940.99		 95.12   	 -40.69		
-23.80   	-223.08   	 44.64   	-808.75		 94.95   	 -66.12		
-23.50   	-224.30   	 41.40   	-691.76		 94.69   	-111.90		
-25.02   	-227.36   	 38.64   	-615.46		 94.24   	-122.07		
-26.86   	-230.71   	 36.17   	-564.60		 93.75   	-147.51		
-26.55   	-232.85   	 33.92   	-513.73		 93.16   	-162.77		
-24.11   	-232.54   	 31.86   	-432.35		 92.51   	-167.85		
-20.14   	-231.02   	 30.13   	-391.66		 91.84   	-188.20		
-16.48   	-230.71   	 28.57   	-396.74		 91.09   	-213.63		
-14.95   	-233.46   	 26.98   	-406.92		 90.23   	-233.98		
-15.87   	-238.34   	 25.35   	-432.35		 89.30   	-249.24		
-18.62   	-243.53   	 23.62   	-473.04		 88.30   	-264.50		
-20.75   	-246.58   	 21.73   	-503.56		 87.24   	-264.50		
-21.97   	-247.80   	 19.72   	-523.90		 86.18   	-264.50		
-21.97   	-248.11   	 17.62   	-534.08		 85.13   	-264.50		
-21.97   	-248.72   	 15.48   	-513.73		 84.07   	-259.41		
-22.89   	-249.33   	 13.43   	-483.21		 83.03   	-259.41		
-24.41   	-250.85   	 11.50   	-437.43		 81.99   	-254.32		
-26.25   	-252.99   	  9.75   	-376.40		 80.98   	-244.15		
-28.08   	-256.35   	  8.24   	-310.27		 80.00   	-233.98		
