SAMPLE NUMBER:   15
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  RFA     	  RFA'		
-29.60   	-260.62   	  7.00   	-244.15		 79.06   	-228.89		
-31.13   	-263.98   	  6.02   	-198.37		 78.15   	-223.80		
-31.43   	-262.45   	  5.23   	-157.68		 77.25   	-213.63		
-30.21   	-254.21   	  4.60   	-127.16		 76.40   	-208.54		
-26.86   	-240.17   	  4.09   	-101.73		 75.56   	-193.29		
-21.06   	-223.69   	  3.68   	 -96.64		 74.79   	-188.20		
-13.43   	-206.91   	  3.30   	 -71.21		 74.04   	-178.03		
 -4.58   	-187.68   	  3.01   	 -45.78		 73.33   	-167.85		
  4.88   	-161.74   	  2.83   	 -15.26		 72.65   	-167.85		
 13.73   	-125.73   	  2.77   	   5.09		 71.98   	-157.68		
 20.75   	-83.62   	  2.79   	  25.43		 71.35   	-147.51		
 26.25   	-44.25   	  2.89   	  35.61		 70.76   	-147.51		
 30.21   	-16.48   	  3.03   	  40.69		 70.17   	-137.33		
 33.87   	 -2.14   	  3.19   	  35.61		 69.62   	-132.25		
 36.62   	  1.53   	  3.34   	  15.26		 69.09   	-122.07		
 36.93   	 -1.83   	  3.40   	 -10.17		 68.61   	-116.99		
 32.35   	-11.90   	  3.36   	 -30.52		 68.14   	-106.82		
 24.11   	-28.99   	  3.23   	 -50.86		 67.71   	-106.82		
 15.26   	-50.66   	  3.03   	 -71.21		 67.28   	-101.73		
 10.38   	-72.33   	  2.75   	 -86.47		 66.88   	 -96.64		
 10.38   	-91.25   	  2.40   	-111.90		 66.49   	 -91.56		
 11.90   	-109.86   	  1.95   	-106.82		 66.12   	 -91.56		
 10.68   	-132.45   	  1.53   	 -76.30		 65.76   	 -81.38		
  3.66   	-159.91   	  1.22   	 -40.69		 65.43   	 -76.30		
 -7.32   	-186.16   	  1.06   	 -10.17		 65.13   	 -71.21		
-17.70   	-207.21   	  1.02   	  45.78		 64.84   	 -61.04		
-25.63   	-224.30   	  1.20   	  86.47		 64.60   	 -66.12		
-32.96   	-242.31   	  1.55   	 137.33		 64.33   	 -61.04		
-42.42   	-264.89   	  2.10   	 193.29		 64.09   	 -50.86		
-54.63   	-289.00   	  2.87   	 233.98		 63.89   	 -50.86		
-67.75   	-306.70   	  3.80   	 279.75		 63.68   	 -45.78		
-76.90   	-314.03   	  4.92   	 305.19		 63.50   	 -45.78		
-81.18   	-313.72   	  6.14   	 320.45		 63.32   	 -40.69		
-81.79   	-312.81   	  7.43   	 305.19		 63.15   	 -40.69		
-81.48   	-315.55   	  8.65   	 249.24		 62.99   	 -40.69		
-83.01   	-322.88   	  9.64   	 137.33		 62.83   	 -45.78		
-86.98   	-330.81   	 10.19   	 -76.30		 62.64   	 -35.61		
-91.25   	-336.61   	  9.89   	-289.93		 62.50   	 -35.61		
-95.21   	-339.36   	  8.73   	-381.48		 62.36   	 -30.52		
-97.35   	-341.19   	  7.20   	-422.18		 62.24   	 -25.43		
-97.05   	-345.15   	  5.51   	-462.87		 62.14   	 -30.52		
-93.38   	-355.83   	  3.66   	-452.69		 62.01   	 -25.43		
-86.67   	-375.37   	  1.85   	-386.57		 61.91   	 -25.43		
-77.21   	-400.39   	  0.31   	-295.01		 61.81   	 -30.52		
-65.92   	-420.84   	 -0.87   	-198.37		 61.69   	 -20.35		
-54.93   	-420.84   	 -1.67   	 -96.64		 61.61   	 -25.43		
-43.03   	-383.30   	 -2.05   	 -20.35		 61.51   	 -15.26		
-25.63   	-296.02   	 -2.14(E)	  40.69		 61.44   	 -15.26		
  2.75   	-155.33   	 -1.97   	  76.30		 61.38   	 -20.35		
 42.72   	 38.15   	 -1.67   	  91.56		 61.30   	 -20.35		
 82.70   	272.83   	 -1.30   	  96.64		 61.22   	 -20.35		
 95.52   	515.14   	 -0.92   	 101.73		 61.14   	 -25.43		
 46.08   	716.86   	 -0.51   	 101.73		 61.04   	 -20.35		
-90.33   	841.06   	 -0.10   	 111.90		 60.96   	 -20.35		
-556.03   	888.98   	  0.35   	 106.82		 60.87   	 -20.35		
-776.06   	924.99   	  0.77   	 101.73		 60.79   	 -20.35		
-913.70   	1015.32   	  1.18   	  96.64		 60.71   	 -20.35		
-953.06   	1110.53   	  1.57   	  91.56		 60.63   	 -25.43		
-915.53   	1111.15(R)	  1.93   	  81.38		 60.53   	 -25.43		
-833.74   	925.60   	  2.26   	  76.30		 60.43   	 -25.43		
-729.06   	551.15   	  2.56   	  50.86		 60.33   	 -25.43		
-605.16   	 90.64   	  2.77   	  35.61		 60.22   	 -20.35		
-466.00   	-308.84   	  2.91   	   5.09		 60.14   	 -25.43		
-326.54   	-539.86   	  2.93   	 -20.35		 60.04   	 -20.35		
-211.79   	-591.13   	  2.85   	 -45.78		 59.96   	 -25.43		
-140.69   	-541.69   	  2.67   	 -50.86		 59.86   	 -30.52		
-113.83   	-493.16   	  2.46   	 -40.69		 59.74   	 -25.43		
-114.75   	-497.74   	  2.30   	 -15.26		 59.63   	 -25.43		
-122.38   	-542.60   	  2.24   	  30.52		 59.53   	 -25.43		
-123.90   	-585.33   	  2.36   	  91.56		 59.43   	 -30.52		
-119.02   	-597.23   	  2.73   	 142.42		 59.31   	 -25.43		
-112.92   	-582.58   	  3.30   	 152.59		 59.21   	 -25.43		
-109.86   	-563.96   	  3.91   	 132.25		 59.10   	 -30.52		
-111.39   	-557.56   	  4.44   	 122.07		 58.98   	 -25.43		
-115.36   	-563.05   	  4.92   	 223.80		 58.88   	 -30.52		
-118.41   	-570.37   	  5.82   	 391.66		 58.76   	 -25.43		
-120.24   	-573.43   	  7.39   	 528.99		 58.66   	 -30.52		
-120.85   	-572.81   	  9.50   	 620.55		 58.53   	 -30.52		
-121.46   	-571.29   	 11.98   	 645.98		 58.41   	 -35.61		
-122.99   	-571.29   	 14.57   	 569.68		 58.27   	 -35.61		
-123.90   	-571.90   	 16.85   	 508.65		 58.13   	 -35.61		
-125.12   	-571.90   	 18.88   	 478.13		 57.99   	 -40.69		
-127.56   	-572.51   	 20.79   	 457.78		 57.82   	 -40.69		
-130.92   	-574.34   	 22.62   	 478.13		 57.66   	 -40.69		
-134.58   	-578.00   	 24.54   	 544.25		 57.50   	 -35.61		
-137.02   	-581.97   	 26.71   	 625.63		 57.35   	 -35.61		
-137.94   	-585.02   	 29.22   	 696.84		 57.21   	 -40.69		
-137.63   	-586.24   	 32.00   	 722.28		 57.05   	 -35.61		
-137.33   	-586.85   	 34.89   	 722.28		 56.91   	 -35.61		
-137.33   	-587.77   	 37.78   	 676.50		 56.76   	 -35.61		
-137.63   	-590.21   	 40.49   	 605.29		 56.62   	 -35.61		
-138.24   	-594.48   	 42.91   	 503.56		 56.48   	 -45.78		
-137.94   	-599.06   	 44.92   	 406.92		 56.30   	 -40.69		
-137.63   	-603.03   	 46.55   	 315.36		 56.13   	 -45.78		
-137.33   	-605.16   	 47.81   	 244.15		 55.95   	 -40.69		
-138.24   	-606.38   	 48.79   	 203.46		 55.79   	 -40.69		
-139.77   	-608.22   	 49.60   	 233.98		 55.63   	 -40.69		
-140.99   	-611.57   	 50.54   	 305.19		 55.46   	 -35.61		
-141.30   	-616.76   	 51.76   	 345.88		 55.32   	 -35.61		
-140.69   	-623.78   	 53.14   	 350.97		 55.18   	 -35.61		
-139.16   	-630.80   	 54.55   	 325.53		 55.04   	 -35.61		
-137.63   	-637.51   	 55.85   	 305.19		 54.89   	 -30.52		
-135.50   	-643.62   	 57.07   	 300.10		 54.77   	 -30.52		
-132.75   	-648.80   	 58.27   	 279.75		 54.65   	 -15.26		
-130.92   	-653.08   	 59.39   	 274.67		 54.59   	 -20.35		
-130.31   	-656.13   	 60.49   	 264.50		 54.51   	 -20.35		
-130.62   	-656.43   	 61.55   	 254.32		 54.43   	 -20.35		
-131.53   	-654.91   	 62.56   	 223.80		 54.34   	 -30.52		
-131.84   	-651.86   	 63.46   	 162.77		 54.22   	 -35.61		
-131.84   	-647.89   	 64.11   	 101.73		 54.08   	 -35.61		
-131.23   	-643.01   	 64.52   	  81.38		 53.94   	 -30.52		
-130.92   	-636.60   	 64.84   	 111.90		 53.81   	 -20.35		
-130.92   	-628.97   	 65.29   	 162.77		 53.73   	 -15.26		
-131.84   	-620.73   	 65.94   	 208.54		 53.67   	  -5.09		
-134.28   	-611.57   	 66.77   	 259.41		 53.65(D)	  15.26		
-138.55   	-600.59   	 67.81   	 305.19		 53.71   	  25.43		
-143.74   	-586.24   	 69.03   	 335.71		 53.81   	  45.78		
-149.23   	-567.93   	 70.38   	 340.79		 54.00   	  81.38		
-155.03   	-546.26   	 71.74   	 366.22		 54.32   	 122.07		
-161.74   	-523.07   	 73.20   	 391.66		 54.81   	 162.77		
-170.90   	-500.18   	 74.77   	 391.66		 55.46   	 203.46		
-182.50   	-477.29   	 76.34   	 361.14		 56.28   	 228.89		
-195.62   	-454.10   	 77.78   	 340.79		 57.19   	 249.24		
-209.05   	-430.91   	 79.15   	 310.27		 58.19   	 254.32		
-222.78   	-409.55   	 80.39   	 264.50		 59.21   	 259.41		
-236.51   	-391.85   	 81.44   	 223.80		 60.24   	 264.50		
-250.24   	-378.42   	 82.34   	 167.85		 61.30   	 269.58		
-263.37   	-368.96   	 83.01   	 132.25		 62.38   	 279.75		
-274.35   	-362.85   	 83.54   	 106.82		 63.50   	 284.84		
-282.90   	-361.63   	 83.97   	  91.56		 64.64   	 305.19		
-290.53   	-367.74   	 84.33   	  81.38		 65.86   	 310.27		
-297.85   	-381.77   	 84.66   	  61.04		 67.10   	 325.53		
-305.48   	-401.61   	 84.90   	  35.61		 68.40   	 325.53		
-311.89   	-423.28   	 85.05   	  20.35		 69.70   	 330.62		
-316.47   	-443.73   	 85.13   	  15.26		 71.03   	 330.62		
-318.60   	-462.34   	 85.19(S)	   0.00		 72.35   	 325.53		
-320.13   	-479.43   	 85.19   	 -20.35		 73.65   	 335.71		
-322.27   	-494.69   	 85.11   	 -50.86		 74.99   	 340.79		
-325.62   	-508.42   	 84.90   	 -81.38		 76.36   	 340.79		
-330.20   	-519.41   	 84.58   	-122.07		 77.72   	 340.79		
-335.39   	-528.26   	 84.09   	-157.68		 79.08   	 340.79		
-339.97   	-535.89   	 83.46   	-193.29		 80.45   	 330.62		
-343.32   	-542.30   	 82.69   	-249.24		 81.77   	 320.45		
-345.46   	-547.49   	 81.69   	-315.36		 83.05   	 300.10		
-346.68   	-551.76   	 80.43   	-376.40		 84.25   	 284.84		
-348.51   	-555.42   	 78.92   	-417.09		 85.39   	 259.41		
-350.65   	-558.47   	 77.25   	-432.35		 86.43   	 244.15		
-353.09   	-561.22   	 75.52   	-417.09		 87.41   	 218.72		
-354.61   	-563.66   	 73.86   	-401.83		 88.28   	 198.37		
-354.92   	-566.10   	 72.25   	-473.04		 89.07   	 178.03		
-354.31   	-570.37   	 70.36   	-722.28		 89.79   	 147.51		
-353.70   	-576.17   	 67.47   	-940.99		 90.38   	 122.07		
-354.00   	-582.89   	 63.70   	-1032.55		 90.86   	 101.73		
-356.14   	-589.90   	 59.57   	-1134.28		 91.27   	  66.12		
-358.89   	-594.79   	 55.04   	-1185.14		 91.54   	  45.78		
-361.63   	-596.92   	 50.29   	-1103.76		 91.72   	  15.26		
-362.55   	-596.62   	 45.88   	-976.60		 91.78(S)	 -10.17		
-361.63   	-596.01   	 41.97   	-879.96		 91.74   	 -35.61		
-359.50   	-596.31   	 38.45   	-747.71		 91.60   	 -66.12		
-357.36   	-599.06   	 35.46   	-615.46		 91.33   	 -91.56		
-356.75   	-604.55   	 33.00   	-544.25		 90.97   	-116.99		
-357.36   	-610.35   	 30.82   	-498.47		 90.50   	-137.33		
-358.89   	-614.62   	 28.83   	-417.09		 89.95   	-152.59		
-360.11   	-616.76   	 27.16   	-356.05		 89.34   	-178.03		
-360.41   	-617.37   	 25.74   	-345.88		 88.63   	-188.20		
-360.41   	-618.90   	 24.35   	-350.97		 87.87   	-208.54		
-360.72   	-621.95   	 22.95   	-366.22		 87.04   	-218.72		
-361.63   	-626.22   	 21.49   	-396.74		 86.16   	-239.06		
-363.16   	-630.19   	 19.90   	-427.26		 85.21   	-249.24		
-365.30   	-633.54   	 18.19   	-457.78		 84.21   	-254.32		
-367.43   	-636.60   	 16.36   	-488.30		 83.19   	-254.32		
-369.57   	-639.65   	 14.40   	-498.47		 82.18   	-254.32		
-372.31   	-641.78   	 12.41   	-493.39		 81.16   	-254.32		
-374.45   	-641.78   	 10.44   	-473.04		 80.14   	-244.15		
-376.59   	-639.04   	  8.55   	-447.61		 79.17   	-239.06		
-378.11   	-634.46   	  6.75   	-386.57		 78.21   	-239.06		
-379.33   	-630.80   	  5.21   	-340.79		 77.25   	-228.89		
-379.94   	-629.58   	  3.85   	-320.45		 76.34   	-218.72		
-380.86   	-632.02   	  2.56   	-284.84		 75.46   	-218.72		
-382.69   	-636.60   	  1.42   	-244.15		 74.59   	-203.46		
-385.13   	-640.26   	  0.45   	-203.46		 73.77   	-198.37		
-386.96   	-640.26   	 -0.37   	-157.68		 72.98   	-198.37		
-386.35   	-634.46   	 -1.00   	-111.90		 72.19   	-188.20		
-382.39   	-622.86   	 -1.44   	 -76.30		 71.43   	-183.11		
-375.67   	-607.91   	 -1.75   	 -30.52		 70.70   	-178.03		
-368.04   	-590.52   	 -1.87   	  35.61		 69.99   	-167.85		
-360.72   	-568.54   	 -1.73   	  96.64		 69.32   	-157.68		
-355.22   	-538.94   	 -1.34   	 162.77		 68.69   	-152.59		
-351.26   	-501.71   	 -0.69   	 188.20		 68.08   	-142.42		
-348.51   	-462.04   	  0.06   	 188.20		 67.51   	-137.33		
-345.76   	-428.16   	  0.81   	 172.94		 66.96   	-132.25		
-342.41   	-404.97   	  1.51   	 137.33		 66.43   	-127.16		
-338.75   	-393.98   	  2.05   	  71.21		 65.92   	-127.16		
-336.00   	-392.46   	  2.34   	   5.09		 65.41   	-116.99		
-336.61   	-399.78   	  2.36   	 -61.04		 64.94   	-106.82		
-341.19   	-415.65   	  2.12   	-116.99		 64.52   	-101.73		
-347.60   	-437.01   	  1.65   	-157.68		 64.11   	 -91.56		
-351.87   	-457.76   	  1.02   	-193.29		 63.74   	 -91.56		
-352.78   	-473.63   	  0.24   	-198.37		 63.38   	 -81.38		
-351.56   	-485.23   	 -0.55   	-167.85		 63.05   	 -81.38		
-351.87   	-499.27   	 -1.22   	-116.99		 62.73   	 -76.30		
-356.75   	-520.94   	 -1.69   	 -61.04		 62.42   	 -71.21		
-365.60   	-549.01   	 -1.93   	   0.00		 62.14   	 -66.12		
-375.06   	-577.70   	 -1.93   	  61.04		 61.87   	 -66.12		
-383.30   	-601.50   	 -1.69   	 106.82		 61.61   	 -55.95		
-390.01   	-620.12   	 -1.26   	 147.51		 61.38   	 -55.95		
-397.64   	-636.60   	 -0.67   	 183.11		 61.16   	 -50.86		
-407.10   	-654.91   	  0.06   	 218.72		 60.96   	 -45.78		
-417.79   	-673.52   	  0.94   	 249.24		 60.77   	 -45.78		
-426.94   	-689.09   	  1.93   	 259.41		 60.59   	 -40.69		
-432.13   	-697.33   	  2.97   	 269.58		 60.43   	 -45.78		
-432.43   	-698.24   	  4.05   	 264.50		 60.24   	 -35.61		
-429.99   	-693.66   	  5.11   	 244.15		 60.10   	 -40.69		
-427.25   	-688.48   	  6.08   	 198.37		 59.94   	 -40.69		
-425.72   	-686.04   	  6.88   	 101.73		 59.78   	 -30.52		
-426.33   	-687.87   	  7.28   	   0.00		 59.65   	 -30.52		
-428.77   	-691.83   	  7.28   	 -96.64		 59.53   	 -30.52		
-431.52   	-695.19   	  6.90   	-188.20		 59.41   	 -25.43		
-432.74   	-697.63   	  6.14   	-274.67		 59.31   	 -20.35		
-430.60   	-703.13   	  5.05   	-371.31		 59.23   	 -25.43		
-422.67   	-716.86   	  3.56   	-473.04		 59.12   	 -25.43		
-409.55   	-739.75   	  1.67   	-518.82		 59.02   	 -20.35		
-393.07   	-761.41   	 -0.41   	-462.87		 58.94   	 -20.35		
-376.89   	-764.16   	 -2.26   	-381.48		 58.86   	 -20.35		
-362.55   	-727.54   	 -3.78   	-259.41		 58.78   	 -25.43		
-346.68   	-639.95   	 -4.82   	-116.99		 58.68   	 -25.43		
-322.27   	-498.35   	 -5.29(D)	  45.78		 58.58   	 -20.35		
-285.64   	-306.70   	 -5.11   	 183.11		 58.49   	 -20.35		
-244.45   	-74.46   	 -4.37   	 269.58		 58.41   	 -20.35		
-220.64   	172.42   	 -3.30   	 305.19		 58.33   	 -15.26		
-245.06   	386.05   	 -2.08   	 325.53		 58.27   	 -15.26		
-520.02   	570.37   	 -0.77   	 269.58		 58.21   	 -25.43		
-743.10   	571.59   	  0.31   	 203.46		 58.11   	 -15.26		
-959.78   	605.16   	  1.12   	 132.25		 58.05   	 -20.35		
-1117.25   	720.21   	  1.65   	  55.95		 57.97   	 -20.35		
-1189.58   	880.74   	  1.87   	 -15.26		 57.88   	 -20.35		
-1184.39   	976.56(R)	  1.81   	 -55.95		 57.80   	 -25.43		
-1127.62   	885.01   	  1.59   	 -81.38		 57.70   	 -25.43		
-1040.34   	558.47   	  1.26   	 -81.38		 57.60   	 -25.43		
-930.18   	 75.38   	  0.94   	 -66.12		 57.50   	 -25.43		
-798.95   	-405.58   	  0.67   	 -35.61		 57.40   	 -25.43		
-658.26   	-739.75   	  0.53(E)	   5.09		 57.29   	 -20.35		
-531.62   	-870.06   	  0.55   	  55.95		 57.21   	 -20.35		
-441.59   	-849.30   	  0.77   	  91.56		 57.13   	 -20.35		
-395.81   	-786.74   	  1.14   	 127.16		 57.05   	 -25.43		
-385.13   	-764.16   	  1.65   	 142.42		 56.95   	 -25.43		
-390.63   	-794.37   	  2.22   	 127.16		 56.85   	 -25.43		
-396.12   	-841.67   	  2.73   	  96.64		 56.74   	 -30.52		
-393.98   	-867.31   	  3.11   	  71.21		 56.62   	 -30.52		
-386.66   	-862.12   	  3.40   	  66.12		 56.50   	 -30.52		
-377.81   	-843.51   	  3.66   	  61.04		 56.38   	 -25.43		
-371.40   	-832.21   	  3.91   	  45.78		 56.28   	 -30.52		
-368.96   	-833.44   	  4.09   	  91.56		 56.15   	 -30.52		
-368.65   	-839.54   	  4.46   	 213.63		 56.03   	 -25.43		
-368.65   	-841.37   	  5.31   	 340.79		 55.93   	 -35.61		
-367.13   	-836.79   	  6.67   	 412.00		 55.79   	 -30.52		
-364.07   	-830.08   	  8.32   	 473.04		 55.67   	 -25.43		
-360.41   	-826.11   	 10.21   	 549.34		 55.56   	 -30.52		
-357.36   	-826.42   	 12.41   	 569.68		 55.44   	 -25.43		
-355.53   	-830.08   	 14.69   	 574.77		 55.34   	 -25.43		
-355.83   	-833.74   	 16.99   	 590.03		 55.24   	 -25.43		
-357.06   	-834.35   	 19.35   	 595.11		 55.14   	 -30.52		
-358.58   	-831.60   	 21.73   	 584.94		 55.02   	 -30.52		
-359.19   	-826.72   	 24.07   	 569.68		 54.89   	 -35.61		
-357.97   	-821.84   	 26.35   	 574.77		 54.75   	 -35.61		
-355.83   	-817.26   	 28.65   	 584.94		 54.61   	 -40.69		
-353.39   	-813.29   	 30.99   	 574.77		 54.45   	 -40.69		
-352.48   	-809.94   	 33.29   	 544.25		 54.28   	 -40.69		
-353.09   	-808.41   	 35.46   	 508.65		 54.12   	 -40.69		
-353.39   	-808.72   	 37.50   	 467.95		 53.96   	 -30.52		
-353.09   	-810.85   	 39.37   	 427.26		 53.83   	 -40.69		
-351.26   	-813.29   	 41.08   	 401.83		 53.67   	 -35.61		
-348.82   	-814.51   	 42.69   	 356.05		 53.53   	 -40.69		
-345.76   	-814.51   	 44.11   	 305.19		 53.37   	 -35.61		
-343.02   	-813.90   	 45.33   	 366.22		 53.22   	 -35.61		
-340.58   	-813.90   	 46.80   	 503.56		 53.08   	 -35.61		
-338.75   	-815.73   	 48.81   	 564.60		 52.94   	 -30.52		
-338.44   	-820.01   	 51.07   	 544.25		 52.82   	 -30.52		
-338.44   	-824.89   	 53.24   	 503.56		 52.70   	 -30.52		
-336.91   	-829.77   	 55.26   	 417.09		 52.57   	 -40.69		
-332.95   	-832.52   	 56.93   	 289.93		 52.41   	 -35.61		
-326.54   	-832.82   	 58.09   	 172.94		 52.27   	 -35.61		
-319.52   	-831.60   	 58.78   	  91.56		 52.13   	 -30.52		
-314.03   	-830.08   	 59.15   	   5.09		 52.00   	 -30.52		
-311.28   	-829.77   	 59.17   	 -61.04		 51.88   	 -20.35		
-310.97   	-831.60   	 58.92   	 -81.38		 51.80   	 -20.35		
-311.28   	-834.66   	 58.60   	 -30.52		 51.72   	 -20.35		
-310.97   	-836.79   	 58.47   	  76.30		 51.64   	 -25.43		
-309.75   	-836.18   	 58.78   	 198.37		 51.54   	 -20.35		
-308.23   	-831.60   	 59.57   	 315.36		 51.45   	 -25.43		
-307.01   	-824.59   	 60.83   	 401.83		 51.35   	 -25.43		
-306.09   	-815.12   	 62.44   	 462.87		 51.25   	 -20.35		
-305.18   	-803.53   	 64.29   	 493.39		 51.17   	 -15.26		
-303.96   	-788.27   	 66.27   	 508.65		 51.11(D)	   0.00		
-302.12   	-768.74   	 68.30   	 513.73		 51.11   	   5.09		
-300.90   	-745.54   	 70.36   	 478.13		 51.13   	  15.26		
-300.90   	-721.44   	 72.27   	 417.09		 51.19   	  40.69		
-303.04   	-698.24   	 73.94   	 340.79		 51.35   	  61.04		
-306.70   	-675.05   	 75.30   	 269.58		 51.60   	  86.47		
-312.50   	-650.63   	 76.38   	 228.89		 51.94   	 127.16		
-320.13   	-623.47   	 77.29   	 198.37		 52.45   	 152.59		
-329.90   	-593.87   	 78.09   	 183.11		 53.06   	 183.11		
-339.97   	-564.88   	 78.82   	 178.03		 53.79   	 203.46		
-349.12   	-538.33   	 79.53   	 178.03		 54.61   	 223.80		
-357.06   	-515.44   	 80.24   	 193.29		 55.50   	 233.98		
-364.07   	-496.22   	 81.02   	 178.03		 56.44   	 244.15		
-370.79   	-480.96   	 81.73   	 162.77		 57.42   	 259.41		
-378.11   	-469.97   	 82.38   	 137.33		 58.45   	 274.67		
-384.22   	-464.48   	 82.93   	 127.16		 59.55   	 284.84		
-388.18   	-464.48   	 83.44   	 111.90		 60.69   	 295.01		
-390.93   	-469.67   	 83.89   	 111.90		 61.87   	 305.19		
-393.37   	-479.74   	 84.33   	 106.82		 63.09   	 310.27		
-396.12   	-492.55   	 84.76   	  91.56		 64.33   	 320.45		
-399.48   	-506.90   	 85.13   	  61.04		 65.62   	 320.45		
-402.22   	-521.24   	 85.37   	  35.61		 66.90   	 330.62		
-403.75   	-535.89   	 85.51   	   5.09		 68.22   	 325.53		
-403.44   	-551.15   	 85.53(S)	 -40.69		 69.52   	 330.62		
-402.22   	-567.02   	 85.37   	 -66.12		 70.84   	 330.62		
-400.70   	-581.97   	 85.11   	 -81.38		 72.17   	 335.71		
-399.48   	-594.18   	 84.78   	-101.73		 73.51   	 335.71		
-398.86   	-601.20   	 84.37   	-142.42		 74.85   	 330.62		
-398.56   	-602.42   	 83.80   	-188.20		 76.17   	 325.53		
-398.25   	-599.06   	 83.05   	-228.89		 77.48   	 320.45		
-397.03   	-594.48   	 82.14   	-274.67		 78.76   	 305.19		
-396.73   	-591.74   	 81.04   	-320.45		 79.98   	 284.84		
-397.34   	-592.65   	 79.76   	-401.83		 81.12   	 269.58		
-399.17   	-596.01   	 78.15   	-457.78		 82.20   	 254.32		
-400.39   	-599.67   	 76.32   	-447.61		 83.21   	 233.98		
-399.17   	-600.28   	 74.53   	-442.52		 84.15   	 218.72		
-395.20   	-598.75   	 72.76   	-478.13		 85.03   	 198.37		
-390.32   	-596.01   	 70.84   	-549.34		 85.82   	 178.03		
-386.05   	-594.48   	 68.65   	-666.32		 86.53   	 152.59		
-383.00   	-594.48   	 65.98   	-824.00		 87.14   	 127.16		
-380.86   	-594.79   	 62.69   	-1002.03		 87.65   	  96.64		
-379.03   	-594.18   	 58.68   	-1129.19		 88.04   	  71.21		
-377.50   	-592.65   	 54.16   	-1119.02		 88.32   	  45.78		
-376.59   	-591.43   	 49.68   	-1007.12		 88.50   	  20.35		
-375.37   	-589.90   	 45.66   	-905.39		 88.59(S)	 -15.26		
-373.84   	-587.46   	 42.03   	-793.49		 88.52   	 -35.61		
-371.70   	-583.80   	 38.86   	-630.72		 88.38   	 -66.12		
-368.96   	-579.83   	 36.34   	-498.47		 88.12   	 -86.47		
-366.52   	-577.09   	 34.34   	-417.09		 87.77   	-111.90		
-364.38   	-577.09   	 32.68   	-345.88		 87.32   	-132.25		
-361.94   	-579.53   	 31.29   	-295.01		 86.80   	-152.59		
-358.58   	-582.89   	 30.11   	-295.01		 86.18   	-178.03		
-353.70   	-585.63   	 28.93   	-310.27		 85.47   	-193.29		
-349.12   	-586.85   	 27.69   	-340.79		 84.70   	-203.46		
-345.76   	-585.94   	 26.33   	-386.57		 83.89   	-218.72		
-343.93   	-582.58   	 24.78   	-437.43		 83.01   	-228.89		
-343.32   	-577.70   	 23.03   	-483.21		 82.10   	-239.06		
-343.02   	-572.20   	 21.10   	-544.25		 81.14   	-249.24		
-343.32   	-567.02   	 18.92   	-579.86		 80.14   	-249.24		
-343.93   	-563.35   	 16.60   	-574.77		 79.15   	-244.15		
-344.24   	-560.91   	 14.30   	-549.34		 78.17   	-233.98		
-343.02   	-558.47   	 12.11   	-508.65		 77.23   	-223.80		
-338.75   	-555.73   	 10.07   	-473.04		 76.34   	-208.54		
-332.64   	-551.15   	  8.18   	-457.78		 75.50   	-208.54		
-326.84   	-545.35   	  6.35   	-447.61		 74.67   	-208.54		
-322.88   	-538.02   	  4.56   	-417.09		 73.83   	-203.46		
-321.66   	-528.87   	  2.89   	-350.97		 73.02   	-198.37		
-321.35   	-517.58   	  1.49   	-279.75		 72.23   	-198.37		
-319.21   	-504.46   	  0.37   	-193.29		 71.43   	-193.29		
-312.81   	-490.72   	 -0.41   	 -91.56		 70.66   	-183.11		
-302.43   	-476.38   	 -0.77   	   5.09		 69.93   	-172.94		
-289.31   	-459.29   	 -0.75   	  71.21		 69.24   	-162.77		
-277.10   	-435.18   	 -0.47   	 132.25		 68.59   	-147.51		
-267.64   	-401.61   	  0.06   	 172.94		 68.00   	-147.51		
-262.76   	-359.80   	  0.75   	 172.94		 67.41   	-137.33		
-260.93   	-316.77   	  1.44   	 142.42		 66.86   	-137.33		
-259.70   	-281.07   	  2.01   	 106.82		 66.31   	-137.33		
-256.96   	-257.87   	  2.44   	  50.86		 65.76   	-127.16		
-252.08   	-245.67   	  2.64   	   0.00		 65.25   	-122.07		
-246.58   	-241.70   	  2.64   	 -20.35		 64.76   	-111.90		
-243.53   	-244.14   	  2.56   	 -30.52		 64.31   	-106.82		
-243.84   	-252.99   	  2.44   	 -40.69		 63.89   	 -91.56		
-247.50   	-267.33   	  2.28   	 -50.86		 63.52   	 -86.47		
-251.16   	-283.81   	  2.08   	 -50.86		 63.17   	 -81.38		
-252.38   	-299.38   	  1.87   	 -61.04		 62.85   	 -76.30		
-251.46   	-314.64   	  1.63   	 -66.12		 62.54   	 -76.30		
-251.16   	-332.34   	  1.36   	 -45.78		 62.24   	 -71.21		
-254.52   	-354.31   	  1.18   	 -20.35		 61.95   	 -61.04		
-261.84   	-377.81   	  1.10   	   0.00		 61.71   	 -61.04		
-269.78   	-399.17   	  1.10   	  35.61		 61.46   	 -50.86		
-275.88   	-416.87   	  1.24   	  76.30		 61.26   	 -50.86		
-278.93   	-433.65   	  1.55   	 122.07		 61.06   	 -45.78		
-281.68   	-453.49   	  2.03   	 152.59		 60.87   	 -40.69		
