SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  FA     	  FA'		  RV     	  RV'		
 58.01   	 -30.52		  6.08   	   5.09		
 57.88   	 -35.61		  6.10   	   0.00		
 57.74   	 -40.69		  6.10   	   0.00		
 57.58   	 -45.78		  6.10   	   0.00		
 57.40   	 -45.78		  6.10   	   0.00		
 57.21   	 -50.86		  6.10   	   0.00		
 57.01   	 -50.86		  6.10   	  -5.09		
 56.81   	 -40.69		  6.08   	   0.00		
 56.64   	 -35.61		  6.08   	   5.09		
 56.50   	 -30.52		  6.10   	   5.09		
 56.38   	 -25.43		  6.12   	   5.09		
 56.28   	 -25.43		  6.14   	  10.17		
 56.17   	 -35.61		  6.19   	  15.26		
 56.03   	 -40.69		  6.25   	  10.17		
 55.87   	 -55.95		  6.29   	  15.26		
 55.65   	 -55.95		  6.35   	  15.26		
 55.42   	 -55.95		  6.41   	  15.26		
 55.20   	 -50.86		  6.47   	  15.26		
 54.99   	 -40.69		  6.53   	  15.26		
 54.83   	 -30.52		  6.59   	  15.26		
 54.71   	 -30.52		  6.65   	  10.17		
 54.59   	 -30.52		  6.69   	  10.17		
 54.47   	 -25.43		  6.73   	   5.09		
 54.36   	 -35.61		  6.75   	   5.09		
 54.22   	 -35.61		  6.78   	   0.00		
 54.08   	 -45.78		  6.78   	   5.09		
 53.90   	 -45.78		  6.80   	   0.00		
 53.71   	 -55.95		  6.80   	   5.09		
 53.49   	 -45.78		  6.82   	   5.09		
 53.31   	 -45.78		  6.84   	  15.26		
 53.12   	 -40.69		  6.90   	  15.26		
 52.96   	 -20.35		  6.96   	  20.35		
 52.88   	 -20.35		  7.04   	  30.52		
 52.80   	 -25.43		  7.16   	  25.43		
 52.70   	 -30.52		  7.26   	  35.61		
 52.57   	 -40.69		  7.41   	  30.52		
 52.41   	 -50.86		  7.53   	  25.43		
 52.21   	 -40.69		  7.63   	  25.43		
 52.04   	 -40.69		  7.73   	  20.35		
 51.88   	 -30.52		  7.81   	  20.35		
 51.76   	 -30.52		  7.89   	  15.26		
 51.64   	 -25.43		  7.96   	  15.26		
 51.54   	 -30.52		  8.02   	  10.17		
 51.41   	 -35.61		  8.06   	  10.17		
 51.27   	 -40.69		  8.10   	  10.17		
 51.11   	 -40.69		  8.14   	   5.09		
 50.95   	 -35.61		  8.16   	  15.26		
 50.80   	 -40.69		  8.22   	  10.17		
 50.64   	 -30.52		  8.26   	  15.26		
 50.52   	 -35.61		  8.32   	  15.26		
 50.38   	 -30.52		  8.38(E)	  20.35		
 50.25   	 -30.52		  8.46   	  20.35		
 50.13   	 -30.52		  8.55   	  30.52		
 50.01   	 -30.52		  8.67   	  30.52		
 49.89   	 -30.52		  8.79   	  30.52		
 49.77   	 -35.61		  8.91   	  40.69		
 49.62   	 -35.61		  9.07   	  50.86		
 49.48   	 -35.61		  9.28   	  61.04		
 49.34   	 -30.52		  9.52   	  76.30		
 49.22   	 -25.43		  9.83   	 101.73		
 49.11   	 -20.35		 10.23   	 147.51		
 49.03   	 -20.35		 10.82   	 198.37		
 48.95   	 -20.35		 11.62   	 223.80		
 48.87   	 -25.43		 12.51   	 259.41		
 48.77   	 -25.43		 13.55   	 340.79		
 48.67   	 -35.61		 14.91   	 401.83		
 48.52   	 -35.61		 16.52   	 442.52		
 48.38   	 -35.61		 18.29   	 467.95		
 48.24   	 -35.61		 20.16   	 503.56		
 48.10   	 -20.35		 22.18   	 615.46		
 48.02   	 -20.35		 24.64   	 584.94		
 47.93   	 -20.35		 26.98   	 554.42		
 47.85   	 -20.35		 29.20   	 523.90		
 47.77   	 -30.52		 31.29   	 473.04		
 47.65   	 -30.52		 33.18   	 412.00		
 47.53   	 -35.61		 34.83   	 356.05		
 47.39   	 -35.61		 36.26   	 310.27		
 47.24   	 -30.52		 37.50   	 264.50		
 47.12   	 -25.43		 38.56   	 239.06		
 47.02   	 -20.35		 39.51   	 218.72		
 46.94   	 -25.43		 40.39   	 213.63		
 46.84   	 -20.35		 41.24   	 218.72		
 46.75   	 -20.35		 42.12   	 223.80		
 46.67   	 -20.35		 43.01   	 223.80		
 46.59   	 -25.43		 43.91   	 239.06		
 46.49   	 -25.43		 44.86   	 244.15		
 46.39   	 -30.52		 45.84   	 254.32		
 46.27   	 -30.52		 46.86   	 254.32		
 46.14   	 -20.35		 47.87   	 244.15		
 46.06(D)	   0.00		 48.85   	 228.89		
 46.06   	  25.43		 49.77   	 213.63		
 46.16   	  71.21		 50.62   	 208.54		
 46.45   	 111.90		 51.45   	 193.29		
 46.90   	 167.85		 52.23   	 172.94		
 47.57   	 208.54		 52.92   	 152.59		
 48.40   	 239.06		 53.53   	 147.51		
 49.36   	 254.32		 54.12   	 147.51		
 50.38   	 259.41		 54.71   	 137.33		
 51.41   	 259.41		 55.26   	 137.33		
 52.45   	 254.32		 55.81   	 132.25		
 53.47   	 249.24		 56.34   	 137.33		
 54.47   	 264.50		 56.89   	 137.33		
 55.52   	 269.58		 57.44   	 132.25		
 56.60   	 279.75		 57.97   	 132.25		
 57.72   	 295.01		 58.49   	 127.16		
 58.90   	 295.01		 59.00   	 122.07		
 60.08   	 289.93		 59.49   	 106.82		
 61.24   	 295.01		 59.92   	  86.47		
 62.42   	 295.01		 60.26   	  76.30		
 63.60   	 305.19		 60.57   	  61.04		
 64.82   	 320.45		 60.81   	  40.69		
 66.10   	 330.62		 60.98   	  25.43		
 67.43   	 345.88		 61.08   	  20.35		
 68.81   	 350.97		 61.16   	  15.26		
 70.21   	 366.22		 61.22   	  10.17		
 71.68   	 371.31		 61.26   	  10.17		
 73.16   	 356.05		 61.30   	  15.26		
 74.59   	 315.36		 61.36   	  10.17		
 75.85   	 274.67		 61.40   	  10.17		
 76.95   	 295.01		 61.44   	  15.26		
 78.13   	 269.58		 61.51   	  15.26		
 79.21   	 218.72		 61.57   	  10.17		
 80.08   	 198.37		 61.61   	  10.17		
 80.87   	 198.37		 61.65(S)	   0.00		
 81.67   	 203.46		 61.65   	 -15.26		
 82.48   	 162.77		 61.59   	 -25.43		
 83.13   	 122.07		 61.49   	 -40.69		
 83.62   	  86.47		 61.32   	 -50.86		
 83.97   	  76.30		 61.12   	 -66.12		
 84.27   	  76.30		 60.85   	 -81.38		
 84.58   	  71.21		 60.53   	 -86.47		
 84.86   	  66.12		 60.18   	 -96.64		
 85.13   	  71.21		 59.80   	-101.73		
 85.41   	  55.95		 59.39   	-106.82		
 85.64(S)	   0.00		 58.96   	-111.90		
 85.64   	 -71.21		 58.51   	-116.99		
 85.35   	-111.90		 58.05   	-122.07		
 84.90   	 -71.21		 57.56   	-132.25		
 84.62   	   0.00		 57.03   	-137.33		
 84.62   	  -5.09		 56.48   	-147.51		
 84.60   	 -40.69		 55.89   	-167.85		
 84.44   	 -81.38		 55.22   	-183.11		
 84.11   	-101.73		 54.49   	-208.54		
 83.70   	-127.16		 53.65   	-233.98		
 83.19   	 -96.64		 52.72   	-340.79		
 82.81   	 -76.30		 51.35   	-376.40		
 82.50   	 -96.64		 49.85   	-376.40		
 82.12   	-122.07		 48.34   	-391.66		
 81.63   	-132.25		 46.77   	-406.92		
 81.10   	-132.25		 45.15   	-412.00		
 80.57   	-122.07		 43.50   	-422.18		
 80.08   	-127.16		 41.81   	-447.61		
 79.57   	-137.33		 40.02   	-483.21		
 79.02   	-152.59		 38.09   	-508.65		
 78.41   	-157.68		 36.05   	-513.73		
 77.78   	-162.77		 34.00   	-508.65		
 77.13   	-167.85		 31.96   	-498.47		
 76.46   	-167.85		 29.97   	-493.39		
 75.79   	-172.94		 28.00   	-483.21		
 75.10   	-183.11		 26.06   	-452.69		
 74.36   	-183.11		 24.25   	-437.43		
 73.63   	-172.94		 22.50   	-437.43		
 72.94   	-167.85		 20.75   	-427.26		
 72.27   	-152.59		 19.04   	-401.83		
 71.66   	-142.42		 17.44   	-371.31		
 71.09   	-132.25		 15.95   	-350.97		
 70.56   	-116.99		 14.55   	-330.62		
 70.09   	-116.99		 13.22   	-295.01		
 69.62   	-122.07		 12.04   	-264.50		
 69.14   	-122.07		 10.99   	-228.89		
 68.65   	-127.16		 10.07   	-213.63		
 68.14   	-127.16		  9.22   	-183.11		
 67.63   	-122.07		  8.48   	-162.77		
 67.14   	-122.07		  7.83   	-127.16		
 66.65   	-116.99		  7.32   	-101.73		
 66.18   	-106.82		  6.92   	 -71.21		
 65.76   	-101.73		  6.63   	 -40.69		
 65.35   	 -86.47		  6.47   	 -30.52		
 65.00   	 -76.30		  6.35   	 -20.35		
 64.70   	 -71.21		  6.27   	 -25.43		
 64.41   	 -66.12		  6.16   	 -20.35		
 64.15   	 -71.21		  6.08   	 -30.52		
 63.87   	 -71.21		  5.96   	 -35.61		
 63.58   	 -71.21		  5.82   	 -40.69		
 63.30   	 -81.38		  5.66   	 -40.69		
 62.97   	 -76.30		  5.49   	 -35.61		
 62.67   	 -71.21		  5.35   	 -35.61		
 62.38   	 -61.04		  5.21   	 -35.61		
 62.14   	 -40.69		  5.07   	 -25.43		
 61.97   	 -30.52		  4.96   	 -20.35		
 61.85   	 -30.52		  4.88   	  -5.09		
 61.73   	 -30.52		  4.86(D)	   0.00		
 61.61   	 -40.69		  4.86   	  20.35		
 61.44   	 -45.78		  4.94   	  25.43		
 61.26   	 -55.95		  5.05   	  30.52		
 61.04   	 -50.86		  5.17   	  35.61		
 60.83   	 -50.86		  5.31   	  35.61		
 60.63   	 -35.61		  5.45   	  35.61		
 60.49   	 -30.52		  5.60   	  30.52		
 60.37   	 -20.35		  5.72   	  20.35		
 60.28   	 -20.35		  5.80   	  10.17		
 60.20   	 -25.43		  5.84   	   5.09		
 60.10   	 -25.43		  5.86   	  -5.09		
 60.00   	 -40.69		  5.84   	 -15.26		
 59.84   	 -45.78		  5.78   	 -15.26		
 59.65   	 -45.78		  5.72   	 -15.26		
 59.47   	 -50.86		  5.66   	 -10.17		
 59.27   	 -45.78		  5.62   	 -10.17		
 59.08   	 -35.61		  5.57   	   0.00		
 58.94   	 -25.43		  5.57   	   0.00		
 58.84   	 -15.26		  5.57   	  10.17		
 58.78   	 -15.26		  5.62   	  10.17		
 58.72   	 -20.35		  5.66   	  10.17		
 58.64   	 -35.61		  5.70   	  15.26		
 58.49   	 -40.69		  5.76   	  15.26		
 58.33   	 -61.04		  5.82   	  10.17		
 58.09   	 -55.95		  5.86   	  10.17		
 57.86   	 -61.04		  5.90   	  10.17		
 57.62   	 -40.69		  5.94   	   5.09		
 57.46   	 -30.52		  5.96   	   5.09		
 57.33   	 -15.26		  5.98   	   0.00		
 57.27   	 -10.17		  5.98   	   5.09		
 57.23   	 -15.26		  6.00   	   0.00		
 57.17   	 -30.52		  6.00   	   0.00		
 57.05   	 -40.69		  6.00   	   0.00		
 56.89   	 -50.86		  6.00   	   0.00		
 56.68   	 -66.12		  6.00   	   0.00		
 56.42   	 -61.04		  6.00   	   0.00		
 56.17   	 -61.04		  6.00   	   5.09		
 55.93   	 -40.69		  6.02   	   5.09		
 55.77   	 -30.52		  6.04   	  10.17		
 55.65   	 -15.26		  6.08   	  10.17		
 55.58   	 -15.26		  6.12   	  15.26		
 55.52   	 -20.35		  6.19   	  15.26		
 55.44   	 -30.52		  6.25   	  20.35		
 55.32   	 -40.69		  6.33   	  15.26		
 55.16   	 -50.86		  6.39   	  20.35		
 54.95   	 -61.04		  6.47   	  15.26		
 54.71   	 -61.04		  6.53   	  15.26		
 54.47   	 -45.78		  6.59   	  15.26		
 54.28   	 -40.69		  6.65   	  10.17		
 54.12   	 -25.43		  6.69   	  15.26		
 54.02   	 -20.35		  6.75   	  15.26		
 53.94   	 -20.35		  6.82   	  10.17		
 53.86   	 -25.43		  6.86   	  15.26		
 53.75   	 -40.69		  6.92   	  10.17		
 53.59   	 -45.78		  6.96   	  15.26		
 53.41   	 -55.95		  7.02   	  15.26		
 53.18   	 -50.86		  7.08   	  10.17		
 52.98   	 -45.78		  7.12   	  15.26		
 52.80   	 -35.61		  7.18   	  15.26		
 52.65   	 -25.43		  7.24   	  15.26		
 52.55   	 -25.43		  7.30   	  25.43		
 52.45   	 -20.35		  7.41   	  20.35		
 52.37   	 -25.43		  7.49   	  25.43		
 52.27   	 -40.69		  7.59   	  30.52		
 52.11   	 -40.69		  7.71   	  25.43		
 51.94   	 -50.86		  7.81   	  25.43		
 51.74   	 -45.78		  7.91   	  25.43		
 51.56   	 -40.69		  8.02   	  20.35		
 51.39   	 -35.61		  8.10   	  20.35		
 51.25   	 -20.35		  8.18   	  10.17		
 51.17   	 -25.43		  8.22   	  15.26		
 51.07   	 -20.35		  8.28   	  15.26		
 50.99   	 -30.52		  8.34   	  15.26		
 50.86   	 -40.69		  8.40   	  10.17		
 50.70   	 -45.78		  8.44   	  15.26		
 50.52   	 -50.86		  8.50(E)	  10.17		
 50.32   	 -45.78		  8.55   	  15.26		
 50.13   	 -40.69		  8.61   	  20.35		
 49.97   	 -35.61		  8.69   	  20.35		
 49.83   	 -20.35		  8.77   	  25.43		
 49.75   	 -20.35		  8.87   	  35.61		
 49.66   	 -10.17		  9.01   	  45.78		
 49.62   	 -20.35		  9.20   	  61.04		
 49.54   	 -25.43		  9.44   	  71.21		
 49.44   	 -35.61		  9.73   	  96.64		
 49.30   	 -40.69		 10.11   	 142.42		
 49.14   	 -40.69		 10.68   	 188.20		
 48.97   	 -35.61		 11.43   	 208.54		
 48.83   	 -35.61		 12.27   	 244.15		
 48.69   	 -25.43		 13.25   	 315.36		
 48.59   	 -15.26		 14.51   	 381.48		
 48.52   	 -20.35		 16.03   	 422.18		
 48.44   	 -15.26		 17.72   	 462.87		
 48.38   	 -20.35		 19.57   	 503.56		
 48.30   	 -25.43		 21.59   	 539.16		
 48.20   	 -35.61		 23.74   	 615.46		
 48.06   	 -30.52		 26.21   	 590.03		
 47.93   	 -35.61		 28.57   	 554.42		
 47.79   	 -30.52		 30.78   	 503.56		
 47.67   	 -30.52		 32.80   	 437.43		
 47.55   	 -25.43		 34.55   	 371.31		
 47.45   	 -25.43		 36.03   	 310.27		
 47.34   	 -30.52		 37.27   	 269.58		
 47.22   	 -25.43		 38.35   	 239.06		
 47.12   	 -20.35		 39.31   	 218.72		
 47.04   	 -25.43		 40.18   	 198.37		
 46.94   	 -25.43		 40.98   	 203.46		
 46.84   	 -25.43		 41.79   	 213.63		
 46.73   	 -25.43		 42.64   	 223.80		
 46.63   	 -30.52		 43.54   	 239.06		
 46.51   	 -25.43		 44.50   	 249.24		
 46.41   	 -25.43		 45.49   	 264.50		
 46.31   	 -25.43		 46.55   	 259.41		
 46.21   	 -15.26		 47.59   	 254.32		
 46.14(D)	   0.00		 48.61   	 249.24		
 46.14   	  15.26		 49.60   	 239.06		
 46.21   	  55.95		 50.56   	 223.80		
 46.43   	  91.56		 51.45   	 203.46		
 46.80   	 137.33		 52.27   	 178.03		
 47.34   	 183.11		 52.98   	 162.77		
 48.08   	 228.89		 53.63   	 152.59		
 48.99   	 249.24		 54.24   	 142.42		
 49.99   	 259.41		 54.81   	 127.16		
 51.03   	 264.50		 55.32   	 132.25		
 52.09   	 259.41		 55.85   	 127.16		
 53.12   	 264.50		 56.36   	 137.33		
 54.18   	 259.41		 56.91   	 142.42		
 55.22   	 264.50		 57.48   	 137.33		
 56.28   	 264.50		 58.03   	 137.33		
 57.33   	 274.67		 58.58   	 137.33		
 58.43   	 279.75		 59.12   	 122.07		
 59.55   	 289.93		 59.61   	 106.82		
 60.71   	 289.93		 60.04   	 101.73		
 61.87   	 300.10		 60.45   	  86.47		
 63.07   	 320.45		 60.79   	  76.30		
 64.35   	 340.79		 61.10   	  55.95		
 65.72   	 345.88		 61.32   	  40.69		
 67.10   	 350.97		 61.49   	  25.43		
 68.50   	 345.88		 61.59   	  15.26		
 69.89   	 345.88		 61.65   	  10.17		
 71.27   	 350.97		 61.69   	   0.00		
 72.68   	 345.88		 61.69   	   5.09		
 74.06   	 325.53		 61.71   	   5.09		
 75.36   	 284.84		 61.73   	  10.17		
 76.50   	 279.75		 61.77   	  10.17		
 77.62   	 284.84		 61.81   	  10.17		
 78.76   	 259.41		 61.85   	   5.09		
 79.80   	 208.54		 61.87   	  10.17		
 80.63   	 183.11		 61.91(S)	   0.00		
 81.36   	 188.20		 61.91   	 -10.17		
 82.12   	 178.03		 61.87   	 -15.26		
 82.83   	 157.68		 61.81   	 -25.43		
 83.46   	 116.99		 61.71   	 -40.69		
 83.93   	  81.38		 61.55   	 -50.86		
 84.25   	  50.86		 61.34   	 -66.12		
 84.46   	  45.78		 61.08   	 -71.21		
 84.64   	  71.21		 60.79   	 -81.38		
 84.92   	  91.56		 60.47   	 -91.56		
 85.29   	  71.21		 60.10   	-101.73		
 85.57   	  20.35		 59.69   	-106.82		
 85.66(S)	 -30.52		 59.27   	-116.99		
 85.53   	 -50.86		 58.80   	-116.99		
 85.33   	 -45.78		 58.33   	-132.25		
 85.15   	 -30.52		 57.80   	-142.42		
 85.03   	 -30.52		 57.23   	-152.59		
 84.90   	 -61.04		 56.62   	-162.77		
 84.66   	 -91.56		 55.97   	-183.11		
 84.29   	-106.82		 55.24   	-203.46		
 83.87   	 -81.38		 54.43   	-218.72		
 83.54   	 -61.04		 53.55   	-254.32		
 83.30   	 -66.12		 52.53   	-284.84		
 83.03   	-137.33		 51.39   	-391.66		
 82.48   	-157.68		 49.83   	-396.74		
 81.85   	-142.42		 48.24   	-406.92		
 81.28   	-106.82		 46.61   	-417.09		
 80.85   	 -96.64		 44.94   	-427.26		
 80.47   	-122.07		 43.23   	-427.26		
 79.98   	-147.51		 41.53   	-462.87		
 79.39   	-167.85		 39.67   	-493.39		
 78.72   	-172.94		 37.70   	-513.73		
 78.03   	-162.77		 35.65   	-518.82		
 77.38   	-152.59		 33.57   	-518.82		
 76.76   	-147.51		 31.50   	-513.73		
 76.17   	-152.59		 29.44   	-503.56		
 75.56   	-152.59		 27.43   	-483.21		
 74.95   	-167.85		 25.49   	-452.69		
 74.28   	-167.85		 23.68   	-432.35		
 73.61   	-172.94		 21.95   	-432.35		
 72.92   	-167.85		 20.22   	-422.18		
 72.25   	-152.59		 18.54   	-406.92		
 71.64   	-152.59		 16.91   	-371.31		
 71.03   	-137.33		 15.42   	-345.88		
 70.48   	-137.33		 14.04   	-330.62		
 69.93   	-127.16		 12.72   	-295.01		
 69.42   	-127.16		 11.54   	-259.41		
 68.91   	-122.07		 10.50   	-233.98		
 68.42   	-111.90		  9.56   	-203.46		
 67.98   	-106.82		  8.75   	-178.03		
 67.55   	-106.82		  8.04   	-147.51		
 67.12   	-111.90		  7.45   	-106.82		
 66.67   	-111.90		  7.02   	 -76.30		
 66.23   	-106.82		  6.71   	 -50.86		
 65.80   	 -96.64		  6.51   	 -30.52		
 65.41   	 -76.30		  6.39   	 -20.35		
 65.11   	 -76.30		  6.31   	 -20.35		
 64.80   	 -71.21		  6.23   	 -30.52		
 64.52   	 -76.30		  6.10   	 -25.43		
 64.21   	 -91.56		  6.00   	 -35.61		
 63.85   	 -91.56		  5.86   	 -40.69		
 63.48   	 -81.38		  5.70   	 -45.78		
 63.15   	 -66.12		  5.51   	 -45.78		
 62.89   	 -55.95		  5.33   	 -40.69		
 62.67   	 -50.86		  5.17   	 -35.61		
 62.46   	 -40.69		  5.03   	 -30.52		
 62.30   	 -40.69		  4.90   	 -25.43		
 62.14   	 -50.86		  4.80   	  -5.09		
 61.93   	 -45.78		  4.78(D)	   0.00		
 61.75   	 -40.69		  4.78   	  10.17		
 61.59   	 -45.78		  4.82   	  20.35		
 61.40   	 -40.69		  4.90   	  30.52		
 61.24   	 -45.78		  5.03   	  30.52		
 61.06   	 -40.69		  5.15   	  30.52		
 60.89   	 -40.69		  5.27   	  30.52		
 60.73   	 -35.61		  5.39   	  30.52		
 60.59   	 -30.52		  5.51   	  20.35		
 60.47   	 -25.43		  5.60   	  20.35		
 60.37   	 -20.35		  5.68   	  10.17		
 60.28   	 -30.52		  5.72   	   5.09		
 60.16   	 -35.61		  5.74   	   0.00		
 60.02   	 -40.69		  5.74   	  -5.09		
 59.86   	 -50.86		  5.72   	  -5.09		
 59.65   	 -45.78		  5.70   	 -10.17		
 59.47   	 -45.78		  5.66   	   0.00		
 59.29   	 -40.69		  5.66   	  -5.09		
 59.12   	 -25.43		  5.64   	   0.00		
 59.02   	 -15.26		  5.64   	  -5.09		
 58.96   	 -20.35		  5.62   	   0.00		
 58.88   	 -25.43		  5.62   	   5.09		
 58.78   	 -35.61		  5.64   	   5.09		
 58.64   	 -50.86		  5.66   	   5.09		
 58.43   	 -55.95		  5.68   	   5.09		
 58.21   	 -50.86		  5.70   	   5.09		
 58.01   	 -45.78		  5.72   	   5.09		
 57.82   	 -35.61		  5.74   	  10.17		
 57.68   	 -25.43		  5.78   	  10.17		
 57.58   	 -20.35		  5.82   	  10.17		
 57.50   	 -25.43		  5.86   	  10.17		
 57.40   	 -25.43		  5.90   	   5.09		
 57.29   	 -35.61		  5.92   	  10.17		
 57.15   	 -35.61		  5.96   	   5.09		
 57.01   	 -45.78		  5.98   	   5.09		
 56.83   	 -50.86		  6.00   	   5.09		
 56.62   	 -61.04		  6.02   	   0.00		
 56.38   	 -55.95		  6.02   	   5.09		
 56.15   	 -45.78		  6.04   	   0.00		
 55.97   	 -35.61		  6.04   	   0.00		
 55.83   	 -15.26		  6.04   	   5.09		
 55.77   	 -15.26		  6.06   	   5.09		
 55.71   	 -20.35		  6.08   	  10.17		
 55.63   	 -35.61		  6.12   	   5.09		
 55.48   	 -45.78		  6.14   	  10.17		
 55.30   	 -55.95		  6.19   	  10.17		
