SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
 84.23   	-273.44   	 72.82   	 -40.69		  7.51   	  15.26		
 92.16   	-299.07   	 72.65   	 -35.61		  7.57   	  10.17		
 98.27   	-327.15   	 72.51   	 -35.61		  7.61   	   0.00		
103.76   	-350.34   	 72.37   	 -40.69		  7.61   	   5.09		
107.73   	-364.69   	 72.21   	 -35.61		  7.63   	   0.00		
107.12   	-371.09   	 72.06   	 -35.61		  7.63   	   0.00		
 97.96   	-374.76   	 71.92   	 -35.61		  7.63   	   0.00		
 77.82   	-382.39   	 71.78   	 -35.61		  7.63   	  10.17		
 47.61   	-398.86   	 71.64   	 -35.61		  7.67   	  10.17		
 13.12   	-422.67   	 71.50   	 -40.69		  7.71   	  15.26		
-17.09   	-447.69   	 71.33   	 -35.61		  7.77   	  20.35		
-36.32   	-467.22   	 71.19   	 -35.61		  7.85   	  25.43		
-43.03   	-478.21   	 71.05   	 -30.52		  7.96   	  35.61		
-41.50   	-483.40   	 70.93   	 -35.61		  8.10   	  30.52		
-38.45   	-487.37   	 70.78   	 -35.61		  8.22   	  35.61		
-39.06   	-493.47   	 70.64   	 -30.52		  8.36   	  40.69		
-44.56   	-502.93   	 70.52   	 -30.52		  8.52   	  40.69		
-52.19   	-517.27   	 70.40   	 -30.52		  8.69   	  45.78		
-57.68   	-541.08   	 70.27   	 -25.43		  8.87   	  35.61		
-52.49   	-575.56   	 70.17   	 -35.61		  9.01   	  35.61		
-25.94   	-607.61   	 70.03   	 -30.52		  9.16   	  30.52		
 36.01   	-608.52   	 69.91   	 -30.52		  9.28   	  25.43		
146.48   	-544.13   	 69.79   	 -35.61		  9.38   	  25.43		
311.89   	-393.68   	 69.64   	 -35.61		  9.48   	  20.35		
524.60   	-167.24   	 69.50   	 -45.78		  9.56   	  20.35		
765.08   	 97.35   	 69.32   	 -45.78		  9.64   	  15.26		
989.07   	363.16   	 69.14   	 -45.78		  9.70   	  20.35		
1116.64   	607.61   	 68.95   	 -50.86		  9.79   	  20.35		
1062.01   	806.58   	 68.75   	 -50.86		  9.87   	  20.35		
303.04   	933.53(R)	 68.55   	 -45.78		  9.95(E)	  20.35		
-234.38   	823.06   	 68.36   	 -40.69		 10.03   	  25.43		
-664.06   	640.87   	 68.20   	 -35.61		 10.13   	  20.35		
-874.63   	462.04   	 68.06   	 -30.52		 10.21   	  20.35		
-865.78   	327.45   	 67.93   	 -30.52		 10.29   	  20.35		
-726.01   	213.01   	 67.81   	 -25.43		 10.38   	  25.43		
-563.35   	 64.09   	 67.71   	 -25.43		 10.48   	  30.52		
-438.84   	-140.99   	 67.61   	 -25.43		 10.60   	  30.52		
-353.39   	-358.89   	 67.51   	 -25.43		 10.72   	  30.52		
-280.76   	-520.32   	 67.41   	 -30.52		 10.84   	  35.61		
-204.77   	-589.60   	 67.28   	 -30.52		 10.99   	  40.69		
-132.45   	-592.04   	 67.16   	 -40.69		 11.15   	  50.86		
-79.96   	-581.67   	 67.00   	 -45.78		 11.35   	  71.21		
-55.54   	-594.79   	 66.82   	 -45.78		 11.64   	  86.47		
-52.80   	-627.75   	 66.63   	 -50.86		 11.98   	 101.73		
-57.68   	-657.65   	 66.43   	 -50.86		 12.39   	 132.25		
-56.46   	-668.95   	 66.23   	 -45.78		 12.92   	 188.20		
-45.47   	-664.67   	 66.04   	 -50.86		 13.67   	 228.89		
-29.60   	-655.82   	 65.84   	 -55.95		 14.59   	 213.63		
-15.87   	-650.63   	 65.62   	 -50.86		 15.44   	 228.89		
 -8.24   	-651.25   	 65.41   	 -45.78		 16.36   	 244.15		
 -6.10   	-655.82   	 65.23   	 -40.69		 17.33   	 223.80		
 -5.19   	-661.93   	 65.07   	 -35.61		 18.23   	 239.06		
 -2.75   	-668.03   	 64.92   	 -35.61		 19.19   	 305.19		
  1.53   	-672.30   	 64.78   	 -35.61		 20.41   	 340.79		
  7.02   	-675.05   	 64.64   	 -15.26		 21.77   	 376.40		
 12.21   	-675.66   	 64.58(D)	  15.26		 23.28   	 417.09		
 17.09   	-674.13   	 64.64   	  55.95		 24.94   	 432.35		
 22.58   	-669.56   	 64.86   	 132.25		 26.67   	 427.26		
 28.38   	-662.84   	 65.39   	 228.89		 28.38   	 412.00		
 35.10   	-654.30   	 66.31   	 330.62		 30.03   	 376.40		
 42.72   	-644.23   	 67.63   	 447.61		 31.54   	 335.71		
 51.57   	-634.16   	 69.42   	 549.34		 32.88   	 279.75		
 60.42   	-624.69   	 71.62   	 615.46		 34.00   	 233.98		
 69.58   	-617.37   	 74.08   	 666.32		 34.93   	 188.20		
 79.04   	-612.79   	 76.74   	 671.41		 35.69   	 142.42		
 88.50   	-610.66   	 79.43   	 640.89		 36.26   	 106.82		
 98.57   	-609.74   	 81.99   	 569.68		 36.68   	  76.30		
108.64   	-608.22   	 84.27   	 467.95		 36.99   	  50.86		
119.02   	-605.16   	 86.14   	 361.14		 37.19   	  30.52		
129.70   	-600.28   	 87.59   	 264.50		 37.31   	  20.35		
139.77   	-593.87   	 88.65   	 167.85		 37.40   	  15.26		
149.84   	-586.24   	 89.32   	  91.56		 37.46   	  15.26		
159.61   	-577.09   	 89.68   	  20.35		 37.52   	  10.17		
169.37   	-567.63   	 89.77   	 -25.43		 37.56(S)	   0.00		
179.44   	-558.17   	 89.66   	 -40.69		 37.56   	  -5.09		
189.82   	-550.54   	 89.50   	 -50.86		 37.54   	  -5.09		
200.81   	-545.04   	 89.30   	 -35.61		 37.52   	 -10.17		
211.79   	-541.69   	 89.16   	 -10.17		 37.48   	  -5.09		
223.08   	-539.55   	 89.11   	  15.26		 37.46   	 -15.26		
234.38   	-537.11   	 89.18   	  55.95		 37.40   	 -20.35		
246.28   	-533.14   	 89.40   	  86.47		 37.31   	 -25.43		
258.48   	-526.12   	 89.75   	 106.82		 37.21   	 -30.52		
270.69   	-516.66   	 90.17   	 122.07		 37.09   	 -45.78		
282.90   	-505.07   	 90.66   	 142.42		 36.91   	 -50.86		
294.19   	-494.69   	 91.23   	 157.68		 36.70   	 -55.95		
303.34   	-486.76   	 91.86   	 162.77		 36.48   	 -66.12		
310.97   	-481.57   	 92.51   	 162.77		 36.22   	 -66.12		
317.69   	-477.91   	 93.16   	 152.59		 35.95   	 -66.12		
324.71   	-473.63   	 93.77   	 142.42		 35.69   	 -66.12		
332.03   	-468.14   	 94.34   	 127.16		 35.42   	 -66.12		
339.66   	-462.65   	 94.85   	 127.16		 35.16   	 -66.12		
346.37   	-458.07   	 95.36   	 127.16		 34.89   	 -66.12		
351.26   	-455.63   	 95.87   	 127.16		 34.63   	 -61.04		
354.61   	-455.02   	 96.38   	 127.16		 34.38   	 -61.04		
356.75   	-454.71   	 96.89   	 137.33		 34.14   	 -55.95		
358.28   	-453.80   	 97.44   	 132.25		 33.92   	 -45.78		
360.11   	-451.66   	 97.97   	 122.07		 33.73   	 -40.69		
361.63   	-448.30   	 98.45   	 111.90		 33.57   	 -35.61		
361.94   	-444.03   	 98.90   	 106.82		 33.43   	 -30.52		
360.11   	-440.06   	 99.33   	  96.64		 33.31   	 -25.43		
354.92   	-436.71   	 99.71   	  66.12		 33.20   	 -20.35		
345.76   	-435.79   	 99.98   	  66.12		 33.12   	 -15.26		
333.25   	-438.54   	100.24   	  50.86		 33.06   	 -10.17		
317.69   	-444.95   	100.45   	  45.78		 33.02   	  -5.09		
299.07   	-454.41   	100.63   	  20.35		 33.00   	  -5.09		
277.40   	-466.00   	100.71(S)	   0.00		 32.98   	  -5.09		
253.60   	-479.13   	100.71   	 -20.35		 32.96   	   0.00		
228.27   	-493.47   	100.63   	 -30.52		 32.96   	  -5.09		
202.64   	-509.34   	100.51   	 -40.69		 32.94   	  -5.09		
177.92   	-525.82   	100.35   	 -61.04		 32.92   	 -10.17		
155.03   	-543.21   	100.10   	 -71.21		 32.88   	 -15.26		
134.58   	-560.61   	 99.82   	 -81.38		 32.82   	 -30.52		
117.19   	-578.00   	 99.49   	 -76.30		 32.70   	 -35.61		
102.54   	-595.09   	 99.19   	 -71.21		 32.55   	 -55.95		
 90.33   	-611.88   	 98.90   	 -76.30		 32.33   	 -76.30		
 79.96   	-628.05   	 98.60   	 -76.30		 32.02   	-101.73		
 71.41   	-643.31   	 98.29   	 -81.38		 31.62   	-122.07		
 64.70   	-657.65   	 97.97   	 -81.38		 31.13   	-157.68		
 59.81   	-669.56   	 97.64   	 -91.56		 30.50   	-167.85		
 56.15   	-678.71   	 97.27   	 -91.56		 29.83   	-188.20		
 53.71   	-684.51   	 96.91   	 -96.64		 29.07   	-218.72		
 51.57   	-687.26   	 96.52   	-116.99		 28.20   	-223.80		
 50.35   	-687.87   	 96.05   	-132.25		 27.30   	-228.89		
 49.44   	-687.87   	 95.52   	-152.59		 26.39   	-244.15		
 48.83   	-688.17   	 94.91   	-183.11		 25.41   	-239.06		
 48.52   	-689.39   	 94.18   	-203.46		 24.46   	-239.06		
 47.91   	-691.53   	 93.37   	-218.72		 23.50   	-239.06		
 47.61   	-694.27   	 92.49   	-228.89		 22.54   	-233.98		
 47.30   	-697.94   	 91.58   	-218.72		 21.61   	-233.98		
 47.61   	-702.21   	 90.70   	-198.37		 20.67   	-233.98		
 48.22   	-706.79   	 89.91   	-178.03		 19.74   	-244.15		
 49.13   	-711.06   	 89.20   	-142.42		 18.76   	-264.50		
 50.66   	-713.81   	 88.63   	-111.90		 17.70   	-295.01		
 51.88   	-715.94   	 88.18   	 -76.30		 16.52   	-335.71		
 53.10   	-718.08   	 87.87   	 -55.95		 15.18   	-361.14		
 53.71   	-720.21   	 87.65   	 -35.61		 13.73   	-381.48		
 53.71   	-722.66   	 87.51   	 -30.52		 12.21   	-366.22		
 52.80   	-724.49   	 87.39   	 -25.43		 10.74   	-335.71		
 51.57   	-725.71   	 87.28   	 -25.43		  9.40   	-295.01		
 51.27   	-726.62   	 87.18   	 -40.69		  8.22   	-239.06		
 51.57   	-728.15   	 87.02   	 -55.95		  7.26   	-188.20		
 52.49   	-730.90   	 86.80   	 -71.21		  6.51   	-132.25		
 52.49   	-734.56   	 86.51   	 -81.38		  5.98   	-101.73		
 51.27   	-738.22   	 86.18   	 -96.64		  5.57   	 -61.04		
 48.52   	-740.97   	 85.80   	-106.82		  5.33   	 -40.69		
 45.78   	-743.10   	 85.37   	-106.82		  5.17   	 -20.35		
 43.33   	-745.54   	 84.94   	-111.90		  5.09   	  -5.09		
 42.42   	-749.21   	 84.50   	-111.90		  5.07(D)	   5.09		
 41.81   	-753.78   	 84.05   	-106.82		  5.09   	  10.17		
 41.50   	-758.06   	 83.62   	-101.73		  5.13   	  30.52		
 40.89   	-760.19   	 83.21   	 -91.56		  5.25   	  35.61		
 39.98   	-760.19   	 82.85   	 -86.47		  5.39   	  40.69		
 38.76   	-758.67   	 82.50   	 -81.38		  5.55   	  30.52		
 37.54   	-757.45   	 82.18   	 -71.21		  5.68   	  30.52		
 36.32   	-756.84   	 81.89   	 -71.21		  5.80   	  20.35		
 35.71   	-756.84   	 81.61   	 -66.12		  5.88   	  30.52		
 35.40   	-756.53   	 81.34   	 -66.12		  6.00   	  30.52		
 36.01   	-756.53   	 81.08   	 -66.12		  6.12   	  40.69		
 37.54   	-756.23   	 80.81   	 -66.12		  6.29   	  45.78		
 39.67   	-755.92   	 80.55   	 -61.04		  6.47   	  35.61		
 41.81   	-755.31   	 80.30   	 -66.12		  6.61   	  25.43		
 43.64   	-754.39   	 80.04   	 -71.21		  6.71   	   0.00		
 45.47   	-752.87   	 79.76   	 -71.21		  6.71   	 -20.35		
 47.00   	-750.73   	 79.47   	 -66.12		  6.63   	 -40.69		
 48.52   	-748.29   	 79.21   	 -66.12		  6.47   	 -45.78		
 50.05   	-746.77   	 78.94   	 -66.12		  6.29   	 -55.95		
 51.27   	-746.46   	 78.68   	 -61.04		  6.06   	 -55.95		
 51.88   	-747.07   	 78.43   	 -55.95		  5.84   	 -61.04		
 51.88   	-747.38   	 78.21   	 -55.95		  5.60   	 -50.86		
 51.57   	-746.77   	 77.99   	 -50.86		  5.39   	 -30.52		
 51.88   	-745.54   	 77.78   	 -50.86		  5.27   	 -15.26		
 52.80   	-744.93   	 77.58   	 -45.78		  5.21   	   5.09		
 54.32   	-746.15   	 77.40   	 -45.78		  5.23   	  20.35		
 55.24   	-748.90   	 77.21   	 -40.69		  5.31   	  35.61		
 54.93   	-751.95   	 77.05   	 -45.78		  5.45   	  50.86		
 53.71   	-753.17   	 76.87   	 -45.78		  5.66   	  55.95		
 51.57   	-752.56   	 76.68   	 -50.86		  5.88   	  55.95		
 49.44   	-750.73   	 76.48   	 -45.78		  6.10   	  55.95		
 47.91   	-749.21   	 76.30   	 -55.95		  6.33   	  50.86		
 47.61   	-749.51   	 76.07   	 -50.86		  6.53   	  45.78		
 48.22   	-751.95   	 75.87   	 -50.86		  6.71   	  30.52		
 48.83   	-755.00   	 75.67   	 -50.86		  6.84   	  25.43		
 49.13   	-758.06   	 75.46   	 -55.95		  6.94   	  10.17		
 49.44   	-759.58   	 75.24   	 -50.86		  6.98   	   0.00		
 49.74   	-760.50   	 75.04   	 -50.86		  6.98   	  -5.09		
 49.74   	-761.41   	 74.83   	 -45.78		  6.96   	 -10.17		
 48.83   	-762.63   	 74.65   	 -45.78		  6.92   	 -15.26		
 47.00   	-763.55   	 74.47   	 -50.86		  6.86   	 -15.26		
 44.25   	-763.24   	 74.26   	 -40.69		  6.80   	 -15.26		
 41.20   	-762.33   	 74.10   	 -45.78		  6.73   	 -15.26		
 38.76   	-761.11   	 73.92   	 -40.69		  6.67   	 -10.17		
 37.54   	-761.11   	 73.75   	 -40.69		  6.63   	 -10.17		
 36.62   	-763.24   	 73.59   	 -40.69		  6.59   	   0.00		
 35.40   	-766.60   	 73.43   	 -40.69		  6.59   	   0.00		
 33.87   	-769.96   	 73.27   	 -40.69		  6.59   	   5.09		
 31.43   	-771.79   	 73.10   	 -35.61		  6.61   	  10.17		
 29.30   	-772.40   	 72.96   	 -40.69		  6.65   	  10.17		
 28.38   	-772.71   	 72.80   	 -35.61		  6.69   	  15.26		
 28.38   	-773.01   	 72.65   	 -40.69		  6.75   	  20.35		
 28.99   	-773.01   	 72.49   	 -40.69		  6.84   	  15.26		
 29.60   	-772.71   	 72.33   	 -35.61		  6.90   	  20.35		
 29.30   	-771.79   	 72.19   	 -40.69		  6.98   	  20.35		
 28.38   	-770.87   	 72.02   	 -40.69		  7.06   	  20.35		
 27.77   	-769.96   	 71.86   	 -40.69		  7.14   	  15.26		
 28.69   	-769.65   	 71.70   	 -40.69		  7.20   	  15.26		
 31.43   	-769.04   	 71.54   	 -40.69		  7.26   	  15.26		
 35.10   	-768.13   	 71.37   	 -45.78		  7.32   	  15.26		
 39.06   	-765.99   	 71.19   	 -35.61		  7.39   	  10.17		
 43.33   	-762.94   	 71.05   	 -40.69		  7.43   	  10.17		
 47.91   	-759.28   	 70.88   	 -40.69		  7.47   	  10.17		
 54.93   	-755.31   	 70.72   	 -40.69		  7.51   	  10.17		
 64.70   	-751.95   	 70.56   	 -40.69		  7.55   	   5.09		
 75.68   	-748.90   	 70.40   	 -40.69		  7.57   	  10.17		
 85.45   	-744.63   	 70.23   	 -40.69		  7.61   	   5.09		
 91.25   	-735.78   	 70.07   	 -40.69		  7.63   	  10.17		
 92.47   	-721.13   	 69.91   	 -40.69		  7.67   	  10.17		
 91.55   	-700.07   	 69.75   	 -40.69		  7.71   	  10.17		
 92.47   	-675.66   	 69.58   	 -35.61		  7.75   	   5.09		
 98.27   	-653.99   	 69.44   	 -35.61		  7.77   	  10.17		
108.34   	-641.48   	 69.30   	 -35.61		  7.81   	  10.17		
120.54   	-641.48   	 69.16   	 -35.61		  7.85   	  15.26		
131.23   	-654.30   	 69.01   	 -40.69		  7.91   	  10.17		
138.85   	-674.74   	 68.85   	 -35.61		  7.96   	  15.26		
143.74   	-695.19   	 68.71   	 -40.69		  8.02   	  10.17		
147.09   	-709.23   	 68.55   	 -35.61		  8.06   	  15.26		
148.62   	-715.33   	 68.40   	 -35.61		  8.12   	  15.26		
145.57   	-716.86   	 68.26   	 -40.69		  8.18   	  10.17		
134.28   	-719.30   	 68.10   	 -35.61		  8.22   	  15.26		
112.61   	-727.54   	 67.95   	 -35.61		  8.28   	  15.26		
 81.79   	-743.41   	 67.81   	 -35.61		  8.34   	  15.26		
 47.61   	-764.47   	 67.67   	 -35.61		  8.40   	  20.35		
 17.09   	-784.61   	 67.53   	 -35.61		  8.48   	  15.26		
 -3.66   	-798.03   	 67.39   	 -30.52		  8.55   	  15.26		
-11.90   	-801.70   	 67.26   	 -30.52		  8.61   	  20.35		
-10.68   	-798.34   	 67.14   	 -30.52		  8.69   	  20.35		
 -7.32   	-792.85   	 67.02   	 -30.52		  8.77   	  20.35		
 -7.02   	-790.41   	 66.90   	 -30.52		  8.85   	  25.43		
-12.51   	-794.07   	 66.77   	 -25.43		  8.95   	  20.35		
-21.36   	-807.19   	 66.67   	 -25.43		  9.03   	  30.52		
-26.86   	-832.82   	 66.57   	 -25.43		  9.16   	  25.43		
-17.70   	-866.39   	 66.47   	 -25.43		  9.26   	  30.52		
 18.92   	-889.28(R)	 66.37   	 -25.43		  9.38(E)	  30.52		
 97.05   	-870.67   	 66.27   	 -30.52		  9.50   	  25.43		
227.36   	-779.72   	 66.14   	 -30.52		  9.60   	  25.43		
411.38   	-603.64   	 66.02   	 -35.61		  9.70   	  20.35		
639.04   	-360.41   	 65.88   	 -40.69		  9.79   	  25.43		
886.23   	-87.59   	 65.72   	 -40.69		  9.89   	  20.35		
1100.16   	181.58   	 65.55   	 -45.78		  9.97   	  15.26		
1193.85   	422.97   	 65.37   	 -55.95		 10.03   	  20.35		
737.92   	690.31   	 65.15   	 -50.86		 10.11   	  15.26		
216.98   	655.52   	 64.94   	 -45.78		 10.17   	  15.26		
-323.79   	514.53   	 64.76   	 -45.78		 10.23   	  15.26		
-713.50   	328.06   	 64.58   	 -40.69		 10.29   	  15.26		
-862.12   	162.35   	 64.41   	 -35.61		 10.36   	  15.26		
-797.12   	 34.18   	 64.27   	 -30.52		 10.42   	  15.26		
-626.22   	-94.60   	 64.15   	 -30.52		 10.48   	  15.26		
-457.46   	-268.25   	 64.03   	 -25.43		 10.54   	  15.26		
-339.05   	-479.43   	 63.93   	 -25.43		 10.60   	  15.26		
-260.01   	-668.64   	 63.82   	 -25.43		 10.66   	  25.43		
-189.82   	-776.98   	 63.72   	 -20.35		 10.76   	  30.52		
-115.97   	-797.12   	 63.64   	 -25.43		 10.89   	  40.69		
-48.52   	-772.40   	 63.54   	 -25.43		 11.05   	  66.12		
 -3.97   	-756.23   	 63.44   	 -35.61		 11.31   	  86.47		
 12.51   	-768.74   	 63.30   	 -35.61		 11.66   	  91.56		
 10.38   	-796.20   	 63.15   	 -45.78		 12.02   	 111.90		
  5.19   	-816.96   	 62.97   	 -45.78		 12.47   	 142.42		
  7.63   	-824.28   	 62.79   	 -50.86		 13.04   	 188.20		
 18.62   	-823.97   	 62.58   	 -50.86		 13.79   	 289.93		
 32.04   	-823.06   	 62.38   	 -55.95		 14.95   	 340.79		
 41.50   	-823.97   	 62.16   	 -50.86		 16.32   	 325.53		
 45.78   	-824.28   	 61.95   	 -50.86		 17.62   	 335.71		
 47.30   	-821.84   	 61.75   	 -45.78		 18.96   	 320.45		
 49.44   	-816.65   	 61.57   	 -35.61		 20.24   	 295.01		
 53.71   	-809.63   	 61.42   	 -25.43		 21.42   	 284.84		
 58.59   	-802.31   	 61.32(D)	   0.00		 22.56   	 274.67		
 62.87   	-795.59   	 61.32   	  45.78		 23.66   	 269.58		
 66.22   	-790.10   	 61.51   	 116.99		 24.74   	 269.58		
 68.66   	-785.83   	 61.97   	 213.63		 25.82   	 274.67		
 70.80   	-782.47   	 62.83   	 335.71		 26.92   	 274.67		
 73.55   	-780.03   	 64.17   	 447.61		 28.02   	 274.67		
 77.21   	-778.20   	 65.96   	 569.68		 29.11   	 274.67		
 80.87   	-775.76   	 68.24   	 656.15		 30.21   	 274.67		
 84.53   	-771.18   	 70.86   	 717.19		 31.31   	 264.50		
 87.89   	-764.47   	 73.73   	 737.54		 32.37   	 249.24		
 91.86   	-756.53   	 76.68   	 712.10		 33.37   	 223.80		
 97.05   	-748.29   	 79.53   	 651.07		 34.26   	 203.46		
103.15   	-739.75   	 82.14   	 554.42		 35.08   	 188.20		
109.56   	-730.59   	 84.35   	 437.43		 35.83   	 157.68		
115.97   	-720.83   	 86.10   	 320.45		 36.46   	 137.33		
121.77   	-710.75   	 87.39   	 208.54		 37.01   	 111.90		
127.56   	-702.21   	 88.22   	 106.82		 37.46   	  91.56		
133.67   	-696.11   	 88.65   	  35.61		 37.82   	  71.21		
140.08   	-692.75   	 88.79   	 -15.26		 38.11   	  45.78		
147.09   	-690.00   	 88.73   	 -55.95		 38.29   	  20.35		
155.03   	-685.73   	 88.50   	 -61.04		 38.37(S)	   0.00		
163.57   	-679.02   	 88.26   	 -61.04		 38.37   	 -20.35		
172.73   	-670.17   	 88.02   	 -30.52		 38.29   	 -35.61		
181.88   	-661.01   	 87.89   	  20.35		 38.15   	 -50.86		
191.04   	-652.47   	 87.98   	  66.12		 37.94   	 -61.04		
199.28   	-643.92   	 88.24   	 101.73		 37.70   	 -71.21		
207.52   	-634.77   	 88.65   	 132.25		 37.42   	 -71.21		
215.76   	-623.78   	 89.18   	 162.77		 37.13   	 -71.21		
224.61   	-611.88   	 89.83   	 178.03		 36.85   	 -71.21		
234.68   	-599.98   	 90.54   	 172.94		 36.56   	 -61.04		
244.75   	-589.60   	 91.23   	 162.77		 36.32   	 -61.04		
254.52   	-579.83   	 91.88   	 132.25		 36.07   	 -61.04		
263.06   	-570.98   	 92.41   	 106.82		 35.83   	 -61.04		
270.39   	-562.44   	 92.84   	  86.47		 35.58   	 -61.04		
276.79   	-554.81   	 93.18   	  81.38		 35.34   	 -61.04		
282.59   	-547.49   	 93.51   	  86.47		 35.10   	 -66.12		
288.70   	-540.47   	 93.86   	  96.64		 34.83   	 -61.04		
294.80   	-532.23   	 94.24   	 116.99		 34.59   	 -66.12		
300.90   	-522.77   	 94.71   	 132.25		 34.32   	 -61.04		
306.70   	-512.08   	 95.24   	 147.51		 34.08   	 -61.04		
311.89   	-502.01   	 95.83   	 152.59		 33.84   	 -50.86		
317.08   	-493.77   	 96.44   	 157.68		 33.63   	 -45.78		
321.66   	-487.98   	 97.07   	 152.59		 33.45   	 -30.52		
325.32   	-484.31   	 97.68   	 142.42		 33.33   	 -30.52		
328.06   	-480.65   	 98.25   	 132.25		 33.20   	 -15.26		
328.67   	-474.85   	 98.78   	 132.25		 33.14   	  -5.09		
326.84   	-466.61   	 99.31   	 101.73		 33.12   	   0.00		
322.27   	-457.15   	 99.71   	  61.04		 33.12   	   5.09		
315.25   	-449.83   	 99.96   	  30.52		 33.14   	  10.17		
305.18   	-447.39   	100.08(S)	   0.00		 33.18   	  15.26		
292.36   	-451.05   	100.08   	 -20.35		 33.25   	  10.17		
276.79   	-459.59   	100.00   	 -20.35		 33.29   	  10.17		
258.48   	-471.50   	 99.92   	 -20.35		 33.33   	  10.17		
238.04   	-484.92   	 99.84   	 -30.52		 33.37   	   0.00		
216.06   	-498.66   	 99.71   	 -45.78		 33.37   	 -10.17		
192.87   	-512.70   	 99.53   	 -55.95		 33.33   	 -20.35		
169.68   	-526.73   	 99.31   	 -66.12		 33.25   	 -30.52		
146.79   	-540.77   	 99.04   	 -76.30		 33.12   	 -40.69		
125.12   	-555.11   	 98.74   	 -76.30		 32.96   	 -55.95		
105.29   	-568.85   	 98.43   	 -71.21		 32.74   	 -71.21		
 88.50   	-582.58   	 98.15   	 -66.12		 32.45   	 -86.47		
 74.77   	-595.70   	 97.88   	 -66.12		 32.11   	-101.73		
 63.78   	-608.83   	 97.62   	 -71.21		 31.70   	-116.99		
 55.54   	-621.64   	 97.33   	 -86.47		 31.23   	-142.42		
 48.52   	-633.24   	 96.99   	 -96.64		 30.66   	-157.68		
 43.33   	-643.62   	 96.60   	-101.73		 30.03   	-167.85		
 39.06   	-651.86   	 96.19   	-111.90		 29.36   	-188.20		
 36.32   	-658.26   	 95.75   	-122.07		 28.61   	-203.46		
 34.18   	-662.54   	 95.26   	-142.42		 27.79   	-213.63		
 32.65   	-664.37   	 94.69   	-157.68		 26.94   	-218.72		
 31.43   	-663.76   	 94.06   	-167.85		 26.06   	-228.89		
 30.52   	-661.93   	 93.39   	-188.20		 25.15   	-233.98		
 29.91   	-660.71   	 92.63   	-208.54		 24.21   	-233.98		
 29.60   	-660.10   	 91.80   	-208.54		 23.28   	-233.98		
 28.69   	-660.71   	 90.97   	-208.54		 22.34   	-233.98		
 27.77   	-661.62   	 90.13   	-193.29		 21.40   	-228.89		
 27.16   	-662.23   	 89.36   	-172.94		 20.49   	-239.06		
 26.55   	-662.23   	 88.67   	-147.51		 19.53   	-264.50		
 26.86   	-662.23   	 88.08   	-116.99		 18.47   	-300.10		
 27.77   	-662.54   	 87.61   	 -91.56		 17.27   	-335.71		
 28.38   	-663.15   	 87.24   	 -61.04		 15.93   	-361.14		
 28.69   	-664.06   	 87.00   	 -45.78		 14.49   	-381.48		
 28.38   	-664.37   	 86.82   	 -30.52		 12.96   	-371.31		
 28.08   	-664.06   	 86.69   	 -25.43		 11.48   	-340.79		
 27.47   	-663.76   	 86.59   	 -30.52		 10.11   	-295.01		
 27.16   	-663.76   	 86.47   	 -40.69		  8.93   	-244.15		
 26.86   	-664.67   	 86.31   	 -50.86		  7.96   	-193.29		
 26.25   	-667.11   	 86.10   	 -61.04		  7.18   	-142.42		
 24.72   	-670.17   	 85.86   	 -76.30		  6.61   	-106.82		
 22.58   	-672.61   	 85.55   	 -91.56		  6.19   	 -66.12		
 19.84   	-674.74   	 85.19   	 -96.64		  5.92   	 -40.69		
 17.09   	-676.57   	 84.80   	-106.82		  5.76   	 -15.26		
 14.65   	-678.10   	 84.37   	-101.73		  5.70   	   5.09		
 12.51   	-679.02   	 83.97   	-106.82		  5.72   	  15.26		
 10.38   	-679.32   	 83.54   	-106.82		  5.78   	  30.52		
  7.93   	-678.41   	 83.11   	-101.73		  5.90   	  35.61		
  5.19   	-677.19   	 82.71   	 -96.64		  6.04   	  35.61		
  2.14   	-676.27   	 82.32   	 -91.56		  6.19   	  40.69		
 -0.92   	-676.88   	 81.95   	 -91.56		  6.35   	  45.78		
 -3.97   	-679.02   	 81.59   	 -81.38		  6.53   	  45.78		
 -6.71   	-682.37   	 81.26   	 -81.38		  6.71   	  50.86		
 -9.16   	-684.81   	 80.94   	 -76.30		  6.92   	  55.95		
-11.90   	-685.42   	 80.63   	 -76.30		  7.14   	  50.86		
-14.95   	-682.98   	 80.33   	 -71.21		  7.34   	  45.78		
-18.01   	-679.02   	 80.04   	 -66.12		  7.53   	  20.35		
-21.06   	-675.05   	 79.78   	 -61.04		  7.61   	 -10.17		
-23.50   	-673.22   	 79.53   	 -66.12		  7.57   	 -45.78		
-24.72   	-672.91   	 79.27   	 -66.12		  7.39   	 -86.47		
-25.02   	-673.22   	 79.00   	 -61.04		  7.04   	-106.82		
-25.02   	-673.52   	 78.76   	 -61.04		  6.61   	-132.25		
-25.63   	-673.22   	 78.51   	 -66.12		  6.08   	-132.25		
-26.55   	-672.91   	 78.25   	 -61.04		  5.55   	-111.90		
-28.38   	-673.22   	 78.01   	 -61.04		  5.11   	 -91.56		
-30.21   	-674.13   	 77.76   	 -61.04		  4.74   	 -55.95		
