SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		
107.12   	-175.17   	  3.76   	-483.21		 94.14   	-198.37		
106.51   	-177.00   	  1.83   	-447.61		 93.35   	-208.54		
107.12   	-177.61   	  0.04   	-356.05		 92.51   	-218.72		
108.03   	-177.92   	 -1.38   	-269.58		 91.64   	-223.80		
108.64   	-177.92   	 -2.46   	-203.46		 90.74   	-233.98		
108.64   	-178.53   	 -3.28   	-162.77		 89.81   	-249.24		
108.34   	-177.61   	 -3.93   	 -91.56		 88.81   	-264.50		
108.03   	-174.56   	 -4.29   	 -25.43		 87.75   	-269.58		
107.73   	-169.98   	 -4.39   	  20.35		 86.67   	-244.15		
106.81   	-165.71   	 -4.31   	  45.78		 85.70   	-244.15		
104.37   	-162.96   	 -4.13   	  66.12		 84.72   	-233.98		
101.32   	-162.05   	 -3.87   	 101.73		 83.78   	-203.46		
 97.96   	-161.44   	 -3.46   	 122.07		 82.97   	-188.20		
 94.91   	-159.61   	 -2.97   	 116.99		 82.22   	-157.68		
 92.77   	-156.56   	 -2.50   	 127.16		 81.59   	-111.90		
 90.94   	-152.28   	 -1.99   	 127.16		 81.14   	 -76.30		
 88.81   	-148.32   	 -1.49   	 111.90		 80.83   	 -45.78		
 86.67   	-144.96   	 -1.04   	  86.47		 80.65   	 -45.78		
 84.53   	-142.21   	 -0.69   	  96.64		 80.47   	 -66.12		
 82.70   	-140.08   	 -0.31   	  96.64		 80.20   	 -91.56		
 81.79   	-138.24   	  0.08   	  76.30		 79.84   	-101.73		
 81.79   	-137.63   	  0.39   	  71.21		 79.43   	 -91.56		
 81.79   	-137.94   	  0.67   	  71.21		 79.06   	 -86.47		
 81.48   	-139.77   	  0.96   	  50.86		 78.72   	 -76.30		
 79.96   	-141.91   	  1.16   	  30.52		 78.41   	 -66.12		
 77.82   	-144.35   	  1.28   	  25.43		 78.15   	 -71.21		
 75.38   	-145.87   	  1.38   	  20.35		 77.86   	 -86.47		
 72.63   	-146.79   	  1.46   	 -10.17		 77.52   	 -86.47		
 70.19   	-146.79   	  1.42   	 -30.52		 77.17   	 -81.38		
 67.14   	-146.48   	  1.30   	 -30.52		 76.85   	 -81.38		
 63.48   	-146.48   	  1.18   	 -25.43		 76.52   	 -81.38		
 59.20   	-146.79   	  1.08   	 -61.04		 76.20   	 -86.47		
 54.93   	-146.79   	  0.83   	 -91.56		 75.85   	 -76.30		
 51.88   	-147.09   	  0.47   	 -86.47		 75.54   	 -55.95		
 50.35   	-146.79   	  0.12   	 -66.12		 75.32   	 -40.69		
 50.96   	-145.57   	 -0.14   	 -61.04		 75.16   	 -25.43		
 53.41   	-144.04   	 -0.39   	 -76.30		 75.06   	 -15.26		
 56.46   	-142.52   	 -0.69   	 -55.95		 74.99   	  -5.09		
 58.90   	-141.30   	 -0.92   	 -25.43		 74.97   	  15.26		
 59.81   	-140.69   	 -1.02   	   0.00		 75.04   	  30.52		
 59.20   	-140.99   	 -1.02   	   5.09		 75.16   	  35.61		
 57.98   	-141.30   	 -1.00   	  30.52		 75.30   	   5.09		
 57.37   	-141.60   	 -0.87   	  50.86		 75.32   	 -10.17		
 58.29   	-141.60   	 -0.67   	  61.04		 75.28   	 -15.26		
 60.42   	-141.91   	 -0.43   	  55.95		 75.22   	 -20.35		
 62.87   	-142.52   	 -0.20   	  50.86		 75.14   	 -25.43		
 65.00   	-142.52   	  0.00   	  71.21		 75.04   	 -35.61		
 65.92   	-142.21   	  0.28   	  86.47		 74.89   	 -35.61		
 66.22   	-140.99   	  0.63   	  86.47		 74.75   	 -35.61		
 66.22   	-139.16   	  0.98   	  76.30		 74.61   	 -25.43		
 67.14   	-136.72   	  1.28   	  71.21		 74.51   	 -15.26		
 67.75   	-134.89   	  1.57   	  66.12		 74.45   	 -20.35		
 67.14   	-133.97   	  1.83   	  71.21		 74.36   	 -25.43		
 65.61   	-133.97   	  2.12   	  55.95		 74.26   	 -25.43		
 63.48   	-134.89   	  2.34   	  35.61		 74.16   	 -25.43		
 61.95   	-135.19   	  2.48   	  30.52		 74.06   	 -25.43		
 62.26   	-134.58   	  2.60   	  35.61		 73.96   	 -30.52		
 63.78   	-133.36   	  2.75   	  15.26		 73.83   	 -10.17		
 64.70   	-132.14   	  2.81   	  10.17		 73.79   	 -10.17		
 65.00   	-130.92   	  2.85   	  15.26		 73.75   	  -5.09		
 65.00   	-129.09   	  2.91   	  20.35		 73.73   	  -5.09		
 65.31   	-126.95   	  2.99   	   5.09		 73.71   	 -15.26		
 65.31   	-125.12   	  3.01   	   5.09		 73.65   	 -10.17		
 65.00   	-125.43   	  3.03   	  -5.09		 73.61   	  -5.09		
 64.09   	-127.56   	  3.01   	  -5.09		 73.59   	 -15.26		
 63.78   	-130.31   	  2.99   	 -10.17		 73.53   	 -15.26		
 65.00   	-131.53   	  2.95   	 -10.17		 73.47   	 -10.17		
 68.36   	-129.39   	  2.91   	  -5.09		 73.43   	 -10.17		
 72.33   	-126.04   	  2.89   	 -15.26		 73.39   	 -30.52		
 75.07   	-123.60   	  2.83   	 -15.26		 73.27   	 -30.52		
 75.38   	-124.82   	  2.77   	 -20.35		 73.14   	 -45.78		
 72.63   	-129.09   	  2.69   	 -15.26		 72.96   	 -66.12		
 68.66   	-134.28   	  2.62   	 -20.35		 72.70   	 -61.04		
 64.70   	-137.02   	  2.54   	 -20.35		 72.45   	 -50.86		
 61.34   	-137.02   	  2.46   	 -20.35		 72.25   	 -40.69		
 58.29   	-135.19   	  2.38   	 -15.26		 72.09   	 -30.52		
 55.24   	-133.67   	  2.32   	 -20.35		 71.96   	 -20.35		
 52.80   	-133.97   	  2.24   	 -10.17		 71.88   	 -25.43		
 51.88   	-135.19   	  2.20   	 -20.35		 71.78   	 -30.52		
 53.10   	-135.80   	  2.12   	 -20.35		 71.66   	 -30.52		
 56.46   	-134.89   	  2.03   	 -10.17		 71.54   	 -35.61		
 60.12   	-132.75   	  1.99   	  -5.09		 71.39   	 -45.78		
 62.56   	-130.00   	  1.97   	  -5.09		 71.21   	 -45.78		
 63.78   	-127.87   	  1.95   	 -10.17		 71.03   	 -45.78		
 63.78   	-125.43   	  1.91   	 -10.17		 70.84   	 -45.78		
 63.78   	-122.68   	  1.87   	   0.00		 70.66   	 -40.69		
 65.00   	-117.19   	  1.87   	   5.09		 70.50   	 -30.52		
 69.27   	-107.12   	  1.89   	   0.00		 70.38   	 -30.52		
 78.13   	-86.36   	  1.89   	   0.00		 70.25   	 -25.43		
 92.16   	-50.96   	  1.89   	   5.09		 70.15   	 -35.61		
108.03   	 -2.44   	  1.91   	  10.17		 70.01   	 -45.78		
120.85   	 49.74   	  1.95   	   5.09		 69.83   	 -40.69		
126.34   	 91.55   	  1.97   	   5.09		 69.66   	 -45.78		
124.82   	112.61   	  1.99   	  15.26		 69.48   	 -45.78		
122.68   	113.83   	  2.05   	  20.35		 69.30   	 -35.61		
127.87   	108.03   	  2.14   	  10.17		 69.16   	 -40.69		
144.96   	106.81   	  2.18   	   5.09		 68.99   	 -35.61		
169.07   	112.92   	  2.20   	  10.17		 68.85   	 -30.52		
187.99   	115.66   	  2.24   	  20.35		 68.73   	 -35.61		
189.82   	101.93   	  2.32   	  10.17		 68.59   	 -30.52		
170.59   	 66.53   	  2.36   	   0.00		 68.46   	 -30.52		
137.33   	 16.78   	  2.36   	   0.00		 68.34   	 -35.61		
104.06   	-33.87   	  2.36   	   5.09		 68.20   	 -40.69		
 83.62   	-72.02   	  2.38   	   5.09		 68.04   	 -35.61		
 78.43   	-93.99   	  2.40   	   0.00		 67.89   	 -35.61		
 81.79   	-103.45   	  2.40   	  -5.09		 67.75   	 -35.61		
 81.79   	-109.86   	  2.38   	   5.09		 67.61   	 -35.61		
 71.11   	-119.63   	  2.40   	   5.09		 67.47   	 -30.52		
 50.66   	-134.89   	  2.42   	   5.09		 67.34   	 -30.52		
 27.77   	-151.37   	  2.44   	 -10.17		 67.22   	 -30.52		
 11.29   	-164.18   	  2.40   	   5.09		 67.10   	 -25.43		
  4.27   	-169.07   	  2.42   	  15.26		 67.00   	 -30.52		
  4.88   	-166.63   	  2.48   	  10.17		 66.88   	 -35.61		
  7.02   	-161.13   	  2.52   	  -5.09		 66.73   	 -40.69		
  7.32   	-155.64   	  2.50   	   0.00		 66.57   	 -40.69		
  5.19   	-151.67   	  2.50   	  10.17		 66.41   	 -40.69		
  3.36   	-148.62   	  2.54   	  15.26		 66.25   	 -30.52		
  4.27   	-145.87   	  2.60   	   5.09		 66.12   	 -30.52		
  7.63   	-143.43   	  2.62   	  -5.09		 66.00   	 -30.52		
 11.29   	-140.69   	  2.60   	   0.00		 65.88   	 -40.69		
 12.82   	-138.24   	  2.60   	  10.17		 65.72   	 -40.69		
 11.60   	-135.80   	  2.64   	  10.17		 65.55   	 -30.52		
  8.85   	-133.67   	  2.69   	   5.09		 65.43   	 -15.26		
  6.71   	-133.06   	  2.71   	  15.26		 65.37   	  -5.09		
  6.71   	-134.89   	  2.77   	  25.43		 65.35   	 -10.17		
  7.93   	-137.94   	  2.87   	  25.43		 65.31   	 -20.35		
  9.16   	-140.69   	  2.97   	  20.35		 65.23   	 -35.61		
  8.54   	-140.69   	  3.05   	  20.35		 65.09   	 -40.69		
  5.80   	-136.41   	  3.13   	  30.52		 64.92   	 -30.52		
  3.36   	-130.31   	  3.26   	  25.43		 64.80   	 -30.52		
  2.75   	-126.95   	  3.36   	  20.35		 64.68   	 -35.61		
  5.49   	-133.06   	  3.44   	  20.35		 64.54   	 -55.95		
 11.29   	-149.23   	  3.52   	  25.43		 64.31   	 -45.78		
 21.36   	-160.52   	  3.62   	  35.61		 64.13   	 -40.69		
 40.89   	-136.11   	  3.76   	  30.52		 63.97   	 -40.69		
 83.31   	-36.93   	  3.89   	  20.35		 63.80   	 -35.61		
162.66   	168.76   	  3.97   	  25.43		 63.66   	 -30.52		
278.32   	490.72   	  4.07   	  30.52		 63.54   	 -35.61		
396.73   	903.93   	  4.19   	  25.43		 63.40   	 -30.52		
454.71   	1340.64   	  4.29   	   0.00		 63.28   	 -25.43		
387.27   	1698.91   	  4.29   	  20.35		 63.17   	 -35.61		
-144.96   	1816.41(R)	  4.37   	   0.00		 63.03   	 -25.43		
-466.61   	1536.87   	  4.37   	 -10.17		 62.93   	 -35.61		
-698.55   	1133.42   	  4.33   	  -5.09		 62.79   	 -35.61		
-797.42   	708.31   	  4.31   	  -5.09		 62.64   	 -35.61		
-778.81   	324.10   	  4.29   	   0.00		 62.50   	 -30.52		
-690.31   	  2.44   	  4.29   	 -10.17		 62.38   	 -30.52		
-573.43   	-245.97   	  4.25   	 -15.26		 62.26   	 -25.43		
-444.34   	-393.98   	  4.19(E)	   5.09		 62.16   	 -20.35		
-306.70   	-412.60   	  4.21   	  50.86		 62.08   	 -20.35		
-169.37   	-314.94   	  4.42   	  81.38		 61.99   	 -15.26		
-52.19   	-171.51   	  4.74   	  81.38		 61.93   	 -20.35		
 21.97   	-69.89   	  5.07   	  76.30		 61.85   	 -20.35		
 45.78   	-53.41   	  5.37   	  96.64		 61.77   	 -25.43		
 34.18   	-100.40   	  5.76   	 137.33		 61.67   	 -30.52		
 13.73   	-155.64   	  6.31   	 213.63		 61.55   	 -40.69		
  5.80   	-179.14   	  7.16   	 239.06		 61.38   	 -40.69		
 14.65   	-167.85   	  8.12   	 223.80		 61.22   	 -30.52		
 31.13   	-145.57   	  9.01   	 239.06		 61.10   	 -30.52		
 43.64   	-132.45   	  9.97   	 289.93		 60.98   	 -45.78		
 47.00   	-132.45   	 11.13   	 289.93		 60.79   	 -45.78		
 45.17   	-137.94   	 12.29   	 295.01		 60.61   	 -35.61		
 43.95   	-140.08   	 13.47   	 356.05		 60.47   	 -30.52		
 45.78   	-136.72   	 14.89   	 437.43		 60.35   	 -25.43		
 49.44   	-130.92   	 16.64   	 483.21		 60.24   	 -15.26		
 51.88   	-125.73   	 18.58   	 483.21		 60.18   	 -10.17		
 51.88   	-122.99   	 20.51   	 503.56		 60.14   	 -15.26		
 50.35   	-122.38   	 22.52   	 564.60		 60.08   	 -20.35		
 47.91   	-121.77   	 24.78   	 615.46		 60.00   	 -25.43		
 46.08   	-119.93   	 27.24   	 615.46		 59.90   	 -35.61		
 44.86   	-116.88   	 29.70   	 574.77		 59.76   	 -35.61		
 43.64   	-113.22   	 32.00   	 544.25		 59.61   	 -30.52		
 41.20   	-110.17   	 34.18   	 488.30		 59.49   	 -35.61		
 37.84   	-108.03   	 36.13   	 406.92		 59.35   	 -30.52		
 33.87   	-106.51   	 37.76   	 320.45		 59.23   	 -30.52		
 30.52   	-104.37   	 39.04   	 269.58		 59.10   	 -35.61		
 28.38   	-100.71   	 40.12   	 208.54		 58.96   	 -25.43		
 27.77   	-95.83   	 40.96   	 147.51		 58.86   	 -25.43		
 27.77   	-90.33   	 41.55   	  96.64		 58.76   	 -30.52		
 28.38   	-84.53   	 41.93   	  50.86		 58.64   	 -30.52		
 28.69   	-79.35   	 42.14   	   5.09		 58.51   	 -30.52		
 28.69   	-73.85   	 42.16   	 -35.61		 58.39   	 -30.52		
 28.69   	-67.75   	 42.01   	 -66.12		 58.27   	 -35.61		
 29.30   	-60.42   	 41.75   	 -91.56		 58.13   	 -25.43		
 30.21   	-51.88   	 41.38   	-111.90		 58.03   	 -30.52		
 32.35   	-42.72   	 40.94   	-142.42		 57.90   	 -20.35		
 35.10   	-33.57   	 40.37   	-157.68		 57.82   	 -15.26		
 37.84   	-23.80   	 39.74   	-147.51		 57.76   	  -5.09		
 40.59   	-13.73   	 39.15   	-127.16		 57.74   	  15.26		
 41.81   	 -2.75   	 38.64   	-122.07		 57.80   	  45.78		
 41.50   	  9.46   	 38.15   	-116.99		 57.99   	 101.73		
 39.98   	 22.58   	 37.68   	 -86.47		 58.39   	 178.03		
 37.84   	 36.32   	 37.33   	 -50.86		 59.10   	 295.01		
 36.62   	 50.66   	 37.13   	 -30.52		 60.28   	 452.69		
 37.23   	 65.00   	 37.01   	 -15.26		 62.10   	 595.11		
 38.76   	 79.35   	 36.95   	  35.61		 64.48   	 701.93		
 39.98   	 93.08   	 37.09   	  86.47		 67.28   	 773.14		
 39.67   	105.90   	 37.44   	 111.90		 70.38   	 803.66		
 37.23   	118.71   	 37.88   	 111.90		 73.59   	 778.23		
 32.65   	130.92   	 38.33   	 116.99		 76.70   	 717.19		
 27.77   	142.82   	 38.80   	 147.51		 79.57   	 630.72		
 23.50   	154.72   	 39.39   	 152.59		 82.10   	 534.08		
 20.75   	165.71   	 40.00   	 116.99		 84.23   	 442.52		
 19.84   	176.70   	 40.47   	 101.73		 86.00   	 371.31		
 19.53   	186.77   	 40.87   	 127.16		 87.49   	 305.19		
 18.31   	195.92   	 41.38   	 157.68		 88.71   	 249.24		
 14.95   	203.55   	 42.01   	 142.42		 89.70   	 213.63		
  9.77   	210.27   	 42.58   	 122.07		 90.56   	 198.37		
  4.27   	216.67   	 43.07   	 127.16		 91.35   	 198.37		
 -1.22   	223.69   	 43.58   	 132.25		 92.15   	 208.54		
 -7.02   	229.49   	 44.11   	 122.07		 92.98   	 239.06		
-15.26   	232.85   	 44.60   	 106.82		 93.94   	 264.50		
-25.94   	233.15   	 45.03   	 101.73		 94.99   	 300.10		
-39.37   	231.02   	 45.43   	 101.73		 96.19   	 320.45		
-53.41   	227.05   	 45.84   	 101.73		 97.48   	 335.71		
-67.44   	220.34   	 46.25   	 101.73		 98.82   	 345.88		
-81.18   	208.13   	 46.65   	  96.64		100.20   	 366.22		
-94.91   	187.38   	 47.04   	  71.21		101.67   	 371.31		
-108.95   	155.33   	 47.32   	  45.78		103.15   	 361.14		
-122.68   	112.30   	 47.51   	  45.78		104.60   	 340.79		
-133.97   	 61.04   	 47.69   	  50.86		105.96   	 289.93		
-140.99   	  5.19   	 47.89   	  15.26		107.12   	 228.89		
-144.04   	-52.49   	 47.96(S)	   0.00		108.04   	 172.94		
-143.74   	-108.95   	 47.96   	  -5.09		108.73   	 111.90		
-142.82   	-162.05   	 47.93   	 -10.17		109.18   	  66.12		
-142.82   	-210.27   	 47.89   	 -30.52		109.44   	  15.26		
-143.74   	-252.99   	 47.77   	 -50.86		109.50(S)	 -20.35		
-144.35   	-289.61   	 47.57   	 -66.12		109.42   	 -66.12		
-145.26   	-320.43   	 47.30   	 -71.21		109.16   	 -86.47		
-146.79   	-346.37   	 47.02   	 -50.86		108.81   	-111.90		
-151.06   	-367.74   	 46.82   	 -45.78		108.36   	 -91.56		
-158.69   	-384.52   	 46.63   	 -61.04		108.00   	  30.52		
-167.85   	-397.34   	 46.39   	 -71.21		108.12   	-188.20		
-176.09   	-406.19   	 46.10   	 -71.21		107.36   	-269.58		
-180.97   	-411.99   	 45.82   	 -81.38		106.29   	-152.59		
-182.80   	-415.95   	 45.49   	-106.82		105.68   	-595.11		
-183.41   	-419.31   	 45.07   	-203.46		103.30   	-371.31		
-185.55   	-422.36   	 44.25   	-350.97		101.81   	 152.59		
-189.51   	-425.11   	 42.85   	-289.93		102.42   	  91.56		
-194.09   	-426.94   	 41.69   	-289.93		102.79   	  10.17		
-197.45   	-428.16   	 40.53   	-432.35		102.83   	 -55.95		
-198.36   	-427.86   	 38.80   	-442.52		102.60   	-116.99		
-197.45   	-426.94   	 37.03   	-513.73		102.14   	-213.63		
-196.53   	-425.42   	 34.97   	-554.42		101.28   	-320.45		
-196.53   	-424.50   	 32.76   	-447.61		100.00   	-208.54		
-196.53   	-424.80   	 30.97   	-518.82		 99.17   	-122.07		
-195.62   	-425.42   	 28.89   	-747.71		 98.68   	-208.54		
-193.79   	-426.64   	 25.90   	-859.61		 97.84   	-106.82		
-191.35   	-427.86   	 22.46   	-788.40		 97.42   	 -50.86		
-189.82   	-429.08   	 19.31   	-676.50		 97.21   	-142.42		
-189.21   	-429.69   	 16.60   	-696.84		 96.64   	-203.46		
-188.60   	-429.08   	 13.81   	-737.54		 95.83   	-233.98		
-187.38   	-427.86   	 10.86   	-666.32		 94.89   	-254.32		
-186.16   	-426.03   	  8.20   	-559.51		 93.88   	-233.98		
-185.55   	-425.72   	  5.96   	-498.47		 92.94   	-208.54		
-186.16   	-428.16   	  3.97   	-462.87		 92.11   	-198.37		
-187.38   	-431.82   	  2.12   	-391.66		 91.31   	-198.37		
-188.60   	-435.18   	  0.55   	-325.53		 90.52   	-213.63		
-188.60   	-437.01   	 -0.75   	-259.41		 89.66   	-228.89		
-188.60   	-437.62   	 -1.79   	-203.46		 88.75   	-223.80		
-189.21   	-439.15   	 -2.60   	-152.59		 87.85   	-233.98		
-191.35   	-441.59   	 -3.21   	-106.82		 86.92   	-259.41		
-195.31   	-445.25   	 -3.64   	 -61.04		 85.88   	-259.41		
-199.58   	-448.30   	 -3.89   	 -15.26		 84.84   	-218.72		
-203.86   	-450.13   	 -3.95(D)	  25.43		 83.97   	-198.37		
-207.82   	-450.44   	 -3.85   	  50.86		 83.17   	-178.03		
-210.57   	-450.44   	 -3.64   	  66.12		 82.46   	-162.77		
-211.49   	-450.44   	 -3.38   	  71.21		 81.81   	-162.77		
-210.27   	-451.36   	 -3.09   	  86.47		 81.16   	-147.51		
-206.91   	-452.88   	 -2.75   	  91.56		 80.57   	-116.99		
-201.72   	-455.02   	 -2.38   	 106.82		 80.10   	-101.73		
-196.23   	-457.76   	 -1.95   	 111.90		 79.69   	 -86.47		
-191.65   	-460.82   	 -1.51   	  96.64		 79.35   	 -76.30		
-188.60   	-464.48   	 -1.12   	  96.64		 79.04   	 -71.21		
-188.29   	-468.75   	 -0.73   	  91.56		 78.76   	 -50.86		
-190.73   	-473.33   	 -0.37   	  86.47		 78.56   	 -45.78		
-194.70   	-478.21   	 -0.02   	  66.12		 78.37   	 -50.86		
-198.97   	-483.09   	  0.24   	  50.86		 78.17   	 -40.69		
-202.64   	-487.98   	  0.45   	  40.69		 78.01   	 -45.78		
-205.38   	-492.55   	  0.61   	  45.78		 77.82   	-116.99		
-207.21   	-496.52   	  0.79   	  35.61		 77.35   	-132.25		
-209.05   	-500.49   	  0.94   	   5.09		 76.83   	-106.82		
-211.49   	-504.76   	  0.96   	  -5.09		 76.40   	 -96.64		
-214.54   	-509.34   	  0.94   	   5.09		 76.01   	 -61.04		
-217.90   	-513.92   	  0.96   	 -15.26		 75.77   	 -55.95		
-221.25   	-517.88   	  0.90   	 -66.12		 75.54   	 -35.61		
-224.00   	-520.63   	  0.63   	 -61.04		 75.40   	 -35.61		
-225.52   	-523.07   	  0.39   	 -30.52		 75.26   	 -76.30		
-227.05   	-524.60   	  0.26   	 -55.95		 74.95   	 -76.30		
-228.27   	-525.51   	  0.04   	 -86.47		 74.65   	 -50.86		
-229.80   	-525.21   	 -0.31   	 -55.95		 74.45   	 -35.61		
-231.63   	-523.68   	 -0.53   	 -20.35		 74.30   	  -5.09		
-234.07   	-520.94   	 -0.61   	  -5.09		 74.28   	  15.26		
-236.51   	-518.19   	 -0.63   	 -10.17		 74.34   	  20.35		
-238.04   	-516.05   	 -0.67   	 -10.17		 74.42   	  10.17		
-238.95   	-515.75   	 -0.71   	   5.09		 74.47   	 -15.26		
-239.56   	-517.58   	 -0.69   	  40.69		 74.40   	 -30.52		
-239.87   	-519.41   	 -0.53   	  50.86		 74.28   	 -30.52		
-239.87   	-519.71   	 -0.33   	  25.43		 74.16   	 -10.17		
-240.17   	-517.58   	 -0.22   	  35.61		 74.12   	  20.35		
-240.48   	-513.92   	 -0.08   	  61.04		 74.20   	  10.17		
-241.70   	-510.25   	  0.16   	  71.21		 74.24   	  -5.09		
-244.14   	-507.51   	  0.45   	  55.95		 74.22   	 -40.69		
-247.19   	-505.98   	  0.67   	  55.95		 74.06   	 -35.61		
-249.94   	-504.46   	  0.90   	  61.04		 73.92   	 -20.35		
-251.46   	-502.01   	  1.14   	  55.95		 73.83   	 -30.52		
-252.38   	-498.96   	  1.36   	  55.95		 73.71   	 -25.43		
-253.60   	-495.61   	  1.59   	  50.86		 73.61   	 -20.35		
-254.52   	-492.55   	  1.79   	  45.78		 73.53   	 -25.43		
-255.13   	-490.11   	  1.97   	  50.86		 73.43   	 -20.35		
-255.74   	-488.28   	  2.18   	  40.69		 73.35   	 -25.43		
-256.65   	-487.06   	  2.34   	  30.52		 73.24   	 -25.43		
-258.18   	-486.15   	  2.46   	  25.43		 73.14   	 -20.35		
-260.31   	-485.23   	  2.56   	  30.52		 73.06   	 -15.26		
-262.15   	-483.40   	  2.69   	  15.26		 73.00   	  -5.09		
-263.06   	-480.04   	  2.75   	   5.09		 72.98   	  -5.09		
-263.98   	-475.77   	  2.77   	  -5.09		 72.96   	 -10.17		
-266.11   	-473.02   	  2.75   	  -5.09		 72.92   	 -15.26		
-270.08   	-472.41   	  2.73   	 -15.26		 72.86   	 -20.35		
-274.05   	-473.94   	  2.67   	 -25.43		 72.78   	 -35.61		
-275.57   	-476.07   	  2.56   	 -25.43		 72.63   	 -45.78		
-273.44   	-476.38   	  2.46   	 -35.61		 72.45   	 -45.78		
-267.94   	-474.85   	  2.32   	 -40.69		 72.27   	 -40.69		
-262.45   	-471.80   	  2.16   	 -45.78		 72.11   	 -45.78		
-259.40   	-469.67   	  1.97   	 -45.78		 71.92   	 -40.69		
-258.79   	-468.75   	  1.79   	 -45.78		 71.76   	 -30.52		
-259.70   	-468.44   	  1.61   	 -45.78		 71.64   	 -30.52		
-260.31   	-467.83   	  1.42   	 -45.78		 71.52   	 -30.52		
-260.01   	-466.00   	  1.24   	 -35.61		 71.39   	 -25.43		
-259.09   	-463.56   	  1.10   	 -30.52		 71.29   	 -25.43		
-259.09   	-461.43   	  0.98   	 -40.69		 71.19   	 -25.43		
-260.01   	-460.51   	  0.81   	 -35.61		 71.09   	 -30.52		
-262.45   	-461.12   	  0.67   	 -15.26		 70.97   	 -30.52		
-265.81   	-462.34   	  0.61   	 -10.17		 70.84   	 -30.52		
-268.55   	-463.87   	  0.57   	 -15.26		 70.72   	 -35.61		
-270.39   	-464.48   	  0.51   	  -5.09		 70.58   	 -45.78		
-271.30   	-464.17   	  0.49   	  10.17		 70.40   	 -61.04		
-271.61   	-462.65   	  0.53   	   5.09		 70.15   	 -61.04		
-271.91   	-460.21   	  0.55   	   5.09		 69.91   	 -61.04		
-271.91   	-457.76   	  0.57   	  20.35		 69.66   	 -45.78		
-270.39   	-455.93   	  0.65   	  25.43		 69.48   	 -30.52		
-268.55   	-453.80   	  0.75   	  20.35		 69.36   	 -25.43		
-267.03   	-450.44   	  0.83   	  15.26		 69.26   	 -35.61		
-267.03   	-444.95   	  0.90   	  15.26		 69.11   	 -40.69		
