SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  FA     	  FA'		  RV     	  RV'		
 61.71   	 -35.61		 24.66   	 300.10		
 61.57   	 -35.61		 25.86   	 305.19		
 61.42   	 -30.52		 27.08   	 295.01		
 61.30   	 -40.69		 28.26   	 315.36		
 61.14   	 -35.61		 29.52   	 300.10		
 61.00   	 -35.61		 30.72   	 284.84		
 60.85   	 -35.61		 31.86   	 264.50		
 60.71   	 -30.52		 32.92   	 244.15		
 60.59   	 -35.61		 33.90   	 233.98		
 60.45   	 -35.61		 34.83   	 208.54		
 60.30   	 -30.52		 35.67   	 198.37		
 60.18   	 -25.43		 36.46   	 178.03		
 60.08   	 -25.43		 37.17   	 162.77		
 59.98   	 -15.26		 37.82   	 147.51		
 59.92(D)	   5.09		 38.41   	 132.25		
 59.94   	  40.69		 38.94   	 122.07		
 60.10   	  96.64		 39.43   	 111.90		
 60.49   	 188.20		 39.88   	 101.73		
 61.24   	 300.10		 40.28   	  96.64		
 62.44   	 417.09		 40.67   	  91.56		
 64.11   	 508.65		 41.04   	  81.38		
 66.14   	 574.77		 41.36   	  86.47		
 68.44   	 600.20		 41.71   	  81.38		
 70.84   	 615.46		 42.03   	  81.38		
 73.31   	 610.37		 42.36   	  86.47		
 75.75   	 579.86		 42.71   	  76.30		
 78.07   	 544.25		 43.01   	  86.47		
 80.24   	 493.39		 43.36   	  81.38		
 82.22   	 452.69		 43.68   	 101.73		
 84.03   	 417.09		 44.09   	  96.64		
 85.70   	 376.40		 44.48   	  96.64		
 87.20   	 361.14		 44.86   	 101.73		
 88.65   	 345.88		 45.27   	  91.56		
 90.03   	 350.97		 45.64   	  96.64		
 91.43   	 361.14		 46.02   	  96.64		
 92.88   	 376.40		 46.41   	  91.56		
 94.38   	 391.66		 46.77   	  86.47		
 95.95   	 401.83		 47.12   	  86.47		
 97.56   	 412.00		 47.47   	  81.38		
 99.21   	 401.83		 47.79   	  71.21		
100.81   	 386.57		 48.08   	  71.21		
102.36   	 350.97		 48.36   	  66.12		
103.76   	 305.19		 48.63   	  61.04		
104.98   	 254.32		 48.87   	  50.86		
106.00   	 188.20		 49.07   	  45.78		
106.75   	 132.25		 49.26   	  40.69		
107.28   	  61.04		 49.42   	  30.52		
107.53(S)	   0.00		 49.54   	  25.43		
107.53   	 -50.86		 49.64   	  20.35		
107.32   	 -91.56		 49.73   	   5.09		
106.96   	-127.16		 49.75(S)	   0.00		
106.45   	-152.59		 49.75   	 -10.17		
105.84   	-167.85		 49.70   	 -20.35		
105.17   	-213.63		 49.62   	 -50.86		
104.31   	-203.46		 49.42   	 -66.12		
103.50   	-188.20		 49.16   	 -76.30		
102.75   	-183.11		 48.85   	 -86.47		
102.01   	-183.11		 48.50   	-106.82		
101.28   	-178.03		 48.08   	-116.99		
100.57   	-172.94		 47.61   	-127.16		
 99.88   	-167.85		 47.10   	-147.51		
 99.21   	-167.85		 46.51   	-157.68		
 98.53   	-167.85		 45.88   	-172.94		
 97.86   	-172.94		 45.19   	-193.29		
 97.17   	-178.03		 44.41   	-208.54		
 96.46   	-178.03		 43.58   	-228.89		
 95.75   	-178.03		 42.67   	-249.24		
 95.04   	-183.11		 41.67   	-274.67		
 94.30   	-188.20		 40.57   	-289.93		
 93.55   	-193.29		 39.41   	-310.27		
 92.78   	-198.37		 38.17   	-335.71		
 91.98   	-208.54		 36.83   	-345.88		
 91.15   	-213.63		 35.44   	-366.22		
 90.29   	-213.63		 33.98   	-381.48		
 89.44   	-223.80		 32.45   	-396.74		
 88.54   	-223.80		 30.86   	-401.83		
 87.65   	-233.98		 29.26   	-406.92		
 86.71   	-233.98		 27.63   	-417.09		
 85.78   	-228.89		 25.96   	-412.00		
 84.86   	-228.89		 24.31   	-406.92		
 83.95   	-223.80		 22.69   	-396.74		
 83.05   	-218.72		 21.10   	-396.74		
 82.18   	-208.54		 19.51   	-376.40		
 81.34   	-203.46		 18.01   	-371.31		
 80.53   	-188.20		 16.52   	-350.97		
 79.78   	-183.11		 15.12   	-335.71		
 79.04   	-167.85		 13.77   	-320.45		
 78.37   	-157.68		 12.49   	-295.01		
 77.74   	-147.51		 11.31   	-274.67		
 77.15   	-137.33		 10.21   	-254.32		
 76.60   	-127.16		  9.20   	-228.89		
 76.09   	-122.07		  8.28   	-198.37		
 75.60   	-116.99		  7.49   	-178.03		
 75.14   	-111.90		  6.78   	-147.51		
 74.69   	-111.90		  6.19   	-127.16		
 74.24   	-106.82		  5.68   	-106.82		
 73.81   	-106.82		  5.25   	 -76.30		
 73.39   	-101.73		  4.94   	 -61.04		
 72.98   	-101.73		  4.70   	 -45.78		
 72.57   	-106.82		  4.52   	 -30.52		
 72.15   	 -96.64		  4.39   	 -15.26		
 71.76   	-101.73		  4.33   	  -5.09		
 71.35   	 -91.56		  4.31(D)	   5.09		
 70.99   	 -91.56		  4.33   	  10.17		
 70.62   	 -86.47		  4.37   	  20.35		
 70.27   	 -81.38		  4.46   	  20.35		
 69.95   	 -76.30		  4.54   	  20.35		
 69.64   	 -76.30		  4.62   	  25.43		
 69.34   	 -71.21		  4.72   	  30.52		
 69.05   	 -61.04		  4.84   	  30.52		
 68.81   	 -66.12		  4.96   	  30.52		
 68.55   	 -61.04		  5.09   	  30.52		
 68.30   	 -61.04		  5.21   	  30.52		
 68.06   	 -50.86		  5.33   	  35.61		
 67.85   	 -55.95		  5.47   	  35.61		
 67.63   	 -50.86		  5.62   	  35.61		
 67.43   	 -45.78		  5.76   	  40.69		
 67.24   	 -50.86		  5.92(E)	  40.69		
 67.04   	 -45.78		  6.08   	  40.69		
 66.86   	 -45.78		  6.25   	  40.69		
 66.67   	 -45.78		  6.41   	  40.69		
 66.49   	 -45.78		  6.57   	  45.78		
 66.31   	 -45.78		  6.75   	  61.04		
 66.12   	 -50.86		  7.00   	  61.04		
 65.92   	 -45.78		  7.24   	  71.21		
 65.74   	 -45.78		  7.53   	  76.30		
 65.55   	 -45.78		  7.83   	  81.38		
 65.37   	 -45.78		  8.16   	  91.56		
 65.19   	 -45.78		  8.52   	 101.73		
 65.00   	 -45.78		  8.93   	 122.07		
 64.82   	 -45.78		  9.42   	 137.33		
 64.64   	 -50.86		  9.97   	 152.59		
 64.44   	 -45.78		 10.58   	 172.94		
 64.25   	 -45.78		 11.27   	 193.29		
 64.07   	 -45.78		 12.04   	 208.54		
 63.89   	 -45.78		 12.88   	 213.63		
 63.70   	 -45.78		 13.73   	 233.98		
 63.52   	 -45.78		 14.67   	 249.24		
 63.34   	 -45.78		 15.67   	 269.58		
 63.15   	 -45.78		 16.74   	 284.84		
 62.97   	 -40.69		 17.88   	 305.19		
 62.81   	 -45.78		 19.10   	 320.45		
 62.62   	 -40.69		 20.39   	 335.71		
 62.46   	 -40.69		 21.73   	 350.97		
 62.30   	 -45.78		 23.13   	 361.14		
 62.12   	 -40.69		 24.58   	 361.14		
 61.95   	 -40.69		 26.02   	 361.14		
 61.79   	 -50.86		 27.47   	 396.74		
 61.59   	 -50.86		 29.05   	 381.48		
 61.38   	 -50.86		 30.58   	 356.05		
 61.18   	 -45.78		 32.00   	 345.88		
 61.00   	 -50.86		 33.39   	 320.45		
 60.79   	 -45.78		 34.67   	 295.01		
 60.61   	 -45.78		 35.85   	 279.75		
 60.43   	 -35.61		 36.97   	 249.24		
 60.28   	 -35.61		 37.97   	 228.89		
 60.14   	 -20.35		 38.88   	 203.46		
 60.06(D)	   0.00		 39.69   	 178.03		
 60.06   	  45.78		 40.41   	 157.68		
 60.24   	 122.07		 41.04   	 137.33		
 60.73   	 218.72		 41.59   	 116.99		
 61.61   	 335.71		 42.05   	  96.64		
 62.95   	 457.78		 42.44   	  81.38		
 64.78   	 539.16		 42.77   	  71.21		
 66.94   	 600.20		 43.05   	  50.86		
 69.34   	 625.63		 43.26   	  45.78		
 71.84   	 630.72		 43.44   	  30.52		
 74.36   	 620.55		 43.56   	  20.35		
 76.85   	 595.11		 43.64   	  20.35		
 79.23   	 544.25		 43.72   	  10.17		
 81.40   	 498.47		 43.76   	  15.26		
 83.40   	 447.61		 43.82   	  10.17		
 85.19   	 427.26		 43.87   	  10.17		
 86.90   	 401.83		 43.91   	  15.26		
 88.50   	 386.57		 43.97   	  15.26		
 90.05   	 386.57		 44.03   	  20.35		
 91.60   	 391.66		 44.11   	  20.35		
 93.16   	 412.00		 44.19   	  25.43		
 94.81   	 432.35		 44.29   	  25.43		
 96.54   	 452.69		 44.39   	  30.52		
 98.35   	 457.78		 44.52   	  35.61		
100.18   	 462.87		 44.66   	  35.61		
102.03   	 447.61		 44.80   	  35.61		
103.82   	 417.09		 44.94   	  35.61		
105.49   	 371.31		 45.09   	  40.69		
106.98   	 325.53		 45.25   	  35.61		
108.28   	 264.50		 45.39   	  35.61		
109.34   	 193.29		 45.53   	  35.61		
110.11   	 122.07		 45.68   	  30.52		
110.60   	  55.95		 45.80   	  30.52		
110.82(S)	  -5.09		 45.92   	  20.35		
110.80   	 -55.95		 46.00   	  20.35		
110.58   	-101.73		 46.08   	  10.17		
110.17   	-137.33		 46.12(S)	   0.00		
109.62   	-157.68		 46.12   	   0.00		
108.99   	-172.94		 46.12   	 -15.26		
108.30   	-178.03		 46.06   	 -25.43		
107.59   	-198.37		 45.96   	 -55.95		
106.80   	-183.11		 45.74   	 -76.30		
106.06   	-172.94		 45.43   	 -96.64		
105.37   	-167.85		 45.05   	-116.99		
104.70   	-162.77		 44.58   	-137.33		
104.05   	-152.59		 44.03   	-162.77		
103.44   	-157.68		 43.38   	-183.11		
102.81   	-157.68		 42.64   	-213.63		
102.18   	-162.77		 41.79   	-233.98		
101.53   	-167.85		 40.85   	-254.32		
100.85   	-178.03		 39.84   	-284.84		
100.14   	-183.11		 38.70   	-310.27		
 99.41   	-193.29		 37.46   	-330.62		
 98.64   	-208.54		 36.13   	-350.97		
 97.80   	-208.54		 34.73   	-366.22		
 96.97   	-218.72		 33.27   	-381.48		
 96.09   	-223.80		 31.74   	-396.74		
 95.20   	-223.80		 30.15   	-401.83		
 94.30   	-228.89		 28.55   	-406.92		
 93.39   	-223.80		 26.92   	-412.00		
 92.49   	-223.80		 25.27   	-412.00		
 91.60   	-213.63		 23.62   	-401.83		
 90.74   	-213.63		 22.01   	-401.83		
 89.89   	-218.72		 20.41   	-391.66		
 89.01   	-208.54		 18.84   	-376.40		
 88.18   	-213.63		 17.33   	-366.22		
 87.32   	-213.63		 15.87   	-350.97		
 86.47   	-218.72		 14.47   	-330.62		
 85.59   	-213.63		 13.14   	-315.36		
 84.74   	-218.72		 11.88   	-295.01		
 83.87   	-213.63		 10.70   	-274.67		
 83.01   	-208.54		  9.60   	-249.24		
 82.18   	-198.37		  8.61   	-228.89		
 81.38   	-193.29		  7.69   	-208.54		
 80.61   	-183.11		  6.86   	-183.11		
 79.88   	-167.85		  6.12   	-162.77		
 79.21   	-162.77		  5.47   	-142.42		
 78.56   	-147.51		  4.90   	-111.90		
 77.97   	-142.42		  4.46   	 -96.64		
 77.40   	-137.33		  4.07   	 -71.21		
 76.85   	-127.16		  3.78   	 -55.95		
 76.34   	-116.99		  3.56   	 -30.52		
 75.87   	-116.99		  3.44   	 -20.35		
 75.40   	-111.90		  3.36(D)	   0.00		
 74.95   	-111.90		  3.36   	   5.09		
 74.51   	-106.82		  3.38   	  20.35		
 74.08   	-106.82		  3.46   	  30.52		
 73.65   	-101.73		  3.58   	  40.69		
 73.24   	 -96.64		  3.74   	  40.69		
 72.86   	 -96.64		  3.91   	  50.86		
 72.47   	 -96.64		  4.11   	  55.95		
 72.09   	 -86.47		  4.33   	  55.95		
 71.74   	 -86.47		  4.56   	  55.95		
 71.39   	 -81.38		  4.78   	  55.95		
 71.07   	 -76.30		  5.01   	  50.86		
 70.76   	 -76.30		  5.21   	  55.95		
 70.46   	 -66.12		  5.43   	  45.78		
 70.19   	 -61.04		  5.62   	  45.78		
 69.95   	 -61.04		  5.80   	  40.69		
 69.70   	 -55.95		  5.96   	  40.69		
 69.48   	 -55.95		  6.12   	  40.69		
 69.26   	 -50.86		  6.29   	  35.61		
 69.05   	 -55.95		  6.43   	  40.69		
 68.83   	 -45.78		  6.59   	  35.61		
 68.65   	 -50.86		  6.73   	  40.69		
 68.44   	 -50.86		  6.90(E)	  40.69		
 68.24   	 -45.78		  7.06   	  45.78		
 68.06   	 -45.78		  7.24   	  40.69		
 67.87   	 -50.86		  7.41   	  40.69		
 67.67   	 -50.86		  7.57   	  50.86		
 67.47   	 -50.86		  7.77   	  55.95		
 67.26   	 -45.78		  8.00   	  55.95		
 67.08   	 -50.86		  8.22   	  61.04		
 66.88   	 -45.78		  8.46   	  71.21		
 66.69   	 -45.78		  8.75   	  76.30		
 66.51   	 -45.78		  9.05   	  86.47		
 66.33   	 -45.78		  9.40   	  96.64		
 66.14   	 -45.78		  9.79   	 116.99		
 65.96   	 -45.78		 10.25   	 127.16		
 65.78   	 -45.78		 10.76   	 142.42		
 65.59   	 -45.78		 11.33   	 162.77		
 65.41   	 -45.78		 11.98   	 178.03		
 65.23   	 -45.78		 12.70   	 183.11		
 65.05   	 -40.69		 13.43   	 198.37		
 64.88   	 -45.78		 14.22   	 218.72		
 64.70   	 -45.78		 15.10   	 233.98		
 64.52   	 -45.78		 16.03   	 254.32		
 64.33   	 -45.78		 17.05   	 264.50		
 64.15   	 -45.78		 18.11   	 289.93		
 63.97   	 -45.78		 19.27   	 310.27		
 63.78   	 -40.69		 20.51   	 330.62		
 63.62   	 -45.78		 21.83   	 340.79		
 63.44   	 -45.78		 23.19   	 350.97		
 63.26   	 -45.78		 24.60   	 356.05		
 63.07   	 -50.86		 26.02   	 391.66		
 62.87   	 -55.95		 27.59   	 376.40		
 62.64   	 -50.86		 29.09   	 356.05		
 62.44   	 -55.95		 30.52   	 340.79		
 62.22   	 -50.86		 31.88   	 320.45		
 62.01   	 -50.86		 33.16   	 300.10		
 61.81   	 -50.86		 34.36   	 274.67		
 61.61   	 -50.86		 35.46   	 254.32		
 61.40   	 -40.69		 36.48   	 233.98		
 61.24   	 -35.61		 37.42   	 208.54		
 61.10   	 -20.35		 38.25   	 188.20		
 61.02(D)	   0.00		 39.00   	 162.77		
 61.02   	  45.78		 39.65   	 137.33		
 61.20   	 116.99		 40.20   	 122.07		
 61.67   	 213.63		 40.69   	 101.73		
 62.52   	 340.79		 41.10   	  81.38		
 63.89   	 452.69		 41.42   	  71.21		
 65.70   	 544.25		 41.71   	  55.95		
 67.87   	 590.03		 41.93   	  45.78		
 70.23   	 625.63		 42.12   	  40.69		
 72.74   	 625.63		 42.28   	  30.52		
 75.24   	 620.55		 42.40   	  20.35		
 77.72   	 590.03		 42.48   	  20.35		
 80.08   	 549.34		 42.56   	  15.26		
 82.28   	 498.47		 42.62   	  15.26		
 84.27   	 462.87		 42.69   	  20.35		
 86.12   	 427.26		 42.77   	  20.35		
 87.83   	 401.83		 42.85   	  20.35		
 89.44   	 381.48		 42.93   	  20.35		
 90.97   	 381.48		 43.01   	  30.52		
 92.49   	 386.57		 43.13   	  30.52		
 94.04   	 406.92		 43.26   	  30.52		
 95.67   	 427.26		 43.38   	  35.61		
 97.37   	 442.52		 43.52   	  40.69		
 99.15   	 442.52		 43.68   	  35.61		
100.92   	 442.52		 43.82   	  45.78		
102.69   	 427.26		 44.01   	  40.69		
104.39   	 401.83		 44.17   	  45.78		
106.00   	 350.97		 44.35   	  40.69		
107.41   	 300.10		 44.52   	  40.69		
108.61   	 239.06		 44.68   	  40.69		
109.56   	 167.85		 44.84   	  35.61		
110.23   	  96.64		 44.98   	  30.52		
110.62   	  35.61		 45.11   	  25.43		
110.76(S)	 -30.52		 45.21   	  20.35		
110.64   	 -76.30		 45.29   	  15.26		
110.34   	-122.07		 45.35   	   5.09		
109.85   	-152.59		 45.37(S)	   0.00		
109.24   	-167.85		 45.37   	 -15.26		
108.57   	-183.11		 45.31   	 -20.35		
107.83   	-213.63		 45.23   	 -50.86		
106.98   	-198.37		 45.03   	 -66.12		
106.18   	-193.29		 44.76   	 -81.38		
105.41   	-183.11		 44.44   	-106.82		
104.68   	-172.94		 44.01   	-122.07		
103.99   	-167.85		 43.52   	-147.51		
103.32   	-157.68		 42.93   	-167.85		
102.69   	-162.77		 42.26   	-188.20		
102.03   	-162.77		 41.51   	-213.63		
101.38   	-162.77		 40.65   	-233.98		
100.73   	-167.85		 39.72   	-259.41		
100.06   	-178.03		 38.68   	-284.84		
 99.35   	-188.20		 37.54   	-310.27		
 98.60   	-203.46		 36.30   	-325.53		
 97.78   	-208.54		 34.99   	-345.88		
 96.95   	-213.63		 33.61   	-366.22		
 96.09   	-218.72		 32.15   	-381.48		
 95.22   	-223.80		 30.62   	-391.66		
 94.32   	-218.72		 29.05   	-401.83		
 93.45   	-223.80		 27.45   	-412.00		
 92.55   	-223.80		 25.80   	-412.00		
 91.66   	-218.72		 24.15   	-406.92		
 90.78   	-228.89		 22.52   	-412.00		
 89.87   	-228.89		 20.87   	-401.83		
 88.95   	-228.89		 19.27   	-396.74		
 88.04   	-233.98		 17.68   	-386.57		
 87.10   	-228.89		 16.13   	-376.40		
 86.18   	-239.06		 14.63   	-356.05		
 85.23   	-233.98		 13.20   	-345.88		
 84.29   	-233.98		 11.82   	-330.62		
 83.36   	-223.80		 10.50   	-305.19		
 82.46   	-218.72		  9.28   	-289.93		
 81.59   	-208.54		  8.12   	-269.58		
 80.75   	-198.37		  7.04   	-244.15		
 79.96   	-183.11		  6.06   	-228.89		
 79.23   	-178.03		  5.15   	-203.46		
 78.51   	-162.77		  4.33   	-178.03		
 77.86   	-152.59		  3.62   	-157.68		
 77.25   	-147.51		  2.99   	-132.25		
 76.66   	-137.33		  2.46   	-111.90		
 76.11   	-132.25		  2.01   	 -96.64		
 75.58   	-127.16		  1.63   	 -71.21		
 75.08   	-122.07		  1.34   	 -55.95		
 74.59   	-122.07		  1.12   	 -45.78		
 74.10   	-122.07		  0.94   	 -25.43		
 73.61   	-116.99		  0.83   	 -10.17		
 73.14   	-111.90		  0.79(D)	   0.00		
 72.70   	-116.99		  0.79   	  10.17		
 72.23   	-111.90		  0.83   	  15.26		
 71.78   	-106.82		  0.90   	  25.43		
 71.35   	-101.73		  1.00   	  35.61		
 70.95   	-101.73		  1.14   	  35.61		
 70.54   	 -91.56		  1.28   	  35.61		
 70.17   	 -91.56		  1.42   	  40.69		
 69.81   	 -86.47		  1.59   	  40.69		
 69.46   	 -81.38		  1.75   	  40.69		
 69.14   	 -76.30		  1.91   	  35.61		
 68.83   	 -71.21		  2.05   	  35.61		
 68.55   	 -71.21		  2.20   	  35.61		
 68.26   	 -66.12		  2.34   	  35.61		
 68.00   	 -61.04		  2.48   	  30.52		
 67.75   	 -61.04		  2.60   	  35.61		
 67.51   	 -66.12		  2.75   	  30.52		
 67.24   	 -55.95		  2.87   	  40.69		
 67.02   	 -61.04		  3.03   	  35.61		
 66.77   	 -55.95		  3.17   	  45.78		
 66.55   	 -61.04		  3.36(E)	  50.86		
 66.31   	 -55.95		  3.56   	  55.95		
 66.08   	 -55.95		  3.78   	  55.95		
 65.86   	 -50.86		  4.01   	  61.04		
 65.66   	 -61.04		  4.25   	  76.30		
 65.41   	 -55.95		  4.56   	  81.38		
 65.19   	 -50.86		  4.88   	  81.38		
 64.98   	 -55.95		  5.21   	  81.38		
 64.76   	 -50.86		  5.53   	  86.47		
 64.56   	 -55.95		  5.88   	  86.47		
 64.33   	 -45.78		  6.23   	  91.56		
 64.15   	 -50.86		  6.59   	 101.73		
 63.95   	 -50.86		  7.00   	 111.90		
 63.74   	 -45.78		  7.45   	 127.16		
 63.56   	 -50.86		  7.96   	 142.42		
 63.36   	 -45.78		  8.52   	 162.77		
 63.17   	 -50.86		  9.18   	 172.94		
 62.97   	 -45.78		  9.87   	 183.11		
 62.79   	 -45.78		 10.60   	 198.37		
 62.60   	 -50.86		 11.39   	 203.46		
 62.40   	 -50.86		 12.21   	 223.80		
 62.20   	 -45.78		 13.10   	 239.06		
 62.01   	 -50.86		 14.06   	 254.32		
 61.81   	 -50.86		 15.08   	 269.58		
 61.61   	 -45.78		 16.15   	 279.75		
 61.42   	 -50.86		 17.27   	 295.01		
 61.22   	 -45.78		 18.45   	 300.10		
 61.04   	 -50.86		 19.65   	 300.10		
 60.83   	 -50.86		 20.85   	 305.19		
 60.63   	 -55.95		 22.08   	 330.62		
 60.41   	 -55.95		 23.40   	 315.36		
 60.18   	 -50.86		 24.66   	 295.01		
 59.98   	 -55.95		 25.84   	 284.84		
 59.76   	 -50.86		 26.98   	 259.41		
 59.55   	 -45.78		 28.02   	 244.15		
 59.37   	 -50.86		 28.99   	 218.72		
 59.17   	 -45.78		 29.87   	 198.37		
 58.98   	 -40.69		 30.66   	 183.11		
 58.82   	 -40.69		 31.39   	 157.68		
 58.66   	 -30.52		 32.02   	 137.33		
 58.53   	 -25.43		 32.57   	 116.99		
 58.43(D)	   0.00		 33.04   	 101.73		
 58.43   	  35.61		 33.45   	  86.47		
 58.58   	 101.73		 33.79   	  76.30		
 58.98   	 203.46		 34.10   	  61.04		
 59.80   	 320.45		 34.34   	  45.78		
 61.08   	 432.35		 34.53   	  40.69		
 62.81   	 518.82		 34.69   	  35.61		
 64.88   	 569.68		 34.83   	  25.43		
 67.16   	 600.20		 34.93   	  25.43		
 69.56   	 595.11		 35.04   	  20.35		
 71.94   	 584.94		 35.12   	  20.35		
 74.28   	 549.34		 35.20   	  20.35		
 76.48   	 498.47		 35.28   	  20.35		
 78.47   	 452.69		 35.36   	  25.43		
 80.28   	 406.92		 35.46   	  30.52		
 81.91   	 366.22		 35.58   	  35.61		
 83.38   	 335.71		 35.73   	  35.61		
 84.72   	 315.36		 35.87   	  35.61		
 85.98   	 310.27		 36.01   	  45.78		
 87.22   	 320.45		 36.20   	  40.69		
 88.50   	 330.62		 36.36   	  45.78		
 89.83   	 356.05		 36.54   	  50.86		
 91.25   	 371.31		 36.74   	  45.78		
 92.74   	 391.66		 36.93   	  50.86		
 94.30   	 396.74		 37.13   	  45.78		
 95.89   	 401.83		 37.31   	  45.78		
 97.50   	 391.66		 37.50   	  40.69		
 99.06   	 361.14		 37.66   	  40.69		
100.51   	 315.36		 37.82   	  30.52		
101.77   	 264.50		 37.94   	  30.52		
102.83   	 203.46		 38.07   	  20.35		
103.64   	 142.42		 38.15   	  15.26		
104.21   	  71.21		 38.21   	  15.26		
104.50   	  10.17		 38.27(S)	   0.00		
104.54(S)	 -50.86		 38.27   	   0.00		
104.33   	 -96.64		 38.27   	 -15.26		
103.95   	-137.33		 38.21   	 -20.35		
103.40   	-167.85		 38.13   	 -30.52		
102.73   	-223.80		 38.01   	 -55.95		
101.83   	-223.80		 37.78   	 -71.21		
100.94   	-223.80		 37.50   	 -86.47		
100.04   	-213.63		 37.15   	-101.73		
 99.19   	-203.46		 36.74   	-111.90		
 98.37   	-193.29		 36.30   	-127.16		
 97.60   	-183.11		 35.79   	-147.51		
 96.87   	-172.94		 35.20   	-162.77		
 96.17   	-162.77		 34.55   	-178.03		
 95.52   	-157.68		 33.84   	-193.29		
 94.89   	-162.77		 33.06   	-208.54		
 94.24   	-157.68		 32.23   	-228.89		
 93.61   	-162.77		 31.31   	-249.24		
 92.96   	-167.85		 30.32   	-269.58		
 92.29   	-178.03		 29.24   	-284.84		
 91.58   	-183.11		 28.10   	-305.19		
 90.84   	-188.20		 26.88   	-320.45		
 90.09   	-203.46		 25.60   	-330.62		
 89.28   	-203.46		 24.27   	-350.97		
 88.46   	-213.63		 22.87   	-356.05		
 87.61   	-213.63		 21.44   	-366.22		
 86.75   	-218.72		 19.98   	-371.31		
 85.88   	-213.63		 18.49   	-381.48		
 85.03   	-218.72		 16.97   	-381.48		
 84.15   	-213.63		 15.44   	-376.40		
 83.30   	-208.54		 13.94   	-376.40		
 82.46   	-213.63		 12.43   	-366.22		
 81.61   	-213.63		 10.97   	-350.97		
 80.75   	-213.63		  9.56   	-340.79		
 79.90   	-203.46		  8.20   	-325.53		
 79.08   	-198.37		  6.90   	-310.27		
 78.29   	-188.20		  5.66   	-289.93		
 77.54   	-178.03		  4.50   	-274.67		
 76.83   	-167.85		  3.40   	-249.24		
 76.15   	-152.59		  2.40   	-228.89		
 75.54   	-147.51		  1.49   	-203.46		
 74.95   	-132.25		  0.67   	-183.11		
 74.42   	-122.07		 -0.06   	-157.68		
 73.94   	-116.99		 -0.69   	-137.33		
 73.47   	-111.90		 -1.24   	-116.99		
 73.02   	-106.82		 -1.71   	 -96.64		
 72.59   	-101.73		 -2.10   	 -76.30		
 72.19   	 -96.64		 -2.40   	 -55.95		
 71.80   	-101.73		 -2.62   	 -40.69		
 71.39   	 -96.64		 -2.79   	 -25.43		
 71.01   	 -96.64		 -2.89   	 -10.17		
 70.62   	 -91.56		 -2.93(D)	   5.09		
 70.25   	 -96.64		 -2.91   	  15.26		
 69.87   	 -96.64		 -2.85   	  30.52		
 69.48   	 -86.47		 -2.73   	  40.69		
 69.14   	 -86.47		 -2.56   	  50.86		
 68.79   	 -86.47		 -2.36   	  55.95		
 68.44   	 -76.30		 -2.14   	  71.21		
 68.14   	 -71.21		 -1.85   	  71.21		
 67.85   	 -71.21		 -1.57   	  81.38		
 67.57   	 -61.04		 -1.24   	  91.56		
 67.32   	 -61.04		 -0.87   	  96.64		
 67.08   	 -50.86		 -0.49   	 101.73		
 66.88   	 -50.86		 -0.08   	 106.82		
 66.67   	 -50.86		  0.35   	 116.99		
 66.47   	 -40.69		  0.81   	 127.16		
 66.31   	 -40.69		  1.32   	 132.25		
 66.14   	 -40.69		  1.85   	 142.42		
 65.98   	 -45.78		  2.42(E)	 142.42		
 65.80   	 -40.69		  2.99   	 147.51		
 65.64   	 -40.69		  3.58   	 142.42		
 65.47   	 -40.69		  4.15   	 147.51		
 65.31   	 -40.69		  4.74   	 142.42		
 65.15   	 -45.78		  5.31   	 157.68		
 64.96   	 -40.69		  5.94   	 152.59		
 64.80   	 -40.69		  6.55   	 152.59		
 64.64   	 -40.69		  7.16   	 147.51		
 64.48   	 -35.61		  7.75   	 142.42		
 64.33   	 -35.61		  8.32   	 142.42		
 64.19   	 -35.61		  8.89   	 137.33		
 64.05   	 -30.52		  9.44   	 142.42		
 63.93   	 -35.61		 10.01   	 152.59		
 63.78   	 -30.52		 10.62   	 162.77		
 63.66   	 -30.52		 11.27   	 172.94		
 63.54   	 -30.52		 11.96   	 183.11		
 63.42   	 -35.61		 12.70   	 198.37		
 63.28   	 -35.61		 13.49   	 213.63		
 63.13   	 -35.61		 14.34   	 228.89		
 62.99   	 -35.61		 15.26   	 244.15		
 62.85   	 -40.69		 16.24   	 264.50		
 62.69   	 -35.61		 17.29   	 274.67		
 62.54   	 -40.69		 18.39   	 289.93		
 62.38   	 -35.61		 19.55   	 300.10		
 62.24   	 -40.69		 20.75   	 310.27		
 62.08   	 -35.61		 21.99   	 310.27		
 61.93   	 -35.61		 23.23   	 315.36		
 61.79   	 -35.61		 24.50   	 310.27		
 61.65   	 -30.52		 25.74   	 310.27		
 61.53   	 -35.61		 26.98   	 325.53		
 61.38   	 -35.61		 28.28   	 315.36		
 61.24   	 -35.61		 29.54   	 300.10		
 61.10   	 -30.52		 30.74   	 279.75		
 60.98   	 -35.61		 31.86   	 264.50		
 60.83   	 -35.61		 32.92   	 244.15		
 60.69   	 -30.52		 33.90   	 228.89		
 60.57   	 -30.52		 34.81   	 208.54		
 60.45   	 -25.43		 35.65   	 193.29		
 60.35   	 -25.43		 36.42   	 178.03		
 60.24   	 -20.35		 37.13   	 162.77		
 60.16   	  -5.09		 37.78   	 142.42		
