SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
-18.62   	-115.97   	 78.78   	-183.11		 13.00   	-366.22		
-20.14   	-113.83   	 78.05   	-178.03		 11.54   	-361.14		
-21.67   	-110.78   	 77.33   	-172.94		 10.09   	-366.22		
-21.97   	-106.81   	 76.64   	-162.77		  8.63   	-366.22		
-21.06   	-102.23   	 75.99   	-178.03		  7.16   	-356.05		
-19.53   	-98.57   	 75.28   	-188.20		  5.74   	-340.79		
-18.31   	-96.44   	 74.53   	   0.00		  4.37   	   0.00		
-18.31   	-96.44   	 74.53   	-376.40		  4.37   	-605.29		
-16.78   	-94.91   	 73.02   	   0.00		  1.95   	   0.00		
-16.78   	-94.91   	 73.02   	-335.71		  1.95   	-498.47		
-16.48   	-92.16   	 71.68   	   0.00		 -0.04   	   0.00		
-16.48   	-92.16   	 71.68   	-295.01		 -0.04   	-417.09		
-16.48   	-86.67   	 70.50   	   0.00		 -1.71   	   0.00		
-16.48   	-86.67   	 70.50   	-213.63		 -1.71   	-320.45		
-13.73   	-84.84   	 69.64   	   0.00		 -2.99   	   0.00		
-13.73   	-84.84   	 69.64   	-147.51		 -2.99   	-264.50		
-13.12   	-89.42   	 69.05   	   0.00		 -4.05   	   0.00		
-13.12   	-89.42   	 69.05   	-101.73		 -4.05   	-183.11		
-15.87   	-91.86   	 68.65   	 -20.35		 -4.78   	 -71.21		
-16.48   	-91.25   	 68.57   	 -20.35		 -5.07   	 -55.95		
-16.78   	-90.33   	 68.48   	 -15.26		 -5.29   	 -40.69		
-16.78   	-90.33   	 68.42   	 -10.17		 -5.45   	 -25.43		
-18.01   	-91.25   	 68.38   	  -5.09		 -5.55   	 -15.26		
-19.53   	-92.77   	 68.36   	 -15.26		 -5.62(D)	   5.09		
-21.06   	-93.69   	 68.30   	 -10.17		 -5.60   	  15.26		
-21.67   	-93.99   	 68.26   	 -15.26		 -5.53   	  30.52		
-21.06   	-94.30   	 68.20   	 -10.17		 -5.41   	  45.78		
-20.14   	-94.60   	 68.16   	 -20.35		 -5.23   	  55.95		
-18.92   	-95.21   	 68.08   	 -10.17		 -5.01   	  71.21		
-17.40   	-94.91   	 68.04   	 -20.35		 -4.72   	  81.38		
-15.87   	-94.30   	 67.95   	 -30.52		 -4.39   	  86.47		
-14.04   	-93.69   	 67.83   	 -30.52		 -4.05   	  81.38		
-11.29   	-93.08   	 67.71   	 -40.69		 -3.72   	  81.38		
 -7.32   	-91.25   	 67.55   	 -40.69		 -3.40   	  96.64		
 -0.31   	-83.92   	 67.39   	 -50.86		 -3.01   	  91.56		
 10.38   	-69.58   	 67.18   	 -55.95		 -2.64   	  96.64		
 23.50   	-47.91   	 66.96   	 -55.95		 -2.26   	  96.64		
 36.62   	-22.89   	 66.73   	 -55.95		 -1.87   	  91.56		
 47.30   	  2.75   	 66.51   	 -45.78		 -1.51   	  81.38		
 54.63   	 28.38   	 66.33   	 -55.95		 -1.18   	  76.30		
 61.34   	 56.15   	 66.10   	 -55.95		 -0.87   	  66.12		
 69.27   	 86.67   	 65.88   	 -50.86		 -0.61   	  50.86		
 78.74   	115.66   	 65.68   	 -55.95		 -0.41   	  40.69		
 87.89   	133.97   	 65.45   	 -50.86		 -0.24   	  30.52		
 92.47   	134.28   	 65.25   	 -45.78		 -0.12   	  20.35		
 90.64   	115.36   	 65.07   	 -40.69		 -0.04   	  -5.09		
 81.79   	 83.31   	 64.90   	 -40.69		 -0.06   	 -20.35		
 67.75   	 47.61   	 64.74   	 -40.69		 -0.14   	 -20.35		
 51.27   	 16.17   	 64.58   	 -40.69		 -0.22   	 -35.61		
 33.87   	 -9.46   	 64.41   	 -40.69		 -0.37   	 -35.61		
 17.09   	-31.43   	 64.25   	 -35.61		 -0.51   	 -45.78		
  2.44   	-52.49   	 64.11   	 -30.52		 -0.69   	 -50.86		
 -9.77   	-72.33   	 63.99   	 -30.52		 -0.90   	 -50.86		
-18.62   	-90.33   	 63.87   	 -35.61		 -1.10   	 -50.86		
-23.80   	-104.37   	 63.72   	 -35.61		 -1.30   	 -55.95		
-26.25   	-113.53   	 63.58   	 -30.52		 -1.53   	 -55.95		
-27.16   	-118.41   	 63.46   	   0.00		 -1.75   	   0.00		
-27.16   	-118.41   	 63.46   	 -66.12		 -1.75   	-132.25		
-30.82   	-122.68   	 63.19   	   0.00		 -2.28   	   0.00		
-30.82   	-122.68   	 63.19   	 -55.95		 -2.28   	-142.42		
-36.62   	-125.73   	 62.97   	   0.00		 -2.85   	   0.00		
-36.62   	-125.73   	 62.97   	 -76.30		 -2.85   	 -71.21		
-39.67   	-127.87   	 62.67   	   0.00		 -3.13   	   0.00		
-39.67   	-127.87   	 62.67   	 -71.21		 -3.13   	  45.78		
-41.50   	-129.39   	 62.38   	   0.00		 -2.95   	   0.00		
-41.50   	-129.39   	 62.38   	 -71.21		 -2.95   	 106.82		
-38.45   	-123.90   	 62.10   	   0.00		 -2.52   	   0.00		
-38.45   	-123.90   	 62.10   	 -76.30		 -2.52   	 137.33		
-32.65   	-113.83   	 61.79   	 -40.69		 -1.97   	  71.21		
-29.60   	-109.86   	 61.63   	 -45.78		 -1.69   	  81.38		
-26.55   	-106.51   	 61.44   	 -50.86		 -1.36   	  86.47		
-23.80   	-102.84   	 61.24   	 -45.78		 -1.02   	  81.38		
-21.36   	-97.96   	 61.06   	 -50.86		 -0.69   	  81.38		
-18.92   	-93.99   	 60.85   	 -45.78		 -0.37   	  86.47		
-16.48   	-95.83   	 60.67   	 -45.78		 -0.02   	  86.47		
-13.12   	-109.25   	 60.49   	 -35.61		  0.33   	  81.38		
 -9.16   	-132.14   	 60.35   	 -40.69		  0.65   	  71.21		
 -3.66   	-148.32   	 60.18   	 -35.61		  0.94   	  71.21		
  7.93   	-128.78   	 60.04   	 -35.61		  1.22   	  81.38		
 29.60   	-38.15   	 59.90   	 -30.52		  1.55   	  66.12		
 62.56   	151.37   	 59.78   	 -35.61		  1.81   	  50.86		
 98.88   	443.73   	 59.63   	 -30.52		  2.01   	  45.78		
118.41   	802.92   	 59.51   	 -25.43		  2.20   	  35.61		
 93.38   	1140.75   	 59.41   	 -55.95		  2.34   	  30.52		
-122.38   	1245.42(R)	 59.19   	 -25.43		  2.46(E)	 -25.43		
-268.86   	873.72   	 59.08   	 -30.52		  2.36   	 -61.04		
-382.69   	313.42   	 58.96   	 -30.52		  2.12   	 -76.30		
-430.60   	-242.31   	 58.84   	 -35.61		  1.81   	 -55.95		
-409.85   	-612.18   	 58.70   	 -35.61		  1.59   	 -20.35		
-339.66   	-720.52   	 58.56   	 -30.52		  1.51   	 -15.26		
-247.50   	-618.90   	 58.43   	 -30.52		  1.44   	 -30.52		
-156.86   	-423.58   	 58.31   	 -25.43		  1.32   	 -15.26		
-81.79   	-237.43   	 58.21   	 -25.43		  1.26   	  10.17		
-28.69   	-110.17   	 58.11   	 -30.52		  1.30   	  20.35		
  1.53   	-44.56   	 57.99   	 -25.43		  1.38   	  35.61		
 14.04   	-22.58   	 57.88   	 -20.35		  1.53   	  71.21		
 17.09   	-23.80   	 57.80   	 -20.35		  1.81   	 116.99		
 18.31   	-32.65   	 57.72   	 -15.26		  2.28   	 147.51		
 21.06   	-37.54   	 57.66   	 -10.17		  2.87   	 203.46		
 25.33   	-34.18   	 57.62   	 -10.17		  3.68   	 213.63		
 28.69   	-24.72   	 57.58   	 -10.17		  4.54   	 157.68		
 30.82   	-15.56   	 57.54   	 -20.35		  5.17   	 142.42		
 32.35   	 -9.16   	 57.46   	 -30.52		  5.74   	 193.29		
 33.57   	 -5.19   	 57.33   	 -45.78		  6.51   	 228.89		
 34.79   	 -1.83   	 57.15   	 -55.95		  7.43   	 274.67		
 35.71   	  1.83   	 56.93   	   0.00		  8.52   	   0.00		
 35.71   	  1.83   	 56.93   	-127.16		  8.52   	 742.62		
 39.06   	 11.60   	 56.42   	   0.00		 11.50   	   0.00		
 39.06   	 11.60   	 56.42   	-147.51		 11.50   	 813.83		
 46.39   	 26.25   	 55.83   	   0.00		 14.75   	   0.00		
 46.39   	 26.25   	 55.83   	-157.68		 14.75   	 854.52		
 56.15   	 44.86   	 55.20   	   0.00		 18.17   	   0.00		
 56.15   	 44.86   	 55.20   	-137.33		 18.17   	 762.97		
 65.61   	 64.09   	 54.65   	   0.00		 21.22   	   0.00		
 65.61   	 64.09   	 54.65   	-147.51		 21.22   	 595.11		
 71.72   	 77.82   	 54.06   	   0.00		 23.60   	   0.00		
 71.72   	 77.82   	 54.06   	-101.73		 23.60   	 528.99		
 72.63   	 90.94   	 53.65   	 -10.17		 25.72   	 162.77		
 72.63   	 98.57   	 53.61(D)	  35.61		 26.37   	 132.25		
 72.94   	106.81   	 53.75   	  96.64		 26.90   	 111.90		
 74.77   	115.05   	 54.14   	 167.85		 27.34   	  50.86		
 77.51   	124.21   	 54.81   	 264.50		 27.55(S)	  -5.09		
 80.87   	135.19   	 55.87   	 350.97		 27.53   	 -35.61		
 84.53   	147.71   	 57.27   	 432.35		 27.39   	 -66.12		
 88.20   	160.52   	 59.00   	 508.65		 27.12   	 -96.64		
 91.86   	172.12   	 61.04   	 559.51		 26.73   	 -91.56		
 95.52   	181.88   	 63.28   	 605.29		 26.37   	 -76.30		
 97.96   	190.43   	 65.70   	 625.63		 26.06   	 -91.56		
100.40   	200.20   	 68.20   	 630.72		 25.70   	-101.73		
103.45   	213.32   	 70.72   	 625.63		 25.29   	-101.73		
107.73   	231.02   	 73.22   	 600.20		 24.88   	 -96.64		
114.44   	252.38   	 75.63   	 554.42		 24.50   	 -91.56		
122.68   	276.18   	 77.84   	 488.30		 24.13   	 -91.56		
131.53   	300.29   	 79.80   	 401.83		 23.76   	 -86.47		
138.55   	322.88   	 81.40   	 305.19		 23.42   	 -96.64		
142.82   	342.10   	 82.62   	 208.54		 23.03   	 -91.56		
145.57   	358.28   	 83.46   	 127.16		 22.67   	 -86.47		
148.32   	372.62   	 83.97   	  55.95		 22.32   	 -66.12		
151.98   	386.96   	 84.19(S)	 -25.43		 22.05   	 -61.04		
155.94   	402.53   	 84.09   	-106.82		 21.81   	 -61.04		
159.30   	418.70   	 83.66   	-152.59		 21.57   	 -61.04		
160.83   	433.65   	 83.05   	-172.94		 21.32   	 -45.78		
160.52   	446.17   	 82.36   	-172.94		 21.14   	 -25.43		
159.91   	456.24   	 81.67   	-193.29		 21.04   	 -20.35		
159.91   	465.39   	 80.89   	-218.72		 20.96   	 -15.26		
161.13   	474.55   	 80.02   	-223.80		 20.90   	 -10.17		
161.74   	481.87   	 79.12   	-172.94		 20.85   	   0.00		
160.52   	484.62   	 78.43   	-116.99		 20.85   	  15.26		
155.94   	478.52   	 77.97   	 -96.64		 20.92   	  15.26		
148.01   	460.51   	 77.58   	 -66.12		 20.98   	  20.35		
137.94   	430.30   	 77.31   	 -30.52		 21.06   	  20.35		
126.04   	389.40   	 77.19   	  25.43		 21.14   	  35.61		
112.92   	341.19   	 77.29   	  76.30		 21.28   	  35.61		
 97.96   	289.61   	 77.60   	 111.90		 21.42   	  25.43		
 81.18   	237.12   	 78.05   	 137.33		 21.53   	  25.43		
 62.87   	185.85   	 78.60   	   0.00		 21.63   	   0.00		
 62.87   	185.85   	 78.60   	 295.01		 21.63   	  30.52		
 27.16   	 88.81   	 79.78   	   0.00		 21.75   	   0.00		
 27.16   	 88.81   	 79.78   	 335.71		 21.75   	  25.43		
  2.14   	  2.75   	 81.12   	   0.00		 21.85   	   0.00		
  2.14   	  2.75   	 81.12   	 274.67		 21.85   	  45.78		
-13.12   	-61.65   	 82.22   	   0.00		 22.03   	   0.00		
-13.12   	-61.65   	 82.22   	 162.77		 22.03   	  30.52		
-22.28   	-98.88   	 82.87   	   0.00		 22.16   	   0.00		
-22.28   	-98.88   	 82.87   	  30.52		 22.16   	 -10.17		
-23.80   	-118.41   	 82.99   	   0.00		 22.12   	   0.00		
-23.80   	-118.41   	 82.99   	-101.73		 22.12   	 -76.30		
-24.41   	-131.84   	 82.58   	 -96.64		 21.81   	 -66.12		
-26.25   	-136.41   	 82.20   	-132.25		 21.55   	 -96.64		
-27.77   	-139.47   	 81.67   	-152.59		 21.16   	-106.82		
-28.69   	-141.30   	 81.06   	-162.77		 20.73   	-147.51		
-29.60   	-142.82   	 80.41   	-172.94		 20.14   	-178.03		
-32.04   	-144.65   	 79.71   	-178.03		 19.43   	-188.20		
-36.01   	-147.09   	 79.00   	-203.46		 18.68   	-172.94		
-40.59   	-148.62   	 78.19   	-208.54		 17.99   	-193.29		
-43.64   	-148.62   	 77.35   	-203.46		 17.21   	-249.24		
-43.33   	-145.87   	 76.54   	-193.29		 16.22   	-279.75		
-40.89   	-140.99   	 75.77   	-193.29		 15.10   	-274.67		
-38.15   	-136.11   	 74.99   	-203.46		 14.00   	-289.93		
-36.93   	-133.67   	 74.18   	-213.63		 12.84   	-340.79		
-36.93   	-133.36   	 73.33   	-213.63		 11.48   	-371.31		
-36.32   	-133.67   	 72.47   	-203.46		  9.99   	-356.05		
-34.48   	-132.75   	 71.66   	-208.54		  8.57   	-376.40		
-31.43   	-130.00   	 70.82   	-208.54		  7.06   	-417.09		
-28.99   	-126.95   	 69.99   	-213.63		  5.39   	-417.09		
-27.77   	-124.51   	 69.14   	-188.20		  3.72   	-381.48		
-27.77   	-122.99   	 68.38   	-162.77		  2.20   	-350.97		
-28.08   	-121.77   	 67.73   	-132.25		  0.79   	-335.71		
-28.69   	-120.24   	 67.20   	-106.82		 -0.55   	-310.27		
-28.69   	-118.71   	 66.77   	 -81.38		 -1.79   	-269.58		
-28.08   	-116.58   	 66.45   	 -55.95		 -2.87   	-228.89		
-25.63   	-114.14   	 66.23   	 -30.52		 -3.78   	-208.54		
-22.28   	-111.39   	 66.10   	 -10.17		 -4.62   	-172.94		
-19.53   	-109.25   	 66.06   	  15.26		 -5.31   	-137.33		
-17.70   	-108.34   	 66.12   	  25.43		 -5.86   	-111.90		
-17.09   	-108.95   	 66.23   	  35.61		 -6.31   	 -86.47		
-17.09   	-110.47   	 66.37   	  30.52		 -6.65   	 -50.86		
-17.09   	-113.22   	 66.49   	  45.78		 -6.86   	 -30.52		
-18.62   	-116.58   	 66.67   	  45.78		 -6.98   	 -20.35		
-21.97   	-120.54   	 66.86   	  45.78		 -7.06   	  -5.09		
-25.94   	-123.90   	 67.04   	  35.61		 -7.08(D)	  10.17		
-27.77   	-125.12   	 67.18   	  20.35		 -7.04   	  20.35		
-26.86   	-124.51   	 67.26   	  15.26		 -6.96   	  35.61		
-23.80   	-124.21   	 67.32   	   5.09		 -6.82   	  40.69		
-21.06   	-124.82   	 67.34   	   5.09		 -6.65   	  50.86		
-18.62   	-125.43   	 67.36   	   0.00		 -6.45   	   0.00		
-18.62   	-125.43   	 67.36   	 -35.61		 -6.45   	 142.42		
 -5.49   	-105.29   	 67.22   	   0.00		 -5.88   	   0.00		
 -5.49   	-105.29   	 67.22   	 -66.12		 -5.88   	 162.77		
 17.40   	-53.71   	 66.96   	   0.00		 -5.23   	   0.00		
 17.40   	-53.71   	 66.96   	 -86.47		 -5.23   	 183.11		
 28.69   	 -7.63   	 66.61   	   0.00		 -4.50   	   0.00		
 28.69   	 -7.63   	 66.61   	-122.07		 -4.50   	 167.85		
 41.50   	 42.72   	 66.12   	   0.00		 -3.83   	   0.00		
 41.50   	 42.72   	 66.12   	-122.07		 -3.83   	 172.94		
 64.70   	 92.77   	 65.64   	   0.00		 -3.13   	   0.00		
 64.70   	 92.77   	 65.64   	-111.90		 -3.13   	 162.77		
 65.31   	 71.72   	 65.19   	 -61.04		 -2.48   	  71.21		
 54.32   	 34.79   	 64.94   	 -66.12		 -2.20   	  66.12		
 40.89   	 -4.27   	 64.68   	 -55.95		 -1.93   	  61.04		
 26.86   	-36.01   	 64.46   	 -45.78		 -1.69   	  50.86		
 12.82   	-59.51   	 64.27   	 -40.69		 -1.49   	  35.61		
 -2.14   	-80.26   	 64.11   	 -40.69		 -1.34   	  20.35		
-16.78   	-102.23   	 63.95   	 -45.78		 -1.26   	   5.09		
-29.30   	-124.82   	 63.76   	 -40.69		 -1.24   	 -10.17		
-37.84   	-145.26   	 63.60   	 -35.61		 -1.28   	 -20.35		
-43.33   	-159.91   	 63.46   	 -30.52		 -1.36   	 -25.43		
-46.39   	-168.46   	 63.34   	 -25.43		 -1.46   	 -35.61		
-49.13   	-171.51   	 63.23   	 -20.35		 -1.61   	 -45.78		
-51.57   	-171.20   	 63.15   	 -30.52		 -1.79   	 -61.04		
-53.71   	-170.29   	 63.03   	 -25.43		 -2.03   	 -81.38		
-55.85   	-169.98   	 62.93   	 -25.43		 -2.36   	 -55.95		
-57.98   	-172.12   	 62.83   	 -20.35		 -2.58   	 -35.61		
-58.90   	-175.48   	 62.75   	 -25.43		 -2.73   	 -25.43		
-57.68   	-177.61   	 62.64   	 -30.52		 -2.83   	 -15.26		
-54.02   	-176.70   	 62.52   	 -35.61		 -2.89   	   5.09		
-49.13   	-172.73   	 62.38   	 -35.61		 -2.87   	  30.52		
-44.86   	-167.54   	 62.24   	 -30.52		 -2.75   	  66.12		
-42.42   	-163.57   	 62.12   	 -25.43		 -2.48   	  76.30		
-42.11   	-160.52   	 62.01   	 -30.52		 -2.18   	  76.30		
-42.42   	-158.39   	 61.89   	 -40.69		 -1.87   	  76.30		
-43.03   	-155.94   	 61.73   	 -45.78		 -1.57   	  81.38		
-42.42   	-153.50   	 61.55   	 -45.78		 -1.24   	  91.56		
-41.20   	-150.76   	 61.36   	 -35.61		 -0.87   	  76.30		
-40.59   	-148.01   	 61.22   	 -30.52		 -0.57   	  66.12		
-40.59   	-144.96   	 61.10   	 -35.61		 -0.31   	  81.38		
-40.28   	-144.04   	 60.96   	 -40.69		  0.02   	  81.38		
-38.15   	-151.06   	 60.79   	 -55.95		  0.35   	  71.21		
-33.87   	-169.98   	 60.57   	 -45.78		  0.63   	  76.30		
-27.77   	-195.31   	 60.39   	 -40.69		  0.94   	  71.21		
-20.14   	-205.99   	 60.22   	 -25.43		  1.22   	  66.12		
 -7.93   	-169.68   	 60.12   	 -25.43		  1.49   	  66.12		
 10.99   	-51.57   	 60.02   	 -30.52		  1.75   	  55.95		
 37.54   	169.07   	 59.90   	 -40.69		  1.97   	  45.78		
 64.70   	485.53   	 59.74   	 -40.69		  2.16   	  25.43		
 72.02   	849.00   	 59.57   	   0.00		  2.26   	   0.00		
 72.02   	849.00   	 59.57   	 -71.21		  2.26   	  30.52		
-52.19   	1294.56(R)	 59.29   	 -50.86		  2.38(E)	   5.09		
-314.03   	724.49   	 59.08   	   0.00		  2.40   	   0.00		
-314.03   	724.49   	 59.08   	 -66.12		  2.40   	 -76.30		
-438.23   	-371.70   	 58.82   	   0.00		  2.10   	   0.00		
-438.23   	-371.70   	 58.82   	 -81.38		  2.10   	-111.90		
-328.37   	-742.80   	 58.49   	   0.00		  1.65   	   0.00		
-328.37   	-742.80   	 58.49   	 -66.12		  1.65   	 -35.61		
-152.28   	-423.58   	 58.23   	   0.00		  1.51   	   0.00		
-152.28   	-423.58   	 58.23   	 -66.12		  1.51   	 -30.52		
-40.28   	-139.47   	 57.97   	 -35.61		  1.38   	  15.26		
-15.26   	-80.87   	 57.82   	 -35.61		  1.44   	  55.95		
 -4.88   	-59.81   	 57.68   	 -25.43		  1.67   	  96.64		
 -1.22   	-60.42   	 57.58   	 -20.35		  2.05   	 147.51		
  0.92   	-68.36   	 57.50   	 -10.17		  2.64   	 198.37		
  3.66   	-72.94   	 57.46   	  -5.09		  3.44   	 167.85		
  6.41   	-69.58   	 57.44   	 -10.17		  4.11   	 137.33		
  8.24   	-61.65   	 57.40   	 -15.26		  4.66   	 198.37		
  8.85   	-54.32   	 57.33   	 -25.43		  5.45   	 254.32		
  9.16   	-49.44   	 57.23   	 -25.43		  6.47   	 254.32		
 10.68   	-45.17   	 57.13   	 -40.69		  7.49   	 295.01		
 14.04   	-39.67   	 56.97   	 -50.86		  8.67   	 366.22		
 18.01   	-33.26   	 56.76   	 -61.04		 10.13   	 401.83		
 21.97   	-26.55   	 56.52   	 -66.12		 11.74   	 417.09		
 24.41   	-20.14   	 56.26   	 -71.21		 13.41   	 437.43		
 25.63   	-14.95   	 55.97   	 -76.30		 15.16   	 442.52		
 26.55   	-10.38   	 55.67   	 -76.30		 16.93   	 401.83		
 28.99   	 -5.49   	 55.36   	 -76.30		 18.54   	 396.74		
 32.96   	  2.44   	 55.06   	 -81.38		 20.12   	 401.83		
 38.15   	 13.73   	 54.73   	 -76.30		 21.73   	 371.31		
 43.33   	 27.16   	 54.43   	 -66.12		 23.21   	 315.36		
 47.61   	 39.67   	 54.16   	 -66.12		 24.48   	 284.84		
 51.27   	 49.44   	 53.90   	 -55.95		 25.62   	 254.32		
 55.24   	 57.07   	 53.67   	 -35.61		 26.63   	 218.72		
 59.51   	 64.39   	 53.53   	  -5.09		 27.51   	 167.85		
 64.70   	 73.24   	 53.51(D)	  35.61		 28.18   	 132.25		
 69.27   	 83.92   	 53.65   	  96.64		 28.71   	  81.38		
 72.33   	 93.69   	 54.04   	 167.85		 29.03   	  35.61		
 73.24   	100.40   	 54.71   	 264.50		 29.18(S)	  -5.09		
 72.02   	104.06   	 55.77   	 350.97		 29.16   	 -30.52		
 69.58   	106.20   	 57.17   	 427.26		 29.03   	 -66.12		
 66.83   	108.64   	 58.88   	 498.47		 28.77   	 -76.30		
 64.70   	112.92   	 60.87   	 544.25		 28.46   	 -96.64		
 64.09   	119.93   	 63.05   	 595.11		 28.08   	-101.73		
 65.61   	130.00   	 65.43   	 610.37		 27.67   	 -96.64		
 69.58   	143.74   	 67.87   	 620.55		 27.28   	 -91.56		
 75.68   	160.83   	 70.36   	 615.46		 26.92   	-101.73		
 82.09   	180.97   	 72.82   	 590.03		 26.51   	-101.73		
 88.20   	202.64   	 75.18   	   0.00		 26.10   	   0.00		
 88.20   	202.64   	 75.18   	1027.46		 26.10   	-162.77		
100.71   	246.58   	 79.29   	   0.00		 25.45   	   0.00		
100.71   	246.58   	 79.29   	 717.19		 25.45   	-152.59		
116.88   	291.14   	 82.16   	   0.00		 24.84   	   0.00		
116.88   	291.14   	 82.16   	 350.97		 24.84   	-142.42		
130.31   	335.08   	 83.56   	   0.00		 24.27   	   0.00		
130.31   	335.08   	 83.56   	  45.78		 24.27   	-111.90		
137.33   	373.54   	 83.74(S)	   0.00		 23.82   	   0.00		
137.33   	373.54   	 83.74   	-249.24		 23.82   	 -91.56		
141.91   	402.83   	 82.75   	   0.00		 23.46   	   0.00		
141.91   	402.83   	 82.75   	-325.53		 23.46   	 -40.69		
144.96   	425.42   	 81.44   	-188.20		 23.30   	 -15.26		
145.57   	434.88   	 80.69   	-208.54		 23.23   	   0.00		
144.96   	441.28   	 79.86   	-203.46		 23.23   	  10.17		
142.82   	443.42   	 79.04   	-167.85		 23.28   	  15.26		
137.94   	439.15   	 78.37   	-132.25		 23.34   	  20.35		
129.70   	426.03   	 77.84   	-101.73		 23.42   	  15.26		
119.02   	403.75   	 77.44   	 -71.21		 23.48   	  20.35		
105.90   	371.40   	 77.15   	 -20.35		 23.56   	  10.17		
 91.55   	329.59   	 77.07   	  30.52		 23.60   	   0.00		
 75.99   	281.07   	 77.19   	  71.21		 23.60   	   0.00		
 59.51   	228.88   	 77.48   	  96.64		 23.60   	  10.17		
 43.03   	176.09   	 77.86   	 127.16		 23.64   	   5.09		
 27.47   	125.12   	 78.37   	 147.51		 23.66   	  15.26		
 13.73   	 76.90   	 78.96   	 157.68		 23.72   	  20.35		
  1.83   	 32.04   	 79.59   	 167.85		 23.80   	  15.26		
 -8.54   	 -8.54   	 80.26   	 162.77		 23.87   	  10.17		
-17.40   	-42.72   	 80.92   	 162.77		 23.91   	  20.35		
-24.72   	-70.19   	 81.57   	 137.33		 23.99   	  15.26		
-29.91   	-90.64   	 82.12   	  96.64		 24.05   	  10.17		
-33.26   	-106.20   	 82.50   	  66.12		 24.09   	   0.00		
-36.32   	-119.02   	 82.77   	  45.78		 24.09   	  -5.09		
-39.98   	-131.23   	 82.95   	  10.17		 24.07   	  -5.09		
-43.64   	-142.52   	 82.99   	 -30.52		 24.05   	 -15.26		
-46.69   	-151.98   	 82.87   	 -61.04		 23.99   	 -30.52		
-47.91   	-158.39   	 82.62   	 -91.56		 23.87   	 -45.78		
-47.61   	-162.35   	 82.26   	-111.90		 23.68   	 -61.04		
-47.61   	-164.49   	 81.81   	-132.25		 23.44   	 -96.64		
-48.52   	-166.32   	 81.28   	-147.51		 23.05   	-127.16		
-50.66   	-167.24   	 80.69   	-178.03		 22.54   	-167.85		
-52.49   	-166.63   	 79.98   	-188.20		 21.87   	-172.94		
-52.19   	-164.49   	 79.23   	-193.29		 21.18   	-152.59		
-50.35   	-161.44   	 78.45   	-193.29		 20.57   	-178.03		
-47.30   	-157.78   	 77.68   	-193.29		 19.86   	-233.98		
-43.95   	-154.42   	 76.91   	-203.46		 18.92   	-254.32		
-40.89   	-149.84   	 76.09   	-198.37		 17.90   	-259.41		
-37.84   	-143.74   	 75.30   	-203.46		 16.87   	-300.10		
-35.10   	-137.33   	 74.49   	-208.54		 15.67   	-335.71		
-32.96   	-131.53   	 73.65   	-208.54		 14.32   	-356.05		
-32.04   	-127.56   	 72.82   	   0.00		 12.90   	   0.00		
-32.04   	-127.56   	 72.82   	-422.18		 12.90   	-732.45		
-33.26   	-125.73   	 71.13   	   0.00		  9.97   	   0.00		
-33.26   	-125.73   	 71.13   	-422.18		  9.97   	-793.49		
-37.23   	-130.31   	 69.44   	   0.00		  6.80   	   0.00		
-37.23   	-130.31   	 69.44   	-356.05		  6.80   	-757.88		
-40.28   	-134.89   	 68.02   	   0.00		  3.76   	   0.00		
-40.28   	-134.89   	 68.02   	-254.32		  3.76   	-676.50		
-42.42   	-135.50   	 67.00   	   0.00		  1.06   	   0.00		
-42.42   	-135.50   	 67.00   	-137.33		  1.06   	-544.25		
-43.64   	-134.28   	 66.45   	   0.00		 -1.12   	   0.00		
-43.64   	-134.28   	 66.45   	 -30.52		 -1.12   	-412.00		
-36.32   	-128.17   	 66.33   	  10.17		 -2.77   	-162.77		
-31.13   	-123.90   	 66.37   	  30.52		 -3.42   	-132.25		
-28.08   	-121.15   	 66.49   	  45.78		 -3.95   	-101.73		
-28.08   	-120.54   	 66.67   	  55.95		 -4.35   	 -81.38		
-29.91   	-121.77   	 66.90   	  45.78		 -4.68   	 -55.95		
-31.43   	-122.68   	 67.08   	  45.78		 -4.90   	 -25.43		
-31.13   	-122.68   	 67.26   	  45.78		 -5.01   	  -5.09		
-29.30   	-122.38   	 67.45   	  45.78		 -5.03(D)	  15.26		
-28.69   	-122.99   	 67.63   	  35.61		 -4.96   	  25.43		
-30.21   	-125.12   	 67.77   	  30.52		 -4.86   	  45.78		
-33.87   	-128.48   	 67.89   	  15.26		 -4.68   	  55.95		
-38.15   	-132.14   	 67.95   	   0.00		 -4.46   	  61.04		
-40.89   	-135.50   	 67.95   	  -5.09		 -4.21   	  71.21		
-42.11   	-139.16   	 67.93   	 -20.35		 -3.93   	  76.30		
-41.50   	-142.21   	 67.85   	 -25.43		 -3.62   	  81.38		
-38.76   	-143.13   	 67.75   	 -30.52		 -3.30   	  86.47		
-32.35   	-138.24   	 67.63   	 -40.69		 -2.95   	  86.47		
-22.58   	-125.43   	 67.47   	 -50.86		 -2.60   	  91.56		
-11.29   	-105.29   	 67.26   	 -55.95		 -2.24   	  86.47		
