SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
-47.30   	-193.48   	 61.49   	 -45.78		  1.02   	  25.43		
-46.08   	-191.35   	 61.30   	 -50.86		  1.12   	  61.04		
-45.17   	-188.90   	 61.10   	 -45.78		  1.36   	  86.47		
-43.95   	-186.46   	 60.92   	 -50.86		  1.71   	 116.99		
-42.11   	-183.41   	 60.71   	 -45.78		  2.18   	 137.33		
-39.67   	-179.44   	 60.53   	 -50.86		  2.73   	 137.33		
-37.23   	-175.17   	 60.33   	 -50.86		  3.28   	 127.16		
-36.32   	-171.20   	 60.12   	 -45.78		  3.78   	 116.99		
-36.01   	-167.54   	 59.94   	 -50.86		  4.25   	 101.73		
-36.01   	-162.96   	 59.74   	 -50.86		  4.66   	  86.47		
-34.18   	-158.39   	 59.53   	 -45.78		  5.01   	  66.12		
-30.52   	-158.08   	 59.35   	 -45.78		  5.27   	  45.78		
-25.94   	-168.76   	 59.17   	 -45.78		  5.45   	  25.43		
-21.97   	-192.26   	 58.98   	 -45.78		  5.55   	  20.35		
-17.40   	-215.15   	 58.80   	 -35.61		  5.64   	  10.17		
 -8.85   	-209.05   	 58.66   	 -40.69		  5.68   	   5.09		
  8.24   	-137.63   	 58.49   	 -35.61		  5.70   	   5.09		
 34.48   	 28.38   	 58.35   	 -35.61		  5.72   	   0.00		
 65.31   	298.77   	 58.21   	 -30.52		  5.72   	   5.09		
 86.98   	651.86   	 58.09   	 -35.61		  5.74   	   0.00		
 77.21   	1023.25   	 57.94   	 -50.86		  5.74   	   0.00		
-84.23   	1345.83(R)	 57.74   	 -30.52		  5.74(E)	   0.00		
-213.01   	1083.07   	 57.62   	 -25.43		  5.74   	   0.00		
-328.06   	550.84   	 57.52   	 -30.52		  5.74   	   0.00		
-392.46   	-82.40   	 57.40   	 -30.52		  5.74   	 -10.17		
-392.15   	-592.35   	 57.27   	 -25.43		  5.70   	 -25.43		
-337.22   	-822.75   	 57.17   	 -25.43		  5.60   	 -45.78		
-252.08   	-765.69   	 57.07   	 -25.43		  5.41   	 -50.86		
-162.35   	-538.33   	 56.97   	 -25.43		  5.21   	 -35.61		
-87.28   	-293.58   	 56.87   	   0.00		  5.07   	   0.00		
-87.28   	-293.58   	 56.87   	 -50.86		  5.07   	 -15.26		
 -4.58   	-68.36   	 56.66   	   0.00		  5.01   	   0.00		
 -4.58   	-68.36   	 56.66   	 -35.61		  5.01   	  71.21		
 13.43   	-88.50   	 56.52   	   0.00		  5.29   	   0.00		
 13.43   	-88.50   	 56.52   	 -15.26		  5.29   	 147.51		
 17.40   	-99.79   	 56.46   	   0.00		  5.88   	   0.00		
 17.40   	-99.79   	 56.46   	 -25.43		  5.88   	 340.79		
 21.67   	-81.48   	 56.36   	   0.00		  7.24   	   0.00		
 21.67   	-81.48   	 56.36   	 -40.69		  7.24   	 356.05		
 25.02   	-68.97   	 56.20   	   0.00		  8.67   	   0.00		
 25.02   	-68.97   	 56.20   	 -71.21		  8.67   	 467.95		
 32.04   	-59.51   	 55.91   	 -45.78		 10.54   	 239.06		
 37.23   	-53.71   	 55.73   	 -55.95		 11.50   	 289.93		
 43.03   	-46.69   	 55.50   	 -61.04		 12.66   	 335.71		
 48.22   	-39.37   	 55.26   	 -71.21		 14.00   	 366.22		
 51.57   	-30.52   	 54.97   	-152.59		 15.46   	 778.23		
 55.54   	-12.51   	 54.36   	 -76.30		 18.58   	 406.92		
 57.68   	 -4.88   	 54.06   	 -71.21		 20.20   	 412.00		
 60.12   	  1.83   	 53.77   	 -76.30		 21.85   	 376.40		
 62.87   	  7.93   	 53.47   	 -71.21		 23.36   	 356.05		
 65.61   	 14.65   	 53.18   	 -50.86		 24.78   	 381.48		
 68.36   	 22.58   	 52.98   	 -25.43		 26.31   	 376.40		
 70.19   	 31.43   	 52.88(D)	  10.17		 27.81   	 295.01		
 71.11   	 39.67   	 52.92   	  71.21		 28.99   	 244.15		
 70.80   	 46.69   	 53.20   	 162.77		 29.97   	 228.89		
 70.19   	 52.80   	 53.86   	 254.32		 30.88   	 188.20		
 69.58   	 59.51   	 54.87   	 350.97		 31.64   	 132.25		
 69.58   	 66.83   	 56.28   	 442.52		 32.17   	  81.38		
 70.19   	 75.07   	 58.05   	 523.90		 32.49   	  40.69		
 71.11   	 82.40   	 60.14   	 584.94		 32.66   	  10.17		
 72.02   	 89.11   	 62.48   	 625.63		 32.70(S)	 -20.35		
 73.55   	 96.13   	 64.98   	 651.07		 32.61   	 -40.69		
 75.68   	105.90   	 67.59   	 666.32		 32.45   	 -50.86		
 79.04   	119.02   	 70.25   	 666.32		 32.25   	 -71.21		
 83.01   	135.19   	 72.92   	 635.81		 31.96   	 -76.30		
 87.28   	152.28   	 75.46   	 595.11		 31.66   	 -81.38		
 92.16   	169.37   	 77.84   	 523.90		 31.33   	 -71.21		
 97.96   	184.63   	 79.94   	 432.35		 31.05   	 -81.38		
103.76   	198.67   	 81.67   	 350.97		 30.72   	 -86.47		
109.25   	211.79   	 83.07   	 249.24		 30.38   	 -91.56		
113.53   	226.14   	 84.07   	 137.33		 30.01   	 -86.47		
116.88   	242.92   	 84.62   	  45.78		 29.66   	-101.73		
119.63   	261.54   	 84.80   	 -25.43		 29.26   	 -96.64		
121.46   	279.54   	 84.70   	 -96.64		 28.87   	 -91.56		
121.77   	295.10   	 84.31   	-157.68		 28.50   	 -81.38		
120.54   	307.01   	 83.68   	-193.29		 28.18   	 -81.38		
118.71   	317.08   	 82.91   	-203.46		 27.85   	 -66.12		
118.71   	328.37   	 82.10   	-218.72		 27.59   	 -55.95		
121.46   	342.10   	 81.22   	   0.00		 27.37   	   0.00		
121.46   	342.10   	 81.22   	-417.09		 27.37   	 -91.56		
130.31   	373.54   	 79.55   	   0.00		 27.00   	   0.00		
130.31   	373.54   	 79.55   	-315.36		 27.00   	 -66.12		
135.19   	396.12   	 78.29   	   0.00		 26.73   	   0.00		
135.19   	396.12   	 78.29   	-147.51		 26.73   	 -40.69		
134.89   	402.83   	 77.70   	   0.00		 26.57   	   0.00		
134.89   	402.83   	 77.70   	  71.21		 26.57   	 -25.43		
124.21   	380.55   	 77.99   	   0.00		 26.47   	   0.00		
124.21   	380.55   	 77.99   	 254.32		 26.47   	  -5.09		
103.76   	310.97   	 79.00   	   0.00		 26.45   	   0.00		
103.76   	310.97   	 79.00   	 391.66		 26.45   	  10.17		
 76.60   	205.08   	 80.57   	 233.98		 26.49   	  15.26		
 61.34   	148.62   	 81.51   	 218.72		 26.55   	  15.26		
 46.39   	 94.60   	 82.38   	 218.72		 26.61   	  15.26		
 33.87   	 46.08   	 83.26   	 198.37		 26.67   	  15.26		
 23.50   	  3.05   	 84.05   	 193.29		 26.73   	  10.17		
 14.95   	-35.40   	 84.82   	 167.85		 26.78   	  10.17		
  7.32   	-70.50   	 85.49   	 127.16		 26.82   	  10.17		
  0.31   	-102.23   	 86.00   	  71.21		 26.86   	  -5.09		
 -5.80   	-129.39   	 86.29   	  40.69		 26.84   	 -10.17		
-10.38   	-150.45   	 86.45   	  10.17		 26.80   	 -20.35		
-13.43   	-166.32   	 86.49(S)	 -25.43		 26.71   	 -40.69		
-15.87   	-179.14   	 86.39   	 -76.30		 26.55   	 -61.04		
-17.70   	-190.43   	 86.08   	-116.99		 26.31   	 -81.38		
-18.62   	-200.20   	 85.62   	-142.42		 25.98   	-106.82		
-18.62   	-206.30   	 85.05   	-167.85		 25.55   	-137.33		
-17.09   	-207.21   	 84.37   	-172.94		 25.00   	-172.94		
-15.56   	-203.55   	 83.68   	-188.20		 24.31   	-208.54		
-14.04   	-198.67   	 82.93   	-213.63		 23.48   	-249.24		
-14.04   	-195.31   	 82.07   	-223.80		 22.48   	-274.67		
-14.65   	-194.40   	 81.18   	-213.63		 21.38   	-305.19		
-15.26   	-194.70   	 80.33   	-203.46		 20.16   	-295.01		
-15.26   	-193.79   	 79.51   	-208.54		 18.98   	-289.93		
-13.43   	-190.12   	 78.68   	-213.63		 17.82   	-330.62		
-10.99   	-184.02   	 77.82   	-208.54		 16.50   	-371.31		
 -8.24   	-177.00   	 76.99   	-183.11		 15.02   	-350.97		
 -6.41   	-170.59   	 76.26   	-178.03		 13.61   	-345.88		
 -5.19   	-165.71   	 75.54   	-172.94		 12.23   	-350.97		
 -4.58   	-162.05   	 74.85   	-183.11		 10.82   	-350.97		
 -3.36   	-158.69   	 74.12   	-193.29		  9.42   	-345.88		
 -1.83   	-155.03   	 73.35   	-188.20		  8.04   	-330.62		
 -0.92   	-151.37   	 72.59   	-178.03		  6.71   	-325.53		
 -1.53   	-148.62   	 71.88   	-172.94		  5.41   	-310.27		
 -3.36   	-147.40   	 71.19   	-167.85		  4.17   	-284.84		
 -5.19   	-147.40   	 70.52   	-162.77		  3.03   	-249.24		
 -5.49   	-146.48   	 69.87   	-147.51		  2.03   	-218.72		
 -3.97   	-144.35   	 69.28   	-122.07		  1.16   	-183.11		
 -1.22   	-140.99   	 68.79   	-106.82		  0.43   	-157.68		
  0.61   	-138.24   	 68.36   	 -86.47		 -0.20   	-116.99		
  1.83   	-136.72   	 68.02   	   0.00		 -0.67   	   0.00		
  1.83   	-136.72   	 68.02   	-122.07		 -0.67   	-132.25		
  1.53   	-137.33   	 67.53   	   0.00		 -1.20   	   0.00		
  1.53   	-137.33   	 67.53   	 -71.21		 -1.20   	 -66.12		
 -1.22   	-139.77   	 67.24   	   0.00		 -1.46   	   0.00		
 -1.22   	-139.77   	 67.24   	 -30.52		 -1.46   	 -20.35		
 -7.32   	-145.57   	 67.12   	   0.00		 -1.55(D)	   0.00		
 -7.32   	-145.57   	 67.12   	 -20.35		 -1.55   	  35.61		
-11.29   	-150.45   	 67.04   	   0.00		 -1.40   	   0.00		
-11.29   	-150.45   	 67.04   	  -5.09		 -1.40   	  71.21		
-10.99   	-148.62   	 67.02   	   0.00		 -1.12   	   0.00		
-10.99   	-148.62   	 67.02   	 -25.43		 -1.12   	  91.56		
 -9.77   	-144.35   	 66.92   	 -25.43		 -0.75   	  50.86		
 -9.16   	-142.21   	 66.82   	 -20.35		 -0.55   	  55.95		
 -8.24   	-140.38   	 66.73   	 -25.43		 -0.33   	  55.95		
 -7.63   	-138.85   	 66.63   	 -30.52		 -0.10   	  50.86		
 -6.71   	-137.94   	 66.51   	 -40.69		  0.10   	  50.86		
 -6.10   	-137.63   	 66.35   	 -50.86		  0.31   	  50.86		
 -6.10   	-137.94   	 66.14   	 -50.86		  0.51   	  50.86		
 -6.71   	-138.55   	 65.94   	 -55.95		  0.71   	  50.86		
 -7.93   	-139.16   	 65.72   	 -61.04		  0.92   	  45.78		
 -8.85   	-139.47   	 65.47   	 -61.04		  1.10   	  45.78		
 -9.16   	-139.77   	 65.23   	 -66.12		  1.28   	  45.78		
 -8.54   	-140.38   	 64.96   	 -71.21		  1.46   	  50.86		
 -8.24   	-141.30   	 64.68   	 -71.21		  1.67   	  45.78		
 -8.24   	-141.91   	 64.39   	 -66.12		  1.85   	  40.69		
 -8.24   	-142.52   	 64.13   	 -66.12		  2.01   	  45.78		
 -7.63   	-141.30   	 63.87   	 -66.12		  2.20   	  35.61		
 -4.88   	-136.41   	 63.60   	 -76.30		  2.34   	  25.43		
  1.83   	-125.73   	 63.30   	 -61.04		  2.44   	  20.35		
 11.90   	-108.64   	 63.05   	 -61.04		  2.52   	  20.35		
 25.02   	-86.06   	 62.81   	 -55.95		  2.60   	   5.09		
 37.84   	-60.42   	 62.58   	 -55.95		  2.62   	  -5.09		
 48.22   	-33.26   	 62.36   	 -50.86		  2.60   	  -5.09		
 55.54   	 -3.97   	 62.16   	 -45.78		  2.58   	 -10.17		
 61.34   	 28.38   	 61.97   	 -50.86		  2.54   	 -20.35		
 68.66   	 60.73   	 61.77   	 -45.78		  2.46   	 -20.35		
 77.82   	 86.36   	 61.59   	 -40.69		  2.38   	 -25.43		
 87.28   	 96.13   	 61.42   	 -35.61		  2.28   	 -25.43		
 92.16   	 84.84   	 61.28   	 -35.61		  2.18   	 -25.43		
 88.81   	 54.32   	 61.14   	 -30.52		  2.08   	 -25.43		
 75.99   	 13.43   	 61.02   	 -35.61		  1.97   	 -30.52		
 57.68   	-25.63   	 60.87   	 -30.52		  1.85   	 -25.43		
 37.23   	-56.15   	 60.75   	 -25.43		  1.75   	 -25.43		
 17.40   	-78.13   	 60.65   	 -30.52		  1.65   	 -30.52		
 -0.31   	-96.44   	 60.53   	 -30.52		  1.53   	 -30.52		
-15.56   	-115.36   	 60.41   	 -30.52		  1.40   	 -40.69		
-27.47   	-134.58   	 60.28   	 -30.52		  1.24   	 -40.69		
-35.10   	-151.67   	 60.16   	 -30.52		  1.08   	 -55.95		
-37.54   	-162.66   	 60.04   	 -35.61		  0.85   	 -61.04		
-36.62   	-166.32   	 59.90   	   0.00		  0.61   	   0.00		
-36.62   	-166.32   	 59.90   	 -66.12		  0.61   	-137.33		
-34.48   	-163.57   	 59.63   	   0.00		  0.06   	   0.00		
-34.48   	-163.57   	 59.63   	 -91.56		  0.06   	-147.51		
-35.10   	-161.74   	 59.27   	   0.00		 -0.53   	   0.00		
-35.10   	-161.74   	 59.27   	-101.73		 -0.53   	 -96.64		
-33.87   	-159.00   	 58.86   	   0.00		 -0.92   	   0.00		
-33.87   	-159.00   	 58.86   	-101.73		 -0.92   	  15.26		
-33.87   	-154.11   	 58.45   	   0.00		 -0.85   	   0.00		
-33.87   	-154.11   	 58.45   	-106.82		 -0.85   	 142.42		
-32.04   	-150.76   	 58.03   	   0.00		 -0.28   	   0.00		
-32.04   	-150.76   	 58.03   	-111.90		 -0.28   	 218.72		
-24.72   	-147.09   	 57.58   	 -55.95		  0.59   	 122.07		
-21.67   	-144.04   	 57.35   	 -55.95		  1.08   	 106.82		
-21.06   	-139.47   	 57.13   	 -45.78		  1.51   	  96.64		
-21.67   	-133.67   	 56.95   	 -55.95		  1.89   	  86.47		
-21.97   	-127.87   	 56.72   	 -50.86		  2.24   	  61.04		
-21.67   	-122.99   	 56.52   	 -55.95		  2.48   	  30.52		
-19.84   	-122.38   	 56.30   	 -50.86		  2.60   	  10.17		
-16.17   	-130.62   	 56.09   	 -50.86		  2.64   	   0.00		
-11.29   	-148.93   	 55.89   	 -45.78		  2.64   	  -5.09		
 -5.19   	-169.98   	 55.71   	 -50.86		  2.62   	 -10.17		
  3.36   	-172.42   	 55.50   	 -40.69		  2.58   	  -5.09		
 18.01   	-124.82   	 55.34   	 -35.61		  2.56   	   5.09		
 40.89   	  5.80   	 55.20   	 -35.61		  2.58(E)	   5.09		
 70.50   	239.56   	 55.06   	 -35.61		  2.60   	   5.09		
 96.44   	567.63   	 54.91   	 -30.52		  2.62   	  15.26		
 97.96   	939.94   	 54.79   	 -35.61		  2.69   	  15.26		
 54.02   	1254.58(R)	 54.65   	 -55.95		  2.75   	  20.35		
-168.76   	1210.02   	 54.43   	 -20.35		  2.83   	  10.17		
-295.72   	757.14   	 54.34   	 -25.43		  2.87   	   5.09		
-380.55   	152.28   	 54.24   	 -25.43		  2.89   	   0.00		
-400.70   	-394.29   	 54.14   	 -30.52		  2.89   	   0.00		
-360.72   	-707.40   	 54.02   	 -30.52		  2.89   	 -10.17		
-281.98   	-739.44   	 53.90   	 -25.43		  2.85   	 -20.35		
-191.65   	-572.81   	 53.79   	 -30.52		  2.77   	 -25.43		
-110.78   	-345.76   	 53.67   	 -25.43		  2.67   	 -30.52		
-50.35   	-166.32   	 53.57   	 -30.52		  2.54   	 -25.43		
-12.21   	-71.41   	 53.45   	 -25.43		  2.44   	 -35.61		
  7.63   	-43.33   	 53.35   	 -20.35		  2.30   	 -25.43		
 16.17   	-46.08   	 53.27   	 -20.35		  2.20   	   0.00		
 19.84   	-53.41   	 53.18   	 -15.26		  2.20   	  25.43		
 22.28   	-55.85   	 53.12   	 -15.26		  2.30   	  61.04		
 25.02   	-51.57   	 53.06   	 -15.26		  2.54   	 122.07		
 28.08   	-43.03   	 53.00   	 -20.35		  3.03   	 198.37		
 31.74   	-33.26   	 52.92   	 -20.35		  3.83   	 193.29		
 35.71   	-24.72   	 52.84   	 -20.35		  4.60   	 172.94		
 39.37   	-18.01   	 52.76   	 -35.61		  5.29   	 233.98		
 41.81   	-12.21   	 52.61   	 -40.69		  6.23   	 279.75		
 43.03   	 -6.10   	 52.45   	   0.00		  7.34   	   0.00		
 43.03   	 -6.10   	 52.45   	-111.90		  7.34   	 579.86		
 47.61   	  7.02   	 52.00   	   0.00		  9.66   	   0.00		
 47.61   	  7.02   	 52.00   	-147.51		  9.66   	 783.31		
 55.85   	 19.53   	 51.41   	-162.77		 12.80   	 788.40		
 62.26   	 26.55   	 50.76   	   0.00		 15.95   	   0.00		
 62.26   	 26.55   	 50.76   	-172.94		 15.95   	 783.31		
 65.31   	 36.01   	 50.07   	   0.00		 19.08   	   0.00		
 65.31   	 36.01   	 50.07   	-147.51		 19.08   	 691.76		
 70.50   	 51.88   	 49.48   	   0.00		 21.85   	   0.00		
 70.50   	 51.88   	 49.48   	 -86.47		 21.85   	 539.16		
 75.99   	 66.83   	 49.14(D)	   5.09		 24.01   	 244.15		
 77.51   	 73.85   	 49.16   	  66.12		 24.98   	 228.89		
 78.13   	 81.79   	 49.42   	 152.59		 25.90   	 162.77		
 78.74   	 90.94   	 50.03   	 249.24		 26.55   	 111.90		
 79.96   	100.71   	 51.03   	 345.88		 27.00   	  91.56		
 82.09   	110.78   	 52.41   	 437.43		 27.37   	  50.86		
 83.92   	119.93   	 54.16   	 523.90		 27.57(S)	  -5.09		
 85.14   	128.17   	 56.26   	 590.03		 27.55   	 -30.52		
 85.75   	135.80   	 58.62   	 630.72		 27.43   	 -45.78		
 86.06   	144.65   	 61.14   	 661.24		 27.24   	 -61.04		
 87.28   	155.64   	 63.78   	 671.41		 27.00   	 -76.30		
 90.03   	169.37   	 66.47   	 666.32		 26.69   	 -86.47		
 93.69   	184.02   	 69.14   	 640.89		 26.35   	 -96.64		
 97.66   	198.36   	 71.70   	 610.37		 25.96   	 -91.56		
101.62   	213.32   	 74.14   	 554.42		 25.60   	-101.73		
105.90   	230.10   	 76.36   	 473.04		 25.19   	-106.82		
111.08   	249.63   	 78.25   	 366.22		 24.76   	-106.82		
117.49   	271.91   	 79.71   	 254.32		 24.33   	-101.73		
124.51   	294.49   	 80.73   	 162.77		 23.93   	-101.73		
131.23   	316.16   	 81.38   	  81.38		 23.52   	-101.73		
137.94   	336.61   	 81.71(S)	  -5.09		 23.11   	-101.73		
143.74   	356.45   	 81.69   	 -86.47		 22.71   	 -96.64		
148.62   	375.06   	 81.34   	-162.77		 22.32   	 -86.47		
151.37   	391.24   	 80.69   	-218.72		 21.97   	 -91.56		
151.37   	404.97   	 79.82   	-228.89		 21.61   	 -76.30		
149.84   	417.48   	 78.90   	-228.89		 21.30   	 -61.04		
148.32   	431.21   	 77.99   	-233.98		 21.06   	 -50.86		
148.62   	447.08   	 77.05   	-254.32		 20.85   	 -45.78		
150.45   	462.95   	 76.03   	-244.15		 20.67   	 -35.61		
151.67   	476.38   	 75.06   	-203.46		 20.53   	 -25.43		
150.76   	484.01   	 74.24   	-147.51		 20.43   	 -15.26		
146.79   	484.92   	 73.65   	-101.73		 20.37   	 -10.17		
140.69   	477.91   	 73.24   	 -61.04		 20.33   	  -5.09		
133.97   	462.65   	 73.00   	 -15.26		 20.31   	   0.00		
127.26   	437.93   	 72.94   	  35.61		 20.31   	   5.09		
119.93   	402.83   	 73.08   	  91.56		 20.33   	  10.17		
110.78   	358.28   	 73.45   	 127.16		 20.37   	  20.35		
 98.57   	306.40   	 73.96   	 162.77		 20.45   	  15.26		
 83.62   	251.16   	 74.61   	   0.00		 20.51   	   0.00		
 83.62   	251.16   	 74.61   	 386.57		 20.51   	  10.17		
 53.10   	144.35   	 76.15   	   0.00		 20.55   	   0.00		
 53.10   	144.35   	 76.15   	 396.74		 20.55   	  15.26		
 30.52   	 52.49   	 77.74   	   0.00		 20.61   	   0.00		
 30.52   	 52.49   	 77.74   	 371.31		 20.61   	  15.26		
 12.21   	-21.06   	 79.23   	   0.00		 20.67   	   0.00		
 12.21   	-21.06   	 79.23   	 208.54		 20.67   	  25.43		
 -1.53   	-71.41   	 80.06   	   0.00		 20.77   	   0.00		
 -1.53   	-71.41   	 80.06   	  96.64		 20.77   	  10.17		
 -6.41   	-104.37   	 80.45   	   0.00		 20.81   	   0.00		
 -6.41   	-104.37   	 80.45   	 -61.04		 20.81   	 -45.78		
-11.29   	-128.48   	 80.20   	 -81.38		 20.63   	 -55.95		
-14.65   	-137.33   	 79.88   	-132.25		 20.41   	 -81.38		
-16.78   	-143.13   	 79.35   	-157.68		 20.08   	-111.90		
-17.70   	-145.87   	 78.72   	-172.94		 19.63   	-147.51		
-17.70   	-145.87   	 78.03   	-178.03		 19.04   	-183.11		
-18.01   	-143.74   	 77.31   	-198.37		 18.31   	-218.72		
-19.23   	-141.60   	 76.52   	-213.63		 17.44   	-233.98		
-21.67   	-141.60   	 75.67   	-233.98		 16.50   	-223.80		
-24.11   	-143.43   	 74.73   	-218.72		 15.61   	-249.24		
-25.94   	-145.26   	 73.86   	-208.54		 14.61   	-315.36		
-25.94   	-144.65   	 73.02   	-218.72		 13.35   	-345.88		
-23.50   	-140.69   	 72.15   	-228.89		 11.96   	-350.97		
-19.23   	-134.89   	 71.23   	-228.89		 10.56   	-361.14		
-14.34   	-129.39   	 70.32   	-213.63		  9.11   	-381.48		
-10.99   	-126.04   	 69.46   	-203.46		  7.59   	-406.92		
 -9.16   	-123.90   	 68.65   	-203.46		  5.96   	-391.66		
 -9.46   	-122.07   	 67.83   	-213.63		  4.39   	-376.40		
-10.99   	-119.63   	 66.98   	-223.80		  2.89   	-356.05		
-13.12   	-116.58   	 66.08   	-208.54		  1.46   	-340.79		
-14.04   	-113.53   	 65.25   	-183.11		  0.10   	-315.36		
-13.12   	-110.47   	 64.52   	-152.59		 -1.16   	-284.84		
-10.68   	-107.42   	 63.91   	-127.16		 -2.30   	-254.32		
 -7.93   	-105.29   	 63.40   	-101.73		 -3.32   	-218.72		
 -7.32   	-104.37   	 62.99   	 -86.47		 -4.19   	-188.20		
 -9.16   	-105.59   	 62.64   	 -55.95		 -4.94   	-152.59		
-12.21   	-107.73   	 62.42   	 -35.61		 -5.55   	-122.07		
-14.95   	-109.25   	 62.28   	 -10.17		 -6.04   	-101.73		
-15.26   	-109.56   	 62.24   	   0.00		 -6.45   	 -66.12		
-14.65   	-109.25   	 62.24   	  20.35		 -6.71   	 -35.61		
-13.73   	-109.56   	 62.32   	  30.52		 -6.86   	 -20.35		
-13.73   	-112.00   	 62.44   	  35.61		 -6.94   	  -5.09		
-14.04   	-116.27   	 62.58   	  40.69		 -6.96(D)	  20.35		
-14.34   	-120.54   	 62.75   	  40.69		 -6.88   	  30.52		
-14.04   	-124.21   	 62.91   	  30.52		 -6.75   	  30.52		
-14.34   	-126.65   	 63.03   	  30.52		 -6.63   	  40.69		
-15.56   	-128.17   	 63.15   	  25.43		 -6.47   	  50.86		
-17.40   	-128.78   	 63.26   	  20.35		 -6.27   	  45.78		
-19.53   	-129.09   	 63.34   	  10.17		 -6.08   	  50.86		
-21.06   	-128.78   	 63.38   	   0.00		 -5.88   	   0.00		
-21.06   	-128.78   	 63.38   	 -10.17		 -5.88   	 116.99		
-21.06   	-126.95   	 63.34   	   0.00		 -5.41   	   0.00		
-21.06   	-126.95   	 63.34   	 -55.95		 -5.41   	 116.99		
-19.23   	-126.95   	 63.11   	   0.00		 -4.94   	   0.00		
-19.23   	-126.95   	 63.11   	 -86.47		 -4.94   	 147.51		
-19.53   	-130.62   	 62.77   	   0.00		 -4.35   	   0.00		
-19.53   	-130.62   	 62.77   	-122.07		 -4.35   	 157.68		
-21.06   	-138.55   	 62.28   	   0.00		 -3.72   	   0.00		
-21.06   	-138.55   	 62.28   	-137.33		 -3.72   	 157.68		
-13.12   	-135.19   	 61.73   	   0.00		 -3.09   	   0.00		
-13.12   	-135.19   	 61.73   	-147.51		 -3.09   	 122.07		
  8.85   	-100.10   	 61.14   	 -76.30		 -2.60   	  55.95		
 20.45   	-73.85   	 60.83   	 -76.30		 -2.38   	  50.86		
 29.30   	-46.39   	 60.53   	 -71.21		 -2.18   	  45.78		
 35.71   	-18.01   	 60.24   	 -66.12		 -1.99   	  35.61		
 42.11   	 12.21   	 59.98   	 -66.12		 -1.85   	  30.52		
 50.96   	 43.33   	 59.71   	 -61.04		 -1.73   	  20.35		
 61.65   	 69.58   	 59.47   	 -61.04		 -1.65   	  10.17		
 71.72   	 82.40   	 59.23   	 -55.95		 -1.61   	   5.09		
 77.21   	 77.51   	 59.00   	 -50.86		 -1.59   	  -5.09		
 75.38   	 55.24   	 58.80   	 -40.69		 -1.61   	 -10.17		
 65.92   	 23.19   	 58.64   	 -45.78		 -1.65   	  -5.09		
 50.35   	-11.60   	 58.45   	 -40.69		 -1.67   	 -15.26		
 30.52   	-44.25   	 58.29   	 -35.61		 -1.73   	 -15.26		
  8.54   	-74.77   	 58.15   	 -30.52		 -1.79   	 -20.35		
-13.12   	-103.76   	 58.03   	 -25.43		 -1.87   	 -20.35		
-31.43   	-131.23   	 57.92   	 -25.43		 -1.95   	 -20.35		
-44.56   	-155.33   	 57.82   	 -20.35		 -2.03   	 -35.61		
-51.57   	-172.42   	 57.74   	 -20.35		 -2.18   	 -35.61		
-53.10   	-181.27   	 57.66   	 -20.35		 -2.32   	 -35.61		
-51.27   	-182.80   	 57.58   	 -15.26		 -2.46   	 -40.69		
-48.83   	-179.75   	 57.52   	 -15.26		 -2.62   	 -50.86		
-47.91   	-176.09   	 57.46   	 -15.26		 -2.83   	 -61.04		
-47.91   	-173.95   	 57.40   	 -15.26		 -3.07   	 -66.12		
-47.61   	-172.12   	 57.33   	 -15.26		 -3.34   	 -55.95		
-46.08   	-169.98   	 57.27   	 -25.43		 -3.56   	 -30.52		
-43.64   	-167.24   	 57.17   	 -25.43		 -3.68   	 -15.26		
-42.11   	-164.49   	 57.07   	 -30.52		 -3.74   	   0.00		
-42.72   	-163.88   	 56.95   	 -30.52		 -3.74   	  20.35		
-44.56   	-164.49   	 56.83   	 -35.61		 -3.66   	  45.78		
-46.69   	-165.10   	 56.68   	 -40.69		 -3.48   	  55.95		
-47.00   	-163.57   	 56.52   	 -40.69		 -3.26   	  71.21		
-46.39   	-158.69   	 56.36   	 -40.69		 -2.97   	  86.47		
-44.56   	-151.67   	 56.20   	 -45.78		 -2.62   	  86.47		
-43.03   	-144.04   	 56.01   	 -50.86		 -2.28   	  86.47		
-41.50   	-137.63   	 55.81   	 -55.95		 -1.93   	  91.56		
-39.98   	-133.36   	 55.58   	 -50.86		 -1.57   	  96.64		
-38.45   	-130.62   	 55.38   	 -55.95		 -1.18   	  81.38		
-36.93   	-130.00   	 55.16   	 -45.78		 -0.85   	  81.38		
-34.18   	-134.28   	 54.97   	   0.00		 -0.53   	   0.00		
-34.18   	-134.28   	 54.97   	 -96.64		 -0.53   	 167.85		
-25.33   	-174.87   	 54.59   	   0.00		  0.14   	   0.00		
-25.33   	-174.87   	 54.59   	 -86.47		  0.14   	 147.51		
 -7.02   	-180.66   	 54.24   	   0.00		  0.73   	   0.00		
 -7.02   	-180.66   	 54.24   	 -66.12		  0.73   	 122.07		
 30.52   	 90.03   	 53.98   	   0.00		  1.22   	   0.00		
 30.52   	 90.03   	 53.98   	 -61.04		  1.22   	  81.38		
 61.95   	744.63   	 53.73   	   0.00		  1.55   	   0.00		
