SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
 56.46   	-186.77   	 57.92   	 -30.52		  0.57   	   5.09		
 55.54   	-185.55   	 57.80   	 -30.52		  0.59   	   5.09		
 55.24   	-184.63   	 57.68   	 -35.61		  0.61   	  15.26		
 56.15   	-184.33   	 57.54   	 -30.52		  0.67   	  15.26		
 58.90   	-183.72   	 57.42   	 -30.52		  0.73   	  20.35		
 63.48   	-184.02   	 57.29   	 -25.43		  0.81   	  25.43		
 71.11   	-187.99   	 57.19   	 -20.35		  0.92   	  25.43		
 83.31   	-202.33   	 57.11   	 -25.43		  1.02   	  40.69		
101.01   	-225.22   	 57.01   	 -25.43		  1.18   	  50.86		
122.99   	-237.12   	 56.91   	 -30.52		  1.38   	  40.69		
146.18   	-200.50   	 56.79   	 -30.52		  1.55   	  45.78		
171.51   	-72.02   	 56.66   	 -35.61		  1.73   	  45.78		
205.08   	173.95   	 56.52   	 -35.61		  1.91   	  40.69		
247.50   	527.95   	 56.38   	 -30.52		  2.08   	  30.52		
277.71   	936.89   	 56.26   	 -40.69		  2.20   	  20.35		
249.94   	1313.48   	 56.09   	 -81.38		  2.28   	  10.17		
-112.30   	1607.67   	 55.77   	 -30.52		  2.32   	 -10.17		
-395.20   	1450.50   	 55.65   	 -25.43		  2.28   	 -15.26		
-635.99   	1159.06   	 55.54   	 -20.35		  2.22   	 -20.35		
-767.21   	837.40   	 55.46   	 -20.35		  2.14   	 -20.35		
-780.94   	553.28   	 55.38   	 -15.26		  2.05   	 -30.52		
-719.91   	307.92   	 55.32   	 -20.35		  1.93   	 -25.43		
-634.77   	 61.65   	 55.24   	 -30.52		  1.83   	 -30.52		
-547.18   	-195.62   	 55.12   	 -35.61		  1.71   	 -30.52		
-448.00   	-408.63   	 54.97   	 -35.61		  1.59   	 -40.69		
-322.27   	-498.35   	 54.83   	 -30.52		  1.42   	 -30.52		
-175.17   	-433.35   	 54.71   	 -35.61		  1.30   	 -25.43		
-32.04   	-270.69   	 54.57   	 -35.61		  1.20   	  -5.09		
 77.21   	-116.27   	 54.43   	 -35.61		  1.18   	  30.52		
136.72   	-47.61   	 54.28   	 -25.43		  1.30   	 101.73		
