SAMPLE NUMBER:   6
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  RV     	  RV'		
-29.91   	-77.82   	 45.35   	 -35.61		  7.04   	  15.26		
-45.78   	-100.71   	 45.21   	 -61.04		  7.10   	  10.17		
-60.12   	-107.42   	 44.96   	 -81.38		  7.14   	  -5.09		
-69.58   	-105.59   	 44.64   	 -81.38		  7.12   	 -10.17		
-72.63   	-103.15   	 44.31   	 -86.47		  7.08   	 -20.35		
-69.89   	-103.15   	 43.97   	 -81.38		  7.00   	 -10.17		
-65.31   	-104.98   	 43.64   	 -66.12		  6.96   	   5.09		
-63.17   	-106.51   	 43.38   	 -55.95		  6.98   	  40.69		
-64.70   	-107.12   	 43.15   	 -40.69		  7.14   	  91.56		
-68.05   	-107.12   	 42.99   	 -50.86		  7.51   	 132.25		
-70.80   	-107.12   	 42.79   	 -50.86		  8.04   	 142.42		
-72.33   	-108.34   	 42.58   	 -45.78		  8.61   	 106.82		
-73.85   	-119.63   	 42.40   	 -55.95		  9.03   	  15.26		
-74.46   	-154.42   	 42.18   	 -61.04		  9.09   	-106.82		
-58.90   	-202.33   	 41.93   	 -71.21		  8.67   	-203.46		
  0.61   	-201.42   	 41.65   	 -81.38		  7.85   	-239.06		
129.70   	-60.73   	 41.32   	 -81.38		  6.90   	-172.94		
306.09   	252.08   	 41.00   	 -76.30		  6.21   	 -61.04		
440.37   	631.41   	 40.69   	-106.82		  5.96(D)	 178.03		
227.66   	721.13   	 40.26   	 -40.69		  6.67   	 213.63		
-101.93   	235.60   	 40.10   	 -40.69		  7.53   	 193.29		
-408.33   	-367.43   	 39.94   	 -40.69		  8.30   	 122.07		
-557.25   	-774.84   	 39.78   	 -50.86		  8.79   	  35.61		
-517.58   	-813.90(R)	 39.57   	 -50.86		  8.93   	 -30.52		
-360.72   	-554.20   	 39.37   	 -55.95		  8.81   	 -71.21		
-189.21   	-214.84   	 39.15   	 -50.86		  8.52   	 -45.78		
-70.80   	 11.29   	 38.94   	 -35.61		  8.34(E)	  30.52		
-18.01   	 67.44   	 38.80   	 -40.69		  8.46   	 122.07		
 -9.46   	 18.92   	 38.64   	 -35.61		  8.95   	 188.20		
-19.23   	-39.37   	 38.49   	 -45.78		  9.70   	 203.46		
-30.82   	-55.54   	 38.31   	 -40.69		 10.52   	 167.85		
-34.48   	-32.96   	 38.15   	 -45.78		 11.19   	  86.47		
-28.38   	  0.00   	 37.97   	 -55.95		 11.54   	 -10.17		
-17.09   	 20.45   	 37.74   	 -25.43		 11.50   	 -40.69		
 -8.54   	 22.89   	 37.64   	  10.17		 11.33   	 -15.26		
 -6.71   	 15.26   	 37.68   	   5.09		 11.27   	  55.95		
 -7.63   	 10.07   	 37.70   	 -10.17		 11.50   	 142.42		
 -5.80   	 13.43   	 37.66   	 -71.21		 12.07   	 249.24		
 -0.61   	 23.19   	 37.38   	-116.99		 13.06   	 340.79		
  5.80   	 32.04   	 36.91   	-122.07		 14.43   	 356.05		
 10.99   	 36.93   	 36.42   	-106.82		 15.85   	 320.45		
 14.95   	 39.06   	 35.99   	 -55.95		 17.13   	 274.67		
 18.62   	 41.50   	 35.77   	 -15.26		 18.23   	 208.54		
 21.97   	 45.78   	 35.71(D)	  45.78		 19.06   	 223.80		
 27.77   	 57.68   	 35.89   	  35.61		 19.96   	 233.98		
 31.13   	 64.70   	 36.03   	  40.69		 20.90   	 264.50		
 35.10   	 71.41   	 36.20   	  61.04		 21.95   	 279.75		
 39.06   	 77.51   	 36.44   	 116.99		 23.07   	 289.93		
 43.03   	 83.62   	 36.91   	 218.72		 24.23   	 259.41		
 47.30   	 89.72   	 37.78   	 340.79		 25.27   	 208.54		
 51.57   	 96.44   	 39.15   	 493.39		 26.10   	 162.77		
 57.07   	103.76   	 41.12   	 625.63		 26.75   	 111.90		
 63.17   	112.00   	 43.62   	 696.84		 27.20   	  76.30		
 69.89   	120.85   	 46.41   	 742.62		 27.51   	  81.38		
 76.29   	129.70   	 49.38   	 727.36		 27.83   	  76.30		
 81.18   	137.02   	 52.29   	 671.41		 28.14   	  91.56		
 84.23   	143.13   	 54.97   	 590.03		 28.50   	  91.56		
 85.14   	147.40   	 57.33   	 467.95		 28.87   	  86.47		
 85.14   	151.06   	 59.21   	 345.88		 29.22   	  81.38		
 85.45   	154.42   	 60.59   	 244.15		 29.54   	  61.04		
 87.89   	158.39   	 61.57   	 172.94		 29.79   	  40.69		
 91.55   	162.05   	 62.26   	 137.33		 29.95   	  25.43		
 96.13   	165.10   	 62.81   	 116.99		 30.05   	   5.09		
 99.79   	166.93   	 63.28   	 137.33		 30.07(S)	   0.00		
102.23   	166.93   	 63.82   	 142.42		 30.07   	   0.00		
103.76   	166.93   	 64.39   	 137.33		 30.07   	   0.00		
105.90   	167.24   	 64.94   	 127.16		 30.07   	   0.00		
108.95   	167.85   	 65.45   	  96.64		 30.07   	  -5.09		
112.30   	168.15   	 65.84   	 127.16		 30.05   	 -10.17		
118.41   	166.32   	 66.35   	  10.17		 30.01   	 -20.35		
120.54   	164.18   	 66.39(S)	   0.00		 29.93   	 -20.35		
122.99   	162.35   	 66.39   	  -5.09		 29.85   	 -30.52		
125.73   	162.05   	 66.37   	 -15.26		 29.73   	 -35.61		
128.48   	162.66   	 66.31   	 -10.17		 29.58   	 -45.78		
130.31   	163.27   	 66.27   	  -5.09		 29.40   	 -45.78		
128.48   	161.13   	 66.25   	 -15.26		 29.22   	 -40.69		
120.24   	152.89   	 66.18   	 -35.61		 29.05   	 -45.78		
103.76   	136.41   	 66.04   	 -66.12		 28.87   	 -45.78		
 80.26   	111.39   	 65.78   	 -61.04		 28.69   	 -50.86		
 53.10   	 80.57   	 65.53   	 -61.04		 28.48   	 -55.95		
 26.25   	 47.30   	 65.29   	-116.99		 28.26   	 -50.86		
  3.05   	 15.26   	 64.82   	-106.82		 28.06   	 -50.86		
-14.95   	-12.51   	 64.39   	 -66.12		 27.85   	 -55.95		
-27.77   	-34.79   	 64.13   	 -66.12		 27.63   	 -55.95		
-37.23   	-51.27   	 63.87   	 -81.38		 27.41   	 -61.04		
-44.56   	-62.87   	 63.54   	 -66.12		 27.16   	 -71.21		
-49.74   	-70.80   	 63.28   	 -91.56		 26.88   	 -66.12		
-54.02   	-76.60   	 62.91   	-127.16		 26.61   	 -76.30		
-57.98   	-81.48   	 62.40   	-137.33		 26.31   	 -76.30		
-61.04   	-85.45   	 61.85   	-147.51		 26.00   	 -86.47		
-63.17   	-88.20   	 61.26   	-152.59		 25.66   	-106.82		
-63.48   	-89.72   	 60.65   	-127.16		 25.23   	-132.25		
-62.56   	-89.72   	 60.14   	-127.16		 24.70   	-167.85		
-61.65   	-89.72   	 59.63   	-111.90		 24.03   	-208.54		
-61.34   	-89.42   	 59.19   	 -86.47		 23.19   	-244.15		
-61.95   	-89.11   	 58.84   	 -91.56		 22.22   	-269.58		
-62.87   	-88.50   	 58.47   	-101.73		 21.14   	-284.84		
-62.56   	-86.67   	 58.07   	-147.51		 20.00   	-300.10		
-61.65   	-84.84   	 57.48   	-193.29		 18.80   	-300.10		
-60.42   	-82.70   	 56.70   	-203.46		 17.60   	-264.50		
-59.51   	-81.48   	 55.89   	-228.89		 16.54   	-233.98		
-59.51   	-80.87   	 54.97   	-244.15		 15.61   	-223.80		
-59.81   	-80.57   	 54.00   	-274.67		 14.71   	-218.72		
-59.51   	-80.26   	 52.90   	-284.84		 13.84   	-198.37		
-57.98   	-79.04   	 51.76   	-279.75		 13.04   	-188.20		
-55.85   	-76.60   	 50.64   	-249.24		 12.29   	-183.11		
-54.02   	-74.16   	 49.64   	-188.20		 11.56   	-188.20		
-53.10   	-72.94   	 48.89   	-122.07		 10.80   	-178.03		
-53.10   	-72.94   	 48.40   	 -50.86		 10.09   	-172.94		
-53.10   	-74.16   	 48.20   	  -5.09		  9.40   	-162.77		
-52.80   	-74.46   	 48.18   	 -10.17		  8.75   	-147.51		
-50.66   	-72.02   	 48.14   	  -5.09		  8.16   	-122.07		
-46.39   	-64.39   	 48.12   	 -30.52		  7.67   	-101.73		
-39.98   	-50.35   	 48.00   	 -61.04		  7.26   	 -86.47		
-30.52   	-29.30   	 47.75   	 -81.38		  6.92   	 -71.21		
-17.09   	 -2.14   	 47.43   	-116.99		  6.63   	 -66.12		
 -0.92   	 26.86   	 46.96   	-122.07		  6.37   	 -45.78		
 16.78   	 54.32   	 46.47   	-122.07		  6.19   	 -30.52		
 33.26   	 77.82   	 45.98   	-106.82		  6.06   	 -25.43		
 46.08   	 95.83   	 45.55   	 -91.56		  5.96   	 -10.17		
 52.19   	105.90   	 45.19   	 -61.04		  5.92(D)	  10.17		
 50.35   	104.06   	 44.94   	 -45.78		  5.96   	  15.26		
 41.20   	 85.45   	 44.76   	 -25.43		  6.02   	  20.35		
 26.86   	 50.66   	 44.66   	 -25.43		  6.10   	  20.35		
 10.99   	  6.10   	 44.56   	 -30.52		  6.19   	  10.17		
 -5.80   	-36.32   	 44.44   	 -25.43		  6.23   	   5.09		
-23.80   	-67.14   	 44.33   	 -45.78		  6.25   	   5.09		
-42.42   	-83.01   	 44.15   	 -50.86		  6.27   	  15.26		
-59.20   	-87.89   	 43.95   	 -66.12		  6.33   	  15.26		
-70.80   	-87.59   	 43.68   	 -86.47		  6.39   	  35.61		
-74.77   	-86.36   	 43.34   	 -76.30		  6.53   	  55.95		
-72.63   	-86.06   	 43.03   	 -71.21		  6.75   	  61.04		
-68.66   	-86.06   	 42.75   	 -71.21		  7.00   	  66.12		
-66.53   	-85.75   	 42.46   	 -55.95		  7.26   	  55.95		
-66.83   	-85.45   	 42.24   	 -61.04		  7.49   	  20.35		
-68.05   	-84.53   	 41.99   	 -50.86		  7.57   	 -20.35		
-68.66   	-83.92   	 41.79   	 -55.95		  7.49   	 -66.12		
-68.97   	-86.06   	 41.57   	 -61.04		  7.22   	 -86.47		
-71.72   	-101.93   	 41.32   	 -66.12		  6.88   	 -66.12		
-72.63   	-142.21   	 41.06   	 -66.12		  6.61   	 -40.69		
-51.88   	-184.02   	 40.79   	 -55.95		  6.45   	   0.00		
 23.80   	-154.11   	 40.57   	 -61.04		  6.45   	  40.69		
176.70   	 30.82   	 40.33   	 -66.12		  6.61   	  71.21		
367.13   	370.79   	 40.06   	 -61.04		  6.90   	  86.47		
488.89   	724.18   	 39.82   	-101.73		  7.24   	  55.95		
189.51   	633.54   	 39.41   	 -35.61		  7.47   	  30.52		
-166.32   	 99.79   	 39.27   	 -40.69		  7.59   	  15.26		
-463.26   	-470.89   	 39.10   	 -35.61		  7.65   	  10.17		
-579.83   	-791.93(R)	 38.96   	 -35.61		  7.69   	  10.17		
-511.17   	-753.17   	 38.82   	 -45.78		  7.73   	  25.43		
-344.24   	-468.14   	 38.64   	 -45.78		  7.83   	  45.78		
-178.83   	-153.20   	 38.45   	 -40.69		  8.02   	  76.30		
-69.27   	 33.87   	 38.29   	 -35.61		  8.32   	 127.16		
-18.62   	 69.58   	 38.15   	 -45.78		  8.83   	 152.59		
 -6.10   	 25.02   	 37.97   	 -50.86		  9.44   	 152.59		
-11.60   	-18.31   	 37.76   	 -40.69		 10.05   	 132.25		
-21.67   	-24.72   	 37.60   	 -55.95		 10.58   	  76.30		
-25.94   	 -1.53   	 37.38   	 -55.95		 10.89   	   0.00		
-19.84   	 26.55   	 37.15   	 -55.95		 10.89   	 -45.78		
 -8.24   	 42.11   	 36.93   	 -40.69		 10.70   	 -20.35		
  0.61   	 42.42   	 36.76   	   0.00		 10.62   	  55.95		
  3.36   	 36.01   	 36.76   	  10.17		 10.84   	 142.42		
  3.97   	 33.57   	 36.81   	 -20.35		 11.41   	 233.98		
  6.71   	 39.67   	 36.72   	 -76.30		 12.35   	 300.10		
 11.90   	 49.74   	 36.42   	 -96.64		 13.55   	 325.53		
 15.87   	 56.46   	 36.03   	 -71.21		 14.85   	 330.62		
 18.31   	 57.98   	 35.75   	 -55.95		 16.17   	 289.93		
 19.53   	 57.68   	 35.52   	 -55.95		 17.33   	 244.15		
 21.67   	 58.90   	 35.30   	 -20.35		 18.31   	 233.98		
 25.02   	 62.26   	 35.22(D)	  15.26		 19.25   	 259.41		
 34.48   	 72.63   	 35.28   	  30.52		 20.28   	 269.58		
 39.37   	 77.21   	 35.40   	  30.52		 21.36   	 284.84		
 44.25   	 81.18   	 35.52   	  76.30		 22.50   	 274.67		
 48.52   	 85.45   	 35.83   	 122.07		 23.60   	 254.32		
 53.71   	 90.94   	 36.32   	 208.54		 24.62   	 228.89		
 59.51   	 97.66   	 37.15   	 310.27		 25.53   	 172.94		
 65.61   	104.98   	 38.39   	 442.52		 26.23   	 137.33		
 71.11   	112.61   	 40.16   	 595.11		 26.78   	 111.90		
 75.68   	119.93   	 42.54   	 676.50		 27.22   	  76.30		
 79.65   	127.87   	 45.25   	 717.19		 27.53   	  81.38		
 83.62   	135.80   	 48.12   	 722.28		 27.85   	  76.30		
 87.89   	143.43   	 51.01   	 671.41		 28.16   	  81.38		
 91.86   	149.23   	 53.69   	 590.03		 28.48   	  91.56		
 95.83   	153.81   	 56.05   	 467.95		 28.85   	  81.38		
 99.18   	157.47   	 57.92   	 356.05		 29.18   	  76.30		
102.23   	160.22   	 59.35   	 269.58		 29.48   	  66.12		
104.98   	162.35   	 60.43   	 178.03		 29.75   	  35.61		
107.73   	163.57   	 61.14   	 116.99		 29.89   	  20.35		
110.17   	164.18   	 61.61   	 101.73		 29.97   	  10.17		
112.92   	164.18   	 62.01   	 111.90		 30.01   	   5.09		
115.66   	164.79   	 62.46   	 137.33		 30.03   	   5.09		
118.71   	165.71   	 63.01   	 142.42		 30.05   	   5.09		
121.77   	166.93   	 63.58   	 127.16		 30.07   	  10.17		
124.51   	167.54   	 64.09   	 111.90		 30.11   	  10.17		
126.65   	167.54   	 64.54   	 142.42		 30.15(S)	  -5.09		
130.31   	166.02   	 65.11   	  20.35		 30.13   	 -20.35		
132.14   	165.71   	 65.19(S)	 -10.17		 30.05   	 -25.43		
134.28   	166.32   	 65.15   	 -20.35		 29.95   	 -35.61		
135.50   	166.93   	 65.07   	 -35.61		 29.81   	 -40.69		
134.89   	166.93   	 64.92   	 -35.61		 29.64   	 -40.69		
131.53   	164.79   	 64.78   	 -35.61		 29.48   	 -35.61		
123.90   	158.69   	 64.64   	 -30.52		 29.34   	 -40.69		
111.39   	147.09   	 64.52   	 -35.61		 29.18   	 -40.69		
 93.38   	128.78   	 64.37   	 -55.95		 29.01   	 -40.69		
 70.19   	103.45   	 64.15   	 -61.04		 28.85   	 -40.69		
 43.95   	 72.63   	 63.91   	 -66.12		 28.69   	 -45.78		
 17.70   	 40.28   	 63.64   	-101.73		 28.50   	 -50.86		
 -4.88   	 10.38   	 63.23   	 -86.47		 28.30   	 -45.78		
-21.97   	-14.65   	 62.89   	 -96.64		 28.12   	 -61.04		
-34.18   	-33.57   	 62.50   	-101.73		 27.87   	 -55.95		
-42.72   	-48.22   	 62.10   	 -71.21		 27.65   	 -55.95		
-49.74   	-59.51   	 61.81   	 -40.69		 27.43   	 -61.04		
-55.54   	-68.36   	 61.65   	 -45.78		 27.18   	 -61.04		
-61.04   	-75.38   	 61.46   	 -76.30		 26.94   	 -71.21		
-65.31   	-80.57   	 61.16   	-111.90		 26.65   	 -66.12		
-68.05   	-84.23   	 60.71   	-122.07		 26.39   	 -81.38		
-68.97   	-86.06   	 60.22   	-147.51		 26.06   	 -96.64		
-67.75   	-86.06   	 59.63   	-162.77		 25.68   	-116.99		
-65.92   	-85.45   	 58.98   	-157.68		 25.21   	-157.68		
-65.00   	-84.53   	 58.35   	-152.59		 24.58   	-198.37		
-65.61   	-84.23   	 57.74   	-142.42		 23.78   	-233.98		
-67.75   	-84.84   	 57.17   	-111.90		 22.85   	-259.41		
-69.89   	-85.14   	 56.72   	-116.99		 21.81   	-279.75		
-70.80   	-84.53   	 56.26   	-132.25		 20.69   	-310.27		
-70.50   	-83.31   	 55.73   	-147.51		 19.45   	-289.93		
-69.89   	-82.70   	 55.14   	-162.77		 18.29   	-264.50		
-69.58   	-82.70   	 54.49   	-213.63		 17.23   	-259.41		
-69.27   	-83.01   	 53.63   	-259.41		 16.20   	-239.06		
-68.66   	-83.01   	 52.59   	-264.50		 15.24   	-228.89		
-67.75   	-82.09   	 51.54   	-274.67		 14.32   	-218.72		
-66.83   	-80.57   	 50.44   	-254.32		 13.45   	-198.37		
-66.53   	-79.04   	 49.42   	-228.89		 12.66   	-198.37		
-66.53   	-77.82   	 48.50   	-188.20		 11.86   	-188.20		
-67.14   	-76.90   	 47.75   	-127.16		 11.11   	-188.20		
-67.14   	-75.07   	 47.24   	 -61.04		 10.36   	-193.29		
-66.22   	-72.94   	 47.00   	 -15.26		  9.58   	-188.20		
-63.78   	-68.97   	 46.94   	   5.09		  8.83   	-178.03		
-58.59   	-61.04   	 46.96   	 -10.17		  8.12   	-142.42		
-50.05   	-46.39   	 46.92   	 -15.26		  7.55   	-116.99		
-36.32   	-23.80   	 46.86   	 -55.95		  7.08   	 -91.56		
-18.62   	  3.66   	 46.63   	 -81.38		  6.71   	 -55.95		
  0.92   	 30.82   	 46.31   	-106.82		  6.49   	 -45.78		
 20.14   	 54.32   	 45.88   	-111.90		  6.31   	 -35.61		
 35.40   	 73.24   	 45.43   	 -91.56		  6.16   	 -25.43		
 44.56   	 86.98   	 45.07   	 -81.38		  6.06   	 -20.35		
 46.08   	 93.38   	 44.74   	 -61.04		  5.98   	 -15.26		
 39.98   	 86.67   	 44.50   	 -45.78		  5.92   	 -10.17		
 28.38   	 62.56   	 44.31   	 -40.69		  5.88   	  -5.09		
 14.04   	 24.11   	 44.15   	 -40.69		  5.86   	 -10.17		
 -1.53   	-19.23   	 43.99   	 -35.61		  5.82(D)	   0.00		
-18.31   	-55.85   	 43.85   	 -40.69		  5.82   	   5.09		
-36.32   	-78.43   	 43.68   	 -35.61		  5.84   	  10.17		
-54.93   	-87.89   	 43.54   	 -45.78		  5.88   	  10.17		
-70.19   	-90.33   	 43.36   	 -71.21		  5.92   	  25.43		
-79.04   	-90.03   	 43.07   	 -71.21		  6.02   	  30.52		
-80.57   	-90.33   	 42.79   	 -81.38		  6.14   	  50.86		
-78.74   	-91.55   	 42.46   	 -66.12		  6.35   	  86.47		
-77.51   	-93.38   	 42.20   	 -66.12		  6.69   	  86.47		
-78.74   	-94.91   	 41.93   	 -55.95		  7.04   	  71.21		
-81.18   	-95.21   	 41.71   	 -35.61		  7.32   	  40.69		
-82.70   	-94.60   	 41.57   	 -50.86		  7.49   	 -30.52		
-83.01   	-94.30   	 41.36   	 -55.95		  7.37   	 -76.30		
-83.92   	-100.10   	 41.14   	 -66.12		  7.06   	-101.73		
-86.98   	-125.12   	 40.87   	 -61.04		  6.65   	 -96.64		
-81.48   	-169.37   	 40.63   	 -66.12		  6.27   	 -55.95		
-38.76   	-189.51   	 40.37   	 -66.12		  6.04   	 -10.17		
 75.68   	-101.32   	 40.10   	 -50.86		  6.00   	  50.86		
264.89   	151.98   	 39.90   	 -40.69		  6.21   	  91.56		
452.88   	513.61   	 39.74   	 -40.69		  6.57   	 101.73		
519.10   	797.42   	 39.57   	 -96.64		  6.98   	  81.38		
 54.93   	416.26   	 39.19   	 -50.86		  7.30   	  45.78		
-314.03   	-159.61   	 38.98   	 -40.69		  7.49   	  10.17		
-559.39   	-645.14   	 38.82   	 -55.95		  7.53   	  -5.09		
-599.98   	-814.51(R)	 38.60   	 -45.78		  7.51   	  -5.09		
-477.29   	-654.91   	 38.41   	 -45.78		  7.49(E)	  15.26		
-296.94   	-338.44   	 38.23   	 -35.61		  7.55   	  55.95		
-146.79   	-67.44   	 38.09   	 -20.35		  7.77   	 101.73		
-57.98   	 54.32   	 38.01   	 -50.86		  8.18   	 147.51		
-20.45   	 48.52   	 37.80   	 -66.12		  8.77   	 167.85		
-13.43   	 -3.05   	 37.54   	 -55.95		  9.44   	 147.51		
-21.67   	-35.40   	 37.31   	 -45.78		 10.03   	 111.90		
-32.35   	-30.82   	 37.13   	 -30.52		 10.48   	  45.78		
-35.71   	 -5.19   	 37.01   	 -40.69		 10.66   	 -20.35		
-28.99   	 19.53   	 36.85   	 -20.35		 10.58   	 -35.61		
-18.62   	 29.60   	 36.76   	  -5.09		 10.44   	  20.35		
-12.51   	 26.25   	 36.74   	   0.00		 10.52   	 101.73		
-11.29   	 19.53   	 36.74   	 -15.26		 10.93   	 178.03		
-10.07   	 19.23   	 36.68   	 -76.30		 11.64   	 259.41		
 -6.10   	 26.55   	 36.38   	 -96.64		 12.68   	 305.19		
 -0.92   	 35.10   	 35.99   	 -86.47		 13.90   	 315.36		
  3.05   	 40.28   	 35.65   	 -76.30		 15.16   	 315.36		
  5.80   	 42.42   	 35.34   	 -50.86		 16.42   	 279.75		
  8.85   	 44.56   	 35.14   	 -55.95		 17.54   	 259.41		
 13.12   	 49.13   	 34.91   	 -15.26		 18.58   	 254.32		
 17.70   	 55.85   	 34.85(D)	  30.52		 19.59   	 269.58		
 27.16   	 71.41   	 34.97   	  45.78		 20.67   	 279.75		
 31.13   	 77.82   	 35.16   	  55.95		 21.79   	 269.58		
 34.18   	 83.31   	 35.38   	  91.56		 22.87   	 254.32		
 36.62   	 87.89   	 35.75   	 162.77		 23.89   	 239.06		
 39.06   	 92.77   	 36.40   	 254.32		 24.84   	 208.54		
 42.72   	 97.96   	 37.42   	 386.57		 25.68   	 167.85		
 47.61   	104.06   	 38.96   	 513.73		 26.35   	 137.33		
 53.71   	110.78   	 41.02   	 620.55		 26.90   	 106.82		
 60.12   	117.49   	 43.50   	 707.02		 27.32   	 106.82		
 65.31   	123.90   	 46.33   	 727.36		 27.75   	  96.64		
 69.27   	130.00   	 49.24   	 707.02		 28.14   	  81.38		
 71.72   	135.50   	 52.06   	 635.81		 28.46   	  86.47		
 73.55   	140.69   	 54.61   	 523.90		 28.81   	  91.56		
 75.68   	145.87   	 56.70   	 422.18		 29.18   	  86.47		
 78.74   	151.37   	 58.39   	 320.45		 29.52   	  71.21		
 82.70   	156.86   	 59.67   	 223.80		 29.81   	  50.86		
 86.67   	161.44   	 60.57   	 172.94		 30.01   	  35.61		
 90.03   	164.18   	 61.26   	 132.25		 30.15   	  15.26		
 92.16   	165.41   	 61.79   	 116.99		 30.21   	  10.17		
 93.99   	164.79   	 62.26   	 147.51		 30.25   	   5.09		
 96.13   	163.88   	 62.85   	 152.59		 30.27   	   0.00		
 99.18   	163.27   	 63.46   	 157.68		 30.27   	  15.26		
103.15   	163.57   	 64.09   	 147.51		 30.34   	  20.35		
107.73   	164.79   	 64.68   	 116.99		 30.42   	  20.35		
111.39   	166.02   	 65.15   	 137.33		 30.50(S)	   0.00		
116.58   	166.32   	 65.70   	   5.09		 30.50   	 -10.17		
118.41   	166.32   	 65.72(S)	 -35.61		 30.46   	 -25.43		
120.54   	167.24   	 65.57   	 -50.86		 30.36   	 -35.61		
121.46   	168.15   	 65.37   	 -35.61		 30.21   	 -30.52		
119.63   	167.54   	 65.23   	 -20.35		 30.09   	 -35.61		
114.14   	162.66   	 65.15   	 -10.17		 29.95   	 -25.43		
103.76   	151.98   	 65.11   	 -10.17		 29.85   	 -20.35		
 88.50   	133.97   	 65.07   	 -20.35		 29.77   	 -20.35		
 68.66   	109.25   	 64.98   	 -30.52		 29.68   	 -20.35		
 45.47   	 78.43   	 64.86   	 -81.38		 29.60   	 -25.43		
 20.75   	 44.86   	 64.54   	-127.16		 29.50   	 -40.69		
 -3.05   	 11.60   	 64.03   	-122.07		 29.34   	 -45.78		
-23.50   	-18.01   	 63.54   	-116.99		 29.16   	 -61.04		
-38.76   	-42.11   	 63.07   	 -91.56		 28.91   	 -61.04		
-49.74   	-60.42   	 62.71   	 -71.21		 28.67   	 -55.95		
-57.37   	-74.16   	 62.42   	 -45.78		 28.44   	 -61.04		
-62.26   	-84.23   	 62.24   	 -40.69		 28.20   	 -50.86		
-66.53   	-91.86   	 62.08   	 -86.47		 28.00   	 -61.04		
-70.50   	-98.27   	 61.73   	-106.82		 27.75   	 -55.95		
-74.46   	-103.45   	 61.30   	-101.73		 27.53   	 -66.12		
-77.51   	-107.73   	 60.89   	-116.99		 27.26   	 -81.38		
-79.35   	-110.17   	 60.43   	-122.07		 26.94   	 -91.56		
-79.65   	-110.78   	 59.94   	-127.16		 26.57   	-116.99		
-80.26   	-109.86   	 59.43   	-132.25		 26.10   	-147.51		
-81.18   	-109.25   	 58.90   	-111.90		 25.51   	-183.11		
-82.70   	-109.56   	 58.45   	-111.90		 24.78   	-228.89		
-83.62   	-109.86   	 58.01   	-106.82		 23.87   	-249.24		
-82.70   	-109.56   	 57.58   	-106.82		 22.87   	-269.58		
-79.96   	-107.42   	 57.15   	-137.33		 21.79   	-300.10		
-76.29   	-104.37   	 56.60   	-167.85		 20.59   	-284.84		
-73.55   	-101.32   	 55.93   	-213.63		 19.45   	-269.58		
-72.33   	-99.79   	 55.08   	-264.50		 18.37   	-259.41		
-72.33   	-99.79   	 54.02   	-305.19		 17.33   	-244.15		
-72.33   	-100.10   	 52.80   	-320.45		 16.36   	-228.89		
-71.72   	-100.40   	 51.52   	-295.01		 15.44   	-218.72		
-70.50   	-99.49   	 50.34   	-233.98		 14.57   	-198.37		
-70.50   	-98.27   	 49.40   	-172.94		 13.77   	-203.46		
-71.72   	-97.05   	 48.71   	-116.99		 12.96   	-198.37		
-73.85   	-96.13   	 48.24   	 -66.12		 12.17   	-193.29		
-74.46   	-95.21   	 47.98   	 -35.61		 11.39   	-178.03		
-72.33   	-93.99   	 47.83   	  10.17		 10.68   	-167.85		
-68.66   	-92.16   	 47.87   	  15.26		 10.01   	-157.68		
-64.09   	-89.11   	 47.93   	 -15.26		  9.38   	-152.59		
-59.81   	-83.62   	 47.87   	 -50.86		  8.77   	-127.16		
-54.32   	-72.33   	 47.67   	-106.82		  8.26   	 -86.47		
-44.56   	-52.80   	 47.24   	-132.25		  7.91   	 -61.04		
-28.69   	-24.72   	 46.71   	-127.16		  7.67   	 -40.69		
 -8.24   	  8.54   	 46.21   	 -96.64		  7.51   	 -40.69		
 12.82   	 39.98   	 45.82   	 -86.47		  7.34   	 -35.61		
 30.52   	 64.39   	 45.47   	 -76.30		  7.20   	 -25.43		
 40.59   	 78.43   	 45.17   	 -81.38		  7.10   	 -15.26		
 41.81   	 80.26   	 44.84   	 -66.12		  7.04   	   0.00		
 36.01   	 68.97   	 44.58   	 -10.17		  7.04   	  10.17		
 25.02   	 43.64   	 44.54   	   0.00		  7.08   	   0.00		
 11.60   	  6.71   	 44.54   	 -15.26		  7.08   	   0.00		
 -1.83   	-34.79   	 44.48   	 -25.43		  7.08   	   0.00		
-15.56   	-71.41   	 44.37   	 -66.12		  7.08   	   5.09		
-31.43   	-95.52   	 44.11   	 -66.12		  7.10   	  15.26		
-49.13   	-107.42   	 43.85   	 -66.12		  7.16   	   5.09		
-65.61   	-110.78   	 43.58   	 -50.86		  7.18   	  10.17		
-76.90   	-111.39   	 43.38   	 -45.78		  7.22   	  10.17		
-81.18   	-111.39   	 43.19   	 -71.21		  7.26   	  25.43		
-79.65   	-112.30   	 42.91   	 -86.47		  7.37   	  40.69		
-75.99   	-113.22   	 42.56   	 -86.47		  7.53   	  55.95		
-73.85   	-113.83   	 42.22   	 -71.21		  7.75   	  76.30		
-74.16   	-114.44   	 41.93   	 -50.86		  8.06   	 106.82		
-75.68   	-114.44   	 41.73   	 -45.78		  8.48   	 101.73		
-76.29   	-113.83   	 41.55   	 -40.69		  8.89   	  96.64		
