SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
112.61   	-29.91   	 66.84   	 157.68		 64.21   	 -45.78		
119.02   	-21.06   	 67.47   	 178.03		 64.03   	 -45.78		
122.68   	-15.26   	 68.18   	 198.37		 63.85   	 -30.52		
123.90   	-10.68   	 68.97   	 208.54		 63.72(D)	   0.00		
124.21   	 -3.97   	 69.81   	 208.54		 63.72   	  55.95		
123.60   	  7.02   	 70.64   	 208.54		 63.95   	 162.77		
122.38   	 21.06   	 71.47   	 208.54		 64.60   	 305.19		
119.93   	 34.79   	 72.31   	 208.54		 65.82   	 473.04		
116.88   	 45.47   	 73.14   	 208.54		 67.71   	 605.29		
113.22   	 53.10   	 73.98   	 193.29		 70.13   	 671.41		
108.64   	 60.42   	 74.75   	 188.20		 72.82   	 676.50		
102.54   	 69.58   	 75.50   	 183.11		 75.52   	 661.24		
 93.99   	 81.79   	 76.24   	 172.94		 78.17   	 640.89		
 83.62   	 94.60   	 76.93   	 162.77		 80.73   	 620.55		
 73.24   	105.90   	 77.58   	 157.68		 83.21   	 595.11		
 64.09   	113.22   	 78.21   	 157.68		 85.59   	 559.51		
 55.24   	116.88   	 78.84   	 152.59		 87.83   	 503.56		
 45.78   	117.49   	 79.45   	 152.59		 89.85   	 452.69		
 34.18   	114.14   	 80.06   	 147.51		 91.66   	 401.83		
 20.45   	105.90   	 80.65   	 142.42		 93.27   	 381.48		
  5.19   	 91.25   	 81.22   	 137.33		 94.79   	 356.05		
-10.07   	 70.80   	 81.77   	 132.25		 96.22   	 335.71		
-23.19   	 47.91   	 82.30   	 122.07		 97.56   	 320.45		
-32.96   	 27.16   	 82.79   	 111.90		 98.84   	 295.01		
-39.37   	 10.68   	 83.23   	  91.56		100.02   	 274.67		
-44.86   	 -3.97   	 83.60   	  81.38		101.12   	 259.41		
-51.88   	-20.14   	 83.93   	  61.04		102.16   	 249.24		
-61.34   	-39.37   	 84.17   	  35.61		103.15   	 233.98		
-71.41   	-58.90   	 84.31   	  20.35		104.09   	 203.46		
-78.43   	-73.85   	 84.39(S)	  -5.09		104.90   	 172.94		
-80.26   	-80.26   	 84.37   	 -30.52		105.59   	 142.42		
-76.90   	-79.04   	 84.25   	 -55.95		106.16   	 111.90		
-71.41   	-75.07   	 84.03   	 -91.56		106.61   	  81.38		
-67.14   	-73.55   	 83.66   	-127.16		106.94   	  45.78		
-66.22   	-76.60   	 83.15   	-172.94		107.12   	  15.26		
-68.36   	-82.70   	 82.46   	-244.15		107.18(S)	 -20.35		
-71.41   	-88.81   	 81.48   	-305.19		107.10   	 -50.86		
-73.24   	-91.86   	 80.26   	-340.79		106.90   	 -66.12		
-73.24   	-92.16   	 78.90   	-396.74		106.63   	 -91.56		
-72.02   	-90.64   	 77.31   	-437.43		106.27   	-106.82		
-69.89   	-88.81   	 75.56   	-462.87		105.84   	-116.99		
-67.75   	-86.67   	 73.71   	-493.39		105.37   	-132.25		
-65.61   	-83.92   	 71.74   	-549.34		104.84   	-137.33		
-61.95   	-80.57   	 69.54   	-610.37		104.29   	-142.42		
-57.37   	-77.82   	 67.10   	-661.24		103.72   	-142.42		
-52.19   	-76.90   	 64.46   	-696.84		103.15   	-142.42		
-47.61   	-78.43   	 61.67   	-732.45		102.58   	-147.51		
-44.25   	-81.79   	 58.74   	-773.14		101.99   	-137.33		
-42.42   	-84.84   	 55.65   	-808.75		101.44   	-142.42		
-39.98   	-84.84   	 52.41   	-839.26		100.87   	-137.33		
-36.01   	-81.18   	 49.05   	-844.35		100.33   	-137.33		
-30.52   	-75.07   	 45.68   	-849.44		 99.78   	-137.33		
-24.72   	-68.97   	 42.28   	-839.26		 99.23   	-137.33		
-20.45   	-64.70   	 38.92   	-824.00		 98.68   	-142.42		
-18.01   	-63.17   	 35.63   	-793.49		 98.11   	-147.51		
-16.78   	-62.56   	 32.45   	-752.79		 97.52   	-152.59		
-16.17   	-61.65   	 29.44   	-707.02		 96.91   	-162.77		
-15.26   	-59.20   	 26.61   	-656.15		 96.26   	-167.85		
-15.87   	-56.76   	 23.99   	-605.29		 95.58   	-172.94		
-18.62   	-57.07   	 21.57   	-549.34		 94.89   	-183.11		
-22.28   	-60.73   	 19.37   	-488.30		 94.16   	-188.20		
-25.63   	-65.92   	 17.42   	-442.52		 93.41   	-198.37		
-26.55   	-68.97   	 15.65   	-396.74		 92.61   	-208.54		
-25.02   	-67.75   	 14.06   	-350.97		 91.78   	-208.54		
-22.58   	-63.48   	 12.66   	-310.27		 90.95   	-208.54		
-21.36   	-59.51   	 11.41   	-279.75		 90.11   	-213.63		
-22.89   	-58.59   	 10.29   	-239.06		 89.26   	-208.54		
-26.25   	-61.65   	  9.34   	-208.54		 88.42   	-208.54		
-30.21   	-66.83   	  8.50   	-183.11		 87.59   	-203.46		
-32.96   	-71.72   	  7.77   	-172.94		 86.77   	-198.37		
-33.87   	-74.46   	  7.08   	-167.85		 85.98   	-188.20		
-33.26   	-74.77   	  6.41   	-152.59		 85.23   	-178.03		
-32.96   	-72.94   	  5.80   	-142.42		 84.52   	-172.94		
-33.57   	-69.58   	  5.23   	-132.25		 83.82   	-167.85		
-34.48   	-65.61   	  4.70   	-106.82		 83.15   	-157.68		
-35.40   	-63.17   	  4.27   	 -86.47		 82.52   	-152.59		
-34.79   	-62.56   	  3.93   	 -61.04		 81.91   	-147.51		
-34.18   	-63.17   	  3.68   	 -45.78		 81.32   	-147.51		
-33.57   	-63.17   	  3.50   	 -30.52		 80.73   	-142.42		
-32.96   	-59.51   	  3.38   	 -30.52		 80.16   	-137.33		
-31.13   	-51.27   	  3.26   	 -30.52		 79.61   	-137.33		
-25.94   	-38.76   	  3.13   	 -35.61		 79.06   	-137.33		
-16.17   	-22.58   	  2.99   	 -40.69		 78.51   	-132.25		
 -2.14   	 -3.05   	  2.83   	 -50.86		 77.99   	-127.16		
 13.12   	 20.75   	  2.62   	 -45.78		 77.48   	-132.25		
 27.16   	 47.91   	  2.44   	 -45.78		 76.95   	-132.25		
 38.45   	 74.77   	  2.26   	 -35.61		 76.42   	-122.07		
 48.52   	 97.05   	  2.12   	 -25.43		 75.93   	-122.07		
 60.73   	112.92   	  2.01   	  -5.09		 75.44   	-122.07		
 76.29   	124.51   	  1.99(D)	   5.09		 74.95   	-111.90		
 92.16   	134.28   	  2.01   	  25.43		 74.51   	-106.82		
101.62   	138.85   	  2.12   	  35.61		 74.08   	-106.82		
100.40   	130.31   	  2.26   	  45.78		 73.65   	 -96.64		
 88.20   	103.15   	  2.44   	  55.95		 73.27   	 -96.64		
 69.58   	 58.59   	  2.67   	  55.95		 72.88   	 -86.47		
 49.13   	  7.32   	  2.89   	  66.12		 72.53   	 -81.38		
 29.91   	-37.54   	  3.15   	  55.95		 72.21   	 -76.30		
 10.99   	-69.89   	  3.38   	  50.86		 71.90   	 -76.30		
 -9.16   	-91.55   	  3.58   	  45.78		 71.60   	 -66.12		
-28.69   	-106.81   	  3.76   	  35.61		 71.33   	 -61.04		
-44.25   	-117.19   	  3.91   	  30.52		 71.09   	 -61.04		
-54.32   	-123.60   	  4.03   	  25.43		 70.84   	 -61.04		
-59.51   	-126.04   	  4.13   	  15.26		 70.60   	 -55.95		
-62.56   	-126.95   	  4.19   	  15.26		 70.38   	 -50.86		
-66.22   	-128.78   	  4.25   	  10.17		 70.17   	 -55.95		
-71.11   	-131.84   	  4.29   	  10.17		 69.95   	 -50.86		
-75.68   	-133.67   	  4.33   	   5.09		 69.75   	 -45.78		
-78.13   	-132.45   	  4.35   	 -10.17		 69.56   	 -50.86		
-78.74   	-128.78   	  4.31   	 -25.43		 69.36   	 -50.86		
-78.13   	-125.43   	  4.21   	 -45.78		 69.16   	 -50.86		
-77.51   	-126.04   	  4.03   	 -55.95		 68.95   	 -45.78		
-77.82   	-132.14   	  3.80   	 -66.12		 68.77   	 -45.78		
-79.35   	-138.85   	  3.54   	 -71.21		 68.59   	 -45.78		
-78.74   	-133.97   	  3.26   	 -61.04		 68.40   	 -45.78		
-59.20   	-103.45   	  3.01   	 -45.78		 68.22   	 -45.78		
  9.46   	-32.04   	  2.83   	 -15.26		 68.04   	 -40.69		
158.69   	 91.86   	  2.77(E)	  25.43		 67.87   	 -45.78		
388.49   	266.72   	  2.87   	  61.04		 67.69   	 -45.78		
626.83   	474.24   	  3.11   	 116.99		 67.51   	 -45.78		
740.66   	679.02   	  3.58   	 167.85		 67.32   	 -40.69		
610.66   	838.93   	  4.25   	 259.41		 67.16   	 -50.86		
-306.70   	902.10(R)	  5.29   	 259.41		 66.96   	 -40.69		
-757.14   	781.56   	  6.33   	 233.98		 66.80   	 -45.78		
-967.41   	559.69   	  7.26   	 188.20		 66.61   	 -40.69		
-911.56   	260.93   	  8.02   	 137.33		 66.45   	 -40.69		
-692.14   	-44.25   	  8.57   	  81.38		 66.29   	 -35.61		
-449.22   	-259.70   	  8.89   	  20.35		 66.14   	 -40.69		
-271.00   	-315.55   	  8.97   	 -15.26		 65.98   	 -35.61		
-169.98   	-222.47   	  8.91   	 -55.95		 65.84   	 -35.61		
-116.88   	-74.46   	  8.69   	 -71.21		 65.70   	 -35.61		
-83.62   	 17.09   	  8.40   	 -81.38		 65.55   	 -35.61		
-58.90   	  4.58   	  8.08   	 -25.43		 65.41   	 -30.52		
-41.50   	-73.85   	  7.98   	  66.12		 65.29   	 -35.61		
-31.43   	-144.35   	  8.24   	 137.33		 65.15   	 -30.52		
-26.55   	-163.27   	  8.79   	 244.15		 65.03   	 -30.52		
-25.94   	-140.99   	  9.77   	 371.31		 64.90   	 -25.43		
-28.69   	-114.44   	 11.25   	 473.04		 64.80   	 -30.52		
-31.43   	-107.42   	 13.14   	 544.25		 64.68   	 -30.52		
-30.52   	-117.19   	 15.32   	 625.63		 64.56   	 -30.52		
-23.80   	-127.26   	 17.82   	 696.84		 64.44   	 -30.52		
-14.04   	-128.78   	 20.61   	 773.14		 64.31   	 -30.52		
 -4.88   	-124.51   	 23.70   	 859.61		 64.19   	 -30.52		
  0.31   	-120.24   	 27.14   	 920.65		 64.07   	 -30.52		
  1.53   	-120.24   	 30.82   	 956.25		 63.95   	 -35.61		
 -0.31   	-121.77   	 34.65   	 951.17		 63.80   	 -30.52		
 -1.22   	-122.38   	 38.45   	 986.77		 63.68   	 -35.61		
  4.27   	-112.00   	 42.40   	 895.22		 63.54   	 -40.69		
  8.24   	-104.98   	 45.98   	 793.49		 63.38   	 -35.61		
 11.90   	-100.10   	 49.16   	 676.50		 63.23   	 -40.69		
 16.48   	-96.74   	 51.86   	 564.60		 63.07   	 -35.61		
 23.50   	-93.69   	 54.12   	 447.61		 62.93   	 -35.61		
 32.35   	-90.33   	 55.91   	 350.97		 62.79   	 -35.61		
 40.59   	-87.28   	 57.31   	 259.41		 62.64   	 -30.52		
 45.78   	-85.75   	 58.35   	 183.11		 62.52   	 -35.61		
 48.52   	-86.67   	 59.08   	 127.16		 62.38   	 -35.61		
 50.66   	-87.89   	 59.59   	  86.47		 62.24   	 -30.52		
 55.24   	-87.89   	 59.94   	  61.04		 62.12   	 -35.61		
 62.26   	-84.53   	 60.18   	  55.95		 61.97   	 -35.61		
 71.41   	-77.51   	 60.41   	  61.04		 61.83   	 -40.69		
 80.57   	-66.83   	 60.65   	  71.21		 61.67   	 -40.69		
 89.11   	-54.93   	 60.94   	  81.38		 61.51   	 -40.69		
 96.74   	-44.56   	 61.26   	 101.73		 61.34   	 -50.86		
103.45   	-37.84   	 61.67   	 111.90		 61.14   	 -45.78		
109.25   	-35.40   	 62.12   	 127.16		 60.96   	 -50.86		
113.53   	-34.18   	 62.62   	 137.33		 60.75   	 -45.78		
116.27   	-29.91   	 63.17   	 142.42		 60.57   	 -40.69		
117.80   	-20.45   	 63.74   	 147.51		 60.41   	 -20.35		
119.02   	 -5.80   	 64.33   	 157.68		 60.33(D)	  15.26		
120.24   	 11.60   	 64.96   	 162.77		 60.39   	  91.56		
120.85   	 28.38   	 65.62   	 172.94		 60.75   	 218.72		
118.71   	 41.81   	 66.31   	 178.03		 61.63   	 366.22		
113.22   	 51.57   	 67.02   	 188.20		 63.09   	 508.65		
104.98   	 59.51   	 67.77   	 208.54		 65.13   	 610.37		
 96.13   	 67.75   	 68.61   	 213.63		 67.57   	 640.89		
 88.50   	 77.82   	 69.46   	 223.80		 70.13   	 630.72		
 81.79   	 88.81   	 70.36   	 223.80		 72.65   	 610.37		
 73.55   	 99.18   	 71.25   	 223.80		 75.10   	 584.94		
 62.87   	107.73   	 72.15   	 218.72		 77.44   	 564.60		
 50.35   	115.36   	 73.02   	 213.63		 79.69   	 539.16		
 37.84   	121.77   	 73.88   	 198.37		 81.85   	 488.30		
 27.47   	126.95   	 74.67   	 183.11		 83.80   	 442.52		
 17.40   	127.26   	 75.40   	 172.94		 85.57   	 386.57		
  6.41   	119.32   	 76.09   	 152.59		 87.12   	 356.05		
 -6.41   	102.54   	 76.70   	 132.25		 88.54   	 335.71		
-21.06   	 80.26   	 77.23   	 111.90		 89.89   	 310.27		
-34.79   	 57.37   	 77.68   	  91.56		 91.13   	 295.01		
-46.69   	 36.62   	 78.05   	  76.30		 92.31   	 269.58		
-56.46   	 18.62   	 78.35   	  50.86		 93.39   	 254.32		
-64.70   	  2.14   	 78.56   	  35.61		 94.40   	 239.06		
-70.50   	-14.95   	 78.70   	  15.26		 95.36   	 228.89		
-74.46   	-32.35   	 78.76(S)	  -5.09		 96.28   	 223.80		
-76.90   	-48.83   	 78.74   	 -15.26		 97.17   	 203.46		
-79.04   	-61.95   	 78.68   	 -40.69		 97.99   	 183.11		
-81.18   	-70.50   	 78.51   	 -55.95		 98.72   	 162.77		
-82.09   	-73.85   	 78.29   	 -81.38		 99.37   	 132.25		
-80.57   	-73.24   	 77.97   	-101.73		 99.90   	 106.82		
-77.51   	-72.02   	 77.56   	-132.25		100.33   	  76.30		
-75.07   	-72.94   	 77.03   	-183.11		100.63   	  50.86		
-75.07   	-76.29   	 76.30   	-233.98		100.83   	  20.35		
-77.21   	-79.96   	 75.36   	-274.67		100.92(S)	  -5.09		
-79.04   	-80.57   	 74.26   	-325.53		100.89   	 -35.61		
-77.21   	-76.90   	 72.96   	-371.31		100.75   	 -55.95		
-72.02   	-71.11   	 71.47   	-381.48		100.53   	 -71.21		
-66.53   	-68.36   	 69.95   	-396.74		100.24   	 -86.47		
-64.09   	-70.50   	 68.36   	-437.43		 99.90   	-106.82		
-64.09   	-75.99   	 66.61   	-467.95		 99.47   	-111.90		
-65.00   	-80.57   	 64.74   	-508.65		 99.02   	-127.16		
-64.09   	-80.87   	 62.71   	-564.60		 98.51   	-127.16		
-61.34   	-76.60   	 60.45   	-610.37		 98.01   	-137.33		
-58.90   	-71.41   	 58.01   	-656.15		 97.46   	-142.42		
-57.98   	-69.27   	 55.38   	-696.84		 96.89   	-137.33		
-58.59   	-70.80   	 52.59   	-742.62		 96.34   	-142.42		
-57.98   	-74.46   	 49.62   	-783.31		 95.77   	-137.33		
-54.63   	-76.60   	 46.49   	-803.66		 95.22   	-147.51		
-49.44   	-75.99   	 43.28   	-813.83		 94.63   	-147.51		
-43.33   	-72.94   	 40.02   	-824.00		 94.04   	-152.59		
-37.84   	-69.27   	 36.72   	-808.75		 93.43   	-147.51		
-34.18   	-67.75   	 33.49   	-778.23		 92.84   	-142.42		
-31.43   	-68.66   	 30.38   	-742.62		 92.27   	-142.42		
-30.52   	-72.02   	 27.41   	-701.93		 91.70   	-157.68		
-31.74   	-77.21   	 24.60   	-651.07		 91.07   	-167.85		
-33.26   	-82.70   	 21.99   	-600.20		 90.40   	-162.77		
-33.57   	-86.67   	 19.59   	-559.51		 89.75   	-167.85		
-31.74   	-88.20   	 17.35   	-513.73		 89.07   	-167.85		
-28.99   	-86.98   	 15.30   	-473.04		 88.40   	-178.03		
-28.08   	-83.62   	 13.41   	-427.26		 87.69   	-188.20		
-30.82   	-79.35   	 11.70   	-386.57		 86.94   	-203.46		
-36.01   	-75.68   	 10.15   	-361.14		 86.12   	-203.46		
-41.50   	-72.33   	  8.71   	-345.88		 85.31   	-198.37		
-44.86   	-71.11   	  7.32   	-330.62		 84.52   	-193.29		
-46.08   	-72.02   	  6.00   	-315.36		 83.74   	-183.11		
-46.69   	-74.16   	  4.74   	-300.10		 83.01   	-178.03		
-47.91   	-75.68   	  3.54   	-274.67		 82.30   	-183.11		
-50.96   	-75.68   	  2.44   	-223.80		 81.57   	-172.94		
-55.24   	-73.85   	  1.55   	-188.20		 80.87   	-162.77		
-58.59   	-69.89   	  0.79   	-142.42		 80.22   	-152.59		
-58.29   	-64.39   	  0.22   	 -96.64		 79.61   	-142.42		
-52.19   	-56.46   	 -0.16   	 -66.12		 79.04   	-137.33		
-40.59   	-44.56   	 -0.43   	 -30.52		 78.49   	-132.25		
-26.55   	-28.08   	 -0.55   	 -10.17		 77.97   	-127.16		
-13.43   	 -6.41   	 -0.59(D)	   5.09		 77.46   	-127.16		
 -3.36   	 18.92   	 -0.57   	  15.26		 76.95   	-116.99		
  3.66   	 45.47   	 -0.51   	  25.43		 76.48   	-116.99		
  9.77   	 69.89   	 -0.41   	  30.52		 76.01   	-116.99		
 18.01   	 89.11   	 -0.28   	  40.69		 75.54   	-116.99		
 29.91   	104.68   	 -0.12   	  50.86		 75.08   	-111.90		
 44.25   	120.54   	  0.08   	  66.12		 74.63   	-116.99		
 57.07   	137.94   	  0.35   	  71.21		 74.16   	-111.90		
 62.56   	150.15   	  0.63   	  76.30		 73.71   	-111.90		
 58.90   	146.79   	  0.94   	  76.30		 73.27   	-106.82		
 47.00   	121.15   	  1.24   	  76.30		 72.84   	-106.82		
 30.21   	 76.29   	  1.55   	  76.30		 72.41   	-101.73		
 10.99   	 25.63   	  1.85   	  71.21		 72.00   	-101.73		
 -9.77   	-18.31   	  2.14   	  55.95		 71.60   	 -96.64		
-32.35   	-51.57   	  2.36   	  45.78		 71.21   	 -91.56		
-54.63   	-77.82   	  2.54   	  35.61		 70.84   	 -86.47		
-73.24   	-101.01   	  2.69   	  30.52		 70.50   	 -86.47		
-85.75   	-121.46   	  2.81   	  25.43		 70.15   	 -76.30		
-92.47   	-135.50   	  2.91   	  25.43		 69.85   	 -76.30		
-96.13   	-140.08   	  3.01   	  20.35		 69.54   	 -66.12		
-98.27   	-135.80   	  3.09   	  25.43		 69.28   	 -66.12		
-100.40   	-127.56   	  3.19   	  30.52		 69.01   	 -55.95		
-101.93   	-120.54   	  3.32   	  25.43		 68.79   	 -55.95		
-102.23   	-117.19   	  3.42   	  15.26		 68.57   	 -55.95		
-101.93   	-117.80   	  3.48   	   0.00		 68.34   	 -50.86		
-102.54   	-121.15   	  3.48   	  -5.09		 68.14   	 -45.78		
-103.45   	-125.73   	  3.46   	 -10.17		 67.95   	 -45.78		
-104.06   	-131.23   	  3.42   	   5.09		 67.77   	 -40.69		
-102.84   	-141.30   	  3.44(E)	  25.43		 67.61   	 -40.69		
-99.49   	-154.11   	  3.54   	  66.12		 67.45   	 -40.69		
-89.72   	-158.39   	  3.80   	 111.90		 67.28   	 -40.69		
-61.65   	-135.19   	  4.25   	 152.59		 67.12   	 -35.61		
  9.77   	-63.17   	  4.86   	 188.20		 66.98   	 -35.61		
150.76   	 71.72   	  5.62   	 203.46		 66.84   	 -35.61		
357.36   	269.17   	  6.43   	 203.46		 66.69   	 -35.61		
561.83   	505.37   	  7.24   	 188.20		 66.55   	 -35.61		
644.23   	733.95   	  8.00   	 172.94		 66.41   	 -40.69		
138.85   	982.97(R)	  8.69   	 152.59		 66.25   	 -40.69		
-332.03   	964.66   	  9.30   	 116.99		 66.08   	 -35.61		
-723.27   	859.38   	  9.77   	  81.38		 65.94   	 -35.61		
-904.24   	672.91   	 10.09   	  61.04		 65.80   	 -40.69		
-866.70   	404.66   	 10.34   	  30.52		 65.64   	 -35.61		
-698.55   	 86.36   	 10.46   	  10.17		 65.49   	 -35.61		
-505.37   	-198.97   	 10.50   	 -15.26		 65.35   	 -35.61		
-348.21   	-351.87   	 10.44   	 -30.52		 65.21   	 -35.61		
-233.76   	-327.45   	 10.32   	 -25.43		 65.07   	 -35.61		
-150.45   	-182.50   	 10.21   	 -20.35		 64.92   	 -30.52		
-93.08   	-37.54   	 10.13   	   0.00		 64.80   	 -40.69		
-60.73   	 12.21   	 10.13   	  35.61		 64.64   	 -30.52		
-47.91   	-37.54   	 10.27   	  50.86		 64.52   	 -35.61		
-44.25   	-120.24   	 10.48   	 111.90		 64.37   	 -35.61		
-41.20   	-168.15   	 10.93   	 264.50		 64.23   	 -30.52		
-36.93   	-163.57   	 11.98   	 442.52		 64.11   	 -25.43		
-33.57   	-134.89   	 13.75   	 554.42		 64.01   	 -30.52		
-32.35   	-115.36   	 15.97   	 625.63		 63.89   	 -30.52		
-30.52   	-115.97   	 18.47   	 712.10		 63.76   	 -30.52		
-26.25   	-126.65   	 21.32   	 808.75		 63.64   	 -30.52		
-19.23   	-134.58   	 24.56   	 879.96		 63.52   	 -30.52		
-10.99   	-135.19   	 28.08   	 940.99		 63.40   	 -25.43		
 -3.66   	-130.92   	 31.84   	 966.43		 63.30   	 -35.61		
  1.83   	-126.34   	 35.71   	 951.17		 63.15   	 -30.52		
  4.88   	-123.60   	 39.51   	 971.51		 63.03   	 -35.61		
  7.02   	-125.12   	 43.40   	 869.78		 62.89   	 -35.61		
  8.24   	-126.34   	 46.88   	 757.88		 62.75   	 -35.61		
 11.29   	-125.73   	 49.91   	 635.81		 62.60   	 -30.52		
 16.17   	-122.68   	 52.45   	 513.73		 62.48   	 -35.61		
 21.97   	-118.41   	 54.51   	 396.74		 62.34   	 -25.43		
 27.47   	-114.75   	 56.09   	 295.01		 62.24   	 -30.52		
 31.43   	-113.22   	 57.27   	 208.54		 62.12   	 -30.52		
 34.48   	-114.44   	 58.11   	 142.42		 61.99   	 -25.43		
 38.45   	-115.97   	 58.68   	  81.38		 61.89   	 -30.52		
 45.47   	-115.66   	 59.00   	  50.86		 61.77   	 -25.43		
 56.46   	-112.00   	 59.21   	  35.61		 61.67   	 -25.43		
 69.58   	-105.59   	 59.35   	  30.52		 61.57   	 -30.52		
 83.01   	-99.49   	 59.47   	  40.69		 61.44   	 -30.52		
 94.60   	-95.21   	 59.63   	  55.95		 61.32   	 -30.52		
102.84   	-93.99   	 59.86   	  81.38		 61.20   	 -35.61		
106.81   	-94.60   	 60.18   	 106.82		 61.06   	 -40.69		
108.03   	-95.21   	 60.61   	 132.25		 60.89   	 -45.78		
110.17   	-93.99   	 61.14   	 157.68		 60.71   	 -45.78		
116.27   	-89.72   	 61.77   	 172.94		 60.53   	 -45.78		
128.17   	-81.79   	 62.46   	 198.37		 60.35   	 -50.86		
141.91   	-71.41   	 63.26   	 208.54		 60.14   	 -45.78		
152.28   	-59.51   	 64.09   	 223.80		 59.96   	 -40.69		
156.25   	-47.30   	 64.98   	 228.89		 59.80   	 -30.52		
152.89   	-35.40   	 65.90   	 239.06		 59.67(D)	   0.00		
145.57   	-22.89   	 66.86   	 239.06		 59.67   	  50.86		
137.02   	-10.07   	 67.81   	 249.24		 59.88   	 142.42		
129.09   	  3.36   	 68.81   	 254.32		 60.45   	 264.50		
121.77   	 16.48   	 69.83   	 259.41		 61.51   	 391.66		
114.75   	 29.30   	 70.86   	 269.58		 63.07   	 508.65		
108.03   	 41.81   	 71.94   	 269.58		 65.11   	 569.68		
100.71   	 55.24   	 73.02   	 269.58		 67.39   	 584.94		
 92.16   	 70.19   	 74.10   	 264.50		 69.73   	 574.77		
 81.18   	 85.45   	 75.16   	 249.24		 72.02   	 554.42		
 66.83   	 99.49   	 76.15   	 233.98		 74.24   	 539.16		
 48.83   	109.56   	 77.09   	 213.63		 76.40   	 513.73		
 28.99   	115.36   	 77.94   	 198.37		 78.45   	 478.13		
  9.77   	116.88   	 78.74   	 178.03		 80.37   	 432.35		
 -6.10   	114.75   	 79.45   	 147.51		 82.10   	 381.48		
-18.31   	108.64   	 80.04   	 132.25		 83.62   	 345.88		
-28.08   	 97.96   	 80.57   	 111.90		 85.00   	 315.36		
-37.23   	 80.87   	 81.02   	  91.56		 86.27   	 295.01		
-47.00   	 57.37   	 81.38   	  76.30		 87.45   	 279.75		
-55.54   	 30.82   	 81.69   	  55.95		 88.57   	 259.41		
-60.42   	  5.80   	 81.91   	  40.69		 89.60   	 244.15		
-61.65   	-14.95   	 82.07   	  25.43		 90.58   	 228.89		
-61.04   	-29.91   	 82.18   	   5.09		 91.50   	 223.80		
-61.95   	-40.59   	 82.20(S)	  -5.09		 92.39   	 213.63		
-66.53   	-47.61   	 82.18   	 -15.26		 93.24   	 203.46		
-73.24   	-51.27   	 82.12   	 -35.61		 94.06   	 188.20		
-78.74   	-51.57   	 81.97   	 -61.04		 94.81   	 167.85		
-81.18   	-50.35   	 81.73   	 -91.56		 95.48   	 147.51		
-80.87   	-50.05   	 81.36   	-122.07		 96.07   	 132.25		
-79.96   	-50.96   	 80.87   	-172.94		 96.60   	 101.73		
-79.65   	-51.27   	 80.18   	-213.63		 97.01   	  71.21		
-80.26   	-50.05   	 79.33   	-249.24		 97.29   	  50.86		
-80.87   	-47.91   	 78.33   	-284.84		 97.50   	  20.35		
-82.40   	-47.30   	 77.19   	-284.84		 97.58(S)	  -5.09		
-84.53   	-49.44   	 76.05   	-295.01		 97.56   	 -25.43		
-87.59   	-53.41   	 74.87   	-315.36		 97.46   	 -55.95		
-90.03   	-56.15   	 73.61   	-335.71		 97.23   	 -66.12		
-90.33   	-55.85   	 72.27   	-356.05		 96.97   	 -86.47		
-87.28   	-53.41   	 70.84   	-376.40		 96.62   	-101.73		
-81.48   	-51.27   	 69.34   	-406.92		 96.22   	-111.90		
-74.16   	-51.27   	 67.71   	-432.35		 95.77   	-116.99		
-67.44   	-52.80   	 65.98   	-488.30		 95.30   	-127.16		
-61.65   	-55.24   	 64.03   	-528.99		 94.79   	-137.33		
-57.37   	-57.07   	 61.91   	-584.94		 94.24   	-132.25		
-53.71   	-58.29   	 59.57   	-635.81		 93.71   	-137.33		
-50.66   	-59.81   	 57.03   	-701.93		 93.16   	-137.33		
-48.22   	-62.87   	 54.22   	-742.62		 92.61   	-142.42		
-47.00   	-68.05   	 51.25   	-778.23		 92.04   	-137.33		
-46.39   	-73.85   	 48.14   	-798.57		 91.50   	-142.42		
-44.86   	-77.82   	 44.94   	-798.57		 90.93   	-142.42		
-42.42   	-78.74   	 41.75   	-788.40		 90.36   	-142.42		
-39.06   	-76.90   	 38.60   	-773.14		 89.79   	-147.51		
-34.79   	-74.16   	 35.50   	-737.54		 89.20   	-152.59		
-31.74   	-72.94   	 32.55   	-707.02		 88.59   	-152.59		
-30.21   	-73.24   	 29.73   	-666.32		 87.98   	-162.77		
-29.91   	-74.16   	 27.06   	-625.63		 87.32   	-162.77		
-30.52   	-73.85   	 24.56   	-579.86		 86.67   	-172.94		
-30.82   	-71.41   	 22.24   	-539.16		 85.98   	-178.03		
-30.21   	-68.05   	 20.08   	-488.30		 85.27   	-183.11		
-28.69   	-65.61   	 18.13   	-447.61		 84.54   	-183.11		
-26.55   	-65.31   	 16.34   	-412.00		 83.80   	-183.11		
-25.63   	-66.53   	 14.69   	-371.31		 83.07   	-183.11		
-26.25   	-67.75   	 13.20   	-335.71		 82.34   	-178.03		
-29.91   	-67.75   	 11.86   	-300.10		 81.63   	-167.85		
-35.40   	-65.92   	 10.66   	-269.58		 80.96   	-162.77		
-39.98   	-63.48   	  9.58   	-239.06		 80.30   	-152.59		
