SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
 41.20   	153.20   	  3.80   	 -35.61		 80.85   	-132.25		
 54.93   	161.13   	  3.66   	 -40.69		 80.33   	-127.16		
 59.51   	153.50   	  3.50   	 -45.78		 79.82   	-122.07		
 53.41   	124.21   	  3.32   	 -45.78		 79.33   	-122.07		
 39.06   	 77.51   	  3.13   	 -35.61		 78.84   	-116.99		
 20.14   	 24.72   	  2.99   	 -25.43		 78.37   	-111.90		
 -1.53   	-22.28   	  2.89   	 -15.26		 77.92   	-106.82		
-25.63   	-59.20   	  2.83(D)	   0.00		 77.50   	-101.73		
-50.66   	-86.98   	  2.83   	  20.35		 77.09   	 -96.64		
-73.55   	-105.90   	  2.91   	  35.61		 76.70   	 -91.56		
-90.94   	-116.27   	  3.05   	  55.95		 76.34   	 -81.38		
-101.01   	-119.63   	  3.28   	  61.04		 76.01   	 -81.38		
-104.98   	-119.63   	  3.52   	  71.21		 75.69   	 -76.30		
-105.90   	-121.15   	  3.80   	  81.38		 75.38   	 -66.12		
-106.81   	-126.04   	  4.13   	  76.30		 75.12   	 -66.12		
-108.95   	-132.75   	  4.44   	  76.30		 74.85   	 -61.04		
-111.39   	-137.33   	  4.74   	  61.04		 74.61   	 -55.95		
-113.22   	-138.55   	  4.98   	  45.78		 74.38   	 -50.86		
-113.53   	-136.72   	  5.17   	  20.35		 74.18   	 -50.86		
-113.22   	-135.50   	  5.25   	  -5.09		 73.98   	 -50.86		
-113.22   	-137.33   	  5.23   	 -30.52		 73.77   	 -40.69		
-115.97   	-141.91   	  5.11   	 -45.78		 73.61   	 -45.78		
-120.54   	-139.77   	  4.92   	 -61.04		 73.43   	 -40.69		
-116.58   	-119.32   	  4.68   	 -50.86		 73.27   	 -35.61		
-78.74   	-68.05   	  4.48   	 -35.61		 73.12   	 -40.69		
 27.77   	 27.77   	  4.33   	 -15.26		 72.96   	 -35.61		
222.47   	175.48   	  4.27   	  15.26		 72.82   	 -40.69		
472.72   	366.21   	  4.33(E)	  55.95		 72.65   	 -35.61		
671.39   	572.20   	  4.56   	  86.47		 72.51   	 -40.69		
680.24   	750.43   	  4.90   	 178.03		 72.35   	 -40.69		
-55.24   	868.23(R)	  5.62   	 203.46		 72.19   	 -40.69		
-565.49   	776.98   	  6.43   	 208.54		 72.02   	 -40.69		
-904.54   	593.87   	  7.26   	 203.46		 71.86   	 -40.69		
-969.24   	336.30   	  8.08   	 178.03		 71.70   	 -40.69		
-805.66   	 52.19   	  8.79   	 147.51		 71.54   	 -35.61		
-552.98   	-177.92   	  9.38   	  96.64		 71.39   	 -40.69		
-337.83   	-281.07   	  9.77   	  40.69		 71.23   	 -40.69		
-208.44   	-237.73   	  9.93   	 -10.17		 71.07   	 -35.61		
-145.57   	-109.25   	  9.89   	 -61.04		 70.93   	 -40.69		
-111.08   	  0.00   	  9.64   	 -91.56		 70.76   	 -35.61		
-82.70   	 19.23   	  9.28   	 -61.04		 70.62   	 -35.61		
-58.59   	-41.81   	  9.03   	  55.95		 70.48   	 -30.52		
-42.72   	-118.71   	  9.26   	 162.77		 70.36   	 -30.52		
-34.18   	-155.03   	  9.91   	 208.54		 70.23   	 -30.52		
-28.69   	-142.52   	 10.74   	 259.41		 70.11   	 -30.52		
-22.89   	-111.08   	 11.78   	 315.36		 69.99   	 -25.43		
-17.09   	-92.77   	 13.04   	 391.66		 69.89   	 -25.43		
-11.90   	-96.13   	 14.61   	 549.34		 69.79   	 -25.43		
 -8.54   	-109.86   	 16.81   	 727.36		 69.68   	 -25.43		
 -8.85   	-120.54   	 19.72   	 849.44		 69.58   	 -20.35		
-10.68   	-123.29   	 23.11   	 895.22		 69.50   	 -25.43		
-11.60   	-119.93   	 26.69   	 946.08		 69.40   	 -20.35		
 -9.46   	-114.14   	 30.48   	1002.03		 69.32   	 -25.43		
 -4.58   	-108.64   	 34.49   	1027.46		 69.22   	 -20.35		
  1.53   	-105.29   	 38.60   	1134.28		 69.14   	 -30.52		
 10.07   	-103.15   	 43.13   	1068.15		 69.01   	 -25.43		
 10.99   	-100.71   	 47.41   	 956.25		 68.91   	 -25.43		
 10.68   	-95.21   	 51.23   	 839.26		 68.81   	 -30.52		
 12.51   	-87.28   	 54.59   	 707.02		 68.69   	 -25.43		
 18.92   	-78.13   	 57.42   	 579.86		 68.59   	 -30.52		
 29.30   	-70.19   	 59.74   	 457.78		 68.46   	 -30.52		
 40.89   	-65.00   	 61.57   	 350.97		 68.34   	 -30.52		
 49.13   	-62.87   	 62.97   	 249.24		 68.22   	 -30.52		
 53.10   	-61.95   	 63.97   	 167.85		 68.10   	 -30.52		
 54.93   	-59.81   	 64.64   	 111.90		 67.98   	 -30.52		
 59.20   	-54.93   	 65.09   	  81.38		 67.85   	 -35.61		
 68.05   	-47.91   	 65.41   	  61.04		 67.71   	 -40.69		
 80.57   	-39.98   	 65.66   	  61.04		 67.55   	 -35.61		
 93.99   	-32.65   	 65.90   	  76.30		 67.41   	 -45.78		
105.29   	-25.94   	 66.21   	  86.47		 67.22   	 -50.86		
113.22   	-19.53   	 66.55   	 111.90		 67.02   	 -45.78		
117.80   	-12.21   	 67.00   	 132.25		 66.84   	 -55.95		
119.32   	 -3.66   	 67.53   	 152.59		 66.61   	 -45.78		
119.02   	  6.10   	 68.14   	 178.03		 66.43   	 -45.78		
118.10   	 15.56   	 68.85   	 188.20		 66.25   	 -30.52		
117.49   	 24.72   	 69.60   	 203.46		 66.12(D)	   0.00		
116.88   	 32.96   	 70.42   	 203.46		 66.12   	  61.04		
115.36   	 40.28   	 71.23   	 208.54		 66.37   	 167.85		
111.69   	 47.61   	 72.06   	 203.46		 67.04   	 315.36		
106.81   	 57.07   	 72.88   	 208.54		 68.30   	 478.13		
102.23   	 68.97   	 73.71   	 198.37		 70.21   	 600.20		
100.10   	 83.31   	 74.51   	 198.37		 72.61   	 666.32		
 99.18   	 97.96   	 75.30   	 193.29		 75.28   	 671.41		
 97.66   	110.17   	 76.07   	 183.11		 77.97   	 651.07		
 92.47   	119.32   	 76.81   	 178.03		 80.57   	 635.81		
 83.31   	126.65   	 77.52   	 172.94		 83.11   	 620.55		
 72.02   	133.67   	 78.21   	 172.94		 85.59   	 600.20		
 60.12   	140.38   	 78.90   	 162.77		 88.00   	 559.51		
 48.22   	145.26   	 79.55   	 157.68		 90.23   	 508.65		
 36.01   	146.18   	 80.18   	 147.51		 92.27   	 462.87		
 24.11   	141.91   	 80.77   	 147.51		 94.12   	 417.09		
 12.82   	132.45   	 81.36   	 142.42		 95.79   	 391.66		
  3.66   	120.24   	 81.93   	 127.16		 97.35   	 361.14		
 -2.75   	105.29   	 82.44   	 122.07		 98.80   	 345.88		
 -7.02   	 87.89   	 82.93   	 106.82		100.18   	 315.36		
-11.60   	 66.83   	 83.36   	 101.73		101.44   	 295.01		
-16.78   	 43.64   	 83.76   	  81.38		102.62   	 274.67		
-24.11   	 19.84   	 84.09   	  66.12		103.72   	 254.32		
-32.65   	 -1.53   	 84.35   	  55.95		104.74   	 244.15		
-39.67   	-17.70   	 84.58   	  30.52		105.72   	 218.72		
-43.95   	-27.77   	 84.70   	  15.26		106.59   	 193.29		
-45.17   	-34.18   	 84.76(S)	 -10.17		107.36   	 167.85		
-44.25   	-39.37   	 84.72   	 -40.69		108.04   	 132.25		
-43.64   	-44.56   	 84.56   	 -66.12		108.57   	  96.64		
-45.17   	-50.66   	 84.29   	 -96.64		108.95   	  71.21		
-48.83   	-55.54   	 83.91   	-147.51		109.24   	  35.61		
-52.80   	-58.29   	 83.32   	-208.54		109.38   	   5.09		
-54.93   	-58.59   	 82.48   	-279.75		109.40(S)	 -30.52		
-54.63   	-57.07   	 81.36   	-320.45		109.28   	 -55.95		
-52.19   	-55.54   	 80.08   	-376.40		109.05   	 -76.30		
-48.83   	-54.32   	 78.58   	-422.18		108.75   	 -96.64		
-45.47   	-53.41   	 76.89   	-442.52		108.36   	-111.90		
-42.72   	-52.19   	 75.12   	-467.95		107.91   	-122.07		
-40.28   	-50.66   	 73.24   	-518.82		107.43   	-132.25		
-38.45   	-50.05   	 71.17   	-574.77		106.90   	-142.42		
-36.62   	-51.27   	 68.87   	-630.72		106.33   	-142.42		
-35.71   	-53.71   	 66.35   	-686.67		105.76   	-147.51		
-34.79   	-56.46   	 63.60   	-717.19		105.17   	-147.51		
-33.26   	-57.37   	 60.73   	-757.88		104.58   	-147.51		
-30.21   	-55.54   	 57.70   	-793.49		103.99   	-142.42		
-27.16   	-52.49   	 54.53   	-818.92		103.42   	-147.51		
-25.33   	-50.05   	 51.25   	-844.35		102.83   	-147.51		
-25.02   	-50.35   	 47.87   	-854.52		102.24   	-152.59		
-24.72   	-52.80   	 44.46   	-854.52		101.63   	-152.59		
-21.06   	-55.54   	 41.04   	-844.35		101.02   	-152.59		
-14.34   	-56.46   	 37.66   	-818.92		100.41   	-157.68		
 -8.54   	-56.15   	 34.38   	-783.31		 99.78   	-157.68		
 -7.63   	-56.46   	 31.25   	-742.62		 99.15   	-167.85		
-11.90   	-58.29   	 28.28   	-696.84		 98.47   	-178.03		
-16.48   	-59.81   	 25.49   	-640.89		 97.76   	-178.03		
-16.78   	-60.12   	 22.93   	-579.86		 97.05   	-188.20		
-12.51   	-57.98   	 20.61   	-523.90		 96.30   	-193.29		
 -8.24   	-55.54   	 18.51   	-467.95		 95.52   	-203.46		
 -8.24   	-55.24   	 16.64   	-417.09		 94.71   	-208.54		
-13.12   	-57.37   	 14.97   	-371.31		 93.88   	-208.54		
-18.62   	-59.20   	 13.49   	-330.62		 93.04   	-213.63		
-21.36   	-58.59   	 12.17   	-279.75		 92.19   	-218.72		
-19.84   	-56.15   	 11.05   	-249.24		 91.31   	-213.63		
-16.48   	-54.32   	 10.05   	-213.63		 90.46   	-213.63		
-14.04   	-54.02   	  9.20   	-193.29		 89.60   	-203.46		
-14.34   	-54.93   	  8.42   	-178.03		 88.79   	-203.46		
-16.17   	-54.32   	  7.71   	-167.85		 87.98   	-188.20		
-18.92   	-51.57   	  7.04   	-162.77		 87.22   	-183.11		
-21.36   	-48.22   	  6.39   	-147.51		 86.49   	-178.03		
-23.19   	-46.39   	  5.80   	-137.33		 85.78   	-167.85		
-24.41   	-45.17   	  5.25   	-111.90		 85.11   	-162.77		
-23.80   	-41.20   	  4.80   	 -91.56		 84.46   	-152.59		
-21.06   	-31.74   	  4.44   	 -61.04		 83.85   	-147.51		
-14.65   	-15.87   	  4.19   	 -40.69		 83.26   	-142.42		
 -4.27   	  2.75   	  4.03   	 -20.35		 82.69   	-142.42		
  9.16   	 22.28   	  3.95   	 -10.17		 82.12   	-137.33		
 23.50   	 42.42   	  3.91   	  -5.09		 81.57   	-132.25		
 35.10   	 64.39   	  3.89   	 -10.17		 81.04   	-132.25		
 43.33   	 86.06   	  3.85   	 -20.35		 80.51   	-132.25		
 50.05   	103.45   	  3.76   	 -25.43		 79.98   	-127.16		
 58.90   	114.44   	  3.66   	 -30.52		 79.47   	-127.16		
 71.72   	121.46   	  3.54   	 -40.69		 78.96   	-127.16		
 86.06   	128.48   	  3.38   	 -40.69		 78.45   	-116.99		
 96.13   	134.28   	  3.21   	 -40.69		 77.99   	-116.99		
 97.66   	130.92   	  3.05   	 -25.43		 77.52   	-116.99		
 89.11   	110.17   	  2.95   	 -15.26		 77.05   	-106.82		
 74.46   	 72.94   	  2.89(D)	   0.00		 76.62   	-106.82		
 57.98   	 28.38   	  2.89   	  15.26		 76.20   	 -96.64		
 42.11   	-12.21   	  2.95   	  30.52		 75.81   	 -96.64		
 25.33   	-43.95   	  3.07   	  45.78		 75.42   	 -86.47		
  6.41   	-68.05   	  3.26   	  61.04		 75.08   	 -76.30		
-13.73   	-88.50   	  3.50   	  66.12		 74.77   	 -76.30		
-32.04   	-104.37   	  3.76   	  76.30		 74.47   	 -71.21		
-46.69   	-114.44   	  4.07   	  76.30		 74.18   	 -66.12		
-57.68   	-119.63   	  4.37   	  81.38		 73.92   	 -61.04		
-66.83   	-122.68   	  4.70   	  76.30		 73.67   	 -55.95		
-74.46   	-126.04   	  5.01   	  71.21		 73.45   	 -50.86		
-79.96   	-129.39   	  5.29   	  61.04		 73.24   	 -50.86		
-83.92   	-131.53   	  5.53   	  50.86		 73.04   	 -45.78		
-87.59   	-131.84   	  5.74   	  20.35		 72.86   	 -45.78		
-92.16   	-131.53   	  5.82   	  -5.09		 72.68   	 -45.78		
-98.88   	-132.14   	  5.80   	 -35.61		 72.49   	 -40.69		
-105.90   	-134.58   	  5.66   	 -55.95		 72.33   	 -40.69		
-112.30   	-138.24   	  5.43   	 -76.30		 72.17   	 -40.69		
-117.49   	-142.21   	  5.13   	 -76.30		 72.00   	 -40.69		
-120.24   	-139.16   	  4.82   	 -66.12		 71.84   	 -35.61		
-111.69   	-118.41   	  4.56   	 -45.78		 71.70   	 -40.69		
-69.89   	-67.44   	  4.37   	 -15.26		 71.54   	 -35.61		
 37.23   	 28.08   	  4.31   	  15.26		 71.39   	 -40.69		
229.19   	177.00   	  4.37(E)	  55.95		 71.23   	 -35.61		
475.16   	372.62   	  4.60   	  96.64		 71.09   	 -35.61		
669.86   	586.24   	  4.98   	 132.25		 70.95   	 -40.69		
676.57   	773.32   	  5.51   	 223.80		 70.78   	 -40.69		
-57.98   	896.61(R)	  6.41   	 233.98		 70.62   	 -40.69		
-564.58   	796.20   	  7.34   	 223.80		 70.46   	 -40.69		
-899.35   	597.23   	  8.24   	 198.37		 70.29   	 -40.69		
-960.08   	324.71   	  9.03   	 147.51		 70.13   	 -35.61		
-794.07   	 32.96   	  9.62   	  96.64		 69.99   	 -35.61		
-540.47   	-195.31   	 10.01   	  40.69		 69.85   	 -35.61		
-324.10   	-289.92   	 10.17   	 -15.26		 69.70   	 -35.61		
-192.26   	-238.65   	 10.11   	 -66.12		 69.56   	 -35.61		
-125.73   	-106.51   	  9.85   	-116.99		 69.42   	 -30.52		
-87.28   	  2.14   	  9.38   	-137.33		 69.30   	 -35.61		
-56.46   	 18.92   	  8.83   	 -55.95		 69.16   	 -30.52		
-31.74   	-43.33   	  8.61   	  76.30		 69.03   	 -25.43		
-16.48   	-118.71   	  8.91   	 167.85		 68.93   	 -30.52		
 -8.54   	-151.37   	  9.58   	 228.89		 68.81   	 -25.43		
 -3.36   	-135.80   	 10.50   	 284.84		 68.71   	 -20.35		
  2.44   	-104.06   	 11.64   	 330.62		 68.63   	 -25.43		
  8.24   	-87.28   	 12.96   	 422.18		 68.52   	 -25.43		
 13.73   	-92.77   	 14.65   	 564.60		 68.42   	 -20.35		
 18.62   	-106.20   	 16.91   	 732.45		 68.34   	 -25.43		
 22.58   	-113.22   	 19.84   	 849.44		 68.24   	 -20.35		
 26.86   	-109.86   	 23.23   	 915.56		 68.16   	 -25.43		
 31.13   	-101.62   	 26.90   	 971.51		 68.06   	 -25.43		
 34.79   	-93.69   	 30.78   	1022.38		 67.95   	 -25.43		
 37.54   	-89.72   	 34.87   	1042.72		 67.85   	 -25.43		
 38.45   	-89.11   	 39.04   	1139.36		 67.75   	 -30.52		
 41.81   	-83.62   	 43.60   	1052.90		 67.63   	 -30.52		
 45.17   	-76.29   	 47.81   	 940.99		 67.51   	 -30.52		
 47.30   	-68.36   	 51.58   	 808.75		 67.39   	 -30.52		
 48.83   	-63.48   	 54.81   	 681.58		 67.26   	 -30.52		
 50.35   	-62.87   	 57.54   	 554.42		 67.14   	 -30.52		
 53.71   	-64.39   	 59.76   	 432.35		 67.02   	 -25.43		
 59.51   	-65.92   	 61.49   	 315.36		 66.92   	 -30.52		
 67.14   	-65.61   	 62.75   	 228.89		 66.80   	 -25.43		
 75.38   	-62.87   	 63.66   	 152.59		 66.69   	 -30.52		
 83.31   	-58.29   	 64.27   	  96.64		 66.57   	 -30.52		
 91.25   	-52.49   	 64.66   	  71.21		 66.45   	 -35.61		
 97.96   	-47.30   	 64.94   	  55.95		 66.31   	 -35.61		
104.06   	-43.03   	 65.17   	  61.04		 66.16   	 -40.69		
109.56   	-39.67   	 65.41   	  66.12		 66.00   	 -40.69		
115.97   	-35.71   	 65.68   	  91.56		 65.84   	 -45.78		
122.68   	-30.82   	 66.04   	 116.99		 65.66   	 -50.86		
129.70   	-23.80   	 66.51   	 142.42		 65.45   	 -45.78		
135.80   	-15.56   	 67.08   	 167.85		 65.27   	 -50.86		
140.08   	 -7.32   	 67.75   	 188.20		 65.07   	 -45.78		
142.52   	  0.92   	 68.50   	 203.46		 64.88   	 -25.43		
144.96   	  9.46   	 69.32   	 208.54		 64.78(D)	   0.00		
147.71   	 19.53   	 70.15   	 213.63		 64.78   	  66.12		
149.84   	 30.52   	 71.01   	 213.63		 65.05   	 178.03		
150.76   	 41.81   	 71.86   	 208.54		 65.76   	 325.53		
148.93   	 53.10   	 72.70   	 208.54		 67.06   	 488.30		
143.13   	 64.70   	 73.53   	 208.54		 69.01   	 610.37		
133.36   	 76.60   	 74.36   	 198.37		 71.45   	 671.41		
120.85   	 88.50   	 75.16   	 193.29		 74.14   	 676.50		
107.12   	 98.88   	 75.93   	 183.11		 76.85   	 661.24		
 93.99   	106.51   	 76.66   	 172.94		 79.49   	 640.89		
 82.70   	112.61   	 77.35   	 172.94		 82.05   	 625.63		
 72.33   	118.41   	 78.05   	 162.77		 84.56   	 595.11		
 61.34   	124.82   	 78.70   	 162.77		 86.94   	 549.34		
 48.83   	130.62   	 79.35   	 157.68		 89.13   	 508.65		
 35.71   	134.89   	 79.98   	 157.68		 91.17   	 457.78		
 23.19   	135.19   	 80.61   	 152.59		 93.00   	 412.00		
 12.21   	130.00   	 81.22   	 137.33		 94.65   	 381.48		
  2.14   	118.41   	 81.77   	 127.16		 96.17   	 366.22		
 -7.32   	 99.79   	 82.28   	 116.99		 97.64   	 335.71		
-17.70   	 75.99   	 82.75   	 111.90		 98.98   	 320.45		
-27.77   	 50.66   	 83.19   	 101.73		100.26   	 300.10		
-36.01   	 27.47   	 83.60   	  86.47		101.46   	 284.84		
-40.89   	  8.24   	 83.95   	  76.30		102.60   	 259.41		
-43.95   	 -7.93   	 84.25   	  61.04		103.64   	 233.98		
-47.00   	-21.36   	 84.50   	  35.61		104.58   	 218.72		
-51.57   	-33.57   	 84.64   	  20.35		105.45   	 203.46		
-57.07   	-43.33   	 84.72(S)	 -10.17		106.27   	 178.03		
-62.56   	-50.05   	 84.68   	 -30.52		106.98   	 142.42		
-65.92   	-53.71   	 84.56   	 -61.04		107.55   	 106.82		
-66.53   	-55.54   	 84.31   	 -86.47		107.98   	  76.30		
-65.31   	-56.15   	 83.97   	-132.25		108.28   	  40.69		
-64.09   	-56.76   	 83.44   	-178.03		108.44   	  10.17		
-64.70   	-58.29   	 82.73   	-254.32		108.48(S)	 -15.26		
-67.14   	-59.81   	 81.71   	-305.19		108.42   	 -50.86		
-69.27   	-59.81   	 80.49   	-345.88		108.22   	 -81.38		
-68.97   	-57.68   	 79.10   	-406.92		107.89   	 -96.64		
-64.39   	-54.32   	 77.48   	-437.43		107.51   	-116.99		
-55.85   	-51.27   	 75.73   	-447.61		107.04   	-127.16		
-46.69   	-50.05   	 73.94   	-498.47		106.53   	-132.25		
-39.06   	-50.05   	 71.94   	-559.51		106.00   	-137.33		
-34.18   	-49.74   	 69.70   	-615.46		105.45   	-147.51		
-31.74   	-48.52   	 67.24   	-666.32		104.86   	-147.51		
-29.60   	-47.91   	 64.58   	-701.93		104.27   	-147.51		
-27.16   	-48.22   	 61.77   	-742.62		103.68   	-142.42		
-23.50   	-50.05   	 58.80   	-778.23		103.11   	-137.33		
-18.92   	-51.27   	 55.69   	-808.75		102.56   	-137.33		
-13.12   	-50.66   	 52.45   	-834.18		102.01   	-137.33		
 -6.71   	-48.83   	 49.11   	-854.52		101.46   	-142.42		
  0.61   	-46.39   	 45.70   	-854.52		100.89   	-142.42		
  9.16   	-44.86   	 42.28   	-849.44		100.33   	-142.42		
 18.92   	-43.95   	 38.88   	-824.00		 99.76   	-142.42		
 28.38   	-43.64   	 35.58   	-788.40		 99.19   	-142.42		
 35.10   	-43.95   	 32.43   	-747.71		 98.62   	-157.68		
 36.62   	-44.25   	 29.44   	-696.84		 97.99   	-162.77		
 32.35   	-45.47   	 26.65   	-645.98		 97.33   	-178.03		
 24.72   	-47.30   	 24.07   	-590.03		 96.62   	-188.20		
 16.78   	-49.44   	 21.71   	-539.16		 95.87   	-193.29		
 12.21   	-50.35   	 19.55   	-488.30		 95.10   	-198.37		
 11.90   	-49.44   	 17.60   	-432.35		 94.30   	-203.46		
 14.04   	-46.69   	 15.87   	-391.66		 93.49   	-208.54		
 14.65   	-43.95   	 14.30   	-350.97		 92.65   	-208.54		
 11.90   	-43.33   	 12.90   	-310.27		 91.82   	-218.72		
  6.71   	-45.17   	 11.66   	-269.58		 90.95   	-213.63		
  1.53   	-47.61   	 10.58   	-233.98		 90.09   	-213.63		
 -0.61   	-48.22   	  9.64   	-203.46		 89.24   	-208.54		
  1.22   	-45.17   	  8.83   	-183.11		 88.40   	-203.46		
  4.58   	-40.28   	  8.10   	-167.85		 87.59   	-193.29		
  7.63   	-36.32   	  7.43   	-162.77		 86.82   	-183.11		
  7.63   	-36.32   	  6.78   	-147.51		 86.08   	-178.03		
  4.58   	-39.98   	  6.19   	-137.33		 85.37   	-172.94		
 -0.31   	-45.17   	  5.64   	-122.07		 84.68   	-162.77		
 -5.80   	-48.83   	  5.15   	 -96.64		 84.03   	-152.59		
-10.07   	-48.22   	  4.76   	 -76.30		 83.42   	-152.59		
-10.68   	-41.81   	  4.46   	 -50.86		 82.81   	-142.42		
 -7.02   	-30.82   	  4.25   	 -25.43		 82.24   	-142.42		
  0.31   	-16.48   	  4.15   	 -15.26		 81.67   	-142.42		
 10.07   	  0.61   	  4.09   	  -5.09		 81.10   	-137.33		
 20.75   	 20.14   	  4.07   	 -10.17		 80.55   	-132.25		
 30.52   	 43.64   	  4.03   	 -15.26		 80.02   	-132.25		
 38.76   	 71.11   	  3.97   	 -25.43		 79.49   	-132.25		
 46.69   	 99.18   	  3.87   	 -35.61		 78.96   	-127.16		
 55.54   	122.68   	  3.72   	 -45.78		 78.45   	-122.07		
 68.66   	139.16   	  3.54   	 -40.69		 77.97   	-127.16		
 86.06   	150.15   	  3.38   	 -40.69		 77.46   	-116.99		
104.37   	159.00   	  3.21   	 -30.52		 76.99   	-116.99		
118.10   	163.88   	  3.09   	 -20.35		 76.52   	-106.82		
122.07   	158.08   	  3.01(D)	   0.00		 76.09   	-106.82		
115.36   	135.19   	  3.01   	  20.35		 75.67   	-101.73		
101.01   	 95.83   	  3.09   	  35.61		 75.26   	 -96.64		
 82.40   	 48.52   	  3.23   	  50.86		 74.87   	 -86.47		
 61.04   	  3.97   	  3.44   	  61.04		 74.53   	 -81.38		
 37.84   	-32.35   	  3.68   	  66.12		 74.20   	 -81.38		
 14.04   	-60.42   	  3.95   	  76.30		 73.88   	 -71.21		
 -6.41   	-82.70   	  4.25   	  71.21		 73.59   	 -66.12		
-20.75   	-98.27   	  4.54   	  71.21		 73.33   	 -61.04		
-29.91   	-106.81   	  4.82   	  61.04		 73.08   	 -61.04		
-36.62   	-110.47   	  5.07   	  61.04		 72.84   	 -55.95		
-43.33   	-111.39   	  5.31   	  50.86		 72.61   	 -50.86		
-48.83   	-110.47   	  5.51   	  50.86		 72.41   	 -50.86		
-50.35   	-107.73   	  5.72   	  35.61		 72.21   	 -45.78		
-47.00   	-102.54   	  5.86   	  25.43		 72.02   	 -45.78		
-41.20   	-96.44   	  5.96   	  10.17		 71.84   	 -45.78		
-38.45   	-93.38   	  6.00   	 -15.26		 71.66   	 -45.78		
-40.59   	-95.52   	  5.94   	 -35.61		 71.47   	 -40.69		
-47.00   	-102.84   	  5.80   	 -55.95		 71.31   	 -45.78		
-54.02   	-114.75   	  5.57   	 -66.12		 71.13   	 -35.61		
-59.81   	-126.34   	  5.31   	 -71.21		 70.99   	 -40.69		
-62.26   	-126.95   	  5.03   	 -61.04		 70.82   	 -40.69		
-51.57   	-105.90   	  4.78   	 -50.86		 70.66   	 -40.69		
 -2.75   	-49.74   	  4.58   	 -20.35		 70.50   	 -40.69		
117.19   	 54.93   	  4.50   	  10.17		 70.34   	 -35.61		
323.49   	213.32   	  4.54(E)	  40.69		 70.19   	 -40.69		
573.73   	415.34   	  4.70   	  76.30		 70.03   	 -35.61		
751.95   	629.58   	  5.01   	 116.99		 69.89   	 -40.69		
722.05   	808.72   	  5.47   	 193.29		 69.73   	 -40.69		
-80.57   	900.27(R)	  6.25   	 203.46		 69.56   	 -40.69		
-586.85   	782.78   	  7.06   	 203.46		 69.40   	 -40.69		
-899.96   	569.46   	  7.87   	 193.29		 69.24   	 -35.61		
-934.75   	287.78   	  8.65   	 157.68		 69.09   	 -40.69		
-754.09   	 -2.75   	  9.28   	 122.07		 68.93   	 -35.61		
-500.79   	-218.20   	  9.77   	  66.12		 68.79   	 -35.61		
-294.19   	-292.05   	 10.03   	  20.35		 68.65   	 -35.61		
-173.34   	-221.86   	 10.11   	 -30.52		 68.50   	 -30.52		
-114.44   	-83.62   	  9.99   	 -71.21		 68.38   	 -35.61		
-81.79   	 15.26   	  9.70   	 -96.64		 68.24   	 -30.52		
-57.07   	 14.95   	  9.32   	 -25.43		 68.12   	 -30.52		
-38.76   	-60.12   	  9.22   	 101.73		 68.00   	 -25.43		
-28.99   	-137.33   	  9.62   	 183.11		 67.89   	 -25.43		
-25.33   	-163.88   	 10.36   	 233.98		 67.79   	 -25.43		
-24.11   	-142.82   	 11.29   	 274.67		 67.69   	 -25.43		
-23.50   	-111.08   	 12.39   	 315.36		 67.59   	 -25.43		
-22.89   	-100.40   	 13.65   	 391.66		 67.49   	 -25.43		
-21.06   	-111.69   	 15.22   	 539.16		 67.39   	 -25.43		
-16.48   	-126.95   	 17.38   	 722.28		 67.28   	 -25.43		
-10.68   	-132.14   	 20.26   	 844.35		 67.18   	 -25.43		
 -5.80   	-127.26   	 23.64   	 900.30		 67.08   	 -25.43		
 -2.44   	-120.54   	 27.24   	 951.17		 66.98   	 -20.35		
 -0.92   	-118.10   	 31.05   	 986.77		 66.90   	 -25.43		
  0.00   	-119.63   	 34.99   	1007.12		 66.80   	 -30.52		
  0.00   	-121.77   	 39.02   	1113.93		 66.67   	 -35.61		
 -3.05   	-117.19   	 43.48   	1037.64		 66.53   	 -30.52		
 -4.88   	-111.39   	 47.63   	 930.82		 66.41   	 -25.43		
 -5.49   	-106.81   	 51.35   	 808.75		 66.31   	 -30.52		
 -3.05   	-104.68   	 54.59   	 681.58		 66.18   	 -25.43		
  2.75   	-103.45   	 57.31   	 554.42		 66.08   	 -25.43		
 11.60   	-101.62   	 59.53   	 427.26		 65.98   	 -30.52		
 22.28   	-97.96   	 61.24   	 325.53		 65.86   	 -30.52		
 33.26   	-93.08   	 62.54   	 233.98		 65.74   	 -30.52		
 43.64   	-87.28   	 63.48   	 157.68		 65.62   	 -30.52		
 51.57   	-81.48   	 64.11   	 101.73		 65.49   	 -30.52		
 57.98   	-76.60   	 64.52   	  66.12		 65.37   	 -35.61		
 63.48   	-72.02   	 64.78   	  55.95		 65.23   	 -35.61		
 69.27   	-68.36   	 65.00   	  55.95		 65.09   	 -35.61		
 76.60   	-64.39   	 65.23   	  71.21		 64.94   	 -40.69		
 85.14   	-58.90   	 65.51   	  86.47		 64.78   	 -45.78		
 94.60   	-50.96   	 65.86   	 106.82		 64.60   	 -45.78		
104.06   	-40.59   	 66.29   	 137.33		 64.41   	 -50.86		
