SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
-22.89   	 61.95   	  5.74   	  25.43		 38.23   	 -15.26		
-44.56   	 23.80   	  5.84   	  55.95		 38.17   	 -15.26		
-60.42   	 -3.36   	  6.06   	  91.56		 38.11   	 -10.17		
-57.37   	 -2.14   	  6.43   	 106.82		 38.07   	  -5.09		
-39.98   	 18.92   	  6.86   	  81.38		 38.05   	 -15.26		
-22.58   	 40.59   	  7.18   	   5.09		 37.99   	 -10.17		
-14.34   	 50.05   	  7.20   	  45.78		 37.94   	 -20.35		
-14.95   	 49.44   	  7.39   	 223.80		 37.86   	 -20.35		
-17.09   	 48.22   	  8.28   	 300.10		 37.78   	 -20.35		
-10.07   	 58.59   	  9.48   	 289.93		 37.70   	 -20.35		
 -3.36   	 66.53   	 10.64   	 310.27		 37.62   	 -20.35		
  2.44   	 73.55   	 11.88   	 320.45		 37.54   	 -20.35		
  6.71   	 78.74   	 13.16   	 289.93		 37.46   	 -15.26		
 10.38   	 83.31   	 14.32   	 254.32		 37.40   	 -15.26		
 14.65   	 87.89   	 15.34   	 233.98		 37.33   	 -15.26		
 19.84   	 93.38   	 16.28   	 213.63		 37.27   	 -10.17		
 25.94   	 99.49   	 17.13   	 193.29		 37.23   	 -15.26		
 32.35   	105.59   	 17.90   	 147.51		 37.17   	 -20.35		
 39.06   	112.30   	 18.49   	  76.30		 37.09   	 -20.35		
 45.78   	119.63   	 18.80   	  71.21		 37.01   	 -20.35		
 52.19   	127.87   	 19.08   	  96.64		 36.93   	 -20.35		
 58.59   	137.02   	 19.47   	  86.47		 36.85   	 -15.26		
 64.39   	146.48   	 19.82   	  55.95		 36.79   	 -15.26		
 70.19   	155.64   	 20.04   	  66.12		 36.72   	 -15.26		
 75.99   	164.79   	 20.31   	  86.47		 36.66   	 -10.17		
 82.70   	173.95   	 20.65   	  86.47		 36.62   	  -5.09		
 90.33   	182.50   	 21.00   	  91.56		 36.60   	 -10.17		
 97.66   	190.43   	 21.36   	  86.47		 36.56   	 -15.26		
105.29   	198.36   	 21.71   	 106.82		 36.50   	 -15.26		
112.92   	207.82   	 22.14   	 116.99		 36.44   	 -15.26		
121.46   	220.03   	 22.60   	 122.07		 36.38   	 -20.35		
131.23   	234.38   	 23.09   	 122.07		 36.30   	 -20.35		
142.52   	249.63   	 23.58   	 111.90		 36.22   	 -20.35		
154.72   	264.89   	 24.03   	 122.07		 36.13   	 -10.17		
181.58   	296.94   	 24.52   	 106.82		 36.09   	 -10.17		
197.14   	315.55   	 24.94   	  86.47		 36.05   	 -10.17		
213.93   	336.61   	 25.29   	  71.21		 36.01   	  -5.09		
231.93   	359.50   	 25.57   	  55.95		 35.99   	 -10.17		
250.55   	383.61   	 25.80   	  35.61		 35.95   	  -5.09		
269.17   	408.33   	 25.94   	  25.43		 35.93   	  -5.09		
288.09   	432.43   	 26.04   	  15.26		 35.91(D)	   0.00		
307.62   	455.63   	 26.10   	  15.26		 35.91   	  15.26		
327.76   	477.29   	 26.16   	   5.09		 35.97   	  30.52		
347.60   	498.35   	 26.19   	   5.09		 36.09   	  61.04		
366.21   	518.80   	 26.21   	   5.09		 36.34   	 101.73		
383.30   	538.64   	 26.23   	  10.17		 36.74   	 152.59		
397.95   	556.95   	 26.27   	  10.17		 37.35   	 198.37		
410.16   	571.90   	 26.31   	   5.09		 38.15   	 233.98		
419.62   	582.58   	 26.33   	  10.17		 39.08   	 249.24		
426.03   	587.77   	 26.37   	  15.26		 40.08   	 244.15		
428.77   	585.63   	 26.43   	  15.26		 41.06   	 218.72		
426.94   	574.95   	 26.49   	  20.35		 41.93   	 198.37		
419.62   	554.81   	 26.57   	  15.26		 42.73   	 162.77		
405.58   	524.90   	 26.63   	  20.35		 43.38   	 132.25		
383.61   	485.23   	 26.71   	  25.43		 43.91   	 116.99		
354.92   	438.54   	 26.82   	  20.35		 44.37   	 111.90		
319.82   	386.35   	 26.90   	  15.26		 44.82   	 111.90		
281.07   	331.73   	 26.96   	  20.35		 45.27   	 127.16		
240.17   	276.49   	 27.04   	  15.26		 45.78   	 172.94		
157.17   	169.68   	 27.10   	  10.17		 46.47   	 183.11		
117.19   	120.24   	 27.14   	  10.17		 47.20   	 193.29		
 79.04   	 74.77   	 27.18   	   5.09		 47.98   	 188.20		
 44.25   	 33.57   	 27.20(S)	   0.00		 48.73   	 183.11		
 13.12   	 -1.83   	 27.20   	  -5.09		 49.46   	 167.85		
-13.43   	-32.04   	 27.18   	 -15.26		 50.13   	 157.68		
-35.71   	-57.07   	 27.12   	 -15.26		 50.76   	 142.42		
-54.32   	-78.43   	 27.06   	 -25.43		 51.33   	 142.42		
-69.89   	-97.66   	 26.96   	 -35.61		 51.90   	 142.42		
-83.62   	-115.66   	 26.82   	 -40.69		 52.47   	 142.42		
-95.21   	-132.45   	 26.65   	 -50.86		 53.04   	 147.51		
-104.06   	-147.71   	 26.45   	 -61.04		 53.63   	 147.51		
-110.78   	-159.91   	 26.21   	 -71.21		 54.22   	 147.51		
-115.97   	-168.46   	 25.92   	 -86.47		 54.81   	 147.51		
-120.24   	-173.65   	 25.57   	-101.73		 55.40   	 147.51		
-123.90   	-176.39   	 25.17   	-116.99		 55.99   	 147.51		
-126.95   	-177.92   	 24.70   	-132.25		 56.58   	 137.33		
-128.78   	-179.44   	 24.17   	-152.59		 57.13   	 127.16		
-130.00   	-180.97   	 23.56   	-167.85		 57.64   	 116.99		
-130.62   	-182.80   	 22.89   	-183.11		 58.11   	 111.90		
-131.84   	-184.33   	 22.16   	-198.37		 58.56   	 101.73		
-133.36   	-185.55   	 21.36   	-213.63		 58.96   	 106.82		
-134.58   	-186.16   	 20.51   	-208.54		 59.39   	 116.99		
-134.58   	-186.46   	 19.67   	-193.29		 59.86   	 122.07		
-133.97   	-186.46   	 18.90   	-193.29		 60.35   	 132.25		
-132.14   	-186.16   	 18.13   	-203.46		 60.87   	 127.16		
-130.62   	-185.24   	 17.31   	-213.63		 61.38   	 127.16		
-129.70   	-184.02   	 16.46   	-239.06		 61.89   	 106.82		
-129.70   	-182.80   	 15.50   	-264.50		 62.32   	  91.56		
-130.62   	-182.19   	 14.45   	-274.67		 62.69   	  76.30		
-131.23   	-182.19   	 13.35   	-279.75		 62.99   	  61.04		
-131.23   	-182.50   	 12.23   	-289.93		 63.23   	  55.95		
-130.62   	-182.50   	 11.07   	-289.93		 63.46   	  35.61		
-129.09   	-181.88   	  9.91   	-274.67		 63.60   	   5.09		
-127.56   	-180.66   	  8.81   	-254.32		 63.62(S)	 -25.43		
-126.34   	-179.75   	  7.79   	-228.89		 63.52   	 -50.86		
-125.73   	-179.75   	  6.88   	-203.46		 63.32   	 -50.86		
-125.12   	-180.05   	  6.06   	-178.03		 63.11   	 -50.86		
-123.90   	-180.66   	  5.35   	-152.59		 62.91   	 -76.30		
-122.07   	-180.66   	  4.74   	-127.16		 62.60   	 -96.64		
-119.93   	-179.44   	  4.23   	-106.82		 62.22   	-111.90		
-117.80   	-177.61   	  3.80   	 -96.64		 61.77   	-122.07		
-116.88   	-175.17   	  3.42   	 -81.38		 61.28   	-101.73		
-116.88   	-173.34   	  3.09   	 -76.30		 60.87   	 -91.56		
-117.19   	-172.42   	  2.79   	 -71.21		 60.51   	 -86.47		
-116.88   	-172.73   	  2.50   	 -71.21		 60.16   	-101.73		
-116.27   	-174.26   	  2.22   	 -66.12		 59.76   	-111.90		
-115.36   	-176.70   	  1.95   	 -55.95		 59.31   	-127.16		
-114.75   	-180.66   	  1.73   	 -50.86		 58.80   	-127.16		
-115.05   	-184.63   	  1.53   	 -45.78		 58.29   	-137.33		
-115.05   	-188.60   	  1.34   	 -35.61		 57.74   	-142.42		
-114.75   	-190.73   	  1.20   	 -35.61		 57.17   	-142.42		
-114.14   	-191.65   	  1.06   	 -25.43		 56.60   	-132.25		
-113.53   	-192.26   	  0.96   	  -5.09		 56.07   	-116.99		
-112.92   	-192.57   	  0.94(D)	   5.09		 55.61   	-106.82		
-112.30   	-192.87   	  0.96   	  25.43		 55.18   	 -91.56		
-111.08   	-192.87   	  1.06   	  35.61		 54.81   	 -91.56		
-109.56   	-192.26   	  1.20   	  35.61		 54.45   	 -91.56		
-108.64   	-191.35   	  1.34   	  40.69		 54.08   	 -91.56		
-108.95   	-191.04   	  1.51   	  30.52		 53.71   	-101.73		
-110.17   	-190.73   	  1.63   	  30.52		 53.31   	-101.73		
-110.78   	-190.73   	  1.75   	  15.26		 52.90   	-101.73		
-110.47   	-190.12   	  1.81   	  10.17		 52.49   	 -96.64		
-108.95   	-189.51   	  1.85   	   0.00		 52.11   	-101.73		
-107.73   	-188.60   	  1.85   	 -10.17		 51.70   	 -96.64		
-107.12   	-188.29   	  1.81   	 -10.17		 51.31   	 -91.56		
-106.81   	-189.21   	  1.77   	 -15.26		 50.95   	 -91.56		
-106.20   	-190.73   	  1.71   	 -20.35		 50.58   	 -81.38		
-105.29   	-193.18   	  1.63   	 -10.17		 50.25   	 -81.38		
-104.06   	-195.62   	  1.59   	 -15.26		 49.93   	 -81.38		
-103.76   	-197.75   	  1.53   	  -5.09		 49.60   	 -76.30		
-104.68   	-199.58   	  1.51   	  -5.09		 49.30   	 -81.38		
-105.90   	-200.20   	  1.49   	   5.09		 48.97   	 -76.30		
-106.51   	-200.20   	  1.51   	   5.09		 48.67   	 -71.21		
-106.20   	-199.89   	  1.53   	  10.17		 48.38   	 -76.30		
-104.37   	-198.67   	  1.57   	  15.26		 48.08   	 -71.21		
-102.23   	-197.14   	  1.63   	  10.17		 47.79   	 -66.12		
-99.79   	-195.62   	  1.67   	  15.26		 47.53   	 -66.12		
-97.66   	-194.09   	  1.73   	  20.35		 47.26   	 -66.12		
-96.44   	-192.57   	  1.81   	  20.35		 47.00   	 -55.95		
-95.83   	-190.43   	  1.89   	  15.26		 46.77   	 -55.95		
-96.13   	-187.07   	  1.95   	  20.35		 46.55   	 -55.95		
-96.13   	-183.11   	  2.03   	  20.35		 46.33   	 -55.95		
-96.13   	-179.44   	  2.12   	  20.35		 46.10   	 -50.86		
-94.60   	-177.92   	  2.20   	  15.26		 45.90   	 -50.86		
-91.25   	-178.83   	  2.26   	  15.26		 45.70   	 -50.86		
-84.84   	-181.27   	  2.32   	  10.17		 45.49   	 -55.95		
-75.07   	-182.50   	  2.36   	  10.17		 45.27   	 -50.86		
-62.26   	-180.05   	  2.40   	  10.17		 45.07   	 -50.86		
-47.30   	-171.81   	  2.44   	  10.17		 44.86   	 -50.86		
-32.04   	-155.03   	  2.48   	  10.17		 44.66   	 -40.69		
-15.87   	-127.26   	  2.52   	  15.26		 44.50   	 -40.69		
  2.44   	-90.03   	  2.58   	  20.35		 44.33   	 -40.69		
 24.11   	-48.52   	  2.67   	  15.26		 44.17   	 -40.69		
 47.91   	-11.60   	  2.73   	  20.35		 44.01   	 -40.69		
 69.58   	 11.90   	  2.81   	  15.26		 43.85   	 -40.69		
 83.01   	 19.23   	  2.87   	  20.35		 43.68   	 -35.61		
 83.92   	 15.56   	  2.95   	  15.26		 43.54   	 -40.69		
 72.94   	  7.32   	  3.01   	  15.26		 43.38   	 -40.69		
 53.71   	 -2.44   	  3.07   	  15.26		 43.21   	 -40.69		
 30.52   	-15.56   	  3.13   	  15.26		 43.05   	 -35.61		
  7.02   	-36.62   	  3.19   	  15.26		 42.91   	 -35.61		
-14.95   	-68.05   	  3.26   	  20.35		 42.77   	 -30.52		
-34.48   	-106.81   	  3.34   	  20.35		 42.64   	 -35.61		
-50.96   	-144.35   	  3.42   	  20.35		 42.50   	 -30.52		
-65.92   	-172.73   	  3.50   	  25.43		 42.38   	 -35.61		
-80.26   	-187.07   	  3.60   	  20.35		 42.24   	 -30.52		
-94.60   	-189.51   	  3.68   	  15.26		 42.12   	 -30.52		
-107.42   	-185.85   	  3.74   	  20.35		 41.99   	 -30.52		
-115.97   	-182.80   	  3.83   	  15.26		 41.87   	 -30.52		
-119.32   	-183.11   	  3.89   	  15.26		 41.75   	 -35.61		
-118.41   	-186.16   	  3.95   	  10.17		 41.61   	 -35.61		
-116.27   	-188.90   	  3.99   	  15.26		 41.46   	 -35.61		
-114.75   	-188.90   	  4.05   	  10.17		 41.32   	 -35.61		
-113.53   	-186.77   	  4.09   	  15.26		 41.18   	 -30.52		
-113.22   	-184.94   	  4.15   	  15.26		 41.06   	 -30.52		
-113.53   	-184.33   	  4.21   	  15.26		 40.94   	 -30.52		
-114.44   	-184.63   	  4.27   	  15.26		 40.81   	 -25.43		
-115.05   	-183.72   	  4.33   	  20.35		 40.71   	 -25.43		
-115.05   	-180.66   	  4.42   	  25.43		 40.61   	 -25.43		
-114.44   	-176.70   	  4.52   	  20.35		 40.51   	 -20.35		
-114.14   	-171.81   	  4.60   	  20.35		 40.43   	 -25.43		
-116.27   	-165.41   	  4.68   	  25.43		 40.33   	 -20.35		
-123.60   	-153.20   	  4.78   	  20.35		 40.24   	 -25.43		
-135.80   	-131.53   	  4.86   	  15.26		 40.14   	 -25.43		
-144.96   	-101.01   	  4.92   	  20.35		 40.04   	 -30.52		
-127.56   	-66.22   	  5.01   	  15.26		 39.92   	 -25.43		
-49.44   	-27.77   	  5.07   	  15.26		 39.82   	 -20.35		
118.10   	 25.94   	  5.13   	  15.26		 39.74   	 -25.43		
377.50   	120.24   	  5.19   	  15.26		 39.63   	 -20.35		
690.61   	265.81   	  5.25   	  20.35		 39.55   	 -15.26		
979.00   	420.84(R)	  5.33(E)	  20.35		 39.49   	 -25.43		
1073.91   	409.24   	  5.41   	  15.26		 39.39   	 -25.43		
771.79   	165.71   	  5.47   	  15.26		 39.29   	 -20.35		
304.87   	-115.66   	  5.53   	  15.26		 39.21   	 -20.35		
-178.53   	-277.10   	  5.60   	  10.17		 39.12   	 -25.43		
-525.21   	-240.78   	  5.64   	   5.09		 39.02   	 -20.35		
-668.03   	-70.19   	  5.66   	   5.09		 38.94   	 -20.35		
-650.63   	 77.82   	  5.68   	   0.00		 38.86   	 -15.26		
-574.65   	 77.21   	  5.68   	   0.00		 38.80   	 -15.26		
-518.80   	-74.46   	  5.68   	  -5.09		 38.74   	 -15.26		
-493.47   	-273.13   	  5.66   	  -5.09		 38.68   	 -20.35		
-460.21   	-395.51   	  5.64   	  -5.09		 38.60   	 -15.26		
-380.25   	-383.61   	  5.62   	  10.17		 38.53   	 -20.35		
-258.18   	-265.81   	  5.66   	  10.17		 38.45   	 -20.35		
-134.28   	-120.54   	  5.70   	   0.00		 38.37   	 -20.35		
-49.74   	-20.45   	  5.70   	   5.09		 38.29   	 -15.26		
-20.75   	  7.63   	  5.72   	  15.26		 38.23   	 -20.35		
-32.04   	-17.09   	  5.78   	  50.86		 38.15   	 -15.26		
-54.93   	-53.10   	  5.98   	  81.38		 38.09   	 -15.26		
-65.31   	-67.44   	  6.31   	 106.82		 38.03   	 -15.26		
-57.37   	-54.93   	  6.73   	 116.99		 37.97   	 -15.26		
-39.98   	-30.82   	  7.20   	  71.21		 37.90   	 -15.26		
-25.02   	-13.12   	  7.49   	  30.52		 37.84   	 -10.17		
-18.31   	 -7.93   	  7.61   	 122.07		 37.80   	 -20.35		
-17.09   	 -8.24   	  8.10   	 269.58		 37.72   	 -15.26		
-15.87   	 -6.71   	  9.18   	 284.84		 37.66   	 -20.35		
 -8.24   	  5.19   	 10.32   	 279.75		 37.58   	 -15.26		
 -4.27   	 10.68   	 11.43   	 305.19		 37.52   	 -20.35		
 -0.61   	 15.26   	 12.66   	 289.93		 37.44   	 -15.26		
  3.36   	 19.53   	 13.81   	 264.50		 37.38   	 -20.35		
  7.93   	 24.41   	 14.87   	 233.98		 37.29   	 -20.35		
 13.12   	 30.52   	 15.81   	 218.72		 37.21   	 -15.26		
 18.62   	 37.84   	 16.68   	 203.46		 37.15   	 -15.26		
 24.11   	 46.39   	 17.50   	 188.20		 37.09   	 -15.26		
 29.91   	 55.54   	 18.25   	 137.33		 37.03   	 -20.35		
 35.40   	 64.70   	 18.80   	  66.12		 36.95   	 -15.26		
 41.20   	 73.24   	 19.06   	  55.95		 36.89   	 -15.26		
 47.00   	 80.87   	 19.29   	  91.56		 36.83   	 -20.35		
 53.10   	 88.50   	 19.65   	  81.38		 36.74   	 -15.26		
 58.90   	 96.13   	 19.98   	  61.04		 36.68   	 -20.35		
 65.00   	104.37   	 20.22   	  66.12		 36.60   	 -15.26		
 72.02   	113.22   	 20.49   	  91.56		 36.54   	 -10.17		
 79.35   	122.07   	 20.85   	  96.64		 36.50   	 -10.17		
 87.59   	131.23   	 21.24   	 101.73		 36.46   	 -10.17		
 95.83   	140.08   	 21.65   	 101.73		 36.42   	 -15.26		
104.68   	149.23   	 22.05   	 106.82		 36.36   	 -15.26		
113.53   	159.30   	 22.48   	 116.99		 36.30   	 -15.26		
122.99   	171.20   	 22.95   	 116.99		 36.24   	 -15.26		
133.06   	185.85   	 23.42   	 116.99		 36.17   	 -15.26		
144.65   	203.25   	 23.89   	 106.82		 36.11   	 -15.26		
157.47   	222.17   	 24.31   	 106.82		 36.05   	 -10.17		
185.85   	259.09   	 24.74   	  96.64		 36.01   	 -10.17		
201.11   	277.10   	 25.13   	  76.30		 35.97   	  -5.09		
217.59   	296.33   	 25.43   	  61.04		 35.95   	 -10.17		
235.29   	317.38   	 25.68   	  45.78		 35.91   	  -5.09		
254.21   	340.27   	 25.86   	  30.52		 35.89   	 -10.17		
273.74   	363.46   	 25.98   	  20.35		 35.85   	  -5.09		
292.97   	385.74   	 26.06   	  10.17		 35.83   	  -5.09		
312.19   	407.41   	 26.10   	  10.17		 35.81(D)	  15.26		
332.03   	429.38   	 26.14   	   5.09		 35.87   	  35.61		
352.17   	452.27   	 26.16   	   5.09		 36.01   	  66.12		
372.31   	475.77   	 26.19   	  10.17		 36.28   	 122.07		
390.93   	498.35   	 26.23   	  10.17		 36.76   	 162.77		
407.10   	517.27   	 26.27   	  10.17		 37.42   	 208.54		
420.53   	531.31   	 26.31   	  15.26		 38.25   	 239.06		
430.91   	539.25   	 26.37   	  20.35		 39.21   	 244.15		
437.01   	540.47   	 26.45   	  15.26		 40.18   	 239.06		
437.93   	534.06   	 26.51   	  20.35		 41.14   	 213.63		
431.52   	518.19   	 26.59   	  20.35		 41.99   	 178.03		
417.48   	491.94   	 26.67   	  25.43		 42.71   	 152.59		
395.81   	455.32   	 26.78   	  20.35		 43.32   	 127.16		
367.43   	408.94   	 26.86   	  20.35		 43.82   	 106.82		
333.56   	356.45   	 26.94   	  20.35		 44.25   	 111.90		
296.02   	300.90   	 27.02   	  20.35		 44.70   	 111.90		
255.74   	245.36   	 27.10   	  15.26		 45.15   	 127.16		
214.84   	191.96   	 27.16   	  10.17		 45.66   	 172.94		
134.58   	 93.69   	 27.20   	   5.09		 46.35   	 183.11		
 96.74   	 49.13   	 27.22(S)	   0.00		 47.08   	 188.20		
 61.65   	  8.24   	 27.22   	  -5.09		 47.83   	 183.11		
 29.30   	-28.99   	 27.20   	  -5.09		 48.57   	 178.03		
  0.31   	-61.95   	 27.18   	 -10.17		 49.28   	 167.85		
-25.02   	-90.03   	 27.14   	 -20.35		 49.95   	 157.68		
-47.00   	-113.83   	 27.06   	 -20.35		 50.58   	 147.51		
-65.31   	-133.67   	 26.98   	 -30.52		 51.17   	 142.42		
-80.57   	-150.76   	 26.86   	 -35.61		 51.74   	 142.42		
-92.77   	-165.71   	 26.71   	 -45.78		 52.31   	 142.42		
-102.84   	-178.22   	 26.53   	 -55.95		 52.88   	 147.51		
-110.78   	-188.60   	 26.31   	 -66.12		 53.47   	 142.42		
-116.27   	-196.53   	 26.04   	 -76.30		 54.04   	 137.33		
-119.32   	-202.33   	 25.74   	 -91.56		 54.59   	 142.42		
-119.93   	-205.99   	 25.37   	-106.82		 55.16   	 142.42		
-119.63   	-207.82   	 24.94   	-122.07		 55.73   	 142.42		
-119.32   	-207.82   	 24.46   	-142.42		 56.30   	 147.51		
-120.54   	-206.91   	 23.89   	-152.59		 56.89   	 142.42		
-123.29   	-205.69   	 23.28   	-172.94		 57.46   	 127.16		
-126.04   	-204.16   	 22.58   	-188.20		 57.97   	 122.07		
-128.17   	-203.55   	 21.83   	-203.46		 58.45   	 106.82		
-129.70   	-203.25   	 21.02   	-213.63		 58.88   	  96.64		
-130.62   	-203.86   	 20.16   	-208.54		 59.27   	 106.82		
-131.84   	-204.16   	 19.33   	-198.37		 59.69   	 106.82		
-133.06   	-204.16   	 18.54   	-198.37		 60.12   	 122.07		
-134.28   	-202.33   	 17.74   	-208.54		 60.61   	 122.07		
-134.28   	-198.97   	 16.91   	-223.80		 61.10   	 127.16		
-133.67   	-194.70   	 16.01   	-244.15		 61.61   	 111.90		
-131.84   	-190.73   	 15.04   	-264.50		 62.05   	 101.73		
-129.70   	-187.68   	 13.98   	-274.67		 62.46   	  76.30		
-127.56   	-184.94   	 12.88   	-284.84		 62.77   	  66.12		
-126.04   	-181.88   	 11.74   	-289.93		 63.03   	  50.86		
-126.04   	-179.14   	 10.58   	-284.84		 63.23   	  35.61		
-127.26   	-177.31   	  9.44   	-269.58		 63.38   	  20.35		
-128.78   	-176.70   	  8.36   	-244.15		 63.46(S)	   0.00		
-129.70   	-177.00   	  7.39   	-223.80		 63.46   	 -25.43		
-130.31   	-177.31   	  6.49   	-198.37		 63.36   	 -35.61		
-130.31   	-176.70   	  5.70   	-167.85		 63.21   	 -40.69		
-130.31   	-175.17   	  5.03   	-142.42		 63.05   	 -61.04		
-130.31   	-173.34   	  4.46   	-122.07		 62.81   	 -86.47		
-129.09   	-172.73   	  3.97   	 -96.64		 62.46   	-132.25		
-126.95   	-172.73   	  3.58   	 -81.38		 61.93   	-157.68		
-124.51   	-173.65   	  3.26   	 -76.30		 61.30   	-157.68		
-122.38   	-173.65   	  2.95   	 -66.12		 60.67   	-142.42		
-120.85   	-173.34   	  2.69   	 -66.12		 60.10   	-111.90		
-119.63   	-172.12   	  2.42   	 -55.95		 59.65   	-101.73		
-118.41   	-171.20   	  2.20   	 -50.86		 59.25   	 -96.64		
-116.88   	-170.90   	  1.99   	 -50.86		 58.86   	-111.90		
-115.05   	-171.20   	  1.79   	 -45.78		 58.41   	-122.07		
-113.83   	-172.73   	  1.61   	 -45.78		 57.92   	-132.25		
-114.14   	-175.17   	  1.42   	 -35.61		 57.40   	-142.42		
-115.36   	-177.92   	  1.28   	 -35.61		 56.83   	-127.16		
-117.49   	-180.97   	  1.14   	 -20.35		 56.32   	-122.07		
-118.71   	-182.80   	  1.06(D)	   0.00		 55.83   	-106.82		
-119.02   	-183.41   	  1.06   	  20.35		 55.40   	 -86.47		
-118.41   	-183.72   	  1.14   	  30.52		 55.06   	 -76.30		
-117.80   	-184.02   	  1.26   	  35.61		 54.75   	 -76.30		
-118.41   	-184.94   	  1.40   	  35.61		 54.45   	 -81.38		
-119.32   	-186.16   	  1.55   	  35.61		 54.12   	 -91.56		
-119.63   	-185.85   	  1.69   	  30.52		 53.75   	-106.82		
-118.41   	-184.33   	  1.81   	  15.26		 53.33   	-106.82		
-115.97   	-181.27   	  1.87   	   5.09		 52.90   	-111.90		
-113.22   	-177.92   	  1.89   	 -10.17		 52.45   	-106.82		
-112.00   	-175.78   	  1.85   	 -15.26		 52.02   	-106.82		
-111.69   	-174.87   	  1.79   	 -15.26		 51.60   	-101.73		
-112.30   	-174.87   	  1.73   	 -20.35		 51.19   	 -96.64		
-112.61   	-175.48   	  1.65   	 -20.35		 50.80   	 -91.56		
-112.92   	-176.09   	  1.57   	 -15.26		 50.44   	 -86.47		
-112.92   	-176.39   	  1.51   	  -5.09		 50.09   	 -86.47		
-112.30   	-176.39   	  1.49   	   0.00		 49.75   	 -86.47		
-111.39   	-176.09   	  1.49   	   5.09		 49.40   	 -86.47		
-110.17   	-175.48   	  1.51   	  10.17		 49.05   	 -76.30		
-108.64   	-174.26   	  1.55   	  15.26		 48.75   	 -81.38		
-107.42   	-172.42   	  1.61   	  15.26		 48.42   	 -71.21		
-106.20   	-171.20   	  1.67   	  20.35		 48.14   	 -71.21		
-105.90   	-170.59   	  1.75   	  20.35		 47.85   	 -66.12		
-105.90   	-170.90   	  1.83   	  20.35		 47.59   	 -71.21		
-105.90   	-171.81   	  1.91   	  15.26		 47.30   	 -66.12		
-105.90   	-172.42   	  1.97   	  20.35		 47.04   	 -61.04		
-105.59   	-172.73   	  2.05   	  20.35		 46.80   	 -61.04		
-105.59   	-172.42   	  2.14   	  15.26		 46.55   	 -61.04		
-105.59   	-172.42   	  2.20   	  10.17		 46.31   	 -61.04		
-105.90   	-172.12   	  2.24   	  10.17		 46.06   	 -61.04		
-105.90   	-171.51   	  2.28   	  15.26		 45.82   	 -55.95		
-105.59   	-170.90   	  2.34   	  10.17		 45.59   	 -55.95		
-105.29   	-170.29   	  2.38   	  10.17		 45.37   	 -50.86		
-104.98   	-170.90   	  2.42   	  10.17		 45.17   	 -45.78		
-104.06   	-172.42   	  2.46   	  10.17		 44.98   	 -50.86		
-100.71   	-174.26   	  2.50   	  10.17		 44.78   	 -40.69		
-93.69   	-174.56   	  2.54   	  10.17		 44.62   	 -45.78		
-82.40   	-172.73   	  2.58   	  15.26		 44.44   	 -45.78		
-67.75   	-168.15   	  2.64   	  15.26		 44.25   	 -35.61		
-52.19   	-159.61   	  2.71   	  20.35		 44.11   	 -40.69		
-36.62   	-144.35   	  2.79   	  15.26		 43.95   	 -40.69		
-21.06   	-119.93   	  2.85   	  15.26		 43.78   	 -45.78		
 -2.75   	-86.06   	  2.91   	  10.17		 43.60   	 -40.69		
 18.92   	-47.61   	  2.95   	  10.17		 43.44   	 -35.61		
 43.03   	-13.73   	  2.99   	  10.17		 43.30   	 -40.69		
 64.09   	  7.32   	  3.03   	   5.09		 43.13   	 -35.61		
 75.68   	 13.43   	  3.05   	   5.09		 42.99   	 -35.61		
 74.16   	  9.46   	  3.07   	  15.26		 42.85   	 -40.69		
 60.73   	  0.31   	  3.13   	  10.17		 42.69   	 -35.61		
 39.67   	-11.29   	  3.17   	  15.26		 42.54   	 -35.61		
 15.26   	-27.16   	  3.23   	  20.35		 42.40   	 -35.61		
 -9.16   	-52.19   	  3.32   	  15.26		 42.26   	 -30.52		
-31.74   	-86.98   	  3.38   	  20.35		 42.14   	 -35.61		
-51.27   	-125.73   	  3.46   	  15.26		 41.99   	 -30.52		
-68.36   	-160.52   	  3.52   	  20.35		 41.87   	 -35.61		
-83.62   	-184.33   	  3.60   	  20.35		 41.73   	 -30.52		
-98.57   	-195.01   	  3.68   	  25.43		 41.61   	 -30.52		
-112.61   	-195.01   	  3.78   	  20.35		 41.49   	 -30.52		
-123.90   	-190.12   	  3.87   	  25.43		 41.36   	 -30.52		
-130.00   	-185.85   	  3.97   	  20.35		 41.24   	 -25.43		
-130.62   	-185.24   	  4.05   	  25.43		 41.14   	 -30.52		
-128.17   	-188.29   	  4.15   	  20.35		 41.02   	 -30.52		
-126.65   	-191.96   	  4.23   	  15.26		 40.90   	 -30.52		
-126.95   	-194.09   	  4.29   	  15.26		 40.77   	 -35.61		
-128.78   	-193.18   	  4.35   	  10.17		 40.63   	 -30.52		
-129.70   	-190.73   	  4.39   	  15.26		 40.51   	 -25.43		
-129.39   	-188.90   	  4.46   	  10.17		 40.41   	 -30.52		
-127.87   	-188.29   	  4.50   	   5.09		 40.28   	 -30.52		
-126.34   	-188.90   	  4.52   	  15.26		 40.16   	 -20.35		
-125.43   	-188.90   	  4.58   	  10.17		 40.08   	 -20.35		
