SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
-53.71   	-43.64   	 85.94   	 -66.12		 27.24   	-172.94		
-47.91   	-31.43   	 85.68   	 -81.38		 26.55   	-233.98		
-42.42   	-16.78   	 85.35   	-106.82		 25.62   	-274.67		
-37.84   	 -2.44   	 84.92   	-127.16		 24.52   	-295.01		
-33.57   	 10.07   	 84.41   	-142.42		 23.34   	-305.19		
-28.69   	 21.67   	 83.85   	-167.85		 22.12   	-295.01		
-21.67   	 35.40   	 83.17   	-193.29		 20.94   	-300.10		
-12.82   	 55.24   	 82.40   	-228.89		 19.74   	-325.53		
 -4.58   	 81.48   	 81.48   	-274.67		 18.43   	-376.40		
  0.92   	110.47   	 80.39   	-305.19		 16.93   	-478.13		
  2.44   	136.72   	 79.17   	-320.45		 15.02   	-579.86		
  2.75   	154.72   	 77.88   	-310.27		 12.70   	-620.55		
  5.19   	162.05   	 76.64   	-259.41		 10.21   	-564.60		
 11.90   	157.78   	 75.60   	-193.29		  7.96   	-427.26		
 19.84   	142.52   	 74.83   	-142.42		  6.25   	-249.24		
 23.19   	116.88   	 74.26   	-111.90		  5.25   	-106.82		
 16.17   	 82.70   	 73.81   	-116.99		  4.82   	 -35.61		
 -1.53   	 44.86   	 73.35   	-147.51		  4.68   	 -45.78		
-24.11   	  9.46   	 72.76   	-188.20		  4.50   	-132.25		
-43.64   	-18.31   	 72.00   	-223.80		  3.97   	-254.32		
-55.54   	-36.62   	 71.11   	-239.06		  2.95   	-335.71		
-58.90   	-47.61   	 70.15   	-213.63		  1.61   	-310.27		
-57.68   	-54.63   	 69.30   	-183.11		  0.37   	-193.29		
-56.46   	-58.90   	 68.57   	-147.51		 -0.41   	  10.17		
-57.07   	-61.95   	 67.98   	-122.07		 -0.37   	 198.37		
-59.20   	-64.09   	 67.49   	-106.82		  0.43   	 315.36		
-61.04   	-66.22   	 67.06   	-116.99		  1.69   	 305.19		
-61.34   	-67.44   	 66.59   	-137.33		  2.91   	 132.25		
-59.51   	-68.66   	 66.04   	-142.42		  3.44   	-132.25		
-56.15   	-69.89   	 65.47   	-152.59		  2.91   	-350.97		
-49.44   	-75.38   	 64.86   	-137.33		  1.51   	-401.83		
-30.82   	-89.42   	 64.31   	-116.99		 -0.10   	-244.15		
 14.34   	-110.47   	 63.85   	 -96.64		 -1.08   	  10.17		
 95.83   	-120.54   	 63.46   	 -86.47		 -1.04   	 228.89		
209.35   	-81.18   	 63.11   	-101.73		 -0.12   	 289.93		
328.37   	 55.24   	 62.71   	-116.99		  1.04   	 198.37		
404.05   	316.16   	 62.24   	-122.07		  1.83   	  71.21		
379.33   	655.21   	 61.75   	-122.07		  2.12   	 -15.26		
218.51   	932.01   	 61.26   	-106.82		  2.05   	 -50.86		
-57.98   	979.92(R)	 60.83   	-101.73		  1.85   	 -35.61		
