SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
-154.72   	-167.85   	 34.45   	 -86.47		  0.87   	   0.00		
-137.33   	-86.67   	 34.10   	 -86.47		  0.87   	  10.17		
 -9.16   	137.33   	 33.75   	 -76.30		  0.92   	  20.35		
256.35   	535.28   	 33.45   	 -76.30		  1.00   	  25.43		
588.99   	1027.22   	 33.14   	 -66.12		  1.10   	  35.61		
833.74   	1409.61   	 32.88   	 -61.04		  1.24   	  45.78		
565.49   	1048.89   	 32.63   	 -55.95		  1.42   	  45.78		
140.08   	340.27   	 32.41   	 -45.78		  1.61   	  50.86		
-224.30   	-347.60   	 32.23   	 -55.95		  1.81   	  45.78		
-372.92   	-709.23   	 32.00   	 -55.95		  1.99   	  50.86		
-303.34   	-660.40   	 31.78   	 -66.12		  2.20   	  50.86		
-138.85   	-365.91   	 31.52   	 -66.12		  2.40   	  50.86		
-17.70   	-89.72   	 31.25   	 -71.21		  2.60   	  66.12		
  1.22   	  2.14   	 30.97   	 -66.12		  2.87   	  71.21		
-48.22   	-72.02   	 30.70   	 -66.12		  3.15   	  86.47		
-98.57   	-185.85   	 30.44   	 -61.04		  3.50   	 101.73		
-110.17   	-234.68   	 30.19   	 -61.04		  3.91   	 116.99		
-89.42   	-205.69   	 29.95   	 -55.95		  4.37   	 142.42		
-63.17   	-150.76   	 29.73   	 -50.86		  4.94   	 162.77		
-51.27   	-119.63   	 29.52   	 -45.78		  5.60   	 198.37		
-54.32   	-122.68   	 29.34   	 -45.78		  6.39   	 233.98		
-62.56   	-140.38   	 29.16   	 -45.78		  7.32   	 279.75		
-66.83   	-151.37   	 28.97   	 -45.78		  8.44   	 310.27		
-64.70   	-148.62   	 28.79   	 -50.86		  9.68   	 345.88		
-59.20   	-138.55   	 28.59   	 -45.78		 11.07   	 376.40		
-54.32   	-129.39   	 28.40   	 -45.78		 12.57   	 381.48		
-52.19   	-124.82   	 28.22   	 -45.78		 14.10   	 386.57		
-50.35   	-123.29   	 28.04   	 -30.52		 15.65   	 366.22		
-47.91   	-120.24   	 27.91   	   5.09		 17.11   	 335.71		
-44.25   	-113.83   	 27.93   	  61.04		 18.45   	 295.01		
-40.89   	-105.59   	 28.18   	 254.32		 19.63   	 228.89		
-37.84   	-93.99   	 29.20   	 356.05		 20.55   	 172.94		
-36.93   	-90.03   	 30.62   	 447.61		 21.24   	 122.07		
-35.10   	-84.53   	 32.41   	 518.82		 21.73   	  86.47		
-32.35   	-77.51   	 34.49   	 554.42		 22.08   	  61.04		
-29.91   	-69.58   	 36.70   	 564.60		 22.32   	  40.69		
-27.77   	-62.87   	 38.96   	 559.51		 22.48   	  30.52		
-26.86   	-58.29   	 41.20   	 544.25		 22.60   	  30.52		
-25.94   	-54.32   	 43.38   	 523.90		 22.73   	  35.61		
-24.11   	-49.74   	 45.47   	 508.65		 22.87   	  35.61		
-21.36   	-44.25   	 47.51   	 503.56		 23.01   	  50.86		
-17.40   	-37.23   	 49.52   	 498.47		 23.21   	  45.78		
-13.12   	-29.91   	 51.52   	 493.39		 23.40   	  50.86		
 -8.85   	-22.58   	 53.49   	 498.47		 23.60   	  45.78		
 -4.88   	-15.26   	 55.48   	 498.47		 23.78   	  45.78		
 -1.22   	 -7.93   	 57.48   	 493.39		 23.97   	  40.69		
  2.75   	  0.31   	 59.45   	 467.95		 24.13   	  40.69		
  8.54   	  9.16   	 61.32   	 437.43		 24.29   	  30.52		
 14.95   	 18.62   	 63.07   	 396.74		 24.41   	  30.52		
 21.67   	 27.47   	 64.66   	 350.97		 24.54   	  30.52		
 27.16   	 34.79   	 66.06   	 315.36		 24.66   	  15.26		
 31.13   	 40.89   	 67.32   	 254.32		 24.72   	  20.35		
 34.48   	 47.30   	 68.34   	 203.46		 24.80   	  15.26		
 38.15   	 55.24   	 69.16   	 147.51		 24.86   	  20.35		
 43.03   	 64.70   	 69.75   	  96.64		 24.94   	  20.35		
 48.83   	 74.46   	 70.13   	  55.95		 25.03   	  20.35		
 54.93   	 83.62   	 70.36   	  20.35		 25.11   	  25.43		
 60.42   	 91.86   	 70.44(S)	  -5.09		 25.21   	  25.43		
 65.61   	 99.79   	 70.42   	 -30.52		 25.31   	  30.52		
 70.50   	108.34   	 70.29   	 -45.78		 25.43   	  35.61		
 75.99   	117.80   	 70.11   	 -61.04		 25.57   	  35.61		
 82.40   	128.17   	 69.87   	 -81.38		 25.72   	  45.78		
 90.03   	138.85   	 69.54   	 -96.64		 25.90   	  45.78		
 98.88   	149.84   	 69.16   	-111.90		 26.08   	  45.78		
108.34   	161.13   	 68.71   	-116.99		 26.27   	  45.78		
118.10   	171.81   	 68.24   	-137.33		 26.45   	  35.61		
127.87   	180.97   	 67.69   	-152.59		 26.59   	  20.35		
134.89   	186.16   	 67.08   	-152.59		 26.67   	  15.26		
135.80   	184.33   	 66.47   	-147.51		 26.73(S)	  -5.09		
127.26   	172.73   	 65.88   	-142.42		 26.71   	 -20.35		
108.03   	150.76   	 65.31   	-122.07		 26.63   	 -35.61		
 80.57   	120.24   	 64.82   	-101.73		 26.49   	 -50.86		
 49.44   	 83.92   	 64.41   	 -96.64		 26.29   	 -61.04		
 19.84   	 45.17   	 64.03   	 -91.56		 26.04   	 -71.21		
 -5.49   	  7.02   	 63.66   	 -96.64		 25.76   	 -86.47		
-25.94   	-27.47   	 63.28   	 -96.64		 25.41   	 -96.64		
-40.89   	-56.46   	 62.89   	-111.90		 25.03   	 -96.64		
-51.57   	-78.74   	 62.44   	-127.16		 24.64   	 -96.64		
-58.59   	-94.30   	 61.93   	-132.25		 24.25   	 -86.47		
-63.17   	-104.68   	 61.40   	-127.16		 23.91   	 -86.47		
-66.22   	-111.39   	 60.89   	-142.42		 23.56   	 -81.38		
-68.97   	-115.97   	 60.33   	-147.51		 23.23   	 -71.21		
-71.11   	-119.02   	 59.74   	-152.59		 22.95   	 -76.30		
-72.33   	-120.85   	 59.12   	-152.59		 22.64   	 -81.38		
-72.33   	-122.07   	 58.51   	-157.68		 22.32   	 -86.47		
-72.02   	-123.90   	 57.88   	-157.68		 21.97   	-106.82		
-71.41   	-126.34   	 57.25   	-157.68		 21.55   	-137.33		
-71.11   	-128.17   	 56.62   	-172.94		 21.00   	-167.85		
-70.19   	-127.56   	 55.93   	-183.11		 20.33   	-213.63		
-68.05   	-122.99   	 55.20   	-203.46		 19.47   	-249.24		
-64.39   	-113.53   	 54.38   	-233.98		 18.47   	-295.01		
-58.59   	-99.79   	 53.45   	-264.50		 17.29   	-335.71		
-51.27   	-83.62   	 52.39   	-295.01		 15.95   	-361.14		
-43.03   	-67.14   	 51.21   	-315.36		 14.51   	-381.48		
-34.18   	-51.57   	 49.95   	-335.71		 12.98   	-391.66		
-25.33   	-36.62   	 48.61   	-325.53		 11.41   	-391.66		
-15.56   	-19.84   	 47.30   	-310.27		  9.85   	-371.31		
 -5.19   	  1.53   	 46.06   	-269.58		  8.36   	-345.88		
