SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
 26.25   	389.10   	 62.05   	 239.06		 87.34   	 132.25		
 21.67   	395.51   	 63.01   	 218.72		 87.87   	 122.07		
 16.78   	398.86   	 63.89   	 203.46		 88.36   	 111.90		
 10.68   	397.03   	 64.70   	 183.11		 88.81   	 111.90		
  3.36   	389.40   	 65.43   	 147.51		 89.26   	 106.82		
 -4.27   	375.67   	 66.02   	 122.07		 89.68   	 106.82		
-11.90   	355.53   	 66.51   	  91.56		 90.11   	 106.82		
-17.70   	329.59   	 66.88   	  55.95		 90.54   	 101.73		
-21.06   	299.38   	 67.10   	  20.35		 90.95   	 106.82		
-21.36   	265.81   	 67.18(S)	 -10.17		 91.37   	 106.82		
-20.45   	230.10   	 67.14   	 -35.61		 91.80   	 106.82		
-19.23   	192.87   	 67.00   	 -61.04		 92.23   	 101.73		
-18.62   	155.64   	 66.75   	 -86.47		 92.63   	 101.73		
-18.31   	119.32   	 66.41   	-101.73		 93.04   	  91.56		
-17.09   	 85.75   	 66.00   	-111.90		 93.41   	  86.47		
-14.95   	 55.54   	 65.55   	-116.99		 93.75   	  76.30		
-12.21   	 28.69   	 65.09   	-122.07		 94.06   	  66.12		
 -9.77   	  4.88   	 64.60   	-116.99		 94.32   	  50.86		
 -7.93   	-16.48   	 64.13   	-116.99		 94.53   	  35.61		
 -6.71   	-34.79   	 63.66   	-106.82		 94.67   	  15.26		
 -6.71   	-50.05   	 63.23   	 -96.64		 94.73(S)	 -15.26		
 -7.93   	-61.95   	 62.85   	 -91.56		 94.67   	 -35.61		
 -9.77   	-71.72   	 62.48   	 -76.30		 94.53   	 -71.21		
-11.90   	-79.96   	 62.18   	 -66.12		 94.24   	-162.77		
-12.51   	-90.64   	 61.91   	 -55.95		 93.59   	-198.37		
-11.90   	-93.08   	 61.69   	 -50.86		 92.80   	-244.15		
-10.68   	-95.21   	 61.49   	 -40.69		 91.82   	-279.75		
 -8.85   	-97.35   	 61.32   	 -45.78		 90.70   	-340.79		
 -7.32   	-99.79   	 61.14   	 -45.78		 89.34   	-406.92		
 -5.80   	-101.93   	 60.96   	 -50.86		 87.71   	-462.87		
 -4.27   	-102.84   	 60.75   	 -61.04		 85.86   	-528.99		
 -2.75   	-102.23   	 60.51   	 -71.21		 83.74   	-584.94		
 -0.92   	-101.93   	 60.22   	 -86.47		 81.40   	-651.07		
  0.00   	-102.84   	 59.88   	-106.82		 78.80   	-701.93		
 -0.61   	-105.29   	 59.45   	-127.16		 75.99   	-752.79		
 -2.44   	-108.34   	 58.94   	-142.42		 72.98   	-788.40		
 -3.66   	-111.39   	 58.37   	-157.68		 69.83   	-824.00		
 -3.36   	-113.53   	 57.74   	-172.94		 66.53   	-849.44		
 -1.22   	-115.05   	 57.05   	-178.03		 63.13   	-864.70		
  2.44   	-115.05   	 56.34   	-178.03		 59.67   	-864.70		
  6.10   	-114.75   	 55.63   	-167.85		 56.22   	-859.61		
  9.46   	-113.83   	 54.95   	-162.77		 52.78   	-849.44		
 11.60   	-113.22   	 54.30   	-147.51		 49.38   	-829.09		
 13.12   	-112.61   	 53.71   	-127.16		 46.06   	-808.75		
 14.04   	-112.30   	 53.20   	-101.73		 42.83   	-783.31		
 14.95   	-111.39   	 52.80   	 -86.47		 39.69   	-752.79		
 17.09   	-110.17   	 52.45   	 -55.95		 36.68   	-727.36		
 20.45   	-108.34   	 52.23   	 -40.69		 33.77   	-686.67		
 24.11   	-106.81   	 52.06   	   0.00		 31.03   	-691.76		
 26.25   	-103.76   	 52.06   	  10.17		 28.26   	-645.98		
 24.41   	-102.23   	 52.11   	  25.43		 25.68   	-600.20		
 21.97   	-101.32   	 52.21   	  30.52		 23.28   	-544.25		
 19.84   	-100.71   	 52.33   	  30.52		 21.10   	-503.56		
 18.92   	-100.10   	 52.45   	  35.61		 19.08   	-457.78		
 18.92   	-99.79   	 52.59   	  30.52		 17.25   	-412.00		
 19.84   	-99.18   	 52.72   	  25.43		 15.61   	-371.31		
 21.36   	-97.96   	 52.82   	  15.26		 14.12   	-335.71		
 21.97   	-96.74   	 52.88   	   0.00		 12.78   	-289.93		
 21.97   	-95.21   	 52.88   	  -5.09		 11.62   	-259.41		
 21.06   	-94.30   	 52.86   	 -25.43		 10.58   	-233.98		
 19.53   	-94.60   	 52.76   	 -30.52		  9.64   	-223.80		
 18.01   	-95.21   	 52.63   	 -50.86		  8.75   	-223.80		
 16.48   	-96.13   	 52.43   	 -55.95		  7.85   	-218.72		
 14.65   	-96.44   	 52.21   	 -66.12		  6.98   	-228.89		
 12.82   	-95.21   	 51.94   	 -76.30		  6.06   	-223.80		
 11.29   	-93.08   	 51.64   	 -86.47		  5.17   	-208.54		
 10.68   	-90.94   	 51.29   	 -81.38		  4.33   	-188.20		
 10.38   	-89.72   	 50.97   	 -91.56		  3.58   	-162.77		
 10.07   	-89.42   	 50.60   	 -81.38		  2.93   	-132.25		
  9.16   	-90.64   	 50.27   	 -81.38		  2.40   	-101.73		
  7.32   	-92.16   	 49.95   	 -76.30		  1.99   	 -71.21		
  4.58   	-93.69   	 49.64   	 -71.21		  1.71   	 -40.69		
  1.53   	-94.60   	 49.36   	 -61.04		  1.55   	 -15.26		
 -1.83   	-94.91   	 49.11   	 -50.86		  1.49(D)	  25.43		
 -3.05   	-95.52   	 48.91   	 -35.61		  1.59   	  40.69		
 -2.14   	-96.74   	 48.77   	 -30.52		  1.75   	  55.95		
 -2.14   	-98.27   	 48.65   	 -20.35		  1.97   	  61.04		
 -2.75   	-99.49   	 48.57   	 -10.17		  2.22   	  71.21		
 -4.27   	-100.10   	 48.52   	 -10.17		  2.50   	  66.12		
 -5.49   	-100.10   	 48.48   	   0.00		  2.77   	  71.21		
 -6.41   	-99.18   	 48.48   	  -5.09		  3.05   	  71.21		
 -6.71   	-98.27   	 48.46   	   0.00		  3.34   	  71.21		
 -7.63   	-97.66   	 48.46   	  -5.09		  3.62   	  66.12		
 -9.16   	-97.66   	 48.44   	  -5.09		  3.89   	  61.04		
-10.68   	-97.96   	 48.42   	 -10.17		  4.13   	  50.86		
-12.21   	-98.57   	 48.38   	 -20.35		  4.33   	  50.86		
-13.73   	-98.27   	 48.30   	 -25.43		  4.54   	  40.69		
-14.34   	-97.66   	 48.20   	 -25.43		  4.70   	  30.52		
-13.73   	-96.74   	 48.10   	 -40.69		  4.82   	  25.43		
-12.82   	-96.13   	 47.93   	 -40.69		  4.92   	  15.26		
-12.21   	-96.13   	 47.77   	 -45.78		  4.98   	  10.17		
-12.51   	-96.44   	 47.59   	 -50.86		  5.03   	  10.17		
-12.82   	-95.52   	 47.39   	 -50.86		  5.07   	   0.00		
-11.60   	-92.77   	 47.18   	 -50.86		  5.07   	   0.00		
 -7.63   	-86.67   	 46.98   	 -55.95		  5.07   	   0.00		
 -0.92   	-76.90   	 46.75   	 -50.86		  5.07   	  -5.09		
  7.93   	-65.92   	 46.55   	 -50.86		  5.05   	   0.00		
 18.01   	-58.59   	 46.35   	 -50.86		  5.05   	   0.00		
 28.38   	-59.81   	 46.14   	 -45.78		  5.05   	  10.17		
 37.84   	-68.97   	 45.96   	 -40.69		  5.09   	   5.09		
 44.86   	-79.65   	 45.80   	 -40.69		  5.11   	  10.17		
 48.22   	-81.79   	 45.64   	 -30.52		  5.15   	  15.26		
 48.83   	-68.66   	 45.51   	 -30.52		  5.21   	  15.26		
 47.30   	-42.42   	 45.39   	 -30.52		  5.27   	  15.26		
 46.69   	-14.04   	 45.27   	 -25.43		  5.33   	  15.26		
 47.00   	  5.49   	 45.17   	 -20.35		  5.39   	  20.35		
 48.83   	  8.85   	 45.09   	 -15.26		  5.47   	  20.35		
 51.27   	 -3.05   	 45.03   	 -15.26		  5.55   	  25.43		
 54.32   	-23.50   	 44.96   	 -15.26		  5.66   	  30.52		
 56.46   	-43.95   	 44.90   	 -15.26		  5.78   	  30.52		
 55.24   	-59.51   	 44.84   	 -10.17		  5.90   	  30.52		
 48.22   	-69.58   	 44.80   	 -15.26		  6.02   	  30.52		
 35.40   	-77.21   	 44.74   	 -10.17		  6.14   	  30.52		
 18.92   	-86.06   	 44.70   	 -10.17		  6.27   	  30.52		
  3.05   	-96.44   	 44.66   	 -15.26		  6.39   	  35.61		
-10.68   	-105.90   	 44.60   	 -15.26		  6.53   	  30.52		
-21.06   	-111.08   	 44.54   	 -15.26		  6.65   	  35.61		
-27.77   	-110.17   	 44.48   	 -15.26		  6.80   	  30.52		
-30.21   	-105.90   	 44.41   	 -25.43		  6.92   	  30.52		
-28.38   	-102.54   	 44.31   	 -20.35		  7.04   	  30.52		
-25.02   	-101.62   	 44.23   	 -25.43		  7.16   	  35.61		
-24.11   	-102.23   	 44.13   	 -25.43		  7.30   	  30.52		
-25.94   	-102.54   	 44.03   	 -30.52		  7.43   	  30.52		
-29.60   	-101.32   	 43.91   	 -35.61		  7.55   	  35.61		
-32.96   	-99.49   	 43.76   	 -35.61		  7.69   	  30.52		
-34.48   	-98.57   	 43.62   	 -30.52		  7.81   	  35.61		
-34.18   	-98.57   	 43.50   	 -40.69		  7.96   	  35.61		
-32.65   	-98.57   	 43.34   	 -35.61		  8.10   	  35.61		
-30.82   	-97.66   	 43.19   	 -35.61		  8.24   	  40.69		
-28.99   	-95.52   	 43.05   	 -30.52		  8.40   	  40.69		
-27.77   	-94.30   	 42.93   	 -35.61		  8.57   	  40.69		
-26.25   	-96.44   	 42.79   	 -35.61		  8.73   	  45.78		
-21.97   	-102.84   	 42.64   	 -30.52		  8.91   	  45.78		
-10.38   	-110.78   	 42.52   	 -30.52		  9.09   	  50.86		
 12.51   	-115.05   	 42.40   	 -25.43		  9.30   	  50.86		
 46.69   	-107.12   	 42.30   	 -30.52		  9.50   	  55.95		
 86.98   	-77.51   	 42.18   	 -25.43		  9.73   	  55.95		
121.46   	-17.09   	 42.08   	 -25.43		  9.95   	  55.95		
123.29   	 83.31   	 41.97   	 -20.35		 10.17   	  50.86		
 54.32   	226.44   	 41.89   	 -20.35		 10.38   	  55.95		
-111.69   	394.90   	 41.81   	 -25.43		 10.60   	  50.86		
-650.94   	607.91(R)	 41.71   	 -15.26		 10.80(E)	  45.78		
-877.99   	534.97   	 41.65   	 -20.35		 10.99   	  45.78		
-968.32   	322.57   	 41.57   	 -10.17		 11.17   	  35.61		
-898.44   	 47.00   	 41.53   	 -15.26		 11.31   	  30.52		
-709.84   	-172.12   	 41.46   	 -10.17		 11.43   	  20.35		
-480.04   	-242.92   	 41.42   	  -5.09		 11.52   	  15.26		
-280.46   	-158.69   	 41.40   	 -10.17		 11.58   	   5.09		
-147.40   	 -4.27   	 41.36   	  -5.09		 11.60   	  -5.09		
-77.51   	103.45   	 41.34   	  -5.09		 11.58   	 -10.17		
-44.86   	101.01   	 41.32   	  -5.09		 11.54   	 -10.17		
-26.25   	 12.21   	 41.30   	 -10.17		 11.50   	 -10.17		
-10.99   	-88.20   	 41.26   	  -5.09		 11.45   	  -5.09		
  0.61   	-138.55   	 41.24   	 -10.17		 11.43   	   0.00		
  5.49   	-128.78   	 41.20   	 -10.17		 11.43   	  20.35		
  4.88   	-93.08   	 41.16   	 -15.26		 11.52   	  35.61		
  3.36   	-69.58   	 41.10   	 -15.26		 11.66   	  61.04		
  4.58   	-71.72   	 41.04   	 -15.26		 11.90   	  86.47		
  9.16   	-86.98   	 40.98   	 -20.35		 12.25   	 127.16		
 14.34   	-98.88   	 40.90   	 -25.43		 12.76   	 162.77		
 17.40   	-100.10   	 40.79   	 -20.35		 13.41   	 198.37		
 18.01   	-93.69   	 40.71   	 -25.43		 14.20   	 233.98		
 16.78   	-86.36   	 40.61   	 -25.43		 15.14   	 269.58		
 14.04   	-82.70   	 40.51   	 -30.52		 16.22   	 310.27		
 10.99   	-82.70   	 40.39   	 -35.61		 17.46   	 376.40		
  8.85   	-84.53   	 40.24   	 -40.69		 18.96   	 513.73		
  8.24   	-84.23   	 40.08   	 -40.69		 21.02   	 554.42		
  7.32   	-81.18   	 39.92   	 -40.69		 23.23   	 579.86		
  5.80   	-77.21   	 39.76   	 -40.69		 25.55   	 610.37		
  5.19   	-73.55   	 39.59   	 -40.69		 28.00   	 640.89		
  6.41   	-70.80   	 39.43   	 -35.61		 30.56   	 681.58		
  9.16   	-69.27   	 39.29   	 -30.52		 33.29   	 701.93		
 10.99   	-68.05   	 39.17   	 -25.43		 36.09   	 712.10		
 11.90   	-66.83   	 39.06   	 -15.26		 38.94   	 712.10		
 11.90   	-65.31   	 39.00   	 -10.17		 41.79   	 707.02		
 11.90   	-63.48   	 38.96(D)	  10.17		 44.62   	 681.58		
 11.90   	-61.95   	 39.00   	  30.52		 47.34   	 651.07		
 11.90   	-60.73   	 39.12   	  61.04		 49.95   	 595.11		
 11.90   	-58.90   	 39.37   	  96.64		 52.33   	 539.16		
 13.43   	-56.46   	 39.76   	 142.42		 54.49   	 503.56		
 16.48   	-52.49   	 40.33   	 198.37		 56.50   	 452.69		
 20.75   	-47.30   	 41.12   	 249.24		 58.31   	 381.48		
 25.02   	-42.11   	 42.12   	 305.19		 59.84   	 320.45		
 28.38   	-37.23   	 43.34   	 361.14		 61.12   	 249.24		
 30.52   	-32.35   	 44.78   	 406.92		 62.12   	 188.20		
 31.13   	-27.77   	 46.41   	 447.61		 62.87   	 132.25		
 30.82   	-23.19   	 48.20   	 473.04		 63.40   	  81.38		
 29.60   	-18.62   	 50.09   	 488.30		 63.72   	  40.69		
 28.38   	-13.43   	 52.04   	 488.30		 63.89   	  20.35		
 28.08   	 -7.63   	 54.00   	 478.13		 63.97   	   0.00		
 28.99   	 -1.22   	 55.91   	 462.87		 63.97   	   0.00		
 31.74   	 11.90   	 57.76   	 401.83		 63.97   	  15.26		
 32.35   	 18.62   	 59.37   	 335.71		 64.03   	  30.52		
 33.57   	 25.33   	 60.71   	 259.41		 64.15   	  61.04		
 35.40   	 32.96   	 61.75   	 183.11		 64.39   	  91.56		
 37.54   	 41.20   	 62.48   	 111.90		 64.76   	 122.07		
 38.76   	 50.66   	 62.93   	  40.69		 65.25   	 157.68		
 39.06   	 61.04   	 63.09   	 -25.43		 65.88   	 193.29		
 39.98   	 71.72   	 62.99   	 -86.47		 66.65   	 223.80		
 42.11   	 83.01   	 62.64   	-122.07		 67.55   	 249.24		
 45.47   	 94.60   	 62.16   	-167.85		 68.55   	 279.75		
 48.52   	107.12   	 61.49   	-183.11		 69.66   	 300.10		
 49.74   	120.54   	 60.75   	-198.37		 70.86   	 315.36		
 50.05   	135.50   	 59.96   	-203.46		 72.13   	 325.53		
 49.44   	151.37   	 59.15   	-188.20		 73.43   	 330.62		
 49.44   	167.85   	 58.39   	-167.85		 74.75   	 330.62		
 49.13   	184.33   	 57.72   	-137.33		 76.07   	 320.45		
 48.22   	201.11   	 57.17   	 -96.64		 77.35   	 315.36		
 47.30   	218.51   	 56.79   	 -61.04		 78.62   	 300.10		
 46.69   	237.12   	 56.54   	 -15.26		 79.82   	 284.84		
 47.91   	256.65   	 56.48   	  30.52		 80.96   	 264.50		
 50.05   	277.40   	 56.60   	  71.21		 82.01   	 239.06		
 51.57   	298.16   	 56.89   	 116.99		 82.97   	 223.80		
 50.35   	317.69   	 57.35   	 152.59		 83.87   	 198.37		
 46.69   	336.00   	 57.97   	 183.11		 84.66   	 178.03		
 40.89   	352.78   	 58.70   	 249.24		 85.37   	 167.85		
 30.21   	383.00   	 59.69   	 254.32		 86.04   	 152.59		
 25.94   	395.81   	 60.71   	 254.32		 86.65   	 137.33		
 21.97   	405.88   	 61.73   	 239.06		 87.20   	 127.16		
 17.70   	411.99   	 62.69   	 228.89		 87.71   	 122.07		
 12.51   	413.21   	 63.60   	 203.46		 88.20   	 116.99		
  6.41   	408.02   	 64.41   	 178.03		 88.67   	 111.90		
 -0.31   	396.12   	 65.13   	 142.42		 89.11   	 111.90		
 -6.10   	378.11   	 65.70   	 116.99		 89.56   	 111.90		
 -9.77   	354.61   	 66.16   	  76.30		 90.01   	 111.90		
-10.99   	327.45   	 66.47   	  40.69		 90.46   	 111.90		
-11.29   	296.63   	 66.63   	  10.17		 90.91   	 111.90		
-12.21   	262.45   	 66.67(S)	 -20.35		 91.35   	 111.90		
-14.34   	225.22   	 66.59   	 -50.86		 91.80   	 111.90		
-16.48   	185.85   	 66.39   	 -71.21		 92.25   	 101.73		
-17.70   	146.79   	 66.10   	 -91.56		 92.65   	 101.73		
-18.31   	110.78   	 65.74   	-106.82		 93.06   	  91.56		
-18.01   	 78.74   	 65.31   	-116.99		 93.43   	  81.38		
-16.17   	 50.66   	 64.84   	-127.16		 93.75   	  71.21		
-12.82   	 25.63   	 64.33   	-127.16		 94.04   	  61.04		
 -8.24   	  3.05   	 63.82   	-122.07		 94.28   	  40.69		
 -3.97   	-16.48   	 63.34   	-122.07		 94.45   	  25.43		
 -1.53   	-32.96   	 62.85   	-111.90		 94.55(S)	   0.00		
 -1.22   	-46.08   	 62.40   	-101.73		 94.55   	 -20.35		
 -1.83   	-56.76   	 61.99   	 -91.56		 94.47   	 -50.86		
 -2.75   	-65.61   	 61.63   	 -86.47		 94.26   	-127.16		
 -4.27   	-81.48   	 61.28   	 -66.12		 93.75   	-162.77		
 -6.10   	-88.50   	 61.02   	 -61.04		 93.10   	-208.54		
 -8.24   	-94.60   	 60.77   	 -55.95		 92.27   	-244.15		
-10.07   	-99.79   	 60.55   	 -50.86		 91.29   	-295.01		
-11.60   	-103.45   	 60.35   	 -45.78		 90.11   	-345.88		
-12.51   	-105.59   	 60.16   	 -45.78		 88.73   	-417.09		
-11.90   	-105.90   	 59.98   	 -55.95		 87.06   	-467.95		
-10.07   	-105.29   	 59.76   	 -61.04		 85.19   	-539.16		
 -7.02   	-105.29   	 59.51   	 -71.21		 83.03   	-605.29		
 -4.58   	-106.81   	 59.23   	 -86.47		 80.61   	-656.15		
 -3.97   	-109.56   	 58.88   	-106.82		 77.99   	-717.19		
 -4.88   	-112.61   	 58.45   	-122.07		 75.12   	-768.05		
 -6.10   	-115.05   	 57.97   	-137.33		 72.04   	-803.66		
 -5.80   	-116.88   	 57.42   	-152.59		 68.83   	-839.26		
 -3.66   	-118.10   	 56.81   	-167.85		 65.47   	-864.70		
 -1.53   	-119.32   	 56.13   	-167.85		 62.01   	-874.87		
 -0.92   	-120.24   	 55.46   	-167.85		 58.51   	-874.87		
 -0.92   	-120.24   	 54.79   	-162.77		 55.02   	-874.87		
 -1.22   	-119.93   	 54.14   	-157.68		 51.52   	-859.61		
 -0.61   	-119.32   	 53.51   	-137.33		 48.08   	-844.35		
  1.53   	-119.02   	 52.96   	-122.07		 44.70   	-818.92		
  3.97   	-119.32   	 52.47   	-101.73		 41.42   	-783.31		
  6.71   	-119.02   	 52.06   	 -76.30		 38.29   	-757.88		
  9.77   	-117.80   	 51.76   	 -61.04		 35.26   	-727.36		
 12.51   	-115.05   	 51.52   	 -20.35		 32.35   	-732.45		
 14.04   	-108.34   	 51.43   	 -10.17		 29.42   	-681.58		
 13.43   	-107.12   	 51.39   	  10.17		 26.69   	-630.72		
 12.82   	-107.42   	 51.43   	  20.35		 24.17   	-579.86		
 13.12   	-108.64   	 51.52   	  20.35		 21.85   	-534.08		
 13.73   	-108.95   	 51.60   	  30.52		 19.72   	-483.21		
 14.04   	-108.03   	 51.72   	  30.52		 17.78   	-437.43		
 13.12   	-105.59   	 51.84   	  25.43		 16.03   	-396.74		
 11.60   	-103.15   	 51.94   	  25.43		 14.45   	-350.97		
  9.77   	-100.71   	 52.04   	  10.17		 13.04   	-305.19		
  8.85   	-99.18   	 52.09   	   5.09		 11.82   	-274.67		
  8.85   	-98.88   	 52.11   	 -10.17		 10.72   	-239.06		
  9.16   	-99.18   	 52.06   	 -15.26		  9.77   	-218.72		
  8.85   	-100.10   	 52.00   	 -30.52		  8.89   	-223.80		
  8.24   	-100.71   	 51.88   	 -45.78		  8.00   	-218.72		
  7.02   	-101.01   	 51.70   	 -50.86		  7.12   	-218.72		
  5.80   	-100.10   	 51.50   	 -61.04		  6.25   	-218.72		
  4.27   	-98.88   	 51.25   	 -71.21		  5.37   	-208.54		
  3.05   	-97.66   	 50.97   	 -81.38		  4.54   	-198.37		
  1.83   	-97.05   	 50.64   	 -76.30		  3.74   	-172.94		
  1.22   	-96.74   	 50.34   	 -81.38		  3.05   	-142.42		
  0.92   	-96.74   	 50.01   	 -86.47		  2.48   	-111.90		
  0.61   	-96.13   	 49.66   	 -76.30		  2.03   	 -86.47		
 -0.31   	-95.21   	 49.36   	 -76.30		  1.69   	 -55.95		
 -1.83   	-94.91   	 49.05   	 -71.21		  1.46   	 -25.43		
 -3.66   	-95.52   	 48.77   	 -55.95		  1.36(D)	  20.35		
 -6.10   	-97.66   	 48.55   	 -50.86		  1.44   	  35.61		
 -7.32   	-97.96   	 48.34   	 -40.69		  1.59   	  50.86		
 -8.24   	-97.96   	 48.18   	 -25.43		  1.79   	  61.04		
 -8.85   	-97.96   	 48.08   	 -20.35		  2.03   	  76.30		
 -9.77   	-98.27   	 48.00   	 -15.26		  2.34   	  81.38		
-11.29   	-99.18   	 47.93   	 -10.17		  2.67   	  81.38		
-14.04   	-99.79   	 47.89   	  -5.09		  2.99   	  81.38		
-17.40   	-100.10   	 47.87   	  -5.09		  3.32   	  81.38		
-19.53   	-100.40   	 47.85   	  -5.09		  3.64   	  76.30		
-19.53   	-100.40   	 47.83   	  -5.09		  3.95   	  61.04		
-16.78   	-100.10   	 47.81   	  -5.09		  4.19   	  55.95		
-13.12   	-99.18   	 47.79   	 -10.17		  4.42   	  40.69		
-10.38   	-97.35   	 47.75   	 -20.35		  4.58   	  30.52		
 -9.77   	-95.52   	 47.67   	 -20.35		  4.70   	  15.26		
-11.60   	-94.60   	 47.59   	 -30.52		  4.76   	  10.17		
-14.34   	-94.30   	 47.47   	 -35.61		  4.80   	   0.00		
-17.09   	-94.60   	 47.32   	 -35.61		  4.80   	   0.00		
-18.31   	-94.91   	 47.18   	 -45.78		  4.80   	   0.00		
-17.40   	-93.08   	 47.00   	 -40.69		  4.80   	  -5.09		
-14.04   	-88.81   	 46.84   	 -50.86		  4.78   	   0.00		
 -8.85   	-81.18   	 46.63   	 -45.78		  4.78   	   5.09		
 -1.83   	-72.94   	 46.45   	 -50.86		  4.80   	  10.17		
  6.10   	-69.89   	 46.25   	 -45.78		  4.84   	  10.17		
 15.26   	-76.29   	 46.06   	 -50.86		  4.88   	  10.17		
 25.63   	-90.64   	 45.86   	 -45.78		  4.92   	  15.26		
 36.32   	-105.59   	 45.68   	 -40.69		  4.98   	  20.35		
 45.17   	-109.25   	 45.51   	 -40.69		  5.07   	  20.35		
 49.44   	-94.91   	 45.35   	 -35.61		  5.15   	  20.35		
 48.83   	-66.22   	 45.21   	 -35.61		  5.23   	  30.52		
 44.86   	-34.79   	 45.07   	 -30.52		  5.35   	  30.52		
 41.50   	-12.51   	 44.94   	 -30.52		  5.47   	  35.61		
 41.50   	 -6.41   	 44.82   	 -25.43		  5.62   	  35.61		
 46.69   	-14.65   	 44.72   	 -20.35		  5.76   	  35.61		
 54.32   	-31.13   	 44.64   	 -20.35		  5.90   	  35.61		
 59.20   	-48.52   	 44.56   	 -15.26		  6.04   	  40.69		
 56.46   	-63.17   	 44.50   	 -15.26		  6.21   	  35.61		
 43.64   	-74.77   	 44.44   	 -10.17		  6.35   	  30.52		
 24.72   	-85.45   	 44.39   	 -15.26		  6.47   	  30.52		
  5.19   	-96.74   	 44.33   	 -10.17		  6.59   	  30.52		
 -9.46   	-106.81   	 44.29   	 -10.17		  6.71   	  30.52		
-17.70   	-112.92   	 44.25   	 -10.17		  6.84   	  25.43		
-22.28   	-112.30   	 44.21   	 -15.26		  6.94   	  30.52		
-25.02   	-107.12   	 44.15   	 -15.26		  7.06   	  25.43		
-26.86   	-101.32   	 44.09   	 -10.17		  7.16   	  30.52		
-27.16   	-99.18   	 44.05   	 -20.35		  7.28   	  25.43		
-25.94   	-101.01   	 43.97   	 -20.35		  7.39   	  25.43		
-24.72   	-103.15   	 43.89   	 -20.35		  7.49   	  25.43		
-24.41   	-103.45   	 43.80   	 -25.43		  7.59   	  25.43		
-25.02   	-101.32   	 43.70   	 -25.43		  7.69   	  25.43		
-25.94   	-98.57   	 43.60   	 -30.52		  7.79   	  30.52		
-26.25   	-96.74   	 43.48   	 -35.61		  7.91   	  30.52		
-26.25   	-95.52   	 43.34   	 -30.52		  8.04   	  30.52		
-27.16   	-94.91   	 43.21   	 -35.61		  8.16   	  30.52		
-27.77   	-94.30   	 43.07   	 -35.61		  8.28   	  35.61		
-27.47   	-93.99   	 42.93   	 -40.69		  8.42   	  30.52		
-25.63   	-96.44   	 42.77   	 -35.61		  8.55   	  35.61		
-21.06   	-102.23   	 42.62   	 -35.61		  8.69   	  40.69		
-12.21   	-110.78   	 42.48   	 -35.61		  8.85   	  40.69		
  3.66   	-118.41   	 42.34   	 -35.61		  9.01   	  40.69		
 29.91   	-119.02   	 42.20   	 -30.52		  9.18   	  50.86		
 65.92   	-104.98   	 42.08   	 -30.52		  9.38   	  45.78		
104.98   	-66.53   	 41.95   	 -30.52		  9.56   	  50.86		
131.23   	  4.88   	 41.83   	 -25.43		  9.77   	  50.86		
112.00   	117.80   	 41.73   	 -25.43		  9.97   	  55.95		
 10.38   	270.69   	 41.63   	 -25.43		 10.19   	  55.95		
-189.82   	436.71   	 41.53   	 -15.26		 10.42   	  66.12		
-740.36   	583.50(R)	 41.46   	 -20.35		 10.68(E)	  55.95		
-928.34   	459.90   	 41.38   	 -15.26		 10.91   	  55.95		
-963.75   	216.37   	 41.32   	 -10.17		 11.13   	  50.86		
-846.56   	-49.44   	 41.28   	 -10.17		 11.33   	  40.69		
-635.99   	-220.34   	 41.24   	 -10.17		 11.50   	  30.52		
-411.38   	-231.02   	 41.20   	  -5.09		 11.62   	  20.35		
-234.07   	-108.95   	 41.18   	  -5.09		 11.70   	  10.17		
-124.51   	 40.59   	 41.16   	  -5.09		 11.74   	   0.00		
-68.05   	112.61   	 41.14   	  -5.09		 11.74   	   0.00		
-39.06   	 74.77   	 41.12   	  -5.09		 11.74   	  -5.09		
-20.14   	-25.02   	 41.10   	   0.00		 11.72   	  -5.09		
 -6.41   	-110.78   	 41.10   	  -5.09		 11.70   	   0.00		
  0.61   	-137.33   	 41.08   	 -10.17		 11.70   	  15.26		
  1.53   	-114.14   	 41.04   	  -5.09		 11.76   	  30.52		
 -0.92   	-79.96   	 41.02   	 -10.17		 11.88   	  45.78		
 -1.53   	-65.92   	 40.98   	 -10.17		 12.07   	  76.30		
  1.53   	-74.16   	 40.94   	 -15.26		 12.37   	 106.82		
  7.02   	-88.50   	 40.87   	 -20.35		 12.80   	 142.42		
 11.29   	-94.60   	 40.79   	 -20.35		 13.37   	 178.03		
 13.12   	-89.42   	 40.71   	 -25.43		 14.08   	 218.72		
 13.43   	-79.96   	 40.61   	 -25.43		 14.95   	 244.15		
 13.73   	-72.94   	 40.51   	 -30.52		 15.93   	 269.58		
 14.65   	-70.80   	 40.39   	 -35.61		 17.01   	 315.36		
 15.56   	-72.02   	 40.24   	 -35.61		 18.27   	 366.22		
 15.56   	-72.94   	 40.10   	 -40.69		 19.74   	 508.65		
 12.51   	-67.75   	 39.94   	 -45.78		 21.77   	 549.34		
 12.21   	-63.48   	 39.76   	 -45.78		 23.97   	 584.94		
 14.04   	-59.81   	 39.57   	 -40.69		 26.31   	 605.29		
 16.48   	-57.07   	 39.41   	 -35.61		 28.73   	 640.89		
