SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
 20.45   	-66.22   	 48.95   	 -45.78		  6.45   	  20.35		
 22.58   	-65.00   	 48.77   	 -45.78		  6.53   	  10.17		
 24.41   	-62.26   	 48.59   	 -50.86		  6.57   	  10.17		
 26.86   	-57.07   	 48.38   	 -50.86		  6.61   	  10.17		
 30.82   	-49.44   	 48.18   	 -45.78		  6.65   	   5.09		
 36.62   	-43.64   	 48.00   	 -50.86		  6.67   	   5.09		
 43.33   	-45.17   	 47.79   	 -45.78		  6.69   	   5.09		
 51.88   	-55.54   	 47.61   	 -40.69		  6.71   	  10.17		
 61.65   	-69.89   	 47.45   	 -45.78		  6.75   	   5.09		
 70.50   	-77.21   	 47.26   	 -35.61		  6.78   	  10.17		
 76.29   	-67.14   	 47.12   	 -35.61		  6.82   	  10.17		
 76.90   	-40.59   	 46.98   	 -30.52		  6.86   	  10.17		
 73.24   	 -7.63   	 46.86   	 -35.61		  6.90   	   5.09		Beg---------
 68.36   	 16.17   	 46.71   	 -25.43		  6.92   	  10.17		
 66.83   	 22.89   	 46.61   	 -25.43		  6.96   	  10.17		
 69.89   	 13.73   	 46.51   	 -25.43		  7.00   	  15.26		
 76.29   	 -2.75   	 46.41   	 -20.35		  7.06   	  10.17		
 81.48   	-18.31   	 46.33   	 -20.35		  7.10   	  15.26		
 80.87   	-31.13   	 46.25   	 -15.26		  7.16   	  15.26		
 71.11   	-43.03   	 46.18   	 -15.26		  7.22   	  15.26		
 54.02   	-56.46   	 46.12   	 -15.26		  7.28   	  20.35		
 34.48   	-70.80   	 46.06   	 -10.17		  7.37   	  15.26		
 18.31   	-81.48   	 46.02   	 -15.26		  7.43   	  20.35		
  8.54   	-85.14   	 45.96   	 -10.17		  7.51   	  20.35		
  4.27   	-80.87   	 45.92   	 -15.26		  7.59   	  20.35		
  2.14   	-72.94   	 45.86   	 -15.26		  7.67   	  25.43		
  0.61   	-66.53   	 45.80   	 -15.26		  7.77   	  20.35		
  0.00   	-65.00   	 45.74   	 -20.35		  7.85   	  25.43		
  0.31   	-66.22   	 45.66   	 -15.26		  7.96   	  20.35		
  1.22   	-67.44   	 45.59   	 -25.43		  8.04   	  25.43		
  1.83   	-65.92   	 45.49   	 -25.43		  8.14   	  30.52		
  2.75   	-62.56   	 45.39   	 -25.43		  8.26   	  25.43		
  4.27   	-59.20   	 45.29   	 -30.52		  8.36   	  35.61		
  6.10   	-57.98   	 45.17   	 -30.52		  8.50   	  30.52		
  6.71   	-57.98   	 45.05   	 -30.52		  8.63   	  35.61		
  5.19   	-57.98   	 44.92   	 -35.61		  8.77   	  40.69		
  2.75   	-57.98   	 44.78   	 -35.61		  8.93   	  40.69		
  1.22   	-58.59   	 44.64   	 -35.61		  9.09   	  40.69		
  3.36   	-62.26   	 44.50   	 -35.61		  9.26   	  50.86		
 11.29   	-69.58   	 44.35   	 -35.61		  9.46   	  45.78		
 26.55   	-78.13   	 44.21   	 -35.61		  9.64   	  50.86		
 51.57   	-82.70   	 44.07   	 -30.52		  9.85   	  55.95		
 86.67   	-73.85   	 43.95   	 -30.52		 10.07   	  50.86		
126.95   	-41.81   	 43.82   	 -25.43		 10.27   	  61.04		
158.08   	 22.58   	 43.72   	 -30.52		 10.52   	  55.95		
153.20   	127.56   	 43.60   	 -20.35		 10.74   	  50.86		
 74.77   	273.44   	 43.52   	 -25.43		 10.95   	  55.95		
-99.49   	438.54   	 43.42   	 -20.35		 11.17   	  61.04		
-628.66   	617.98(R)	 43.34   	 -20.35		 11.41(E)	  50.86		
-835.57   	520.63   	 43.26   	 -15.26		 11.62   	  50.86		
-902.10   	292.97   	 43.19   	 -15.26		 11.82   	  40.69		
-814.21   	 22.89   	 43.13   	 -15.26		 11.98   	  40.69		
-620.73   	-169.68   	 43.07   	 -15.26		 12.15   	  35.61		
-399.17   	-205.69   	 43.01   	 -10.17		 12.29   	  30.52		
-216.67   	-97.05   	 42.97   	 -10.17		 12.41   	  30.52		
-101.32   	 59.51   	 42.93   	 -10.17		 12.53   	  25.43		
-43.95   	152.28   	 42.89   	 -10.17		 12.63   	  20.35		
-16.78   	133.36   	 42.85   	  -5.09		 12.72   	  15.26		
  1.53   	 40.28   	 42.83   	 -10.17		 12.78   	  20.35		
 19.23   	-51.88   	 42.79   	  -5.09		 12.86   	  25.43		
 33.87   	-89.42   	 42.77   	 -10.17		 12.96   	  30.52		
 42.72   	-72.02   	 42.73   	  -5.09		 13.08   	  35.61		
 46.39   	-36.01   	 42.71   	 -10.17		 13.22   	  50.86		
 48.22   	-16.17   	 42.67   	 -15.26		 13.43   	  66.12		
 50.66   	-20.75   	 42.60   	 -10.17		 13.69   	  91.56		
 54.02   	-36.93   	 42.56   	 -20.35		 14.06   	 111.90		
 55.85   	-48.52   	 42.48   	 -15.26		 14.51   	 137.33		
 54.93   	-49.13   	 42.42   	 -20.35		 15.06   	 167.85		
 51.88   	-42.72   	 42.34   	 -25.43		 15.73   	 218.72		
 48.52   	-36.62   	 42.24   	 -25.43		 16.60   	 269.58		
 46.69   	-34.79   	 42.14   	 -30.52		 17.68   	 315.36		
 46.69   	-35.71   	 42.01   	 -30.52		 18.94   	 361.14		
 47.91   	-36.32   	 41.89   	 -45.78		 20.39   	 508.65		
 49.13   	-30.21   	 41.71   	 -40.69		 22.42   	 559.51		
 47.91   	-25.63   	 41.55   	 -45.78		 24.66   	 590.03		
 46.69   	-21.97   	 41.36   	 -40.69		 27.02   	 625.63		
 46.08   	-20.14   	 41.20   	 -35.61		 29.52   	 666.32		
 46.08   	-18.92   	 41.06   	 -35.61		 32.19   	 701.93		
 46.39   	-17.09   	 40.92   	 -25.43		 34.99   	 732.45		
 47.00   	-14.34   	 40.81   	 -20.35		 37.92   	 747.71		
 47.30   	-10.99   	 40.73   	  -5.09		 40.92   	 747.71		
 47.30   	 -7.93   	 40.71(D)	  15.26		 43.91   	 742.62		
 48.22   	 -5.80   	 40.77   	  40.69		 46.88   	 722.28		
 49.74   	 -3.97   	 40.94   	  81.38		 49.77   	 696.84		
 52.19   	 -2.75   	 41.26   	 127.16		 52.55   	 651.07		
 55.24   	 -0.92   	 41.77   	 183.11		 55.16   	 595.11		
 57.68   	  0.92   	 42.50   	 244.15		 57.54   	 523.90		
 58.29   	  3.36   	 43.48   	 305.19		 59.63   	 447.61		
 57.37   	  6.41   	 44.70   	 361.14		 61.42   	 366.22		
 55.85   	  9.16   	 46.14   	 422.18		 62.89   	 295.01		
 55.24   	 12.21   	 47.83   	 462.87		 64.07   	 223.80		
 54.93   	 14.95   	 49.68   	 503.56		 64.96   	 152.59		
 55.24   	 18.01   	 51.70   	 518.82		 65.57   	 101.73		
 55.54   	 21.97   	 53.77   	 528.99		 65.98   	  55.95		
 56.46   	 26.55   	 55.89   	 513.73		 66.21   	  20.35		
 57.68   	 32.35   	 57.94   	 483.21		 66.29   	  -5.09		
 58.29   	 38.45   	 59.88   	 447.61		 66.27   	 -20.35		
 58.29   	 44.86   	 61.67   	 371.31		 66.18   	 -15.26		
 55.54   	 55.54   	 63.15   	 289.93		 66.12   	  -5.09		
 54.32   	 60.73   	 64.31   	 203.46		 66.10   	  15.26		
 54.63   	 66.83   	 65.13   	 122.07		 66.16   	  45.78		
 56.15   	 73.85   	 65.62   	  45.78		 66.35   	  76.30		
 58.29   	 81.79   	 65.80   	 -30.52		 66.65   	 116.99		
 60.73   	 90.64   	 65.68   	 -96.64		 67.12   	 147.51		
 62.56   	 99.49   	 65.29   	-152.59		 67.71   	 183.11		
 62.56   	108.64   	 64.68   	-188.20		 68.44   	 223.80		
 61.65   	117.80   	 63.93   	-213.63		 69.34   	 249.24		
 60.12   	128.17   	 63.07   	-223.80		 70.34   	 279.75		
 58.90   	139.77   	 62.18   	-228.89		 71.45   	 305.19		
 58.29   	152.89   	 61.26   	-208.54		 72.68   	 320.45		
 58.59   	167.54   	 60.43   	-183.11		 73.96   	 335.71		
 59.20   	182.80   	 59.69   	-152.59		 75.30   	 340.79		
 61.04   	198.97   	 59.08   	-106.82		 76.66   	 340.79		
 63.78   	215.76   	 58.66   	 -55.95		 78.03   	 335.71		
 66.83   	233.76   	 58.43   	 -10.17		 79.37   	 325.53		
 69.27   	252.38   	 58.39   	  45.78		 80.67   	 310.27		
 69.89   	271.61   	 58.58   	  96.64		 81.91   	 289.93		
 68.66   	290.83   	 58.96   	 147.51		 83.07   	 274.67		
 65.31   	309.14   	 59.55   	 183.11		 84.17   	 249.24		
 61.04   	326.54   	 60.28   	 228.89		 85.17   	 223.80		
 57.07   	343.02   	 61.20   	 249.24		 86.06   	 203.46		
 54.02   	358.89   	 62.20   	 269.58		 86.88   	 183.11		
 52.19   	375.06   	 63.28   	 310.27		 87.61   	 162.77		
 48.22   	406.49   	 64.52   	 295.01		 88.26   	 147.51		
 43.95   	419.62   	 65.70   	 274.67		 88.85   	 137.33		
 37.84   	428.77   	 66.80   	 244.15		 89.40   	 122.07		
 30.82   	433.65   	 67.77   	 213.63		 89.89   	 111.90		
 24.41   	433.35   	 68.63   	 178.03		 90.34   	 106.82		
 18.62   	427.25   	 69.34   	 132.25		 90.76   	 106.82		
 13.43   	415.34   	 69.87   	  91.56		 91.19   	 101.73		
  9.16   	396.73   	 70.23   	  55.95		 91.60   	  96.64		
  5.49   	372.01   	 70.46   	  10.17		 91.98   	 101.73		
  2.44   	342.10   	 70.50(S)	 -15.26		 92.39   	 101.73		
  0.00   	308.23   	 70.44   	 -50.86		 92.80   	  96.64		
 -1.22   	272.22   	 70.23   	 -76.30		 93.18   	 101.73		
 -0.61   	234.68   	 69.93   	-101.73		 93.59   	  96.64		
  1.83   	196.84   	 69.52   	-106.82		 93.98   	  91.56		
  6.10   	159.61   	 69.09   	-116.99		 94.34   	  91.56		
 11.90   	124.21   	 68.63   	-122.07		 94.71   	  81.38		
 17.70   	 91.55   	 68.14   	-122.07		 95.04   	  76.30		
 23.19   	 62.26   	 67.65   	-111.90		 95.34   	  71.21		
 27.16   	 36.62   	 67.20   	-106.82		 95.63   	  55.95		
 27.77   	 13.73   	 66.77   	 -96.64		 95.85   	  40.69		
 25.63   	 -6.41   	 66.39   	 -81.38		 96.01   	  20.35		
 22.89   	-23.19   	 66.06   	 -71.21		 96.09   	   5.09		
 21.06   	-37.23   	 65.78   	 -61.04		 96.11(S)	 -20.35		
 21.36   	-48.22   	 65.53   	 -45.78		 96.03   	 -50.86		
 22.89   	-56.76   	 65.35   	 -30.52		 95.83   	-132.25		
 23.19   	-69.27   	 65.23   	 -20.35		 95.30   	-167.85		
 21.36   	-74.77   	 65.15   	 -20.35		 94.63   	-213.63		
 20.14   	-79.35   	 65.07   	 -15.26		 93.77   	-264.50		
 20.45   	-83.62   	 65.00   	 -10.17		 92.72   	-320.45		
 22.89   	-87.28   	 64.96   	 -20.35		 91.43   	-376.40		
 26.25   	-90.33   	 64.88   	 -25.43		 89.93   	-442.52		
 28.99   	-92.77   	 64.78   	 -35.61		 88.16   	-523.90		
 29.91   	-95.21   	 64.64   	 -45.78		 86.06   	-584.94		
 28.69   	-97.35   	 64.46   	 -61.04		 83.72   	-651.07		
 25.94   	-99.49   	 64.21   	 -81.38		 81.12   	-707.02		
 23.19   	-100.71   	 63.89   	-106.82		 78.29   	-762.97		
 21.06   	-101.32   	 63.46   	-122.07		 75.24   	-803.66		
 20.75   	-101.93   	 62.97   	-147.51		 72.02   	-844.35		
 21.67   	-102.23   	 62.38   	-167.85		 68.65   	-869.78		
 23.50   	-102.84   	 61.71   	-188.20		 65.17   	-885.04		
 24.72   	-103.15   	 60.96   	-193.29		 61.63   	-895.22		
 25.94   	-103.45   	 60.18   	-203.46		 58.05   	-895.22		
 27.47   	-103.45   	 59.37   	-198.37		 54.47   	-879.96		
 30.21   	-103.15   	 58.58   	-188.20		 50.95   	-864.70		
 33.26   	-102.23   	 57.82   	-172.94		 47.49   	-839.26		
 36.62   	-100.40   	 57.13   	-157.68		 44.13   	-813.83		
 39.37   	-98.27   	 56.50   	-132.25		 40.87   	-778.23		
 41.50   	-96.44   	 55.97   	-101.73		 37.76   	-742.62		
 42.42   	-94.91   	 55.56   	 -81.38		 34.79   	-701.93		
 42.72   	-93.69   	 55.24   	 -30.52		 31.98   	-696.84		
 41.50   	-89.11   	 55.12   	 -10.17		 29.20   	-645.98		
 40.89   	-85.75   	 55.08   	  15.26		 26.61   	-595.11		
 40.59   	-82.40   	 55.14   	  25.43		 24.23   	-539.16		
 39.98   	-79.96   	 55.24   	  40.69		 22.08   	-493.39		
 38.45   	-78.13   	 55.40   	  45.78		 20.10   	-437.43		
 36.32   	-76.60   	 55.58   	  45.78		 18.35   	-396.74		
 35.10   	-74.77   	 55.77   	  45.78		 16.76   	-350.97		
 35.10   	-72.94   	 55.95   	  40.69		 15.36   	-310.27		
 35.71   	-71.41   	 56.11   	  25.43		 14.12   	-274.67		
 35.10   	-70.80   	 56.22   	  15.26		 13.02   	-233.98		
 32.96   	-71.41   	 56.28   	   0.00		 12.09   	-203.46		
 29.60   	-72.63   	 56.28   	 -15.26		 11.27   	-172.94		
 25.94   	-73.24   	 56.22   	 -30.52		 10.58   	-152.59		
 22.28   	-73.24   	 56.09   	 -45.78		  9.97   	-132.25		
 19.23   	-72.63   	 55.91   	 -61.04		  9.44   	-132.25		
 17.40   	-72.63   	 55.67   	 -71.21		  8.91   	-142.42		
 16.48   	-72.94   	 55.38   	 -81.38		  8.34   	-147.51		
 16.78   	-73.24   	 55.06   	 -86.47		  7.75   	-152.59		
 17.09   	-73.55   	 54.71   	 -96.64		  7.14   	-147.51		
 17.09   	-73.85   	 54.32   	 -96.64		  6.55   	-137.33		
 16.78   	-74.46   	 53.94   	 -96.64		  6.00   	-122.07		
 16.17   	-75.38   	 53.55   	 -91.56		  5.51   	-111.90		
 15.26   	-75.99   	 53.18   	 -86.47		  5.07   	 -86.47		
 14.04   	-76.90   	 52.84   	 -81.38		  4.72   	 -71.21		
 13.12   	-77.21   	 52.51   	 -71.21		  4.44   	 -45.78		
 13.12   	-77.51   	 52.23   	 -66.12		  4.25   	 -25.43		
 13.43   	-78.43   	 51.96   	 -50.86		  4.15   	 -10.17		
 13.73   	-79.65   	 51.76   	 -45.78		  4.11(D)	  10.17		
 13.43   	-81.18   	 51.58   	 -35.61		  4.15   	  25.43		
 11.60   	-82.09   	 51.43   	 -25.43		  4.25   	  40.69		
  9.77   	-82.09   	 51.33   	 -20.35		  4.42   	  45.78		
  8.85   	-81.79   	 51.25   	 -15.26		  4.60   	  55.95		
  8.85   	-81.79   	 51.19   	 -10.17		  4.82   	  61.04		
  9.46   	-82.70   	 51.15   	 -10.17		  5.07   	  61.04		
 10.38   	-83.92   	 51.11   	  -5.09		  5.31   	  71.21		
 10.68   	-84.53   	 51.09   	 -10.17		  5.60   	  61.04		
 10.38   	-84.84   	 51.05   	  -5.09		  5.84   	  66.12		
  9.46   	-84.23   	 51.03   	 -15.26		  6.10   	  55.95		
  8.54   	-83.62   	 50.97   	 -20.35		  6.33   	  55.95		
  7.93   	-83.92   	 50.88   	 -20.35		  6.55   	  45.78		
  7.02   	-84.53   	 50.80   	 -25.43		  6.73   	  40.69		
  5.49   	-85.14   	 50.70   	 -35.61		  6.90   	  35.61		
  3.97   	-85.45   	 50.56   	 -35.61		  7.04   	  20.35		
  2.44   	-85.14   	 50.42   	 -40.69		  7.12   	  20.35		
  1.22   	-84.84   	 50.25   	 -45.78		  7.20   	  10.17		
  0.92   	-84.53   	 50.07   	 -45.78		  7.24   	   5.09		
  0.31   	-83.92   	 49.89   	 -45.78		  7.26   	   5.09		
 -0.61   	-82.70   	 49.70   	 -50.86		  7.28   	   0.00		
 -0.31   	-79.65   	 49.50   	 -50.86		  7.28   	   5.09		
  3.36   	-73.24   	 49.30   	 -45.78		  7.30   	   5.09		
 10.99   	-64.09   	 49.11   	 -50.86		  7.32   	   5.09		
 21.67   	-55.85   	 48.91   	 -50.86		  7.34   	   5.09		
 33.57   	-54.32   	 48.71   	 -45.78		  7.37   	  10.17		
 44.25   	-61.95   	 48.52   	 -40.69		  7.41   	  10.17		
 50.66   	-74.46   	 48.36   	 -40.69		  7.45   	  10.17		
 51.88   	-80.87   	 48.20   	 -40.69		  7.49   	  15.26		
 48.83   	-70.80   	 48.04   	 -35.61		  7.55   	  15.26		
 44.86   	-43.64   	 47.89   	 -35.61		  7.61   	  15.26		
 43.03   	 -9.77   	 47.75   	 -30.52		  7.67   	  15.26		
 45.17   	 13.73   	 47.63   	 -25.43		  7.73   	  15.26		
 49.44   	 16.48   	 47.53   	 -20.35		  7.79   	  15.26		
 53.71   	  0.61   	 47.45   	 -20.35		  7.85   	  15.26		
 56.76   	-23.80   	 47.37   	 -20.35		  7.91   	  15.26		
 57.07   	-44.86   	 47.28   	 -15.26		  7.98   	  15.26		
 53.41   	-58.29   	 47.22   	 -10.17		  8.04   	  10.17		
 44.56   	-66.83   	 47.18   	 -10.17		  8.08   	  15.26		
 31.74   	-75.99   	 47.14   	 -10.17		  8.14   	  15.26		
 16.78   	-87.59   	 47.10   	 -10.17		  8.20   	  15.26		
  2.75   	-99.18   	 47.06   	 -15.26		  8.26   	  15.26		
 -8.54   	-106.20   	 47.00   	 -10.17		  8.32   	  15.26		
-16.17   	-106.20   	 46.96   	 -15.26		  8.38   	  15.26		
-19.84   	-101.01   	 46.90   	 -15.26		  8.44   	  20.35		
-19.23   	-95.21   	 46.84   	 -20.35		  8.52   	  15.26		
-15.56   	-92.77   	 46.75   	 -25.43		  8.59   	  15.26		
-11.90   	-93.99   	 46.65   	 -25.43		  8.65   	  15.26		
-10.68   	-96.44   	 46.55   	 -25.43		  8.71   	  20.35		
-11.29   	-96.74   	 46.45   	 -30.52		  8.79   	  20.35		
-12.82   	-95.21   	 46.33   	 -35.61		  8.87   	  20.35		
-14.04   	-92.77   	 46.18   	 -30.52		  8.95   	  25.43		
-14.65   	-90.64   	 46.06   	 -35.61		  9.05   	  30.52		
-14.95   	-89.11   	 45.92   	 -35.61		  9.18   	  30.52		
-14.95   	-88.20   	 45.78   	 -35.61		  9.30   	  30.52		
-14.65   	-87.59   	 45.64   	 -35.61		  9.42   	  40.69		
-14.34   	-89.42   	 45.49   	 -35.61		  9.58   	  40.69		
-12.21   	-95.83   	 45.35   	 -35.61		  9.75   	  40.69		
 -5.80   	-106.20   	 45.21   	 -30.52		  9.91   	  50.86		
  9.16   	-118.10   	 45.09   	 -30.52		 10.11   	  50.86		
 36.93   	-124.21   	 44.96   	 -30.52		 10.32   	  55.95		
 76.29   	-115.05   	 44.84   	 -25.43		 10.54   	  55.95		
119.32   	-79.04   	 44.74   	 -30.52		 10.76   	  61.04		
148.01   	 -5.80   	 44.62   	 -25.43		 11.01   	  55.95		
130.62   	112.30   	 44.52   	 -25.43		 11.23   	  61.04		
 31.13   	271.00   	 44.41   	 -20.35		 11.48   	  55.95		
-164.79   	440.06   	 44.33   	 -20.35		 11.70   	  50.86		
-690.31   	569.46(R)	 44.25   	 -20.35		 11.90(E)	  50.86		
-862.43   	429.08   	 44.17   	 -15.26		 12.11   	  40.69		
-885.62   	174.26   	 44.11   	 -15.26		 12.27   	  35.61		
-763.86   	-87.59   	 44.05   	 -15.26		 12.41   	  30.52		
-556.03   	-238.95   	 43.99   	 -10.17		 12.53   	  25.43		
-339.97   	-224.00   	 43.95   	 -10.17		 12.63   	  20.35		
-174.87   	-85.14   	 43.91   	  -5.09		 12.72   	  20.35		
-80.57   	 65.92   	 43.89   	 -10.17		 12.80   	  15.26		
-39.37   	128.17   	 43.85   	 -10.17		 12.86   	  15.26		
-21.06   	 80.57   	 43.80   	 -10.17		 12.92   	  15.26		
 -3.97   	-20.45   	 43.76   	 -10.17		 12.98   	  15.26		
 15.26   	-99.49   	 43.72   	 -10.17		 13.04   	  20.35		
 30.82   	-117.19   	 43.68   	 -15.26		 13.12   	  25.43		
 37.23   	-89.11   	 43.62   	 -10.17		 13.22   	  35.61		
 36.62   	-54.93   	 43.58   	 -20.35		 13.37   	  50.86		
 34.48   	-43.64   	 43.50   	 -15.26		 13.57   	  66.12		
 35.40   	-54.93   	 43.44   	 -20.35		 13.84   	  86.47		
 38.45   	-71.72   	 43.36   	 -20.35		 14.18   	 116.99		
 40.89   	-79.96   	 43.28   	 -20.35		 14.65   	 152.59		
 41.81   	-78.13   	 43.19   	 -20.35		 15.26   	 193.29		
 42.11   	-71.72   	 43.11   	 -25.43		 16.03   	 239.06		
 41.50   	-67.14   	 43.01   	 -30.52		 16.99   	 289.93		
 38.15   	-66.83   	 42.89   	 -25.43		 18.15   	 330.62		
 31.74   	-68.66   	 42.79   	 -35.61		 19.47   	 376.40		
 25.02   	-69.27   	 42.64   	 -40.69		 20.98   	 528.99		
 24.11   	-64.09   	 42.48   	 -40.69		 23.09   	 559.51		
 28.99   	-60.42   	 42.32   	 -40.69		 25.33   	 595.11		
 32.96   	-57.37   	 42.16   	 -40.69		 27.71   	 640.89		
 33.57   	-55.54   	 41.99   	 -35.61		 30.27   	 676.50		
 31.43   	-54.32   	 41.85   	 -30.52		 32.98   	 712.10		
 27.47   	-53.71   	 41.73   	 -25.43		 35.83   	 737.54		
 22.89   	-53.41   	 41.63   	 -10.17		 38.78   	 747.71		
 19.23   	-52.80   	 41.59(D)	   0.00		 41.77   	 752.79		
 17.40   	-51.27   	 41.59   	  30.52		 44.78   	 737.54		
 18.01   	-49.13   	 41.71   	  66.12		 47.73   	 722.28		
 20.45   	-46.39   	 41.97   	 106.82		 50.62   	 681.58		
 22.89   	-43.33   	 42.40   	 162.77		 53.35   	 635.81		
 24.72   	-40.59   	 43.05   	 223.80		 55.89   	 569.68		
 26.25   	-37.84   	 43.95   	 284.84		 58.17   	 503.56		
 28.08   	-34.18   	 45.09   	 350.97		 60.18   	 422.18		
 30.82   	-29.91   	 46.49   	 406.92		 61.87   	 350.97		
 33.87   	-24.41   	 48.12   	 457.78		 63.28   	 274.67		
 36.93   	-18.31   	 49.95   	 498.47		 64.37   	 203.46		
 39.67   	-12.21   	 51.94   	 528.99		 65.19   	 147.51		
 42.42   	 -6.71   	 54.06   	 539.16		 65.78   	  91.56		
 45.47   	 -1.22   	 56.22   	 528.99		 66.14   	  50.86		
 47.91   	  4.88   	 58.33   	 513.73		 66.35   	  20.35		
 49.74   	 11.60   	 60.39   	 467.95		 66.43   	   0.00		
 50.35   	 19.23   	 62.26   	 417.09		 66.43   	 -15.26		
 50.96   	 27.47   	 63.93   	 315.36		 66.37   	 -10.17		
 53.10   	 42.42   	 65.19   	 228.89		 66.33   	   0.00		
 53.71   	 49.44   	 66.10   	 142.42		 66.33   	  25.43		
 53.41   	 56.76   	 66.67   	  55.95		 66.43   	  55.95		
 52.49   	 65.00   	 66.90   	 -25.43		 66.65   	  81.38		
 51.88   	 74.16   	 66.80   	 -86.47		 66.98   	 116.99		
 51.57   	 83.31   	 66.45   	-147.51		 67.45   	 152.59		
 51.57   	 91.86   	 65.86   	-183.11		 68.06   	 188.20		
 52.49   	100.10   	 65.13   	-223.80		 68.81   	 223.80		
 54.32   	108.95   	 64.23   	-233.98		 69.70   	 254.32		
 56.76   	119.32   	 63.30   	-233.98		 70.72   	 274.67		
 58.90   	131.23   	 62.36   	-223.80		 71.82   	 300.10		
 59.81   	144.35   	 61.46   	-203.46		 73.02   	 320.45		
 58.90   	158.39   	 60.65   	-162.77		 74.30   	 330.62		
 56.76   	172.73   	 60.00   	-116.99		 75.63   	 330.62		
 54.93   	187.68   	 59.53   	 -76.30		 76.95   	 335.71		
 53.41   	203.25   	 59.23   	 -20.35		 78.29   	 330.62		
 52.49   	220.03   	 59.15   	  35.61		 79.61   	 320.45		
 51.27   	237.73   	 59.29   	  86.47		 80.89   	 305.19		
 49.13   	256.04   	 59.63   	 142.42		 82.12   	 284.84		
 47.00   	274.35   	 60.20   	 183.11		 83.26   	 264.50		
 44.25   	292.66   	 60.94   	 223.80		 84.31   	 239.06		
 42.11   	310.67   	 61.83   	 259.41		 85.27   	 218.72		
 40.59   	327.76   	 62.87   	 269.58		 86.14   	 193.29		
 39.37   	343.93   	 63.95   	 284.84		 86.92   	 172.94		
 37.54   	358.89   	 65.09   	 320.45		 87.61   	 147.51		
 30.82   	386.66   	 66.37   	 289.93		 88.20   	 127.16		
 26.25   	397.95   	 67.53   	 259.41		 88.71   	 116.99		
 22.58   	406.19   	 68.57   	 233.98		 89.18   	 101.73		
 18.92   	410.77   	 69.50   	 193.29		 89.58   	  96.64		
 15.56   	410.77   	 70.27   	 147.51		 89.97   	  86.47		
 10.99   	406.49   	 70.86   	 106.82		 90.32   	  91.56		
  5.80   	396.42   	 71.29   	  66.12		 90.68   	  86.47		
  0.31   	380.25   	 71.56   	  25.43		 91.03   	  86.47		
 -4.27   	357.67   	 71.66(S)	  -5.09		 91.37   	  91.56		
 -6.41   	328.67   	 71.64   	 -45.78		 91.74   	  91.56		
 -6.71   	295.10   	 71.45   	 -66.12		 92.11   	  91.56		
 -5.49   	258.48   	 71.19   	 -91.56		 92.47   	  96.64		
 -3.66   	221.25   	 70.82   	-106.82		 92.86   	  91.56		
 -1.22   	184.94   	 70.40   	-122.07		 93.22   	  96.64		
  1.83   	150.15   	 69.91   	-122.07		 93.61   	  86.47		
  5.19   	117.19   	 69.42   	-127.16		 93.96   	  86.47		
  8.24   	 86.06   	 68.91   	-116.99		 94.30   	  76.30		
 10.38   	 56.76   	 68.44   	-111.90		 94.61   	  66.12		
 11.29   	 29.60   	 68.00   	-101.73		 94.87   	  50.86		
 11.90   	  5.19   	 67.59   	 -86.47		 95.08   	  35.61		
 12.82   	-14.95   	 67.24   	 -71.21		 95.22   	  20.35		
 14.65   	-31.13   	 66.96   	 -55.95		 95.30(S)	 -10.17		
 17.40   	-43.64   	 66.73   	 -45.78		 95.26   	 -40.69		
 21.06   	-53.41   	 66.55   	 -30.52		 95.10   	 -66.12		
 24.41   	-61.34   	 66.43   	 -15.26		 94.83   	-167.85		
 27.16   	-72.94   	 66.37   	  -5.09		 94.16   	-208.54		
 25.33   	-77.82   	 66.35   	  -5.09		 93.33   	-264.50		
 21.67   	-82.70   	 66.33   	  -5.09		 92.27   	-325.53		
 18.31   	-86.98   	 66.31   	  -5.09		 90.97   	-386.57		
 16.17   	-90.94   	 66.29   	 -15.26		 89.42   	-447.61		
 16.17   	-93.38   	 66.23   	 -30.52		 87.63   	-518.82		
 18.01   	-94.91   	 66.10   	 -35.61		 85.55   	-590.03		
 19.84   	-96.44   	 65.96   	 -55.95		 83.19   	-656.15		
 20.14   	-98.27   	 65.74   	 -76.30		 80.57   	-712.10		
 20.14   	-99.79   	 65.43   	 -96.64		 77.72   	-768.05		
 20.45   	-100.71   	 65.05   	-116.99		 74.65   	-808.75		
 22.58   	-100.40   	 64.58   	-142.42		 71.41   	-844.35		
 26.25   	-98.57   	 64.01   	-162.77		 68.04   	-874.87		
 29.91   	-96.13   	 63.36   	-183.11		 64.54   	-879.96		
 32.04   	-93.99   	 62.62   	-198.37		 61.02   	-890.13		
 32.96   	-93.08   	 61.83   	-203.46		 57.46   	-879.96		
 34.48   	-92.47   	 61.02   	-208.54		 53.94   	-869.78		
 36.62   	-91.86   	 60.18   	-203.46		 50.46   	-849.44		
 39.37   	-91.25   	 59.37   	-188.20		 47.06   	-824.00		
 42.11   	-89.72   	 58.62   	-178.03		 43.76   	-793.49		
 44.25   	-87.59   	 57.90   	-152.59		 40.59   	-757.88		
