SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
 94.60   	-99.49   	 17.76   	-274.67		 60.26   	-106.82		
 99.18   	-97.96   	 16.66   	-264.50		 59.84   	 -25.43		
104.68   	-95.21   	 15.61   	-244.15		 59.74   	 137.33		
101.32   	-99.49   	 14.63   	-223.80		 60.28   	  81.38		
 98.88   	-102.84   	 13.73   	-188.20		 60.61(S)	 -66.12		
 96.74   	-108.03   	 12.98   	-162.77		 60.35   	 -96.64		
 92.47   	-117.19   	 12.33   	-142.42		 59.96   	 -35.61		
 97.05   	-116.88   	 11.76   	-122.07		 59.82   	  10.17		
 99.49   	-117.80   	 11.27   	-122.07		 59.86   	 -25.43		
 97.05   	-117.19   	 10.78   	-127.16		 59.76   	-111.90		
 98.88   	-111.39   	 10.27   	-132.25		 59.31   	-111.90		
100.10   	-107.12   	  9.75   	-142.42		 58.86   	 -50.86		
 94.30   	-110.78   	  9.18   	-162.77		 58.66   	 -50.86		
 95.83   	-113.53   	  8.52   	-178.03		 58.45   	-101.73		
 96.44   	-115.66   	  7.81   	-183.11		 58.05   	-127.16		
 93.69   	-119.32   	  7.08   	-183.11		 57.54   	-116.99		
100.71   	-118.41   	  6.35   	-183.11		 57.07   	-111.90		
100.40   	-120.85   	  5.62   	-172.94		 56.62   	-111.90		
103.76   	-126.04   	  4.92   	-157.68		 56.17   	-101.73		
113.83   	-138.24   	  4.29   	-137.33		 55.77   	-111.90		
118.71   	-145.26   	  3.74   	-122.07		 55.32   	-122.07		
130.31   	-145.57   	  3.26   	-106.82		 54.83   	-111.90		
143.13   	-140.99   	  2.83   	 -91.56		 54.38   	 -96.64		
152.89   	-124.51   	  2.46   	 -76.30		 54.00   	 -81.38		
160.22   	-110.47   	  2.16   	 -66.12		 53.67   	 -61.04		
164.18   	-95.83   	  1.89   	 -61.04		 53.43   	 -66.12		
177.00   	-66.83   	  1.65   	 -66.12		 53.16   	 -86.47		
188.60   	-34.48   	  1.38   	 -61.04		 52.82   	 -76.30		
193.18   	 -4.88   	  1.14   	 -45.78		 52.51   	 -61.04		
209.96   	 23.50   	  0.96   	 -35.61		 52.27   	 -40.69		
218.81   	 31.13   	  0.81   	 -15.26		 52.11   	 -61.04		
209.05   	 16.48   	  0.75(D)	   5.09		 51.86   	 -71.21		
205.08   	  2.14   	  0.77   	  25.43		 51.58   	 -81.38		
196.84   	-22.28   	  0.87   	  45.78		 51.25   	 -66.12		
171.51   	-45.78   	  1.06   	  55.95		 50.99   	 -66.12		
150.76   	-66.22   	  1.28   	  55.95		 50.72   	 -76.30		
144.96   	-81.48   	  1.51   	  61.04		 50.42   	 -81.38		
138.24   	-95.52   	  1.75   	  50.86		 50.09   	 -81.38		
127.87   	-102.54   	  1.95   	  40.69		 49.77   	 -76.30		
124.51   	-120.24   	  2.12   	  20.35		 49.46   	 -71.21		
110.17   	-141.30   	  2.20   	   0.00		 49.18   	 -66.12		
 86.06   	-159.61   	  2.20   	  -5.09		 48.91   	 -66.12		
 72.33   	-172.73   	  2.18   	 -20.35		 48.65   	 -66.12		
 64.09   	-176.70   	  2.10   	 -20.35		 48.38   	 -71.21		
 58.59   	-167.85   	  2.01   	 -25.43		 48.10   	 -71.21		
 62.26   	-159.30   	  1.91   	 -15.26		 47.81   	 -61.04		
 61.95   	-165.10   	  1.85   	 -20.35		 47.57   	 -61.04		
 59.81   	-164.18   	  1.77   	 -10.17		 47.32   	 -61.04		
 58.90   	-161.74   	  1.73   	   0.00		 47.08   	 -61.04		
 54.63   	-167.54   	  1.73   	  20.35		 46.84   	 -55.95		
 57.37   	-166.02   	  1.81   	  40.69		 46.61   	 -55.95		
 58.29   	-167.54   	  1.97   	  50.86		 46.39   	 -50.86		
 55.54   	-182.19   	  2.18   	  55.95		 46.18   	 -50.86		
 72.02   	-214.23   	  2.40   	  61.04		 45.98   	 -50.86		
120.54   	-274.35   	  2.64   	  61.04		 45.78   	 -45.78		
187.68   	-330.81   	  2.89   	  50.86		 45.59   	 -45.78		
278.32   	-328.98   	  3.09   	  55.95		 45.41   	 -45.78		
367.74   	-236.21   	  3.32   	  55.95		 45.23   	 -50.86		
406.19   	 36.62   	  3.54   	  61.04		 45.03   	 -45.78		
366.21   	445.86   	  3.78   	  45.78		 44.84   	 -45.78		
167.24   	895.39   	  3.97   	  25.43		 44.66   	 -40.69		
-168.46   	1323.55(R)	  4.07(E)	 -15.26		 44.50   	 -50.86		
-799.56   	1308.59   	  4.01   	 -20.35		 44.29   	 -50.86		
-839.84   	832.21   	  3.93   	 -30.52		 44.09   	 -45.78		
-665.28   	392.76   	  3.80   	 -25.43		 43.91   	 -40.69		
-442.81   	 20.14   	  3.70   	 -20.35		 43.74   	 -40.69		
-293.27   	-140.38   	  3.62   	 -10.17		 43.58   	 -35.61		
-254.52   	-47.00   	  3.58   	  -5.09		 43.44   	 -40.69		
-306.40   	-111.39   	  3.56   	   5.09		 43.28   	 -35.61		
-339.36   	-200.20   	  3.58   	  10.17		 43.13   	 -35.61		
-351.26   	-266.42   	  3.62   	  15.26		 42.99   	 -35.61		
-341.49   	-357.36   	  3.68   	  10.17		 42.85   	 -30.52		
-327.15   	-410.46   	  3.72   	  10.17		 42.73   	 -30.52		
-334.47   	-466.31   	  3.76   	   5.09		 42.60   	 -35.61		
-338.75   	-510.86   	  3.78   	  15.26		 42.46   	 -35.61		
-317.38   	-566.71   	  3.85   	  25.43		 42.32   	 -30.52		
-292.05   	-563.05   	  3.95   	  40.69		 42.20   	 -30.52		
-267.03   	-504.15   	  4.11   	  61.04		 42.08   	 -30.52		
-222.47   	-424.80   	  4.35   	  71.21		 41.95   	 -35.61		
-169.37   	-325.93   	  4.64   	  76.30		 41.81   	 -25.43		
-109.25   	-236.82   	  4.94   	  66.12		 41.71   	 -30.52		
-36.62   	-139.77   	  5.21   	  50.86		 41.59   	 -30.52		
 18.92   	-71.11   	  5.41   	  40.69		 41.46   	 -35.61		
 45.47   	-45.47   	  5.57   	  40.69		 41.32   	 -30.52		
 52.19   	-25.63   	  5.74   	  55.95		 41.20   	 -25.43		
 45.17   	-26.25   	  5.96   	  76.30		 41.10   	 -25.43		
 40.59   	-27.77   	  6.27   	 162.77		 41.00   	 -30.52		
 55.24   	-10.07   	  6.92   	 178.03		 40.87   	 -30.52		
 56.76   	 -3.36   	  7.63   	 178.03		 40.75   	 -25.43		
 65.00   	 13.12   	  8.34   	 172.94		 40.65   	 -25.43		
 68.36   	 21.97   	  9.03   	 162.77		 40.55   	 -25.43		
 66.83   	 25.02   	  9.68   	 188.20		 40.45   	 -25.43		
 69.58   	 33.57   	 10.44   	 233.98		 40.35   	 -20.35		
 66.22   	 38.76   	 11.37   	 279.75		 40.26   	 -20.35		
 63.78   	 42.11   	 12.49   	 284.84		 40.18   	 -15.26		
 68.97   	 55.54   	 13.63   	 269.58		 40.12   	 -20.35		
 72.33   	 67.44   	 14.71   	 249.24		 40.04   	 -15.26		
 74.77   	 79.35   	 15.71   	 213.63		 39.98   	 -15.26		
 81.18   	 97.35   	 16.56   	 167.85		 39.92   	 -20.35		
 78.74   	104.06   	 17.23   	 127.16		 39.84   	 -15.26		
 75.68   	108.34   	 17.74   	  91.56		 39.78   	 -20.35		
 79.96   	118.71   	 18.11   	 122.07		 39.69   	 -20.35		
 74.77   	123.90   	 18.60   	 178.03		 39.61   	 -20.35		
 75.99   	135.80   	 19.31   	 193.29		 39.53   	 -20.35		
 83.62   	156.56   	 20.08   	 208.54		 39.45   	 -25.43		
 81.79   	170.59   	 20.92   	 218.72		 39.35   	 -25.43		
 83.31   	187.07   	 21.79   	 223.80		 39.25   	 -20.35		
 83.92   	202.03   	 22.69   	 203.46		 39.17   	 -20.35		
 83.92   	216.98   	 23.50   	 188.20		 39.08   	 -20.35		
 87.89   	235.90   	 24.25   	 147.51		 39.00   	 -25.43		
 86.36   	253.60   	 24.84   	 111.90		 38.90   	 -15.26		
 88.81   	275.57   	 25.29   	  76.30		 38.84   	 -20.35		
 83.62   	319.52   	 25.60   	  61.04		 38.76   	 -15.26		
 91.55   	350.65   	 25.84   	  50.86		 38.70   	 -15.26		
 93.08   	377.50   	 26.04   	  61.04		 38.64   	 -15.26		
 94.30   	407.10   	 26.29   	  66.12		 38.58   	  -5.09		
100.71   	441.89   	 26.55   	  71.21		 38.56(D)	   0.00		
102.54   	469.97   	 26.84   	  66.12		 38.56   	   5.09		
106.81   	501.10   	 27.10   	  50.86		 38.58   	  15.26		
110.47   	527.65   	 27.30   	  50.86		 38.64   	  30.52		
116.58   	548.40   	 27.51   	  55.95		 38.76   	  55.95		
122.99   	567.02   	 27.73   	  30.52		 38.98   	  86.47		
130.00   	577.39   	 27.85   	  20.35		 39.33   	 147.51		
139.16   	577.70   	 27.93   	  10.17		 39.92   	 213.63		
149.54   	568.54   	 27.98(S)	  -5.09		 40.77   	 269.58		
156.25   	545.04   	 27.96   	 -15.26		 41.85   	 305.19		
158.69   	508.42   	 27.89   	 -15.26		 43.07   	 305.19		
164.79   	468.75   	 27.83   	 -10.17		 44.29   	 284.84		
165.41   	419.92   	 27.79   	   0.00		 45.43   	 269.58		
159.61   	362.55   	 27.79   	   0.00		 46.51   	 233.98		
161.13   	311.28   	 27.79   	   0.00		 47.45   	 188.20		
155.64   	254.21   	 27.79   	  -5.09		 48.20   	 147.51		
146.79   	201.11   	 27.77   	 -15.26		 48.79   	 122.07		
143.43   	157.47   	 27.71   	 -25.43		 49.28   	 111.90		
133.06   	110.78   	 27.61   	 -30.52		 49.73   	 116.99		
128.48   	 76.60   	 27.49   	 -50.86		 50.19   	 111.90		
124.21   	 43.03   	 27.28   	 -66.12		 50.64   	 101.73		
116.27   	 -5.80   	 27.02   	 -71.21		 51.05   	 101.73		
109.56   	-28.08   	 26.73   	 -66.12		 51.45   	 106.82		
102.84   	-44.56   	 26.47   	 -61.04		 51.88   	 116.99		
102.54   	-54.02   	 26.23   	 -55.95		 52.35   	 122.07		
 96.44   	-67.14   	 26.00   	 -50.86		 52.84   	 127.16		
 91.86   	-75.68   	 25.80   	 -45.78		 53.35   	 122.07		
 93.08   	-78.13   	 25.62   	 -40.69		 53.83   	 127.16		
 93.99   	-79.96   	 25.45   	 -35.61		 54.34   	 127.16		
 92.77   	-84.84   	 25.31   	 -40.69		 54.85   	 137.33		
 93.99   	-84.84   	 25.15   	 -45.78		 55.40   	 142.42		
 94.60   	-85.45   	 24.96   	 -50.86		 55.97   	 127.16		
 91.86   	-90.33   	 24.76   	 -50.86		 56.48   	 111.90		
 92.47   	-88.50   	 24.56   	 -66.12		 56.93   	 111.90		
 92.77   	-89.11   	 24.29   	 -71.21		 57.38   	 137.33		
 95.21   	-91.86   	 24.01   	 -81.38		 57.92   	 142.42		
 96.44   	-93.69   	 23.68   	 -91.56		 58.49   	 106.82		
 97.05   	-96.74   	 23.32   	 -91.56		 58.92   	  55.95		
100.71   	-101.93   	 22.95   	 -81.38		 59.15   	  86.47		
102.23   	-103.45   	 22.62   	 -76.30		 59.49   	 162.77		
100.71   	-105.29   	 22.32   	 -81.38		 60.14   	 122.07		
100.71   	-108.64   	 21.99   	 -86.47		 60.63   	 -61.04		
103.45   	-107.12   	 21.65   	 -81.38		 60.39   	-101.73		
101.62   	-112.92   	 21.32   	-101.73		 59.98   	  96.64		
100.40   	-118.10   	 20.92   	-157.68		 60.37   	 223.80		
103.45   	-117.80   	 20.28   	-218.72		 61.26   	   5.09		
 99.79   	-122.99   	 19.41   	-259.41		 61.28   	-172.94		
102.84   	-118.41   	 18.37   	-289.93		 60.59   	  20.35		
108.03   	-114.75   	 17.21   	-295.01		 60.67   	 198.37		
114.75   	-110.17   	 16.03   	-284.84		 61.46   	  71.21		
117.49   	-105.29   	 14.89   	-259.41		 61.75(S)	 -91.56		
114.75   	-104.98   	 13.86   	-228.89		 61.38   	 -45.78		
115.66   	-101.01   	 12.94   	-188.20		 61.20   	  20.35		
112.92   	-102.23   	 12.19   	-157.68		 61.28   	   5.09		
112.00   	-102.23   	 11.56   	-122.07		 61.30   	 -25.43		
115.66   	-101.93   	 11.07   	-101.73		 61.20   	-106.82		
116.88   	-104.98   	 10.66   	 -96.64		 60.77   	 -96.64		
116.58   	-105.29   	 10.27   	-101.73		 60.39   	 -25.43		
114.75   	-109.86   	  9.87   	-106.82		 60.28   	 -40.69		
116.58   	-110.47   	  9.44   	-127.16		 60.12   	 -96.64		
114.14   	-115.36   	  8.93   	-142.42		 59.74   	-147.51		
112.61   	-117.80   	  8.36   	-162.77		 59.15   	-152.59		
115.66   	-116.88   	  7.71   	-178.03		 58.53   	-127.16		
115.05   	-118.71   	  7.00   	-183.11		 58.03   	-111.90		
119.02   	-117.49   	  6.27   	-178.03		 57.58   	-122.07		
124.51   	-124.82   	  5.55   	-172.94		 57.09   	-116.99		
127.87   	-140.99   	  4.86   	-162.77		 56.62   	-116.99		
139.77   	-145.26   	  4.21   	-137.33		 56.15   	-127.16		
149.54   	-148.62   	  3.66   	-122.07		 55.65   	-127.16		
159.00   	-142.52   	  3.17   	 -96.64		 55.14   	-116.99		
174.56   	-119.63   	  2.79   	 -86.47		 54.67   	 -96.64		
180.66   	-104.98   	  2.44   	 -66.12		 54.28   	 -86.47		
183.72   	-88.20   	  2.18   	 -55.95		 53.94   	 -76.30		
191.65   	-64.09   	  1.95   	 -50.86		 53.63   	 -76.30		
203.55   	-33.87   	  1.75   	 -50.86		 53.33   	 -81.38		
210.27   	 -5.80   	  1.55   	 -55.95		 53.00   	 -81.38		
220.95   	 15.87   	  1.32   	 -55.95		 52.68   	 -55.95		
232.24   	 21.97   	  1.10   	 -55.95		 52.45   	 -40.69		
230.71   	 12.82   	  0.87   	 -55.95		 52.29   	 -55.95		
220.64   	 -2.75   	  0.65   	 -40.69		 52.06   	 -91.56		
211.49   	-25.63   	  0.49   	 -25.43		 51.70   	 -86.47		
193.48   	-36.93   	  0.39(D)	   0.00		 51.35   	 -66.12		
166.63   	-56.76   	  0.39   	  20.35		 51.09   	 -55.95		
155.94   	-74.16   	  0.47   	  40.69		 50.86   	 -66.12		
152.28   	-83.62   	  0.63   	  55.95		 50.60   	 -71.21		
142.82   	-93.08   	  0.85   	  61.04		 50.32   	 -76.30		
143.13   	-111.39   	  1.10   	  50.86		 50.01   	 -76.30		
131.23   	-132.45   	  1.30   	  40.69		 49.70   	 -55.95		
109.86   	-150.15   	  1.46   	  25.43		 49.48   	 -61.04		
 93.08   	-166.63   	  1.57   	  20.35		 49.24   	 -66.12		
 75.38   	-177.92   	  1.65   	  10.17		 48.97   	 -71.21		
 72.63   	-164.79   	  1.69   	  10.17		 48.69   	 -66.12		
 74.46   	-156.56   	  1.73   	   0.00		 48.42   	 -71.21		
 72.63   	-162.66   	  1.73   	   0.00		 48.14   	 -66.12		
 74.46   	-157.78   	  1.73   	  -5.09		 47.87   	 -66.12		
 72.02   	-157.47   	  1.71   	 -15.26		 47.61   	 -66.12		
 66.83   	-162.05   	  1.65   	 -25.43		 47.34   	 -61.04		
 70.50   	-156.86   	  1.55   	 -25.43		 47.10   	 -66.12		
 71.11   	-158.39   	  1.44   	 -15.26		 46.84   	 -61.04		
 67.44   	-166.32   	  1.38   	   0.00		 46.59   	 -55.95		
 77.82   	-189.82   	  1.38   	  25.43		 46.37   	 -55.95		
118.71   	-245.06   	  1.49   	  45.78		 46.14   	 -61.04		
187.38   	-300.60   	  1.67   	  71.21		 45.90   	 -55.95		
272.22   	-312.81   	  1.95   	  81.38		 45.68   	 -50.86		
372.31   	-244.75   	  2.28   	  81.38		 45.47   	 -45.78		
430.60   	-13.73   	  2.60   	  71.21		 45.29   	 -50.86		
407.10   	368.35   	  2.89   	  76.30		 45.09   	 -45.78		
233.15   	804.44   	  3.19   	  76.30		 44.90   	 -50.86		
-88.20   	1238.10   	  3.50   	  76.30		 44.70   	 -40.69		
-473.33   	1452.94(R)	  3.80   	  55.95		 44.54   	 -45.78		
-861.21   	895.08   	  4.03   	  35.61		 44.35   	 -40.69		
-723.57   	444.34   	  4.17   	  15.26		 44.19   	 -45.78		
-501.10   	 68.36   	  4.23   	 -15.26		 44.01   	 -40.69		
-333.56   	-148.01   	  4.17   	 -30.52		 43.85   	 -40.69		
-273.13   	-65.61   	  4.05   	 -30.52		 43.68   	 -40.69		
-312.81   	-83.62   	  3.93   	 -40.69		 43.52   	 -35.61		
-345.15   	-173.34   	  3.76   	 -30.52		 43.38   	 -35.61		
-357.06   	-226.14   	  3.64   	 -25.43		 43.23   	 -30.52		
-346.98   	-311.58   	  3.54   	 -10.17		 43.11   	 -35.61		
-322.88   	-358.28   	  3.50   	  10.17		 42.97   	 -35.61		
-331.12   	-419.92   	  3.54   	  20.35		 42.83   	 -35.61		
-339.97   	-469.36   	  3.62   	  40.69		 42.69   	 -30.52		
-322.27   	-532.53   	  3.78   	  61.04		 42.56   	 -35.61		
-301.21   	-563.05   	  4.03   	  81.38		 42.42   	 -35.61		
-275.88   	-522.16   	  4.35   	  91.56		 42.28   	 -30.52		
-229.80   	-448.91   	  4.72   	  81.38		 42.16   	 -30.52		
-179.14   	-358.89   	  5.05   	  55.95		 42.03   	 -30.52		
-118.71   	-264.89   	  5.27   	  30.52		 41.91   	 -35.61		
-46.69   	-170.59   	  5.39   	   0.00		 41.77   	 -35.61		
 10.07   	-96.44   	  5.39   	 -15.26		 41.63   	 -30.52		
 45.17   	-63.48   	  5.33   	 -15.26		 41.51   	 -30.52		
 54.02   	-39.98   	  5.27   	  10.17		 41.38   	 -30.52		
 47.00   	-35.40   	  5.31   	  45.78		 41.26   	 -25.43		
 48.83   	-27.77   	  5.49   	  91.56		 41.16   	 -30.52		
 53.10   	-18.01   	  5.86   	 208.54		 41.04   	 -25.43		
 66.83   	 12.51   	  6.69   	 208.54		 40.94   	 -35.61		
 65.92   	 23.80   	  7.53   	 193.29		 40.79   	 -20.35		
 65.92   	 31.13   	  8.30   	 193.29		 40.71   	 -20.35		
 66.83   	 36.01   	  9.07   	 223.80		 40.63   	 -25.43		
 67.75   	 43.95   	  9.97   	 264.50		 40.53   	 -25.43		
 67.75   	 49.74   	 11.03   	 284.84		 40.43   	 -15.26		
 68.05   	 57.37   	 12.17   	 279.75		 40.37   	 -20.35		
 73.55   	 67.14   	 13.29   	 259.41		 40.28   	 -20.35		
 75.07   	 71.11   	 14.32   	 244.15		 40.20   	 -15.26		
 79.35   	 80.57   	 15.30   	 228.89		 40.14   	 -20.35		
 82.09   	 91.86   	 16.22   	 228.89		 40.06   	 -15.26		
 81.18   	101.32   	 17.13   	 223.80		 40.00   	 -20.35		
 83.92   	114.44   	 18.03   	 198.37		 39.92   	 -20.35		
 84.53   	125.43   	 18.82   	 147.51		 39.84   	 -25.43		
 83.92   	136.72   	 19.41   	  96.64		 39.74   	 -20.35		
 85.75   	146.18   	 19.80   	  96.64		 39.65   	 -20.35		
 86.98   	156.86   	 20.18   	 142.42		 39.57   	 -25.43		
 86.67   	175.78   	 20.75   	 162.77		 39.47   	 -25.43		
 89.72   	194.40   	 21.40   	 172.94		 39.37   	 -20.35		
 92.16   	215.76   	 22.10   	 183.11		 39.29   	 -15.26		
 88.81   	239.56   	 22.83   	 188.20		 39.23   	 -20.35		
 90.33   	257.26   	 23.58   	 183.11		 39.15   	 -25.43		
 92.77   	279.85   	 24.31   	 178.03		 39.04   	 -15.26		
 90.64   	302.12   	 25.03   	 152.59		 38.98   	 -15.26		
 91.55   	321.04   	 25.64   	 116.99		 38.92   	 -20.35		
 98.88   	384.22   	 26.10   	  86.47		 38.84   	 -15.26		
 99.18   	412.29   	 26.45   	  61.04		 38.78   	 -10.17		
100.71   	444.34   	 26.69   	  40.69		 38.74   	  -5.09		
106.20   	476.38   	 26.86   	  25.43		 38.72(D)	   0.00		
109.86   	504.15   	 26.96   	  15.26		 38.72   	   5.09		
109.25   	528.26   	 27.02   	  15.26		 38.74   	  15.26		
115.97   	555.11   	 27.08   	  30.52		 38.80   	  35.61		
122.38   	576.17   	 27.20   	  35.61		 38.94   	  61.04		
124.82   	588.68   	 27.34   	  40.69		 39.19   	 106.82		
131.23   	592.65   	 27.51   	  40.69		 39.61   	 167.85		
142.21   	589.90   	 27.67   	  35.61		 40.28   	 239.06		
147.40   	571.90   	 27.81   	  30.52		 41.24   	 300.10		
146.18   	537.41   	 27.93   	  20.35		 42.44   	 325.53		
154.42   	503.85   	 28.02   	  10.17		 43.74   	 315.36		
163.88   	467.22   	 28.06(S)	  -5.09		 45.00   	 300.10		
162.05   	416.87   	 28.04   	 -20.35		 46.21   	 269.58		
165.10   	370.79   	 27.96   	 -25.43		 47.28   	 228.89		
166.32   	322.88   	 27.85   	 -30.52		 48.20   	 172.94		
157.47   	268.25   	 27.73   	 -40.69		 48.89   	 137.33		
153.20   	219.42   	 27.57   	 -45.78		 49.44   	 122.07		
146.48   	171.20   	 27.39   	 -40.69		 49.93   	 116.99		
140.99   	129.39   	 27.22   	 -40.69		 50.40   	 116.99		
133.06   	 89.72   	 27.06   	 -45.78		 50.86   	 111.90		
125.12   	 54.93   	 26.88   	 -50.86		 51.31   	 101.73		
126.65   	 34.79   	 26.67   	 -50.86		 51.72   	 111.90		
116.27   	-15.26   	 26.47   	 -40.69		 52.17   	 116.99		
114.14   	-31.43   	 26.31   	 -40.69		 52.63   	 132.25		
107.42   	-49.74   	 26.14   	 -30.52		 53.16   	 137.33		
104.37   	-62.87   	 26.02   	 -30.52		 53.71   	 132.25		
104.06   	-69.27   	 25.90   	 -10.17		 54.24   	 137.33		
103.15   	-72.63   	 25.86   	  25.43		 54.79   	 142.42		
104.98   	-78.13   	 25.96   	  50.86		 55.36   	 152.59		
104.68   	-84.23   	 26.16   	  76.30		 55.97   	 157.68		
103.76   	-87.89   	 26.47   	  81.38		 56.60   	 152.59		
103.76   	-93.69   	 26.80   	  55.95		 57.21   	 132.25		
102.54   	-97.66   	 27.02   	   5.09		 57.74   	 116.99		
102.84   	-99.18   	 27.04   	 -45.78		 58.21   	 132.25		
102.84   	-100.10   	 26.86   	 -96.64		 58.74   	 152.59		
107.12   	-98.57   	 26.47   	-147.51		 59.35   	 127.16		
109.25   	-97.66   	 25.88   	-178.03		 59.86   	  45.78		
105.90   	-99.49   	 25.17   	-198.37		 60.04   	  61.04		
110.17   	-97.96   	 24.37   	-208.54		 60.28   	 162.77		
110.17   	-101.93   	 23.54   	-198.37		 60.94   	 157.68		
105.29   	-110.47   	 22.75   	-193.29		 61.57   	 -40.69		
108.34   	-113.22   	 21.97   	-188.20		 61.40   	-142.42		
108.34   	-119.63   	 21.22   	-167.85		 60.83   	  55.95		
109.25   	-119.02   	 20.55   	-132.25		 61.06   	 279.75		
111.69   	-118.10   	 20.02   	-127.16		 62.18   	 127.16		
113.22   	-116.88   	 19.51   	-152.59		 62.69   	-111.90		
115.66   	-113.22   	 18.90   	-193.29		 62.24   	 -10.17		
111.08   	-119.93   	 18.13   	-223.80		 62.20   	 137.33		
112.00   	-120.54   	 17.23   	-249.24		 62.75   	  35.61		
117.49   	-119.32   	 16.24   	-254.32		 62.89(S)	-101.73		
113.22   	-126.04   	 15.22   	-249.24		 62.48   	 -71.21		
116.27   	-122.68   	 14.22   	-233.98		 62.20   	  61.04		
122.68   	-119.02   	 13.29   	-203.46		 62.44   	  66.12		
119.32   	-121.46   	 12.47   	-172.94		 62.71   	 -61.04		
121.15   	-119.93   	 11.78   	-142.42		 62.46   	-157.68		
122.99   	-119.63   	 11.21   	-116.99		 61.83   	-127.16		
120.54   	-122.38   	 10.74   	-101.73		 61.32   	 -35.61		
118.10   	-122.68   	 10.34   	-106.82		 61.18   	   0.00		
117.80   	-122.68   	  9.91   	-111.90		 61.18   	 -55.95		
115.05   	-128.17   	  9.46   	-127.16		 60.96   	-132.25		
112.92   	-129.70   	  8.95   	-147.51		 60.43   	-147.51		
112.92   	-130.92   	  8.36   	-162.77		 59.84   	-116.99		
115.66   	-132.45   	  7.71   	-183.11		 59.37   	-122.07		
119.63   	-127.56   	  6.98   	-183.11		 58.88   	-101.73		
120.24   	-130.62   	  6.25   	-183.11		 58.47   	 -91.56		
128.78   	-134.28   	  5.51   	-178.03		 58.11   	-122.07		
136.72   	-146.79   	  4.80   	-162.77		 57.62   	-152.59		
141.60   	-154.72   	  4.15   	-147.51		 57.01   	-152.59		
155.94   	-155.94   	  3.56   	-122.07		 56.40   	-127.16		
167.24   	-151.37   	  3.07   	-111.90		 55.89   	 -96.64		
179.75   	-132.45   	  2.62   	-101.73		 55.50   	 -71.21		
191.35   	-117.49   	  2.22   	 -91.56		 55.22   	 -86.47		
192.87   	-100.10   	  1.85   	 -86.47		 54.87   	-132.25		
201.72   	-74.77   	  1.51   	 -76.30		 54.34   	-111.90		
214.84   	-39.37   	  1.20   	 -66.12		 53.90   	 -66.12		
220.03   	 -9.77   	  0.94   	 -61.04		 53.63   	 -45.78		
238.04   	 15.26   	  0.69   	 -40.69		 53.45   	 -66.12		
252.99   	 26.55   	  0.53   	 -30.52		 53.18   	 -81.38		
244.14   	  8.54   	  0.41   	 -15.26		 52.86   	 -71.21		
239.87   	 -6.10   	  0.35   	 -10.17		 52.57   	 -45.78		
228.58   	-32.04   	  0.31(D)	   5.09		 52.39   	 -50.86		
196.84   	-60.73   	  0.33   	  20.35		 52.19   	 -86.47		
176.09   	-78.74   	  0.41   	  30.52		 51.84   	-106.82		
164.79   	-99.79   	  0.53   	  45.78		 51.41   	 -91.56		
159.30   	-111.39   	  0.71   	  50.86		 51.05   	 -71.21		
155.33   	-110.47   	  0.92   	  55.95		 50.76   	 -66.12		
152.28   	-125.43   	  1.14   	  50.86		 50.50   	 -76.30		
143.43   	-133.97   	  1.34   	  45.78		 50.19   	 -86.47		
116.88   	-148.93   	  1.53   	  30.52		 49.85   	 -81.38		
 97.05   	-164.18   	  1.65   	  15.26		 49.52   	 -66.12		
 85.14   	-169.37   	  1.71   	   0.00		 49.26   	 -50.86		
 74.16   	-166.93   	  1.71   	 -10.17		 49.05   	 -45.78		
 75.68   	-164.49   	  1.67   	 -20.35		 48.87   	 -55.95		
 79.04   	-168.15   	  1.59   	 -30.52		 48.65   	 -76.30		
 75.07   	-171.51   	  1.46   	 -25.43		 48.34   	 -76.30		
 72.02   	-170.90   	  1.36   	 -25.43		 48.04   	 -71.21		
 70.50   	-169.37   	  1.26   	  -5.09		 47.75   	 -55.95		
 70.80   	-165.10   	  1.24   	  15.26		 47.53   	 -50.86		
 74.46   	-159.00   	  1.30   	  35.61		 47.32   	 -55.95		
 75.38   	-161.13   	  1.44   	  55.95		 47.10   	 -66.12		
 80.26   	-187.38   	  1.67   	  66.12		 46.84   	 -61.04		
121.46   	-238.95   	  1.93   	  71.21		 46.59   	 -55.95		
192.26   	-297.85   	  2.22   	  61.04		 46.37   	 -50.86		
274.35   	-319.52   	  2.46   	  45.78		 46.16   	 -50.86		
378.42   	-252.69   	  2.64   	  25.43		 45.96   	 -50.86		
442.81   	-24.72   	  2.75   	  20.35		 45.76   	 -50.86		
416.87   	354.92   	  2.83   	  15.26		 45.55   	 -50.86		
242.00   	794.68   	  2.89   	  15.26		 45.35   	 -45.78		
-79.96   	1228.94   	  2.95   	  35.61		 45.17   	 -45.78		
-472.11   	1443.48(R)	  3.09(E)	  55.95		 44.98   	 -40.69		
-881.04   	887.76   	  3.32   	  50.86		 44.82   	 -45.78		
-744.63   	437.01   	  3.52   	  30.52		 44.64   	 -45.78		
-523.38   	 63.48   	  3.64   	  20.35		 44.46   	 -40.69		
