SAMPLE NUMBER:   25
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		
-108.03   	-541.08   	 13.20   	 213.63		 61.18   	 -45.78		
-100.40   	-534.97   	 14.06   	 254.32		 61.00   	 -81.38		
-93.69   	-525.51   	 15.08   	 274.67		 60.67   	 -66.12		
-91.25   	-520.32   	 16.17   	 284.84		 60.41   	 -35.61		
-92.77   	-520.63   	 17.31   	 284.84		 60.26   	 -15.26		
-95.21   	-523.68   	 18.45   	 269.58		 60.20   	 -25.43		
-96.74   	-526.43   	 19.53   	 264.50		 60.10   	 -50.86		
-96.74   	-527.34   	 20.59   	 244.15		 59.90   	 -86.47		
-96.44   	-526.73   	 21.57   	 213.63		 59.55   	 -71.21		
-95.83   	-526.12   	 22.42   	 178.03		 59.27   	 -25.43		
-95.52   	-526.43   	 23.13   	 147.51		 59.17   	  -5.09		
-95.52   	-527.34   	 23.72   	 106.82		 59.15   	 -25.43		
-95.52   	-527.95   	 24.15   	  76.30		 59.04   	 -66.12		
-95.83   	-527.95   	 24.46   	  55.95		 58.78   	 -86.47		
-95.52   	-527.34   	 24.68   	  45.78		 58.43   	 -71.21		
-95.52   	-527.65   	 24.86   	  45.78		 58.15   	 -40.69		
-96.13   	-529.79   	 25.05   	  61.04		 57.99   	 -20.35		
-97.05   	-533.45   	 25.29   	  66.12		 57.90   	 -25.43		
-97.96   	-537.41   	 25.55   	  81.38		 57.80   	 -40.69		
-98.57   	-539.25   	 25.88   	  91.56		 57.64   	 -25.43		
-98.27   	-537.41   	 26.25   	  91.56		 57.54(D)	  20.35		
-96.44   	-532.53   	 26.61   	 106.82		 57.62   	  55.95		
-92.77   	-526.43   	 27.04   	 101.73		 57.84   	 127.16		
-87.89   	-520.94   	 27.45   	 101.73		 58.35   	 228.89		
-82.40   	-516.66   	 27.85   	  96.64		 59.27   	 345.88		
-78.13   	-512.70   	 28.24   	  96.64		 60.65   	 437.43		
-74.77   	-508.12   	 28.63   	  76.30		 62.40   	 488.30		
-72.63   	-502.93   	 28.93   	  71.21		 64.35   	 478.13		
-71.11   	-498.35   	 29.22   	  55.95		 66.27   	 437.43		
-69.58   	-494.38   	 29.44   	  55.95		 68.02   	 406.92		
-67.14   	-490.42   	 29.66   	  45.78		 69.64   	 381.48		
-63.78   	-486.15   	 29.85   	  40.69		 71.17   	 381.48		
-59.81   	-480.65   	 30.01   	  40.69		 72.70   	 381.48		
-55.85   	-474.55   	 30.17   	  35.61		 74.22   	 376.40		
-52.49   	-468.44   	 30.32   	  35.61		 75.73   	 356.05		
-49.13   	-462.65   	 30.46   	  40.69		 77.15   	 310.27		
-45.17   	-457.15   	 30.62   	  35.61		 78.39   	 274.67		
-40.28   	-450.74   	 30.76   	  30.52		 79.49   	 295.01		
-34.79   	-442.81   	 30.88   	  40.69		 80.67   	 345.88		
-29.91   	-433.96   	 31.05   	  40.69		 82.05   	 412.00		
-26.25   	-425.42   	 31.21   	  40.69		 83.70   	 467.95		
-24.41   	-417.48   	 31.37   	  35.61		 85.57   	 473.04		
-23.50   	-411.07   	 31.52   	  35.61		 87.47   	 447.61		
-22.28   	-405.58   	 31.66   	  25.43		 89.26   	 386.57		
-20.75   	-401.31   	 31.76   	  25.43		 90.80   	 325.53		
-19.53   	-398.25   	 31.86   	  25.43		 92.11   	 264.50		
-18.62   	-396.42   	 31.96   	  20.35		 93.16   	 239.06		
-19.23   	-395.81   	 32.04   	  20.35		 94.12   	 223.80		
-20.45   	-396.12   	 32.13   	  20.35		 95.01   	 203.46		
-21.97   	-397.34   	 32.21   	  20.35		 95.83   	 147.51		
-24.11   	-400.09   	 32.29   	  15.26		 96.42   	 101.73		
-27.47   	-405.27   	 32.35   	  15.26		 96.83   	  61.04		
-33.57   	-413.82   	 32.41   	   5.09		 97.07   	  30.52		
-41.81   	-425.72   	 32.43(S)	  -5.09		 97.19   	  25.43		
-52.19   	-440.37   	 32.41   	  -5.09		 97.29   	  20.35		
-63.48   	-456.54   	 32.39   	 -10.17		 97.37   	   5.09		
-75.07   	-474.85   	 32.35   	 -10.17		 97.40(S)	 -55.95		
-86.36   	-494.69   	 32.31   	 -10.17		 97.17   	 -81.38		
-97.96   	-516.36   	 32.27   	 -15.26		 96.85   	 -50.86		
-110.47   	-538.94   	 32.21   	 -15.26		 96.64   	 -25.43		
-123.90   	-561.83   	 32.15   	 -20.35		 96.54   	 -45.78		
-137.94   	-583.80   	 32.06   	 -15.26		 96.36   	 -66.12		
-151.37   	-604.55   	 32.00   	 -15.26		 96.09   	 -55.95		
-161.74   	-622.56   	 31.94   	 -25.43		 95.87   	 -96.64		
-169.07   	-637.82   	 31.84   	 -30.52		 95.48   	 -91.56		
-173.34   	-650.63   	 31.72   	 -30.52		 95.12   	 -45.78		
-176.70   	-662.23   	 31.60   	 -40.69		 94.93   	 -20.35		
-180.36   	-672.91   	 31.43   	 -35.61		 94.85   	 -50.86		
-184.02   	-681.46   	 31.29   	 -35.61		 94.65   	-106.82		
-186.77   	-686.65   	 31.15   	 -30.52		 94.22   	-167.85		
-187.38   	-688.48   	 31.03   	 -35.61		 93.55   	-198.37		
-186.16   	-688.48   	 30.88   	 -30.52		 92.76   	-188.20		
-185.24   	-688.78   	 30.76   	 -40.69		 92.00   	-137.33		
-185.85   	-690.92   	 30.60   	 -50.86		 91.45   	 -86.47		
-188.29   	-695.19   	 30.40   	 -66.12		 91.11   	 -45.78		
-191.65   	-700.38   	 30.13   	 -81.38		 90.93   	 -61.04		
-194.70   	-704.65   	 29.81   	 -96.64		 90.68   	-101.73		
-196.53   	-707.09   	 29.42   	-111.90		 90.27   	-132.25		
-197.45   	-708.31   	 28.97   	-142.42		 89.75   	-142.42		
-198.36   	-709.23   	 28.40   	-167.85		 89.18   	-132.25		
-198.97   	-710.14   	 27.73   	-167.85		 88.65   	-122.07		
-199.58   	-711.36   	 27.06   	-167.85		 88.16   	-122.07		
-200.50   	-712.28   	 26.39   	-167.85		 87.67   	-132.25		
-201.42   	-712.89   	 25.72   	-178.03		 87.14   	-137.33		
-202.33   	-713.50   	 25.00   	-193.29		 86.59   	-122.07		
-202.94   	-714.42   	 24.23   	-193.29		 86.10   	-132.25		
-202.33   	-715.33   	 23.46   	-208.54		 85.57   	-167.85		
-200.81   	-716.25   	 22.62   	-213.63		 84.90   	-208.54		
-198.97   	-716.86   	 21.77   	-233.98		 84.07   	-249.24		
-197.75   	-716.86   	 20.83   	-249.24		 83.07   	-264.50		
-197.45   	-716.55   	 19.84   	-264.50		 82.01   	-239.06		
-197.75   	-715.33   	 18.78   	-274.67		 81.06   	-198.37		
-197.75   	-713.81   	 17.68   	-274.67		 80.26   	-198.37		
-197.14   	-712.89   	 16.58   	-274.67		 79.47   	-188.20		
-195.92   	-712.59   	 15.48   	-259.41		 78.72   	-137.33		
-194.40   	-712.89   	 14.45   	-244.15		 78.17   	 -76.30		
-193.18   	-712.89   	 13.47   	-233.98		 77.86   	 -40.69		
-192.87   	-711.98   	 12.53   	-213.63		 77.70   	 -50.86		
-193.48   	-710.75   	 11.68   	-193.29		 77.50   	 -91.56		
-193.18   	-709.84   	 10.91   	-172.94		 77.13   	 -96.64		
-191.65   	-709.53   	 10.21   	-152.59		 76.74   	 -96.64		
-189.21   	-709.53   	  9.60   	-132.25		 76.36   	 -91.56		
-187.07   	-709.23   	  9.07   	-111.90		 75.99   	 -86.47		
-186.16   	-708.92   	  8.63   	 -91.56		 75.65   	 -96.64		
-186.46   	-709.23   	  8.26   	 -66.12		 75.26   	-101.73		
-187.07   	-710.75   	  8.00   	 -55.95		 74.85   	 -91.56		
-187.07   	-713.20   	  7.77   	 -35.61		 74.49   	 -81.38		
-186.77   	-715.64   	  7.63   	 -25.43		 74.16   	 -76.30		
-186.77   	-717.47   	  7.53   	 -25.43		 73.86   	 -40.69		
-188.29   	-718.38   	  7.43   	 -20.35		 73.69   	 -61.04		
-190.43   	-718.69   	  7.34   	 -20.35		 73.45   	 -86.47		
-192.26   	-718.69   	  7.26   	 -30.52		 73.10   	 -61.04		
-192.87   	-718.08   	  7.14   	 -40.69		 72.86   	 -20.35		
-191.04   	-716.25   	  6.98   	 -30.52		 72.78   	 -25.43		
-187.07   	-710.14   	  6.86   	 -35.61		 72.68   	 -30.52		
-180.97   	-698.55   	  6.71   	 -30.52		 72.55   	 -45.78		
-174.26   	-681.76   	  6.59   	 -25.43		 72.37   	 -66.12		
-164.18   	-640.26   	  6.49   	 -20.35		 72.11   	 -25.43		
-161.74   	-620.12   	  6.41   	 -10.17		 72.00   	 -25.43		
-159.61   	-601.20   	  6.37   	  -5.09		 71.90   	 -25.43		
-156.25   	-583.50   	  6.35   	   5.09		 71.80   	 -40.69		
-152.28   	-568.85   	  6.37   	  10.17		 71.64   	 -30.52		
-148.93   	-558.17   	  6.41   	   5.09		 71.52   	 -30.52		
-149.54   	-554.20   	  6.43   	  10.17		 71.39   	 -55.95		
-154.11   	-556.64   	  6.47   	   5.09		 71.17   	 -71.21		
-160.83   	-563.35   	  6.49   	   0.00		 70.88   	 -45.78		
-165.71   	-570.68   	  6.49   	 -10.17		 70.70   	 -30.52		
-165.10   	-577.70   	  6.45   	 -10.17		 70.58   	 -15.26		
-159.30   	-586.85   	  6.41   	 -15.26		 70.52   	 -10.17		
-152.89   	-604.25   	  6.35   	  -5.09		 70.48   	 -35.61		
-151.37   	-633.24   	  6.33(D)	   5.09		 70.34   	 -55.95		
-158.08   	-671.69   	  6.35   	  10.17		 70.11   	 -71.21		
-170.90   	-709.23   	  6.39   	  20.35		 69.83   	 -55.95		
-185.55   	-735.47   	  6.47   	  25.43		 69.60   	 -25.43		
-197.14   	-746.77   	  6.57   	  35.61		 69.50   	 -25.43		
-204.47   	-748.90   	  6.71   	  30.52		 69.40   	 -40.69		
-208.13   	-750.12   	  6.84   	  30.52		 69.24   	 -50.86		
-209.35   	-755.31   	  6.96   	  25.43		 69.03   	 -61.04		
-209.96   	-762.63   	  7.06   	  20.35		 68.79   	 -76.30		
-210.27   	-767.52   	  7.14   	  10.17		 68.48   	 -66.12		
-210.27   	-768.43   	  7.18   	   0.00		 68.22   	 -25.43		
-209.96   	-766.60   	  7.18   	   5.09		 68.12   	 -10.17		
-209.05   	-764.77   	  7.20   	  -5.09		 68.08   	 -25.43		
-207.82   	-764.16   	  7.18   	  -5.09		 67.98   	 -45.78		
-206.91   	-764.16   	  7.16   	   5.09		 67.79   	 -45.78		
-205.99   	-762.94   	  7.18   	  10.17		 67.61   	 -81.38		
-205.99   	-761.11   	  7.22   	  20.35		 67.28   	-106.82		
-206.30   	-759.58   	  7.30   	  25.43		 66.86   	 -76.30		
-206.91   	-759.28   	  7.41   	  30.52		 66.55   	 -25.43		
-207.82   	-760.80   	  7.53   	  40.69		 66.45   	   5.09		
-209.35   	-762.33   	  7.69   	  35.61		 66.47   	 -25.43		
-210.57   	-762.63   	  7.83   	  25.43		 66.37   	 -61.04		
-210.88   	-760.80   	  7.93   	  25.43		 66.12   	 -86.47		
-209.66   	-757.45   	  8.04   	  15.26		 65.78   	 -81.38		
-208.44   	-756.84   	  8.10   	   0.00		 65.45   	 -40.69		
-210.27   	-764.47   	  8.10   	  -5.09		 65.29   	 -20.35		
-215.45   	-783.08   	  8.08   	 -10.17		 65.21   	 -30.52		
-216.37   	-805.97   	  8.04   	 -20.35		 65.09   	 -25.43		
-195.31   	-810.55   	  7.96   	 -20.35		 64.98   	 -30.52		
-136.72   	-751.65   	  7.87   	 -15.26		 64.86   	 -66.12		
-43.33   	-575.56   	  7.81   	   0.00		 64.60   	-147.51		
 77.21   	165.71   	  7.81   	   5.09		 64.01   	 -35.61		
  6.71   	567.63   	  7.83   	  15.26		 63.87   	 -40.69		
-154.42   	781.86   	  7.89   	  10.17		 63.70   	 -50.86		
-348.82   	680.85   	  7.93   	  15.26		 63.50   	 -35.61		
-503.54   	268.25   	  8.00   	   0.00		 63.36   	 -15.26		
-580.44   	-307.01   	  8.00   	  -5.09		 63.30   	 -30.52		
-588.68   	-831.30   	  7.98   	   0.00		 63.17   	 -50.86		
-562.13   	-1141.05   	  7.98(E)	   5.09		 62.97   	 -76.30		
-524.90   	-1202.09(R)	  8.00   	   5.09		 62.67   	 -66.12		
-481.26   	-1099.55   	  8.02   	   5.09		 62.40   	 -45.78		
-422.36   	-953.37   	  8.04   	  10.17		 62.22   	 -30.52		
-347.29   	-839.23   	  8.08   	  20.35		 62.10   	 -25.43		
-269.17   	-770.87   	  8.16   	  20.35		 61.99   	 -40.69		
-207.21   	-729.68   	  8.24   	  20.35		 61.83   	 -66.12		
-173.65   	-702.21   	  8.32   	  25.43		 61.57   	 -76.30		
-166.32   	-688.17   	  8.42   	  30.52		 61.26   	 -55.95		
-173.65   	-689.39   	  8.55   	  55.95		 61.04   	 -55.95		
-181.88   	-699.16   	  8.77   	  91.56		 60.81   	 -45.78		
-183.11   	-705.57   	  9.14   	 122.07		 60.63   	  -5.09		
-177.31   	-703.74   	  9.62   	 167.85		 60.61   	   0.00		
-169.68   	-696.11   	 10.29   	 203.46		 60.61   	 -40.69		
-165.71   	-688.78   	 11.11   	 239.06		 60.45   	 -76.30		
-166.02   	-684.51   	 12.07   	 269.58		 60.14   	 -81.38		
-168.46   	-682.07   	 13.14   	 289.93		 59.82   	 -55.95		
-169.68   	-679.32   	 14.30   	 295.01		 59.59   	 -20.35		
-169.07   	-675.66   	 15.48   	 284.84		 59.51   	 -15.26		
-167.24   	-671.39   	 16.62   	 279.75		 59.45   	 -25.43		
-165.10   	-667.11   	 17.74   	 254.32		 59.35   	 -50.86		
-163.57   	-663.76   	 18.76   	 228.89		 59.15   	 -61.04		
-162.66   	-661.32   	 19.67   	 208.54		 58.90   	 -66.12		
-162.05   	-659.18   	 20.51   	 178.03		 58.64   	 -61.04		
-160.83   	-656.13   	 21.22   	 152.59		 58.39   	 -66.12		
-159.00   	-651.25   	 21.83   	 127.16		 58.13   	 -40.69		
-156.56   	-645.14   	 22.34   	  96.64		 57.97   	   0.00		
-153.81   	-639.04   	 22.73   	  76.30		 57.97   	   5.09		
-151.67   	-633.54   	 23.03   	  71.21		 57.99   	 -40.69		
-149.23   	-628.36   	 23.32   	  71.21		 57.82   	 -71.21		
-146.79   	-622.86   	 23.60   	  76.30		 57.54   	 -40.69		
-143.74   	-616.46   	 23.91   	  71.21		 57.38(D)	   5.09		
-140.08   	-608.22   	 24.19   	  66.12		 57.40   	  55.95		
-135.50   	-598.75   	 24.46   	  66.12		 57.62   	 116.99		
-130.62   	-588.68   	 24.72   	  61.04		 58.09   	 208.54		
-125.73   	-579.83   	 24.96   	  66.12		 58.92   	 325.53		
-121.46   	-572.51   	 25.23   	  71.21		 60.22   	 417.09		
-118.10   	-566.71   	 25.51   	  71.21		 61.89   	 467.95		
-115.05   	-561.22   	 25.80   	  71.21		 63.76   	 493.39		
-111.69   	-554.81   	 26.08   	  66.12		 65.74   	 462.87		
-107.73   	-545.96   	 26.35   	  71.21		 67.59   	 417.09		
-103.15   	-534.67   	 26.63   	  66.12		 69.26   	 391.66		
-98.27   	-522.46   	 26.90   	  55.95		 70.82   	 417.09		
-93.69   	-509.95   	 27.12   	  50.86		 72.49   	 422.18		
-88.50   	-498.66   	 27.32   	  30.52		 74.18   	 386.57		
-83.01   	-488.28   	 27.45   	  -5.09		 75.73   	 330.62		
-77.21   	-477.91   	 27.43   	 -25.43		 77.05   	 295.01		
-70.80   	-466.61   	 27.32   	   5.09		 78.23   	 295.01		
-64.09   	-453.80   	 27.34   	  10.17		 79.41   	 330.62		
-57.68   	-439.76   	 27.39   	  40.69		 80.73   	 376.40		
-52.49   	-425.11   	 27.55   	  76.30		 82.24   	 406.92		
-48.22   	-411.38   	 27.85   	  76.30		 83.87   	 437.43		
-45.47   	-399.78   	 28.16   	  76.30		 85.62   	 473.04		
-43.95   	-390.01   	 28.46   	  71.21		 87.51   	 483.21		
-42.72   	-381.77   	 28.75   	  61.04		 89.44   	 447.61		
-41.20   	-374.15   	 28.99   	  45.78		 91.23   	 371.31		
-38.76   	-366.21   	 29.18   	  30.52		 92.72   	 295.01		
-35.71   	-357.97   	 29.30   	  15.26		 93.90   	 264.50		
-33.57   	-350.34   	 29.36   	   0.00		 94.95   	 244.15		
-32.65   	-344.24   	 29.36   	 -15.26		 95.93   	 223.80		
-34.18   	-340.27   	 29.30   	 -15.26		 96.83   	 198.37		
-37.23   	-339.05   	 29.24   	 -15.26		 97.62   	 162.77		
-40.59   	-340.27   	 29.18   	   0.00		 98.27   	  86.47		
-43.95   	-344.54   	 29.18   	  10.17		 98.62   	  25.43		
-47.61   	-351.87   	 29.22   	  20.35		 98.72(S)	  -5.09		
-52.80   	-362.24   	 29.30   	  20.35		 98.70   	  -5.09		
-60.12   	-376.28   	 29.38   	  25.43		 98.68   	   5.09		
-69.89   	-392.76   	 29.48   	  20.35		 98.70   	 -30.52		
-82.09   	-411.68   	 29.56   	  15.26		 98.58   	 -40.69		
-96.13   	-433.35   	 29.62   	   5.09		 98.41   	 -35.61		
-111.39   	-457.15   	 29.64(S)	  -5.09		 98.27   	 -76.30		
-126.95   	-481.26   	 29.62   	 -20.35		 97.97   	 -45.78		
-141.30   	-504.15   	 29.54   	 -25.43		 97.78   	  10.17		
-153.50   	-524.29   	 29.44   	 -25.43		 97.82   	  -5.09		
-162.96   	-541.38   	 29.34   	 -25.43		 97.80   	 -55.95		
-170.59   	-556.34   	 29.24   	 -40.69		 97.58   	 -76.30		
-176.70   	-569.76   	 29.07   	 -35.61		 97.27   	 -61.04		
-181.88   	-581.05   	 28.93   	 -25.43		 97.03   	 -45.78		
-185.55   	-589.90   	 28.83   	 -25.43		 96.85   	 -81.38		
-187.99   	-596.01   	 28.73   	 -25.43		 96.52   	-157.68		
-188.90   	-599.98   	 28.63   	 -35.61		 95.89   	-157.68		
-189.51   	-602.42   	 28.48   	 -35.61		 95.26   	-101.73		
-189.82   	-603.33   	 28.34   	 -45.78		 94.85   	 -71.21		
-190.43   	-603.33   	 28.16   	 -55.95		 94.57   	-106.82		
-191.04   	-602.72   	 27.93   	 -66.12		 94.14   	-162.77		
-191.35   	-602.42   	 27.67   	 -91.56		 93.49   	-172.94		
-191.04   	-603.03   	 27.30   	-116.99		 92.80   	-122.07		
-191.04   	-604.25   	 26.84   	-132.25		 92.31   	 -96.64		
-191.04   	-604.55   	 26.31   	-147.51		 91.92   	 -76.30		
-191.04   	-603.33   	 25.72   	-167.85		 91.62   	 -76.30		
-190.43   	-600.28   	 25.05   	-178.03		 91.31   	 -96.64		
-189.21   	-596.92   	 24.33   	-218.72		 90.93   	 -91.56		
-188.29   	-594.18   	 23.46   	-233.98		 90.56   	-106.82		
-188.60   	-592.96   	 22.52   	-233.98		 90.13   	-142.42		
-190.43   	-593.26   	 21.59   	-244.15		 89.56   	-152.59		
-192.26   	-593.57   	 20.61   	-249.24		 88.95   	-142.42		
-192.87   	-593.57   	 19.61   	-264.50		 88.38   	-152.59		
-191.96   	-592.35   	 18.56   	-269.58		 87.77   	-152.59		
-190.12   	-590.52   	 17.48   	-264.50		 87.16   	-142.42		
-188.90   	-588.07   	 16.42   	-264.50		 86.59   	-162.77		
-189.21   	-586.24   	 15.36   	-249.24		 85.94   	-203.46		
-190.73   	-585.02   	 14.36   	-233.98		 85.13   	-239.06		
-191.35   	-583.50   	 13.43   	-213.63		 84.17   	-264.50		
-190.43   	-581.67   	 12.57   	-188.20		 83.11   	-259.41		
-188.90   	-579.53   	 11.82   	-172.94		 82.07   	-249.24		
-187.99   	-577.39   	 11.13   	-162.77		 81.08   	-203.46		
-187.99   	-575.56   	 10.48   	-147.51		 80.26   	-132.25		
-188.60   	-574.34   	  9.89   	-142.42		 79.74   	 -76.30		
-188.60   	-572.81   	  9.32   	-147.51		 79.43   	 -45.78		
-187.38   	-571.29   	  8.73   	-142.42		 79.25   	 -45.78		
-185.55   	-569.46   	  8.16   	-132.25		 79.06   	 -71.21		
-184.02   	-567.32   	  7.63   	-111.90		 78.78   	 -91.56		
-183.72   	-565.19   	  7.18   	 -91.56		 78.41   	-116.99		
-183.72   	-562.44   	  6.82   	 -66.12		 77.94   	-142.42		
-183.11   	-560.00   	  6.55   	 -45.78		 77.38   	-127.16		
-180.97   	-557.56   	  6.37   	 -35.61		 76.87   	 -96.64		
-177.92   	-555.42   	  6.23   	 -15.26		 76.48   	 -86.47		
-174.87   	-554.20   	  6.16   	 -10.17		 76.13   	-106.82		
-172.73   	-552.98   	  6.12   	   0.00		 75.71   	-116.99		
-171.81   	-551.76   	  6.12   	   0.00		 75.24   	 -81.38		
-171.20   	-550.23   	  6.12   	  -5.09		 74.91   	 -25.43		
-169.98   	-548.71   	  6.10   	 -10.17		 74.81   	   0.00		
-168.76   	-548.10   	  6.06(D)	   5.09		 74.81   	 -30.52		
-168.15   	-548.10   	  6.08   	   5.09		 74.69   	 -71.21		
-168.76   	-549.01   	  6.10   	  10.17		 74.40   	 -91.56		
-169.98   	-549.01   	  6.14   	  15.26		 74.04   	 -76.30		
-170.90   	-548.10   	  6.21   	  15.26		 73.73   	 -30.52		
-170.59   	-545.65   	  6.27   	  25.43		 73.61   	 -15.26		
-168.46   	-543.21   	  6.37   	  20.35		 73.55   	 -20.35		
-166.32   	-541.69   	  6.45   	  20.35		 73.47   	 -35.61		
-164.49   	-541.69   	  6.53   	  15.26		 73.33   	 -25.43		
-163.57   	-542.30   	  6.59   	  15.26		 73.22   	 -35.61		
-164.49   	-543.21   	  6.65   	  10.17		 73.08   	 -30.52		
-165.71   	-543.21   	  6.69   	   5.09		 72.96   	 -20.35		
-166.63   	-541.99   	  6.71   	   0.00		 72.88   	 -15.26		
-165.41   	-538.33   	  6.71   	  -5.09		 72.82   	 -40.69		
-161.44   	-532.23   	  6.69   	  -5.09		 72.65   	 -50.86		
-155.03   	-521.85   	  6.67   	 -10.17		 72.45   	 -45.78		
-145.87   	-505.68   	  6.63   	  -5.09		 72.27   	 -40.69		
-136.11   	-484.01   	  6.61   	   5.09		 72.11   	 -50.86		
-127.26   	-458.37   	  6.63   	   5.09		 71.90   	 -45.78		
-120.85   	-432.13   	  6.65   	  15.26		 71.72   	 -40.69		
-116.88   	-408.63   	  6.71   	  20.35		 71.56   	 -35.61		
-114.75   	-388.18   	  6.80   	  25.43		 71.41   	 -45.78		
-112.00   	-369.57   	  6.90   	  25.43		 71.23   	 -30.52		
-108.03   	-353.70   	  7.00   	  30.52		 71.11   	 -35.61		
-104.37   	-341.49   	  7.12   	  30.52		 70.97   	 -45.78		
