SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
-64.39   	-102.84   	 40.69   	 -40.69		  8.50   	 -10.17		
-72.33   	-103.45   	 40.53   	 -45.78		  8.46   	 -20.35		
-75.99   	-101.93   	 40.35   	 -40.69		  8.38   	 -25.43		
-83.31   	-106.51   	 40.18   	 -40.69		  8.28   	 -20.35		
-95.52   	-117.80   	 40.02   	 -30.52		  8.20   	 -15.26		
-108.34   	-130.31   	 39.90   	 -30.52		  8.14   	 -15.26		
-117.19   	-136.72   	 39.78   	 -35.61		  8.08   	   0.00		
-120.24   	-135.50   	 39.63   	 -35.61		  8.08   	   5.09		
-119.63   	-130.00   	 39.49   	 -40.69		  8.10   	  20.35		
-117.80   	-125.73   	 39.33   	 -45.78		  8.18   	  25.43		
-116.58   	-124.82   	 39.15   	 -45.78		  8.28   	  35.61		
-116.27   	-125.73   	 38.96   	 -40.69		  8.42   	  35.61		
-115.97   	-126.04   	 38.80   	 -40.69		  8.57   	  40.69		
-115.66   	-123.90   	 38.64   	 -45.78		  8.73   	  35.61		
-115.05   	-120.54   	 38.45   	 -40.69		  8.87   	  30.52		
-113.83   	-117.19   	 38.29   	 -40.69		  8.99   	  25.43		
-111.39   	-114.75   	 38.13   	 -35.61		  9.09   	  15.26		
-108.03   	-113.22   	 37.99   	 -35.61		  9.16   	  15.26		
-103.45   	-111.08   	 37.84   	 -35.61		  9.22   	  10.17		
-98.88   	-108.64   	 37.70   	 -40.69		  9.26   	  10.17		
-95.21   	-105.90   	 37.54   	 -35.61		  9.30   	  15.26		
-93.38   	-103.15   	 37.40   	 -30.52		  9.36   	  15.26		
-93.08   	-100.10   	 37.27   	 -30.52		  9.42   	  20.35		
-92.47   	-97.66   	 37.15   	 -25.43		  9.50   	  20.35		
-86.36   	-97.66   	 37.05   	 -25.43		  9.58   	  25.43		
-65.31   	-104.68   	 36.95   	 -25.43		  9.68   	  30.52		
-19.53   	-111.69   	 36.85   	 -20.35		  9.81   	  30.52		
 64.09   	-89.42   	 36.76   	 -20.35		  9.93   	  25.43		
195.31   	 12.82   	 36.68   	 -20.35		 10.03   	  25.43		
357.97   	249.02   	 36.60   	 -25.43		 10.13   	  20.35		
486.45   	642.40   	 36.50   	 -30.52		 10.21   	  15.26		
480.04   	1127.93   	 36.38   	 -30.52		 10.27   	  10.17		
253.30   	1555.18   	 36.26   	 -45.78		 10.32   	   0.00		
-784.00   	1719.36(R)	 36.07   	 -20.35		 10.32(E)	   0.00		
-1304.93   	1451.11   	 35.99   	 -20.35		 10.32   	  -5.09		
-1610.41   	1097.11   	 35.91   	 -20.35		 10.29   	  -5.09		
-1660.46   	713.20   	 35.83   	 -30.52		 10.27   	  -5.09		
-1539.00   	246.89   	 35.71   	 -25.43		 10.25   	  -5.09		
-1379.70   	-357.97   	 35.61   	 -25.43		 10.23   	  -5.09		
-1258.54   	-1023.86   	 35.50   	 -25.43		 10.21   	   0.00		
-1138.61   	-1509.09   	 35.40   	 -30.52		 10.21   	   0.00		
-929.87   	-1566.47   	 35.28   	 -25.43		 10.21   	  10.17		
-592.65   	-1163.02   	 35.18   	 -20.35		 10.25   	  20.35		
-198.06   	-532.23   	 35.10   	 -20.35		 10.34   	  25.43		
111.39   	-14.34   	 35.02   	 -25.43		 10.44   	  40.69		
232.85   	181.27   	 34.91   	 -25.43		 10.60   	  66.12		
184.33   	 89.72   	 34.81   	 -20.35		 10.86   	  96.64		
 75.68   	-92.47   	 34.73   	 -25.43		 11.25   	 127.16		
 15.87   	-190.73   	 34.63   	 -25.43		 11.76   	 157.68		
 36.62   	-162.96   	 34.53   	 -20.35		 12.39   	 193.29		
 96.74   	-77.21   	 34.45   	 -25.43		 13.16   	 218.72		
140.08   	-16.48   	 34.34   	 -20.35		 14.04   	 244.15		
