SAMPLE NUMBER:   6
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
350.65   	143.13   	 51.60   	 -30.52		 54.30   	 172.94		
356.14   	150.45   	 51.47   	 -30.52		 54.99   	 188.20		
360.41   	161.74   	 51.35   	 -30.52		 55.75   	 183.11		
362.85   	180.05   	 51.23   	 -25.43		 56.48   	 152.59		
363.16   	202.64   	 51.13   	 -20.35		 57.09   	 122.07		
361.33   	224.61   	 51.05   	 -15.26		 57.58   	 106.82		
357.67   	240.48   	 50.99   	 -15.26		 58.01   	  96.64		
351.56   	249.33   	 50.93   	 -15.26		 58.39   	  81.38		
342.41   	254.21   	 50.86   	   0.00		 58.72   	 101.73		
329.59   	258.79   	 50.86   	  15.26		 59.12   	 116.99		
312.50   	265.20   	 50.93   	  40.69		 59.59   	 142.42		
292.36   	272.22   	 51.09   	  86.47		 60.16   	 157.68		
269.17   	277.40   	 51.43   	 142.42		 60.79   	 178.03		
244.45   	279.54   	 52.00   	 213.63		 61.51   	 178.03		
217.90   	278.63   	 52.86   	 289.93		 62.22   	 178.03		
190.43   	273.44   	 54.02   	 350.97		 62.93   	 183.11		
162.35   	262.76   	 55.42   	 391.66		 63.66   	 183.11		
134.58   	245.67   	 56.99   	 406.92		 64.39   	 172.94		
108.03   	223.39   	 58.62   	 396.74		 65.09   	 152.59		
 83.62   	198.97   	 60.20   	 361.14		 65.70   	 122.07		
 62.87   	174.56   	 61.65   	 320.45		 66.18   	  91.56		
 46.08   	150.15   	 62.93   	 310.27		 66.55   	  61.04		
 20.45   	100.10   	 64.17   	 310.27		 66.80   	  61.04		
 11.29   	 74.16   	 65.41   	 315.36		 67.04   	  50.86		
  4.58   	 49.13   	 66.67   	 335.71		 67.24   	 -35.61		
  0.31   	 25.94   	 68.02   	 361.14		 67.10   	 -71.21		
 -2.14   	  4.58   	 69.46   	 356.05		 66.82   	   0.00		
 -3.36   	-13.12   	 70.88   	 345.88		 66.82   	 -35.61		
 -4.58   	-26.55   	 72.27   	 325.53		 66.67   	-178.03		
 -6.10   	-36.01   	 73.57   	 310.27		 65.96   	-315.36		
 -7.93   	-42.42   	 74.81   	 274.67		 64.70   	-371.31		
 -9.46   	-47.30   	 75.91   	 239.06		 63.21   	-371.31		
-11.29   	-52.49   	 76.87   	 223.80		 61.73   	-320.45		
-13.12   	-58.29   	 77.76   	 208.54		 60.45   	-244.15		
-14.04   	-63.78   	 78.60   	 172.94		 59.47   	-178.03		
-14.34   	-68.05   	 79.29   	 152.59		 58.76   	 -61.04		
-14.04   	-71.11   	 79.90   	 147.51		 58.51   	  50.86		
-13.43   	-72.63   	 80.49   	 132.25		 58.72   	  10.17		
-13.12   	-71.72   	 81.02   	 101.73		 58.76   	-122.07		
-12.51   	-69.27   	 81.42   	  86.47		 58.27   	-228.89		
-11.60   	-66.22   	 81.77   	  66.12		 57.35   	-269.58		
 -9.77   	-63.48   	 82.03   	  71.21		 56.28   	-325.53		
 -7.32   	-63.17   	 82.32   	  40.69		 54.97   	-371.31		
 -4.27   	-64.70   	 82.48   	  10.17		 53.49   	-376.40		
 -1.83   	-66.22   	 82.52(S)	 -10.17		 51.98   	-391.66		
  0.61   	-67.14   	 82.48   	 -45.78		 50.42   	-447.61		
  3.05   	-66.22   	 82.30   	 -91.56		 48.63   	-630.72		
  8.24   	-60.42   	 81.93   	 -91.56		 46.10   	-686.67		
 11.29   	-59.51   	 81.57   	-106.82		 43.36   	-732.45		
 14.95   	-60.42   	 81.14   	-116.99		 40.43   	-757.88		
 18.62   	-62.26   	 80.67   	-127.16		 37.40   	-747.71		
 21.97   	-62.56   	 80.16   	-142.42		 34.40   	-691.76		
 24.41   	-57.68   	 79.59   	-162.77		 31.64   	-610.37		
 26.86   	-47.30   	 78.94   	-167.85		 29.20   	-513.73		
 29.60   	-31.43   	 78.27   	-167.85		 27.14   	-396.74		
 34.18   	 -8.54   	 77.60   	-172.94		 25.55   	-244.15		
 41.81   	 21.67   	 76.91   	-178.03		 24.58   	-106.82		
 54.02   	 57.98   	 76.20   	-178.03		 24.15   	 -76.30		
 71.41   	 94.91   	 75.48   	-178.03		 23.85   	-106.82		
 91.55   	128.78   	 74.77   	-198.37		 23.42   	-162.77		
108.95   	159.91   	 73.98   	-228.89		 22.77   	-356.05		
120.54   	221.25   	 73.06   	-228.89		 21.34   	-396.74		
116.88   	242.61   	 72.15   	-218.72		 19.76   	-391.66		
115.36   	248.72   	 71.27   	-198.37		 18.19   	-386.57		
122.38   	239.26   	 70.48   	-183.11		 16.64   	-366.22		
138.55   	221.56   	 69.75   	-167.85		 15.18   	-325.53		
160.52   	206.30   	 69.07   	-162.77		 13.88   	-284.84		
182.50   	195.92   	 68.42   	-157.68		 12.74   	-244.15		
198.67   	183.72   	 67.79   	-157.68		 11.76   	-142.42		
203.55   	160.83   	 67.16   	-142.42		 11.19   	   0.00		
194.70   	123.29   	 66.59   	-122.07		 11.19   	 162.77		
172.12   	 75.68   	 66.10   	-116.99		 11.84   	 274.67		
139.47   	 26.86   	 65.64   	-106.82		 12.94   	 300.10		
102.23   	-14.04   	 65.21   	-116.99		 14.14   	 208.54		
 66.22   	-44.86   	 64.74   	-132.25		 14.97   	  40.69		
 35.40   	-70.19   	 64.21   	-142.42		 15.14   	-132.25		
 11.90   	-94.60   	 63.64   	-142.42		 14.61   	-259.41		
 -3.36   	-117.49   	 63.07   	-142.42		 13.57   	-335.71		
-12.51   	-135.19   	 62.50   	-127.16		 12.23   	-356.05		
-18.01   	-144.04   	 61.99   	-106.82		 10.80   	-310.27		
-22.28   	-146.18   	 61.57   	 -91.56		  9.56   	-203.46		
-27.47   	-147.71   	 61.20   	 -81.38		  8.75   	 -71.21		
-32.35   	-154.11   	 60.87   	 -91.56		  8.46   	  35.61		
-36.93   	-164.79   	 60.51   	-101.73		  8.61   	 111.90		
-40.28   	-174.56   	 60.10   	-101.73		  9.05   	 152.59		
-43.03   	-179.75   	 59.69   	-116.99		  9.66   	   5.09		
-46.39   	-180.36   	 59.23   	-106.82		  9.68   	 -71.21		
-44.25   	-184.02   	 58.80   	-101.73		  9.40   	-106.82		
-39.37   	-189.82   	 58.39   	 -86.47		  8.97   	 -96.64		
-34.48   	-188.60   	 58.05   	 -71.21		  8.59   	 -35.61		
-30.21   	-173.03   	 57.76   	 -61.04		  8.44   	  76.30		
-25.02   	-143.74   	 57.52   	 -61.04		  8.75   	 183.11		
-13.73   	-109.25   	 57.27   	 -55.95		  9.48   	 264.50		
  3.05   	-77.21   	 57.05   	 -61.04		 10.54   	 310.27		
 10.38   	-48.22   	 56.81   	 -66.12		 11.78   	 315.36		
-25.33   	-18.01   	 56.54   	 -61.04		 13.04   	 289.93		
-138.55   	  8.24   	 56.30   	 -55.95		 14.20   	 249.24		
-346.98   	  2.75   	 56.07   	 -45.78		 15.20   	 183.11		
-635.07   	-68.66   	 55.89   	 -45.78		 15.93   	 122.07		
-947.27   	-212.10   	 55.71   	 -40.69		 16.42   	  81.38		
-1208.50   	-398.86   	 55.54   	 -35.61		 16.74   	  40.69		
-1353.45   	-582.89   	 55.40   	 -35.61		 16.91   	 -30.52		
-1351.32   	-733.34   	 55.26   	 -35.61		 16.79   	 -91.56		
-1218.57   	-849.30   	 55.12   	 -40.69		 16.42   	-101.73		
-1008.00   	-948.18   	 54.95   	 -40.69		 16.01   	 -81.38		
-784.30   	-1031.80   	 54.79   	 -35.61		 15.69   	 -45.78		
-593.26   	-1075.74(R)	 54.65   	 -40.69		 15.50(E)	  15.26		
-447.39   	-1047.67   	 54.49   	 -40.69		 15.56   	  55.95		
-331.12   	-931.70   	 54.32   	 -40.69		 15.79   	  91.56		
-220.03   	-741.27   	 54.16   	 -35.61		 16.15   	 116.99		
-103.76   	-514.22   	 54.02   	 -35.61		 16.62   	 172.94		
 88.20   	-142.82   	 53.88   	 -40.69		 17.31   	 111.90		
120.54   	-59.20   	 53.71   	 -45.78		 17.76   	 -20.35		
103.45   	-87.89   	 53.53   	 -40.69		 17.68   	 -81.38		
 97.05   	-110.17   	 53.37   	 -35.61		 17.35   	  20.35		
108.64   	-103.76   	 53.22   	 -35.61		 17.44   	 198.37		
130.00   	-76.60   	 53.08   	 -35.61		 18.23   	 437.43		
147.71   	-50.96   	 52.94   	 -35.61		 19.98   	 691.76		
155.33   	-42.42   	 52.80   	 -30.52		 22.75   	 859.61		
156.56   	-48.22   	 52.68   	 -30.52		 26.19   	 829.09		
158.08   	-54.02   	 52.55   	 -30.52		 29.50   	 610.37		
163.57   	-49.13   	 52.43   	 -30.52		 31.94   	 427.26		
171.51   	-36.01   	 52.31   	 -25.43		 33.65   	 325.53		
179.75   	-22.89   	 52.21   	 -20.35		 34.95   	 228.89		
187.68   	-15.87   	 52.13   	 -25.43		 35.87   	 198.37		
195.31   	-15.87   	 52.02   	 -25.43		 36.66   	 279.75		
202.94   	-17.40   	 51.92   	 -30.52		 37.78   	 371.31		
211.18   	-15.26   	 51.80   	 -30.52		 39.27   	 427.26		
220.34   	 -7.93   	 51.68   	 -25.43		 40.98   	 483.21		
230.10   	  3.66   	 51.58   	 -25.43		 42.91   	 513.73		
240.78   	 16.48   	 51.47   	 -20.35		 44.96   	 488.30		
251.46   	 28.69   	 51.39   	 -20.35		 46.92   	 417.09		
262.45   	 38.76   	 51.31   	 -25.43		 48.59   	 325.53		
273.44   	 47.00   	 51.21   	 -20.35		 49.89   	 233.98		
284.12   	 54.02   	 51.13   	 -25.43		 50.82   	 172.94		
295.10   	 62.87   	 51.03   	 -25.43		 51.52   	 106.82		
305.79   	 74.46   	 50.93   	 -35.61		 51.94   	  66.12		
327.76   	102.54   	 50.78   	 -35.61		 52.21   	  76.30		
338.13   	113.83   	 50.64   	 -35.61		 52.51   	 106.82		
347.29   	123.60   	 50.50   	 -25.43		 52.94   	 132.25		
354.00   	136.41   	 50.40   	 -25.43		 53.47   	 157.68		
358.58   	155.33   	 50.29   	 -20.35		 54.10   	 183.11		
361.63   	178.22   	 50.21   	 -20.35		 54.83   	 188.20		
363.46   	200.20   	 50.13   	 -20.35		 55.58   	 178.03		
364.07   	216.67   	 50.05   	 -20.35		 56.30   	 162.77		
362.55   	227.36   	 49.97   	 -25.43		 56.95   	 127.16		
357.97   	237.12   	 49.87   	 -15.26		 57.46   	  96.64		
349.73   	248.72   	 49.81   	 -10.17		 57.84   	  86.47		
338.44   	260.93   	 49.77(D)	   5.09		 58.19   	 101.73		
324.40   	270.69   	 49.79   	  25.43		 58.60   	 101.73		
307.62   	276.49   	 49.89   	  55.95		 59.00   	 122.07		
288.09   	280.15   	 50.11   	  96.64		 59.49   	 167.85		
265.50   	285.03   	 50.50   	 152.59		 60.16   	 208.54		
240.48   	290.22   	 51.11   	 228.89		 61.00   	 213.63		
213.32   	292.36   	 52.02   	 289.93		 61.85   	 203.46		
185.24   	287.17   	 53.18   	 350.97		 62.67   	 193.29		
155.94   	275.27   	 54.59   	 381.48		 63.44   	 172.94		
126.65   	259.09   	 56.11   	 396.74		 64.13   	 137.33		
 98.27   	239.87   	 57.70   	 396.74		 64.68   	 106.82		
 72.33   	216.67   	 59.29   	 366.22		 65.11   	  86.47		
 50.66   	190.73   	 60.75   	 320.45		 65.45   	 101.73		
 32.96   	163.27   	 62.03   	 305.19		 65.86   	  86.47		
  8.24   	108.03   	 63.26   	 310.27		 66.21   	  81.38		
 -1.22   	 80.87   	 64.50   	 320.45		 66.53   	  71.21		
 -8.85   	 54.02   	 65.78   	 345.88		 66.82   	  45.78		
-14.95   	 30.52   	 67.16   	 366.22		 67.00(S)	   0.00		
-19.53   	 13.73   	 68.63   	 366.22		 67.00   	 -55.95		
-22.89   	  1.53   	 70.09   	 350.97		 66.77   	 -76.30		
-26.25   	 -9.77   	 71.50   	 330.62		 66.47   	-106.82		
-28.99   	-21.97   	 72.82   	 295.01		 66.04   	-152.59		
-31.13   	-34.48   	 74.00   	 269.58		 65.43   	-208.54		
-32.35   	-46.08   	 75.08   	 249.24		 64.60   	-239.06		
-32.04   	-54.63   	 76.07   	 228.89		 63.64   	-254.32		
-31.13   	-57.98   	 76.99   	 203.46		 62.62   	-264.50		
-30.21   	-56.46   	 77.80   	 198.37		 61.57   	-279.75		
-29.60   	-51.27   	 78.60   	 178.03		 60.45   	-249.24		
-29.30   	-45.47   	 79.31   	 157.68		 59.45   	-269.58		
-29.30   	-42.11   	 79.94   	 137.33		 58.37   	-350.97		
-29.60   	-43.33   	 80.49   	 116.99		 56.97   	-422.18		
-29.30   	-46.69   	 80.96   	  91.56		 55.28   	-422.18		
-28.08   	-48.52   	 81.32   	  61.04		 53.59   	-350.97		
-25.94   	-48.22   	 81.57   	  40.69		 52.19   	-274.67		
-23.80   	-48.22   	 81.73   	  15.26		 51.09   	-249.24		
-21.97   	-49.74   	 81.79(S)	 -10.17		 50.09   	-259.41		
-20.75   	-52.19   	 81.75   	 -30.52		 49.05   	-289.93		
-19.84   	-54.32   	 81.63   	 -40.69		 47.89   	-376.40		
-18.62   	-54.32   	 81.46   	 -96.64		 46.39   	-620.55		
-13.12   	-47.61   	 81.08   	-101.73		 43.91   	-676.50		
 -9.16   	-44.86   	 80.67   	-106.82		 41.20   	-681.58		
 -5.49   	-43.95   	 80.24   	-122.07		 38.47   	-620.55		
 -2.75   	-45.78   	 79.76   	-127.16		 35.99   	-544.25		
 -0.92   	-47.30   	 79.25   	-127.16		 33.81   	-483.21		
  0.92   	-43.95   	 78.74   	-142.42		 31.88   	-427.26		
  4.58   	-32.35   	 78.17   	-147.51		 30.17   	-376.40		
 10.68   	-11.29   	 77.58   	-167.85		 28.67   	-335.71		
 19.53   	 17.09   	 76.91   	-183.11		 27.32   	-345.88		
 30.52   	 48.83   	 76.17   	-188.20		 25.94   	-356.05		
 44.86   	 81.48   	 75.42   	-193.29		 24.52   	-366.22		
 62.56   	115.05   	 74.65   	-198.37		 23.05   	-371.31		
 82.40   	149.54   	 73.86   	-193.29		 21.57   	-361.14		
 98.57   	185.24   	 73.08   	-183.11		 20.12   	-340.79		
106.51   	218.20   	 72.35   	-208.54		 18.76   	-269.58		
 99.49   	253.30   	 71.52   	-203.46		 17.68   	-213.63		
 98.57   	251.77   	 70.70   	-203.46		 16.83   	-167.85		
108.03   	243.23   	 69.89   	-193.29		 16.15   	-142.42		
128.17   	233.76   	 69.11   	-183.11		 15.58   	-137.33		
153.81   	225.22   	 68.38   	-172.94		 15.04   	-147.51		
177.92   	213.01   	 67.69   	-152.59		 14.45   	-162.77		
192.87   	191.35   	 67.08   	-147.51		 13.79   	-172.94		
194.40   	158.08   	 66.49   	-137.33		 13.10   	-162.77		
180.05   	117.19   	 65.94   	-132.25		 12.45   	-157.68		
151.06   	 74.46   	 65.41   	-132.25		 11.82   	-127.16		
113.53   	 34.18   	 64.88   	-132.25		 11.31   	 -91.56		
 74.77   	 -2.44   	 64.35   	-132.25		 10.95   	 -45.78		
 40.59   	-38.15   	 63.82   	-132.25		 10.76   	 -20.35		
 14.04   	-73.55   	 63.30   	-127.16		 10.68   	 -25.43		
 -5.49   	-104.68   	 62.79   	-122.07		 10.58   	 -40.69		
-19.23   	-125.12   	 62.30   	-122.07		 10.42   	 -81.38		
-28.99   	-132.14   	 61.81   	-116.99		 10.09   	-127.16		
-35.71   	-131.53   	 61.34   	-111.90		  9.58   	-152.59		
-40.59   	-132.14   	 60.89   	-101.73		  8.97   	-122.07		
-44.25   	-138.55   	 60.49   	-101.73		  8.48   	 -61.04		
-47.61   	-149.84   	 60.08   	-101.73		  8.24   	 -10.17		
-50.35   	-159.61   	 59.67   	-101.73		  8.20(D)	  30.52		
-52.80   	-163.57   	 59.27   	 -96.64		  8.32   	  55.95		
-54.93   	-162.35   	 58.88   	 -91.56		  8.55   	  25.43		
-56.76   	-162.05   	 58.51   	 -86.47		  8.65   	 -45.78		
-54.02   	-178.83   	 58.17   	 -91.56		  8.46   	 -15.26		
-49.13   	-187.07   	 57.80   	 -86.47		  8.40   	  20.35		
-44.86   	-180.36   	 57.46   	 -76.30		  8.48   	  81.38		
-41.20   	-152.89   	 57.15   	 -76.30		  8.81   	 162.77		
-35.40   	-111.39   	 56.85   	 -66.12		  9.46   	 218.72		
-23.19   	-69.89   	 56.58   	 -61.04		 10.34   	 228.89		
 -5.80   	-37.54   	 56.34   	 -61.04		 11.25   	 233.98		
 -2.75   	-10.99   	 56.09   	 -50.86		 12.19   	 233.98		
-48.83   	 15.87   	 55.89   	 -50.86		 13.12   	 208.54		
-177.61   	 33.26   	 55.69   	 -50.86		 13.96   	 198.37		
-403.75   	  8.54   	 55.48   	 -50.86		 14.75   	 183.11		
-704.35   	-89.11   	 55.28   	 -45.78		 15.48   	 162.77		
-1016.85   	-253.60   	 55.10   	 -40.69		 16.13   	 111.90		
-1263.12   	-444.34   	 54.93   	 -40.69		 16.58   	  61.04		
-1382.45   	-616.76   	 54.77   	 -45.78		 16.83   	   0.00		
-1352.84   	-752.87   	 54.59   	 -45.78		 16.83   	 -61.04		
-1199.65   	-866.70   	 54.40   	 -40.69		 16.58   	-101.73		
-980.84   	-973.82   	 54.24   	 -35.61		 16.17   	 -86.47		
-758.36   	-1061.10   	 54.10   	 -25.43		 15.83   	 -35.61		
-572.20   	-1088.87(R)	 54.00   	 -30.52		 15.69(E)	   5.09		
-429.38   	-1025.09   	 53.88   	 -30.52		 15.71   	  40.69		
-312.50   	-869.45   	 53.75   	 -35.61		 15.87   	  86.47		
-198.97   	-654.30   	 53.61   	 -35.61		 16.22   	 122.07		
-82.70   	-428.77   	 53.47   	   0.00		 16.70   	   0.00		
-82.70   	-428.77   	 53.47   	 -30.52		 16.70   	 137.33		
 23.19   	-237.73   	 53.35   	 -55.95		 17.25   	  15.26		
 98.27   	-73.85   	 53.12   	 -45.78		 17.31   	   0.00		
 95.52   	-83.31   	 52.94   	 -30.52		 17.31   	  76.30		
109.86   	-72.02   	 52.82   	 -30.52		 17.62   	 249.24		
130.62   	-48.22   	 52.70   	 -30.52		 18.62   	 488.30		
144.96   	-27.77   	 52.57   	 -25.43		 20.57   	 686.67		
149.23   	-18.92   	 52.47   	 -35.61		 23.32   	 813.83		
148.93   	-18.62   	 52.33   	 -35.61		 26.57   	 752.79		
151.06   	-18.92   	 52.19   	 -35.61		 29.58   	 564.60		
157.47   	-17.09   	 52.04   	 -25.43		 31.84   	 401.83		
166.32   	-14.34   	 51.94   	 -25.43		 33.45   	 300.10		
174.87   	-10.68   	 51.84   	 -25.43		 34.65   	 244.15		
183.11   	 -4.58   	 51.74   	 -30.52		 35.63   	 264.50		
191.35   	  4.27   	 51.62   	 -30.52		 36.68   	 335.71		
200.20   	 15.26   	 51.50   	 -25.43		 38.03   	 406.92		
209.66   	 24.41   	 51.39   	 -25.43		 39.65   	 457.78		
219.73   	 29.30   	 51.29   	 -25.43		 41.49   	 498.47		
230.10   	 32.04   	 51.19   	 -20.35		 43.48   	 513.73		
240.17   	 36.62   	 51.11   	 -20.35		 45.53   	 462.87		
249.63   	 45.17   	 51.03   	 -20.35		 47.39   	 381.48		
258.48   	 55.85   	 50.95   	 -20.35		 48.91   	 289.93		
267.94   	 65.31   	 50.86   	 -40.69		 50.07   	 183.11		
278.02   	 73.85   	 50.70   	 -40.69		 50.80   	 111.90		
289.00   	 82.09   	 50.54   	 -25.43		 51.25   	  71.21		
300.60   	 91.25   	 50.44   	 -30.52		 51.54   	  66.12		
311.58   	101.93   	 50.32   	 -30.52		 51.80   	 127.16		
331.42   	125.73   	 50.19   	 -30.52		 52.31   	 162.77		
340.27   	142.21   	 50.07   	 -25.43		 52.96   	 203.46		
347.90   	162.96   	 49.97   	 -20.35		 53.77   	 208.54		
353.09   	184.94   	 49.89   	 -25.43		 54.61   	 183.11		
355.53   	204.16   	 49.79   	 -30.52		 55.34   	 157.68		
355.83   	217.29   	 49.66   	 -25.43		 55.97   	 137.33		
354.92   	226.14   	 49.56   	 -15.26		 56.52   	  96.64		
352.48   	234.68   	 49.50   	 -20.35		 56.91   	  81.38		
347.90   	246.28   	 49.42   	 -10.17		 57.23   	  81.38		
339.66   	261.23   	 49.38(D)	   0.00		 57.56   	 101.73		
327.76   	276.18   	 49.38   	  20.35		 57.97   	 142.42		
312.81   	287.17   	 49.46   	  45.78		 58.53   	 178.03		
295.72   	292.97   	 49.64   	  81.38		 59.25   	 183.11		
275.88   	297.24   	 49.97   	 132.25		 59.98   	 178.03		
252.69   	302.73   	 50.50   	 208.54		 60.69   	 183.11		
226.44   	309.14   	 51.33   	 274.67		 61.42   	 183.11		
197.75   	311.58   	 52.43   	 345.88		 62.16   	 172.94		
168.46   	303.96   	 53.81   	 391.66		 62.85   	 157.68		
139.16   	285.34   	 55.38   	 412.00		 63.48   	 147.51		
110.47   	260.01   	 57.03   	 417.09		 64.07   	 122.07		
 83.31   	234.07   	 58.70   	 381.48		 64.56   	 116.99		
 58.90   	210.57   	 60.22   	 340.79		 65.03   	 122.07		
 38.15   	187.68   	 61.59   	 305.19		 65.51   	 122.07		
 21.06   	162.96   	 62.81   	 279.75		 66.00   	 106.82		
  7.02   	133.67   	 63.93   	 330.62		 66.43   	  91.56		
-13.43   	 70.19   	 65.25   	 345.88		 66.80   	  35.61		
-19.84   	 46.08   	 66.63   	 366.22		 66.94(S)	 -25.43		
-24.41   	 31.43   	 68.10   	 376.40		 66.84   	 -55.95		
-27.47   	 23.19   	 69.60   	 371.31		 66.61   	 -50.86		
-29.91   	 14.34   	 71.09   	 345.88		 66.41   	 -81.38		
-32.35   	 -0.61   	 72.47   	 325.53		 66.08   	-152.59		
-34.48   	-19.53   	 73.77   	 289.93		 65.47   	-167.85		
-36.62   	-35.71   	 74.93   	 264.50		 64.80   	-137.33		
-37.23   	-44.25   	 75.99   	 233.98		 64.25   	-132.25		
-36.93   	-44.25   	 76.93   	 218.72		 63.72   	-203.46		
-35.71   	-41.81   	 77.80   	 203.46		 62.91   	-264.50		
-35.40   	-42.11   	 78.62   	 188.20		 61.85   	-300.10		
-36.32   	-44.56   	 79.37   	 172.94		 60.65   	-289.93		
-38.45   	-47.91   	 80.06   	 157.68		 59.49   	-310.27		
-39.98   	-48.83   	 80.69   	 132.25		 58.25   	-391.66		
-39.98   	-47.00   	 81.22   	 106.82		 56.68   	-457.78		
-38.45   	-45.47   	 81.65   	  76.30		 54.85   	-447.61		
-36.01   	-46.08   	 81.95   	  50.86		 53.06   	-371.31		
-34.18   	-48.22   	 82.16   	  30.52		 51.58   	-289.93		
-32.65   	-49.74   	 82.28(S)	   0.00		 50.42   	-223.80		
-31.13   	-49.74   	 82.28   	 -25.43		 49.52   	-213.63		
-29.30   	-49.74   	 82.18   	 -40.69		 48.67   	-259.41		
-26.55   	-51.57   	 82.01   	 -50.86		 47.63   	-335.71		
-23.50   	-55.24   	 81.81   	 -71.21		 46.29   	-452.69		
-20.45   	-59.20   	 81.53   	-101.73		 44.48   	-656.15		
-13.73   	-57.68   	 81.12   	-111.90		 41.85   	-676.50		
-10.68   	-52.80   	 80.67   	-122.07		 39.15   	-671.41		
 -8.54   	-49.13   	 80.18   	-142.42		 36.46   	-610.37		
 -7.32   	-47.00   	 79.61   	-152.59		 34.02   	-523.90		
 -5.49   	-47.00   	 79.00   	-162.77		 31.92   	-457.78		
 -2.44   	-42.72   	 78.35   	-172.94		 30.09   	-406.92		
  3.36   	-25.63   	 77.66   	-172.94		 28.46   	-371.31		
 12.21   	  7.93   	 76.97   	-172.94		 26.98   	-361.14		
 24.11   	 52.19   	 76.28   	-178.03		 25.53   	-366.22		
 39.98   	 97.66   	 75.56   	-183.11		 24.07   	-356.05		
 60.42   	135.19   	 74.83   	-183.11		 22.64   	-335.71		
 82.40   	164.79   	 74.10   	-188.20		 21.30   	-320.45		
100.71   	193.79   	 73.35   	-193.29		 20.02   	-315.36		
109.56   	224.91   	 72.57   	-193.29		 18.76   	-295.01		
108.03   	251.16   	 71.80   	-193.29		 17.58   	-254.32		
101.93   	263.67   	 71.03   	-193.29		 16.56   	-198.37		
100.10   	257.87   	 70.25   	-183.11		 15.77   	-152.59		
109.56   	239.56   	 69.52   	-167.85		 15.16   	-132.25		
130.62   	220.64   	 68.85   	-162.77		 14.63   	-116.99		
158.08   	209.05   	 68.20   	-157.68		 14.16   	-111.90		
183.72   	202.03   	 67.57   	-152.59		 13.71   	-116.99		
