SAMPLE NUMBER:   5
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
 51.27   	 29.30   	 63.48   	 432.35		 57.05   	 142.42		
 53.41   	 37.84   	 65.21   	 371.31		 57.62   	  81.38		
 56.15   	 48.22   	 66.69   	 295.01		 57.94   	   0.00		
 59.51   	 59.51   	 67.87   	 239.06		 57.94   	 -81.38		
 61.65   	 68.66   	 68.83   	 167.85		 57.62   	-162.77		
 61.95   	 72.94   	 69.50   	 101.73		 56.97   	-254.32		
 61.34   	 73.85   	 69.91   	  45.78		 55.95   	-340.79		
 62.56   	 75.38   	 70.09   	 -10.17		 54.59   	-401.83		
 66.53   	 80.57   	 70.05   	 -61.04		 52.98   	-422.18		
 72.94   	 90.33   	 69.81   	-101.73		 51.29   	-381.48		
 78.13   	100.10   	 69.40   	-142.42		 49.77   	-274.67		
 78.13   	103.76   	 68.83   	-172.94		 48.67   	-178.03		
 72.02   	 97.35   	 68.14   	-198.37		 47.96   	 -91.56		
 62.56   	 83.01   	 67.34   	-427.26		 47.59   	 -15.26		
 49.13   	 47.61   	 65.64   	-228.89		 47.53   	 -91.56		
 48.22   	 33.87   	 64.72   	-223.80		 47.16   	-295.01		
 49.13   	 23.80   	 63.82   	-218.72		 45.98   	-584.94		
 49.13   	 14.95   	 62.95   	-218.72		 43.64   	-910.47		
 46.69   	  7.02   	 62.08   	-218.72		 40.00   	-1200.40		
 40.28   	 -0.31   	 61.20   	-213.63		 35.20   	-1424.21		
 31.74   	 -5.49   	 60.35   	-223.80		 29.50   	-1541.19		
 24.41   	 -5.80   	 59.45   	-228.89		 23.34   	-1500.50		
 22.28   	  0.92   	 58.53   	-239.06		 17.33   	-1403.86		
 28.38   	 16.17   	 57.58   	-259.41		 11.72   	-1251.27		
