SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
  2.44   	  4.27   	 54.63   	-208.54		 61.32   	-1083.41		
 14.34   	 29.91   	 53.79   	-101.73		 56.99   	-1129.19		
 24.11   	 54.32   	 53.39   	 -15.26		 52.47   	-1154.62		
 29.60   	 72.33   	 53.33   	  45.78		 47.85   	-1159.71		
 31.13   	 83.01   	 53.51   	 106.82		 43.21   	-1154.62		
 32.04   	 89.42   	 53.94   	 157.68		 38.60   	-1124.11		
 34.48   	 97.96   	 54.57   	 188.20		 34.10   	-1073.24		
 38.45   	112.61   	 55.32   	 178.03		 29.81   	-1007.12		
 41.50   	130.92   	 56.03   	 162.77		 25.78   	-951.17		
 41.81   	147.71   	 56.68   	 147.51		 21.97   	-885.04		
 40.89   	158.08   	 57.27   	 116.99		 18.43   	-803.66		
 41.81   	160.52   	 57.74   	  71.21		 15.22   	-727.36		
 44.56   	158.08   	 58.03   	  20.35		 12.31   	-645.98		
 46.69   	152.89   	 58.11   	 -15.26		  9.73   	-569.68		
 42.42   	142.82   	 58.05   	 -71.21		  7.45   	-488.30		
 29.60   	123.29   	 57.76   	-127.16		  5.49   	-427.26		
 10.07   	 92.47   	 57.25   	-167.85		  3.78   	-361.14		
-10.38   	 52.49   	 56.58   	-188.20		  2.34   	-295.01		
-26.25   	 11.29   	 55.83   	-198.37		  1.16   	-249.24		
-35.71   	-24.41   	 55.04   	-203.46		  0.16   	-198.37		
-39.37   	-50.96   	 54.22   	-193.29		 -0.63   	-152.59		
-40.59   	-68.66   	 53.45   	-178.03		 -1.24   	-116.99		
-42.11   	-81.18   	 52.74   	-157.68		 -1.71   	 -91.56		
-44.86   	-93.38   	 52.11   	-127.16		 -2.08   	 -66.12		
-49.74   	-106.81   	 51.60   	 -96.64		 -2.34   	 -40.69		
-54.93   	-119.63   	 51.21   	 -71.21		 -2.50   	 -20.35		
-59.81   	-129.09   	 50.93   	 -45.78		 -2.58   	  -5.09		
-63.78   	-132.14   	 50.74   	 -20.35		 -2.60   	  15.26		
-66.22   	-129.09   	 50.66   	   0.00		 -2.54   	  30.52		
-67.14   	-121.77   	 50.66   	  10.17		 -2.42   	  50.86		
-67.14   	-114.75   	 50.70   	  25.43		 -2.22   	  66.12		
-66.22   	-112.00   	 50.80   	  25.43		 -1.95   	  86.47		
-64.39   	-114.14   	 50.91   	  25.43		 -1.61   	  81.38		
-62.56   	-120.85   	 51.01   	  20.35		 -1.28   	  81.38		
-61.65   	-128.78   	 51.09   	  10.17		 -0.96   	  81.38		
-62.26   	-134.89   	 51.13   	 -10.17		 -0.63   	  76.30		
-65.00   	-137.63   	 51.09   	 -15.26		 -0.33   	  66.12		
-67.44   	-137.94   	 51.03   	 -20.35		 -0.06   	  45.78		
-67.14   	-141.30   	 50.95   	 -45.78		  0.12   	  35.61		
-60.42   	-156.86   	 50.76   	 -71.21		  0.26   	  35.61		
-47.30   	-191.35   	 50.48   	 -71.21		  0.41   	  30.52		
-28.99   	-238.95   	 50.19   	 -76.30		  0.53   	  35.61		
 -7.63   	-272.52   	 49.89   	-101.73		  0.67   	  45.78		
 15.87   	-246.58   	 49.48   	-106.82		  0.85   	  55.95		
 42.11   	-109.56   	 49.05   	 -96.64		  1.08   	  81.38		
 70.50   	168.76   	 48.67   	 -91.56		  1.40   	  91.56		
 91.25   	581.05   	 48.30   	-101.73		  1.77   	 101.73		
 87.89   	1069.95   	 47.89   	-101.73		  2.18   	  96.64		
 48.52   	1523.44   	 47.49   	-167.85		  2.56   	 111.90		
-134.58   	1691.89(R)	 46.82   	 -76.30		  3.01(E)	 101.73		
-248.72   	1173.71   	 46.51   	 -76.30		  3.42   	 101.73		
-352.48   	343.63   	 46.21   	 -66.12		  3.83   	 101.73		
-426.33   	-509.95   	 45.94   	 -61.04		  4.23   	 106.82		
-447.39   	-1058.04   	 45.70   	 -55.95		  4.66   	 106.82		
-399.17   	-1119.38   	 45.47   	 -50.86		  5.09   	 116.99		
-290.53   	-781.25   	 45.27   	 -35.61		  5.55   	 111.90		
-159.91   	-326.54   	 45.13   	 -25.43		  6.00   	 106.82		
-57.98   	-28.38   	 45.03   	 -35.61		  6.43   	  96.64		
-15.87   	 18.01   	 44.88   	 -55.95		  6.82   	  91.56		
-27.47   	-97.35   	 44.66   	 -50.86		  7.18   	  81.38		
-57.68   	-219.12   	 44.46   	 -50.86		  7.51   	 101.73		
-72.94   	-253.60   	 44.25   	   0.00		  7.91   	 127.16		
-62.87   	-208.74   	 44.25   	  20.35		  8.42   	 137.33		
-41.50   	-147.71   	 44.33   	 -10.17		  8.97   	 137.33		
-26.55   	-116.58   	 44.29   	 -25.43		  9.52   	 157.68		
-25.33   	-118.41   	 44.19   	 -50.86		 10.15   	 167.85		
-33.26   	-132.45   	 43.99   	 -86.47		 10.82   	 152.59		
-40.59   	-140.08   	 43.64   	-111.90		 11.43   	 142.42		
-41.50   	-136.72   	 43.19   	 -96.64		 12.00   	 152.59		
-36.93   	-128.48   	 42.81   	 -91.56		 12.61   	 132.25		
-31.43   	-122.68   	 42.44   	 -81.38		 13.14   	 111.90		
-28.08   	-121.77   	 42.12   	 -20.35		 13.59   	 111.90		
-27.77   	-122.68   	 42.03(D)	  66.12		 14.04   	 116.99		
-28.99   	-121.46   	 42.30   	 569.68		 14.51   	 127.16		
-29.30   	-110.17   	 44.58   	 564.60		 15.02   	 127.16		
-27.47   	-103.45   	 46.84   	 742.62		 15.52   	 116.99		
-25.02   	-97.05   	 49.81   	 895.22		 15.99   	 106.82		
-21.67   	-90.64   	 53.39   	1022.38		 16.42   	 106.82		
