SAMPLE NUMBER:   30
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  RFA     	  RFA'		
-822.75   	119.02   	  1.04   	 -30.52		 68.16   	-127.16		
-824.89   	124.82   	  0.92   	 -30.52		 67.65   	-127.16		
-825.50   	121.15   	  0.79   	 -25.43		 67.14   	-116.99		
-826.42   	112.92   	  0.69   	 -20.35		 66.67   	-111.90		
-825.81   	122.99   	  0.61   	 -15.26		 66.23   	-106.82		
-825.50   	121.46   	  0.55   	 -10.17		 65.80   	-101.73		
-824.28   	122.07   	  0.51(D)	  10.17		 65.39   	-101.73		
-823.67   	119.63   	  0.55   	  30.52		 64.98   	 -96.64		
-827.94   	126.34   	  0.67   	  40.69		 64.60   	 -96.64		
-827.03   	123.90   	  0.83   	  50.86		 64.21   	 -96.64		
-827.03   	120.24   	  1.04   	  55.95		 63.82   	 -96.64		
-829.47   	130.92   	  1.26   	  55.95		 63.44   	 -91.56		
-826.72   	126.95   	  1.49   	  50.86		 63.07   	 -96.64		
-824.89   	122.99   	  1.69   	  40.69		 62.69   	 -91.56		
-828.25   	123.60   	  1.85   	  30.52		 62.32   	 -86.47		
-828.55   	124.82   	  1.97   	  25.43		 61.97   	 -91.56		
-827.33   	122.68   	  2.08   	  10.17		 61.61   	 -81.38		
-830.38   	126.65   	  2.12   	   5.09		 61.28   	 -81.38		
-830.08   	135.50   	  2.14   	  -5.09		 60.96   	 -71.21		
-827.03   	129.09   	  2.12   	 -10.17		 60.67   	 -71.21		
-826.72   	126.34   	  2.08   	  -5.09		 60.39   	 -61.04		
-828.25   	127.87   	  2.05   	  -5.09		 60.14   	 -61.04		
-827.33   	127.87   	  2.03   	   0.00		 59.90   	 -50.86		
-825.20   	127.56   	  2.03   	   0.00		 59.69   	 -55.95		
-828.25   	130.92   	  2.03   	  10.17		 59.47   	 -55.95		
-828.55   	132.45   	  2.08   	  10.17		 59.25   	 -50.86		
-827.33   	124.51   	  2.12   	  10.17		 59.04   	 -55.95		
-830.08   	124.82   	  2.16   	  10.17		 58.82   	 -55.95		
-831.60   	129.09   	  2.20   	  10.17		 58.60   	 -55.95		
-827.64   	127.87   	  2.24   	  10.17		 58.37   	 -55.95		
-829.16   	127.87   	  2.28   	  15.26		 58.15   	 -55.95		
-830.69   	130.31   	  2.34   	  10.17		 57.92   	 -50.86		
-828.25   	135.80   	  2.38   	  15.26		 57.72   	 -55.95		
-827.03   	132.45   	  2.44   	  20.35		 57.50   	 -50.86		
-828.86   	134.28   	  2.52   	  15.26		 57.29   	 -55.95		
-829.16   	139.16   	  2.58   	  20.35		 57.07   	 -50.86		
-827.64   	131.53   	  2.67   	  15.26		 56.87   	 -45.78		
-830.38   	135.50   	  2.73   	  20.35		 56.68   	 -50.86		
-832.21   	140.69   	  2.81   	  15.26		 56.48   	 -45.78		
-829.16   	138.55   	  2.87   	  15.26		 56.30   	 -40.69		
-831.60   	137.33   	  2.93   	  10.17		 56.13   	 -45.78		
-835.57   	137.94   	  2.97   	  10.17		 55.95   	 -40.69		
-836.49   	137.33   	  3.01   	  10.17		 55.79   	 -45.78		
-836.79   	135.50   	  3.05   	  15.26		 55.61   	 -45.78		
-838.93   	137.63   	  3.11   	  15.26		 55.42   	 -45.78		
-838.93   	135.50   	  3.17   	  25.43		 55.24   	 -45.78		
-837.10   	133.06   	  3.28   	  20.35		 55.06   	 -50.86		
-837.40   	128.78   	  3.36   	  30.52		 54.85   	 -45.78		
-841.37   	129.09   	  3.48   	  30.52		 54.67   	 -45.78		
-839.84   	129.39   	  3.60   	  30.52		 54.49   	 -45.78		
-837.10   	128.78   	  3.72   	  30.52		 54.30   	 -40.69		
-840.76   	132.45   	  3.85   	  30.52		 54.14   	 -45.78		
-839.23   	135.19   	  3.97   	  25.43		 53.96   	 -40.69		
-835.88   	129.70   	  4.07   	  20.35		 53.79   	 -40.69		
-838.93   	133.06   	  4.15   	  20.35		 53.63   	 -35.61		
-838.93   	135.50   	  4.23   	  15.26		 53.49   	 -35.61		
-837.40   	135.50   	  4.29   	  10.17		 53.35   	 -35.61		
-838.01   	137.63   	  4.33   	   5.09		 53.20   	 -35.61		
-840.45   	141.60   	  4.35   	   0.00		 53.06   	 -35.61		
-838.62   	139.16   	  4.35   	 -10.17		 52.92   	 -40.69		
-838.93   	136.72   	  4.31   	 -10.17		 52.76   	 -35.61		
-842.59   	136.72   	  4.27   	 -15.26		 52.61   	 -40.69		
-842.29   	139.77   	  4.21   	 -10.17		 52.45   	 -40.69		
-839.54   	137.02   	  4.17   	  -5.09		 52.29   	 -35.61		
-840.45   	139.16   	  4.15   	  -5.09		 52.15   	 -35.61		
-841.06   	142.82   	  4.13   	 -10.17		 52.00   	 -35.61		
-838.93   	140.08   	  4.09   	  -5.09		 51.86   	 -35.61		
-843.51   	137.33   	  4.07   	 -10.17		 51.72   	 -30.52		
-847.17   	140.38   	  4.03   	 -10.17		 51.60   	 -30.52		
-845.34   	139.47   	  3.99   	 -10.17		 51.47   	 -35.61		
-844.12   	141.91   	  3.95   	 -10.17		 51.33   	 -30.52		
-844.42   	143.74   	  3.91   	  -5.09		 51.21   	 -35.61		
-839.23   	142.52   	  3.89   	  -5.09		 51.07   	 -30.52		
-835.27   	131.84   	  3.87   	   0.00		 50.95   	 -35.61		
-832.21   	129.39   	  3.87   	   0.00		 50.80   	 -30.52		
-826.11   	132.45   	  3.87   	   0.00		 50.68   	 -35.61		
-815.12   	137.63   	  3.87   	   0.00		 50.54   	 -30.52		
-799.87   	158.39   	  3.87   	   5.09		 50.42   	 -30.52		
-788.88   	188.29   	  3.89   	   0.00		 50.29   	 -25.43		
-778.50   	216.06   	  3.89   	  -5.09		 50.19   	 -30.52		
-769.04   	240.17   	  3.87   	  -5.09		 50.07   	 -30.52		
-769.96   	247.50   	  3.85   	   0.00		 49.95   	 -30.52		
-776.37   	237.12   	  3.85   	  -5.09		 49.83   	 -25.43		
-778.20   	213.62   	  3.83   	   0.00		 49.73   	 -30.52		
-786.13   	196.23   	  3.83   	   0.00		 49.60   	 -30.52		
-797.12   	191.35   	  3.83   	   0.00		 49.48   	 -25.43		
-796.81   	193.79   	  3.83   	   0.00		 49.38   	 -30.52		
-803.53   	181.88   	  3.83   	   5.09		 49.26   	 -25.43		
-809.63   	184.33   	  3.85   	   5.09		 49.16   	 -25.43		
-811.77   	172.42   	  3.87   	  10.17		 49.05   	 -25.43		
-814.51   	152.28   	  3.91   	  15.26		 48.95   	 -25.43		
-818.48   	148.93   	  3.97   	  10.17		 48.85   	 -25.43		
-831.91   	142.52   	  4.01   	  20.35		 48.75   	 -25.43		
-841.37   	140.99   	  4.09   	  15.26		 48.65   	 -25.43		
-852.36   	141.91   	  4.15   	  10.17		 48.55   	 -30.52		
-864.56   	145.57   	  4.19   	  15.26		 48.42   	 -25.43		
-859.68   	146.48   	  4.25   	   5.09		 48.32   	 -25.43		
-856.32   	136.11   	  4.27   	  -5.09		 48.22   	 -30.52		
-860.60   	142.52   	  4.25   	 -30.52		 48.10   	 -20.35		
-859.07   	142.21   	  4.13   	 -45.78		 48.02   	 -25.43		
-861.51   	141.91   	  3.95   	 -66.12		 47.91   	 -25.43		
-880.13   	140.69   	  3.68   	 -71.21		 47.81   	 -25.43		
-909.42   	124.51   	  3.40   	 -81.38		 47.71   	 -25.43		
-933.23   	 99.79   	  3.07   	 -91.56		 47.61   	 -25.43		
-936.58   	 95.83   	  2.71   	 -81.38		 47.51   	 -25.43		
-922.55   	198.06   	  2.38   	 -71.21		 47.41   	 -25.43		
-859.07   	408.94   	  2.10   	 -35.61		 47.30   	 -25.43		
-770.57   	700.38   	  1.95   	 -10.17		 47.20   	 -25.43		
-633.24   	965.58   	  1.91(E)	  61.04		 47.10   	 -25.43		
-395.20   	1298.83(R)	  2.16   	  86.47		 47.00   	 -30.52		
-474.85   	1188.66   	  2.50   	 111.90		 46.88   	 -30.52		
-725.71   	991.21   	  2.95   	 116.99		 46.75   	 -25.43		
-970.76   	661.93   	  3.42   	 116.99		 46.65   	 -30.52		
-1151.43   	173.34   	  3.89   	 111.90		 46.53   	 -25.43		
-1249.08   	-62.87   	  4.33   	  96.64		 46.43   	 -30.52		
-1264.04   	-128.17   	  4.72   	  86.47		 46.31   	 -20.35		
-1360.78   	-149.84   	  5.07   	  55.95		 46.23   	 -25.43		
-1504.52   	-71.72   	  5.29   	  35.61		 46.12   	 -25.43		
-1601.87   	-107.12   	  5.43   	  10.17		 46.02   	 -20.35		
-1653.44   	-247.19   	  5.47   	 -10.17		 45.94   	 -20.35		
-1714.17   	-350.65   	  5.43   	 -20.35		 45.86   	 -25.43		
-1752.93   	-392.15   	  5.35   	 -30.52		 45.76   	 -20.35		
-1772.16   	-436.10   	  5.23   	 -25.43		 45.68   	 -25.43		
-1755.37   	-437.01   	  5.13   	 -10.17		 45.57   	 -25.43		
-1692.81   	-367.74   	  5.09   	  10.17		 45.47   	 -25.43		
-1609.50   	-253.91   	  5.13   	  35.61		 45.37   	 -20.35		
-1490.17   	-122.99   	  5.27   	  61.04		 45.29   	 -25.43		
-1371.15   	-27.16   	  5.51   	  61.04		 45.19   	 -25.43		
-1217.65   	 25.94   	  5.76   	  35.61		 45.09   	 -25.43		
-1044.62   	 64.70   	  5.90   	  10.17		 44.98   	 -25.43		
-911.25   	 66.53   	  5.94   	   5.09		 44.88   	 -20.35		
-820.92   	134.58   	  5.96   	 -10.17		 44.80   	 -25.43		
-780.94   	176.09   	  5.92   	 -10.17		 44.70   	 -20.35		
-769.04   	154.11   	  5.88   	  30.52		 44.62   	 -20.35		
-762.02   	164.49   	  6.00   	  66.12		 44.54   	 -15.26		
-754.70   	163.27   	  6.27   	 122.07		 44.48   	 -20.35		
-744.02   	179.44   	  6.75   	 233.98		 44.39   	 -20.35		
-733.95   	185.55   	  7.69   	 320.45		 44.31   	 -25.43		
-730.59   	185.85   	  8.97   	 325.53		 44.21   	 -20.35		
-734.56   	183.41   	 10.27   	 340.79		 44.13   	 -30.52		
-733.64   	189.82   	 11.64   	 401.83		 44.01   	 -25.43		
-727.23   	195.01   	 13.25   	 483.21		 43.91   	 -30.52		
-730.59   	198.97   	 15.18   	 513.73		 43.78   	 -25.43		
-734.56   	206.91   	 17.23   	 528.99		 43.68   	 -20.35		
-729.06   	202.33   	 19.35   	 528.99		 43.60   	 -20.35		
-729.06   	199.28   	 21.46   	 523.90		 43.52   	 -10.17		
-729.68   	201.72   	 23.56   	 488.30		 43.48   	  -5.09		
-723.27   	205.38   	 25.51   	 427.26		 43.46   	   0.00		
-717.47   	207.82   	 27.22   	 361.14		 43.46   	   0.00		
-718.69   	213.93   	 28.67   	 310.27		 43.46   	  -5.09		
-715.33   	220.34   	 29.91   	 254.32		 43.44   	 -10.17		
-708.31   	216.06   	 30.93   	 198.37		 43.40   	 -25.43		
-709.23   	219.73   	 31.72   	 172.94		 43.30   	 -35.61		
-705.57   	225.22   	 32.41   	 162.77		 43.15   	 -40.69		
-695.19   	233.76   	 33.06   	 152.59		 42.99   	 -45.78		
-690.31   	240.78   	 33.67   	 162.77		 42.81   	 -45.78		
-682.68   	246.89   	 34.32   	 183.11		 42.62   	 -35.61		
-671.39   	263.98   	 35.06   	 213.63		 42.48   	 -30.52		
-661.32   	264.28   	 35.91   	 264.50		 42.36(D)	   0.00		
-643.31   	296.33   	 36.97   	 254.32		 42.36   	  10.17		
-630.19   	305.18   	 37.99   	 239.06		 42.40   	  15.26		
-619.51   	323.49   	 38.94   	 193.29		 42.46   	  25.43		
-612.18   	341.19   	 39.72   	 147.51		 42.56   	  25.43		
-599.67   	357.97   	 40.31   	 127.16		 42.67   	  20.35		
-588.68   	374.76   	 40.81   	 111.90		 42.75   	  15.26		
-581.67   	397.95   	 41.26   	  86.47		 42.81   	  10.17		
-566.10   	423.58   	 41.61   	  50.86		 42.85   	  15.26		
-549.93   	445.86   	 41.81   	  35.61		 42.91   	  45.78		
-539.55   	462.95   	 41.95   	  40.69		 43.09   	 101.73		
-526.73   	488.59   	 42.12   	  40.69		 43.50   	 172.94		
-513.00   	505.07   	 42.28   	  30.52		 44.19   	 264.50		
-504.76   	520.63   	 42.40   	  30.52		 45.25   	 345.88		
-495.91   	553.89   	 42.52   	  45.78		 46.63   	 422.18		
-483.09   	571.90   	 42.71   	  66.12		 48.32   	 473.04		
-474.24   	587.46   	 42.97   	  81.38		 50.21   	 503.56		
-469.36   	610.05   	 43.30   	  86.47		 52.23   	 503.56		
-462.04   	617.98   	 43.64   	  96.64		 54.24   	 473.04		
-455.02   	629.58   	 44.03   	 116.99		 56.13   	 427.26		
-454.71   	635.38   	 44.50   	 116.99		 57.84   	 366.22		
-456.85   	638.12   	 44.96   	 106.82		 59.31   	 300.10		
-457.46   	635.68   	 45.39   	 101.73		 60.51   	 233.98		
-467.53   	627.14   	 45.80   	 101.73		 61.44   	 178.03		
-480.65   	619.51   	 46.21   	 101.73		 62.16   	 137.33		
-488.59   	611.27   	 46.61   	  96.64		 62.71   	 111.90		
-503.23   	591.74   	 47.00   	 101.73		 63.15   	 106.82		
-524.60   	578.92   	 47.41   	 111.90		 63.58   	 116.99		
-544.43   	562.13   	 47.85   	 127.16		 64.05   	 142.42		
-565.49   	540.47   	 48.36   	 127.16		 64.62   	 178.03		
-590.52   	521.55   	 48.87   	 127.16		 65.33   	 213.63		
-612.79   	502.93   	 49.38   	 142.42		 66.18   	 254.32		
-630.19   	480.96   	 49.95   	 147.51		 67.20   	 295.01		
-651.55   	462.95   	 50.54   	 132.25		 68.38   	 330.62		
-674.74   	447.08   	 51.07   	 106.82		 69.70   	 345.88		
-694.58   	431.52   	 51.50   	  96.64		 71.09   	 356.05		
-715.94   	411.99   	 51.88   	  81.38		 72.51   	 350.97		
-739.75   	391.24   	 52.21   	  50.86		 73.92   	 335.71		
-757.45   	375.98   	 52.41   	  15.26		 75.26   	 325.53		
-772.09   	350.95   	 52.47(S)	 -10.17		 76.56   	 305.19		
-790.71   	336.30   	 52.43   	 -30.52		 77.78   	 264.50		
-807.19   	320.13   	 52.31   	 -66.12		 78.84   	 213.63		
-818.48   	302.43   	 52.04   	 -96.64		 79.69   	 167.85		
-830.99   	286.87   	 51.66   	-127.16		 80.37   	 137.33		
-840.45   	274.05   	 51.15   	-152.59		 80.92   	 111.90		
-845.03   	267.94   	 50.54   	-172.94		 81.36   	 106.82		
-849.91   	251.16   	 49.85   	-203.46		 81.79   	 127.16		
-855.10   	252.08   	 49.03   	-228.89		 82.30   	 152.59		
-858.15   	248.72   	 48.12   	-254.32		 82.91   	 183.11		
-857.85   	234.38   	 47.10   	-284.84		 83.64   	 193.29		
-861.51   	234.38   	 45.96   	-325.53		 84.41   	 198.37		
-865.17   	224.00   	 44.66   	-361.14		 85.21   	 193.29		
-862.73   	223.39   	 43.21   	-350.97		 85.98   	 183.11		
-860.60   	216.37   	 41.81   	-340.79		 86.71   	 147.51		
-859.68   	222.47   	 40.45   	-406.92		 87.30   	 101.73		
-857.54   	221.56   	 38.82   	-488.30		 87.71   	  40.69		
-855.41   	216.06   	 36.87   	-528.99		 87.87(S)	 -35.61		
-859.68   	217.59   	 34.75   	-559.51		 87.73   	 -81.38		
-859.99   	219.73   	 32.51   	-595.11		 87.41   	 -96.64		
-854.49   	216.98   	 30.13   	-620.55		 87.02   	-116.99		
-853.88   	219.12   	 27.65   	-610.37		 86.55   	-132.25		
-850.83   	224.91   	 25.21   	-564.60		 86.02   	-116.99		
-846.25   	220.64   	 22.95   	-523.90		 85.55   	-106.82		
-844.12   	214.54   	 20.85   	-473.04		 85.13   	-101.73		
-843.20   	213.62   	 18.96   	-422.18		 84.72   	-111.90		
-839.23   	207.21   	 17.27   	-361.14		 84.27   	-111.90		
-836.49   	204.16   	 15.83   	-310.27		 83.82   	-122.07		
-838.93   	200.20   	 14.59   	-279.75		 83.34   	-147.51		
-838.62   	209.05   	 13.47   	-249.24		 82.75   	-162.77		
-836.18   	205.69   	 12.47   	-239.06		 82.10   	-172.94		
-837.71   	204.47   	 11.52   	-228.89		 81.40   	-188.20		
-838.93   	213.32   	 10.60   	-223.80		 80.65   	-203.46		
-839.23   	205.38   	  9.70   	-228.89		 79.84   	-208.54		
-841.06   	203.55   	  8.79   	-228.89		 79.00   	-223.80		
-846.25   	206.91   	  7.87   	-228.89		 78.11   	-228.89		
-846.56   	205.08   	  6.96   	-228.89		 77.19   	-233.98		
-846.25   	198.67   	  6.04   	-213.63		 76.26   	-233.98		
-851.75   	195.62   	  5.19   	-198.37		 75.32   	-223.80		
-853.88   	198.36   	  4.39   	-183.11		 74.42   	-213.63		
-851.75   	189.51   	  3.66   	-152.59		 73.57   	-198.37		
-856.32   	192.57   	  3.05   	-116.99		 72.78   	-183.11		
-859.99   	195.62   	  2.58   	 -96.64		 72.04   	-157.68		
-859.07   	195.92   	  2.20   	 -76.30		 71.41   	-137.33		
-860.60   	193.48   	  1.89   	 -50.86		 70.86   	-122.07		
-865.78   	200.20   	  1.69   	 -25.43		 70.38   	-111.90		
-866.39   	198.36   	  1.59   	 -25.43		 69.93   	-101.73		
-867.61   	196.23   	  1.49   	 -30.52		 69.52   	-106.82		
-874.33   	193.79   	  1.36   	 -35.61		 69.09   	-106.82		
-876.16   	195.92   	  1.22   	 -35.61		 68.67   	-116.99		
-873.72   	195.31   	  1.08   	 -40.69		 68.20   	-116.99		
-874.63   	194.09   	  0.92   	 -35.61		 67.73   	-132.25		
-877.08   	199.89   	  0.77   	 -25.43		 67.20   	-132.25		
-874.94   	201.42   	  0.67   	 -20.35		 66.67   	-142.42		
-876.16   	196.84   	  0.59   	  -5.09		 66.10   	-137.33		
-881.35   	198.36   	  0.57   	 -10.17		 65.55   	-132.25		
-879.52   	204.47   	  0.53   	   0.00		 65.03   	-127.16		
-875.85   	198.36   	  0.53   	   0.00		 64.52   	-122.07		
-879.21   	199.89   	  0.53   	   0.00		 64.03   	-106.82		
-878.60   	207.52   	  0.53   	  -5.09		 63.60   	-101.73		
-872.80   	205.69   	  0.51(D)	   0.00		 63.19   	 -86.47		
-876.77   	204.16   	  0.51   	  10.17		 62.85   	 -76.30		
-875.24   	211.18   	  0.55   	  15.26		 62.54   	 -71.21		
-872.19   	208.44   	  0.61   	  30.52		 62.26   	 -71.21		
-876.16   	198.36   	  0.73   	  35.61		 61.97   	 -71.21		
-881.04   	202.94   	  0.87   	  40.69		 61.69   	 -76.30		
-883.18   	199.89   	  1.04   	  35.61		 61.38   	 -81.38		
-881.96   	197.14   	  1.18   	  40.69		 61.06   	 -81.38		
-884.70   	200.20   	  1.34   	  30.52		 60.73   	 -91.56		
-885.01   	203.55   	  1.46   	  20.35		 60.37   	 -91.56		
-881.04   	204.47   	  1.55   	  20.35		 60.00   	 -91.56		
-882.26   	201.72   	  1.63   	  20.35		 59.63   	 -86.47		
-885.93   	206.30   	  1.71   	  10.17		 59.29   	 -81.38		
-881.96   	208.13   	  1.75   	  15.26		 58.96   	 -71.21		
-882.26   	200.50   	  1.81   	   5.09		 58.68   	 -66.12		
-886.54   	209.05   	  1.83   	  10.17		 58.41   	 -55.95		
-883.79   	211.49   	  1.87   	  10.17		 58.19   	 -45.78		
-882.87   	204.77   	  1.91   	  10.17		 58.01   	 -35.61		
-886.84   	207.21   	  1.95   	  10.17		 57.86   	 -35.61		
-886.23   	205.38   	  1.99   	  10.17		 57.72   	 -40.69		
-884.70   	200.50   	  2.03   	  10.17		 57.56   	 -35.61		
-887.45   	199.28   	  2.08   	  15.26		 57.42   	 -45.78		
-890.20   	202.94   	  2.14   	  15.26		 57.23   	 -55.95		
-887.15   	205.69   	  2.20   	  15.26		 57.01   	 -55.95		
-889.28   	203.86   	  2.26   	  15.26		 56.79   	 -61.04		
-890.20   	207.21   	  2.32   	  20.35		 56.54   	 -61.04		
-885.31   	212.10   	  2.40   	  25.43		 56.30   	 -61.04		
-884.09   	205.69   	  2.50   	  25.43		 56.05   	 -61.04		
-886.54   	205.99   	  2.60   	  25.43		 55.81   	 -55.95		
-887.45   	210.57   	  2.71   	  30.52		 55.58   	 -50.86		
-888.06   	207.52   	  2.83   	  20.35		 55.38   	 -45.78		
-892.03   	208.44   	  2.91   	  15.26		 55.20   	 -45.78		
-894.47   	208.44   	  2.97   	  15.26		 55.02   	 -35.61		
-893.25   	213.32   	  3.03   	   5.09		 54.87   	 -40.69		
-896.30   	206.91   	  3.05   	  -5.09		 54.71   	 -35.61		
-900.27   	209.66   	  3.03   	  -5.09		 54.57   	 -35.61		
-900.88   	215.76   	  3.01   	 -10.17		 54.43   	 -35.61		
-898.13   	207.82   	  2.97   	 -10.17		 54.28   	 -40.69		
-898.74   	209.05   	  2.93   	  -5.09		 54.12   	 -45.78		
-897.83   	216.37   	  2.91   	   0.00		 53.94   	 -40.69		
-893.25   	216.06   	  2.91   	   0.00		 53.77   	 -45.78		
-892.64   	216.06   	  2.91   	   0.00		 53.59   	 -50.86		
-895.69   	217.29   	  2.91   	   0.00		 53.39   	 -50.86		
-893.86   	215.15   	  2.91   	   5.09		 53.18   	 -50.86		
-890.50   	211.49   	  2.93   	   5.09		 52.98   	 -45.78		
-894.47   	214.84   	  2.95   	   5.09		 52.80   	 -45.78		
-892.64   	221.56   	  2.97   	  10.17		 52.61   	 -40.69		
-886.84   	221.86   	  3.01   	   5.09		 52.45   	 -35.61		
-890.50   	215.76   	  3.03   	  10.17		 52.31   	 -35.61		
-891.72   	214.84   	  3.07   	  10.17		 52.17   	 -35.61		
-887.76   	214.84   	  3.11   	   5.09		 52.02   	 -30.52		
-890.20   	211.79   	  3.13   	  10.17		 51.90   	 -30.52		
-892.03   	217.29   	  3.17   	  10.17		 51.78   	 -30.52		
-888.67   	222.78   	  3.21   	  10.17		 51.66   	 -30.52		
-888.67   	215.76   	  3.26   	   5.09		 51.54   	 -30.52		
-889.28   	222.17   	  3.28   	   5.09		 51.41   	 -35.61		
-885.93   	226.75   	  3.30   	  10.17		 51.27   	 -35.61		
-882.57   	226.75   	  3.34   	   0.00		 51.13   	 -35.61		
-884.40   	226.44   	  3.34   	   5.09		 50.99   	 -35.61		
-886.84   	229.19   	  3.36   	   0.00		 50.84   	 -35.61		
-885.62   	224.61   	  3.36   	  -5.09		 50.70   	 -40.69		
-887.45   	225.83   	  3.34   	   0.00		 50.54   	 -35.61		
-888.67   	230.41   	  3.34   	  -5.09		 50.40   	 -40.69		
-886.84   	227.36   	  3.32   	   0.00		 50.23   	 -35.61		
-887.76   	225.22   	  3.32   	   0.00		 50.09   	 -30.52		
-888.98   	225.52   	  3.32   	   5.09		 49.97   	 -35.61		
-888.98   	230.41   	  3.34   	   5.09		 49.83   	 -25.43		
-886.84   	233.46   	  3.36   	   5.09		 49.73   	 -25.43		
-888.67   	237.12   	  3.38   	  10.17		 49.62   	 -25.43		
-892.64   	237.73   	  3.42   	  10.17		 49.52   	 -20.35		
-891.42   	229.19   	  3.46   	  10.17		 49.44   	 -25.43		
-892.64   	225.83   	  3.50   	  10.17		 49.34   	 -25.43		
-894.17   	224.00   	  3.54   	   5.09		 49.24   	 -25.43		
-893.55   	224.61   	  3.56   	   5.09		 49.14   	 -25.43		
-895.39   	228.58   	  3.58   	   0.00		 49.03   	 -30.52		
-899.66   	229.80   	  3.58   	   0.00		 48.91   	 -25.43		
-900.27   	229.19   	  3.58   	   0.00		 48.81   	 -25.43		
-895.08   	217.29   	  3.58   	   0.00		 48.71   	 -30.52		
-892.64   	212.10   	  3.58   	  -5.09		 48.59   	 -25.43		
-884.70   	212.10   	  3.56   	   0.00		 48.48   	 -25.43		
-872.80   	219.12   	  3.56   	   0.00		 48.38   	 -25.43		
-864.26   	230.10   	  3.56   	   0.00		 48.28   	 -30.52		
-849.91   	248.11   	  3.56   	   0.00		 48.16   	 -25.43		
-833.74   	278.32   	  3.56   	   0.00		 48.06   	 -25.43		
-825.81   	295.72   	  3.56   	   5.09		 47.96   	 -25.43		
-820.01   	319.52   	  3.58   	   5.09		 47.85   	 -25.43		
-815.73   	337.83   	  3.60   	   5.09		 47.75   	 -25.43		
-821.53   	317.38   	  3.62   	   0.00		 47.65   	 -30.52		
-827.94   	301.51   	  3.62   	   5.09		 47.53   	 -25.43		
-832.21   	288.39   	  3.64   	  10.17		 47.43   	 -25.43		
-839.23   	274.05   	  3.68   	  10.17		 47.32   	 -25.43		
-840.76   	275.57   	  3.72   	   5.09		 47.22   	 -25.43		
-845.03   	276.49   	  3.74   	   5.09		 47.12   	 -25.43		
-849.61   	270.08   	  3.76   	   5.09		 47.02   	 -20.35		
-850.52   	253.91   	  3.78   	   5.09		 46.94   	 -25.43		
-857.54   	239.26   	  3.80   	   5.09		 46.84   	 -20.35		
-861.21   	230.71   	  3.83   	   5.09		 46.75   	 -25.43		
-871.28   	220.95   	  3.85   	  10.17		 46.65   	 -20.35		
-891.72   	221.56   	  3.89   	   5.09		 46.57   	 -25.43		
-905.76   	220.64   	  3.91   	   5.09		 46.47   	 -25.43		
-910.95   	221.25   	  3.93   	   0.00		 46.37   	 -25.43		
-912.17   	219.12   	  3.93   	 -15.26		 46.27   	 -25.43		
-911.56   	220.03   	  3.87   	 -25.43		 46.16   	 -25.43		
-912.78   	221.25   	  3.76   	 -40.69		 46.06   	 -25.43		
-917.05   	213.93   	  3.60   	 -40.69		 45.96   	 -25.43		
-924.99   	213.93   	  3.44   	 -50.86		 45.86   	 -25.43		
-938.11   	208.74   	  3.23   	 -55.95		 45.76   	 -25.43		
-967.71   	190.43   	  3.01   	 -66.12		 45.66   	 -25.43		
-992.74   	163.57   	  2.75   	 -61.04		 45.55   	 -20.35		
-994.26   	172.12   	  2.50   	 -55.95		 45.47   	 -20.35		
-979.92   	270.39   	  2.28   	 -35.61		 45.39   	 -25.43		
-911.87   	484.01   	  2.14   	 -25.43		 45.29   	 -25.43		
-821.84   	788.27   	  2.03   	   5.09		 45.19   	 -20.35		
-674.44   	1040.95   	  2.05(E)	  66.12		 45.11   	 -25.43		
-456.54   	1362.61(R)	  2.32   	  91.56		 45.00   	 -25.43		
-554.50   	1229.55   	  2.69   	 106.82		 44.90   	 -25.43		
-815.12   	1026.00   	  3.11   	 116.99		 44.80   	 -20.35		
-1059.27   	682.07   	  3.58   	 116.99		 44.72   	 -20.35		
-1235.35   	209.66   	  4.05   	 106.82		 44.64   	 -20.35		
-1321.72   	  6.10   	  4.48   	  86.47		 44.56   	 -25.43		
-1347.05   	-57.07   	  4.82   	  76.30		 44.46   	 -15.26		
-1495.97   	-50.66   	  5.13   	  50.86		 44.39   	 -15.26		
-1687.32   	 40.89   	  5.33   	  30.52		 44.33   	 -20.35		
-1815.19   	-11.60   	  5.45   	  10.17		 44.25   	 -15.26		
-1903.69   	-132.75   	  5.49   	  -5.09		 44.19   	 -15.26		
-1957.70   	-233.76   	  5.47   	 -15.26		 44.13   	 -20.35		
-1962.28   	-296.02   	  5.41   	 -20.35		 44.05   	 -20.35		
-1975.40   	-340.58   	  5.33   	 -15.26		 43.97   	 -20.35		
-1947.33   	-336.30   	  5.27   	   5.09		 43.89   	 -25.43		
-1872.25   	-275.57   	  5.29   	  25.43		 43.78   	 -20.35		
-1777.34   	-162.96   	  5.39   	  45.78		 43.70   	 -25.43		
-1652.22   	-29.30   	  5.57   	  66.12		 43.60   	 -25.43		
-1513.67   	 58.29   	  5.84   	  76.30		 43.50   	 -25.43		
-1344.91   	117.19   	  6.14   	  66.12		 43.40   	 -25.43		
-1174.01   	153.81   	  6.41   	  35.61		 43.30   	 -25.43		
-1035.77   	164.79   	  6.55   	  10.17		 43.19   	 -20.35		
