SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  FA     	  FA'		
  5.05   	  91.56		 66.84   	 -86.47		
  5.41   	  76.30		 66.49   	 -86.47		
  5.72   	  71.21		 66.14   	 -81.38		
  6.00   	  61.04		 65.82   	 -81.38		
  6.25   	  45.78		 65.49   	 -81.38		
  6.43   	  40.69		 65.17   	 -76.30		
  6.59   	  40.69		 64.86   	 -76.30		
  6.75   	  25.43		 64.56   	 -71.21		
  6.86   	  25.43		 64.27   	 -71.21		
  6.96   	  20.35		 63.99   	 -66.12		
  7.04   	  10.17		 63.72   	 -66.12		
  7.08   	  10.17		 63.46   	 -66.12		
  7.12   	   5.09		 63.19   	 -61.04		
  7.14   	  -5.09		 62.95   	 -61.04		
  7.12   	  -5.09		 62.71   	 -55.95		
  7.10   	  -5.09		 62.48   	 -55.95		
  7.08   	   0.00		 62.26   	 -55.95		
  7.08   	  -5.09		 62.03   	 -50.86		
  7.06   	   0.00		 61.83   	 -50.86		
  7.06   	 -10.17		 61.63   	 -50.86		
  7.02   	 -20.35		 61.42   	 -45.78		
  6.94   	 -10.17		 61.24   	 -45.78		
  6.90   	   0.00		 61.06   	 -45.78		
  6.90   	   0.00		 60.87   	 -40.69		
  6.90   	  -5.09		 60.71   	 -45.78		
  6.88   	   0.00		 60.53   	 -40.69		
  6.88   	  -5.09		 60.37   	 -40.69		
  6.86   	   5.09		 60.20   	 -45.78		
  6.88   	   5.09		 60.02   	 -40.69		
  6.90   	  10.17		 59.86   	 -40.69		
  6.94   	  25.43		 59.69   	 -40.69		
  7.04   	  20.35		 59.53   	 -35.61		
  7.12   	  25.43		 59.39   	 -40.69		
  7.22   	  30.52		 59.23   	 -40.69		
  7.34   	  30.52		 59.06   	 -35.61		
  7.47   	  35.61		 58.92   	 -40.69		
  7.61   	  35.61		 58.76   	 -35.61		
  7.75   	  35.61		 58.62   	 -40.69		
  7.89   	  81.38		 58.45   	 -40.69		
  8.22   	  40.69		 58.29   	 -35.61		
  8.38   	  30.52		 58.15   	 -40.69		
  8.50   	  30.52		 57.99   	 -35.61		
  8.63   	  35.61		 57.84   	 -40.69		
  8.77   	  30.52		 57.68   	 -35.61		
  8.89(E)	  20.35		 57.54   	 -35.61		
  8.97   	  25.43		 57.40   	 -40.69		
  9.07   	  25.43		 57.23   	 -35.61		
  9.18   	  25.43		 57.09   	 -35.61		
  9.28   	  20.35		 56.95   	 -35.61		
  9.36   	  25.43		 56.81   	 -35.61		
  9.46   	  25.43		 56.66   	 -35.61		
  9.56   	  30.52		 56.52   	 -30.52		
  9.68   	  35.61		 56.40   	 -35.61		
  9.83   	  45.78		 56.26   	 -35.61		
 10.01   	  76.30		 56.11   	 -35.61		
 10.32   	 111.90		 55.97   	 -30.52		
 10.76   	 147.51		 55.85   	 -35.61		
 11.35   	 203.46		 55.71   	 -30.52		
 12.17   	 254.32		 55.58   	 -30.52		
 13.18   	 295.01		 55.46   	 -30.52		
 14.36   	 325.53		 55.34   	 -30.52		
 15.67   	 356.05		 55.22   	 -30.52		
 17.09   	 386.57		 55.10   	 -30.52		
 18.64   	 417.09		 54.97   	 -25.43		
 20.31   	 437.43		 54.87   	 -30.52		
 22.05   	 452.69		 54.75   	 -30.52		
 23.87   	 467.95		 54.63   	 -25.43		
 25.74   	 457.78		 54.53   	 -25.43		
 27.57   	 442.52		 54.43   	 -30.52		
 29.34   	 427.26		 54.30   	 -25.43		
 31.05   	 406.92		 54.20   	 -30.52		
 32.68   	 376.40		 54.08   	 -25.43		
 34.18   	 350.97		 53.98   	 -25.43		
 35.58   	 320.45		 53.88   	 -25.43		
 36.87   	 300.10		 53.77   	 -30.52		
 38.07   	 289.93		 53.65   	 -25.43		
 39.23   	 254.32		 53.55   	 -30.52		
 40.24   	 228.89		 53.43   	 -25.43		
 41.16   	 208.54		 53.33   	 -30.52		
 41.99   	 178.03		 53.20   	 -25.43		
 42.71   	 147.51		 53.10   	 -25.43		
 43.30   	 116.99		 53.00   	 -25.43		
 43.76   	  91.56		 52.90   	 -30.52		
 44.13   	  55.95		 52.78   	 -20.35		
 44.35   	  40.69		 52.70   	 -25.43		
 44.52   	  15.26		 52.59   	 -20.35		
 44.58   	   5.09		 52.51   	 -20.35		
 44.60   	  -5.09		 52.43   	 -15.26		
 44.58   	 -10.17		 52.37   	  -5.09		
 44.54   	 -15.26		 52.35(D)	   5.09		
 44.48   	 -20.35		 52.37   	  25.43		
 44.39   	 -20.35		 52.47   	  40.69		
 44.31   	 -20.35		 52.63   	  66.12		
 44.23   	 -10.17		 52.90   	  91.56		
 44.19   	   5.09		 53.27   	 122.07		
 44.21   	  15.26		 53.75   	 147.51		
 44.27   	  30.52		 54.34   	 178.03		
 44.39   	  35.61		 55.06   	 203.46		
 44.54   	  50.86		 55.87   	 228.89		
 44.74   	  55.95		 56.79   	 249.24		
 44.96   	  71.21		 57.78   	 274.67		
 45.25   	  81.38		 58.88   	 289.93		
 45.57   	  91.56		 60.04   	 310.27		
 45.94   	 101.73		 61.28   	 315.36		
 46.35   	 101.73		 62.54   	 330.62		
 46.75   	 101.73		 63.87   	 330.62		
 47.16   	 111.90		 65.19   	 335.71		
 47.61   	 101.73		 66.53   	 335.71		
 48.02   	 101.73		 67.87   	 330.62		
 48.42   	 101.73		 69.20   	 330.62		
 48.83   	  91.56		 70.52   	 320.45		
 49.20   	  86.47		 71.80   	 320.45		
 49.54   	  76.30		 73.08   	 315.36		
 49.85   	  66.12		 74.34   	 305.19		
 50.11   	  45.78		 75.56   	 305.19		
 50.29   	  35.61		 76.79   	 305.19		
 50.44   	  25.43		 78.01   	 295.01		
 50.54   	  15.26		 79.19   	 300.10		
 50.60   	  10.17		 80.39   	 295.01		
 50.64(S)	   0.00		 81.57   	 289.93		
 50.64   	 -15.26		 82.73   	 289.93		
 50.58   	 -25.43		 83.89   	 284.84		
 50.48   	 -30.52		 85.03   	 274.67		
 50.36   	 -35.61		 86.12   	 264.50		
 50.21   	 -40.69		 87.18   	 249.24		
 50.05   	 -55.95		 88.18   	 223.80		
 49.83   	 -71.21		 89.07   	 203.46		
 49.54   	 -71.21		 89.89   	 172.94		
 49.26   	 -91.56		 90.58   	 142.42		
 48.89   	-106.82		 91.15   	 111.90		
 48.46   	-137.33		 91.60   	  76.30		
 47.91   	-167.85		 91.90   	  35.61		
 47.24   	-198.37		 92.04   	   5.09		
 46.45   	-233.98		 92.06(S)	 -30.52		
 45.51   	-269.58		 91.94   	 -55.95		
 44.44   	-315.36		 91.72   	 -91.56		
 43.17   	-345.88		 91.35   	-111.90		
 41.79   	-381.48		 90.91   	-132.25		
 40.26   	-427.26		 90.38   	-142.42		
 38.56   	-473.04		 89.81   	-157.68		
 36.66   	-498.47		 89.18   	-162.77		
 34.67   	-518.82		 88.52   	-167.85		
 32.59   	-539.16		 87.85   	-162.77		
 30.44   	-544.25		 87.20   	-162.77		
 28.26   	-554.42		 86.55   	-162.77		
 26.04   	-549.34		 85.90   	-152.59		
 23.85   	-539.16		 85.29   	-147.51		
 21.69   	-523.90		 84.70   	-147.51		
 19.59   	-503.56		 84.11   	-137.33		
 17.58   	-483.21		 83.56   	-137.33		
 15.65   	-457.78		 83.01   	-137.33		
 13.81   	-427.26		 82.46   	-132.25		
 12.11   	-401.83		 81.93   	-137.33		
 10.50   	-376.40		 81.38   	-137.33		
  8.99   	-340.79		 80.83   	-137.33		
  7.63   	-305.19		 80.28   	-147.51		
  6.41   	-289.93		 79.69   	-142.42		
  5.25   	-244.15		 79.12   	-147.51		
  4.27   	-208.54		 78.53   	-152.59		
  3.44   	-172.94		 77.92   	-147.51		
  2.75   	-122.07		 77.33   	-152.59		
  2.26   	 -76.30		 76.72   	-147.51		
  1.95   	 -76.30		 76.13   	-142.42		
  1.65   	 -71.21		 75.56   	-142.42		
  1.36   	 -30.52		 74.99   	-137.33		
  1.24   	  -5.09		 74.45   	-137.33		
  1.22(D)	  10.17		 73.90   	-127.16		
  1.26   	  30.52		 73.39   	-127.16		
  1.38   	  55.95		 72.88   	-116.99		
  1.61   	  71.21		 72.41   	-116.99		
  1.89   	  86.47		 71.94   	-116.99		
  2.24   	  96.64		 71.47   	-106.82		
  2.62   	 101.73		 71.05   	-106.82		
  3.03   	 106.82		 70.62   	-101.73		
  3.46   	 106.82		 70.21   	-101.73		
  3.89   	 106.82		 69.81   	 -96.64		
  4.31   	 106.82		 69.42   	 -96.64		
  4.74   	 106.82		 69.03   	 -91.56		
  5.17   	 101.73		 68.67   	 -96.64		
  5.57   	  91.56		 68.28   	 -91.56		
  5.94   	  96.64		 67.91   	 -86.47		
  6.33   	  91.56		 67.57   	 -91.56		
  6.69   	  86.47		 67.20   	 -81.38		
  7.04   	  66.12		 66.88   	 -86.47		
  7.30   	  66.12		 66.53   	 -81.38		
  7.57   	  50.86		 66.21   	 -81.38		
  7.77   	  30.52		 65.88   	 -76.30		
  7.89   	  30.52		 65.57   	 -76.30		
  8.02   	  30.52		 65.27   	 -76.30		
  8.14   	  25.43		 64.96   	 -66.12		
  8.24   	  20.35		 64.70   	 -66.12		
  8.32   	  20.35		 64.44   	 -66.12		
  8.40   	  15.26		 64.17   	 -66.12		
  8.46   	  10.17		 63.91   	 -61.04		
  8.50   	  10.17		 63.66   	 -55.95		
  8.55   	  10.17		 63.44   	 -55.95		
  8.59   	   5.09		 63.21   	 -55.95		
  8.61   	   5.09		 62.99   	 -50.86		
  8.63   	   5.09		 62.79   	 -50.86		
  8.65   	   5.09		 62.58   	 -50.86		
  8.67   	   5.09		 62.38   	 -50.86		
  8.69   	   0.00		 62.18   	 -45.78		
  8.69   	   0.00		 61.99   	 -45.78		
  8.69   	  -5.09		 61.81   	 -45.78		
  8.67   	 -10.17		 61.63   	 -45.78		
  8.63   	 -10.17		 61.44   	 -45.78		
  8.59   	  -5.09		 61.26   	 -40.69		
  8.57   	   0.00		 61.10   	 -40.69		
  8.57   	   0.00		 60.94   	 -45.78		
  8.57   	   5.09		 60.75   	 -40.69		
  8.59   	   0.00		 60.59   	 -40.69		
  8.59   	  15.26		 60.43   	 -40.69		
  8.65   	  20.35		 60.26   	 -40.69		
  8.73   	  15.26		 60.10   	 -40.69		
  8.79   	  15.26		 59.94   	 -35.61		
  8.85   	  25.43		 59.80   	 -40.69		
  8.95   	  30.52		 59.63   	 -35.61		
  9.07   	  15.26		 59.49   	 -35.61		
  9.14   	  20.35		 59.35   	 -35.61		
  9.22   	  25.43		 59.21   	 -35.61		
  9.32   	  35.61		 59.06   	 -30.52		
  9.46   	  35.61		 58.94   	 -35.61		
  9.60   	  30.52		 58.80   	 -30.52		
  9.73   	  71.21		 58.68   	 -35.61		
 10.01   	  35.61		 58.53   	 -40.69		
 10.15   	  35.61		 58.37   	 -30.52		
 10.29   	  35.61		 58.25   	 -40.69		
 10.44   	  30.52		 58.09   	 -35.61		
 10.56(E)	  30.52		 57.94   	 -35.61		
 10.68   	  20.35		 57.80   	 -35.61		
 10.76   	  25.43		 57.66   	 -35.61		
 10.86   	  25.43		 57.52   	 -35.61		
 10.97   	  30.52		 57.38   	 -35.61		
 11.09   	  35.61		 57.23   	 -40.69		
 11.23   	  35.61		 57.07   	 -35.61		
 11.37   	  30.52		 56.93   	 -35.61		
 11.50   	  35.61		 56.79   	 -35.61		
 11.64   	  55.95		 56.64   	 -35.61		
 11.86   	  61.04		 56.50   	 -30.52		
 12.11   	  91.56		 56.38   	 -35.61		
 12.47   	 132.25		 56.24   	 -30.52		
 13.00   	 157.68		 56.11   	 -30.52		
 13.63   	 203.46		 55.99   	 -25.43		
 14.45   	 254.32		 55.89   	 -30.52		
 15.46   	 284.84		 55.77   	 -30.52		
 16.60   	 305.19		 55.65   	 -25.43		
 17.82   	 340.79		 55.54   	 -25.43		
 19.19   	 361.14		 55.44   	 -30.52		
 20.63   	 391.66		 55.32   	 -25.43		
 22.20   	 412.00		 55.22   	 -30.52		
 23.85   	 417.09		 55.10   	 -25.43		
 25.51   	 417.09		 54.99   	 -25.43		
 27.18   	 406.92		 54.89   	 -30.52		
 28.81   	 401.83		 54.77   	 -30.52		
 30.42   	 386.57		 54.65   	 -25.43		
 31.96   	 356.05		 54.55   	 -30.52		
 33.39   	 350.97		 54.43   	 -30.52		
 34.79   	 350.97		 54.30   	 -30.52		
 36.20   	 335.71		 54.18   	 -30.52		
 37.54   	 330.62		 54.06   	 -30.52		
 38.86   	 320.45		 53.94   	 -30.52		
 40.14   	 284.84		 53.81   	 -30.52		
 41.28   	 244.15		 53.69   	 -25.43		
 42.26   	 208.54		 53.59   	 -30.52		
 43.09   	 167.85		 53.47   	 -25.43		
 43.76   	 127.16		 53.37   	 -25.43		
 44.27   	 106.82		 53.27   	 -25.43		
 44.70   	  76.30		 53.16   	 -25.43		
 45.00   	  45.78		 53.06   	 -25.43		
 45.19   	  25.43		 52.96   	 -25.43		
 45.29   	   5.09		 52.86   	 -20.35		
 45.31   	  -5.09		 52.78   	 -20.35		
 45.29   	 -20.35		 52.70   	 -20.35		
 45.21   	 -30.52		 52.61   	  -5.09		
 45.09   	 -30.52		 52.59(D)	   0.00		
 44.96   	 -30.52		 52.59   	  15.26		
 44.84   	 -35.61		 52.65   	  35.61		
 44.70   	 -30.52		 52.80   	  61.04		
 44.58   	 -25.43		 53.04   	  81.38		
 44.48   	 -10.17		 53.37   	 111.90		
 44.44   	   5.09		 53.81   	 137.33		
 44.46   	  15.26		 54.36   	 167.85		
 44.52   	  30.52		 55.04   	 188.20		
 44.64   	  40.69		 55.79   	 218.72		
 44.80   	  55.95		 56.66   	 239.06		
 45.03   	  66.12		 57.62   	 264.50		
 45.29   	  76.30		 58.68   	 274.67		
 45.59   	  86.47		 59.78   	 295.01		
 45.94   	  86.47		 60.96   	 305.19		
 46.29   	  91.56		 62.18   	 315.36		
 46.65   	 101.73		 63.44   	 320.45		
 47.06   	  96.64		 64.72   	 320.45		
 47.45   	  96.64		 66.00   	 325.53		
 47.83   	  86.47		 67.30   	 320.45		
 48.18   	  81.38		 68.59   	 315.36		
 48.50   	  81.38		 69.85   	 310.27		
 48.83   	  76.30		 71.09   	 310.27		
 49.14   	  61.04		 72.33   	 300.10		
 49.38   	  50.86		 73.53   	 295.01		
 49.58   	  40.69		 74.71   	 295.01		
 49.75   	  25.43		 75.89   	 284.84		
 49.85   	  10.17		 77.03   	 284.84		
 49.89   	   5.09		 78.17   	 279.75		
 49.91(S)	 -10.17		 79.29   	 279.75		
 49.87   	 -25.43		 80.41   	 274.67		
 49.77   	 -30.52		 81.51   	 269.58		
 49.64   	 -45.78		 82.58   	 269.58		
 49.46   	 -50.86		 83.66   	 254.32		
 49.26   	 -61.04		 84.68   	 249.24		
 49.01   	 -71.21		 85.68   	 233.98		
 48.73   	 -76.30		 86.61   	 213.63		
 48.42   	 -91.56		 87.47   	 188.20		
 48.06   	-106.82		 88.22   	 167.85		
 47.63   	-116.99		 88.89   	 137.33		
 47.16   	-142.42		 89.44   	 106.82		
 46.59   	-172.94		 89.87   	  71.21		
 45.90   	-198.37		 90.15   	  40.69		
 45.11   	-228.89		 90.32   	   5.09		
 44.19   	-264.50		 90.34(S)	 -25.43		
 43.13   	-300.10		 90.23   	 -61.04		
 41.93   	-330.62		 89.99   	 -86.47		
 40.61   	-361.14		 89.64   	-111.90		
 39.17   	-406.92		 89.20   	-132.25		
 37.54   	-452.69		 88.67   	-147.51		
 35.73   	-478.13		 88.08   	-162.77		
 33.81   	-513.73		 87.43   	-167.85		
 31.76   	-528.99		 86.75   	-172.94		
 29.64   	-539.16		 86.06   	-178.03		
 27.49   	-549.34		 85.35   	-172.94		
 25.29   	-549.34		 84.66   	-172.94		
 23.09   	-539.16		 83.97   	-167.85		
 20.94   	-528.99		 83.30   	-162.77		
 18.82   	-518.82		 82.64   	-162.77		
 16.74   	-503.56		 81.99   	-157.68		
 14.73   	-467.95		 81.36   	-152.59		
 12.86   	-442.52		 80.75   	-147.51		
 11.09   	-417.09		 80.16   	-152.59		
  9.42   	-396.74		 79.55   	-147.51		
  7.83   	-366.22		 78.96   	-152.59		
  6.37   	-335.71		 78.35   	-147.51		
  5.03   	-300.10		 77.76   	-157.68		
  3.83   	-274.67		 77.13   	-152.59		
  2.73   	-244.15		 76.52   	-152.59		
  1.75   	-198.37		 75.91   	-152.59		
  0.96   	-157.68		 75.30   	-152.59		
  0.33   	-106.82		 74.69   	-147.51		
 -0.10   	 -81.38		 74.10   	-147.51		
 -0.43   	 -86.47		 73.51   	-142.42		
 -0.77   	 -66.12		 72.94   	-142.42		
 -1.04   	 -35.61		 72.37   	-132.25		
 -1.18   	 -20.35		 71.84   	-132.25		
 -1.26(D)	   5.09		 71.31   	-127.16		
 -1.24   	  35.61		 70.80   	-116.99		
 -1.10   	  50.86		 70.34   	-122.07		
 -0.90   	  55.95		 69.85   	-111.90		
 -0.67   	  71.21		 69.40   	-111.90		
 -0.39   	  86.47		 68.95   	-106.82		
 -0.04   	  86.47		 68.52   	-101.73		
  0.31   	  81.38		 68.12   	-106.82		
  0.63   	  96.64		 67.69   	-101.73		
  1.02   	 101.73		 67.28   	 -96.64		
  1.42   	  91.56		 66.90   	-101.73		
  1.79   	  86.47		 66.49   	 -91.56		
  2.14   	  96.64		 66.12   	 -96.64		
  2.52   	  86.47		 65.74   	 -96.64		
  2.87   	  81.38		 65.35   	 -91.56		
  3.19   	  76.30		 64.98   	 -86.47		
  3.50   	  66.12		 64.64   	 -91.56		
  3.76   	  61.04		 64.27   	 -86.47		
  4.01   	  50.86		 63.93   	 -81.38		
  4.21   	  35.61		 63.60   	 -81.38		
  4.35   	  25.43		 63.28   	 -76.30		
  4.46   	  25.43		 62.97   	 -76.30		
  4.56   	  25.43		 62.67   	 -71.21		
  4.66   	  20.35		 62.38   	 -71.21		
  4.74   	  15.26		 62.10   	 -66.12		
  4.80   	  15.26		 61.83   	 -66.12		
  4.86   	  15.26		 61.57   	 -66.12		
  4.92   	  10.17		 61.30   	 -61.04		
  4.96   	  10.17		 61.06   	 -61.04		
  5.01   	   5.09		 60.81   	 -55.95		
  5.03   	   0.00		 60.59   	 -61.04		
  5.03   	   0.00		 60.35   	 -55.95		
  5.03   	  -5.09		 60.12   	 -50.86		
  5.01   	 -10.17		 59.92   	 -55.95		
  4.96   	 -10.17		 59.69   	 -50.86		
  4.92   	 -10.17		 59.49   	 -50.86		
  4.88   	 -15.26		 59.29   	 -50.86		
  4.82   	 -15.26		 59.08   	 -45.78		
  4.76   	 -15.26		 58.90   	 -50.86		
  4.70   	 -15.26		 58.70   	 -45.78		
  4.64   	   0.00		 58.51   	 -45.78		
  4.64   	  -5.09		 58.33   	 -45.78		
  4.62   	  -5.09		 58.15   	 -45.78		
  4.60   	   5.09		 57.97   	 -45.78		
  4.62   	  20.35		 57.78   	 -40.69		
  4.70   	  20.35		 57.62   	 -40.69		
  4.78   	  25.43		 57.46   	 -35.61		
  4.88   	  15.26		 57.31   	 -40.69		
  4.94   	  15.26		 57.15   	 -40.69		
  5.01   	  15.26		 56.99   	 -40.69		
  5.07   	  10.17		 56.83   	 -35.61		
  5.11   	  15.26		 56.68   	 -35.61		
  5.17   	  15.26		 56.54   	 -40.69		
  5.23   	  30.52		 56.38   	 -35.61		
  5.35   	  30.52		 56.24   	 -35.61		
  5.47   	  30.52		 56.09   	 -35.61		
  5.60   	  25.43		 55.95   	 -35.61		
  5.70   	  55.95		 55.81   	 -40.69		
  5.92   	  20.35		 55.65   	 -40.69		
  6.00   	  25.43		 55.48   	 -40.69		
  6.10   	  25.43		 55.32   	 -35.61		
  6.21   	  20.35		 55.18   	 -40.69		
  6.29   	  20.35		 55.02   	 -35.61		
  6.37(E)	  20.35		 54.87   	 -35.61		
  6.45   	  15.26		 54.73   	 -35.61		
  6.51   	  25.43		 54.59   	 -35.61		
  6.61   	  25.43		 54.45   	 -30.52		
  6.71   	  30.52		 54.32   	 -35.61		
  6.84   	  30.52		 54.18   	 -35.61		
  6.96   	  35.61		 54.04   	 -30.52		
  7.10   	  45.78		 53.92   	 -30.52		
  7.28   	  71.21		 53.79   	 -35.61		
  7.57   	 127.16		 53.65   	 -30.52		
  8.08   	 183.11		 53.53   	 -30.52		
  8.81   	 162.77		 53.41   	 -30.52		
  9.46   	 122.07		 53.29   	 -30.52		
  9.95   	 183.11		 53.16   	 -30.52		
 10.68   	 244.15		 53.04   	 -35.61		
 11.66   	 269.58		 52.90   	 -30.52		
 12.74   	 310.27		 52.78   	 -30.52		
 13.98   	 371.31		 52.65   	 -30.52		
 15.46   	 386.57		 52.53   	 -30.52		
 17.01   	 401.83		 52.41   	 -30.52		
 18.62   	 437.43		 52.29   	 -25.43		
 20.37   	 442.52		 52.19   	 -30.52		
 22.14   	 427.26		 52.06   	 -30.52		
 23.85   	 427.26		 51.94   	 -30.52		
 25.55   	 427.26		 51.82   	 -25.43		
 27.26   	 396.74		 51.72   	 -30.52		
 28.85   	 376.40		 51.60   	 -25.43		
 30.36   	 345.88		 51.50   	 -30.52		
 31.74   	 320.45		 51.37   	 -25.43		
 33.02   	 289.93		 51.27   	 -25.43		
 34.18   	 254.32		 51.17   	 -25.43		
 35.20   	 218.72		 51.07   	 -25.43		
 36.07   	 183.11		 50.97   	 -25.43		
 36.81   	 152.59		 50.86   	 -25.43		
 37.42   	 116.99		 50.76   	 -25.43		
 37.88   	  91.56		 50.66   	 -20.35		
 38.25   	  71.21		 50.58   	 -25.43		
 38.53   	  45.78		 50.48   	 -25.43		
 38.72   	  20.35		 50.38   	 -20.35		
 38.80   	   5.09		 50.29   	 -25.43		
 38.82   	  -5.09		 50.19   	 -20.35		
 38.80   	 -10.17		 50.11   	 -20.35		
 38.76   	 -20.35		 50.03   	 -20.35		
 38.68   	 -20.35		 49.95   	 -20.35		
 38.60   	 -25.43		 49.87   	 -15.26		
 38.49   	 -20.35		 49.81   	  -5.09		
 38.41   	 -10.17		 49.79(D)	   0.00		
 38.37   	   0.00		 49.79   	  15.26		
 38.37   	   5.09		 49.85   	  30.52		
 38.39   	  25.43		 49.97   	  55.95		
 38.49   	  40.69		 50.19   	  76.30		
 38.66   	  55.95		 50.50   	 101.73		
 38.88   	  61.04		 50.91   	 127.16		
 39.12   	  81.38		 51.41   	 157.68		
 39.45   	  91.56		 52.04   	 183.11		
 39.82   	 101.73		 52.78   	 203.46		
 40.22   	 111.90		 53.59   	 223.80		
 40.67   	 116.99		 54.49   	 244.15		
 41.14   	 116.99		 55.46   	 264.50		
 41.61   	 122.07		 56.52   	 274.67		
 42.10   	 122.07		 57.62   	 284.84		
 42.58   	 116.99		 58.76   	 295.01		
 43.05   	 111.90		 59.94   	 295.01		
 43.50   	 101.73		 61.12   	 300.10		
 43.91   	  91.56		 62.32   	 300.10		
 44.27   	  86.47		 63.52   	 295.01		
 44.62   	  71.21		 64.70   	 295.01		
 44.90   	  61.04		 65.88   	 284.84		
 45.15   	  50.86		 67.02   	 274.67		
 45.35   	  40.69		 68.12   	 274.67		
 45.51   	  25.43		 69.22   	 259.41		
 45.62   	  15.26		 70.25   	 254.32		
 45.68(S)	   0.00		 71.27   	 249.24		
 45.68   	 -10.17		 72.27   	 244.15		
 45.64   	 -15.26		 73.24   	 233.98		
 45.57   	 -15.26		 74.18   	 228.89		
 45.51   	 -30.52		 75.10   	 223.80		
 45.39   	 -40.69		 75.99   	 223.80		
 45.23   	 -40.69		 76.89   	 218.72		
 45.07   	 -45.78		 77.76   	 218.72		
 44.88   	 -50.86		 78.64   	 213.63		
 44.68   	 -55.95		 79.49   	 203.46		
 44.46   	 -71.21		 80.30   	 198.37		
 44.17   	 -81.38		 81.10   	 183.11		
 43.85   	 -91.56		 81.83   	 172.94		
 43.48   	-106.82		 82.52   	 152.59		
 43.05   	-137.33		 83.13   	 127.16		
 42.50   	-167.85		 83.64   	 106.82		
 41.83   	-193.29		 84.07   	  81.38		
 41.06   	-223.80		 84.39   	  55.95		
 40.16   	-264.50		 84.62   	  25.43		
 39.10   	-279.75		 84.72(S)	   0.00		
 37.99   	-300.10		 84.72   	 -30.52		
 36.79   	-335.71		 84.60   	 -61.04		
 35.44   	-381.48		 84.35   	 -76.30		
 33.92   	-427.26		 84.05   	-101.73		
 32.21   	-452.69		 83.64   	-116.99		
 30.40   	-473.04		 83.17   	-132.25		
 28.50   	-493.39		 82.64   	-147.51		
 26.53   	-503.56		 82.05   	-147.51		
 24.52   	-508.65		 81.46   	-157.68		
 22.48   	-513.73		 80.83   	-162.77		
 20.43   	-503.56		 80.18   	-157.68		
 18.41   	-503.56		 79.55   	-162.77		
 16.40   	-498.47		 78.90   	-152.59		
 14.40   	-483.21		 78.29   	-157.68		
 12.47   	-462.87		 77.66   	-152.59		
 10.62   	-442.52		 77.05   	-152.59		
  8.85   	-417.09		 76.44   	-152.59		
  7.18   	-391.66		 75.83   	-152.59		
  5.62   	-366.22		 75.22   	-152.59		
  4.15   	-330.62		 74.61   	-147.51		
  2.83   	-305.19		 74.02   	-152.59		
  1.61   	-274.67		 73.41   	-147.51		
  0.51   	-233.98		 72.82   	-152.59		
 -0.43   	-208.54		 72.21   	-142.42		
 -1.26   	-198.37		 71.64   	-142.42		
 -2.05   	-193.29		 71.07   	-142.42		
 -2.83   	-172.94		 70.50   	-132.25		
 -3.52   	-122.07		 69.97   	-127.16		
 -4.01   	 -66.12		 69.46   	-122.07		
 -4.27   	 -40.69		 68.97   	-122.07		
 -4.44   	  -5.09		 68.48   	-111.90		
 -4.46(D)	  25.43		 68.04   	-111.90		
 -4.35   	  50.86		 67.59   	-101.73		
 -4.15   	  61.04		 67.18   	-101.73		
 -3.91   	  86.47		 66.77   	 -91.56		
 -3.56   	  91.56		 66.41   	 -96.64		
 -3.19   	  96.64		 66.02   	 -86.47		
 -2.81   	  96.64		 65.68   	 -86.47		
 -2.42   	 106.82		 65.33   	 -86.47		
 -1.99   	 106.82		 64.98   	 -81.38		
 -1.57   	 122.07		 64.66   	 -76.30		
 -1.08   	 122.07		 64.35   	 -81.38		
 -0.59   	 116.99		 64.03   	 -76.30		
 -0.12   	 122.07		 63.72   	 -76.30		
  0.37   	 122.07		 63.42   	 -76.30		
  0.85   	 116.99		 63.11   	 -71.21		
  1.32   	  96.64		 62.83   	 -76.30		
  1.71   	  76.30		 62.52   	 -71.21		
  2.01   	  66.12		 62.24   	 -66.12		
  2.28   	  71.21		 61.97   	 -71.21		
  2.56   	  81.38		 61.69   	 -61.04		
  2.89   	  76.30		 61.44   	 -66.12		
  3.19   	  71.21		 61.18   	 -61.04		
  3.48   	  66.12		 60.94   	 -55.95		
  3.74   	  61.04		 60.71   	 -61.04		
  3.99   	  50.86		 60.47   	 -50.86		
  4.19   	  45.78		 60.26   	 -50.86		
  4.37   	  50.86		 60.06   	 -50.86		
  4.58   	  40.69		 59.86   	 -50.86		
  4.74   	  40.69		 59.65   	 -45.78		
  4.90   	  40.69		 59.47   	 -45.78		
  5.07   	  35.61		 59.29   	 -40.69		
  5.21   	  40.69		 59.12   	 -45.78		
  5.37   	  30.52		 58.94   	 -40.69		
  5.49   	  35.61		 58.78   	 -40.69		
  5.64   	  30.52		 58.62   	 -40.69		
  5.76   	  30.52		 58.45   	 -40.69		
  5.88   	  35.61		 58.29   	 -40.69		
  6.02   	  35.61		 58.13   	 -35.61		
  6.16   	  40.69		 57.99   	 -35.61		
  6.33   	  40.69		 57.84   	 -35.61		
  6.49   	  40.69		 57.70   	 -35.61		
  6.65   	  45.78		 57.56   	 -35.61		
  6.84   	  45.78		 57.42   	 -30.52		
  7.02   	  50.86		 57.29   	 -35.61		
  7.22   	  50.86		 57.15   	 -30.52		
