SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  RV     	  RV'		
239.56   	 -3.66   	 61.08   	  20.35		 37.01   	  40.69		
242.31   	 -3.66   	 61.16(S)	   0.00		 37.17   	  35.61		
243.53   	 -2.75   	 61.16   	 -10.17		 37.31   	  15.26		
240.17   	 -0.31   	 61.12   	 -10.17		 37.38(S)	   0.00		
228.58   	  2.44   	 61.08   	 -25.43		 37.38   	 -10.17		
208.13   	  5.49   	 60.98   	 -35.61		 37.33   	 -20.35		
180.05   	  7.93   	 60.83   	 -35.61		 37.25   	 -35.61		
148.32   	  9.46   	 60.69   	 -40.69		 37.11   	 -40.69		
116.58   	  9.16   	 60.53   	 -45.78		 36.95   	 -61.04		
 87.59   	  5.80   	 60.35   	 -55.95		 36.70   	 -76.30		
 61.95   	 -1.22   	 60.12   	 -61.04		 36.40   	 -71.21		
 39.67   	-12.21   	 59.88   	 -66.12		 36.11   	 -91.56		
 21.06   	-26.25   	 59.61   	 -76.30		 35.75   	-106.82		
  6.10   	-41.50   	 59.31   	 -86.47		 35.32   	-111.90		
 -5.49   	-55.54   	 58.96   	 -96.64		 34.87   	-116.99		
-13.73   	-66.53   	 58.58   	-106.82		 34.40   	-127.16		
-19.84   	-73.85   	 58.15   	-116.99		 33.90   	-137.33		
-24.11   	-78.43   	 57.68   	-122.07		 33.35   	-152.59		
-27.47   	-82.40   	 57.19   	-132.25		 32.74   	-167.85		
-30.82   	-86.98   	 56.66   	-137.33		 32.06   	-193.29		
-33.57   	-91.55   	 56.11   	-142.42		 31.29   	-223.80		
-35.71   	-95.21   	 55.54   	-147.51		 30.40   	-259.41		
-36.62   	-96.13   	 54.95   	-152.59		 29.36   	-300.10		
-36.62   	-93.69   	 54.34   	-147.51		 28.16   	-335.71		
-36.32   	-90.03   	 53.75   	-137.33		 26.82   	-381.48		
-36.32   	-86.36   	 53.20   	-137.33		 25.29   	-432.35		
-36.93   	-83.62   	 52.65   	-137.33		 23.56   	-508.65		
-37.23   	-82.40   	 52.11   	-127.16		 21.53   	-579.86		
-36.62   	-81.48   	 51.60   	-122.07		 19.21   	-595.11		
-35.10   	-80.26   	 51.11   	-116.99		 16.83   	-600.20		
-32.65   	-78.43   	 50.64   	-116.99		 14.43   	-610.37		
-30.52   	-76.60   	 50.17   	-122.07		 11.98   	-600.20		
-28.99   	-74.16   	 49.68   	-137.33		  9.58   	-569.68		
-28.99   	-72.02   	 49.14   	-147.51		  7.30   	-528.99		
-29.91   	-69.89   	 48.55   	-162.77		  5.19   	-488.30		
-31.13   	-68.36   	 47.89   	-172.94		  3.23   	-442.52		
-30.82   	-65.92   	 47.20   	-172.94		  1.46   	-381.48		
-27.16   	-60.73   	 46.51   	-157.68		 -0.06   	-335.71		
-19.53   	-48.52   	 45.88   	-142.42		 -1.40   	-264.50		
 -8.54   	-26.25   	 45.31   	-122.07		 -2.46   	-203.46		
  3.36   	  6.10   	 44.82   	 -96.64		 -3.28   	-147.51		
 15.26   	 44.86   	 44.44   	 -76.30		 -3.87   	 -91.56		
 25.94   	 84.84   	 44.13   	 -61.04		 -4.23   	 -45.78		
 36.93   	122.99   	 43.89   	 -55.95		 -4.42(D)	   0.00		
 47.91   	162.66   	 43.66   	 -40.69		 -4.42   	  40.69		
 56.15   	209.66   	 43.50   	 -35.61		 -4.25   	  71.21		
 58.29   	265.81   	 43.36   	 -35.61		 -3.97   	  96.64		
 53.41   	324.40   	 43.21   	 -30.52		 -3.58   	 122.07		
 45.47   	370.48   	 43.09   	 -30.52		 -3.09   	 132.25		
 40.59   	390.01   	 42.97   	 -35.61		 -2.56   	 147.51		
 42.11   	380.25   	 42.83   	 -45.78		 -1.97   	 147.51		
 47.61   	346.98   	 42.64   	 -55.95		 -1.38   	 142.42		
 51.57   	294.80   	 42.42   	 -55.95		 -0.81   	 137.33		
 48.22   	223.08   	 42.20   	 -55.95		 -0.26   	 127.16		
 37.23   	132.45   	 41.97   	 -61.04		  0.24   	 106.82		
 20.14   	 30.82   	 41.73   	 -71.21		  0.67   	  91.56		
  1.22   	-61.34   	 41.44   	 -76.30		  1.04   	  71.21		
-17.09   	-123.29   	 41.14   	 -76.30		  1.32   	  45.78		
-33.87   	-149.23   	 40.83   	 -76.30		  1.51   	  20.35		
-48.22   	-151.67   	 40.53   	 -71.21		  1.59   	 -10.17		
-58.90   	-148.93   	 40.24   	 -66.12		  1.55   	 -20.35		
-65.00   	-151.98   	 39.98   	 -61.04		  1.46   	 -25.43		
-67.14   	-160.22   	 39.74   	 -66.12		  1.36   	 -35.61		
-66.83   	-167.24   	 39.47   	 -66.12		  1.22   	 -40.69		
-65.61   	-169.98   	 39.21   	 -55.95		  1.06   	 -35.61		
-64.70   	-170.59   	 38.98   	 -50.86		  0.92   	 -40.69		
-64.09   	-172.42   	 38.78   	 -45.78		  0.75   	 -20.35		
-61.34   	-169.68   	 38.60   	 -45.78		  0.67   	 -15.26		
-43.95   	-137.33   	 38.41   	 -40.69		  0.61   	  -5.09		
 12.51   	-29.60   	 38.25   	 -40.69		  0.59   	  10.17		
133.36   	203.25   	 38.09   	 -40.69		  0.63   	  30.52		
306.09   	588.99   	 37.92   	 -30.52		  0.75   	  40.69		
427.86   	1093.44   	 37.80   	 -30.52		  0.92   	  50.86		
336.00   	1570.43   	 37.68   	 -61.04		  1.12   	 137.33		
-714.11   	1529.24   	 37.44   	 -35.61		  1.67   	  81.38		
-1352.23   	781.86   	 37.29   	 -25.43		  1.99   	  86.47		
-1683.96   	-244.45   	 37.19   	 -30.52		  2.34   	  91.56		
-1567.08   	-1164.55   	 37.07   	 -25.43		  2.71   	  91.56		
-1110.84   	-1636.35(R)	 36.97   	 -35.61		  3.07(E)	  91.56		
-574.65   	-1561.89   	 36.83   	 -35.61		  3.44   	  91.56		
-182.19   	-1115.42   	 36.68   	 -35.61		  3.80   	  91.56		
 -4.88   	-598.45   	 36.54   	 -35.61		  4.17   	  91.56		
 20.14   	-249.33   	 36.40   	 -30.52		  4.54   	  86.47		
 -2.75   	-139.47   	 36.28   	 -35.61		  4.88   	  91.56		
 -9.16   	-190.73   	 36.13   	 -35.61		  5.25   	  96.64		
  8.54   	-276.18   	 35.99   	 -40.69		  5.64   	 101.73		
 32.35   	-312.81   	 35.83   	 -35.61		  6.04   	 111.90		
 48.52   	-291.14   	 35.69   	 -40.69		  6.49   	 122.07		
 53.10   	-245.67   	 35.52   	 -35.61		  6.98   	 157.68		
 49.13   	-213.62   	 35.38   	 -25.43		  7.61   	 167.85		
 43.64   	-208.44   	 35.28   	 -35.61		  8.28   	 203.46		
 43.03   	-218.81   	 35.14   	 -35.61		  9.09   	 254.32		
 48.22   	-224.61   	 34.99   	 -40.69		 10.11   	 269.58		
 55.54   	-216.06   	 34.83   	 -35.61		 11.19   	 274.67		
 60.12   	-198.36   	 34.69   	 -35.61		 12.29   	 315.36		
 62.56   	-182.19   	 34.55   	 -35.61		 13.55   	 350.97		
 64.09   	-172.12   	 34.40   	 -30.52		 14.95   	 381.48		
 66.53   	-166.32   	 34.28   	 -35.61		 16.48   	 412.00		
 68.97   	-160.83   	 34.14   	 -40.69		 18.13   	 442.52		
 71.41   	-154.72   	 33.98   	 -35.61		 19.90   	 478.13		
 74.46   	-147.09   	 33.84   	 -30.52		 21.81   	 483.21		
 78.43   	-138.55   	 33.71   	 -30.52		 23.74   	 473.04		
 82.40   	-130.00   	 33.59   	 -25.43		 25.64   	 462.87		
 86.06   	-122.38   	 33.49   	 -25.43		 27.49   	 447.61		
 89.42   	-115.97   	 33.39   	 -20.35		 29.28   	 406.92		
 93.38   	-110.47   	 33.31   	 -15.26		 30.91   	 371.31		
 98.27   	-104.98   	 33.25   	  -5.09		 32.39   	 335.71		
104.98   	-98.57   	 33.22   	  -5.09		 33.73   	 284.84		
113.53   	-91.86   	 33.20(D)	  10.17		 34.87   	 249.24		
122.68   	-84.84   	 33.25   	  40.69		 35.87   	 208.54		
131.53   	-77.82   	 33.41   	 101.73		 36.70   	 167.85		
140.38   	-69.89   	 33.81   	 183.11		 37.38   	 132.25		
149.23   	-60.42   	 34.55   	 289.93		 37.90   	 111.90		
159.00   	-50.05   	 35.71   	 406.92		 38.35   	  91.56		
169.68   	-39.06   	 37.33   	 508.65		 38.72   	  61.04		
180.97   	-27.16   	 39.37   	 579.86		 38.96   	  55.95		
192.26   	-14.34   	 41.69   	 620.55		 39.19   	  40.69		
202.94   	  0.31   	 44.17   	 630.72		 39.35   	  35.61		
212.71   	 15.56   	 46.69   	 630.72		 39.49   	  30.52		
221.56   	 30.82   	 49.22   	 615.46		 39.61   	  30.52		
228.88   	 45.47   	 51.68   	 590.03		 39.74   	  25.43		
234.99   	 59.51   	 54.04   	 539.16		 39.84   	  25.43		
239.26   	 73.85   	 56.20   	 488.30		 39.94   	  40.69		
241.70   	 87.89   	 58.15   	 432.35		 40.10   	  35.61		
242.92   	100.40   	 59.88   	 356.05		 40.24   	  35.61		
242.31   	109.25   	 61.30   	 284.84		 40.39   	  30.52		
241.09   	115.36   	 62.44   	 218.72		 40.51   	  30.52		
240.17   	119.63   	 63.32   	 162.77		 40.63   	  35.61		
239.87   	124.82   	 63.97   	 111.90		 40.77   	  30.52		
241.39   	131.23   	 64.41   	  76.30		 40.90   	  20.35		
244.75   	138.24   	 64.72   	  35.61		 40.98   	  20.35		
248.72   	144.35   	 64.86   	   5.09		 41.06   	  10.17		
252.69   	148.32   	 64.88(S)	 -10.17		 41.10(S)	  -5.09		
254.21   	150.76   	 64.84   	 -30.52		 41.08   	 -15.26		
251.77   	151.67   	 64.72   	 -40.69		 41.02   	 -25.43		
243.53   	152.28   	 64.56   	 -40.69		 40.92   	 -40.69		
227.66   	152.28   	 64.39   	 -50.86		 40.75   	 -50.86		
204.47   	151.98   	 64.19   	 -45.78		 40.55   	 -76.30		
175.17   	150.45   	 64.01   	 -55.95		 40.24   	 -86.47		
142.82   	145.87   	 63.78   	 -61.04		 39.90   	 -91.56		
110.47   	137.63   	 63.54   	 -66.12		 39.53   	-101.73		
 80.26   	124.82   	 63.28   	 -86.47		 39.12   	-122.07		
 54.63   	108.64   	 62.93   	-101.73		 38.64   	-132.25		
 33.57   	 90.33   	 62.52   	-106.82		 38.11   	-137.33		
 17.40   	 71.72   	 62.10   	-127.16		 37.56   	-147.51		
  4.88   	 54.93   	 61.59   	-132.25		 36.97   	-152.59		
 -4.58   	 40.28   	 61.06   	-147.51		 36.36   	-157.68		
-12.82   	 28.38   	 60.47   	-157.68		 35.73   	-172.94		
-19.84   	 19.53   	 59.84   	-162.77		 35.04   	-183.11		
-25.94   	 12.82   	 59.19   	-172.94		 34.30   	-198.37		
-29.91   	  7.32   	 58.49   	-172.94		 33.51   	-218.72		
-32.04   	  3.05   	 57.80   	-162.77		 32.63   	-249.24		
-32.65   	  0.61   	 57.15   	-157.68		 31.64   	-289.93		
-32.35   	  0.92   	 56.52   	-147.51		 30.48   	-320.45		
-32.35   	  3.36   	 55.93   	-152.59		 29.20   	-381.48		
-32.65   	  6.71   	 55.32   	-147.51		 27.67   	-422.18		
-33.26   	  9.16   	 54.73   	-137.33		 25.98   	-462.87		
-33.57   	 10.07   	 54.18   	-116.99		 24.13   	-534.08		
-33.26   	 10.38   	 53.71   	-111.90		 21.99   	-595.11		
-32.35   	 10.99   	 53.27   	-111.90		 19.61   	-610.37		
-31.74   	 11.29   	 52.82   	-106.82		 17.17   	-630.72		
-31.43   	 10.68   	 52.39   	-111.90		 14.65   	-635.81		
-31.43   	  9.46   	 51.94   	-122.07		 12.11   	-615.46		
-30.82   	  7.93   	 51.45   	-127.16		  9.64   	-584.94		
-29.60   	  8.24   	 50.95   	-142.42		  7.30   	-549.34		
-27.47   	 10.99   	 50.38   	-157.68		  5.11   	-503.56		
-25.33   	 16.17   	 49.75   	-178.03		  3.09   	-452.69		
-22.58   	 25.02   	 49.03   	-183.11		  1.28   	-391.66		
-18.01   	 39.98   	 48.30   	-178.03		 -0.28   	-325.53		
-10.38   	 62.56   	 47.59   	-157.68		 -1.59   	-264.50		
  0.00   	 92.77   	 46.96   	-137.33		 -2.64   	-208.54		
 11.90   	127.56   	 46.41   	-127.16		 -3.48   	-152.59		
 24.11   	162.66   	 45.90   	-116.99		 -4.09   	 -81.38		
 36.01   	196.23   	 45.43   	-106.82		 -4.42   	 -20.35		
 47.00   	232.54   	 45.00   	 -96.64		 -4.50(D)	  15.26		
 54.93   	277.71   	 44.62   	 -76.30		 -4.44   	  55.95		
 58.59   	332.64   	 44.31   	 -66.12		 -4.21   	  86.47		
 57.37   	390.93   	 44.05   	 -61.04		 -3.87   	 106.82		
 54.63   	438.84   	 43.80   	 -50.86		 -3.44   	 127.16		
 54.93   	463.26   	 43.60   	 -61.04		 -2.93   	 142.42		
 59.51   	460.21   	 43.36   	 -55.95		 -2.36   	 152.59		
 65.61   	431.82   	 43.13   	 -50.86		 -1.75   	 152.59		
 66.83   	380.55   	 42.93   	 -50.86		 -1.14   	 162.77		
 58.90   	306.70   	 42.73   	 -55.95		 -0.49   	 147.51		
 42.11   	212.71   	 42.50   	 -66.12		  0.10   	 116.99		
 20.75   	109.86   	 42.24   	 -66.12		  0.57   	  91.56		
 -1.22   	 18.92   	 41.97   	 -71.21		  0.94   	  55.95		
-20.45   	-40.28   	 41.69   	 -71.21		  1.16   	  20.35		
-36.93   	-63.48   	 41.40   	 -66.12		  1.24   	 -20.35		
-50.66   	-63.48   	 41.14   	 -71.21		  1.16   	 -35.61		
-61.95   	-59.20   	 40.85   	 -71.21		  1.02   	 -30.52		
-69.58   	-62.87   	 40.57   	 -66.12		  0.90   	 -40.69		
-72.94   	-75.07   	 40.31   	 -71.21		  0.73   	 -35.61		
-72.94   	-88.81   	 40.02   	 -61.04		  0.59   	 -25.43		
-71.41   	-97.66   	 39.78   	 -50.86		  0.49   	 -25.43		
-70.19   	-100.40   	 39.57   	 -50.86		  0.39   	 -20.35		
-70.50   	-98.57   	 39.37   	 -50.86		  0.31   	 -10.17		
-69.58   	-89.42   	 39.17   	 -50.86		  0.26   	  10.17		
-54.63   	-51.27   	 38.96   	 -45.78		  0.31(E)	  10.17		
 -0.61   	 58.29   	 38.78   	 -40.69		  0.35   	  20.35		
118.10   	287.78   	 38.62   	 -35.61		  0.43   	  40.69		
288.70   	665.28   	 38.47   	 -35.61		  0.59   	  50.86		
408.94   	1156.31   	 38.33   	 -30.52		  0.79   	  61.04		
316.16   	1612.24(R)	 38.21   	 -55.95		  1.04   	 167.85		
-733.34   	1517.33   	 37.99   	 -20.35		  1.71   	  91.56		
-1372.07   	751.34   	 37.90   	 -20.35		  2.08   	  91.56		
-1703.80   	-275.57   	 37.82   	 -30.52		  2.44   	 101.73		
-1585.69   	-1174.01   	 37.70   	 -25.43		  2.85   	 101.73		
-1126.40   	-1609.19   	 37.60   	 -25.43		  3.26   	 101.73		
-585.33   	-1497.80   	 37.50   	 -25.43		  3.66   	 101.73		
-186.77   	-1029.36   	 37.40   	 -30.52		  4.07   	  96.64		
 -4.88   	-510.86   	 37.27   	 -25.43		  4.46   	  96.64		
 21.06   	-174.87   	 37.17   	 -35.61		  4.84   	  91.56		
 -4.88   	-79.65   	 37.03   	 -40.69		  5.21   	  91.56		
-15.87   	-136.41   	 36.87   	 -40.69		  5.57   	  91.56		
 -1.53   	-217.90   	 36.70   	 -35.61		  5.94   	  91.56		
 21.36   	-247.80   	 36.56   	 -30.52		  6.31   	  91.56		
 38.15   	-222.47   	 36.44   	 -35.61		  6.67   	 111.90		
 43.64   	-177.92   	 36.30   	 -35.61		  7.12   	 142.42		
 39.98   	-148.93   	 36.15   	 -35.61		  7.69   	 152.59		
 35.10   	-147.09   	 36.01   	 -40.69		  8.30   	 172.94		
 36.01   	-159.91   	 35.85   	 -35.61		  8.99   	 228.89		
 43.64   	-167.54   	 35.71   	 -35.61		  9.91   	 228.89		
 52.80   	-161.13   	 35.56   	 -35.61		 10.82   	 239.06		
 58.29   	-145.26   	 35.42   	 -35.61		 11.78   	 289.93		
 60.73   	-129.70   	 35.28   	 -40.69		 12.94   	 330.62		
 62.26   	-120.85   	 35.12   	 -45.78		 14.26   	 366.22		
 64.09   	-117.19   	 34.93   	 -35.61		 15.73   	 406.92		
 66.22   	-114.75   	 34.79   	 -35.61		 17.35   	 442.52		
 68.36   	-110.78   	 34.65   	 -30.52		 19.13   	 478.13		
 72.02   	-104.37   	 34.53   	 -35.61		 21.04   	 493.39		
 76.90   	-96.44   	 34.38   	 -35.61		 23.01   	 483.21		
 82.70   	-87.89   	 34.24   	 -30.52		 24.94   	 467.95		
 88.50   	-80.26   	 34.12   	 -25.43		 26.82   	 447.61		
 93.99   	-73.85   	 34.02   	 -20.35		 28.61   	 417.09		
 98.88   	-69.58   	 33.94   	 -20.35		 30.27   	 381.48		
104.06   	-68.05   	 33.86   	 -20.35		 31.80   	 330.62		
109.56   	-67.44   	 33.77   	 -15.26		 33.12   	 295.01		
116.27   	-65.92   	 33.71(D)	   0.00		 34.30   	 259.41		
124.21   	-60.42   	 33.71   	  30.52		 35.34   	 208.54		
133.06   	-50.66   	 33.84   	  61.04		 36.17   	 167.85		
142.21   	-37.54   	 34.08   	 127.16		 36.85   	 137.33		
151.06   	-24.41   	 34.59   	 218.72		 37.40   	 106.82		
159.91   	-12.82   	 35.46   	 325.53		 37.82   	  81.38		
168.76   	 -2.44   	 36.76   	 442.52		 38.15   	  66.12		
178.53   	  7.32   	 38.53   	 544.25		 38.41   	  45.78		
189.21   	 18.01   	 40.71   	 605.29		 38.60   	  35.61		
200.20   	 29.91   	 43.13   	 620.55		 38.74   	  30.52		
210.88   	 42.72   	 45.62   	 615.46		 38.86   	  15.26		
220.64   	 56.46   	 48.08   	 595.11		 38.92   	  10.17		
228.27   	 70.50   	 50.46   	 579.86		 38.96   	  10.17		
234.07   	 85.14   	 52.78   	 544.25		 39.00   	  15.26		
237.73   	 99.79   	 54.95   	 498.47		 39.06   	  20.35		
239.26   	113.22   	 56.95   	 432.35		 39.15   	  25.43		
239.56   	123.90   	 58.68   	 371.31		 39.25   	  15.26		
239.56   	131.84   	 60.16   	 300.10		 39.31   	  25.43		
239.56   	137.94   	 61.36   	 239.06		 39.41   	  20.35		
239.56   	142.52   	 62.32   	 172.94		 39.49   	  20.35		
239.56   	146.48   	 63.01   	 122.07		 39.57   	  20.35		
238.95   	149.54   	 63.50   	  71.21		 39.65   	  10.17		
239.26   	150.76   	 63.78   	  35.61		 39.69   	   5.09		
242.00   	151.98   	 63.93   	   5.09		 39.72(S)	  -5.09		
246.89   	154.11   	 63.95(S)	 -10.17		 39.69   	 -20.35		
251.16   	157.17   	 63.91   	 -25.43		 39.61   	 -25.43		
250.24   	159.30   	 63.80   	 -30.52		 39.51   	 -35.61		
240.48   	157.78   	 63.68   	 -55.95		 39.37   	 -61.04		
220.95   	151.67   	 63.46   	 -66.12		 39.12   	 -76.30		
193.79   	143.74   	 63.19   	 -76.30		 38.82   	 -81.38		
162.96   	137.33   	 62.89   	 -76.30		 38.49   	-101.73		
130.62   	133.06   	 62.58   	 -81.38		 38.09   	-116.99		
 98.57   	128.48   	 62.26   	 -86.47		 37.62   	-122.07		
 68.66   	120.24   	 61.91   	 -91.56		 37.13   	-137.33		
 42.42   	105.29   	 61.55   	-106.82		 36.58   	-152.59		
 21.06   	 83.62   	 61.12   	-116.99		 35.97   	-157.68		
  5.49   	 58.90   	 60.65   	-127.16		 35.34   	-167.85		
 -5.80   	 35.10   	 60.14   	-132.25		 34.67   	-178.03		
-14.65   	 15.87   	 59.61   	-142.42		 33.96   	-183.11		
-21.97   	  3.05   	 59.04   	-152.59		 33.22   	-193.29		
-27.47   	 -3.66   	 58.43   	-167.85		 32.45   	-208.54		
-31.13   	 -6.41   	 57.76   	-172.94		 31.62   	-223.80		
-32.96   	 -9.16   	 57.07   	-178.03		 30.72   	-249.24		
-33.57   	-13.43   	 56.36   	-178.03		 29.73   	-279.75		
-34.18   	-18.92   	 55.65   	-172.94		 28.61   	-320.45		
-35.71   	-25.02   	 54.95   	-172.94		 27.32   	-361.14		
-38.45   	-29.91   	 54.26   	-152.59		 25.88   	-406.92		
-40.59   	-31.74   	 53.65   	-152.59		 24.25   	-457.78		
-40.89   	-31.13   	 53.04   	-157.68		 22.42   	-508.65		
-38.76   	-28.69   	 52.41   	-142.42		 20.39   	-574.77		
-34.48   	-25.02   	 51.84   	-137.33		 18.09   	-615.46		
-30.52   	-21.97   	 51.29   	-132.25		 15.63   	-635.81		
-28.99   	-21.97   	 50.76   	-132.25		 13.08   	-645.98		
-29.60   	-25.02   	 50.23   	-137.33		 10.50   	-640.89		
-31.13   	-30.52   	 49.68   	-147.51		  7.93   	-610.37		
-32.04   	-35.10   	 49.09   	-157.68		  5.49   	-590.03		
-30.52   	-36.32   	 48.46   	-172.94		  3.13   	-544.25		
-28.08   	-34.79   	 47.77   	-172.94		  0.96   	-493.39		
-26.55   	-33.57   	 47.08   	-178.03		 -1.02   	-437.43		
-27.16   	-35.40   	 46.37   	-172.94		 -2.77   	-381.48		
-27.47   	-38.45   	 45.68   	-162.77		 -4.29   	-315.36		
-24.41   	-36.62   	 45.03   	-142.42		 -5.55   	-259.41		
-15.87   	-22.89   	 44.46   	-122.07		 -6.59   	-218.72		
 -2.14   	  5.19   	 43.97   	-101.73		 -7.47   	-162.77		
 13.12   	 43.95   	 43.56   	 -91.56		 -8.12   	-101.73		
 27.16   	 86.06   	 43.19   	 -81.38		 -8.52   	 -61.04		
 38.76   	125.12   	 42.87   	 -71.21		 -8.77   	 -20.35		
 48.83   	159.91   	 42.58   	 -55.95		 -8.85(D)	  20.35		
 57.07   	195.92   	 42.36   	 -55.95		 -8.77   	  61.04		
 61.95   	238.65   	 42.14   	 -61.04		 -8.52   	  76.30		
 61.34   	289.31   	 41.89   	 -55.95		 -8.22   	  96.64		
 57.37   	339.36   	 41.67   	 -66.12		 -7.83   	 101.73		
 54.32   	372.92   	 41.40   	 -66.12		 -7.43   	  86.47		
 55.54   	379.33   	 41.14   	 -66.12		 -7.08   	  61.04		
 60.12   	355.53   	 40.87   	 -71.21		 -6.84   	  45.78		
 61.95   	304.26   	 40.59   	 -66.12		 -6.65   	  45.78		
 56.46   	229.49   	 40.33   	 -66.12		 -6.47   	  30.52		
 43.64   	137.33   	 40.06   	 -76.30		 -6.35   	  25.43		
 27.47   	 36.93   	 39.76   	 -71.21		 -6.25   	  25.43		
 11.29   	-56.76   	 39.47   	 -76.30		 -6.14   	  20.35		
 -3.97   	-126.95   	 39.17   	 -76.30		 -6.06   	  15.26		
-20.14   	-166.32   	 38.86   	 -71.21		 -6.00   	  15.26		
-37.84   	-181.58   	 38.58   	 -66.12		 -5.94   	  15.26		
-54.32   	-185.55   	 38.31   	 -61.04		 -5.88   	  15.26		
-65.61   	-188.29   	 38.07   	 -61.04		 -5.82   	  10.17		
-70.19   	-193.79   	 37.82   	 -66.12		 -5.78   	  15.26		
-69.27   	-199.89   	 37.56   	 -61.04		 -5.72   	  15.26		
-67.44   	-204.77   	 37.31   	 -50.86		 -5.66   	  10.17		
-67.14   	-208.74   	 37.11   	 -50.86		 -5.62   	  10.17		
-68.97   	-213.62   	 36.91   	 -35.61		 -5.57   	  20.35		
-69.89   	-215.45   	 36.76   	 -35.61		 -5.49   	  20.35		
-59.81   	-195.62   	 36.62   	 -45.78		 -5.41   	  20.35		
-18.01   	-115.66   	 36.44   	 -30.52		 -5.33   	  40.69		
 80.87   	 72.94   	 36.32   	 -30.52		 -5.17   	  45.78		
239.56   	402.83   	 36.20   	 -40.69		 -4.98   	  45.78		
385.13   	860.90   	 36.03   	 -20.35		 -4.80   	  61.04		
366.52   	1337.28   	 35.95   	 -15.26		 -4.56   	  71.21		
 57.07   	1623.54   	 35.89   	 -66.12		 -4.27   	 157.68		
-1194.15   	921.63   	 35.63   	 -30.52		 -3.64   	  96.64		
-1635.74   	 -8.85   	 35.50   	 -25.43		 -3.26   	  96.64		
-1652.22   	-951.54   	 35.40   	 -15.26		 -2.87   	 106.82		
-1277.77   	-1555.48   	 35.34   	 -20.35		 -2.44   	 106.82		
-740.36   	-1650.09(R)	 35.26   	 -30.52		 -2.01(E)	  91.56		
-287.78   	-1322.63   	 35.14   	 -40.69		 -1.65   	  96.64		
-41.81   	-831.30   	 34.97   	 -30.52		 -1.26   	 106.82		
 23.80   	-431.52   	 34.85   	 -30.52		 -0.83   	  91.56		
  7.93   	-246.28   	 34.73   	 -20.35		 -0.47   	  86.47		
 -8.54   	-246.58   	 34.65   	 -20.35		 -0.12   	  96.64		
 -0.61   	-321.35   	 34.57   	 -30.52		  0.26   	  91.56		
 20.75   	-374.15   	 34.45   	 -35.61		  0.63   	  91.56		
 39.37   	-372.01   	 34.30   	 -30.52		  1.00   	 101.73		
 48.22   	-335.69   	 34.18   	 -35.61		  1.40   	 122.07		
 47.30   	-302.12   	 34.04   	 -35.61		  1.89   	 142.42		
 42.72   	-292.05   	 33.90   	 -20.35		  2.46   	 198.37		
 42.11   	-301.21   	 33.81   	 -35.61		  3.26   	 203.46		
 47.91   	-311.28   	 33.67   	 -40.69		  4.07   	 213.63		
 56.15   	-308.84   	 33.51   	 -35.61		  4.92   	 269.58		
 61.65   	-294.80   	 33.37   	 -40.69		  6.00   	 330.62		
 63.48   	-279.24   	 33.20   	 -40.69		  7.32   	 381.48		
 63.78   	-269.78   	 33.04   	 -30.52		  8.85   	 437.43		
 65.31   	-265.81   	 32.92   	 -35.61		 10.60   	 483.21		
 68.66   	-263.37   	 32.78   	 -35.61		 12.53   	 518.82		
 72.63   	-259.09   	 32.63   	 -25.43		 14.61   	 549.34		
 76.60   	-251.77   	 32.53   	 -25.43		 16.81   	 559.51		
 79.96   	-243.23   	 32.43   	 -25.43		 19.04   	 549.34		
 83.01   	-235.90   	 32.33   	 -20.35		 21.24   	 528.99		
 86.36   	-230.71   	 32.25   	 -15.26		 23.36   	 498.47		
 90.33   	-227.36   	 32.19   	 -15.26		 25.35   	 462.87		
 95.83   	-223.39   	 32.13   	  -5.09		 27.20   	 417.09		
102.23   	-217.59   	 32.11   	  -5.09		 28.87   	 381.48		
108.95   	-209.96   	 32.09   	 -10.17		 30.40   	 330.62		
115.36   	-202.03   	 32.04(D)	   0.00		 31.72   	 284.84		
122.07   	-194.40   	 32.04   	  10.17		 32.86   	 239.06		
129.39   	-186.77   	 32.09   	  35.61		 33.81   	 208.54		
137.94   	-179.44   	 32.23   	  76.30		 34.65   	 167.85		
148.01   	-171.81   	 32.53   	 142.42		 35.32   	 132.25		
159.61   	-163.57   	 33.10   	 244.15		 35.85   	 111.90		
171.51   	-155.03   	 34.08   	 356.05		 36.30   	  96.64		
182.19   	-144.65   	 35.50   	 478.13		 36.68   	  81.38		
191.35   	-132.75   	 37.42   	 574.77		 37.01   	  71.21		
199.58   	-119.02   	 39.72   	 620.55		 37.29   	  71.21		
208.13   	-104.06   	 42.20   	 640.89		 37.58   	  66.12		
217.59   	-88.81   	 44.76   	 630.72		 37.84   	  76.30		
226.14   	-74.16   	 47.28   	 610.37		 38.15   	  71.21		
232.85   	-61.04   	 49.73   	 590.03		 38.43   	  81.38		
236.51   	-49.44   	 52.09   	 549.34		 38.76   	  91.56		
238.04   	-38.76   	 54.28   	 508.65		 39.12   	  86.47		
238.95   	-28.38   	 56.32   	 447.61		 39.47   	  86.47		
240.17   	-18.01   	 58.11   	 376.40		 39.82   	  91.56		
241.39   	 -8.54   	 59.61   	 310.27		 40.18   	  96.64		
