SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  RV     	  RV'		
241.70   	 -0.61   	 60.85   	 239.06		 40.57   	  86.47		
240.48   	  5.19   	 61.81   	 167.85		 40.92   	  86.47		
238.95   	  8.85   	 62.48   	 116.99		 41.26   	  76.30		
238.65   	 11.90   	 62.95   	  86.47		 41.57   	  66.12		
240.78   	 15.26   	 63.30   	  50.86		 41.83   	  61.04		
245.06   	 19.23   	 63.50   	  20.35		 42.08   	  45.78		
248.41   	 23.80   	 63.58(S)	   0.00		 42.26   	  35.61		
248.11   	 28.08   	 63.58   	 -15.26		 42.40   	  15.26		
240.78   	 31.74   	 63.52   	 -30.52		 42.46(S)	   0.00		
224.91   	 34.48   	 63.40   	 -30.52		 42.46   	 -20.35		
201.72   	 36.93   	 63.28   	 -40.69		 42.38   	 -40.69		
173.03   	 39.37   	 63.11   	 -45.78		 42.22   	 -50.86		
141.60   	 41.20   	 62.93   	 -45.78		 42.01   	 -66.12		
110.47   	 41.20   	 62.75   	 -50.86		 41.75   	 -81.38		
 81.48   	 37.23   	 62.54   	 -61.04		 41.42   	 -86.47		
 55.85   	 28.69   	 62.30   	 -61.04		 41.08   	 -96.64		
 33.87   	 15.56   	 62.05   	 -71.21		 40.69   	-116.99		
 15.56   	  0.00   	 61.77   	 -86.47		 40.22   	-116.99		
  1.22   	-15.56   	 61.42   	-101.73		 39.76   	-127.16		
 -9.77   	-29.30   	 61.02   	-116.99		 39.25   	-137.33		
-18.62   	-39.67   	 60.55   	-127.16		 38.70   	-142.42		
-25.63   	-46.39   	 60.04   	-147.51		 38.13   	-157.68		
-31.13   	-50.05   	 59.45   	-157.68		 37.50   	-167.85		
-35.10   	-51.88   	 58.82   	-167.85		 36.83   	-193.29		
-38.15   	-53.71   	 58.15   	-172.94		 36.05   	-213.63		
-40.59   	-55.85   	 57.46   	-172.94		 35.20   	-254.32		
-42.72   	-57.68   	 56.76   	-172.94		 34.18   	-300.10		
-44.56   	-58.90   	 56.07   	-178.03		 32.98   	-335.71		
-45.47   	-58.59   	 55.36   	-167.85		 31.64   	-386.57		
-45.17   	-57.37   	 54.69   	-152.59		 30.09   	-432.35		
-43.95   	-55.85   	 54.08   	-142.42		 28.36   	-503.56		
-42.42   	-55.24   	 53.51   	-137.33		 26.35   	-584.94		
-41.20   	-54.63   	 52.96   	-137.33		 24.01   	-625.63		
-40.28   	-54.02   	 52.41   	-132.25		 21.51   	-640.89		
-39.67   	-52.49   	 51.88   	-132.25		 18.94   	-656.15		
-38.45   	-50.66   	 51.35   	-137.33		 16.32   	-645.98		
-37.84   	-49.13   	 50.80   	-142.42		 13.73   	-625.63		
-37.84   	-48.22   	 50.23   	-147.51		 11.23   	-595.11		
-38.15   	-47.91   	 49.64   	-162.77		  8.85   	-554.42		
-38.45   	-46.69   	 48.99   	-178.03		  6.63   	-508.65		
-37.54   	-43.03   	 48.28   	-183.11		  4.60   	-457.78		
-33.57   	-34.18   	 47.55   	-178.03		  2.77   	-401.83		
-26.25   	-17.09   	 46.84   	-152.59		  1.16   	-340.79		
-14.95   	 10.38   	 46.23   	-132.25		 -0.20   	-279.75		
 -1.22   	 46.69   	 45.70   	-106.82		 -1.32   	-218.72		
 13.43   	 86.67   	 45.27   	-101.73		 -2.20   	-157.68		
 27.77   	125.12   	 44.86   	 -86.47		 -2.83   	-106.82		
 40.28   	161.13   	 44.52   	 -76.30		 -3.26   	 -50.86		
 48.52   	200.20   	 44.21   	 -61.04		 -3.46   	  -5.09		
 50.96   	247.50   	 43.97   	 -45.78		 -3.48(D)	  30.52		
 47.61   	303.04   	 43.78   	 -35.61		 -3.36   	  61.04		
 41.50   	357.06   	 43.64   	 -35.61		 -3.11   	  91.56		
 37.54   	393.98   	 43.50   	 -45.78		 -2.75   	 111.90		
 39.06   	404.05   	 43.32   	 -50.86		 -2.30   	 122.07		
 44.86   	386.96   	 43.11   	 -61.04		 -1.81   	 132.25		
 49.74   	344.24   	 42.87   	 -50.86		 -1.28   	 132.25		
 48.22   	277.40   	 42.67   	 -55.95		 -0.75   	 132.25		
 39.06   	188.60   	 42.44   	 -61.04		 -0.22   	 122.07		
 23.50   	 84.84   	 42.20   	 -61.04		  0.26   	 111.90		
  4.88   	-15.87   	 41.95   	 -71.21		  0.71   	 101.73		
-14.04   	-91.86   	 41.67   	 -76.30		  1.12   	  81.38		
-32.35   	-130.62   	 41.36   	 -81.38		  1.44   	  66.12		
-49.13   	-139.16   	 41.04   	 -76.30		  1.71   	  35.61		
-61.95   	-135.50   	 40.73   	 -71.21		  1.85   	  15.26		
-69.89   	-134.89   	 40.45   	 -76.30		  1.91   	 -10.17		
-72.33   	-141.60   	 40.14   	 -66.12		  1.87   	 -35.61		
-71.72   	-151.37   	 39.88   	 -66.12		  1.73   	 -40.69		
-69.89   	-158.08   	 39.61   	 -61.04		  1.57   	 -50.86		
-69.27   	-160.52   	 39.37   	 -55.95		  1.36   	 -55.95		
-70.19   	-161.13   	 39.15   	 -55.95		  1.14   	 -50.86		
-69.58   	-158.08   	 38.92   	 -55.95		  0.94   	 -40.69		
-57.37   	-132.45   	 38.70   	 -45.78		  0.77   	 -25.43		
-11.90   	-43.33   	 38.51   	 -40.69		  0.67   	  -5.09		
 93.08   	160.52   	 38.35   	 -25.43		  0.65   	   0.00		
258.48   	515.44   	 38.25   	 -30.52		  0.65(E)	  15.26		
403.75   	1006.47   	 38.13   	 -30.52		  0.71   	  30.52		
371.09   	1513.06   	 38.01   	 -61.04		  0.83   	 101.73		
-570.37   	1655.58(R)	 37.76   	 -30.52		  1.24   	  71.21		
-1237.49   	989.69   	 37.64   	 -25.43		  1.53   	  76.30		
-1656.80   	-26.55   	 37.54   	 -30.52		  1.83   	  81.38		
-1636.96   	-1019.59   	 37.42   	 -30.52		  2.16   	  86.47		
-1234.13   	-1609.80   	 37.29   	 -30.52		  2.50   	  91.56		
-691.22   	-1636.66   	 37.17   	 -30.52		  2.87   	  96.64		
-254.52   	-1231.38   	 37.05   	 -30.52		  3.26   	  91.56		
-32.65   	-693.97   	 36.93   	 -30.52		  3.62   	  86.47		
 14.95   	-294.19   	 36.81   	 -35.61		  3.97   	  91.56		
 -6.41   	-138.85   	 36.66   	 -35.61		  4.33   	  86.47		
-19.84   	-169.68   	 36.52   	 -35.61		  4.68   	 101.73		
 -7.32   	-256.96   	 36.38   	 -40.69		  5.09   	 106.82		
 15.56   	-304.57   	 36.22   	 -35.61		  5.51   	 116.99		
 32.04   	-292.05   	 36.07   	 -35.61		  5.98   	 132.25		
 37.84   	-249.63   	 35.93   	 -35.61		  6.51   	 167.85		
 35.10   	-214.84   	 35.79   	 -30.52		  7.18   	 188.20		
 31.43   	-205.08   	 35.67   	 -30.52		  7.93   	 208.54		
 33.26   	-213.01   	 35.54   	 -35.61		  8.77   	 254.32		
 41.20   	-218.81   	 35.40   	 -40.69		  9.79   	 269.58		
 49.74   	-212.40   	 35.24   	 -35.61		 10.86   	 279.75		
 54.02   	-196.84   	 35.10   	 -35.61		 11.98   	 315.36		
 54.32   	-183.11   	 34.95   	 -35.61		 13.25   	 350.97		
 54.02   	-176.09   	 34.81   	 -40.69		 14.65   	 376.40		
 55.24   	-173.65   	 34.65   	 -30.52		 16.15   	 401.83		
 57.07   	-170.90   	 34.53   	 -35.61		 17.76   	 437.43		
 59.81   	-165.10   	 34.38   	 -35.61		 19.51   	 462.87		
 62.87   	-157.47   	 34.24   	 -35.61		 21.36   	 483.21		
 66.83   	-150.45   	 34.10   	 -25.43		 23.30   	 473.04		
 71.41   	-144.96   	 34.00   	 -25.43		 25.19   	 462.87		
 76.29   	-140.69   	 33.90   	 -20.35		 27.04   	 447.61		
 80.87   	-135.80   	 33.81   	 -15.26		 28.83   	 417.09		
 85.75   	-129.70   	 33.75   	 -15.26		 30.50   	 376.40		
 90.94   	-122.68   	 33.69   	 -15.26		 32.00   	 335.71		
 97.05   	-115.66   	 33.63   	  -5.09		 33.35   	 295.01		
103.76   	-108.64   	 33.61(D)	   0.00		 34.53   	 259.41		
111.08   	-100.71   	 33.61   	  35.61		 35.56   	 208.54		
119.32   	-90.94   	 33.75   	  76.30		 36.40   	 172.94		
128.48   	-79.65   	 34.06   	 157.68		 37.09   	 137.33		
138.24   	-67.75   	 34.69   	 259.41		 37.64   	 111.90		
148.32   	-56.76   	 35.73   	 376.40		 38.09   	  86.47		
158.39   	-46.08   	 37.23   	 483.21		 38.43   	  71.21		
167.85   	-35.40   	 39.17   	 569.68		 38.72   	  50.86		
177.31   	-23.50   	 41.44   	 625.63		 38.92   	  40.69		
186.77   	-10.07   	 43.95   	 630.72		 39.08   	  35.61		
196.23   	  3.97   	 46.47   	 625.63		 39.23   	  25.43		
205.38   	 17.70   	 48.97   	 625.63		 39.33   	  25.43		
213.32   	 30.21   	 51.47   	 595.11		 39.43   	  25.43		
219.73   	 41.20   	 53.86   	 554.42		 39.53   	  25.43		
224.30   	 52.19   	 56.07   	 503.56		 39.63   	  25.43		
227.36   	 64.09   	 58.09   	 442.52		 39.74   	  25.43		
228.88   	 76.60   	 59.86   	 371.31		 39.84   	  35.61		
230.10   	 89.42   	 61.34   	 310.27		 39.98   	  30.52		
231.02   	100.71   	 62.58   	 249.24		 40.10   	  35.61		
231.32   	108.64   	 63.58   	 178.03		 40.24   	  30.52		
231.32   	112.61   	 64.29   	 132.25		 40.37   	  30.52		
231.02   	113.83   	 64.82   	  76.30		 40.49   	  25.43		
231.32   	113.22   	 65.13   	  40.69		 40.59   	  15.26		
233.15   	113.22   	 65.29   	  10.17		 40.65   	   5.09		
235.60   	114.75   	 65.33(S)	 -10.17		 40.67(S)	  -5.09		
237.43   	118.71   	 65.29   	 -25.43		 40.65   	 -15.26		
235.90   	124.51   	 65.19   	 -35.61		 40.59   	 -30.52		
228.58   	129.70   	 65.05   	 -50.86		 40.47   	 -61.04		
213.93   	133.06   	 64.84   	 -55.95		 40.22   	 -50.86		
191.65   	132.75   	 64.62   	 -71.21		 40.02   	 -71.21		
162.96   	128.78   	 64.33   	 -76.30		 39.74   	 -86.47		
130.92   	121.46   	 64.03   	 -81.38		 39.39   	 -96.64		
 98.27   	111.69   	 63.70   	 -86.47		 39.00   	-106.82		
 68.05   	 99.18   	 63.36   	 -91.56		 38.58   	-122.07		
 41.81   	 83.92   	 62.99   	-101.73		 38.09   	-122.07		
 19.23   	 66.53   	 62.58   	-106.82		 37.60   	-137.33		
  1.22   	 47.30   	 62.16   	-106.82		 37.05   	-142.42		
-13.43   	 28.08   	 61.73   	-116.99		 36.48   	-147.51		
-25.33   	 10.68   	 61.26   	-122.07		 35.89   	-157.68		
-34.48   	 -3.36   	 60.77   	-137.33		 35.26   	-167.85		
-42.11   	-13.12   	 60.22   	-142.42		 34.59   	-183.11		
-47.91   	-19.53   	 59.65   	-147.51		 33.86   	-193.29		
-51.88   	-23.80   	 59.06   	-152.59		 33.08   	-223.80		
-54.32   	-26.86   	 58.45   	-157.68		 32.19   	-254.32		
-55.85   	-29.60   	 57.82   	-157.68		 31.17   	-295.01		
-55.54   	-31.13   	 57.19   	-157.68		 29.99   	-340.79		
-54.32   	-31.13   	 56.56   	-147.51		 28.63   	-386.57		
-52.49   	-30.21   	 55.97   	-142.42		 27.08   	-417.09		
-50.66   	-29.91   	 55.40   	-132.25		 25.41   	-478.13		
-49.13   	-30.82   	 54.87   	-132.25		 23.50   	-549.34		
-47.91   	-32.96   	 54.34   	-122.07		 21.30   	-590.03		
-47.00   	-34.48   	 53.86   	-106.82		 18.94   	-615.46		
-46.69   	-34.79   	 53.43   	-116.99		 16.48   	-635.81		
-46.69   	-34.18   	 52.96   	-116.99		 13.94   	-625.63		
-47.30   	-34.79   	 52.49   	-116.99		 11.43   	-605.29		
-47.30   	-36.62   	 52.02   	-132.25		  9.01   	-574.77		
-46.39   	-39.37   	 51.50   	-152.59		  6.71   	-539.16		
-44.56   	-40.59   	 50.88   	-172.94		  4.56   	-488.30		
-42.42   	-38.15   	 50.19   	-178.03		  2.60   	-432.35		
-39.67   	-30.21   	 49.48   	-188.20		  0.87   	-376.40		
-35.71   	-16.17   	 48.73   	-178.03		 -0.63   	-315.36		
-28.38   	  5.19   	 48.02   	-167.85		 -1.89   	-254.32		
-18.01   	 34.48   	 47.34   	-147.51		 -2.91   	-193.29		
 -4.88   	 70.80   	 46.75   	-127.16		 -3.68   	-132.25		
  8.85   	110.17   	 46.25   	-116.99		 -4.21   	 -71.21		
 22.28   	149.23   	 45.78   	-101.73		 -4.50   	 -25.43		
 33.26   	188.29   	 45.37   	 -86.47		 -4.60(D)	  30.52		
 40.28   	230.41   	 45.03   	 -76.30		 -4.48   	  66.12		
 41.81   	277.71   	 44.72   	 -71.21		 -4.21   	  86.47		
 39.67   	328.98   	 44.44   	 -66.12		 -3.87   	 111.90		
 37.84   	374.45   	 44.17   	 -55.95		 -3.42   	 132.25		
 39.98   	402.83   	 43.95   	 -50.86		 -2.89   	 142.42		
 46.39   	408.02   	 43.74   	 -45.78		 -2.32   	 147.51		
 52.49   	386.96   	 43.56   	 -55.95		 -1.73   	 147.51		
 52.19   	337.83   	 43.34   	 -61.04		 -1.14   	 147.51		
 43.64   	261.84   	 43.09   	 -66.12		 -0.55   	 157.68		
 28.08   	165.71   	 42.83   	 -61.04		  0.08   	 142.42		
  9.46   	 64.09   	 42.58   	 -61.04		  0.65   	 106.82		
-10.07   	-22.89   	 42.34   	 -66.12		  1.08   	  71.21		
-28.99   	-79.65   	 42.08   	 -71.21		  1.36   	  30.52		
-46.39   	-106.20   	 41.79   	 -76.30		  1.49   	  -5.09		
-61.04   	-113.83   	 41.49   	 -86.47		  1.46   	 -30.52		
-70.80   	-116.58   	 41.14   	 -76.30		  1.34   	 -45.78		
-75.07   	-121.46   	 40.83   	 -61.04		  1.16   	 -40.69		
-74.77   	-127.56   	 40.59   	 -61.04		  1.00   	 -45.78		
-72.63   	-132.45   	 40.35   	 -66.12		  0.81   	 -40.69		
-71.41   	-136.11   	 40.08   	 -61.04		  0.65   	 -30.52		
-71.72   	-141.30   	 39.84   	 -55.95		  0.53   	 -30.52		
-72.94   	-148.01   	 39.61   	 -50.86		  0.41   	 -15.26		
-72.02   	-147.40   	 39.41   	 -40.69		  0.35   	   0.00		
-56.76   	-113.22   	 39.25   	 -30.52		  0.35   	  10.17		
 -3.97   	 -2.14   	 39.12   	 -35.61		  0.39   	  20.35		
112.30   	231.63   	 38.98   	 -35.61		  0.47   	  30.52		
282.90   	610.35   	 38.84   	 -40.69		  0.59   	  55.95		
409.55   	1098.63   	 38.68   	 -40.69		  0.81   	  61.04		
330.20   	1554.57   	 38.51   	 -55.95		  1.06   	 157.68		
-702.21   	1485.29   	 38.29   	 -20.35		  1.69   	  91.56		
-1351.01   	739.44   	 38.21   	 -25.43		  2.05   	  96.64		
-1703.80   	-277.40   	 38.11   	 -30.52		  2.44   	 101.73		
-1606.14   	-1185.00   	 37.99   	 -25.43		  2.85   	 106.82		
-1156.31   	-1644.90(R)	 37.88   	 -20.35		  3.28(E)	 106.82		
-612.49   	-1560.36   	 37.80   	 -25.43		  3.70   	  96.64		
-204.16   	-1106.87   	 37.70   	 -25.43		  4.09   	  96.64		
-14.04   	-586.24   	 37.60   	 -30.52		  4.48   	  96.64		
 16.17   	-237.43   	 37.48   	 -35.61		  4.86   	  96.64		
 -8.85   	-128.78   	 37.33   	 -30.52		  5.25   	  96.64		
-19.53   	-179.14   	 37.21   	 -30.52		  5.64   	  86.47		
 -4.58   	-261.23   	 37.09   	 -40.69		  5.98   	  86.47		
 18.92   	-294.49   	 36.93   	 -40.69		  6.33   	  91.56		
 36.01   	-272.22   	 36.76   	 -40.69		  6.69   	 111.90		
 41.20   	-229.80   	 36.60   	 -40.69		  7.14   	 147.51		
 36.93   	-202.33   	 36.44   	 -35.61		  7.73   	 147.51		
 30.82   	-201.42   	 36.30   	 -30.52		  8.32   	 172.94		
 30.52   	-214.23   	 36.17   	 -35.61		  9.01   	 223.80		
 36.62   	-220.95   	 36.03   	 -40.69		  9.91   	 223.80		
 44.25   	-213.01   	 35.87   	 -40.69		 10.80   	 239.06		
 48.22   	-196.23   	 35.71   	 -40.69		 11.76   	 289.93		
 49.13   	-181.58   	 35.54   	 -35.61		 12.92   	 330.62		
 49.74   	-174.26   	 35.40   	 -30.52		 14.24   	 366.22		
 51.88   	-171.81   	 35.28   	 -40.69		 15.71   	 401.83		
 55.24   	-169.07   	 35.12   	 -45.78		 17.31   	 442.52		
 58.90   	-163.57   	 34.93   	 -45.78		 19.08   	 478.13		
 63.48   	-155.33   	 34.75   	 -40.69		 21.00   	 493.39		
 68.66   	-146.79   	 34.59   	 -25.43		 22.97   	 488.30		
 74.16   	-138.85   	 34.49   	 -15.26		 24.92   	 473.04		
 79.96   	-132.75   	 34.43   	 -25.43		 26.82   	 447.61		
 84.84   	-128.17   	 34.32   	 -25.43		 28.61   	 422.18		
 89.11   	-124.21   	 34.22   	 -25.43		 30.29   	 381.48		
 93.38   	-120.24   	 34.12   	 -20.35		 31.82   	 340.79		
 98.27   	-116.27   	 34.04   	  -5.09		 33.18   	 300.10		
104.06   	-112.00   	 34.02(D)	  10.17		 34.38   	 249.24		
111.69   	-106.20   	 34.06   	  30.52		 35.38   	 208.54		
119.93   	-99.18   	 34.18   	  66.12		 36.22   	 172.94		
128.48   	-91.25   	 34.45   	 116.99		 36.91   	 137.33		
137.63   	-82.40   	 34.91   	 208.54		 37.46   	 106.82		
147.09   	-72.94   	 35.75   	 335.71		 37.88   	  81.38		
156.86   	-63.17   	 37.09   	 457.78		 38.21   	  66.12		
166.93   	-53.10   	 38.92   	 554.42		 38.47   	  45.78		
177.00   	-42.11   	 41.14   	 605.29		 38.66   	  30.52		
187.38   	-28.38   	 43.56   	 615.46		 38.78   	  25.43		
197.75   	-10.99   	 46.02   	 615.46		 38.88   	  20.35		
207.21   	  8.85   	 48.48   	 605.29		 38.96   	  20.35		
215.76   	 27.77   	 50.91   	 590.03		 39.04   	  15.26		
222.78   	 43.33   	 53.27   	 554.42		 39.10   	  15.26		
228.27   	 54.32   	 55.48   	 508.65		 39.17   	  15.26		
231.63   	 62.56   	 57.52   	 442.52		 39.23   	  20.35		
233.46   	 70.50   	 59.29   	 366.22		 39.31   	  30.52		
233.46   	 79.35   	 60.75   	 300.10		 39.43   	  25.43		
232.24   	 88.81   	 61.95   	 233.98		 39.53   	  20.35		
230.41   	 97.35   	 62.89   	 178.03		 39.61   	  25.43		
229.49   	103.45   	 63.60   	 111.90		 39.72   	  20.35		
229.49   	107.12   	 64.05   	  61.04		 39.80   	  20.35		
231.32   	108.64   	 64.29   	  35.61		 39.88   	   5.09		
234.07   	108.95   	 64.44   	   5.09		 39.90(S)	   0.00		
236.82   	108.95   	 64.46(S)	 -20.35		 39.90   	 -10.17		
237.43   	108.03   	 64.37   	 -35.61		 39.86   	 -30.52		
233.46   	105.59   	 64.23   	 -45.78		 39.74   	 -35.61		
223.69   	101.93   	 64.05   	 -61.04		 39.59   	 -55.95		
207.21   	 97.66   	 63.80   	 -61.04		 39.37   	 -76.30		
184.02   	 95.83   	 63.56   	 -71.21		 39.06   	 -81.38		
156.56   	 95.83   	 63.28   	 -76.30		 38.74   	-101.73		
126.65   	 95.21   	 62.97   	 -86.47		 38.33   	-111.90		
 96.13   	 87.89   	 62.62   	 -86.47		 37.88   	-122.07		
 66.22   	 70.80   	 62.28   	 -91.56		 37.40   	-137.33		
 39.37   	 46.39   	 61.91   	 -96.64		 36.85   	-152.59		
 17.09   	 21.97   	 61.53   	-111.90		 36.24   	-157.68		
 -0.61   	  5.19   	 61.08   	-122.07		 35.61   	-162.77		
-13.73   	 -3.36   	 60.59   	-132.25		 34.95   	-172.94		
-24.11   	 -9.46   	 60.06   	-142.42		 34.26   	-183.11		
-33.26   	-19.23   	 59.49   	-157.68		 33.53   	-188.20		
-41.20   	-35.10   	 58.86   	-162.77		 32.78   	-203.46		
-46.69   	-52.80   	 58.21   	-162.77		 31.96   	-223.80		
-49.44   	-66.53   	 57.56   	-167.85		 31.07   	-249.24		
-49.74   	-72.94   	 56.89   	-172.94		 30.07   	-279.75		
-49.44   	-74.77   	 56.20   	-178.03		 28.95   	-315.36		
-49.44   	-74.46   	 55.48   	-172.94		 27.69   	-361.14		
-50.35   	-73.55   	 54.79   	-167.85		 26.25   	-412.00		
-50.66   	-71.11   	 54.12   	-152.59		 24.60   	-457.78		
-49.74   	-66.83   	 53.51   	-152.59		 22.77   	-508.65		
-47.61   	-63.78   	 52.90   	-147.51		 20.73   	-569.68		
-45.47   	-65.31   	 52.31   	-137.33		 18.45   	-615.46		
-45.17   	-73.55   	 51.76   	-127.16		 15.99   	-625.63		
-46.08   	-84.53   	 51.25   	-132.25		 13.49   	-645.98		
-47.91   	-92.16   	 50.72   	-132.25		 10.91   	-640.89		
-48.22   	-92.47   	 50.19   	-137.33		  8.34   	-615.46		
-46.39   	-85.14   	 49.64   	-152.59		  5.88   	-595.11		
-43.64   	-75.99   	 49.03   	-167.85		  3.50   	-549.34		
-41.20   	-71.41   	 48.36   	-167.85		  1.30   	-493.39		
-40.28   	-72.94   	 47.69   	-178.03		 -0.67   	-447.61		
-40.59   	-77.51   	 46.98   	-167.85		 -2.46   	-381.48		
-41.20   	-79.65   	 46.31   	-157.68		 -3.99   	-320.45		
-39.37   	-74.16   	 45.68   	-147.51		 -5.27   	-259.41		
-33.87   	-59.51   	 45.09   	-127.16		 -6.31   	-208.54		
-23.80   	-36.62   	 44.58   	-111.90		 -7.14   	-152.59		
-10.68   	 -7.32   	 44.13   	-106.82		 -7.75   	-111.90		
  3.05   	 25.94   	 43.70   	 -86.47		 -8.20   	 -61.04		
 14.65   	 59.81   	 43.36   	 -81.38		 -8.44   	 -20.35		
 24.41   	 93.99   	 43.03   	 -71.21		 -8.52(D)	  20.35		
 32.04   	132.14   	 42.75   	 -66.12		 -8.44   	  50.86		
 36.93   	179.75   	 42.48   	 -66.12		 -8.24   	  76.30		
 39.37   	237.43   	 42.22   	 -61.04		 -7.93   	  96.64		
 39.37   	295.41   	 41.97   	 -66.12		 -7.55   	  96.64		
 38.15   	336.00   	 41.71   	 -66.12		 -7.16   	  96.64		
 38.45   	346.68   	 41.44   	 -71.21		 -6.78   	  66.12		
 40.28   	326.23   	 41.16   	 -66.12		 -6.51   	  45.78		
 41.50   	281.07   	 40.90   	 -71.21		 -6.33   	  35.61		
 39.06   	216.67   	 40.61   	 -71.21		 -6.19   	  25.43		
 31.43   	135.19   	 40.33   	 -76.30		 -6.08   	  20.35		
 17.70   	 38.45   	 40.02   	 -76.30		 -6.00   	  20.35		
 -0.31   	-62.26   	 39.72   	 -76.30		 -5.92   	  20.35		
-20.14   	-146.18   	 39.41   	 -71.21		 -5.84   	  10.17		
-38.76   	-196.53   	 39.12   	 -71.21		 -5.80   	  10.17		
-54.63   	-212.71   	 38.84   	 -71.21		 -5.76   	  20.35		
-66.53   	-208.13   	 38.56   	 -66.12		 -5.68   	  10.17		
-74.16   	-201.11   	 38.29   	 -55.95		 -5.64   	   5.09		
-79.04   	-202.94   	 38.07   	 -55.95		 -5.62   	  10.17		
-81.79   	-214.54   	 37.84   	 -61.04		 -5.57   	  10.17		
-83.01   	-228.27   	 37.60   	 -45.78		 -5.53   	  10.17		
-82.70   	-236.21   	 37.42   	 -45.78		 -5.49   	  10.17		
-82.09   	-236.51   	 37.23   	 -50.86		 -5.45   	  15.26		
-80.57   	-231.02   	 37.03   	 -35.61		 -5.39   	  20.35		
-73.24   	-213.01   	 36.89   	 -40.69		 -5.31   	  30.52		
-43.64   	-154.72   	 36.72   	 -35.61		 -5.19   	  25.43		
 33.87   	 -6.10   	 36.58   	 -30.52		 -5.09   	  40.69		
175.48   	279.85   	 36.46   	 -30.52		 -4.92   	  55.95		
335.08   	712.59   	 36.34   	 -30.52		 -4.70   	  50.86		
378.11   	1213.38   	 36.22   	 -35.61		 -4.50   	  66.12		
157.78   	1587.22   	 36.07   	 -55.95		 -4.23   	 152.59		
-1030.27   	1136.47   	 35.85   	 -25.43		 -3.62   	  91.56		
-1560.97   	258.48   	 35.75   	 -25.43		 -3.26   	  96.64		
-1702.88   	-735.17   	 35.65   	 -25.43		 -2.87   	  96.64		
-1420.59   	-1469.73   	 35.54   	 -30.52		 -2.48   	 101.73		
-902.71   	-1706.54(R)	 35.42   	 -25.43		 -2.08(E)	 106.82		
-410.16   	-1466.67   	 35.32   	 -20.35		 -1.65   	  96.64		
-107.12   	-982.36   	 35.24   	 -25.43		 -1.26   	  91.56		
 -2.14   	-530.40   	 35.14   	 -30.52		 -0.90   	  96.64		
 -5.19   	-279.54   	 35.02   	 -25.43		 -0.51   	  91.56		
-24.11   	-237.43   	 34.91   	 -30.52		 -0.14   	  91.56		
-20.45   	-305.48   	 34.79   	 -30.52		  0.22   	  96.64		
  0.00   	-374.45   	 34.67   	 -30.52		  0.61   	  96.64		
 20.45   	-391.54   	 34.55   	 -35.61		  1.00   	 101.73		
 31.74   	-364.38   	 34.40   	 -35.61		  1.40   	 111.90		
 32.65   	-326.84   	 34.26   	 -40.69		  1.85   	 132.25		
 27.77   	-307.01   	 34.10   	 -30.52		  2.38   	 188.20		
 25.33   	-309.75   	 33.98   	 -35.61		  3.13   	 213.63		
 30.52   	-321.04   	 33.84   	 -30.52		  3.99   	 203.46		
 40.59   	-324.10   	 33.71   	 -30.52		  4.80   	 254.32		
 49.44   	-314.03   	 33.59   	 -30.52		  5.82   	 315.36		
 53.10   	-297.24   	 33.47   	 -40.69		  7.08   	 366.22		
 53.10   	-282.90   	 33.31   	 -35.61		  8.55   	 422.18		
 53.71   	-274.96   	 33.16   	 -35.61		 10.23   	 467.95		
 55.85   	-271.91   	 33.02   	 -35.61		 12.11   	 513.73		
 59.51   	-271.00   	 32.88   	 -25.43		 14.16   	 539.16		
 63.17   	-268.55   	 32.78   	 -25.43		 16.32   	 554.42		
 67.14   	-263.67   	 32.68   	 -30.52		 18.54   	 549.34		
 70.80   	-256.04   	 32.55   	 -30.52		 20.73   	 534.08		
 74.46   	-246.58   	 32.43   	 -25.43		 22.87   	 503.56		
 77.82   	-236.82   	 32.33   	 -15.26		 24.88   	 462.87		
 80.57   	-229.19   	 32.27   	 -10.17		 26.73   	 427.26		
 83.62   	-224.00   	 32.23   	  -5.09		 28.44   	 386.57		
 87.89   	-220.34   	 32.21   	  -5.09		 29.99   	 340.79		
 93.99   	-216.98   	 32.19(D)	   0.00		 31.35   	 295.01		
102.23   	-212.10   	 32.19   	  15.26		 32.53   	 249.24		
111.39   	-205.69   	 32.25   	  30.52		 33.53   	 208.54		
120.54   	-198.06   	 32.37   	  66.12		 34.36   	 167.85		
129.70   	-189.82   	 32.63   	 127.16		 35.04   	 137.33		
140.08   	-180.97   	 33.14   	 218.72		 35.58   	 116.99		
152.59   	-171.20   	 34.02   	 335.71		 36.05   	  91.56		
166.93   	-159.61   	 35.36   	 457.78		 36.42   	  81.38		
180.97   	-145.87   	 37.19   	 554.42		 36.74   	  71.21		
193.48   	-130.62   	 39.41   	 610.37		 37.03   	  71.21		
204.16   	-113.83   	 41.85   	 630.72		 37.31   	  66.12		
212.40   	-97.66   	 44.37   	 620.55		 37.58   	  66.12		
219.12   	-83.01   	 46.86   	 615.46		 37.84   	  76.30		
224.30   	-70.50   	 49.32   	 605.29		 38.15   	  76.30		
227.36   	-59.51   	 51.74   	 569.68		 38.45   	  86.47		
