SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
 56.15   	 47.91   	 42.40   	-101.73		 14.97   	 366.22		
 55.24   	 50.35   	 41.99   	 -91.56		 16.44   	 386.57		
 54.63   	 49.74   	 41.63   	 -55.95		 17.99   	 412.00		
 56.76   	 52.80   	 41.40   	 -30.52		 19.63   	 442.52		
 62.26   	 61.04   	 41.28   	  15.26		 21.40   	 452.69		
 71.72   	 72.63   	 41.34   	  76.30		 23.21   	 467.95		
 83.62   	 84.53   	 41.65   	 137.33		 25.09   	 457.78		
 96.44   	 95.21   	 42.20   	 330.62		 26.92   	 691.76		
116.88   	109.86   	 43.52   	 406.92		 29.68   	 264.50		
120.85   	115.66   	 45.15   	 483.21		 30.74   	 188.20		
120.24   	121.46   	 47.08   	 528.99		 31.50   	 188.20		
116.58   	129.09   	 49.20   	 564.60		 32.25   	 198.37		
112.00   	138.85   	 51.45   	 569.68		 33.04   	 279.75		
108.03   	150.45   	 53.73   	 549.34		 34.16   	 473.04		
107.12   	162.66   	 55.93   	 498.47		 36.05   	 437.43		
109.56   	175.17   	 57.92   	 422.18		 37.80   	  55.95		
115.05   	187.99   	 59.61   	 335.71		 38.03(S)	-172.94		
122.07   	201.42   	 60.96   	 239.06		 37.33   	-172.94		
128.78   	216.06   	 61.91   	 137.33		 36.64   	-198.37		
133.97   	231.93   	 62.46   	  40.69		 35.85   	-203.46		
137.02   	248.41   	 62.62   	 -35.61		 35.04   	-178.03		
138.55   	263.98   	 62.48   	-101.73		 34.32   	-122.07		
139.77   	277.10   	 62.08   	-132.25		 33.84   	 -25.43		
140.99   	287.78   	 61.55   	-147.51		 33.73   	 -15.26		
143.13   	297.55   	 60.96   	-142.42		 33.67   	  35.61		
145.57   	307.92   	 60.39   	-111.90		 33.81   	  96.64		
148.32   	319.52   	 59.94   	 -71.21		 34.20   	  71.21		
149.84   	332.95   	 59.65   	 -10.17		 34.49   	  76.30		
149.23   	346.68   	 59.61   	  45.78		 34.79   	 152.59		
146.18   	359.50   	 59.80   	 111.90		 35.40   	 147.51		
141.60   	370.79   	 60.24   	 172.94		 35.99   	  96.64		
137.02   	380.25   	 60.94   	 223.80		 36.38   	  71.21		
133.06   	388.18   	 61.83   	 320.45		 36.66   	 142.42		
127.26   	401.92   	 63.11   	 330.62		 37.23   	  15.26		
122.99   	408.94   	 64.44   	 325.53		 37.29   	 -66.12		
116.88   	417.18   	 65.74   	 310.27		 37.03   	-116.99		
109.56   	426.64   	 66.98   	 279.75		 36.56   	-152.59		
103.15   	436.10   	 68.10   	 244.15		 35.95   	-208.54		
 98.88   	444.64   	 69.07   	 203.46		 35.12   	-203.46		
 97.35   	451.66   	 69.89   	 157.68		 34.30   	-127.16		
 98.27   	455.32   	 70.52   	 111.90		 33.79   	 -96.64		
 99.49   	455.02   	 70.97   	  81.38		 33.41   	 -96.64		
100.40   	448.00   	 71.29   	  50.86		 33.02   	 -76.30		
100.40   	432.74   	 71.50   	  30.52		 32.72   	 -66.12		
 99.18   	408.63   	 71.62   	  10.17		 32.45   	 -61.04		
 97.35   	376.28   	 71.66   	   5.09		 32.21   	 -30.52		
 93.99   	337.52   	 71.68   	   5.09		 32.09   	 -10.17		
 89.11   	293.58   	 71.70   	  10.17		 32.04   	  10.17		
 81.79   	246.58   	 71.74   	  15.26		 32.09   	  76.30		
 72.02   	198.06   	 71.80   	  30.52		 32.39   	 127.16		
 60.12   	149.84   	 71.92   	  40.69		 32.90   	  40.69		
 47.30   	104.37   	 72.09   	  55.95		 33.06   	 -61.04		
 34.79   	 62.56   	 72.31   	  61.04		 32.82   	 -91.56		
 23.80   	 24.41   	 72.55   	  61.04		 32.45   	-122.07		
 14.95   	 -9.77   	 72.80   	  66.12		 31.96   	-152.59		
  7.93   	-39.67   	 73.06   	  61.04		 31.35   	-162.77		
  1.53   	-64.70   	 73.31   	  50.86		 30.70   	-157.68		
 -5.80   	-83.92   	 73.51   	  25.43		 30.07   	-330.62		
-22.58   	-107.42   	 73.61(S)	   0.00		 28.75   	-162.77		
-29.60   	-114.44   	 73.61   	 -15.26		 28.10   	-142.42		
-33.57   	-119.93   	 73.55   	 -35.61		 27.53   	-116.99		
-35.10   	-124.21   	 73.41   	 -55.95		 27.06   	-127.16		
-35.10   	-127.87   	 73.18   	 -71.21		 26.55   	-132.25		
-35.10   	-130.62   	 72.90   	 -81.38		 26.02   	-122.07		
-36.01   	-132.45   	 72.57   	 -96.64		 25.53   	-147.51		
-37.84   	-133.36   	 72.19   	-106.82		 24.94   	-188.20		
-39.67   	-133.06   	 71.76   	-106.82		 24.19   	-239.06		
-40.59   	-132.14   	 71.33   	-116.99		 23.23   	-289.93		
-40.89   	-130.92   	 70.86   	-122.07		 22.08   	-340.79		
-41.50   	-130.00   	 70.38   	-127.16		 20.71   	-401.83		
-42.42   	-130.31   	 69.87   	-132.25		 19.10   	-422.18		
-43.03   	-131.23   	 69.34   	-142.42		 17.42   	-371.31		
-42.42   	-131.53   	 68.77   	-162.77		 15.93   	-381.48		
-40.59   	-130.31   	 68.12   	-183.11		 14.40   	-401.83		
-37.54   	-127.26   	 67.39   	-203.46		 12.80   	-386.57		
-34.18   	-123.60   	 66.57   	-213.63		 11.25   	-381.48		
-31.43   	-119.93   	 65.72   	-223.80		  9.73   	-371.31		
-29.30   	-116.88   	 64.82   	-213.63		  8.24   	-325.53		
-26.86   	-114.14   	 63.97   	-198.37		  6.94   	-289.93		
-24.11   	-111.69   	 63.17   	-167.85		  5.78   	-254.32		
-21.36   	-109.25   	 62.50   	-142.42		  4.76   	-208.54		
-19.23   	-107.42   	 61.93   	-101.73		  3.93   	-183.11		
-17.70   	-106.20   	 61.53   	 -50.86		  3.19   	-239.06		
-16.17   	-105.29   	 61.32   	 -25.43		  2.24   	 -81.38		
-15.56   	-104.98   	 61.22   	 -10.17		  1.91   	 -66.12		
-14.95   	-104.98   	 61.18   	  -5.09		  1.65   	 -45.78		
-14.65   	-104.68   	 61.16   	  -5.09		  1.46   	 -10.17		
-14.95   	-104.68   	 61.14   	 -20.35		  1.42   	  -5.09		
-16.48   	-104.37   	 61.06   	 -35.61		  1.40   	 -15.26		
-19.53   	-104.37   	 60.92   	 -61.04		  1.34   	 -10.17		
-25.02   	-104.06   	 60.67   	 -81.38		  1.30   	   0.00		
-33.26   	-103.15   	 60.35   	-101.73		  1.30   	   5.09		
-42.11   	-102.54   	 59.94   	-122.07		  1.32   	  10.17		
-49.74   	-103.15   	 59.45   	-127.16		  1.36   	   0.00		
-53.10   	-106.20   	 58.94   	-137.33		  1.36   	 -20.35		
-51.57   	-111.39   	 58.39   	-137.33		  1.28   	 -25.43		
-47.61   	-116.58   	 57.84   	-127.16		  1.18   	 -10.17		
-43.95   	-119.63   	 57.33   	-116.99		  1.14   	 -10.17		
-42.42   	-120.85   	 56.87   	-106.82		  1.10   	 -40.69		
-42.11   	-121.77   	 56.44   	 -86.47		  0.94   	 -81.38		
-41.50   	-123.90   	 56.09   	 -76.30		  0.61   	 -81.38		
-39.06   	-126.65   	 55.79   	 -55.95		  0.28   	 -76.30		
-34.18   	-128.17   	 55.56   	 -50.86		 -0.02   	 -40.69		
-26.25   	-126.34   	 55.36   	 -40.69		 -0.18(D)	  25.43		
-16.78   	-119.32   	 55.20   	 -40.69		 -0.08   	  55.95		
 -5.49   	-107.73   	 55.04   	 -35.61		  0.14   	  71.21		
  5.19   	-92.16   	 54.89   	 -40.69		  0.43   	  91.56		
 13.43   	-74.46   	 54.73   	 -61.04		  0.79   	 157.68		
 15.87   	-39.67   	 54.49   	 -66.12		  1.42   	  71.21		
 12.51   	-27.16   	 54.22   	 -76.30		  1.71   	  61.04		
  9.46   	-19.23   	 53.92   	 -76.30		  1.95   	  55.95		
  9.77   	-15.26   	 53.61   	 -86.47		  2.18   	  61.04		
 12.82   	-14.04   	 53.27   	 -86.47		  2.42   	  81.38		
 17.09   	-13.73   	 52.92   	 -86.47		  2.75   	  66.12		
 19.84   	-14.95   	 52.57   	 -86.47		  3.01   	  45.78		
 19.23   	-20.14   	 52.23   	 -81.38		  3.19   	  20.35		
 14.95   	-33.57   	 51.90   	 -76.30		  3.28   	  15.26		
  9.16   	-57.07   	 51.60   	 -71.21		  3.34   	   0.00		
  4.58   	-88.50   	 51.31   	 -61.04		  3.34   	 -25.43		
  2.14   	-120.54   	 51.07   	 -61.04		  3.23   	 -35.61		
  0.92   	-144.96   	 50.82   	 -50.86		  3.09   	 -35.61		
 -2.14   	-158.08   	 50.62   	 -50.86		  2.95   	 -30.52		
 -9.46   	-161.74   	 50.42   	 -40.69		  2.83   	 -20.35		
-20.45   	-161.74   	 50.25   	 -40.69		  2.75   	 -15.26		
-30.52   	-161.74   	 50.09   	 -45.78		  2.69   	 -10.17		
-36.32   	-162.96   	 49.91   	 -40.69		  2.64   	   5.09		
-36.93   	-163.88   	 49.75   	 -45.78		  2.67   	  30.52		
-34.79   	-163.88   	 49.56   	 -50.86		  2.79   	  35.61		
-33.57   	-163.88   	 49.36   	 -50.86		  2.93   	  40.69		
-34.18   	-163.88   	 49.16   	 -50.86		  3.09   	  50.86		
-36.01   	-164.49   	 48.95   	 -55.95		  3.30   	  30.52		
-37.84   	-164.79   	 48.73   	 -61.04		  3.42   	  10.17		
-38.76   	-164.18   	 48.48   	 -71.21		  3.46   	  91.56		
-39.06   	-159.91   	 48.20   	 -66.12		  3.83   	  45.78		
-38.76   	-156.56   	 47.93   	 -71.21		  4.01   	  35.61		
-37.84   	-154.11   	 47.65   	 -71.21		  4.15   	  61.04		
-36.93   	-152.59   	 47.37   	 -61.04		  4.39   	  71.21		
-35.40   	-154.11   	 47.12   	 -66.12		  4.68   	  50.86		
-31.74   	-160.83   	 46.86   	 -55.95		  4.88   	  35.61		
-22.28   	-172.42   	 46.63   	 -50.86		  5.03   	  15.26		
 -0.61   	-189.21   	 46.43   	 -50.86		  5.09   	 -10.17		
 36.01   	-208.74   	 46.23   	 -40.69		  5.05   	 -10.17		
 81.79   	-217.90   	 46.06   	 -35.61		  5.01   	  -5.09		
119.93   	-193.18   	 45.92   	 -35.61		  4.98   	   5.09		
122.07   	-107.73   	 45.78   	 -35.61		  5.01   	  30.52		
 56.76   	 51.57   	 45.64   	 -30.52		  5.13   	  40.69		
-89.42   	256.96   	 45.51   	 -35.61		  5.29   	  50.86		
-296.33   	440.67   	 45.37   	 -40.69		  5.49   	  76.30		
-665.28   	495.91   	 45.21   	 -45.78		  5.80   	  10.17		
-714.11   	347.90   	 45.03   	 -45.78		  5.84   	  -5.09		
-655.52   	135.19   	 44.84   	 -50.86		  5.82   	 -20.35		
-529.17   	-93.38   	 44.64   	 -55.95		  5.74   	 -35.61		
-385.44   	-302.73   	 44.41   	 -50.86		  5.60   	 -40.69		
-260.01   	-459.59   	 44.21   	 -55.95		  5.43   	 -25.43		
-163.88   	-523.38(R)	 43.99   	 -55.95		  5.33(E)	   5.09		
-92.16   	-469.36   	 43.76   	 -55.95		  5.35   	  25.43		
-38.45   	-321.04   	 43.54   	 -50.86		  5.45   	  66.12		
 -1.53   	-147.09   	 43.34   	 -50.86		  5.72   	 101.73		
 18.31   	-21.67   	 43.13   	 -45.78		  6.12   	 106.82		
 23.80   	 19.53   	 42.95   	 -45.78		  6.55   	 152.59		
 23.19   	 -2.44   	 42.77   	 -40.69		  7.16   	 188.20		
 23.19   	-38.45   	 42.60   	 -40.69		  7.91   	 218.72		
 27.16   	-51.27   	 42.44   	 -40.69		  8.79   	 300.10		
 33.26   	-36.62   	 42.28   	 -40.69		  9.99   	 366.22		
 38.45   	-12.51   	 42.12   	 -40.69		 11.45   	 406.92		
 41.50   	  3.97   	 41.95   	 -40.69		 13.08   	 457.78		
 43.03   	  8.54   	 41.79   	 -40.69		 14.91   	 483.21		
 43.95   	  7.02   	 41.63   	 -30.52		 16.85   	 473.04		
 45.47   	  7.32   	 41.51   	 -15.26		 18.74   	 447.61		
 47.00   	 13.12   	 41.44(D)	  10.17		 20.53   	 417.09		
 48.52   	 23.19   	 41.49   	  50.86		 22.20   	 356.05		
 50.66   	 33.87   	 41.69   	 106.82		 23.62   	 340.79		
 53.41   	 42.72   	 42.12   	 279.75		 24.98   	 712.10		
 58.90   	 57.68   	 43.23   	 366.22		 27.83   	 335.71		
 61.65   	 66.83   	 44.70   	 442.52		 29.18   	 325.53		
 64.39   	 77.51   	 46.47   	 508.65		 30.48   	 213.63		
 67.44   	 89.72   	 48.50   	 549.34		 31.33   	 142.42		
 70.80   	101.93   	 50.70   	 569.68		 31.90   	 152.59		
 74.46   	113.22   	 52.98   	 559.51		 32.51   	 147.51		
 78.13   	123.90   	 55.22   	 518.82		 33.10   	 264.50		
 81.79   	133.67   	 57.29   	 457.78		 34.16   	 417.09		
 85.14   	144.04   	 59.12   	 371.31		 35.83   	 142.42		
 88.50   	155.03   	 60.61   	 279.75		 36.40(S)	-147.51		
 91.86   	166.93   	 61.73   	 172.94		 35.81   	 -50.86		
 95.21   	180.05   	 62.42   	  81.38		 35.61   	 -71.21		
 98.88   	193.79   	 62.75   	 -10.17		 35.32   	-188.20		
102.84   	207.82   	 62.71   	 -81.38		 34.57   	-132.25		
107.12   	221.56   	 62.38   	-127.16		 34.04   	-106.82		
111.39   	234.99   	 61.87   	-147.51		 33.61   	 -96.64		
115.66   	248.41   	 61.28   	-157.68		 33.22   	 -20.35		
119.93   	263.06   	 60.65   	-132.25		 33.14   	  66.12		
123.90   	278.02   	 60.12   	 -96.64		 33.41   	  91.56		
127.87   	292.36   	 59.74   	 -40.69		 33.77   	  91.56		
130.62   	305.79   	 59.57   	  15.26		 34.14   	 101.73		
132.14   	317.08   	 59.63   	  86.47		 34.55   	 111.90		
132.75   	327.15   	 59.98   	 147.51		 34.99   	  81.38		
133.06   	336.61   	 60.57   	 213.63		 35.32   	 -15.26		
133.97   	346.68   	 61.42   	 320.45		 35.26   	-183.11		
137.63   	368.96   	 62.71   	 340.79		 34.53   	 -50.86		
138.24   	379.94   	 64.07   	 340.79		 34.32   	 -66.12		
137.33   	390.32   	 65.43   	 325.53		 34.06   	 -45.78		
135.80   	399.78   	 66.73   	 300.10		 33.88   	 -30.52		
134.58   	409.85   	 67.93   	 264.50		 33.75   	 -45.78		
133.67   	420.84   	 68.99   	 228.89		 33.57   	 -20.35		
133.06   	432.74   	 69.91   	 178.03		 33.49   	  15.26		
132.45   	444.03   	 70.62   	 137.33		 33.55   	  40.69		
131.53   	452.27   	 71.17   	  96.64		 33.71   	  35.61		
130.31   	455.02   	 71.56   	  61.04		 33.86   	  -5.09		
129.39   	450.13   	 71.80   	  35.61		 33.84   	 -55.95		
128.78   	437.62   	 71.94   	  15.26		 33.61   	 -76.30		
127.56   	416.87   	 72.00   	   0.00		 33.31   	 -91.56		
125.43   	388.49   	 72.00   	   0.00		 32.94   	-106.82		
121.77   	352.78   	 72.00   	   0.00		 32.51   	-116.99		
116.27   	310.97   	 72.00   	  15.26		 32.04   	-127.16		
108.95   	264.89   	 72.06   	  25.43		 31.54   	-147.51		
100.10   	216.37   	 72.17   	  45.78		 30.95   	-122.07		
 89.72   	167.54   	 72.35   	  61.04		 30.46   	-106.82		
 77.51   	119.93   	 72.59   	  76.30		 30.03   	 -96.64		
 65.00   	 74.16   	 72.90   	  86.47		 29.64   	-101.73		
 52.49   	 31.74   	 73.24   	  86.47		 29.24   	-106.82		
 41.20   	 -6.41   	 73.59   	  81.38		 28.81   	-106.82		
 32.04   	-38.45   	 73.92   	  71.21		 28.38   	-101.73		
 24.41   	-63.78   	 74.20   	  40.69		 27.98   	-167.85		
 12.21   	-96.44   	 74.36   	  20.35		 27.30   	 -71.21		
  7.32   	-108.03   	 74.45(S)	  -5.09		 27.02   	 -76.30		
  3.05   	-117.80   	 74.42   	 -30.52		 26.71   	 -86.47		
 -0.61   	-126.95   	 74.30   	 -50.86		 26.37   	 -96.64		
 -4.27   	-134.89   	 74.10   	 -71.21		 25.98   	-127.16		
 -7.32   	-140.69   	 73.81   	 -86.47		 25.47   	-147.51		
 -9.16   	-144.65   	 73.47   	 -96.64		 24.88   	-167.85		
 -9.46   	-146.79   	 73.08   	-106.82		 24.21   	-228.89		
 -8.85   	-147.40   	 72.65   	-111.90		 23.30   	-300.10		
 -8.24   	-146.79   	 72.21   	-116.99		 22.10   	-345.88		
 -7.63   	-145.57   	 71.74   	-116.99		 20.71   	-386.57		
 -7.63   	-143.43   	 71.27   	-122.07		 19.17   	-427.26		
 -7.02   	-140.69   	 70.78   	-122.07		 17.46   	-478.13		
 -5.80   	-137.63   	 70.29   	-132.25		 15.54   	-498.47		
 -3.97   	-134.58   	 69.77   	-137.33		 13.55   	-473.04		
 -2.44   	-132.75   	 69.22   	-162.77		 11.66   	-452.69		
