SAMPLE NUMBER:   8
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  RV     	  RV'		
 30.21   	-115.36   	112.74   	-193.29		 94.63   	-696.84		
 39.67   	-122.07   	111.96   	-188.20		 91.84   	-976.60		
 42.11   	-124.51   	111.21   	-188.20		 87.93   	-1281.79		
 37.23   	-117.19   	110.46   	-208.54		 82.81   	-1571.71		
 30.82   	-100.40   	109.62   	-228.89		 76.52   	-1688.70		
 27.77   	-81.48   	108.71   	-300.10		 69.77   	-1531.02		
 37.54   	-54.93   	107.51   	-310.27		 63.64   	-1383.51		
 44.56   	-41.81   	106.27   	-335.71		 58.11   	-1261.44		
 49.74   	-25.94   	104.92   	-356.05		 53.06   	-1210.58		
 52.80   	 -7.63   	103.50   	-366.22		 48.22   	-1180.06		
 56.46   	 11.90   	102.03   	-376.40		 43.50   	-1113.93		
 62.56   	 31.74   	100.53   	-381.48		 39.04   	-1027.46		
 71.72   	 53.41   	 99.00   	-391.66		 34.93   	-956.25		
 79.96   	 76.29   	 97.44   	-391.66		 31.11   	-879.96		
 83.62   	 91.86   	 95.87   	-376.40		 27.59   	-793.49		
 80.87   	 92.47   	 94.36   	-345.88		 24.41   	-717.19		
 75.68   	 81.79   	 92.98   	-305.19		 21.55   	-630.72		
 76.29   	 72.63   	 91.76   	-254.32		 19.02   	-544.25		
 86.98   	 81.18   	 90.74   	-208.54		 16.85   	-462.87		
104.98   	115.05   	 89.91   	-183.11		 14.99   	-406.92		
122.07   	164.18   	 89.18   	-162.77		 13.37   	-356.05		
131.84   	206.91   	 88.52   	-157.68		 11.94   	-335.71		
132.14   	221.56   	 87.89   	-167.85		 10.60   	-320.45		
123.90   	201.72   	 87.22   	-167.85		  9.32   	-300.10		
109.86   	161.13   	 86.55   	-167.85		  8.12   	-259.41		
 93.38   	125.43   	 85.88   	-183.11		  7.08   	-203.46		
 78.74   	111.08   	 85.15   	-183.11		  6.27   	-142.42		
 69.89   	115.66   	 84.41   	-172.94		  5.70   	 -91.56		
 66.22   	119.02   	 83.72   	-162.77		  5.33   	 -66.12		
 61.65   	100.10   	 83.07   	-142.42		  5.07   	 -61.04		
 48.52   	 54.93   	 82.50   	-122.07		  4.82   	 -25.43		
 -4.27   	-39.67   	 82.01   	-101.73		  4.72(D)	   0.00		
-22.58   	-52.80   	 81.61   	 -76.30		  4.72   	  30.52		
-26.25   	-48.52   	 81.30   	 -66.12		  4.84   	  45.78		
-18.92   	-41.50   	 81.04   	 -45.78		  5.03   	  40.69		
 -8.24   	-39.06   	 80.85   	 -40.69		  5.19   	  10.17		
 -0.92   	-38.45   	 80.69   	 -35.61		  5.23   	 -15.26		
  0.31   	-31.13   	 80.55   	 -30.52		  5.17   	 -30.52		
 -2.75   	-14.95   	 80.43   	 -30.52		  5.05   	 -10.17		
-10.07   	  0.61   	 80.30   	 -35.61		  5.01   	  45.78		
-21.36   	  3.97   	 80.16   	 -40.69		  5.19   	  96.64		
-32.65   	 -5.80   	 80.00   	 -45.78		  5.57   	 127.16		
-37.84   	-18.62   	 79.82   	 -66.12		  6.08   	 127.16		
-32.65   	-22.28   	 79.55   	 -66.12		  6.59   	 101.73		
-18.01   	-11.90   	 79.29   	 -76.30		  7.00   	  61.04		
  3.36   	 10.07   	 78.98   	 -66.12		  7.24   	  35.61		
 27.77   	 46.69   	 78.72   	 -66.12		  7.39   	  25.43		
 43.03   	118.71   	 78.45   	 -71.21		  7.49   	  30.52		
 21.97   	265.81   	 78.17   	 -71.21		  7.61   	  25.43		
-71.41   	528.26   	 77.88   	 -81.38		  7.71   	  35.61		
-260.01   	896.61   	 77.56   	 -71.21		  7.85   	  45.78		
-519.10   	1272.28   	 77.27   	 -66.12		  8.04   	  66.12		
-773.62   	1492.31(R)	 77.01   	 -81.38		  8.30(E)	  71.21		
-926.82   	1014.71   	 76.68   	 -76.30		  8.59   	  55.95		
-777.89   	453.19   	 76.38   	 -76.30		  8.81   	  35.61		
-553.59   	-28.08   	 76.07   	 -71.21		  8.95   	  25.43		
-337.52   	-248.41   	 75.79   	 -71.21		  9.05   	  50.86		
-183.11   	-197.75   	 75.50   	 -76.30		  9.26   	 111.90		
-97.96   	-19.84   	 75.20   	 -86.47		  9.70   	 193.29		
-61.34   	112.61   	 74.85   	 -91.56		 10.48   	 279.75		
-47.91   	122.38   	 74.49   	 -86.47		 11.60   	 371.31		
-42.72   	 47.61   	 74.14   	 -86.47		 13.08   	 483.21		
-39.06   	-24.72   	 73.79   	 -96.64		 15.02   	 656.15		
-34.18   	-39.37   	 73.41   	 -96.64		 17.64   	 839.26		
-28.99   	 -6.10   	 73.02   	 -81.38		 21.00   	 951.17		
-26.86   	 30.52   	 72.70   	 -76.30		 24.80   	1174.97		
-29.60   	 36.01   	 72.39   	 -81.38		 29.50   	1602.23		
-35.40   	 11.29   	 72.06   	 -76.30		 35.91   	1876.90		
-42.11   	-20.75   	 71.76   	 -71.21		 43.42   	1805.69		
-46.69   	-35.40   	 71.47   	 -81.38		 50.64   	1612.40		
-49.44   	-25.02   	 71.15   	 -86.47		 57.09   	1342.82		
-51.88   	 -2.14   	 70.80   	 -86.47		 62.46   	1002.03		
-54.32   	 14.95   	 70.46   	 -86.47		 66.47   	 783.31		
-54.93   	 17.40   	 70.11   	 -91.56		 69.60   	 696.84		
-55.24   	 11.60   	 69.75   	 -96.64		 72.39   	 676.50		
-57.68   	  8.24   	 69.36   	 -96.64		 75.10   	 722.28		
-62.87   	 12.51   	 68.97   	 -91.56		 77.99   	 788.40		
-68.66   	 19.84   	 68.61   	 -81.38		 81.14   	 874.87		
-68.05   	 29.91   	 68.28   	 -71.21		 84.64   	 773.14		
-59.81   	 37.54   	 68.00   	 -55.95		 87.73   	 656.15		
-51.57   	 47.61   	 67.77   	 -40.69		 90.36   	 534.08		
-46.08   	 53.71   	 67.61   	  -5.09		 92.49   	 442.52		
-43.03   	 50.96   	 67.59(D)	  50.86		 94.26   	 386.57		
-42.11   	 41.20   	 67.79   	 147.51		 95.81   	 371.31		
-42.42   	 33.26   	 68.38   	 295.01		 97.29   	 371.31		
-43.33   	 35.10   	 69.56   	 483.21		 98.78   	 371.31		
-46.08   	 47.91   	 71.50   	 671.41		100.26   	 371.31		
-50.96   	 68.36   	 74.18   	 824.00		101.75   	 361.14		
-56.15   	 90.33   	 77.48   	 910.47		103.19   	 345.88		
-58.59   	108.64   	 81.12   	 905.39		104.58   	 305.19		
-55.54   	122.99   	 84.74   	 849.44		105.80   	 274.67		
-46.08   	137.33   	 88.14   	 762.97		106.90   	 239.06		
-33.87   	156.56   	 91.19   	 666.32		107.85   	 208.54		
-24.41   	182.19   	 93.86   	 584.94		108.69   	 183.11		
-22.58   	209.05   	 96.19   	 539.16		109.42   	 172.94		
-30.82   	224.00   	 98.35   	 513.73		110.11   	 167.85		
-45.78   	218.20   	100.41   	 528.99		110.78   	 152.59		
-63.17   	190.43   	102.52   	 569.68		111.39   	 142.42		
-80.26   	147.40   	104.80   	 605.29		111.96   	 116.99		
-94.91   	100.71   	107.22   	 630.72		112.43   	  91.56		
-106.20   	 60.42   	109.75   	 620.55		112.80   	  71.21		
-115.36   	 28.38   	112.23   	 590.03		113.08   	  50.86		
-122.99   	  2.14   	114.59   	 528.99		113.29   	  40.69		
-128.48   	-47.30   	116.70   	 437.43		113.45   	  40.69		
-123.90   	-72.02   	118.45   	 350.97		113.61   	  35.61		
-114.44   	-96.13   	119.86   	 259.41		113.75   	  20.35		
-101.32   	-119.63   	120.89   	 188.20		113.83(S)	   0.00		
-87.59   	-144.35   	121.65   	 127.16		113.83   	 -15.26		
-76.29   	-170.29   	122.16   	  96.64		113.77   	 -40.69		
-69.27   	-193.18   	122.54   	  71.21		113.61   	 -50.86		
-69.89   	-208.44   	122.83   	  45.78		113.41   	 -61.04		
-79.96   	-217.90   	123.01   	  20.35		113.16   	 -66.12		
-96.13   	-226.75   	123.09(S)	   0.00		112.90   	 -71.21		
-113.22   	-237.73   	123.09   	 -25.43		112.61   	 -86.47		
-126.34   	-251.16   	122.99   	 -45.78		112.27   	-116.99		
-130.92   	-263.98   	122.81   	 -71.21		111.80   	-137.33		
-128.48   	-272.22   	122.52   	-101.73		111.25   	-167.85		
-122.38   	-279.24   	122.12   	-122.07		110.58   	-203.46		
-117.49   	-290.53   	121.63   	-142.42		109.77   	-239.06		
-118.41   	-307.62   	121.06   	-152.59		108.81   	-295.01		
-126.65   	-325.01   	120.45   	-178.03		107.63   	-391.66		
-139.16   	-335.08   	119.74   	-203.46		106.06   	-534.08		
-150.45   	-336.30   	118.92   	-203.46		103.93   	-727.36		
-154.42   	-331.12   	118.11   	-213.63		101.02   	-966.43		
-148.32   	-325.62   	117.25   	-213.63		 97.15   	-1230.92		
-136.11   	-323.18   	116.40   	-228.89		 92.23   	-1444.55		
-125.12   	-320.13   	115.48   	-244.15		 86.45   	-1592.06		
-122.99   	-312.81   	114.51   	-325.53		 80.08   	-1678.53		
-141.30   	-286.56   	113.20   	-315.36		 73.37   	-1505.59		
-146.48   	-270.39   	111.94   	-300.10		 67.34   	-1342.82		
-141.30   	-252.08   	110.74   	-320.45		 61.97   	-1200.40		
-128.48   	-232.24   	109.46   	-376.40		 57.17   	-1169.88		
-116.27   	-215.76   	107.95   	-401.83		 52.49   	-1174.97		
-112.30   	-210.57   	106.35   	-401.83		 47.79   	-1149.54		
-118.41   	-221.25   	104.74   	-396.74		 43.19   	-1088.50		
-128.17   	-242.61   	103.15   	-406.92		 38.84   	-1002.03		
-134.28   	-264.28   	101.53   	-417.09		 34.83   	-966.43		
-132.75   	-275.57   	 99.86   	-401.83		 30.97   	-966.43		
-125.12   	-272.22   	 98.25   	-345.88		 27.10   	-829.09		
-115.66   	-258.48   	 96.87   	-289.93		 23.78   	-620.55		
-108.03   	-242.31   	 95.71   	-244.15		 21.30   	-462.87		
-105.29   	-229.49   	 94.73   	-208.54		 19.45   	-340.79		
-107.42   	-219.42   	 93.90   	-183.11		 18.09   	-289.93		
-112.92   	-206.60   	 93.16   	-162.77		 16.93   	-310.27		
-120.24   	-188.29   	 92.51   	-157.68		 15.69   	-335.71		
-126.95   	-170.90   	 91.88   	-167.85		 14.34   	-350.97		
-130.92   	-165.41   	 91.21   	-183.11		 12.94   	-335.71		
-129.70   	-177.92   	 90.48   	-188.20		 11.60   	-284.84		
-123.90   	-202.94   	 89.72   	-198.37		 10.46   	-203.46		
-115.97   	-227.05   	 88.93   	-193.29		  9.64   	-122.07		
-109.86   	-239.26   	 88.16   	-198.37		  9.16   	 -45.78		
-111.69   	-241.09   	 87.36   	-183.11		  8.97   	 -15.26		
-125.12   	-245.97   	 86.63   	-157.68		  8.91   	 -40.69		
-193.18   	-294.80   	 86.00   	-127.16		  8.75   	 -45.78		
-240.48   	-332.03   	 85.49   	-106.82		  8.57   	 -35.61		
-283.81   	-371.70   	 85.07   	 -81.38		  8.42   	 -30.52		
-310.67   	-412.29   	 84.74   	 -71.21		  8.30   	 -30.52		
-314.03   	-449.52   	 84.46   	 -66.12		  8.18   	 -20.35		
-298.46   	-471.50   	 84.19   	 -61.04		  8.10   	  -5.09		
-279.24   	-465.70   	 83.95   	 -55.95		  8.08(D)	  25.43		
-271.91   	-432.13   	 83.72   	 -55.95		  8.18   	  40.69		
-281.68   	-388.18   	 83.50   	 -66.12		  8.34   	  50.86		
-299.38   	-358.89   	 83.23   	 -71.21		  8.55   	  50.86		
-310.67   	-359.19   	 82.95   	 -81.38		  8.75   	  30.52		
-310.06   	-384.83   	 82.62   	 -86.47		  8.87   	  10.17		
-304.87   	-417.48   	 82.28   	 -86.47		  8.91   	 -10.17		
-305.48   	-440.37   	 81.93   	 -86.47		  8.87   	 -30.52		
-313.42   	-448.61   	 81.59   	 -81.38		  8.75   	 -15.26		
-316.47   	-446.78   	 81.26   	 -76.30		  8.69   	   5.09		
-297.55   	-444.03   	 80.96   	 -76.30		  8.71(E)	  30.52		
-251.77   	-436.10   	 80.65   	 -71.21		  8.83   	  66.12		
-196.53   	-396.42   	 80.37   	 -71.21		  9.09   	  91.56		
-175.17   	-284.42   	 80.08   	 -71.21		  9.46   	  96.64		
-238.34   	-57.98   	 79.80   	 -66.12		  9.85   	  96.64		
-416.87   	291.14   	 79.53   	 -66.12		 10.23   	  76.30		
-690.31   	688.78   	 79.27   	 -71.21		 10.54   	  50.86		
-980.53   	979.31(R)	 78.98   	 -81.38		 10.74   	  20.35		
-1227.42   	655.21   	 78.66   	 -76.30		 10.82   	  15.26		
-1107.48   	 73.24   	 78.35   	 -76.30		 10.89   	  30.52		
-891.42   	-505.68   	 78.05   	 -76.30		 11.01   	  55.95		
-666.20   	-843.51   	 77.74   	 -76.30		 11.23   	  81.38		
-492.25   	-864.56   	 77.44   	 -71.21		 11.56   	 116.99		
-383.30   	-685.42   	 77.15   	 -71.21		 12.02   	 167.85		
-321.04   	-503.85   	 76.87   	 -76.30		 12.70   	 233.98		
-285.34   	-444.64   	 76.56   	 -81.38		 13.63   	 315.36		
-269.17   	-498.96   	 76.24   	 -81.38		 14.89   	 417.09		
-268.86   	-578.31   	 75.91   	 -91.56		 16.56   	 574.77		
-277.71   	-613.40   	 75.54   	-101.73		 18.86   	 717.19		
-287.48   	-599.06   	 75.14   	 -81.38		 21.73   	 783.31		
-292.97   	-573.43   	 74.81   	 -81.38		 24.86   	 991.86		
-293.58   	-568.24   	 74.49   	 -91.56		 28.83   	1398.77		
-291.14   	-584.72   	 74.12   	 -96.64		 34.43   	1790.43		
-286.87   	-603.33   	 73.73   	 -86.47		 41.59   	1912.51		
-281.98   	-609.13   	 73.39   	 -81.38		 49.24   	1719.22		
-278.02   	-600.59   	 73.06   	 -81.38		 56.11   	1419.12		
-277.71   	-583.50   	 72.74   	 -96.64		 61.79   	1108.85		
-281.98   	-561.52   	 72.35   	-106.82		 66.23   	 844.35		
-289.00   	-535.89   	 71.92   	-111.90		 69.60   	 717.19		
-296.63   	-502.32   	 71.47   	-116.99		 72.47   	 691.76		
-305.18   	-462.34   	 71.01   	-116.99		 75.24   	 732.45		
-316.16   	-424.19   	 70.54   	-111.90		 78.17   	 808.75		
-327.15   	-397.03   	 70.09   	-116.99		 81.40   	 890.13		
-336.91   	-375.98   	 69.62   	-111.90		 84.96   	 762.97		
-335.69   	-365.30   	 69.18   	-101.73		 88.02   	 615.46		
-336.61   	-348.21   	 68.77   	 -86.47		 90.48   	 483.21		
-344.24   	-331.12   	 68.42   	 -40.69		 92.41   	 401.83		
-355.22   	-322.57   	 68.26(D)	   5.09		 94.02   	 350.97		
-360.41   	-325.93   	 68.28   	  86.47		 95.42   	 345.88		
-352.48   	-337.22   	 68.63   	 203.46		 96.81   	 350.97		
-331.73   	-349.43   	 69.44   	 376.40		 98.21   	 356.05		
-309.14   	-357.67   	 70.95   	 579.86		 99.63   	 345.88		
-299.07   	-362.24   	 73.27   	 762.97		101.02   	 325.53		
-306.40   	-366.82   	 76.32   	 874.87		102.32   	 295.01		
-323.18   	-371.40   	 79.82   	 915.56		103.50   	 264.50		
-333.25   	-372.01   	 83.48   	 869.78		104.56   	 233.98		
-327.45   	-365.60   	 86.96   	 793.49		105.49   	 208.54		
-308.84   	-352.17   	 90.13   	 696.84		106.33   	 183.11		
-291.75   	-336.00   	 92.92   	 605.29		107.06   	 172.94		
-288.70   	-325.32   	 95.34   	 534.08		107.75   	 162.77		
-302.12   	-325.32   	 97.48   	 493.39		108.40   	 162.77		
-323.79   	-336.00   	 99.45   	 493.39		109.05   	 152.59		
-341.19   	-352.48   	101.42   	 518.82		109.66   	 137.33		
-349.12   	-370.79   	103.50   	 559.51		110.21   	 122.07		
-349.43   	-388.18   	105.74   	 590.03		110.70   	  91.56		
-350.04   	-404.36   	108.10   	 595.11		111.07   	  61.04		
-355.22   	-421.45   	110.48   	 564.60		111.31   	  10.17		
-365.30   	-439.76   	112.74   	 508.65		111.35(S)	 -25.43		
-382.08   	-466.92   	114.77   	 412.00		111.25   	 -30.52		
-381.77   	-473.33   	116.42   	 325.53		111.13   	 -35.61		
-378.11   	-476.99   	117.72   	 244.15		110.99   	 -45.78		
-374.15   	-483.09   	118.70   	 172.94		110.80   	 -45.78		
-373.23   	-495.61   	119.39   	 116.99		110.62   	 -45.78		
-379.33   	-511.47   	119.86   	  71.21		110.44   	 -45.78		
-394.59   	-524.90   	120.14   	  45.78		110.25   	 -61.04		
-418.40   	-531.31   	120.33   	  15.26		110.01   	 -55.95		
-444.64   	-528.56   	120.39(S)	 -10.17		109.79   	 -66.12		
-465.39   	-517.88   	120.35   	 -35.61		109.52   	 -91.56		
-474.24   	-503.54   	120.20   	 -50.86		109.16   	-137.33		
-471.80   	-490.42   	120.00   	 -76.30		108.61   	-193.29		
-464.17   	-480.65   	119.69   	 -96.64		107.83   	-249.24		
-459.90   	-475.16   	119.31   	-122.07		106.84   	-300.10		
-464.48   	-473.02   	118.82   	-142.42		105.64   	-356.05		
-476.99   	-471.19   	118.25   	-162.77		104.21   	-432.35		
-492.55   	-467.83   	117.60   	-188.20		102.48   	-559.51		
-504.15   	-465.39   	116.85   	-198.37		100.24   	-732.45		
-505.37   	-466.00   	116.05   	-208.54		 97.31   	-940.99		
-497.13   	-468.44   	115.22   	-218.72		 93.55   	-1180.06		
-482.79   	-470.28   	114.34   	-228.89		 88.83   	-1424.21		
-468.44   	-467.53   	113.43   	-249.24		 83.13   	-1612.40		
-458.37   	-460.21   	112.43   	-269.58		 76.68   	-1617.49		
-451.66   	-448.91   	111.35   	-284.84		 70.21   	-1464.90		
-446.47   	-436.40   	110.21   	-356.05		 64.35   	-1307.22		
-431.82   	-411.07   	108.79   	-361.14		 59.12   	-1195.32		
-422.36   	-402.53   	107.34   	-366.22		 54.34   	-1154.62		
-412.29   	-404.97   	105.88   	-386.57		 49.73   	-1149.54		
-402.22   	-421.75   	104.33   	-396.74		 45.13   	-1103.76		
-393.68   	-448.00   	102.75   	-417.09		 40.71   	-1027.46		
-386.96   	-474.24   	101.08   	-417.09		 36.60   	-940.99		
-382.69   	-492.25   	 99.41   	-422.18		 32.84   	-869.78		
-378.42   	-496.83   	 97.72   	-412.00		 29.36   	-849.44		
-372.31   	-490.42   	 96.07   	-386.57		 25.96   	-788.40		
-363.46   	-480.96   	 94.53   	-335.71		 22.81   	-696.84		
-354.00   	-476.68   	 93.18   	-279.75		 20.02   	-620.55		
-346.07   	-482.79   	 92.06   	-233.98		 17.54   	-528.99		
-341.19   	-497.13   	 91.13   	-193.29		 15.42   	-437.43		
-337.52   	-507.81   	 90.36   	-167.85		 13.67   	-371.31		
-332.64   	-498.96   	 89.68   	-162.77		 12.19   	-310.27		
-327.15   	-464.48   	 89.03   	-162.77		 10.95   	-279.75		
-322.57   	-415.65   	 88.38   	-167.85		  9.83   	-249.24		
-319.21   	-372.62   	 87.71   	-188.20		  8.83   	-223.80		
-319.52   	-354.61   	 86.96   	-198.37		  7.93   	-183.11		
-324.71   	-364.99   	 86.16   	-203.46		  7.20   	-142.42		
-333.86   	-390.32   	 85.35   	-198.37		  6.63   	 -96.64		
-344.54   	-412.90   	 84.56   	-188.20		  6.25   	 -61.04		
-351.87   	-421.45   	 83.80   	-162.77		  6.00   	 -45.78		
-352.78   	-416.26   	 83.15   	-137.33		  5.82   	 -50.86		
-351.87   	-410.77   	 82.60   	-106.82		  5.62   	 -15.26		
-376.59   	-442.50   	 82.18   	 -76.30		  5.55   	  15.26		
-402.22   	-482.18   	 81.87   	 -55.95		  5.62   	  20.35		
-426.33   	-525.82   	 81.65   	 -55.95		  5.70   	  20.35		
-441.89   	-565.19   	 81.42   	 -55.95		  5.78   	  10.17		
-449.83   	-598.75   	 81.20   	 -66.12		  5.82   	  -5.09		
-454.10   	-627.14   	 80.94   	 -71.21		  5.80   	   0.00		
-456.54   	-647.58   	 80.65   	 -81.38		  5.80   	   5.09		
-454.10   	-653.38   	 80.33   	 -91.56		  5.82   	  10.17		
-445.86   	-641.17   	 79.96   	 -96.64		  5.86   	  -5.09		
-437.01   	-615.84   	 79.57   	 -91.56		  5.84   	 -15.26		
-431.82   	-589.60   	 79.21   	 -86.47		  5.78   	 -30.52		
-432.13   	-572.51   	 78.86   	 -81.38		  5.66   	 -25.43		
-433.96   	-567.02   	 78.53   	 -71.21		  5.55   	 -10.17		
-432.43   	-566.41   	 78.25   	 -66.12		  5.51(D)	  25.43		
-425.11   	-562.13   	 77.99   	 -61.04		  5.62   	  50.86		
-412.90   	-552.06   	 77.74   	 -61.04		  5.82   	  71.21		
-392.15   	-538.02   	 77.50   	 -66.12		  6.10   	  61.04		
-358.28   	-513.00   	 77.23   	 -71.21		  6.35   	  55.95		
-319.21   	-449.83   	 76.95   	 -66.12		  6.57   	  45.78		
-305.79   	-305.18   	 76.68   	 -71.21		  6.75   	  40.69		
-366.21   	-35.10   	 76.40   	 -81.38		  6.92   	  50.86		
-538.02   	361.63   	 76.07   	 -81.38		  7.12   	  71.21		
-807.80   	790.71   	 75.75   	 -91.56		  7.41   	  71.21		
-1307.98   	1037.29(R)	 75.38   	 -91.56		  7.69(E)	  35.61		
-1348.88   	633.85   	 75.01   	 -81.38		  7.83   	  15.26		
-1215.52   	 10.99   	 74.69   	 -81.38		  7.89   	  20.35		
-972.90   	-554.81   	 74.36   	 -81.38		  7.98   	  40.69		
-715.03   	-834.35   	 74.04   	 -76.30		  8.14   	  86.47		
-512.39   	-792.85   	 73.73   	 -71.21		  8.48   	 132.25		
-387.88   	-585.94   	 73.45   	 -76.30		  9.01   	 188.20		
-325.93   	-420.53   	 73.14   	 -81.38		  9.77   	 239.06		
-304.26   	-402.53   	 72.82   	 -86.47		 10.72   	 300.10		
-306.40   	-492.86   	 72.47   	 -96.64		 11.92   	 381.48		
-318.30   	-583.50   	 72.09   	-101.73		 13.45   	 549.34		
-327.15   	-603.03   	 71.68   	 -96.64		 15.65   	 737.54		
-322.27   	-559.08   	 71.29   	 -91.56		 18.60   	 768.05		
-302.73   	-503.85   	 70.93   	 -86.47		 21.67   	 910.47		
-280.15   	-478.52   	 70.58   	 -91.56		 25.31   	1332.65		
-268.25   	-487.67   	 70.21   	-101.73		 30.64   	1673.44		
-270.08   	-508.73   	 69.81   	-101.73		 37.33   	1770.08		
-278.63   	-517.88   	 69.40   	 -96.64		 44.41   	1663.27		
-285.03   	-508.42   	 69.01   	-101.73		 51.07   	1419.12		
-286.56   	-488.89   	 68.61   	-106.82		 56.74   	1154.62		
-285.34   	-469.67   	 68.18   	-111.90		 61.36   	 915.56		
-283.81   	-453.49   	 67.73   	-106.82		 65.03   	 757.88		
-280.15   	-436.10   	 67.30   	-106.82		 68.06   	 681.58		
-271.00   	-411.99   	 66.88   	-111.90		 70.78   	 676.50		
-256.96   	-383.30   	 66.43   	-127.16		 73.49   	 829.09		
-242.31   	-362.55   	 65.92   	-111.90		 76.81   	 803.66		
-247.50   	-375.06   	 65.47   	-106.82		 80.02   	 732.45		
-254.52   	-388.79   	 65.05   	-101.73		 82.95   	 625.63		
-256.65   	-390.01   	 64.64   	 -86.47		 85.45   	 534.08		
-250.24   	-375.06   	 64.29   	 -61.04		 87.59   	 462.87		
-239.56   	-348.82   	 64.05   	 -15.26		 89.44   	 422.18		
-231.32   	-318.60   	 63.99(D)	  66.12		 91.13   	 391.66		
-228.58   	-290.22   	 64.25   	 183.11		 92.70   	 366.22		
-229.80   	-266.11   	 64.98   	 340.79		 94.16   	 340.79		
-230.71   	-246.89   	 66.35   	 539.16		 95.52   	 315.36		
-226.14   	-226.75   	 68.50   	 727.36		 96.78   	 295.01		
-217.59   	-199.28   	 71.41   	 864.70		 97.97   	 279.75		
-210.57   	-162.05   	 74.87   	 910.47		 99.08   	 259.41		
-209.05   	-120.54   	 78.51   	 874.87		100.12   	 239.06		
-213.32   	-84.53   	 82.01   	 793.49		101.08   	 213.63		
-219.42   	-63.17   	 85.19   	 686.67		101.93   	 198.37		
-221.86   	-57.68   	 87.93   	 584.94		102.73   	 183.11		
-218.51   	-61.95   	 90.27   	 508.65		103.46   	 162.77		
-212.71   	-68.97   	 92.31   	 467.95		104.11   	 147.51		
-209.35   	-76.90   	 94.18   	 452.69		104.70   	 122.07		
-212.40   	-82.40   	 95.99   	 478.13		105.19   	 106.82		
-218.51   	-82.40   	 97.90   	 518.82		105.62   	  91.56		
-221.56   	-77.82   	 99.98   	 564.60		105.98   	  71.21		
-217.59   	-72.33   	102.24   	 584.94		106.27   	  61.04		
-206.30   	-69.58   	104.58   	 620.55		106.51   	  25.43		
-178.83   	-85.75   	107.06   	 554.42		106.61   	   5.09		
-173.65   	-101.93   	109.28   	 478.13		106.63(S)	  -5.09		
-173.65   	-122.68   	111.19   	 376.40		106.61   	 -20.35		
-175.48   	-147.71   	112.70   	 284.84		106.53   	 -35.61		
-175.78   	-172.73   	113.83   	 198.37		106.39   	 -55.95		
-172.12   	-192.26   	114.63   	 127.16		106.16   	 -66.12		
-167.24   	-201.42   	115.14   	  71.21		105.90   	 -81.38		
-162.96   	-199.89   	115.42   	  35.61		105.57   	 -91.56		
-161.13   	-192.26   	115.56   	   5.09		105.21   	-101.73		
-161.44   	-187.38   	115.58(S)	 -20.35		104.80   	-106.82		
-162.35   	-193.79   	115.50   	 -25.43		104.37   	-116.99		
-163.27   	-212.40   	115.40   	 -40.69		103.91   	-142.42		
-162.35   	-237.43   	115.24   	 -61.04		103.34   	-167.85		
-160.22   	-259.40   	114.99   	 -76.30		102.66   	-188.20		
-155.94   	-270.39   	114.69   	-101.73		101.91   	-223.80		
-151.37   	-269.17   	114.28   	-116.99		101.02   	-279.75		
-148.62   	-261.84   	113.81   	-137.33		 99.90   	-371.31		
-147.09   	-253.91   	113.27   	-152.59		 98.41   	-493.39		
-145.87   	-248.11   	112.65   	-172.94		 96.44   	-651.07		
-146.79   	-246.89   	111.96   	-188.20		 93.83   	-864.70		
-151.06   	-250.55   	111.21   	-208.54		 90.38   	-1129.19		
-157.17   	-256.35   	110.38   	-218.72		 85.86   	-1434.38		
-162.66   	-259.09   	109.50   	-228.89		 80.12   	-1556.45		
-163.88   	-253.30   	108.59   	-249.24		 73.90   	-1531.02		
-159.00   	-235.29   	107.59   	-310.27		 67.77   	-1485.24		
-137.63   	-176.09   	106.35   	-320.45		 61.83   	-1297.04		
-126.04   	-153.81   	105.07   	-330.62		 56.64   	-1190.23		
-114.75   	-143.74   	103.74   	-335.71		 51.88   	-1124.11		
-104.37   	-143.74   	102.40   	-350.97		 47.39   	-1103.76		
-96.74   	-145.26   	101.00   	-366.22		 42.97   	-1073.24		
-93.38   	-139.16   	 99.53   	-391.66		 38.68   	-1063.07		
-93.08   	-120.85   	 97.97   	-396.74		 34.43   	-1093.59		
-93.69   	-93.99   	 96.38   	-412.00		 30.05   	-1083.41		
-91.55   	-67.44   	 94.73   	-401.83		 25.72   	-981.68		
-84.23   	-49.13   	 93.12   	-381.48		 21.79   	-798.57		
-72.63   	-39.67   	 91.60   	-335.71		 18.60   	-635.81		
-59.81   	-36.32   	 90.25   	-279.75		 16.05   	-483.21		
-49.13   	-34.18   	 89.13   	-223.80		 14.12   	-376.40		
-42.72   	-28.99   	 88.24   	-183.11		 12.61   	-325.53		
-40.28   	-20.14   	 87.51   	-162.77		 11.31   	-315.36		
-38.15   	 -4.58   	 86.86   	-157.68		 10.05   	-335.71		
-31.43   	 21.36   	 86.23   	-157.68		  8.71   	-345.88		
-19.84   	 54.63   	 85.59   	-172.94		  7.32   	-335.71		
 -6.41   	 84.53   	 84.90   	-183.11		  5.98   	-284.84		
