SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		
-18.31   	-97.96   	  0.16   	  10.17		 41.28   	 -40.69		
-20.45   	-103.76   	  0.20   	  25.43		 41.12   	 -35.61		
-21.36   	-110.47   	  0.31   	 122.07		 40.98   	 -40.69		
-20.14   	-113.83   	  0.79   	  91.56		 40.81   	 -40.69		
-14.65   	-111.69   	  1.16   	   5.09		 40.65   	 -40.69		
  3.66   	-103.15   	  1.18   	 -25.43		 40.49   	 -35.61		
 52.19   	-85.75   	  1.08   	  20.35		 40.35   	 -40.69		
151.98   	-50.96   	  1.16   	  35.61		 40.18   	 -40.69		
315.25   	 21.67   	  1.30   	  -5.09		 40.02   	 -40.69		
505.98   	151.06   	  1.28   	  -5.09		 39.86   	 -40.69		
615.84   	311.28   	  1.26   	  40.69		 39.69   	 -40.69		
501.40   	407.10   	  1.42   	  71.21		 39.53   	 -40.69		
 67.44   	318.91   	  1.71   	  86.47		 39.37   	 -45.78		
-640.26   	 -0.61   	  2.05   	  61.04		 39.19   	 -45.78		
-1405.64   	-463.26   	  2.30   	  40.69		 39.00   	 -40.69		
-1944.58   	-890.81   	  2.46   	  35.61		 38.84   	 -45.78		
-2062.99   	-1128.85   	  2.60   	 -10.17		 38.66   	 -40.69		
-1762.09   	-1135.25(R)	  2.56   	 -25.43		 38.49   	 -40.69		
-1213.68   	-982.06   	  2.46(E)	  35.61		 38.33   	 -40.69		
-644.23   	-758.97   	  2.60   	  -5.09		 38.17   	 -40.69		
-217.29   	-511.47   	  2.58   	 -30.52		 38.01   	 -40.69		
 17.70   	-266.42   	  2.46   	   5.09		 37.84   	 -35.61		
 93.99   	-72.63   	  2.48   	  25.43		 37.70   	 -40.69		
 77.82   	 18.92   	  2.58   	  45.78		 37.54   	 -35.61		
 34.79   	  4.88   	  2.77   	  86.47		 37.40   	 -40.69		
 10.38   	-59.20   	  3.11   	 167.85		 37.23   	 -40.69		
 18.62   	-101.01   	  3.78   	 178.03		 37.07   	 -35.61		
 46.08   	-88.20   	  4.50   	 188.20		 36.93   	 -40.69		
 68.97   	-45.78   	  5.25   	 467.95		 36.76   	 -35.61		
 72.94   	-15.87   	  7.12   	 595.11		 36.62   	 -35.61		
 61.95   	-14.95   	  9.50   	 452.69		 36.48   	 -40.69		
 50.35   	-27.77   	 11.31   	 513.73		 36.32   	 -40.69		
 47.91   	-33.87   	 13.37   	 452.69		 36.15   	 -35.61		
 53.71   	-27.77   	 15.18   	 -30.52		 36.01   	 -40.69		
 62.87   	-15.26   	 15.06   	-162.77		 35.85   	 -40.69		
 70.50   	 -1.53   	 14.40   	 300.10		 35.69   	 -40.69		
 76.29   	 10.38   	 15.61   	 503.56		 35.52   	 -40.69		
 80.57   	 18.31   	 17.62   	 350.97		 35.36   	 -40.69		
 82.70   	 22.28   	 19.02   	 447.61		 35.20   	 -40.69		
 83.31   	 24.72   	 20.81   	 579.86		 35.04   	 -35.61		
 82.40   	 27.47   	 23.13   	 391.66		 34.89   	 -25.43		
 80.87   	 30.52   	 24.70   	 310.27		 34.79   	 -15.26		
 78.74   	 33.87   	 25.94   	 437.43		 34.73   	  10.17		
 78.43   	 38.15   	 27.69   	 371.31		 34.77   	  40.69		
 81.18   	 45.47   	 29.18   	 208.54		 34.93   	  96.64		
 86.67   	 55.54   	 30.01   	 193.29		 35.32   	 152.59		
 93.99   	 66.53   	 30.78   	 239.06		 35.93   	 228.89		
100.40   	 75.99   	 31.74   	 188.20		 36.85   	 289.93		
104.98   	 82.40   	 32.49   	  45.78		 38.01   	 340.79		
107.73   	 86.67   	 32.68   	  66.12		 39.37   	 381.48		
109.56   	 90.64   	 32.94   	 162.77		 40.90   	 401.83		
111.08   	 95.21   	 33.59   	  76.30		 42.50   	 396.74		
112.92   	100.71   	 33.90   	  10.17		 44.09   	 386.57		
115.97   	106.20   	 33.94   	 137.33		 45.64   	 366.22		
120.54   	111.69   	 34.49   	 137.33		 47.10   	 345.88		
126.95   	116.58   	 35.04   	  45.78		 48.48   	 320.45		
133.97   	120.85   	 35.22   	 111.90		 49.77   	 305.19		
140.99   	124.82   	 35.67   	 178.03		 50.99   	 295.01		
146.79   	128.78   	 36.38   	 101.73		 52.17   	 295.01		
151.37   	133.97   	 36.79   	  76.30		 53.35   	 305.19		
154.72   	139.47   	 37.09   	 172.94		 54.57   	 310.27		
157.78   	144.65   	 37.78   	 137.33		 55.81   	 320.45		
160.22   	149.23   	 38.33   	  40.69		 57.09   	 320.45		
162.05   	153.20   	 38.49   	 122.07		 58.37   	 320.45		
164.49   	157.78   	 38.98   	 142.42		 59.65   	 310.27		
167.54   	163.27   	 39.55   	  10.17		 60.89   	 295.01		
170.59   	169.68   	 39.59   	  40.69		 62.08   	 269.58		
173.34   	176.09   	 39.76   	 111.90		 63.15   	 244.15		
175.17   	182.50   	 40.20   	  15.26		 64.13   	 203.46		
176.39   	190.73   	 40.26   	 -15.26		 64.94   	 162.77		
177.92   	201.72   	 40.20   	  45.78		 65.59   	 122.07		
180.05   	214.54   	 40.39   	   0.00		 66.08   	  86.47		
182.50   	227.66   	 40.39   	 -15.26		 66.43   	  45.78		
183.41   	237.73   	 40.33   	  35.61		 66.61   	  20.35		
180.66   	242.31   	 40.47(S)	 -55.95		 66.69(S)	 -10.17		
173.34   	239.26   	 40.24   	 -45.78		 66.65   	 -30.52		
162.66   	227.66   	 40.06   	  61.04		 66.53   	 -50.86		
149.23   	207.82   	 40.31   	 -76.30		 66.33   	 -66.12		
134.58   	181.58   	 40.00   	 -76.30		 66.06   	 -76.30		
119.02   	151.06   	 39.69   	  15.26		 65.76   	 -86.47		
103.45   	119.32   	 39.76   	 -86.47		 65.41   	 -96.64		
 88.50   	 88.50   	 39.41   	 -86.47		 65.03   	-101.73		
 75.68   	 60.73   	 39.06   	 -20.35		 64.62   	-106.82		
 65.61   	 38.45   	 38.98   	 -66.12		 64.19   	-116.99		
 58.29   	 21.97   	 38.72   	 -91.56		 63.72   	-116.99		
 53.71   	 11.29   	 38.35   	 -86.47		 63.26   	-122.07		
 50.66   	  4.58   	 38.01   	 -55.95		 62.77   	-122.07		
 48.22   	 -0.92   	 37.78   	-101.73		 62.28   	-127.16		
 45.17   	 -5.80   	 37.38   	-178.03		 61.77   	-127.16		
 41.50   	-10.38   	 36.66   	-106.82		 61.26   	-127.16		
 36.93   	-14.34   	 36.24   	-111.90		 60.75   	-132.25		
 32.35   	-17.70   	 35.79   	-228.89		 60.22   	-127.16		
 28.38   	-20.45   	 34.87   	-259.41		 59.71   	-122.07		
 25.02   	-23.19   	 33.84   	-223.80		 59.23   	-122.07		
 22.58   	-25.02   	 32.94   	-284.84		 58.74   	-116.99		
 21.67   	-25.33   	 31.80   	-396.74		 58.27   	-122.07		
 21.97   	-23.80   	 30.21   	-381.48		 57.78   	-111.90		
 23.50   	-21.36   	 28.69   	-325.53		 57.33   	-122.07		
 25.94   	-18.31   	 27.39   	-406.92		 56.85   	-122.07		
 28.99   	-14.95   	 25.76   	-452.69		 56.36   	-122.07		
 31.43   	-10.99   	 23.95   	-422.18		 55.87   	-137.33		
 32.65   	 -7.02   	 22.26   	-503.56		 55.32   	-147.51		
 32.04   	 -5.19   	 20.24   	-579.86		 54.73   	-157.68		
 29.91   	 -5.49   	 17.92   	-498.47		 54.10   	-167.85		
 27.16   	 -7.32   	 15.93   	-488.30		 53.43   	-167.85		
 25.33   	 -8.54   	 13.98   	-498.47		 52.76   	-162.77		
 25.94   	 -6.71   	 11.98   	-422.18		 52.11   	-157.68		
 29.91   	  0.00   	 10.29   	-391.66		 51.47   	-147.51		
 38.15   	 12.21   	  8.73   	-345.88		 50.88   	-127.16		
 51.27   	 29.91   	  7.34   	-269.58		 50.38   	-106.82		
 68.97   	 52.80   	  6.27   	-254.32		 49.95   	 -96.64		
 90.33   	 78.43   	  5.25   	-239.06		 49.56   	 -86.47		
113.22   	103.76   	  4.29   	-122.07		 49.22   	 -81.38		
135.80   	128.17   	  3.80   	 -91.56		 48.89   	 -76.30		
155.94   	153.20   	  3.44   	-198.37		 48.59   	 -86.47		
172.12   	180.36   	  2.64   	-116.99		 48.24   	 -86.47		
182.19   	207.52   	  2.18   	  25.43		 47.89   	 -91.56		
184.02   	228.27   	  2.28   	-122.07		 47.53   	-101.73		
174.26   	236.82   	  1.79   	-147.51		 47.12   	-101.73		
150.45   	233.46   	  1.20   	 -10.17		 46.71   	-101.73		
116.88   	227.36   	  1.16   	-116.99		 46.31   	 -96.64		
 86.67   	233.15   	  0.69   	-106.82		 45.92   	 -96.64		
 86.98   	258.79   	  0.26   	  10.17		 45.53   	 -86.47		
162.35   	300.29   	  0.31   	 -15.26		 45.19   	 -81.38		
355.53   	345.46   	  0.24   	  -5.09		 44.86   	 -76.30		
672.00   	378.11   	  0.22(D)	  45.78		 44.56   	 -66.12		
1053.77   	387.27   	  0.41   	  71.21		 44.29   	 -61.04		
1386.72   	372.62   	  0.69   	  25.43		 44.05   	 -61.04		
1551.21   	341.19   	  0.79   	  20.35		 43.80   	 -55.95		
1497.19   	308.23   	  0.87   	  35.61		 43.58   	 -50.86		
1275.63   	291.14   	  1.02   	  -5.09		 43.38   	 -55.95		
1003.11   	298.46   	  1.00   	  25.43		 43.15   	 -50.86		
787.05   	319.82   	  1.10   	 101.73		 42.95   	 -50.86		
665.28   	326.23   	  1.51   	  55.95		 42.75   	 -55.95		
608.83   	288.39   	  1.73   	 -10.17		 42.52   	 -50.86		
574.65   	201.72   	  1.69   	  45.78		 42.32   	 -50.86		
549.01   	 89.42   	  1.87   	 132.25		 42.12   	 -50.86		
548.71   	-10.07   	  2.40   	 116.99		 41.91   	 -50.86		
583.50   	-66.22   	  2.87   	  91.56		 41.71   	 -45.78		
622.56   	-74.77   	  3.23   	 162.77		 41.53   	 -50.86		
598.45   	-50.66   	  3.89   	 244.15		 41.32   	 -45.78		
456.85   	-19.53   	  4.86   	 274.67		 41.14   	 -50.86		
207.82   	 -7.02   	  5.96   	 279.75		 40.94   	 -45.78		
-70.80   	-27.16   	  7.08   	 340.79		 40.75   	 -45.78		
-277.71   	-77.21   	  8.44   	 315.36		 40.57   	 -45.78		
-356.14   	-135.50   	  9.70   	 279.75		 40.39   	 -45.78		
-325.62   	-173.03   	 10.82   	 340.79		 40.20   	 -40.69		
-257.26   	-175.48   	 12.19   	 208.54		 40.04   	 -40.69		
-217.29   	-153.20   	 13.02   	 178.03		 39.88   	 -40.69		
-224.91   	-129.39   	 13.73   	 295.01		 39.72   	 -40.69		
-257.26   	-120.54   	 14.91   	 183.11		 39.55   	 -40.69		
-281.68   	-125.43   	 15.65   	 233.98		 39.39   	 -35.61		
-284.42   	-132.14   	 16.58   	 513.73		 39.25   	 -40.69		
-273.74   	-130.62   	 18.64   	 630.72		 39.08   	 -40.69		
-265.50   	-121.77   	 21.16   	 523.90		 38.92   	 -45.78		
-267.94   	-112.00   	 23.26   	 381.48		 38.74   	 -40.69		
-278.63   	-106.51   	 24.78   	 432.35		 38.58   	 -50.86		
-291.75   	-105.29   	 26.51   	 467.95		 38.37   	 -45.78		
-302.73   	-105.90   	 28.38   	 289.93		 38.19   	 -50.86		
-310.36   	-106.20   	 29.54   	 208.54		 37.99   	 -45.78		
-315.55   	-104.06   	 30.38   	 203.46		 37.80   	 -50.86		
-320.13   	-98.57   	 31.19   	  76.30		 37.60   	 -45.78		
-325.93   	-89.11   	 31.50   	  40.69		 37.42   	 -45.78		
-333.56   	-78.13   	 31.66   	  15.26		 37.23   	 -45.78		
-343.93   	-68.05   	 31.72   	 -35.61		 37.05   	 -35.61		
-357.97   	-61.95   	 31.58   	   0.00		 36.91   	 -30.52		
-374.76   	-59.51   	 31.58   	 -30.52		 36.79   	 -30.52		
-393.68   	-58.59   	 31.45   	 -25.43		 36.66   	 -20.35		
-412.29   	-56.15   	 31.35   	  71.21		 36.58   	 -10.17		
-429.38   	-50.35   	 31.64   	  50.86		 36.54(D)	  20.35		
-444.34   	-41.81   	 31.84   	  20.35		 36.62   	  45.78		
-458.07   	-32.35   	 31.92   	 101.73		 36.81   	  96.64		
-471.50   	-23.50   	 32.33   	  96.64		 37.19   	 147.51		
-485.23   	-16.17   	 32.72   	  50.86		 37.78   	 198.37		
-499.88   	-10.38   	 32.92   	 122.07		 38.58   	 254.32		
-516.05   	 -6.10   	 33.41   	 172.94		 39.59   	 295.01		
-534.36   	 -3.36   	 34.10   	  61.04		 40.77   	 330.62		
-554.81   	 -2.75   	 34.34   	  35.61		 42.10   	 340.79		
-577.09   	 -4.58   	 34.49   	 152.59		 43.46   	 345.88		
-599.67   	 -9.16   	 35.10   	  61.04		 44.84   	 330.62		
-619.51   	-15.87   	 35.34(S)	 -66.12		 46.16   	 315.36		
-633.85   	-23.50   	 35.08   	   0.00		 47.43   	 295.01		
-640.56   	-30.82   	 35.08   	  35.61		 48.61   	 279.75		
-638.73   	-37.23   	 35.22   	 -50.86		 49.73   	 264.50		
-629.27   	-42.72   	 35.02   	 -96.64		 50.78   	 264.50		
-613.71   	-48.22   	 34.63   	 -50.86		 51.84   	 259.41		
-593.57   	-54.02   	 34.43   	 -10.17		 52.88   	 269.58		
-568.54   	-60.42   	 34.38   	 -71.21		 53.96   	 269.58		
-539.25   	-66.53   	 34.10   	-116.99		 55.04   	 274.67		
-505.98   	-71.41   	 33.63   	 -50.86		 56.13   	 274.67		
-469.67   	-73.55   	 33.43   	 -35.61		 57.23   	 274.67		
-430.60   	-71.41   	 33.29   	 -96.64		 58.33   	 254.32		
-389.40   	-64.39   	 32.90   	-127.16		 59.35   	 244.15		
-347.29   	-52.80   	 32.39   	 -96.64		 60.33   	 218.72		
-305.18   	-38.15   	 32.00   	-116.99		 61.20   	 193.29		
-264.59   	-20.75   	 31.54   	-193.29		 61.97   	 167.85		
-225.52   	 -1.83   	 30.76   	-213.63		 62.64   	 127.16		
-187.07   	 17.09   	 29.91   	-218.72		 63.15   	 101.73		
-148.62   	 32.96   	 29.03   	-330.62		 63.56   	  61.04		
-110.47   	 43.33   	 27.71   	-320.45		 63.80   	  35.61		
-73.55   	 47.30   	 26.43   	-310.27		 63.95   	  10.17		
-39.06   	 45.17   	 25.19   	-452.69		 63.99(S)	 -20.35		
 -8.24   	 39.67   	 23.38   	-447.61		 63.91   	 -40.69		
 16.78   	 32.35   	 21.59   	-345.88		 63.74   	 -61.04		
 35.71   	 24.11   	 20.20   	-457.78		 63.50   	 -76.30		
 47.61   	 16.17   	 18.37   	-600.20		 63.19   	 -91.56		
 53.41   	  9.46   	 15.97   	-539.16		 62.83   	-101.73		
 54.63   	  3.97   	 13.81   	-391.66		 62.42   	-116.99		
 52.80   	 -0.61   	 12.25   	-478.13		 61.95   	-122.07		
 50.05   	 -6.10   	 10.34   	-539.16		 61.46   	-137.33		
 47.30   	-12.21   	  8.18   	-284.84		 60.92   	-142.42		
 45.47   	-17.40   	  7.04   	-249.24		 60.35   	-147.51		
 44.86   	-20.45   	  6.04   	-391.66		 59.76   	-157.68		
 44.25   	-19.84   	  4.48   	-233.98		 59.12   	-167.85		
 43.64   	-16.48   	  3.54   	 -91.56		 58.45   	-172.94		
 42.72   	-12.82   	  3.17   	 -96.64		 57.76   	-188.20		
 41.50   	-10.07   	  2.79   	-106.82		 57.01   	-188.20		
 41.20   	 -9.16   	  2.36   	-106.82		 56.26   	-198.37		
 41.50   	 -9.77   	  1.93   	 -50.86		 55.46   	-208.54		
 42.42   	-10.38   	  1.73   	 -35.61		 54.63   	-203.46		
 43.33   	-10.38   	  1.59   	-101.73		 53.81   	-208.54		
 43.03   	-10.07   	  1.18   	 -61.04		 52.98   	-203.46		
 40.89   	-10.38   	  0.94   	  15.26		 52.17   	-188.20		
 37.84   	-11.90   	  1.00   	 -20.35		 51.41   	-172.94		
 34.48   	-14.65   	  0.92   	 -30.52		 50.72   	-152.59		
 32.35   	-17.40   	  0.79   	  15.26		 50.11   	-127.16		
 31.74   	-19.23   	  0.85   	  10.17		 49.60   	-116.99		
 32.04   	-19.53   	  0.90   	 -15.26		 49.14   	-101.73		
 32.35   	-18.92   	  0.83   	   5.09		 48.73   	 -96.64		
 32.65   	-18.31   	  0.85   	  10.17		 48.34   	 -91.56		
 32.96   	-18.92   	  0.90   	 -10.17		 47.98   	 -91.56		
 32.96   	-20.45   	  0.85   	 -25.43		 47.61   	 -91.56		
 32.96   	-22.89   	  0.75   	 -30.52		 47.24   	 -96.64		
 31.43   	-25.94   	  0.63   	  15.26		 46.86   	-106.82		
 28.38   	-28.99   	  0.69   	  15.26		 46.43   	-101.73		
 24.41   	-32.04   	  0.75   	 -86.47		 46.02   	-101.73		
 21.36   	-34.18   	  0.41   	 -35.61		 45.62   	 -96.64		
 20.45   	-34.79   	  0.26(D)	  91.56		 45.23   	 -96.64		
 23.19   	-33.57   	  0.63   	   0.00		 44.84   	 -86.47		
 28.69   	-28.69   	  0.63   	 -55.95		 44.50   	 -81.38		
 37.84   	-18.01   	  0.41   	  50.86		 44.17   	 -76.30		
 50.66   	  1.22   	  0.61   	  55.95		 43.87   	 -61.04		
 67.75   	 29.30   	  0.83   	  10.17		 43.62   	 -61.04		
 88.50   	 61.95   	  0.87   	  20.35		 43.38   	 -55.95		
111.08   	 93.69   	  0.96   	  50.86		 43.15   	 -55.95		
133.67   	121.46   	  1.16   	  35.61		 42.93   	 -50.86		
155.03   	145.87   	  1.30   	  15.26		 42.73   	 -45.78		
172.73   	169.37   	  1.36   	  40.69		 42.54   	 -50.86		
184.63   	191.65   	  1.53   	  -5.09		 42.34   	 -45.78		
189.21   	207.82   	  1.51   	 -15.26		 42.16   	 -50.86		
186.77   	211.79   	  1.44   	  71.21		 41.95   	 -45.78		
178.53   	199.89   	  1.73   	  30.52		 41.77   	 -50.86		
165.71   	171.81   	  1.85   	 -50.86		 41.57   	 -50.86		
146.48   	129.70   	  1.65   	   0.00		 41.36   	 -50.86		
119.02   	 77.51   	  1.65   	  55.95		 41.16   	 -45.78		
 83.62   	 21.67   	  1.87   	  -5.09		 40.98   	 -45.78		
 46.39   	-29.91   	  1.85   	 -40.69		 40.79   	 -45.78		
 14.95   	-67.75   	  1.69   	  35.61		 40.61   	 -45.78		
 -3.97   	-87.59   	  1.83   	  50.86		 40.43   	 -45.78		
-10.68   	-92.77   	  2.03   	 -10.17		 40.24   	 -40.69		
-10.68   	-91.55   	  1.99   	  -5.09		 40.08   	 -40.69		
-11.90   	-93.69   	  1.97   	  35.61		 39.92   	 -40.69		
-20.45   	-106.51   	  2.12   	  30.52		 39.76   	 -40.69		
-38.45   	-132.45   	  2.24   	  61.04		 39.59   	 -40.69		
-61.04   	-167.24   	  2.48   	  66.12		 39.43   	 -35.61		
-80.87   	-199.58   	  2.75   	   5.09		 39.29   	 -40.69		
-80.87   	-209.05   	  2.77   	  76.30		 39.12   	 -35.61		
-23.50   	-163.27   	  3.07   	  96.64		 38.98   	 -40.69		
147.09   	-29.91   	  3.46   	   0.00		 38.82   	 -40.69		
481.87   	207.21   	  3.46   	  50.86		 38.66   	 -40.69		
977.78   	540.47   	  3.66   	  35.61		 38.49   	 -45.78		
1816.41   	1217.35   	  3.80   	  15.26		 38.31   	 -45.78		
1678.47   	1297.30(R)	  3.87   	   0.00		 38.13   	 -45.78		
1048.28   	1053.47   	  3.87   	 -91.56		 37.94   	 -45.78		
157.17   	519.41   	  3.50(E)	   5.09		 37.76   	 -45.78		
-588.68   	-107.42   	  3.52   	 111.90		 37.58   	 -45.78		
-870.36   	-558.78   	  3.97   	  55.95		 37.40   	 -45.78		
-668.95   	-663.76   	  4.19   	  71.21		 37.21   	 -40.69		
-246.58   	-463.87   	  4.48   	 193.29		 37.05   	 -35.61		
 73.85   	-168.46   	  5.25   	 198.37		 36.91   	 -40.69		
135.80   	 11.29   	  6.04   	 162.77		 36.74   	 -30.52		
  6.71   	  6.41   	  6.69   	 228.89		 36.62   	 -35.61		
-140.08   	-102.84   	  7.61   	 279.75		 36.48   	 -25.43		
-188.29   	-192.26   	  8.73   	 218.72		 36.38   	 -30.52		
-142.21   	-199.89   	  9.60   	 335.71		 36.26   	 -25.43		
-75.99   	-150.76   	 10.95   	 508.65		 36.15   	 -30.52		
-46.08   	-102.54   	 12.98   	 493.39		 36.03   	 -30.52		
-57.68   	-87.89   	 14.95   	 488.30		 35.91   	 -35.61		
-82.70   	-99.49   	 16.91   	 320.45		 35.77   	 -30.52		
-96.13   	-113.53   	 18.19   	-106.82		 35.65   	 -35.61		
-92.77   	-115.36   	 17.76   	 -55.95		 35.50   	 -40.69		
-81.79   	-105.59   	 17.54   	 539.16		 35.34   	 -35.61		
-73.55   	-91.86   	 19.69   	 661.24		 35.20   	 -35.61		
-73.85   	-82.09   	 22.34   	 386.57		 35.06   	 -40.69		
-79.65   	-79.04   	 23.89   	 478.13		 34.89   	 -40.69		
-85.14   	-79.65   	 25.80   	 574.77		 34.73   	 -40.69		
-86.36   	-79.35   	 28.10   	 371.31		 34.57   	 -35.61		
-84.53   	-74.77   	 29.58   	 340.79		 34.43   	 -35.61		
-82.70   	-67.44   	 30.95   	 371.31		 34.28   	 -25.43		
-83.92   	-60.73   	 32.43   	 228.89		 34.18   	 -30.52		
-87.59   	-56.76   	 33.35   	 198.37		 34.06   	 -20.35		
-92.77   	-54.93   	 34.14   	 157.68		 33.98   	 -10.17		
-98.27   	-54.63   	 34.77   	  61.04		 33.94(D)	   0.00		
-103.76   	-54.63   	 35.02   	 157.68		 33.94   	  25.43		
-108.64   	-54.93   	 35.65   	 101.73		 34.04   	  66.12		
-112.92   	-54.32   	 36.05   	 -50.86		 34.30   	 111.90		
-116.88   	-52.80   	 35.85   	 152.59		 34.75   	 162.77		
-120.54   	-50.35   	 36.46   	 228.89		 35.40   	 228.89		
-124.21   	-47.30   	 37.38   	   5.09		 36.32   	 284.84		
-128.17   	-43.95   	 37.40   	 111.90		 37.46   	 330.62		
-133.06   	-39.98   	 37.84   	 300.10		 38.78   	 366.22		
-139.16   	-36.93   	 39.04   	 152.59		 40.24   	 376.40		
-145.87   	-35.10   	 39.65   	  91.56		 41.75   	 376.40		
-153.81   	-36.01   	 40.02   	 198.37		 43.26   	 366.22		
-162.35   	-39.06   	 40.81   	 183.11		 44.72   	 345.88		
