SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
232.85   	256.65   	 50.03   	 503.56		 37.23   	  15.26		
237.73   	268.25   	 52.04   	 498.47		 37.29   	 -20.35		
239.56   	276.18   	 54.04   	 483.21		 37.21   	  35.61		
239.26   	281.37   	 55.97   	 462.87		 37.35   	   5.09		
239.56   	286.25   	 57.82   	 427.26		 37.38   	 -55.95		
240.17   	291.75   	 59.53   	 707.02		 37.15   	  15.26		
236.21   	299.99   	 62.36   	 284.84		 37.21   	 -45.78		
231.32   	303.04   	 63.50   	 228.89		 37.03   	 -25.43		
226.44   	306.40   	 64.41   	 162.77		 36.93   	  10.17		
224.00   	312.81   	 65.07   	 111.90		 36.97   	 -20.35		
225.52   	322.57   	 65.51   	  81.38		 36.89   	 -10.17		
229.19   	334.78   	 65.84   	  71.21		 36.85   	   5.09		
232.85   	346.68   	 66.12   	  55.95		 36.87   	 -10.17		
235.90   	357.97   	 66.35   	  45.78		 36.83   	 -25.43		
239.87   	368.96   	 66.53   	  50.86		 36.72   	 -10.17		
245.97   	379.64   	 66.73   	  55.95		 36.68   	 -30.52		
254.52   	387.88   	 66.96   	  71.21		 36.56   	 -55.95		
262.45   	388.79   	 67.24   	  81.38		 36.34   	 -35.61		
264.28   	376.59   	 67.57   	  76.30		 36.20   	 -45.78		
255.74   	349.12   	 67.87   	  86.47		 36.01   	 -66.12		
236.82   	308.53   	 68.22   	  81.38		 35.75   	 -50.86		
209.35   	260.62   	 68.55   	  61.04		 35.54   	 -71.21		
175.48   	209.05   	 68.79   	  40.69		 35.26   	 -96.64		
137.02   	156.25   	 68.95   	  50.86		 34.87   	 -71.21		
 95.52   	103.45   	 69.16   	  35.61		 34.59   	 -81.38		
 52.80   	 50.96   	 69.30   	  15.26		 34.26   	-106.82		
 13.12   	  3.36   	 69.36   	   0.00		 33.84   	-101.73		
-18.92   	-36.93   	 69.36   	  -5.09		 33.43   	 -91.56		
-43.03   	-68.66   	 69.34   	 -25.43		 33.06   	-116.99		
-61.65   	-94.30   	 69.24   	 -45.78		 32.59   	-122.07		
-76.60   	-115.36   	 69.05   	 -55.95		 32.11   	 -81.38		
-87.28   	-130.92   	 68.83   	 -55.95		 31.78   	 -50.86		
-92.47   	-140.08   	 68.61   	 -61.04		 31.58   	 -86.47		
-92.47   	-143.43   	 68.36   	 -86.47		 31.23   	-127.16		
-90.64   	-144.04   	 68.02   	 -86.47		 30.72   	 -81.38		
-91.25   	-146.18   	 67.67   	 -76.30		 30.40   	 -71.21		
-95.52   	-150.76   	 67.36   	 -86.47		 30.11   	-162.77		
-99.18   	-154.42   	 67.02   	 -96.64		 29.46   	-183.11		
-98.88   	-153.81   	 66.63   	 -91.56		 28.73   	-152.59		
-93.08   	-148.62   	 66.27   	 -76.30		 28.12   	-213.63		
-84.84   	-141.60   	 65.96   	 -76.30		 27.26   	-284.84		
-78.13   	-135.80   	 65.66   	 -81.38		 26.12   	-249.24		
-74.77   	-133.36   	 65.33   	 -66.12		 25.13   	-259.41		
-73.55   	-131.84   	 65.07   	 -61.04		 24.09   	-350.97		
-70.80   	-129.09   	 64.82   	 -66.12		 22.69   	-356.05		
-65.61   	-123.90   	 64.56   	 -71.21		 21.26   	-325.53		
-58.59   	-117.49   	 64.27   	 -86.47		 19.96   	-376.40		
-52.80   	-112.30   	 63.93   	 -91.56		 18.45   	-381.48		
-49.13   	-109.56   	 63.56   	 -96.64		 16.93   	-315.36		
-47.30   	-108.64   	 63.17   	-111.90		 15.67   	-310.27		
-46.69   	-108.34   	 62.73   	-132.25		 14.43   	-340.79		
-46.69   	-108.95   	 62.20   	-152.59		 13.06   	-310.27		
-49.44   	-111.39   	 61.59   	-152.59		 11.82   	-274.67		
-55.54   	-117.19   	 60.98   	-162.77		 10.72   	-274.67		
-63.78   	-125.12   	 60.33   	-198.37		  9.62   	-300.10		
-70.19   	-131.53   	 59.53   	-203.46		  8.42   	-284.84		
-72.63   	-133.67   	 58.72   	-183.11		  7.28   	-208.54		
-69.27   	-130.31   	 57.99   	-167.85		  6.45   	-172.94		
-62.26   	-122.68   	 57.31   	-167.85		  5.76   	-198.37		
-54.32   	-114.44   	 56.64   	-122.07		  4.96   	-142.42		
-49.44   	-108.64   	 56.15   	 -76.30		  4.39   	 -61.04		
-47.91   	-106.81   	 55.85   	 -55.95		  4.15   	 -71.21		
-49.13   	-108.34   	 55.63   	 -45.78		  3.87   	 -96.64		
-51.27   	-110.78   	 55.44   	 -25.43		  3.48   	 -25.43		
-51.57   	-111.39   	 55.34   	 -20.35		  3.38   	   0.00		
-49.13   	-109.25   	 55.26   	 -25.43		  3.38   	 -35.61		
-46.08   	-105.90   	 55.16   	 -25.43		  3.23   	  10.17		
-42.72   	-101.32   	 55.06   	 -30.52		  3.28   	  50.86		
-39.06   	-96.13   	 54.93   	 -40.69		  3.48   	  10.17		
