SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  DAO     	  DAO'		
 26.86   	-104.98   	 24.19   	-330.62		 85.39   	-254.32		
 25.63   	-117.49   	 22.87   	-350.97		 84.37   	-239.06		
 25.63   	-126.04   	 21.46   	-366.22		 83.42   	-213.63		
 26.86   	-129.39   	 20.00   	-391.66		 82.56   	-193.29		
 28.69   	-127.26   	 18.43   	-396.74		 81.79   	-167.85		
 29.60   	-121.77   	 16.85   	-391.66		 81.12   	-147.51		
 27.47   	-113.53   	 15.28   	-361.14		 80.53   	-142.42		
 22.89   	-102.54   	 13.84   	-305.19		 79.96   	-147.51		
 17.70   	-89.72   	 12.61   	-259.41		 79.37   	-157.68		
 13.73   	-76.90   	 11.58   	-228.89		 78.74   	-152.59		
 10.99   	-67.14   	 10.66   	-193.29		 78.13   	-147.51		
  8.54   	-63.17   	  9.89   	-167.85		 77.54   	-147.51		
  6.10   	-64.70   	  9.22   	-147.51		 76.95   	-132.25		
  4.27   	-68.66   	  8.63   	-137.33		 76.42   	-116.99		
  3.36   	-73.55   	  8.08   	-137.33		 75.95   	-116.99		
  3.97   	-77.82   	  7.53   	-142.42		 75.48   	-111.90		
  4.27   	-81.48   	  6.96   	-132.25		 75.04   	-106.82		
  3.66   	-84.23   	  6.43   	 -91.56		 74.61   	-106.82		
  3.05   	-83.31   	  6.06   	 -45.78		 74.18   	 -96.64		
  4.27   	-77.51   	  5.88   	 -10.17		 73.79   	 -91.56		
  9.16   	-69.27   	  5.84   	  10.17		 73.43   	 -81.38		
 18.01   	-61.34   	  5.88   	  35.61		 73.10   	 -76.30		
 28.38   	-57.37   	  6.02   	  45.78		 72.80   	 -71.21		
 38.76   	-57.37   	  6.21   	  35.61		 72.51   	 -66.12		
 47.00   	-58.90   	  6.35   	  10.17		 72.25   	 -61.04		
 52.80   	-59.81   	  6.39   	 -10.17		 72.00   	 -66.12		
 55.85   	-59.51   	  6.35   	 -10.17		 71.74   	 -71.21		
 56.46   	-58.29   	  6.31   	 -15.26		 71.45   	 -66.12		
 54.93   	-56.46   	  6.25   	 -15.26		 71.19   	 -55.95		
 50.66   	-54.02   	  6.19   	 -35.61		 70.97   	 -55.95		
 43.64   	-49.13   	  6.04   	 -50.86		 70.74   	 -50.86		
 34.18   	-40.59   	  5.84   	 -71.21		 70.54   	 -50.86		
 25.02   	-28.69   	  5.55   	 -81.38		 70.34   	 -45.78		
 20.45   	-15.56   	  5.23   	 -76.30		 70.15   	 -50.86		
 23.50   	 -3.66   	  4.92   	 -55.95		 69.95   	 -55.95		
 33.57   	  4.88   	  4.70   	 -25.43		 69.73   	 -55.95		
 44.86   	  7.32   	  4.60(D)	   0.00		 69.50   	 -55.95		
 50.05   	  0.00   	  4.60   	  10.17		 69.28   	 -50.86		
 43.64   	-20.45   	  4.64   	  15.26		 69.07   	 -50.86		
 26.55   	-53.10   	  4.70   	  30.52		 68.87   	 -55.95		
  6.71   	-91.55   	  4.82   	  50.86		 68.65   	 -50.86		
 -7.02   	-125.12   	  5.03   	  71.21		 68.44   	 -45.78		
 -8.85   	-145.26   	  5.31   	  71.21		 68.26   	 -55.95		
  0.31   	-149.54   	  5.60   	  71.21		 68.04   	 -55.95		
 12.82   	-144.65   	  5.88   	  71.21		 67.81   	 -61.04		
 21.97   	-139.77   	  6.16   	  71.21		 67.57   	 -61.04		
 25.33   	-140.08   	  6.45   	  61.04		 67.32   	 -66.12		
 24.11   	-145.26   	  6.69   	  40.69		 67.06   	 -61.04		
 21.67   	-150.76   	  6.86   	  10.17		 66.82   	 -66.12		
 19.23   	-153.50   	  6.90   	   5.09		 66.55   	 -66.12		
 16.48   	-152.59   	  6.92   	   5.09		 66.29   	 -50.86		
 12.21   	-148.93   	  6.94   	   0.00		 66.08   	 -61.04		
  7.32   	-143.43   	  6.94   	 -20.35		 65.84   	 -61.04		
  3.66   	-136.41   	  6.86   	 -15.26		 65.59   	 -61.04		
  3.05   	-127.87   	  6.80   	   5.09		 65.35   	 -66.12		
  4.88   	-116.58   	  6.82   	  15.26		 65.09   	 -76.30		
  3.97   	-100.71   	  6.88   	  10.17		 64.78   	 -76.30		
 -3.97   	-79.65   	  6.92   	  -5.09		 64.48   	 -71.21		
-14.04   	-64.39   	  6.90   	  10.17		 64.19   	 -66.12		
  1.22   	-76.90   	  6.94   	  25.43		 63.93   	 -71.21		
 83.92   	-120.85   	  7.04   	  25.43		 63.64   	 -55.95		
263.67   	-165.41   	  7.14   	  10.17		 63.42   	 -61.04		
522.46   	-166.02   	  7.18   	  10.17		 63.17   	 -66.12		
768.13   	-97.66   	  7.22   	  35.61		 62.91   	 -66.12		
863.65   	  1.83   	  7.37   	  61.04		 62.64   	 -61.04		
722.05   	 37.23   	  7.61   	  71.21		 62.40   	 -66.12		
368.96   	-64.09   	  7.89   	  71.21		 62.14   	 -66.12		
-57.98   	-287.17   	  8.18   	  71.21		 61.87   	 -61.04		
-383.30   	-532.53   	  8.46   	  76.30		 61.63   	 -55.95		
-510.25   	-688.48   	  8.77   	  61.04		 61.40   	 -55.95		
-472.72   	-712.28(R)	  9.01(E)	  35.61		 61.18   	 -61.04		
-384.22   	-651.86   	  9.16   	  30.52		 60.94   	 -55.95		
-343.02   	-595.70   	  9.28   	  20.35		 60.71   	 -55.95		
-372.31   	-598.75   	  9.36   	  15.26		 60.49   	 -55.95		
-429.69   	-650.33   	  9.42   	   0.00		 60.26   	 -50.86		
-458.07   	-697.02   	  9.42   	 -15.26		 60.06   	 -45.78		
-430.30   	-689.70   	  9.36   	 -10.17		 59.88   	 -55.95		
-356.45   	-613.10   	  9.32   	   0.00		 59.65   	 -61.04		
-262.76   	-486.45   	  9.32   	  20.35		 59.41   	 -50.86		
-169.07   	-341.80   	  9.40   	  40.69		 59.21   	 -50.86		
-86.67   	-209.66   	  9.56   	  66.12		 59.00   	 -55.95		
-20.75   	-106.81   	  9.83   	 152.59		 58.78   	 -45.78		
 52.19   	  3.36   	 10.44   	 167.85		 58.60   	 -45.78		
 60.73   	 23.80   	 11.11   	 172.94		 58.41   	 -55.95		
 57.37   	 32.65   	 11.80   	 198.37		 58.19   	 -45.78		
 49.13   	 36.01   	 12.59   	 233.98		 58.01   	 -45.78		
 42.42   	 36.93   	 13.53   	 269.58		 57.82   	 -50.86		
 40.28   	 35.71   	 14.61   	 269.58		 57.62   	 -55.95		
 43.03   	 34.48   	 15.69   	 274.67		 57.40   	 -55.95		
 48.22   	 35.10   	 16.79   	 295.01		 57.17   	 -50.86		
 54.32   	 39.06   	 17.97   	 320.45		 56.97   	 -50.86		
 60.12   	 46.08   	 19.25   	 320.45		 56.76   	 -61.04		
 65.61   	 54.32   	 20.53   	 315.36		 56.52   	 -45.78		
 70.80   	 62.26   	 21.79   	 310.27		 56.34   	 -40.69		
 75.38   	 69.58   	 23.03   	 300.10		 56.17   	 -35.61		
 79.04   	 77.51   	 24.23   	 300.10		 56.03   	 -35.61		
 79.96   	 86.06   	 25.43   	 284.84		 55.89   	 -20.35		
 77.82   	 94.60   	 26.57   	 269.58		 55.81   	 -20.35		
 72.94   	101.62   	 27.65   	 249.24		 55.73   	 -25.43		
 65.92   	105.90   	 28.65   	 228.89		 55.63   	 -20.35		
 57.98   	108.03   	 29.56   	 223.80		 55.54(D)	   5.09		
 49.74   	108.95   	 30.46   	 208.54		 55.56   	  50.86		
 42.42   	109.86   	 31.29   	 183.11		 55.77   	 111.90		
 36.62   	112.61   	 32.02   	 172.94		 56.22   	 193.29		
 34.48   	118.71   	 32.72   	 162.77		 56.99   	 279.75		
 36.01   	128.78   	 33.37   	 157.68		 58.11   	 356.05		
 40.28   	142.21   	 34.00   	 162.77		 59.53   	 442.52		
 49.13   	170.59   	 34.65   	 157.68		 61.30   	 462.87		
 50.96   	184.02   	 35.28   	 147.51		 63.15   	 503.56		
 50.96   	197.14   	 35.87   	 132.25		 65.17   	 569.68		
 50.05   	208.74   	 36.40   	 127.16		 67.45   	 625.63		
 50.35   	216.67   	 36.91   	 116.99		 69.95   	 666.32		
 52.49   	221.56   	 37.38   	 111.90		 72.61   	 681.58		
 56.76   	225.22   	 37.82   	 101.73		 75.34   	 661.24		
 62.26   	231.32   	 38.23   	  86.47		 77.99   	 610.37		
 67.44   	242.31   	 38.58   	  71.21		 80.43   	 549.34		
 71.11   	256.04   	 38.86   	  66.12		 82.62   	 508.65		
 73.55   	269.78   	 39.12   	  71.21		 84.66   	 483.21		
 76.29   	281.37   	 39.41   	  61.04		 86.59   	 483.21		
 80.26   	291.75   	 39.65   	  45.78		 88.52   	 493.39		
 84.53   	302.12   	 39.84   	  40.69		 90.50   	 488.30		
 87.59   	311.58   	 40.00   	  45.78		 92.45   	 462.87		
 87.59   	317.99   	 40.18   	  45.78		 94.30   	 422.18		
 84.84   	320.13   	 40.37   	  45.78		 95.99   	 366.22		
 80.26   	320.74   	 40.55   	  35.61		 97.46   	 300.10		
 75.38   	322.88   	 40.69   	  40.69		 98.66   	 254.32		
 72.33   	328.06   	 40.85   	  45.78		 99.67   	 228.89		
 72.63   	335.39   	 41.04   	  55.95		100.59   	 203.46		
 76.60   	343.32   	 41.26   	  50.86		101.40   	 178.03		
 84.23   	351.56   	 41.46   	  40.69		102.12   	 152.59		
 93.69   	361.63   	 41.63   	  30.52		102.73   	 106.82		
102.84   	372.31   	 41.75   	  40.69		103.15   	  76.30		
110.17   	379.33   	 41.91   	  35.61		103.46   	  35.61		
114.44   	378.11   	 42.05   	  30.52		103.60   	   5.09		
115.66   	366.82   	 42.18   	  25.43		103.62(S)	 -20.35		
115.36   	347.60   	 42.28   	  20.35		103.54   	 -30.52		
113.53   	323.49   	 42.36   	  25.43		103.42   	 -45.78		
109.25   	296.33   	 42.46   	  15.26		103.23   	 -55.95		
101.32   	266.11   	 42.52(S)	   0.00		103.01   	 -76.30		
 87.28   	232.85   	 42.52   	 -10.17		102.71   	 -91.56		
 68.97   	198.36   	 42.48   	 -15.26		102.34   	-101.73		
 48.83   	165.41   	 42.42   	 -20.35		101.93   	-116.99		
 31.13   	137.33   	 42.34   	 -40.69		101.46   	-127.16		
 17.09   	115.66   	 42.18   	 -61.04		100.96   	-132.25		
  5.19   	 99.79   	 41.93   	 -66.12		100.43   	-137.33		
 -8.24   	 88.50   	 41.67   	 -61.04		 99.88   	-142.42		
-24.72   	 79.96   	 41.42   	 -76.30		 99.31   	-152.59		
-41.81   	 71.11   	 41.12   	 -96.64		 98.70   	-152.59		
-57.07   	 61.34   	 40.73   	-116.99		 98.09   	-162.77		
-67.75   	 52.49   	 40.26   	-116.99		 97.44   	-167.85		
-74.16   	 47.00   	 39.80   	-132.25		 96.76   	-162.77		
-77.51   	 45.78   	 39.27   	-167.85		 96.11   	-172.94		
-78.43   	 46.39   	 38.60   	-208.54		 95.42   	-172.94		
-76.60   	 46.08   	 37.76   	-228.89		 94.73   	-178.03		
-70.50   	 42.42   	 36.85   	-233.98		 94.02   	-172.94		
-62.56   	 37.23   	 35.91   	-254.32		 93.33   	-183.11		
-56.15   	 32.35   	 34.89   	-279.75		 92.59   	-188.20		
-54.63   	 29.30   	 33.77   	-289.93		 91.84   	-203.46		
-58.59   	 27.47   	 32.61   	-284.84		 91.03   	-213.63		
-66.83   	 27.16   	 31.47   	-284.84		 90.17   	-223.80		
-75.38   	 28.08   	 30.34   	-289.93		 89.28   	-233.98		
-82.40   	 30.52   	 29.18   	-305.19		 88.34   	-244.15		
-87.89   	 34.18   	 27.96   	-315.36		 87.36   	-254.32		
-92.47   	 36.62   	 26.69   	-315.36		 86.35   	-239.06		
-96.44   	 36.32   	 25.43   	-320.45		 85.39   	-233.98		
-98.57   	 33.87   	 24.15   	-335.71		 84.46   	-213.63		
-97.05   	 30.82   	 22.81   	-361.14		 83.60   	-198.37		
-90.94   	 29.60   	 21.36   	-391.66		 82.81   	-162.77		
-81.18   	 30.82   	 19.80   	-417.09		 82.16   	-147.51		
-69.27   	 34.18   	 18.13   	-412.00		 81.57   	-147.51		
-57.98   	 38.76   	 16.48   	-386.57		 80.98   	-142.42		
-48.52   	 43.03   	 14.93   	-335.71		 80.41   	-142.42		
-41.50   	 45.47   	 13.59   	-295.01		 79.84   	-152.59		
-37.84   	 46.69   	 12.41   	-244.15		 79.23   	-147.51		
-38.15   	 47.00   	 11.43   	-183.11		 78.64   	-137.33		
-41.20   	 47.61   	 10.70   	-132.25		 78.09   	-122.07		
-45.78   	 50.05   	 10.17   	-106.82		 77.60   	-127.16		
-50.05   	 54.02   	  9.75   	 -96.64		 77.09   	-116.99		
-51.88   	 58.90   	  9.36   	 -81.38		 76.62   	-111.90		
-51.57   	 62.56   	  9.03   	 -66.12		 76.17   	-106.82		
-50.96   	 63.17   	  8.77   	 -76.30		 75.75   	-111.90		
-51.88   	 58.59   	  8.46   	 -96.64		 75.30   	-101.73		
-54.32   	 48.22   	  8.08   	 -86.47		 74.89   	 -96.64		
-57.68   	 35.10   	  7.73   	 -50.86		 74.51   	 -96.64		
-60.42   	 25.02   	  7.53   	 -10.17		 74.12   	 -86.47		
-60.12   	 22.89   	  7.49   	  15.26		 73.77   	 -71.21		
-56.46   	 30.21   	  7.55   	  35.61		 73.49   	 -71.21		
-49.13   	 41.50   	  7.69   	  45.78		 73.20   	 -61.04		
-39.98   	 49.74   	  7.87   	  45.78		 72.96   	 -61.04		
-32.35   	 51.57   	  8.06   	  30.52		 72.72   	 -55.95		
-27.77   	 50.35   	  8.18   	  15.26		 72.49   	 -61.04		
-27.77   	 52.80   	  8.24   	  -5.09		 72.25   	 -55.95		
-31.13   	 61.95   	  8.22   	 -15.26		 72.02   	 -66.12		
-35.10   	 75.38   	  8.16   	 -35.61		 71.76   	 -61.04		
-38.15   	 87.89   	  8.02   	 -50.86		 71.52   	 -55.95		
-41.20   	 96.44   	  7.81   	 -55.95		 71.29   	 -55.95		
-46.39   	101.32   	  7.59   	 -55.95		 71.07   	 -50.86		
-54.32   	104.68   	  7.37   	 -45.78		 70.86   	 -45.78		
-62.56   	106.81   	  7.18   	 -40.69		 70.68   	 -50.86		
-66.53   	105.59   	  7.02   	 -40.69		 70.48   	 -55.95		
-61.95   	102.23   	  6.86   	 -30.52		 70.25   	 -61.04		
-50.35   	 99.79   	  6.73   	 -15.26		 70.01   	 -61.04		
-39.67   	 99.49   	  6.67(D)	  15.26		 69.77   	 -61.04		
-38.45   	 96.13   	  6.73   	  30.52		 69.52   	 -61.04		
-50.35   	 83.31   	  6.86   	  30.52		 69.28   	 -55.95		
-70.50   	 57.98   	  6.98   	  40.69		 69.05   	 -50.86		
-87.89   	 25.94   	  7.14   	  61.04		 68.85   	 -55.95		
-93.69   	  0.00   	  7.39   	  71.21		 68.63   	 -45.78		
-86.67   	-12.21   	  7.67   	  61.04		 68.44   	 -61.04		
-74.46   	-12.21   	  7.91   	  35.61		 68.20   	 -71.21		
-66.53   	 -9.46   	  8.06   	  20.35		 67.91   	 -71.21		
-65.92   	-11.29   	  8.14   	  20.35		 67.63   	 -61.04		
-70.50   	-18.31   	  8.22   	   5.09		 67.39   	 -61.04		
-74.77   	-26.55   	  8.24   	  -5.09		 67.14   	 -66.12		
-75.38   	-32.35   	  8.22   	  -5.09		 66.88   	 -61.04		
-73.55   	-36.01   	  8.20   	   5.09		 66.63   	 -61.04		
-72.02   	-40.89   	  8.22   	  20.35		 66.39   	 -66.12		
-71.41   	-47.61   	  8.30   	  25.43		 66.12   	 -76.30		
-71.72   	-52.80   	  8.40   	  40.69		 65.82   	 -76.30		
-71.41   	-52.49   	  8.57   	  50.86		 65.51   	 -76.30		
-69.58   	-45.17   	  8.77   	  61.04		 65.21   	 -71.21		
-69.58   	-31.13   	  9.01   	  55.95		 64.92   	 -66.12		
-75.38   	-12.51   	  9.24   	  55.95		 64.66   	 -61.04		
-86.67   	  1.53   	  9.46   	  55.95		 64.41   	 -55.95		
-87.28   	 -7.63   	  9.68   	  55.95		 64.19   	 -66.12		
-42.11   	-54.32   	  9.91   	  35.61		 63.93   	 -71.21		
 83.92   	-119.02   	 10.05   	  10.17		 63.64   	 -61.04		
297.85   	-158.08   	 10.09   	 -10.17		 63.40   	 -66.12		
549.01   	-134.58   	 10.05   	 -20.35		 63.13   	 -66.12		
721.74   	-56.15   	  9.97   	 -35.61		 62.87   	 -61.04		
706.79   	  3.05   	  9.83   	 -40.69		 62.62   	 -55.95		
476.99   	-44.56   	  9.66   	 -30.52		 62.40   	 -61.04		
113.53   	-220.34   	  9.54   	  -5.09		 62.16   	 -55.95		
-228.88   	-457.46   	  9.52(E)	  15.26		 61.93   	 -55.95		
-419.62   	-648.19   	  9.58   	  30.52		 61.71   	 -61.04		
-438.54   	-725.71(R)	  9.70   	  45.78		 61.46   	 -66.12		
-368.96   	-703.13   	  9.89   	  45.78		 61.20   	 -55.95		
-318.60   	-650.94   	 10.07   	  30.52		 60.98   	 -55.95		
-341.80   	-633.54   	 10.19   	  15.26		 60.75   	 -55.95		
-419.31   	-663.15   	 10.25   	  25.43		 60.53   	 -45.78		
-491.64   	-704.35   	 10.36   	  25.43		 60.35   	 -45.78		
-512.70   	-708.92   	 10.46   	  25.43		 60.16   	 -45.78		
-475.46   	-647.28   	 10.56   	  10.17		 59.98   	 -50.86		
-401.61   	-520.02   	 10.60   	  15.26		 59.78   	 -55.95		
-316.47   	-351.87   	 10.66   	  30.52		 59.55   	 -55.95		
-237.12   	-182.50   	 10.78   	  50.86		 59.33   	 -55.95		
-173.34   	-47.00   	 10.99   	  96.64		 59.10   	 -55.95		
-108.34   	 66.83   	 11.37   	 122.07		 58.88   	 -55.95		
-105.29   	 65.31   	 11.86   	 152.59		 58.66   	 -45.78		
-114.14   	 53.10   	 12.47   	 167.85		 58.47   	 -40.69		
-125.12   	 44.86   	 13.14   	 183.11		 58.31   	 -45.78		
-130.31   	 45.47   	 13.88   	 203.46		 58.13   	 -50.86		
-126.04   	 50.96   	 14.69   	 239.06		 57.92   	 -55.95		
-115.05   	 57.37   	 15.65   	 264.50		 57.70   	 -45.78		
-101.93   	 61.34   	 16.70   	 295.01		 57.52   	 -55.95		
-91.25   	 61.34   	 17.88   	 305.19		 57.29   	 -50.86		
-84.23   	 56.15   	 19.10   	 310.27		 57.09   	 -50.86		
-79.96   	 47.00   	 20.35   	 340.79		 56.89   	 -45.78		
-77.51   	 36.93   	 21.71   	 350.97		 56.70   	 -45.78		
-75.99   	 29.60   	 23.11   	 325.53		 56.52   	 -40.69		
-76.29   	 25.02   	 24.41   	 315.36		 56.36   	 -45.78		
-78.74   	 20.75   	 25.68   	 310.27		 56.17   	 -40.69		
-83.31   	 13.43   	 26.92   	 295.01		 56.01   	 -35.61		
-89.11   	  4.27   	 28.10   	 274.67		 55.87   	 -20.35		
-94.91   	 -5.19   	 29.20   	 244.15		 55.79   	 -15.26		
-97.96   	-11.90   	 30.17   	 218.72		 55.73(D)	  10.17		
-96.13   	-14.95   	 31.05   	 198.37		 55.77   	  50.86		
-87.89   	-14.65   	 31.84   	 183.11		 55.97   	 122.07		
-72.94   	 -7.93   	 32.57   	 172.94		 56.46   	 208.54		
-52.80   	  7.02   	 33.27   	 152.59		 57.29   	 289.93		
-31.43   	 28.38   	 33.88   	 147.51		 58.45   	 345.88		
-11.90   	 47.91   	 34.47   	 152.59		 59.84   	 447.61		
 13.73   	 58.29   	 35.08   	 157.68		 61.63   	 462.87		
 22.58   	 53.41   	 35.71   	 162.77		 63.48   	 508.65		
 33.57   	 52.49   	 36.36   	 162.77		 65.51   	 569.68		
 48.22   	 60.73   	 37.01   	 152.59		 67.79   	 625.63		
 65.31   	 78.13   	 37.62   	 142.42		 70.29   	 666.32		
 81.48   	100.10   	 38.19   	 137.33		 72.96   	 686.67		
 93.99   	122.68   	 38.74   	 122.07		 75.71   	 666.32		
100.71   	144.35   	 39.23   	 101.73		 78.37   	 620.55		
101.93   	162.96   	 39.63   	  91.56		 80.85   	 569.68		
 99.49   	177.61   	 40.00   	  66.12		 83.13   	 528.99		
 94.60   	188.29   	 40.26   	  45.78		 85.25   	 513.73		
 88.50   	195.01   	 40.45   	  35.61		 87.30   	 498.47		
 80.57   	200.20   	 40.59   	  20.35		 89.30   	 493.39		
 71.11   	205.08   	 40.67   	  25.43		 91.27   	 493.39		
 59.20   	210.27   	 40.77   	  20.35		 93.24   	 473.04		
 46.08   	214.84   	 40.85   	  15.26		 95.14   	 432.35		
 33.87   	218.81   	 40.92   	   5.09		 96.87   	 376.40		
 24.72   	222.78   	 40.94   	  20.35		 98.37   	 325.53		
 19.53   	229.19   	 41.02   	  40.69		 99.67   	 269.58		
 18.62   	240.48   	 41.18   	  55.95		100.75   	 223.80		
 19.84   	256.35   	 41.40   	  50.86		101.65   	 193.29		
 20.75   	274.05   	 41.61   	  40.69		102.42   	 162.77		
 20.45   	290.53   	 41.77   	  45.78		103.07   	 147.51		
 18.62   	302.12   	 41.95   	  55.95		103.66   	 116.99		
 17.09   	307.01   	 42.18   	  45.78		104.13   	  76.30		
 18.31   	304.87   	 42.36   	  20.35		104.43   	  45.78		
 22.28   	296.33   	 42.44   	   5.09		104.62   	   5.09		
 27.16   	281.68   	 42.46(S)	   0.00		104.64(S)	 -15.26		
 30.21   	261.54   	 42.46   	  -5.09		104.58   	 -30.52		
 28.38   	235.90   	 42.44   	 -15.26		104.46   	 -50.86		
 21.67   	204.77   	 42.38   	 -30.52		104.25   	 -66.12		
 11.90   	170.59   	 42.26   	 -40.69		103.99   	 -76.30		
  1.53   	135.50   	 42.10   	 -30.52		103.68   	-101.73		
 -7.93   	101.62   	 41.97   	 -30.52		103.28   	-116.99		
-14.95   	 69.89   	 41.85   	 -30.52		102.81   	-116.99		
-18.92   	 41.20   	 41.73   	 -40.69		102.34   	-127.16		
-20.45   	 16.17   	 41.57   	 -40.69		101.83   	-132.25		
-21.67   	 -5.19   	 41.40   	 -45.78		101.30   	-142.42		
-25.02   	-25.33   	 41.22   	 -55.95		100.73   	-147.51		
-32.35   	-45.78   	 41.00   	 -61.04		100.14   	-152.59		
-42.42   	-66.83   	 40.75   	 -71.21		 99.53   	-157.68		
-50.66   	-84.53   	 40.47   	 -91.56		 98.90   	-167.85		
-53.41   	-95.21   	 40.10   	-122.07		 98.23   	-167.85		
-49.44   	-96.13   	 39.61   	-152.59		 97.56   	-167.85		
-41.81   	-90.64   	 39.00   	-178.03		 96.89   	-167.85		
-34.79   	-83.31   	 38.29   	-208.54		 96.22   	-167.85		
-31.74   	-79.35   	 37.46   	-249.24		 95.54   	-172.94		
-34.48   	-81.48   	 36.46   	-284.84		 94.85   	-178.03		
-41.20   	-90.03   	 35.32   	-300.10		 94.14   	-183.11		
-49.74   	-103.45   	 34.12   	-315.36		 93.41   	-193.29		
-56.76   	-118.41   	 32.86   	-325.53		 92.63   	-203.46		
-61.04   	-130.62   	 31.56   	-325.53		 91.82   	-203.46		
-62.26   	-136.11   	 30.25   	-330.62		 91.01   	-213.63		
-61.04   	-133.67   	 28.93   	-330.62		 90.15   	-223.80		
-59.81   	-127.56   	 27.61   	-330.62		 89.26   	-233.98		
-60.42   	-123.60   	 26.29   	-325.53		 88.32   	-239.06		
-62.56   	-125.12   	 24.98   	-330.62		 87.36   	-249.24		
-65.00   	-130.92   	 23.66   	-340.79		 86.37   	-244.15		
-64.70   	-135.19   	 22.30   	-371.31		 85.39   	-223.80		
-59.51   	-132.75   	 20.81   	-401.83		 84.50   	-203.46		
-50.05   	-123.60   	 19.21   	-412.00		 83.68   	-178.03		
-38.45   	-112.61   	 17.56   	-371.31		 82.97   	-157.68		
-27.16   	-104.37   	 16.07   	-335.71		 82.34   	-142.42		
-16.78   	-102.54   	 14.73   	-305.19		 81.77   	-147.51		
 -8.24   	-105.90   	 13.51   	-279.75		 81.18   	-152.59		
 -1.83   	-113.53   	 12.39   	-218.72		 80.57   	-147.51		
  1.53   	-124.21   	 11.52   	-162.77		 79.98   	-147.51		
  0.00   	-137.02   	 10.86   	-127.16		 79.39   	-147.51		
 -5.80   	-149.54   	 10.36   	-111.90		 78.80   	-142.42		
-13.12   	-159.00   	  9.91   	 -91.56		 78.23   	-132.25		
-18.31   	-163.27   	  9.54   	 -76.30		 77.70   	-127.16		
-19.53   	-163.57   	  9.24   	 -76.30		 77.19   	-122.07		
-16.78   	-162.66   	  8.93   	 -91.56		 76.70   	-116.99		
-12.51   	-162.96   	  8.57   	-101.73		 76.24   	-106.82		
 -8.54   	-165.71   	  8.16   	 -86.47		 75.81   	-101.73		
 -5.80   	-169.98   	  7.81   	 -61.04		 75.40   	 -96.64		
 -2.44   	-173.95   	  7.57   	 -20.35		 75.01   	 -91.56		
  3.05   	-176.70   	  7.49   	  10.17		 74.65   	 -81.38		
 12.51   	-178.22   	  7.53   	  35.61		 74.32   	 -76.30		
 26.25   	-179.75   	  7.67   	  55.95		 74.02   	 -66.12		
 42.72   	-180.66   	  7.89   	  61.04		 73.75   	 -66.12		
 59.20   	-180.66   	  8.14   	  50.86		 73.49   	 -61.04		
 72.02   	-177.00   	  8.34   	  30.52		 73.24   	 -55.95		
 79.96   	-168.15   	  8.46   	  30.52		 73.02   	 -50.86		
 83.31   	-152.89   	  8.59   	  10.17		 72.82   	 -55.95		
 83.62   	-133.36   	  8.63   	 -10.17		 72.59   	 -55.95		
 81.48   	-112.00   	  8.59   	 -35.61		 72.37   	 -55.95		
 75.38   	-90.94   	  8.44   	 -61.04		 72.15   	 -66.12		
 64.09   	-73.85   	  8.20   	 -66.12		 71.88   	 -55.95		
 49.74   	-63.17   	  7.93   	 -76.30		 71.66   	 -55.95		
 38.15   	-60.12   	  7.63   	 -81.38		 71.43   	 -55.95		
 35.10   	-65.00   	  7.30   	 -71.21		 71.21   	 -55.95		
 42.42   	-75.07   	  7.02   	 -45.78		 70.99   	 -55.95		
 54.32   	-87.28   	  6.84   	 -20.35		 70.76   	 -50.86		
 61.34   	-101.62   	  6.75(D)	   5.09		 70.56   	 -55.95		
 56.46   	-119.63   	  6.78   	  20.35		 70.34   	 -66.12		
 40.59   	-142.82   	  6.86   	  40.69		 70.07   	 -61.04		
 21.97   	-167.85   	  7.02   	  50.86		 69.83   	 -61.04		
  9.46   	-188.29   	  7.22   	  66.12		 69.58   	 -66.12		
  7.63   	-197.45   	  7.49   	  71.21		 69.32   	 -55.95		
 12.82   	-195.62   	  7.77   	  66.12		 69.09   	 -50.86		
 18.31   	-187.68   	  8.04   	  61.04		 68.89   	 -55.95		
 20.45   	-180.66   	  8.28   	  35.61		 68.67   	 -61.04		
 19.53   	-177.31   	  8.42   	  25.43		 68.42   	 -66.12		
 19.53   	-176.39   	  8.52   	  10.17		 68.16   	 -61.04		
 23.50   	-174.56   	  8.57   	   0.00		 67.91   	 -71.21		
 30.52   	-171.20   	  8.57   	  -5.09		 67.63   	 -71.21		
 36.93   	-168.76   	  8.55   	   0.00		 67.34   	 -66.12		
 39.98   	-168.46   	  8.55   	  10.17		 67.08   	 -66.12		
 38.15   	-169.98   	  8.59   	  15.26		 66.82   	 -66.12		
 32.96   	-170.90   	  8.65   	  25.43		 66.55   	 -66.12		
 26.25   	-169.68   	  8.75   	  30.52		 66.29   	 -66.12		
 18.01   	-164.49   	  8.87   	  40.69		 66.02   	 -66.12		
  6.71   	-153.50   	  9.03   	  45.78		 65.76   	 -71.21		
-10.38   	-136.72   	  9.22   	  50.86		 65.47   	 -76.30		
-25.63   	-125.43   	  9.42   	  61.04		 65.17   	 -76.30		
-12.51   	-139.16   	  9.66   	  61.04		 64.86   	 -71.21		
