SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  DAO     	  DAO'		
 29.60   	 -4.27   	  6.71   	 -15.26		 69.89   	 -61.04		
 42.11   	 -8.24   	  6.65(D)	  20.35		 69.64   	 -61.04		
 49.74   	-21.06   	  6.73   	  45.78		 69.40   	 -55.95		
 47.91   	-41.50   	  6.92   	  61.04		 69.18   	 -50.86		
 36.93   	-67.44   	  7.16   	  61.04		 68.97   	 -50.86		
 23.19   	-93.69   	  7.41   	  55.95		 68.77   	 -50.86		
 14.95   	-114.14   	  7.63   	  50.86		 68.57   	 -55.95		
 15.26   	-124.21   	  7.83   	  45.78		 68.34   	 -55.95		
 21.67   	-122.38   	  8.02   	  35.61		 68.12   	 -66.12		
 26.86   	-112.00   	  8.16   	  30.52		 67.85   	 -66.12		
 27.16   	-99.18   	  8.28   	  30.52		 67.59   	 -66.12		
 21.67   	-90.94   	  8.40   	  30.52		 67.32   	 -61.04		
 14.34   	-90.94   	  8.52   	  30.52		 67.08   	 -61.04		
  8.54   	-98.27   	  8.65   	  15.26		 66.84   	 -55.95		
  4.88   	-108.64   	  8.71   	   5.09		 66.61   	 -61.04		
  3.36   	-116.58   	  8.73   	 -15.26		 66.37   	 -61.04		
  3.36   	-119.32   	  8.67   	 -15.26		 66.12   	 -61.04		
  4.58   	-116.58   	  8.61   	  -5.09		 65.88   	 -66.12		
  7.63   	-109.86   	  8.59   	  15.26		 65.62   	 -66.12		
 10.99   	-100.40   	  8.65   	  20.35		 65.35   	 -81.38		
 11.60   	-88.81   	  8.73   	  25.43		 65.03   	 -81.38		
  5.19   	-75.38   	  8.83   	  45.78		 64.70   	 -76.30		
-12.51   	-63.17   	  9.01   	  45.78		 64.39   	 -81.38		
-35.10   	-62.87   	  9.20   	  40.69		 64.07   	 -71.21		
-34.79   	-92.16   	  9.36   	  15.26		 63.78   	 -71.21		
 29.30   	-151.06   	  9.42   	   5.09		 63.50   	 -61.04		
188.60   	-205.69   	  9.44   	   0.00		 63.26   	 -61.04		
430.91   	-213.62   	  9.44   	  10.17		 63.01   	 -55.95		
675.35   	-154.11   	  9.48   	   5.09		 62.79   	 -55.95		
794.68   	-64.09   	  9.50   	  -5.09		 62.56   	 -55.95		
703.43   	-34.79   	  9.48   	 -10.17		 62.34   	 -66.12		
416.26   	-136.11   	  9.44   	  10.17		 62.08   	 -61.04		
 52.19   	-354.31   	  9.48   	  15.26		 61.83   	 -55.95		
-231.63   	-596.31   	  9.54   	  15.26		 61.61   	 -50.86		
-344.24   	-758.06   	  9.60   	   0.00		 61.40   	 -66.12		
-314.03   	-798.03(R)	  9.60   	   0.00		 61.14   	 -61.04		
-245.06   	-755.00   	  9.60(E)	   5.09		 60.89   	 -50.86		
-228.27   	-706.79   	  9.62   	  10.17		 60.69   	 -55.95		
-284.73   	-702.51   	  9.66   	   0.00		 60.47   	 -61.04		
-372.01   	-734.86   	  9.66   	   5.09		 60.22   	 -55.95		
-430.30   	-758.97   	  9.68   	  10.17		 60.00   	 -45.78		
-427.86   	-729.98   	  9.73   	  20.35		 59.82   	 -55.95		
-371.70   	-630.80   	  9.81   	  30.52		 59.59   	 -50.86		
-288.09   	-475.16   	  9.93   	  40.69		 59.39   	 -50.86		
-199.89   	-296.63   	 10.09   	  45.78		 59.19   	 -50.86		
-120.24   	-133.97   	 10.27   	  50.86		 58.98   	 -50.86		
-56.15   	-14.95   	 10.48   	  76.30		 58.78   	 -50.86		
-10.38   	 51.88   	 10.78   	 132.25		 58.58   	 -66.12		
 25.33   	 74.16   	 11.31   	 142.42		 58.31   	 -50.86		
 20.45   	 64.09   	 11.88   	 152.59		 58.11   	 -50.86		
  9.16   	 56.15   	 12.49   	 178.03		 57.90   	 -61.04		
 -1.53   	 53.71   	 13.20   	 213.63		 57.66   	 -61.04		
 -5.19   	 57.68   	 14.06   	 233.98		 57.42   	 -61.04		
  0.31   	 66.83   	 14.99   	 249.24		 57.17   	 -50.86		
 13.12   	 79.96   	 15.99   	 269.58		 56.97   	 -61.04		
 28.99   	 94.30   	 17.07   	 305.19		 56.72   	 -61.04		
 43.95   	106.81   	 18.29   	 335.71		 56.48   	 -50.86		
 55.24   	114.14   	 19.63   	 330.62		 56.28   	 -50.86		
 62.26   	115.66   	 20.96   	 335.71		 56.07   	 -45.78		
 65.00   	113.53   	 22.30   	 330.62		 55.89   	 -45.78		
 63.78   	109.86   	 23.62   	 330.62		 55.71   	 -40.69		
 59.20   	105.90   	 24.94   	 305.19		 55.54   	 -35.61		
 53.71   	101.93   	 26.16   	 274.67		 55.40   	 -40.69		
 49.13   	 98.27   	 27.26   	 249.24		 55.24   	 -35.61		
 47.30   	 96.74   	 28.26   	 233.98		 55.10   	 -20.35		
 47.91   	 99.79   	 29.20   	 203.46		 55.02(D)	  15.26		
 49.13   	108.34   	 30.01   	 178.03		 55.08   	  50.86		
 49.74   	122.07   	 30.72   	 157.68		 55.28   	 106.82		
 49.44   	138.24   	 31.35   	 137.33		 55.71   	 193.29		
 50.35   	155.03   	 31.90   	 122.07		 56.48   	 284.84		
 54.32   	170.29   	 32.39   	 111.90		 57.62   	 345.88		
 61.34   	182.80   	 32.84   	 106.82		 59.00   	 371.31		
 70.80   	191.65   	 33.27   	 122.07		 60.49   	 473.04		
 89.72   	199.28   	 33.75   	 116.99		 62.38   	 503.56		
 96.44   	201.42   	 34.22   	 111.90		 64.39   	 549.34		
100.10   	204.47   	 34.67   	 101.73		 66.59   	 610.37		
101.32   	208.44   	 35.08   	 111.90		 69.03   	 661.24		
101.32   	213.32   	 35.52   	 111.90		 71.68   	 676.50		
101.62   	219.73   	 35.97   	  96.64		 74.38   	 656.15		
103.15   	228.58   	 36.36   	  91.56		 77.01   	 610.37		
106.20   	239.56   	 36.72   	  96.64		 79.45   	 549.34		
109.56   	251.16   	 37.11   	  86.47		 81.65   	 508.65		
112.92   	260.93   	 37.46   	  71.21		 83.68   	 488.30		
115.66   	268.55   	 37.74   	  66.12		 85.64   	 488.30		
118.41   	274.96   	 38.01   	  50.86		 87.59   	 488.30		
120.54   	281.68   	 38.21   	  35.61		 89.54   	 483.21		
122.68   	289.00   	 38.35   	  25.43		 91.47   	 467.95		
124.21   	295.41   	 38.45   	  15.26		 93.35   	 427.26		
125.43   	300.60   	 38.51   	  15.26		 95.06   	 371.31		
126.34   	305.18   	 38.58   	   5.09		 96.54   	 315.36		
126.95   	311.28   	 38.60   	   5.09		 97.80   	 249.24		
127.56   	320.43   	 38.62   	   5.09		 98.80   	 208.54		
128.17   	332.03   	 38.64   	  10.17		 99.63   	 178.03		
126.95   	344.24   	 38.68   	   5.09		100.35   	 162.77		
122.99   	353.09   	 38.70   	   5.09		101.00   	 137.33		
115.66   	356.45   	 38.72   	   5.09		101.55   	 111.90		
106.81   	353.09   	 38.74   	  15.26		101.99   	  86.47		
 99.79   	345.46   	 38.80   	  15.26		102.34   	  50.86		
 97.05   	336.30   	 38.86   	   5.09		102.54   	  10.17		
 98.57   	328.06   	 38.88   	   0.00		102.58(S)	 -15.26		
102.23   	320.13   	 38.88   	   5.09		102.52   	 -40.69		
104.37   	310.06   	 38.90   	  10.17		102.36   	 -45.78		
101.93   	295.10   	 38.94(S)	   0.00		102.18   	 -55.95		
 94.60   	273.44   	 38.94   	 -10.17		101.95   	 -66.12		
 84.53   	245.36   	 38.90   	 -20.35		101.69   	 -91.56		
 74.16   	214.23   	 38.82   	 -15.26		101.32   	-101.73		
 65.92   	184.02   	 38.76   	 -15.26		100.92   	-116.99		
 59.20   	158.39   	 38.70   	 -35.61		100.45   	-137.33		
 53.41   	139.16   	 38.56   	 -55.95		 99.90   	-142.42		
 47.00   	125.43   	 38.33   	 -61.04		 99.33   	-137.33		
 39.37   	114.14   	 38.09   	 -66.12		 98.78   	-142.42		
 30.21   	103.45   	 37.82   	 -76.30		 98.21   	-142.42		
 19.84   	 92.47   	 37.52   	-101.73		 97.64   	-152.59		
  8.24   	 81.18   	 37.11   	-132.25		 97.03   	-152.59		
 -2.75   	 69.58   	 36.58   	-152.59		 96.42   	-162.77		
-11.29   	 58.90   	 35.97   	-172.94		 95.77   	-167.85		
-16.48   	 50.35   	 35.28   	-198.37		 95.10   	-172.94		
-18.31   	 45.47   	 34.49   	-233.98		 94.40   	-172.94		
-17.70   	 44.86   	 33.55   	-269.58		 93.71   	-178.03		
-18.01   	 47.30   	 32.47   	-289.93		 93.00   	-188.20		
-20.75   	 49.44   	 31.31   	-295.01		 92.25   	-193.29		
-26.55   	 49.44   	 30.13   	-305.19		 91.47   	-188.20		
-35.10   	 46.39   	 28.91   	-315.36		 90.72   	-203.46		
-44.56   	 42.42   	 27.65   	-315.36		 89.91   	-218.72		
-50.96   	 40.59   	 26.39   	-325.53		 89.03   	-223.80		
-52.80   	 42.72   	 25.09   	-330.62		 88.14   	-233.98		
-49.74   	 48.22   	 23.76   	-335.71		 87.20   	-239.06		
-42.72   	 54.93   	 22.42   	-356.05		 86.25   	-244.15		
-35.10   	 60.42   	 21.00   	-371.31		 85.27   	-249.24		
-29.30   	 64.39   	 19.51   	-376.40		 84.27   	-233.98		
-25.94   	 67.44   	 18.01   	-361.14		 83.34   	-218.72		
-24.41   	 72.02   	 16.56   	-340.79		 82.46   	-193.29		
-23.19   	 77.51   	 15.20   	-315.36		 81.69   	-172.94		
-21.97   	 82.40   	 13.94   	-284.84		 81.00   	-157.68		
-20.45   	 85.45   	 12.80   	-254.32		 80.37   	-152.59		
-19.53   	 86.36   	 11.78   	-218.72		 79.76   	-157.68		
-18.31   	 88.20   	 10.91   	-193.29		 79.12   	-162.77		
-17.09   	 93.08   	 10.13   	-157.68		 78.47   	-152.59		
-16.48   	101.01   	  9.50   	-127.16		 77.86   	-142.42		
-18.31   	107.73   	  8.99   	-116.99		 77.29   	-142.42		
-22.58   	108.95   	  8.52   	-122.07		 76.72   	-132.25		
-28.99   	103.45   	  8.04   	-122.07		 76.20   	-127.16		
-34.79   	 95.21   	  7.55   	-122.07		 75.69   	-116.99		
-37.84   	 90.03   	  7.06   	-101.73		 75.22   	-116.99		
-36.62   	 90.94   	  6.65   	 -91.56		 74.75   	-116.99		
-31.13   	 97.35   	  6.29   	 -66.12		 74.28   	-101.73		
-22.28   	107.12   	  6.02   	 -45.78		 73.88   	-101.73		
-11.60   	117.19   	  5.84   	 -25.43		 73.47   	 -86.47		
 -1.53   	126.95   	  5.74   	   5.09		 73.12   	 -86.47		
  5.80   	133.36   	  5.76   	  20.35		 72.78   	 -76.30		
  8.24   	134.89   	  5.84   	  35.61		 72.47   	 -71.21		
  6.41   	131.23   	  5.98   	  35.61		 72.19   	 -66.12		
  1.22   	124.82   	  6.12   	  20.35		 71.92   	 -66.12		
 -4.88   	118.71   	  6.21   	  35.61		 71.66   	 -61.04		
 -9.77   	115.36   	  6.35   	  55.95		 71.41   	 -55.95		
-14.04   	115.05   	  6.57   	  50.86		 71.19   	 -45.78		
-18.62   	117.80   	  6.78   	  15.26		 71.01   	 -45.78		
-24.72   	125.43   	  6.84   	 -25.43		 70.82   	 -55.95		
-32.04   	139.77   	  6.73   	 -55.95		 70.60   	 -55.95		
-37.23   	158.08   	  6.51   	 -55.95		 70.38   	 -45.78		
-36.62   	176.70   	  6.29   	 -66.12		 70.19   	 -55.95		
-28.08   	192.26   	  6.02   	 -66.12		 69.97   	 -55.95		
-13.43   	202.64   	  5.76   	 -71.21		 69.75   	 -55.95		
  0.61   	206.30   	  5.47   	 -55.95		 69.52   	 -61.04		
  4.88   	198.97   	  5.25   	 -35.61		 69.28   	 -55.95		
 -6.10   	176.39   	  5.11   	 -15.26		 69.05   	 -55.95		
-30.52   	138.24   	  5.05(D)	  15.26		 68.83   	 -50.86		
-59.51   	 92.77   	  5.11   	  15.26		 68.63   	 -50.86		
-80.87   	 52.49   	  5.17   	  20.35		 68.42   	 -55.95		
-86.98   	 28.38   	  5.25   	  25.43		 68.20   	 -55.95		
-79.65   	 21.36   	  5.35   	  45.78		 67.98   	 -55.95		
-66.83   	 25.63   	  5.53   	  55.95		 67.75   	 -61.04		
-56.46   	 33.57   	  5.76   	  61.04		 67.51   	 -61.04		
-52.49   	 40.89   	  6.00   	  55.95		 67.26   	 -61.04		
-53.71   	 46.39   	  6.23   	  45.78		 67.02   	 -71.21		
-57.37   	 48.83   	  6.41   	  35.61		 66.73   	 -66.12		
-62.87   	 47.61   	  6.55   	  40.69		 66.47   	 -61.04		
-69.27   	 40.89   	  6.71   	  35.61		 66.23   	 -61.04		
-76.60   	 30.21   	  6.86   	  35.61		 65.98   	 -66.12		
-83.01   	 17.70   	  7.00   	  30.52		 65.72   	 -61.04		
-87.28   	  7.02   	  7.12   	  20.35		 65.47   	 -66.12		
-88.50   	  0.92   	  7.20   	  20.35		 65.21   	 -61.04		
-88.20   	  1.83   	  7.28   	  10.17		 64.96   	 -71.21		
-89.11   	 10.99   	  7.32   	   5.09		 64.68   	 -71.21		
-94.30   	 28.69   	  7.34   	  -5.09		 64.39   	 -71.21		
-99.49   	 45.47   	  7.32   	   5.09		 64.11   	 -71.21		
-83.01   	 40.89   	  7.34   	  20.35		 63.82   	 -66.12		
 -6.10   	  6.41   	  7.43   	  35.61		 63.56   	 -66.12		
162.96   	-33.87   	  7.57   	  15.26		 63.30   	 -61.04		
417.79   	-39.98   	  7.63   	   5.09		 63.05   	 -61.04		
683.59   	 15.87   	  7.65   	   0.00		 62.81   	 -61.04		
827.03   	109.86   	  7.65   	  10.17		 62.56   	 -66.12		
745.54   	157.17   	  7.69   	  20.35		 62.30   	 -61.04		
439.76   	 79.35   	  7.77   	  30.52		 62.05   	 -55.95		
 26.55   	-127.56   	  7.89   	  45.78		 61.83   	 -61.04		
-319.82   	-379.03   	  8.08   	  55.95		 61.59   	 -61.04		
-480.65   	-563.35   	  8.30   	  55.95		 61.34   	 -50.86		
-464.17   	-619.81(R)	  8.52(E)	  45.78		 61.14   	 -55.95		
-374.45   	-576.78   	  8.71   	  40.69		 60.92   	 -61.04		
-320.13   	-516.97   	  8.87   	  40.69		 60.67   	 -61.04		
-343.02   	-506.29   	  9.03   	  30.52		 60.43   	 -50.86		
-412.90   	-550.23   	  9.16   	  10.17		 60.22   	 -61.04		
-472.11   	-603.64   	  9.20   	   0.00		 59.98   	 -61.04		
-481.26   	-613.40   	  9.20   	 -10.17		 59.74   	 -55.95		
-438.54   	-553.89   	  9.16   	   5.09		 59.51   	 -55.95		
-364.69   	-435.49   	  9.18   	  15.26		 59.29   	 -55.95		
-280.76   	-289.31   	  9.24   	  25.43		 59.06   	 -50.86		
-201.42   	-148.62   	  9.34   	  45.78		 58.86   	 -50.86		
-134.58   	-34.79   	  9.52   	  76.30		 58.66   	 -50.86		
-85.45   	 44.56   	  9.83   	 111.90		 58.45   	 -45.78		
-54.32   	 90.33   	 10.27   	 147.51		 58.27   	 -50.86		
-38.76   	109.25   	 10.86   	 193.29		 58.07   	 -45.78		
-33.57   	110.78   	 11.64   	 218.72		 57.88   	 -50.86		
-31.43   	105.90   	 12.51   	 239.06		 57.68   	 -45.78		
-26.86   	102.54   	 13.47   	 239.06		 57.50   	 -50.86		
-17.70   	103.76   	 14.43   	 249.24		 57.29   	 -50.86		
 -7.32   	106.81   	 15.42   	 264.50		 57.09   	 -50.86		
  0.31   	108.95   	 16.48   	 274.67		 56.89   	 -55.95		
  3.05   	108.34   	 17.58   	 279.75		 56.66   	 -50.86		
  2.44   	105.90   	 18.70   	 289.93		 56.46   	 -45.78		
  2.14   	103.15   	 19.86   	 289.93		 56.28   	 -50.86		
  4.58   	101.62   	 21.02   	 289.93		 56.07   	 -50.86		
 10.07   	101.62   	 22.18   	 284.84		 55.87   	 -40.69		
 17.09   	103.45   	 23.32   	 279.75		 55.71   	 -30.52		
 23.19   	107.73   	 24.44   	 274.67		 55.58   	 -35.61		
 27.16   	113.22   	 25.53   	 254.32		 55.44   	 -40.69		
 29.30   	118.10   	 26.55   	 244.15		 55.28   	 -30.52		
 29.91   	120.85   	 27.53   	 233.98		 55.16   	 -25.43		
 29.30   	120.54   	 28.46   	 228.89		 55.06   	  -5.09		
 26.55   	118.41   	 29.38   	 198.37		 55.04(D)	  25.43		
 22.58   	118.10   	 30.17   	 167.85		 55.14   	  71.21		
 18.31   	121.46   	 30.84   	 162.77		 55.42   	 147.51		
 16.48   	129.39   	 31.50   	 152.59		 56.01   	 228.89		
 18.31   	139.77   	 32.11   	 127.16		 56.93   	 300.10		
 23.80   	149.54   	 32.61   	 111.90		 58.13   	 350.97		
 32.35   	157.47   	 33.06   	 116.99		 59.53   	 376.40		
 41.20   	162.96   	 33.53   	 106.82		 61.04   	 396.74		
 49.44   	166.93   	 33.96   	  96.64		 62.62   	 427.26		
 57.07   	168.76   	 34.34   	  91.56		 64.33   	 473.04		
 64.39   	168.46   	 34.71   	  81.38		 66.23   	 544.25		
 72.02   	168.15   	 35.04   	  91.56		 68.40   	 605.29		
 79.65   	169.37   	 35.40   	  86.47		 70.82   	 630.72		
 86.36   	174.56   	 35.75   	  91.56		 73.35   	 635.81		
 91.55   	182.19   	 36.11   	  76.30		 75.89   	 605.29		
 94.60   	190.73   	 36.42   	  71.21		 78.31   	 554.42		
 96.44   	197.75   	 36.70   	  66.12		 80.53   	 503.56		
 98.57   	203.86   	 36.97   	  66.12		 82.54   	 478.13		
101.93   	211.18   	 37.23   	  55.95		 84.46   	 473.04		
106.81   	221.25   	 37.46   	  45.78		 86.35   	 473.04		
113.53   	233.15   	 37.64   	  40.69		 88.24   	 467.95		
120.85   	244.75   	 37.80   	  55.95		 90.11   	 457.78		
128.17   	252.99   	 38.03   	  61.04		 91.94   	 437.43		
133.97   	257.26   	 38.27   	  40.69		 93.69   	 386.57		
137.33   	258.18   	 38.43   	  35.61		 95.24   	 320.45		
137.02   	256.96   	 38.58   	  50.86		 96.52   	 279.75		
133.36   	255.13   	 38.78   	  45.78		 97.64   	 233.98		
127.26   	254.52   	 38.96   	  35.61		 98.58   	 203.46		
119.93   	255.74   	 39.10   	  25.43		 99.39   	 167.85		
113.53   	259.40   	 39.21   	  30.52		100.06   	 147.51		
108.34   	264.89   	 39.33   	  25.43		100.65   	 116.99		
104.68   	269.78   	 39.43   	  15.26		101.12   	  86.47		
102.84   	271.61   	 39.49   	  15.26		101.46   	  55.95		
103.76   	267.94   	 39.55   	  10.17		101.69   	  25.43		
107.12   	258.79   	 39.59   	  10.17		101.79   	  10.17		
112.30   	245.36   	 39.63(S)	   0.00		101.83(S)	 -20.35		
116.58   	229.49   	 39.63   	   0.00		101.75   	 -40.69		
116.58   	210.27   	 39.63   	   0.00		101.59   	 -55.95		
110.78   	185.55   	 39.63   	  -5.09		101.36   	 -61.04		
 99.49   	153.81   	 39.61   	 -10.17		101.12   	 -81.38		
 84.53   	116.58   	 39.57   	 -10.17		100.79   	 -96.64		
 68.97   	 78.43   	 39.53   	 -20.35		100.41   	-106.82		
 56.15   	 46.08   	 39.45   	 -25.43		 99.98   	-111.90		
 47.30   	 21.67   	 39.35   	 -35.61		 99.53   	-127.16		
 41.50   	  5.19   	 39.21   	 -50.86		 99.02   	-147.51		
 37.84   	 -7.63   	 39.00   	 -66.12		 98.43   	-147.51		
 34.79   	-19.23   	 38.74   	 -71.21		 97.84   	-147.51		
 31.43   	-29.30   	 38.45   	 -76.30		 97.25   	-147.51		
 26.55   	-36.01   	 38.15   	-101.73		 96.66   	-162.77		
 18.92   	-40.59   	 37.74   	-137.33		 96.01   	-162.77		
  8.85   	-46.39   	 37.19   	-147.51		 95.36   	-162.77		
 -3.97   	-54.93   	 36.60   	-162.77		 94.71   	-167.85		
-17.09   	-65.00   	 35.95   	-193.29		 94.04   	-178.03		
-27.77   	-72.33   	 35.18   	-228.89		 93.33   	-178.03		
-34.18   	-74.16   	 34.26   	-249.24		 92.61   	-183.11		
-36.62   	-72.63   	 33.27   	-249.24		 91.88   	-188.20		
-37.23   	-72.63   	 32.27   	-254.32		 91.13   	-193.29		
-37.23   	-75.99   	 31.25   	-259.41		 90.36   	-198.37		
-38.15   	-81.18   	 30.21   	-279.75		 89.56   	-203.46		
-39.06   	-82.70   	 29.09   	-279.75		 88.75   	-223.80		
-38.15   	-77.51   	 27.98   	-279.75		 87.85   	-228.89		
-34.79   	-66.83   	 26.86   	-279.75		 86.94   	-239.06		
-30.21   	-55.85   	 25.74   	-300.10		 85.98   	-249.24		
-25.33   	-48.83   	 24.54   	-315.36		 84.98   	-244.15		
-22.28   	-46.69   	 23.28   	-330.62		 84.01   	-239.06		
-21.67   	-47.61   	 21.95   	-335.71		 83.05   	-218.72		
-22.89   	-48.83   	 20.61   	-361.14		 82.18   	-198.37		
-24.41   	-49.44   	 19.17   	-396.74		 81.38   	-172.94		
-24.72   	-49.74   	 17.58   	-406.92		 80.69   	-162.77		
-23.80   	-50.35   	 15.95   	-371.31		 80.04   	-152.59		
-21.97   	-50.35   	 14.47   	-315.36		 79.43   	-152.59		
-19.23   	-49.74   	 13.20   	-274.67		 78.82   	-152.59		
-16.78   	-47.91   	 12.11   	-254.32		 78.21   	-157.68		
-14.65   	-45.78   	 11.09   	-218.72		 77.58   	-152.59		
-14.04   	-45.47   	 10.21   	-172.94		 76.97   	-142.42		
-16.48   	-47.00   	  9.52   	-147.51		 76.40   	-132.25		
-21.06   	-50.96   	  8.93   	-137.33		 75.87   	-122.07		
-26.25   	-56.15   	  8.38   	-137.33		 75.38   	-111.90		
-29.60   	-60.42   	  7.83   	-137.33		 74.93   	-111.90		
-29.91   	-61.95   	  7.28   	-127.16		 74.49   	-111.90		
-28.08   	-60.12   	  6.78   	-106.82		 74.04   	-106.82		
-25.94   	-56.15   	  6.35   	 -71.21		 73.61   	-101.73		
-23.50   	-52.49   	  6.06   	 -40.69		 73.20   	 -91.56		
-19.53   	-50.35   	  5.90   	  -5.09		 72.84   	 -91.56		
-12.82   	-48.83   	  5.88   	  15.26		 72.47   	 -71.21		
 -2.75   	-47.00   	  5.94   	  35.61		 72.19   	 -61.04		
  8.54   	-45.17   	  6.08   	  25.43		 71.94   	 -61.04		
 19.84   	-45.47   	  6.19   	  15.26		 71.70   	 -71.21		
 29.91   	-47.91   	  6.25   	   5.09		 71.41   	 -66.12		
 38.45   	-49.74   	  6.27   	  -5.09		 71.15   	 -61.04		
 43.95   	-47.30   	  6.25   	 -10.17		 70.91   	 -61.04		
 45.47   	-40.28   	  6.21   	 -10.17		 70.66   	 -61.04		
 43.03   	-32.04   	  6.16   	 -15.26		 70.42   	 -55.95		
 36.32   	-26.55   	  6.10   	 -15.26		 70.19   	 -45.78		
 26.86   	-23.50   	  6.04   	 -30.52		 70.01   	 -40.69		
 16.78   	-19.23   	  5.92   	 -55.95		 69.85   	 -45.78		
  9.77   	 -9.16   	  5.70   	 -66.12		 69.66   	 -50.86		
  8.85   	  5.80   	  5.43   	 -55.95		 69.46   	 -55.95		
 16.48   	 20.14   	  5.21   	 -30.52		 69.24   	 -50.86		
 29.60   	 29.60   	  5.09   	 -10.17		 69.03   	 -61.04		
 41.20   	 30.21   	  5.05   	 -10.17		 68.79   	 -55.95		
 43.64   	 20.14   	  5.01   	  -5.09		 68.57   	 -61.04		
 32.35   	 -3.36   	  4.98(D)	  25.43		 68.32   	 -55.95		
 10.99   	-39.06   	  5.09   	  35.61		 68.10   	 -45.78		
-11.90   	-80.57   	  5.23   	  40.69		 67.91   	 -40.69		
-26.25   	-115.05   	  5.39   	  30.52		 67.75   	 -35.61		
-28.08   	-131.23   	  5.51   	  35.61		 67.61   	 -50.86		
-21.06   	-128.17   	  5.66   	  45.78		 67.41   	 -50.86		
-12.82   	-115.97   	  5.84   	  50.86		 67.20   	 -61.04		
 -9.46   	-107.12   	  6.04   	  30.52		 66.96   	 -71.21		
-11.29   	-108.95   	  6.16   	  15.26		 66.67   	 -76.30		
-14.34   	-119.32   	  6.23   	  25.43		 66.37   	 -76.30		
-15.26   	-131.84   	  6.33   	  35.61		 66.06   	 -71.21		
-14.34   	-141.91   	  6.47   	  25.43		 65.78   	 -61.04		
-13.73   	-148.01   	  6.57   	  15.26		 65.53   	 -55.95		
-14.34   	-150.76   	  6.63   	   5.09		 65.31   	 -61.04		
-15.87   	-149.23   	  6.65   	  10.17		 65.07   	 -61.04		
-16.17   	-143.43   	  6.69   	  25.43		 64.82   	 -66.12		
-14.95   	-134.58   	  6.80   	  35.61		 64.56   	 -61.04		
-14.95   	-125.73   	  6.94   	  25.43		 64.31   	 -71.21		
-21.36   	-116.58   	  7.04   	  25.43		 64.03   	 -76.30		
-37.23   	-106.51   	  7.14   	  50.86		 63.72   	 -71.21		
-53.10   	-102.84   	  7.34   	  71.21		 63.44   	 -61.04		
-37.84   	-122.07   	  7.63   	  66.12		 63.19   	 -61.04		
 51.88   	-163.27   	  7.89   	  30.52		 62.95   	 -61.04		
243.23   	-197.14   	  8.02   	  15.26		 62.71   	 -61.04		
513.31   	-183.72   	  8.08   	  10.17		 62.46   	 -55.95		
764.77   	-105.29   	  8.12   	  15.26		 62.24   	 -61.04		
860.90   	 -3.66   	  8.18   	  -5.09		 61.99   	 -66.12		
718.69   	 27.16   	  8.16   	  -5.09		 61.73   	 -66.12		
369.57   	-79.65   	  8.14   	   0.00		 61.46   	 -66.12		
-47.00   	-304.57   	  8.14(E)	  10.17		 61.20   	 -61.04		
-360.72   	-549.01   	  8.18   	  15.26		 60.96   	 -55.95		
-482.18   	-706.48   	  8.24   	  15.26		 60.73   	 -50.86		
-448.30   	-738.53   	  8.30   	  20.35		 60.53   	 -55.95		
-371.09   	-693.05   	  8.38   	  35.61		 60.30   	 -50.86		
-342.71   	-653.69   	  8.52   	  50.86		 60.10   	 -45.78		
-382.08   	-670.17   	  8.73   	  35.61		 59.92   	 -55.95		
-445.56   	-726.93   	  8.87   	  30.52		 59.69   	 -55.95		
-477.60   	-769.65(R)	  8.99   	  20.35		 59.47   	 -55.95		
-451.05   	-749.51   	  9.07   	  25.43		 59.25   	 -55.95		
-375.98   	-655.52   	  9.18   	  40.69		 59.02   	 -55.95		
-278.93   	-510.25   	  9.34   	  40.69		 58.80   	 -55.95		
-182.19   	-352.48   	  9.50   	  50.86		 58.58   	 -50.86		
-97.66   	-213.62   	  9.70   	  66.12		 58.37   	 -45.78		
-31.74   	-110.17   	  9.97   	 111.90		 58.19   	 -45.78		
 13.12   	-44.25   	 10.42   	 157.68		 58.01   	 -40.69		
 37.54   	-10.68   	 11.05   	 198.37		 57.84   	 -50.86		
 45.17   	 -1.83   	 11.84   	 213.63		 57.64   	 -50.86		
 41.50   	 -6.71   	 12.70   	 213.63		 57.44   	 -50.86		
 34.79   	-14.95   	 13.55   	 218.72		 57.23   	 -45.78		
 32.35   	-19.23   	 14.43   	 208.54		 57.05   	 -45.78		
 36.32   	-16.78   	 15.26   	 208.54		 56.87   	 -40.69		
 44.86   	 -9.77   	 16.09   	 208.54		 56.70   	 -50.86		
 53.10   	 -2.14   	 16.93   	 228.89		 56.50   	 -45.78		
 57.98   	  5.49   	 17.84   	 254.32		 56.32   	 -55.95		
 59.20   	 13.43   	 18.86   	 274.67		 56.09   	 -50.86		
 58.29   	 21.06   	 19.96   	 279.75		 55.89   	 -50.86		
 56.76   	 27.16   	 21.08   	 289.93		 55.69   	 -45.78		
 54.63   	 28.99   	 22.24   	 305.19		 55.50   	 -40.69		
 51.27   	 26.25   	 23.46   	 320.45		 55.34   	 -35.61		
 46.08   	 21.36   	 24.74   	 300.10		 55.20   	 -25.43		
