SAMPLE NUMBER:   5
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  DAO     	  DAO'		  RV     	  RV'		
 63.60   	 127.16		 48.50   	  40.69		
 64.11   	 127.16		 48.67   	  30.52		
 64.62   	 111.90		 48.79   	  25.43		
 65.07   	  86.47		 48.89   	  10.17		
 65.41   	  71.21		 48.93   	   5.09		
 65.70   	  55.95		 48.95(S)	   0.00		
 65.92   	  35.61		 48.95   	  -5.09		
 66.06   	  25.43		 48.93   	 -15.26		
 66.16   	  20.35		 48.87   	 -30.52		
 66.25   	  10.17		 48.75   	 -40.69		
 66.29(S)	   0.00		 48.59   	 -55.95		
 66.29   	   0.00		 48.36   	 -71.21		
 66.29   	 -10.17		 48.08   	 -91.56		
 66.25   	 -20.35		 47.71   	-106.82		
 66.16   	 -25.43		 47.28   	-122.07		
 66.06   	 -25.43		 46.80   	-137.33		
 65.96   	 -35.61		 46.25   	-147.51		
 65.82   	 -35.61		 45.66   	-162.77		
 65.68   	 -30.52		 45.00   	-178.03		
 65.55   	 -35.61		 44.29   	-178.03		
 65.41   	 -40.69		 43.58   	-188.20		
 65.25   	 -30.52		 42.83   	-178.03		
 65.13   	 -35.61		 42.12   	-183.11		
 64.98   	 -45.78		 41.38   	-183.11		
 64.80   	 -45.78		 40.65   	-193.29		
 64.62   	 -50.86		 39.88   	-203.46		
 64.41   	 -55.95		 39.06   	-218.72		
 64.19   	 -50.86		 38.19   	-233.98		
 63.99   	 -50.86		 37.25   	-233.98		
 63.78   	 -61.04		 36.32   	-223.80		
 63.54   	 -61.04		 35.42   	-218.72		
 63.30   	 -76.30		 34.55   	-228.89		
 62.99   	 -96.64		 33.63   	-233.98		
 62.60   	-106.82		 32.70   	-239.06		
 62.18   	-122.07		 31.74   	-254.32		
 61.69   	-132.25		 30.72   	-259.41		
 61.16   	-137.33		 29.68   	-264.50		
 60.61   	-147.51		 28.63   	-269.58		
 60.02   	-152.59		 27.55   	-264.50		
 59.41   	-147.51		 26.49   	-274.67		
 58.82   	-137.33		 25.39   	-269.58		
 58.27   	-122.07		 24.31   	-274.67		
 57.78   	-111.90		 23.21   	-274.67		
 57.33   	 -96.64		 22.12   	-279.75		
 56.95   	 -91.56		 21.00   	-279.75		
 56.58   	 -81.38		 19.88   	-284.84		
 56.26   	 -81.38		 18.74   	-279.75		
 55.93   	 -71.21		 17.62   	-274.67		
 55.65   	 -66.12		 16.52   	-274.67		
 55.38   	 -66.12		 15.42   	-264.50		
 55.12   	 -61.04		 14.36   	-254.32		
 54.87   	 -61.04		 13.35   	-244.15		
 54.63   	 -55.95		 12.37   	-228.89		
 54.40   	 -61.04		 11.45   	-213.63		
 54.16   	 -61.04		 10.60   	-193.29		
 53.92   	 -61.04		  9.83   	-172.94		
 53.67   	 -61.04		  9.14   	-152.59		
 53.43   	 -61.04		  8.52   	-147.51		
 53.18   	 -55.95		  7.93   	-132.25		
 52.96   	 -45.78		  7.41   	-127.16		
 52.78   	 -40.69		  6.90   	-116.99		
 52.61   	 -50.86		  6.43   	-101.73		
 52.41   	 -50.86		  6.02   	 -86.47		
 52.21   	 -50.86		  5.68   	 -71.21		
 52.00   	 -45.78		  5.39   	 -55.95		
 51.82   	 -50.86		  5.17   	 -40.69		
 51.62   	 -50.86		  5.01   	 -25.43		
 51.41   	 -55.95		  4.90   	 -25.43		
 51.19   	 -55.95		  4.80   	 -25.43		
 50.97   	 -55.95		  4.70   	 -20.35		
 50.74   	 -61.04		  4.62   	 -20.35		
 50.50   	 -55.95		  4.54   	 -20.35		
 50.27   	 -50.86		  4.46   	 -15.26		
 50.07   	 -45.78		  4.39   	 -10.17		
 49.89   	 -50.86		  4.35   	  -5.09		
 49.68   	 -50.86		  4.33   	   5.09		
 49.48   	 -50.86		  4.35   	   0.00		
 49.28   	 -61.04		  4.35   	  -5.09		
 49.03   	 -61.04		  4.33   	 -15.26		
 48.79   	 -55.95		  4.27   	 -25.43		
 48.57   	 -45.78		  4.17   	 -25.43		
 48.38   	 -35.61		  4.07   	 -25.43		
 48.24   	 -40.69		  3.97   	 -20.35		
 48.08   	 -40.69		  3.89   	 -15.26		
 47.91   	 -40.69		  3.83   	  -5.09		
 47.75   	 -45.78		  3.80(E)	  20.35		
 47.57   	 -40.69		  3.89   	  20.35		
 47.41   	 -35.61		  3.97   	  35.61		
 47.26   	 -45.78		  4.11   	  30.52		
 47.08   	 -40.69		  4.23   	  40.69		
 46.92   	 -40.69		  4.39   	  45.78		
 46.75   	 -40.69		  4.58   	  50.86		
 46.59   	 -40.69		  4.78   	  55.95		
 46.43   	 -45.78		  5.01   	  61.04		
 46.25   	 -45.78		  5.25   	  61.04		
 46.06   	 -45.78		  5.49   	  76.30		
 45.88   	 -50.86		  5.80   	  71.21		
 45.68   	 -50.86		  6.08   	  86.47		
 45.47   	 -50.86		  6.43   	  91.56		
 45.27   	 -45.78		  6.80   	  96.64		
 45.09   	 -50.86		  7.18   	 101.73		
 44.88   	 -45.78		  7.59   	 116.99		
 44.70   	 -45.78		  8.06   	 132.25		
 44.52   	 -40.69		  8.59   	 167.85		
 44.35   	 -40.69		  9.26   	 198.37		
 44.19   	 -35.61		 10.05   	 223.80		
 44.05   	 -40.69		 10.95   	 254.32		
 43.89   	 -50.86		 11.96   	 289.93		
 43.68   	 -45.78		 13.12   	 320.45		
 43.50   	 -45.78		 14.40   	 356.05		
 43.32   	 -25.43		 15.83   	 442.52		
 43.21   	 -10.17		 17.60   	 452.69		
 43.17(D)	  20.35		 19.41   	 447.61		
 43.26   	  66.12		 21.20   	 437.43		
 43.52   	 127.16		 22.95   	 432.35		
 44.03   	 178.03		 24.68   	 427.26		
 44.74   	 239.06		 26.39   	 412.00		
 45.70   	 279.75		 28.04   	 406.92		
 46.82   	 305.19		 29.66   	 386.57		
 48.04   	 330.62		 31.21   	 376.40		
 49.36   	 325.53		 32.72   	 356.05		
 50.66   	 315.36		 34.14   	 340.79		
 51.92   	 284.84		 35.50   	 320.45		
 53.06   	 244.15		 36.79   	 295.01		
 54.04   	 208.54		 37.97   	 274.67		
 54.87   	 172.94		 39.06   	 259.41		
 55.56   	 137.33		 40.10   	 239.06		
 56.11   	 111.90		 41.06   	 228.89		
 56.56   	  86.47		 41.97   	 203.46		
 56.91   	  66.12		 42.79   	 193.29		
 57.17   	  61.04		 43.56   	 172.94		
 57.42   	  61.04		 44.25   	 157.68		
 57.66   	  71.21		 44.88   	 142.42		
 57.94   	  81.38		 45.45   	 137.33		
 58.27   	  91.56		 46.00   	 127.16		
 58.64   	 137.33		 46.51   	 127.16		
 59.19   	 157.68		 47.02   	 111.90		
 59.82   	 162.77		 47.47   	 111.90		
 60.47   	 172.94		 47.91   	 101.73		
 61.16   	 172.94		 48.32   	  91.56		
 61.85   	 172.94		 48.69   	  86.47		
 62.54   	 162.77		 49.03   	  81.38		
 63.19   	 152.59		 49.36   	  76.30		
 63.80   	 152.59		 49.66   	  71.21		
 64.41   	 137.33		 49.95   	  66.12		
 64.96   	 122.07		 50.21   	  66.12		
 65.45   	  96.64		 50.48   	  55.95		
 65.84   	  86.47		 50.70   	  45.78		
 66.18   	  66.12		 50.88   	  35.61		
 66.45   	  55.95		 51.03   	  25.43		
 66.67   	  50.86		 51.13   	   5.09		
 66.88   	  45.78		 51.15(S)	  -5.09		
 67.06   	  35.61		 51.13   	 -25.43		
 67.20   	  25.43		 51.03   	 -30.52		
 67.30   	  10.17		 50.91   	 -45.78		
 67.34(S)	  -5.09		 50.72   	 -76.30		
 67.32   	 -10.17		 50.42   	-101.73		
 67.28   	 -15.26		 50.01   	-127.16		
 67.22   	 -15.26		 49.50   	-157.68		
 67.16   	 -15.26		 48.87   	-178.03		
 67.10   	 -25.43		 48.16   	-193.29		
 67.00   	 -30.52		 47.39   	-208.54		
 66.88   	 -35.61		 46.55   	-213.63		
 66.73   	 -40.69		 45.70   	-223.80		
 66.57   	 -45.78		 44.80   	-228.89		
 66.39   	 -45.78		 43.89   	-239.06		
 66.21   	 -45.78		 42.93   	-259.41		
 66.02   	 -45.78		 41.89   	-269.58		
 65.84   	 -50.86		 40.81   	-279.75		
 65.64   	 -61.04		 39.69   	-279.75		
 65.39   	 -55.95		 38.58   	-274.67		
 65.17   	 -61.04		 37.48   	-264.50		
 64.92   	 -66.12		 36.42   	-259.41		
 64.66   	 -66.12		 35.38   	-244.15		
 64.39   	 -66.12		 34.40   	-228.89		
 64.13   	 -86.47		 33.49   	-213.63		
 63.78   	 -91.56		 32.63   	-208.54		
 63.42   	-111.90		 31.80   	-213.63		
 62.97   	-122.07		 30.95   	-218.72		
 62.48   	-127.16		 30.07   	-228.89		
 61.97   	-137.33		 29.16   	-239.06		
 61.42   	-152.59		 28.20   	-259.41		
 60.81   	-157.68		 27.16   	-269.58		
 60.18   	-147.51		 26.08   	-279.75		
 59.59   	-142.42		 24.96   	-284.84		
 59.02   	-122.07		 23.82   	-289.93		
 58.53   	-111.90		 22.67   	-284.84		
 58.09   	 -96.64		 21.53   	-289.93		
 57.70   	 -91.56		 20.37   	-284.84		
 57.33   	 -81.38		 19.23   	-289.93		
 57.01   	 -86.47		 18.07   	-295.01		
 56.66   	 -86.47		 16.89   	-295.01		
 56.32   	 -76.30		 15.71   	-284.84		
 56.01   	 -66.12		 14.57   	-274.67		
 55.75   	 -61.04		 13.47   	-259.41		
 55.50   	 -55.95		 12.43   	-244.15		
 55.28   	 -66.12		 11.45   	-223.80		
 55.02   	 -66.12		 10.56   	-208.54		
 54.75   	 -76.30		  9.73   	-188.20		
 54.45   	 -61.04		  8.97   	-172.94		
 54.20   	 -55.95		  8.28   	-147.51		
 53.98   	 -50.86		  7.69   	-142.42		
 53.77   	 -50.86		  7.12   	-127.16		
 53.57   	 -61.04		  6.61   	-122.07		
 53.33   	 -66.12		  6.12   	-111.90		
 53.06   	 -61.04		  5.68   	-101.73		
 52.82   	 -50.86		  5.27   	 -91.56		
 52.61   	 -45.78		  4.90   	 -71.21		
 52.43   	 -45.78		  4.62   	 -55.95		
 52.25   	 -45.78		  4.39   	 -45.78		
 52.06   	 -55.95		  4.21   	 -30.52		
 51.84   	 -61.04		  4.09   	 -30.52		
 51.60   	 -61.04		  3.97   	 -20.35		
 51.35   	 -55.95		  3.89   	 -25.43		
 51.13   	 -50.86		  3.78   	 -25.43		
 50.93   	 -50.86		  3.68   	 -25.43		
 50.72   	 -55.95		  3.58   	 -20.35		
 50.50   	 -55.95		  3.50   	 -20.35		
 50.27   	 -61.04		  3.42   	 -15.26		
 50.03   	 -50.86		  3.36   	  -5.09		
 49.83   	 -45.78		  3.34   	  10.17		
 49.64   	 -45.78		  3.38   	  15.26		
 49.46   	 -45.78		  3.44   	  10.17		
 49.28   	 -45.78		  3.48   	   5.09		
 49.09   	 -55.95		  3.50   	 -10.17		
 48.87   	 -50.86		  3.46   	 -20.35		
 48.67   	 -40.69		  3.38   	 -20.35		
 48.50   	 -40.69		  3.30   	 -30.52		
 48.34   	 -50.86		  3.17   	 -20.35		
 48.14   	 -50.86		  3.09   	 -15.26		
 47.93   	 -50.86		  3.03(D)	   5.09		
 47.73   	 -50.86		  3.05(E)	  25.43		
 47.53   	 -45.78		  3.15   	  40.69		
 47.34   	 -45.78		  3.32   	  40.69		
 47.16   	 -45.78		  3.48   	  50.86		
 46.98   	 -40.69		  3.68   	  55.95		
 46.82   	 -45.78		  3.91   	  50.86		
 46.63   	 -40.69		  4.11   	  50.86		
 46.47   	 -40.69		  4.31   	  50.86		
 46.31   	 -40.69		  4.52   	  55.95		
 46.14   	 -55.95		  4.74   	  55.95		
 45.92   	 -50.86		  4.96   	  66.12		
 45.72   	 -50.86		  5.23   	  76.30		
 45.51   	 -50.86		  5.53   	  81.38		
 45.31   	 -50.86		  5.86   	  91.56		
 45.11   	 -50.86		  6.23   	  96.64		
 44.90   	 -45.78		  6.61   	 101.73		
 44.72   	 -45.78		  7.02   	 122.07		
 44.54   	 -35.61		  7.51   	 142.42		
 44.39   	 -40.69		  8.08   	 183.11		
 44.23   	 -35.61		  8.81   	 218.72		
 44.09   	 -45.78		  9.68   	 244.15		
 43.91   	 -55.95		 10.66   	 264.50		
 43.68   	 -45.78		 11.72   	 300.10		
 43.50   	 -45.78		 12.92   	 330.62		
 43.32   	 -35.61		 14.24   	 361.14		
 43.17   	 -30.52		 15.69   	 457.78		
 43.05   	 -25.43		 17.52   	 457.78		
 42.95(D)	   5.09		 19.35   	 457.78		
 42.97   	  50.86		 21.18   	 452.69		
 43.17   	 101.73		 22.99   	 442.52		
 43.58   	 167.85		 24.76   	 432.35		
 44.25   	 218.72		 26.49   	 412.00		
 45.13   	 264.50		 28.14   	 396.74		
 46.18   	 284.84		 29.73   	 381.48		
 47.32   	 315.36		 31.25   	 361.14		
 48.59   	 320.45		 32.70   	 345.88		
 49.87   	 310.27		 34.08   	 325.53		
 51.11   	 279.75		 35.38   	 300.10		
 52.23   	 249.24		 36.58   	 284.84		
 53.22   	 213.63		 37.72   	 254.32		
 54.08   	 172.94		 38.74   	 228.89		
 54.77   	 132.25		 39.65   	 213.63		
 55.30   	 111.90		 40.51   	 193.29		
 55.75   	  91.56		 41.28   	 172.94		
 56.11   	  76.30		 41.97   	 157.68		
 56.42   	  55.95		 42.60   	 137.33		
 56.64   	  50.86		 43.15   	 127.16		
 56.85   	  61.04		 43.66   	 116.99		
 57.09   	  61.04		 44.13   	  96.64		
 57.33   	  81.38		 44.52   	  91.56		
 57.66   	 127.16		 44.88   	  81.38		
 58.17   	 142.42		 45.21   	  76.30		
 58.74   	 152.59		 45.51   	  66.12		
 59.35   	 147.51		 45.78   	  50.86		
 59.94   	 152.59		 45.98   	  45.78		
 60.55   	 147.51		 46.16   	  35.61		
 61.14   	 147.51		 46.31   	  30.52		
 61.73   	 142.42		 46.43   	  25.43		
 62.30   	 137.33		 46.53   	  20.35		
 62.85   	 127.16		 46.61   	  10.17		
 63.36   	 111.90		 46.65(S)	   0.00		
 63.80   	  96.64		 46.65   	 -10.17		
 64.19   	  71.21		 46.61   	 -25.43		
 64.48   	  55.95		 46.51   	 -40.69		
 64.70   	  40.69		 46.35   	 -50.86		
 64.86   	  35.61		 46.14   	 -66.12		
 65.00   	  20.35		 45.88   	 -71.21		
 65.09   	  10.17		 45.59   	 -86.47		
 65.13(S)	   0.00		 45.25   	-101.73		
 65.13   	  -5.09		 44.84   	-116.99		
 65.11   	 -15.26		 44.37   	-137.33		
 65.05   	 -15.26		 43.82   	-152.59		
 64.98   	 -30.52		 43.21   	-162.77		
 64.86   	 -25.43		 42.56   	-162.77		
 64.76   	 -35.61		 41.91   	-162.77		
 64.62   	 -35.61		 41.26   	-162.77		
 64.48   	 -35.61		 40.61   	-157.68		
 64.33   	 -30.52		 39.98   	-157.68		
 64.21   	 -35.61		 39.35   	-167.85		
 64.07   	 -40.69		 38.68   	-178.03		
 63.91   	 -35.61		 37.97   	-183.11		
 63.76   	 -40.69		 37.23   	-193.29		
 63.60   	 -50.86		 36.46   	-193.29		
 63.40   	 -55.95		 35.69   	-193.29		
 63.17   	 -55.95		 34.91   	-188.20		
 62.95   	 -55.95		 34.16   	-193.29		
 62.73   	 -61.04		 33.39   	-193.29		
 62.48   	 -61.04		 32.61   	-198.37		
 62.24   	 -71.21		 31.82   	-203.46		
 61.95   	 -76.30		 31.01   	-213.63		
 61.65   	 -86.47		 30.15   	-213.63		
 61.30   	-101.73		 29.30   	-218.72		
 60.89   	-116.99		 28.42   	-223.80		
 60.43   	-137.33		 27.53   	-223.80		
 59.88   	-147.51		 26.63   	-233.98		
 59.29   	-147.51		 25.70   	-239.06		
 58.70   	-142.42		 24.74   	-233.98		
 58.13   	-132.25		 23.80   	-233.98		
 57.60   	-116.99		 22.87   	-239.06		
 57.13   	-111.90		 21.91   	-244.15		
 56.68   	-111.90		 20.94   	-249.24		
 56.24   	-101.73		 19.94   	-254.32		
 55.83   	 -91.56		 18.92   	-264.50		
 55.46   	 -81.38		 17.86   	-259.41		
 55.14   	 -71.21		 16.83   	-264.50		
 54.85   	 -61.04		 15.77   	-264.50		
 54.61   	 -66.12		 14.71   	-254.32		
 54.34   	 -66.12		 13.69   	-244.15		
 54.08   	 -61.04		 12.72   	-244.15		
 53.83   	 -71.21		 11.74   	-239.06		
 53.55   	 -71.21		 10.78   	-228.89		
 53.27   	 -61.04		  9.87   	-213.63		
 53.02   	 -55.95		  9.01   	-203.46		
 52.80   	 -50.86		  8.20   	-188.20		
 52.59   	 -55.95		  7.45   	-167.85		
 52.37   	 -55.95		  6.78   	-152.59		
 52.15   	 -61.04		  6.16   	-147.51		
 51.90   	 -61.04		  5.57   	-127.16		
 51.66   	 -61.04		  5.07   	-122.07		
 51.41   	 -55.95		  4.58   	-106.82		
 51.19   	 -45.78		  4.15   	 -81.38		
 51.01   	 -40.69		  3.83   	 -66.12		
 50.84   	 -40.69		  3.56   	 -55.95		
 50.68   	 -45.78		  3.34   	 -40.69		
 50.50   	 -55.95		  3.17   	 -45.78		
 50.27   	 -55.95		  2.99   	 -45.78		
 50.05   	 -50.86		  2.81   	 -45.78		
 49.85   	 -45.78		  2.62   	 -40.69		
 49.66   	 -50.86		  2.46   	 -25.43		
 49.46   	 -45.78		  2.36   	 -15.26		
 49.28   	 -55.95		  2.30(D)	   0.00		
 49.05   	 -61.04		  2.30   	  10.17		
 48.81   	 -50.86		  2.34   	  25.43		
 48.61   	 -55.95		  2.44   	  25.43		
 48.38   	 -40.69		  2.54   	  25.43		
 48.22   	 -40.69		  2.64   	  15.26		
 48.06   	 -40.69		  2.71   	   0.00		
 47.89   	 -40.69		  2.71   	  -5.09		
 47.73   	 -40.69		  2.69   	 -15.26		
 47.57   	 -40.69		  2.62   	 -10.17		
 47.41   	 -50.86		  2.58   	  -5.09		
 47.20   	 -35.61		  2.56   	   5.09		
 47.06   	 -35.61		  2.58   	  25.43		
 46.92   	 -35.61		  2.69   	  30.52		
 46.77   	 -35.61		  2.81   	  50.86		
 46.63   	 -45.78		  3.01   	  45.78		
 46.45   	 -50.86		  3.19   	  45.78		
 46.25   	 -45.78		  3.38   	  55.95		
 46.06   	 -50.86		  3.60   	  61.04		
 45.86   	 -45.78		  3.85   	  71.21		
 45.68   	 -45.78		  4.13   	  71.21		
 45.49   	 -55.95		  4.42   	  81.38		
 45.27   	 -55.95		  4.74   	  76.30		
 45.05   	 -45.78		  5.05   	  76.30		
 44.86   	 -40.69		  5.35   	  71.21		
 44.70   	 -45.78		  5.64   	  76.30		
 44.52   	 -40.69		  5.94   	  86.47		
 44.35   	 -40.69		  6.29   	  86.47		
 44.19   	 -45.78		  6.63   	 106.82		
 44.01   	 -45.78		  7.06   	 127.16		
 43.82   	 -45.78		  7.57   	 137.33		
 43.64   	 -50.86		  8.12   	 157.68		
 43.44   	 -35.61		  8.75   	 193.29		
 43.30   	 -30.52		  9.52   	 213.63		
 43.17   	 -25.43		 10.38   	 233.98		
 43.07   	 -30.52		 11.31   	 264.50		
 42.95   	 -30.52		 12.37   	 279.75		
 42.83   	 -45.78		 13.49   	 310.27		
 42.64   	 -45.78		 14.73   	 330.62		
 42.46   	 -40.69		 16.05   	 427.26		
 42.30   	 -30.52		 17.76   	 442.52		
 42.18   	 -10.17		 19.53   	 442.52		
 42.14(D)	  20.35		 21.30   	 437.43		
 42.22   	  50.86		 23.05   	 427.26		
 42.42   	 111.90		 24.76   	 406.92		
 42.87   	 172.94		 26.39   	 396.74		
 43.56   	 233.98		 27.98   	 381.48		
 44.50   	 279.75		 29.50   	 366.22		
 45.62   	 300.10		 30.97   	 356.05		
 46.82   	 310.27		 32.39   	 330.62		
 48.06   	 295.01		 33.71   	 310.27		
 49.24   	 284.84		 34.95   	 289.93		
 50.38   	 274.67		 36.11   	 269.58		
 51.47   	 244.15		 37.19   	 249.24		
 52.45   	 213.63		 38.19   	 228.89		
 53.31   	 172.94		 39.10   	 213.63		
 54.00   	 127.16		 39.96   	 183.11		
 54.51   	  96.64		 40.69   	 172.94		
 54.89   	  81.38		 41.38   	 157.68		
 55.22   	  71.21		 42.01   	 142.42		
 55.50   	  71.21		 42.58   	 132.25		
 55.79   	  66.12		 43.11   	 116.99		
 56.05   	  71.21		 43.58   	 106.82		
 56.34   	  71.21		 44.01   	  91.56		
 56.62   	 106.82		 44.37   	  76.30		
 57.05   	 111.90		 44.68   	  71.21		
 57.50   	 127.16		 44.96   	  61.04		
 58.01   	 142.42		 45.21   	  55.95		
 58.58   	 142.42		 45.43   	  45.78		
 59.15   	 137.33		 45.62   	  45.78		
 59.69   	 142.42		 45.80   	  30.52		
 60.26   	 142.42		 45.92   	  20.35		
 60.83   	 132.25		 46.00   	  10.17		
 61.36   	 137.33		 46.04(S)	   0.00		
 61.91   	 132.25		 46.04   	  -5.09		
 62.44   	 116.99		 46.02   	 -10.17		
 62.91   	  96.64		 45.98   	 -20.35		
 63.30   	  71.21		 45.90   	 -30.52		
 63.58   	  55.95		 45.78   	 -45.78		
 63.80   	  50.86		 45.59   	 -50.86		
 64.01   	  35.61		 45.39   	 -61.04		
 64.15   	  25.43		 45.15   	 -76.30		
 64.25   	  10.17		 44.84   	 -86.47		
 64.29(S)	  -5.09		 44.50   	-101.73		
 64.27   	 -10.17		 44.09   	-106.82		
 64.23   	 -15.26		 43.66   	-116.99		
 64.17   	 -20.35		 43.19   	-127.16		
 64.09   	 -30.52		 42.69   	-137.33		
 63.97   	 -25.43		 42.14   	-132.25		
 63.87   	 -25.43		 41.61   	-132.25		
 63.76   	 -35.61		 41.08   	-137.33		
 63.62   	 -40.69		 40.53   	-137.33		
 63.46   	 -40.69		 39.98   	-137.33		
 63.30   	 -40.69		 39.43   	-152.59		
 63.13   	 -45.78		 38.82   	-152.59		
 62.95   	 -50.86		 38.21   	-162.77		
 62.75   	 -55.95		 37.56   	-162.77		
 62.52   	 -50.86		 36.91   	-167.85		
 62.32   	 -45.78		 36.24   	-162.77		
 62.14   	 -35.61		 35.58   	-162.77		
 61.99   	 -45.78		 34.93   	-162.77		
 61.81   	 -50.86		 34.28   	-167.85		
 61.61   	 -55.95		 33.61   	-178.03		
 61.38   	 -66.12		 32.90   	-183.11		
 61.12   	 -81.38		 32.17   	-198.37		
 60.79   	 -81.38		 31.37   	-203.46		
 60.47   	 -91.56		 30.56   	-208.54		
 60.10   	-116.99		 29.73   	-218.72		
 59.63   	-127.16		 28.85   	-218.72		
 59.12   	-132.25		 27.98   	-218.72		
 58.60   	-147.51		 27.10   	-223.80		
 58.01   	-137.33		 26.21   	-228.89		
 57.46   	-137.33		 25.29   	-239.06		
 56.91   	-127.16		 24.33   	-249.24		
 56.40   	-111.90		 23.34   	-259.41		
 55.95   	-106.82		 22.30   	-264.50		
 55.52   	 -96.64		 21.24   	-269.58		
 55.14   	 -86.47		 20.16   	-269.58		
 54.79   	 -76.30		 19.08   	-264.50		
 54.49   	 -81.38		 18.03   	-264.50		
 54.16   	 -71.21		 16.97   	-264.50		
 53.88   	 -66.12		 15.91   	-269.58		
 53.61   	 -66.12		 14.83   	-264.50		
 53.35   	 -55.95		 13.77   	-269.58		
 53.12   	 -55.95		 12.70   	-264.50		
 52.90   	 -55.95		 11.64   	-254.32		
 52.68   	 -55.95		 10.62   	-244.15		
 52.45   	 -66.12		  9.64   	-223.80		
 52.19   	 -66.12		  8.75   	-208.54		
 51.92   	 -71.21		  7.91   	-188.20		
 51.64   	 -55.95		  7.16   	-172.94		
 51.41   	 -45.78		  6.47   	-147.51		
 51.23   	 -40.69		  5.88   	-137.33		
 51.07   	 -40.69		  5.33   	-122.07		
 50.91   	 -45.78		  4.84   	-111.90		
 50.72   	 -50.86		  4.39   	-101.73		
 50.52   	 -50.86		  3.99   	 -76.30		
 50.32   	 -50.86		  3.68   	 -61.04		
 50.11   	 -40.69		  3.44   	 -45.78		
 49.95   	 -45.78		  3.26   	 -40.69		
 49.77   	 -40.69		  3.09   	 -40.69		
 49.60   	 -45.78		  2.93   	 -40.69		
 49.42   	 -55.95		  2.77   	 -45.78		
 49.20   	 -61.04		  2.58   	 -35.61		
 48.95   	 -55.95		  2.44   	 -20.35		
 48.73   	 -55.95		  2.36   	 -10.17		
 48.50   	 -50.86		  2.32(D)	  10.17		
 48.30   	 -50.86		  2.36   	  15.26		
 48.10   	 -50.86		  2.42   	  25.43		
 47.89   	 -55.95		  2.52   	  15.26		
 47.67   	 -55.95		  2.58   	   5.09		
 47.45   	 -45.78		  2.60   	 -10.17		
 47.26   	 -45.78		  2.56   	 -20.35		
 47.08   	 -35.61		  2.48   	 -20.35		
 46.94   	 -35.61		  2.40   	  -5.09		
 46.80   	 -35.61		  2.38   	   5.09		
 46.65   	 -35.61		  2.40   	  20.35		
 46.51   	 -40.69		  2.48   	  35.61		
 46.35   	 -35.61		  2.62   	  55.95		
 46.21   	 -40.69		  2.85   	  45.78		
 46.04   	 -35.61		  3.03   	  50.86		
 45.90   	 -30.52		  3.23   	  55.95		
 45.78   	 -40.69		  3.46   	  55.95		
 45.62   	 -40.69		  3.68   	  71.21		
 45.45   	 -45.78		  3.97   	  76.30		
 45.27   	 -45.78		  4.27   	  76.30		
 45.09   	 -50.86		  4.58   	  76.30		
 44.88   	 -50.86		  4.88   	  71.21		
 44.68   	 -40.69		  5.17   	  81.38		
 44.52   	 -40.69		  5.49   	  81.38		
 44.35   	 -45.78		  5.82   	  91.56		
 44.17   	 -50.86		  6.19   	 101.73		
 43.97   	 -55.95		  6.59   	 111.90		
 43.74   	 -45.78		  7.04   	 127.16		
 43.56   	 -45.78		  7.55   	 147.51		
 43.38   	 -35.61		  8.14   	 172.94		
 43.23   	 -35.61		  8.83   	 208.54		
 43.09   	 -30.52		  9.66   	 233.98		
 42.97   	 -30.52		 10.60   	 259.41		
 42.85   	 -35.61		 11.64   	 279.75		
 42.71   	 -40.69		 12.76   	 300.10		
 42.54   	 -40.69		 13.96   	 325.53		
 42.38   	 -35.61		 15.26   	 345.88		
 42.24   	 -25.43		 16.64   	 427.26		
 42.14   	 -15.26		 18.35   	 432.35		
 42.08(D)	  15.26		 20.08   	 437.43		
 42.14   	  50.86		 21.83   	 437.43		
 42.34   	 101.73		 23.58   	 422.18		
 42.75   	 157.68		 25.27   	 401.83		
 43.38   	 208.54		 26.88   	 391.66		
 44.21   	 254.32		 28.44   	 371.31		
 45.23   	 289.93		 29.93   	 350.97		
 46.39   	 305.19		 31.33   	 340.79		
 47.61   	 305.19		 32.70   	 325.53		
 48.83   	 305.19		 34.00   	 305.19		
 50.05   	 274.67		 35.22   	 284.84		
 51.15   	 249.24		 36.36   	 264.50		
 52.15   	 213.63		 37.42   	 239.06		
 53.00   	 183.11		 38.37   	 218.72		
 53.73   	 152.59		 39.25   	 198.37		
 54.34   	 122.07		 40.04   	 183.11		
 54.83   	  91.56		 40.77   	 167.85		
 55.20   	  76.30		 41.44   	 157.68		
 55.50   	  76.30		 42.08   	 137.33		
 55.81   	  66.12		 42.62   	 116.99		
 56.07   	  61.04		 43.09   	 106.82		
 56.32   	  86.47		 43.52   	  96.64		
 56.66   	  96.64		 43.91   	  86.47		
 57.05   	 127.16		 44.25   	  81.38		
 57.56   	 132.25		 44.58   	  66.12		
 58.09   	 147.51		 44.84   	  55.95		
 58.68   	 157.68		 45.07   	  50.86		
 59.31   	 162.77		 45.27   	  40.69		
 59.96   	 157.68		 45.43   	  25.43		
 60.59   	 142.42		 45.53   	  20.35		
 61.16   	 147.51		 45.62   	  10.17		
 61.75   	 132.25		 45.66   	   5.09		
 62.28   	 122.07		 45.68(S)	  -5.09		
 62.77   	 122.07		 45.66   	 -10.17		
 63.26   	 106.82		 45.62   	 -25.43		
