SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  RFA     	  RFA'		
144.35   	126.04   	 42.14   	  20.35		 44.58   	 -20.35		
152.89   	136.72   	 42.22   	  25.43		 44.50   	 -15.26		
161.13   	146.48   	 42.32   	  30.52		 44.44   	 -25.43		
168.76   	156.56   	 42.44   	  40.69		 44.33   	 -30.52		
176.09   	167.54   	 42.60   	  55.95		 44.21   	 -20.35		
183.72   	180.05   	 42.83   	  71.21		 44.13   	 -20.35		
191.35   	194.09   	 43.11   	  91.56		 44.05   	 -20.35		
199.28   	208.44   	 43.48   	 101.73		 43.97   	 -15.26		
206.91   	222.17   	 43.89   	 116.99		 43.91   	 -15.26		
215.15   	235.29   	 44.35   	 132.25		 43.85   	 -20.35		
224.30   	248.72   	 44.88   	 142.42		 43.76   	 -15.26		
234.68   	263.98   	 45.45   	 152.59		 43.70   	 -15.26		
245.67   	281.07   	 46.06   	 157.68		 43.64   	 -15.26		
256.65   	299.99   	 46.69   	 167.85		 43.58   	  -5.09		
267.33   	319.52   	 47.37   	 172.94		 43.56(D)	  15.26		
278.02   	339.66   	 48.06   	 172.94		 43.62   	  50.86		
288.09   	360.41   	 48.75   	 167.85		 43.82   	  71.21		
297.55   	382.39   	 49.42   	 172.94		 44.11   	 106.82		
306.40   	405.58   	 50.11   	 167.85		 44.54   	 147.51		
314.94   	428.77   	 50.78   	 162.77		 45.13   	 167.85		
323.18   	451.36   	 51.43   	 167.85		 45.80   	 188.20		
330.81   	472.41   	 52.11   	 157.68		 46.55   	 183.11		
337.52   	492.25   	 52.74   	 152.59		 47.28   	 178.03		
342.41   	510.25   	 53.35   	 137.33		 48.00   	 183.11		
343.63   	523.99   	 53.90   	 122.07		 48.73   	 183.11		
338.75   	530.09   	 54.38   	 111.90		 49.46   	 188.20		
326.54   	524.29   	 54.83   	  96.64		 50.21   	 188.20		
305.79   	503.54   	 55.22   	  76.30		 50.97   	 198.37		
277.71   	466.92   	 55.52   	  50.86		 51.76   	 203.46		
244.45   	416.26   	 55.73   	  45.78		 52.57   	 208.54		
209.05   	356.45   	 55.91   	  30.52		 53.41   	 203.46		
173.34   	292.66   	 56.03   	  25.43		 54.22   	 203.46		
139.16   	228.88   	 56.13   	  15.26		 55.04   	 203.46		
106.81   	168.15   	 56.20(S)	   0.00		 55.85   	 203.46		
 77.21   	112.00   	 56.20   	  -5.09		 56.66   	 203.46		
 50.66   	 62.26   	 56.17   	 -10.17		 57.48   	 203.46		
 28.08   	 20.14   	 56.13   	  -5.09		 58.29   	 203.46		
  9.46   	-14.34   	 56.11   	 -10.17		 59.10   	 198.37		
 -6.41   	-42.42   	 56.07   	  -5.09		 59.90   	 193.29		
-19.84   	-64.70   	 56.05   	 -10.17		 60.67   	 188.20		
-30.82   	-82.40   	 56.01   	 -15.26		 61.42   	 183.11		
-39.37   	-96.13   	 55.95   	 -20.35		 62.16   	 183.11		
-45.47   	-106.81   	 55.87   	 -25.43		 62.89   	 183.11		
-50.66   	-115.05   	 55.77   	 -40.69		 63.62   	 172.94		
-55.54   	-121.46   	 55.61   	 -55.95		 64.31   	 172.94		
-60.12   	-126.65   	 55.38   	 -76.30		 65.00   	 172.94		
-64.09   	-130.62   	 55.08   	-111.90		 65.70   	 162.77		
-66.53   	-133.36   	 54.63   	-147.51		 66.35   	 162.77		
-67.44   	-134.89   	 54.04   	-188.20		 67.00   	 147.51		
-67.75   	-135.19   	 53.29   	-233.98		 67.59   	 127.16		
-66.83   	-134.28   	 52.35   	-279.75		 68.10   	 101.73		
-65.61   	-131.84   	 51.23   	-315.36		 68.50   	  81.38		
-63.48   	-129.09   	 49.97   	-340.79		 68.83   	  61.04		
-61.65   	-126.95   	 48.61   	-371.31		 69.07   	  45.78		
-60.12   	-126.04   	 47.12   	-432.35		 69.26   	  30.52		
-59.20   	-124.82   	 45.39   	-483.21		 69.38   	  10.17		
-57.37   	-122.38   	 43.46   	-523.90		 69.42   	   5.09		
-55.24   	-119.32   	 41.36   	-549.34		 69.44   	  15.26		
-53.10   	-115.97   	 39.17   	-564.60		 69.50   	  25.43		
-51.57   	-113.83   	 36.91   	-579.86		 69.60   	  25.43		
-50.66   	-112.92   	 34.59   	-579.86		 69.70   	  10.17		
-50.35   	-112.30   	 32.27   	-569.68		 69.75   	  10.17		
-49.74   	-112.00   	 29.99   	-559.51		 69.79   	   5.09		
-49.44   	-111.39   	 27.75   	-544.25		 69.81(S)	 -15.26		
-49.13   	-110.78   	 25.57   	-513.73		 69.75   	 -45.78		
-48.83   	-110.47   	 23.52   	-493.39		 69.56   	 -71.21		
-48.22   	-110.17   	 21.55   	-462.87		 69.28   	 -76.30		
-47.00   	-110.17   	 19.69   	-422.18		 68.97   	 -81.38		
-45.47   	-110.17   	 18.01   	-391.66		 68.65   	-106.82		
-43.95   	-109.56   	 16.44   	-350.97		 68.22   	-122.07		
-43.03   	-107.73   	 15.04   	-310.27		 67.73   	-132.25		
-41.81   	-104.06   	 13.79   	-284.84		 67.20   	-127.16		
-39.67   	-98.57   	 12.66   	-269.58		 66.69   	-122.07		
-35.40   	-90.33   	 11.58   	-259.41		 66.21   	-132.25		
-26.86   	-78.13   	 10.54   	-264.50		 65.68   	-132.25		
-13.12   	-61.65   	  9.48   	-254.32		 65.15   	-137.33		
  5.80   	-42.72   	  8.46   	-254.32		 64.60   	-137.33		
 26.86   	-24.41   	  7.45   	-239.06		 64.05   	-137.33		
 45.78   	 -8.85   	  6.49   	-228.89		 63.50   	-137.33		
 60.12   	  5.80   	  5.57   	-213.63		 62.95   	-137.33		
 73.24   	 25.94   	  4.72   	-193.29		 62.40   	-127.16		
 91.55   	 56.15   	  3.95   	-167.85		 61.89   	-116.99		
119.63   	 93.69   	  3.28   	-137.33		 61.42   	-116.99		
155.64   	129.39   	  2.73   	-106.82		 60.96   	-106.82		
189.82   	151.06   	  2.30   	 -86.47		 60.53   	-106.82		
208.13   	149.84   	  1.95   	 -55.95		 60.10   	-106.82		
202.33   	126.65   	  1.73   	 -35.61		 59.67   	-111.90		
172.12   	 90.64   	  1.59   	  -5.09		 59.23   	-111.90		
125.73   	 51.27   	  1.57   	  20.35		 58.78   	-116.99		
 76.29   	 14.65   	  1.65   	  45.78		 58.31   	-116.99		
 34.79   	-16.48   	  1.83   	  50.86		 57.84   	-106.82		
  3.36   	-46.39   	  2.03   	  66.12		 57.42   	-106.82		
-24.41   	-79.35   	  2.30   	  76.30		 56.99   	 -96.64		
-55.54   	-113.53   	  2.60   	  66.12		 56.60   	 -91.56		
-90.33   	-142.21   	  2.87   	  55.95		 56.24   	 -76.30		
-120.85   	-157.78   	  3.09   	  25.43		 55.93   	 -76.30		
-136.72   	-157.78   	  3.19   	   0.00		 55.63   	 -76.30		
-135.80   	-148.62   	  3.19   	 -40.69		 55.32   	 -76.30		
-125.73   	-140.69   	  3.03   	 -61.04		 55.02   	 -76.30		
-118.10   	-140.08   	  2.79   	 -86.47		 54.71   	 -66.12		
-119.02   	-145.26   	  2.44   	-101.73		 54.45   	 -76.30		
-125.73   	-151.37   	  2.03   	-106.82		 54.14   	 -76.30		
-132.14   	-153.50   	  1.61   	-111.90		 53.83   	 -71.21		
-133.97   	-151.98   	  1.16   	-106.82		 53.55   	 -66.12		
-132.75   	-149.23   	  0.73   	 -81.38		 53.29   	 -55.95		
-130.92   	-147.40   	  0.41   	 -45.78		 53.06   	 -55.95		
-130.31   	-146.48   	  0.22(D)	   0.00		 52.84   	 -61.04		
-130.62   	-145.57   	  0.22   	  35.61		 52.59   	 -55.95		
-130.00   	-143.74   	  0.37   	  71.21		 52.37   	 -45.78		
-128.48   	-140.99   	  0.65   	  96.64		 52.19   	 -50.86		
-126.65   	-137.63   	  1.04   	 116.99		 51.98   	 -61.04		
-125.12   	-134.58   	  1.51   	 137.33		 51.74   	 -55.95		
-125.12   	-133.06   	  2.05   	 137.33		 51.52   	 -45.78		
-124.51   	-132.45   	  2.60   	 132.25		 51.33   	 -45.78		
-120.24   	-129.09   	  3.13   	 127.16		 51.15   	 -40.69		
-105.59   	-117.49   	  3.64   	 111.90		 50.99   	 -50.86		
-68.36   	-94.91   	  4.09   	  96.64		 50.78   	 -45.78		
  3.97   	-58.90   	  4.48   	  91.56		 50.60   	 -45.78		
108.95   	 -1.22   	  4.84   	  76.30		 50.42   	 -45.78		
222.47   	 96.74   	  5.15   	  66.12		 50.23   	 -40.69		
299.68   	252.69   	  5.41   	  50.86		 50.07   	 -40.69		
284.12   	452.27   	  5.62   	  25.43		 49.91   	 -45.78		
-192.26   	662.54   	  5.72   	  10.17		 49.73   	 -45.78		
-606.08   	469.36   	  5.76   	   0.00		 49.54   	 -45.78		
-1012.57   	 56.15   	  5.76   	 -15.26		 49.36   	 -45.78		
-1293.64   	-444.34   	  5.70   	 -20.35		 49.18   	 -40.69		
-1366.58   	-843.51   	  5.62   	 -30.52		 49.01   	 -45.78		
-1226.50   	-996.40(R)	  5.49(E)	 -35.61		 48.83   	 -45.78		
-939.94   	-883.79   	  5.35   	 -35.61		 48.65   	 -45.78		
-599.98   	-609.13   	  5.21   	 -40.69		 48.46   	 -45.78		
-292.97   	-317.99   	  5.05   	 -40.69		 48.28   	 -45.78		
-80.57   	-115.36   	  4.88   	 -35.61		 48.10   	 -40.69		
 13.73   	-28.08   	  4.74   	 -25.43		 47.93   	 -35.61		
 10.07   	-24.72   	  4.64   	  -5.09		 47.79   	 -35.61		
-39.06   	-52.80   	  4.62   	  15.26		 47.65   	 -35.61		
-78.13   	-73.24   	  4.68   	  30.52		 47.51   	 -40.69		
-79.04   	-71.41   	  4.80   	  71.21		 47.34   	 -35.61		
-49.44   	-54.32   	  5.09   	 106.82		 47.20   	 -40.69		
-18.31   	-35.40   	  5.51   	 147.51		 47.04   	 -40.69		
 -5.80   	-25.02   	  6.10   	 208.54		 46.88   	 -35.61		
 -9.77   	-23.50   	  6.94   	 279.75		 46.73   	 -35.61		
-15.87   	-23.80   	  8.06   	 335.71		 46.59   	 -35.61		
-14.04   	-19.84   	  9.40   	 376.40		 46.45   	 -35.61		
 -4.58   	-10.07   	 10.91   	 412.00		 46.31   	 -35.61		
  5.80   	  0.92   	 12.55   	 452.69		 46.16   	 -35.61		
 13.43   	 10.07   	 14.36   	 478.13		 46.02   	 -30.52		
 17.40   	 16.17   	 16.28   	 564.60		 45.90   	 -35.61		
 21.67   	 27.77   	 18.54   	 539.16		 45.76   	 -30.52		
 26.86   	 35.40   	 20.69   	 523.90		 45.64   	 -30.52		
 34.79   	 43.95   	 22.79   	 513.73		 45.51   	 -25.43		
 43.03   	 52.80   	 24.84   	 523.90		 45.41   	 -25.43		
 50.05   	 60.73   	 26.94   	 564.60		 45.31   	 -35.61		
 54.93   	 67.44   	 29.20   	 590.03		 45.17   	 -30.52		
 58.90   	 73.24   	 31.56   	 559.51		 45.05   	 -30.52		
 63.17   	 79.35   	 33.79   	 518.82		 44.92   	 -30.52		
 68.36   	 86.36   	 35.87   	 462.87		 44.80   	 -25.43		
 74.77   	 94.60   	 37.72   	 412.00		 44.70   	 -25.43		
 81.48   	104.06   	 39.37   	 330.62		 44.60   	 -25.43		
 88.20   	114.14   	 40.69   	 244.15		 44.50   	 -20.35		
 94.60   	124.21   	 41.67   	 162.77		 44.41   	 -25.43		
101.01   	133.36   	 42.32   	 101.73		 44.31   	 -30.52		
108.03   	141.91   	 42.73   	  66.12		 44.19   	 -30.52		
115.36   	150.45   	 42.99   	  25.43		 44.07   	 -35.61		
122.99   	159.91   	 43.09   	  10.17		 43.93   	 -30.52		
130.62   	170.59   	 43.13   	 -15.26		 43.80   	 -30.52		
137.63   	182.19   	 43.07   	 -15.26		 43.68   	 -25.43		
144.65   	194.40   	 43.01   	  -5.09		 43.58   	 -15.26		
151.67   	206.91   	 42.99   	   0.00		 43.52   	 -10.17		
159.00   	219.73   	 42.99   	  25.43		 43.48   	  -5.09		
166.93   	232.85   	 43.09   	  50.86		 43.46   	  -5.09		
175.48   	245.97   	 43.30   	  76.30		 43.44   	 -20.35		
184.33   	259.70   	 43.60   	  96.64		 43.36   	 -25.43		
193.48   	273.44   	 43.99   	 127.16		 43.26   	 -20.35		
203.25   	287.78   	 44.50   	 142.42		 43.17   	 -30.52		
212.71   	303.04   	 45.07   	 152.59		 43.05   	 -15.26		
222.47   	319.21   	 45.68   	 167.85		 42.99   	 -10.17		
232.24   	336.61   	 46.35   	 172.94		 42.95(D)	  10.17		
242.31   	354.92   	 47.04   	 178.03		 42.99   	  30.52		
252.69   	374.76   	 47.75   	 183.11		 43.11   	  50.86		
263.98   	395.51   	 48.48   	 183.11		 43.32   	  76.30		
275.57   	417.18   	 49.22   	 178.03		 43.62   	 111.90		
286.25   	438.84   	 49.93   	 172.94		 44.07   	 142.42		
296.02   	460.51   	 50.62   	 167.85		 44.64   	 167.85		
304.87   	482.79   	 51.29   	 162.77		 45.31   	 178.03		
312.81   	505.68   	 51.94   	 157.68		 46.02   	 188.20		
319.82   	528.26   	 52.57   	 142.42		 46.77   	 198.37		
325.32   	548.71   	 53.14   	 132.25		 47.57   	 193.29		
328.37   	564.58   	 53.67   	 116.99		 48.34   	 193.29		
326.84   	571.90   	 54.14   	 106.82		 49.11   	 188.20		
319.52   	568.54   	 54.57   	  96.64		 49.87   	 188.20		
304.26   	551.45   	 54.95   	  81.38		 50.62   	 193.29		
281.07   	520.02   	 55.28   	  71.21		 51.39   	 203.46		
251.16   	475.16   	 55.56   	  50.86		 52.21   	 208.54		
216.37   	419.62   	 55.77   	  35.61		 53.04   	 213.63		
179.14   	357.97   	 55.91   	  25.43		 53.90   	 213.63		
141.91   	294.49   	 56.01   	  20.35		 54.75   	 218.72		
107.12   	232.85   	 56.09   	   5.09		 55.63   	 213.63		
 75.99   	175.48   	 56.11   	   5.09		 56.48   	 203.46		
 48.83   	123.90   	 56.13(S)	   0.00		 57.29   	 198.37		
 25.02   	 78.43   	 56.13   	   0.00		 58.09   	 193.29		
  4.58   	 40.28   	 56.13   	  -5.09		 58.86   	 193.29		
-12.82   	  8.85   	 56.11   	 -10.17		 59.63   	 203.46		
-27.47   	-16.17   	 56.07   	 -15.26		 60.45   	 203.46		
-39.67   	-36.01   	 56.01   	 -20.35		 61.26   	 208.54		
-49.44   	-52.19   	 55.93   	 -30.52		 62.10   	 203.46		
-57.98   	-65.00   	 55.81   	 -40.69		 62.91   	 203.46		
-65.00   	-74.46   	 55.65   	 -40.69		 63.72   	 198.37		
-70.50   	-81.18   	 55.48   	 -40.69		 64.52   	 183.11		
-74.77   	-86.06   	 55.32   	 -50.86		 65.25   	 172.94		
-77.82   	-90.33   	 55.12   	 -66.12		 65.94   	 157.68		
-79.96   	-94.30   	 54.85   	 -96.64		 66.57   	 152.59		
-81.79   	-97.66   	 54.47   	-132.25		 67.18   	 142.42		
-82.70   	-99.49   	 53.94   	-172.94		 67.75   	 127.16		
-83.01   	-99.49   	 53.24   	-213.63		 68.26   	 106.82		
-82.40   	-97.96   	 52.39   	-269.58		 68.69   	  96.64		
-80.87   	-95.52   	 51.31   	-320.45		 69.07   	  76.30		
-78.74   	-93.38   	 50.03   	-345.88		 69.38   	  50.86		
-76.90   	-92.16   	 48.65   	-381.48		 69.58   	  25.43		
-75.99   	-91.86   	 47.12   	-432.35		 69.68   	  30.52		
-75.07   	-91.55   	 45.39   	-488.30		 69.81   	  40.69		
-73.85   	-90.64   	 43.44   	-528.99		 69.97   	  45.78		
-71.72   	-88.50   	 41.32   	-559.51		 70.15   	  35.61		
-68.66   	-85.75   	 39.08   	-579.86		 70.29   	  30.52		
-65.61   	-83.01   	 36.76   	-584.94		 70.42   	  20.35		
-63.48   	-81.48   	 34.43   	-590.03		 70.50   	   5.09		
-61.95   	-80.57   	 32.06   	-590.03		 70.52(S)	 -20.35		
-60.73   	-79.96   	 29.70   	-574.77		 70.44   	 -35.61		
-59.20   	-79.04   	 27.41   	-564.60		 70.29   	 -55.95		
-57.07   	-77.51   	 25.15   	-534.08		 70.07   	 -71.21		
-54.63   	-75.07   	 23.01   	-503.56		 69.79   	 -71.21		
-52.49   	-72.33   	 21.00   	-462.87		 69.50   	 -81.38		
-50.35   	-69.58   	 19.15   	-427.26		 69.18   	 -91.56		
-48.83   	-68.05   	 17.44   	-386.57		 68.81   	-101.73		
-47.61   	-67.75   	 15.89   	-350.97		 68.40   	-106.82		
-46.39   	-68.05   	 14.49   	-315.36		 67.98   	-111.90		
-45.17   	-68.66   	 13.22   	-284.84		 67.53   	-132.25		
-43.95   	-68.66   	 12.09   	-264.50		 67.00   	-157.68		
-43.64   	-68.36   	 11.03   	-249.24		 66.37   	-162.77		
-43.03   	-66.83   	 10.03   	-249.24		 65.72   	-162.77		
-40.59   	-63.17   	  9.03   	-239.06		 65.07   	-162.77		
-33.26   	-54.93   	  8.08   	-233.98		 64.41   	-162.77		
-19.53   	-41.50   	  7.14   	-218.72		 63.76   	-147.51		
  0.00   	-24.41   	  6.27   	-213.63		 63.17   	-127.16		
 21.36   	 -7.02   	  5.41   	-203.46		 62.67   	-101.73		
 39.67   	  9.16   	  4.60   	-193.29		 62.26   	 -96.64		
 53.10   	 25.94   	  3.83   	-162.77		 61.87   	-101.73		
 65.61   	 48.22   	  3.17   	-132.25		 61.46   	-111.90		
 83.62   	 78.43   	  2.64   	-101.73		 61.02   	-111.90		
111.08   	113.22   	  2.24   	 -76.30		 60.57   	-116.99		
146.48   	144.96   	  1.93   	 -45.78		 60.10   	-122.07		
180.66   	165.10   	  1.75   	 -25.43		 59.61   	-122.07		
201.11   	166.02   	  1.65   	   0.00		 59.12   	-116.99		
198.67   	147.40   	  1.65   	  20.35		 58.66   	-101.73		
172.12   	114.44   	  1.73   	  45.78		 58.25   	 -96.64		
128.48   	 73.24   	  1.91   	  61.04		 57.86   	 -91.56		
 79.65   	 31.13   	  2.16   	  71.21		 57.50   	 -96.64		
 37.23   	 -7.02   	  2.44   	  66.12		 57.11   	 -96.64		
  4.58   	-40.28   	  2.71   	  66.12		 56.72   	 -86.47		
-23.19   	-72.33   	  2.97   	  55.95		 56.38   	 -86.47		
-53.41   	-103.45   	  3.19   	  30.52		 56.03   	 -86.47		
-86.67   	-129.39   	  3.32   	  10.17		 55.69   	 -81.38		
-116.88   	-145.57   	  3.36   	 -25.43		 55.36   	 -71.21		
-134.28   	-148.62   	  3.26   	 -55.95		 55.08   	 -61.04		
-135.50   	-143.13   	  3.03   	 -86.47		 54.83   	 -71.21		
-126.34   	-136.41   	  2.69   	 -91.56		 54.55   	 -71.21		
-118.10   	-134.58   	  2.32   	-101.73		 54.26   	 -76.30		
-117.19   	-138.24   	  1.91   	 -96.64		 53.96   	 -66.12		
-122.68   	-143.13   	  1.53   	 -96.64		 53.69   	 -66.12		
-129.09   	-146.18   	  1.14   	 -81.38		 53.43   	 -61.04		
-132.14   	-146.48   	  0.81   	 -55.95		 53.18   	 -66.12		
-131.53   	-145.57   	  0.59   	 -15.26		 52.92   	 -55.95		
-129.70   	-144.65   	  0.53(D)	  15.26		 52.70   	 -50.86		
-129.09   	-144.04   	  0.59   	  45.78		 52.49   	 -50.86		
-129.70   	-143.74   	  0.77   	  71.21		 52.29   	 -55.95		
-130.00   	-142.82   	  1.06   	  96.64		 52.06   	 -55.95		
-129.39   	-141.60   	  1.44   	 116.99		 51.84   	 -55.95		
-128.17   	-140.08   	  1.91   	 132.25		 51.62   	 -61.04		
-126.65   	-138.24   	  2.44   	 137.33		 51.37   	 -55.95		
-126.04   	-137.63   	  2.99   	 137.33		 51.15   	 -55.95		
-125.12   	-136.72   	  3.54   	 111.90		 50.93   	 -45.78		
-121.15   	-132.14   	  3.99   	  91.56		 50.74   	 -45.78		
-107.12   	-119.02   	  4.35   	  71.21		 50.56   	 -35.61		
-71.72   	-94.91   	  4.64   	  55.95		 50.42   	 -40.69		
 -2.44   	-58.59   	  4.86   	  45.78		 50.25   	 -35.61		
100.10   	 -2.44   	  5.05   	  35.61		 50.11   	 -40.69		
212.40   	 91.86   	  5.19   	  30.52		 49.95   	 -45.78		
292.05   	243.53   	  5.31   	  25.43		 49.77   	 -45.78		
284.42   	442.20   	  5.41   	  15.26		 49.58   	 -45.78		
-161.13   	670.78   	  5.47   	  15.26		 49.40   	 -50.86		
-564.88   	491.33   	  5.53   	   5.09		 49.20   	 -40.69		
-973.51   	 84.53   	  5.55   	   5.09		 49.03   	 -40.69		
-1269.84   	-422.06   	  5.57   	 -10.17		 48.87   	 -35.61		
-1364.44   	-837.40   	  5.53   	 -10.17		 48.73   	 -30.52		
-1242.98   	-1008.91(R)	  5.49(E)	  -5.09		 48.61   	 -40.69		
-964.36   	-909.12   	  5.47   	 -10.17		 48.44   	 -45.78		
-623.78   	-638.12   	  5.43   	  -5.09		 48.26   	 -50.86		
-311.28   	-344.85   	  5.41   	 -10.17		 48.06   	 -50.86		
-92.77   	-137.63   	  5.37   	 -20.35		 47.85   	 -50.86		
  6.71   	-46.39   	  5.29   	 -15.26		 47.65   	 -45.78		
  6.71   	-40.59   	  5.23   	 -15.26		 47.47   	 -45.78		
-39.37   	-67.44   	  5.17   	   0.00		 47.28   	 -40.69		
-77.51   	-87.59   	  5.17   	  20.35		 47.12   	 -30.52		
-78.74   	-85.75   	  5.25   	  55.95		 47.00   	 -25.43		
-50.66   	-68.05   	  5.47   	  91.56		 46.90   	 -30.52		
-20.14   	-47.30   	  5.84   	 137.33		 46.77   	 -40.69		
 -6.71   	-33.87   	  6.39   	 193.29		 46.61   	 -40.69		
 -9.16   	-29.60   	  7.16   	 244.15		 46.45   	 -35.61		
-13.73   	-29.30   	  8.14   	 300.10		 46.31   	 -35.61		
-11.60   	-25.63   	  9.34   	 345.88		 46.16   	 -40.69		
 -3.05   	-16.78   	 10.72   	 386.57		 46.00   	 -35.61		
  6.41   	 -5.19   	 12.27   	 427.26		 45.86   	 -30.52		
 13.73   	  5.49   	 13.98   	 457.78		 45.74   	 -25.43		
 19.23   	 14.65   	 15.81   	 554.42		 45.64   	 -35.61		
 26.86   	 30.21   	 18.03   	 544.25		 45.49   	 -30.52		
 31.43   	 37.23   	 20.20   	 539.16		 45.37   	 -30.52		
 36.32   	 43.33   	 22.36   	 534.08		 45.25   	 -30.52		
 41.50   	 48.83   	 24.50   	 508.65		 45.13   	 -35.61		
 46.08   	 54.02   	 26.53   	 493.39		 44.98   	 -35.61		
 50.35   	 59.51   	 28.50   	 508.65		 44.84   	 -30.52		
 55.24   	 66.53   	 30.54   	 544.25		 44.72   	 -25.43		
 61.04   	 74.77   	 32.72   	 559.51		 44.62   	 -20.35		
 67.75   	 83.62   	 34.95   	 528.99		 44.54   	 -20.35		
 74.77   	 92.16   	 37.07   	 467.95		 44.46   	 -20.35		
 81.48   	100.10   	 38.94   	 386.57		 44.37   	 -25.43		
 87.28   	107.42   	 40.49   	 305.19		 44.27   	 -35.61		
 93.08   	115.36   	 41.71   	 228.89		 44.13   	 -40.69		
 98.88   	123.60   	 42.62   	 147.51		 43.97   	 -30.52		
105.59   	132.75   	 43.21   	  71.21		 43.85   	 -30.52		
113.53   	141.91   	 43.50   	  15.26		 43.72   	 -20.35		
121.77   	151.98   	 43.56   	 -25.43		 43.64   	 -20.35		
129.70   	162.35   	 43.46   	 -40.69		 43.56   	 -10.17		
136.72   	173.03   	 43.30   	 -45.78		 43.52   	 -10.17		
143.43   	183.72   	 43.11   	 -40.69		 43.48   	 -15.26		
150.76   	194.09   	 42.95   	 -20.35		 43.42   	 -20.35		
158.39   	203.86   	 42.87   	   0.00		 43.34   	 -30.52		
166.32   	213.62   	 42.87   	  25.43		 43.21   	 -20.35		
174.26   	224.00   	 42.97   	  55.95		 43.13   	 -15.26		
182.19   	236.21   	 43.19   	  81.38		 43.07   	 -20.35		
190.43   	250.55   	 43.52   	 111.90		 42.99   	 -25.43		
199.28   	266.72   	 43.97   	 132.25		 42.89   	 -10.17		
209.05   	283.81   	 44.50   	 152.59		 42.85   	  -5.09		
219.42   	300.90   	 45.11   	 167.85		 42.83(D)	   0.00		
229.80   	317.08   	 45.78   	 178.03		 42.83   	   5.09		
240.78   	333.56   	 46.49   	 188.20		 42.85   	  25.43		
251.77   	351.56   	 47.24   	 193.29		 42.95   	  50.86		
263.06   	371.09   	 48.02   	 183.11		 43.15   	  96.64		
274.05   	392.46   	 48.75   	 183.11		 43.54   	 132.25		
284.73   	413.82   	 49.48   	 178.03		 44.07   	 157.68		
294.80   	435.18   	 50.19   	 178.03		 44.70   	 183.11		
304.57   	455.93   	 50.91   	 167.85		 45.43   	 198.37		
313.11   	476.38   	 51.58   	 162.77		 46.23   	 203.46		
321.04   	497.13   	 52.23   	 152.59		 47.04   	 198.37		
327.45   	517.27   	 52.84   	 142.42		 47.83   	 188.20		
332.03   	534.67   	 53.41   	 122.07		 48.59   	 193.29		
332.34   	545.65   	 53.90   	 101.73		 49.36   	 198.37		
326.54   	546.26   	 54.30   	  86.47		 50.15   	 203.46		
313.11   	532.84   	 54.65   	  71.21		 50.97   	 218.72		
291.75   	504.76   	 54.93   	  55.95		 51.84   	 218.72		
263.98   	463.56   	 55.16   	  45.78		 52.72   	 228.89		
231.93   	412.29   	 55.34   	  35.61		 53.63   	 228.89		
197.45   	353.70   	 55.48   	  20.35		 54.55   	 223.80		
161.74   	291.44   	 55.56   	  20.35		 55.44   	 218.72		
126.34   	228.58   	 55.65   	  15.26		 56.32   	 213.63		
 93.08   	169.07   	 55.71   	  10.17		 57.17   	 208.54		
 62.87   	114.75   	 55.75   	   5.09		 58.01   	 203.46		
 36.93   	 67.14   	 55.77(S)	   0.00		 58.82   	 203.46		
 15.26   	 26.86   	 55.77   	  -5.09		 59.63   	 198.37		
 -3.05   	 -7.32   	 55.75   	 -10.17		 60.43   	 203.46		
-18.62   	-35.40   	 55.71   	 -10.17		 61.24   	 213.63		
-31.43   	-57.68   	 55.67   	 -15.26		 62.10   	 218.72		
-41.20   	-75.38   	 55.61   	 -20.35		 62.97   	 223.80		
-48.52   	-88.81   	 55.52   	 -25.43		 63.87   	 223.80		
-54.32   	-99.18   	 55.42   	 -35.61		 64.76   	 203.46		
-58.90   	-106.81   	 55.28   	 -45.78		 65.57   	 198.37		
-63.17   	-112.61   	 55.10   	 -61.04		 66.37   	 188.20		
-66.83   	-116.58   	 54.85   	 -76.30		 67.12   	 162.77		
-69.58   	-119.32   	 54.55   	 -91.56		 67.77   	 142.42		
-71.72   	-120.54   	 54.18   	-122.07		 68.34   	 122.07		
-72.63   	-120.54   	 53.69   	-147.51		 68.83   	 101.73		
-72.63   	-119.32   	 53.10   	-188.20		 69.24   	  86.47		
-71.72   	-117.80   	 52.35   	-228.89		 69.58   	  71.21		
-70.80   	-116.88   	 51.43   	-284.84		 69.87   	  55.95		
-69.89   	-117.49   	 50.29   	-330.62		 70.09   	  45.78		
-69.27   	-118.71   	 48.97   	-361.14		 70.27   	  50.86		
-68.66   	-119.93   	 47.53   	-396.74		 70.48   	  61.04		
-67.44   	-119.93   	 45.94   	-462.87		 70.72   	  50.86		
-65.92   	-119.32   	 44.09   	-518.82		 70.93   	  50.86		
-64.39   	-117.49   	 42.01   	-554.42		 71.13   	  50.86		
-63.17   	-115.36   	 39.80   	-579.86		 71.33   	  30.52		
-61.34   	-113.22   	 37.48   	-590.03		 71.45   	   5.09		
-58.90   	-110.47   	 35.12   	-595.11		 71.47(S)	  -5.09		
-55.85   	-108.34   	 32.74   	-595.11		 71.45   	 -25.43		
-52.80   	-106.81   	 30.36   	-584.94		 71.35   	 -45.78		
