SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		
 63.17   	-93.08   	  6.16   	 -81.38		 46.63   	 -55.95		
 65.92   	-118.10   	  5.84   	 -50.86		 46.41   	 -71.21		
 58.59   	-146.48   	  5.64   	 -35.61		 46.12   	 -76.30		
 39.06   	-174.26   	  5.49   	 -30.52		 45.82   	 -86.47		
  7.02   	-200.81   	  5.37   	 -40.69		 45.47   	 -55.95		
-36.62   	-231.93   	  5.21   	 -55.95		 45.25   	 -40.69		
-86.98   	-271.91   	  4.98   	 -71.21		 45.09   	 -50.86		
-135.19   	-316.47   	  4.70   	 -61.04		 44.88   	 -45.78		
-169.98   	-354.00   	  4.46   	 -35.61		 44.70   	 -45.78		
-184.63   	-372.62   	  4.31   	 -15.26		 44.52   	 -50.86		
-182.50   	-371.09   	  4.25   	  15.26		 44.31   	 -50.86		
-175.17   	-359.80   	  4.31   	  25.43		 44.11   	 -61.04		
-172.12   	-352.17   	  4.42   	  30.52		 43.87   	 -71.21		
-169.98   	-353.09   	  4.54   	  25.43		 43.58   	 -45.78		
-138.55   	-359.19   	  4.64   	  15.26		 43.40   	 -40.69		
-35.71   	-352.17   	  4.70   	  10.17		 43.23   	 -76.30		
165.71   	-280.15   	  4.74   	   0.00		 42.93   	 -55.95		
451.05   	-61.34   	  4.74   	  -5.09		 42.71   	 -45.78		
736.69   	346.98   	  4.72   	 -15.26		 42.52   	 -50.86		
882.87   	857.24   	  4.66   	   0.00		 42.32   	 -76.30		
411.07   	1197.82(R)	  4.66(E)	  25.43		 42.01   	 -25.43		
-99.18   	663.76   	  4.76   	  45.78		 41.91   	 -25.43		
-547.18   	-160.83   	  4.94   	  40.69		 41.81   	 -25.43		
-758.36   	-861.82   	  5.11   	  30.52		 41.71   	 -55.95		
-690.92   	-1110.23   	  5.23   	  30.52		 41.49   	 -40.69		
-450.74   	-882.57   	  5.35   	  30.52		 41.32   	 -25.43		
-203.25   	-440.98   	  5.47   	  40.69		 41.22   	 -25.43		
-67.75   	-107.42   	  5.64   	  66.12		 41.12   	 -15.26		
-61.34   	-32.35   	  5.90   	  81.38		 41.06   	  -5.09		
-119.93   	-142.21   	  6.23   	  81.38		 41.04   	 -30.52		
-166.93   	-267.33   	  6.55   	  71.21		 40.92   	 -40.69		
-167.54   	-298.77   	  6.84   	  71.21		 40.75   	 -20.35		
-135.80   	-243.84   	  7.12   	  81.38		 40.67   	 -25.43		
-103.45   	-170.59   	  7.45   	  76.30		 40.57   	 -81.38		
-89.42   	-130.92   	  7.75   	 127.16		 40.24   	 -66.12		
-91.86   	-130.00   	  8.26   	 193.29		 39.98   	  35.61		
-98.88   	-143.13   	  9.03   	 213.63		 40.12   	  55.95		
-100.40   	-146.48   	  9.89   	 244.15		 40.35   	 -15.26		
-95.21   	-132.45   	 10.86   	 269.58		 40.28   	 -55.95		
-86.98   	-107.42   	 11.94   	 284.84		 40.06   	 -66.12		
-79.96   	-80.26   	 13.08   	 300.10		 39.80   	 -45.78		
-73.85   	-56.46   	 14.28   	 320.45		 39.61   	 -25.43		
-68.05   	-35.40   	 15.56   	 315.36		 39.51   	 -20.35		
-61.65   	-14.34   	 16.83   	 310.27		 39.43   	   5.09		
-54.93   	  9.16   	 18.07   	 330.62		 39.45   	   5.09		
-41.50   	 64.70   	 19.39   	 335.71		 39.47   	 -30.52		
-33.26   	 96.13   	 20.73   	 315.36		 39.35   	 -25.43		
-24.11   	130.62   	 21.99   	 259.41		 39.25   	   0.00		
-14.34   	166.93   	 23.03   	 208.54		 39.25   	  35.61		
 -4.88   	204.16   	 23.87   	 172.94		 39.39   	  45.78		
  4.58   	241.09   	 24.56   	 152.59		 39.57   	  55.95		
 14.34   	277.71   	 25.17   	 157.68		 39.80   	  96.64		
 24.41   	314.94   	 25.80   	 162.77		 40.18   	 188.20		
 35.10   	352.17   	 26.45   	 167.85		 40.94   	 228.89		
 45.17   	389.10   	 27.12   	 162.77		 41.85   	 259.41		
 54.32   	424.80   	 27.77   	 142.42		 42.89   	 254.32		
 62.56   	458.07   	 28.34   	 111.90		 43.91   	 208.54		
 70.50   	489.20   	 28.79   	  96.64		 44.74   	 193.29		
 78.74   	518.49   	 29.18   	  76.30		 45.51   	 208.54		
 87.28   	546.26   	 29.48   	  66.12		 46.35   	 218.72		
 96.44   	571.90   	 29.75   	  66.12		 47.22   	 233.98		
104.37   	595.09   	 30.01   	  66.12		 48.16   	 274.67		
110.78   	615.54   	 30.27   	  61.04		 49.26   	 264.50		
115.66   	633.54   	 30.52   	  55.95		 50.32   	 264.50		
119.63   	648.19   	 30.74   	  45.78		 51.37   	 330.62		
124.21   	657.96   	 30.93   	  45.78		 52.70   	 335.71		
130.31   	660.10   	 31.11   	  40.69		 54.04   	 295.01		
137.94   	650.63   	 31.27   	  40.69		 55.22   	 284.84		
146.48   	625.31   	 31.43   	  35.61		 56.36   	 249.24		
153.50   	581.36   	 31.58   	  20.35		 57.35   	 488.30		
151.06   	435.18   	 31.66   	  20.35		 59.31   	 193.29		
138.85   	339.66   	 31.74   	  10.17		 60.08   	 111.90		
119.02   	237.73   	 31.78(S)	   0.00		 60.53   	  91.56		
 94.30   	135.80   	 31.78   	   0.00		 60.89   	  86.47		
 66.53   	 39.37   	 31.78   	   0.00		 61.24   	  45.78		
 37.54   	-47.30   	 31.78   	 -10.17		 61.42   	  25.43		
  8.85   	-121.77   	 31.74   	 -20.35		 61.53   	  30.52		
-18.01   	-183.11   	 31.66   	 -30.52		 61.65(S)	   0.00		
-41.20   	-231.93   	 31.54   	 -40.69		 61.65   	 -66.12		
-59.81   	-269.17   	 31.37   	 -61.04		 61.38   	 -86.47		
-73.55   	-296.33   	 31.13   	 -81.38		 61.04   	 -91.56		
-82.70   	-315.86   	 30.80   	-106.82		 60.67   	-111.90		
-89.11   	-329.59   	 30.38   	-142.42		 60.22   	-116.99		
-94.30   	-339.66   	 29.81   	-188.20		 59.76   	-142.42		
-98.57   	-348.21   	 29.05   	-233.98		 59.19   	-167.85		
-102.23   	-354.92   	 28.12   	-264.50		 58.51   	-167.85		
-104.37   	-359.50   	 27.06   	-300.10		 57.84   	-167.85		
-104.68   	-361.02   	 25.86   	-345.88		 57.17   	-203.46		
-102.84   	-359.80   	 24.48   	-371.31		 56.36   	-239.06		
-100.40   	-356.45   	 22.99   	-386.57		 55.40   	-208.54		
-96.74   	-351.87   	 21.44   	-417.09		 54.57   	-172.94		
-90.33   	-344.24   	 19.78   	-422.18		 53.88   	-198.37		
-78.43   	-330.81   	 18.09   	-406.92		 53.08   	-233.98		
-59.81   	-309.14   	 16.46   	-376.40		 52.15   	-198.37		
-35.71   	-278.63   	 14.95   	-330.62		 51.35   	-178.03		
-10.38   	-243.84   	 13.63   	-279.75		 50.64   	-137.33		
 10.99   	-210.88   	 12.51   	-254.32		 50.09   	 -71.21		
 25.63   	-184.02   	 11.50   	-233.98		 49.81   	 -10.17		
 34.48   	-164.18   	 10.56   	-223.80		 49.77   	   5.09		
 39.98   	-148.01   	  9.66   	-213.63		 49.79   	 -50.86		
 44.25   	-131.23   	  8.81   	-203.46		 49.58   	-152.59		
 47.00   	-113.53   	  8.00   	-203.46		 48.97   	-167.85		
 48.83   	-97.05   	  7.18   	-193.29		 48.30   	-127.16		
 51.27   	-86.36   	  6.41   	-167.85		 47.79   	-106.82		
 55.85   	-84.84   	  5.74   	-132.25		 47.37   	 -76.30		
 64.39   	-93.69   	  5.21   	 -91.56		 47.06   	 -45.78		
 73.85   	-112.92   	  4.84   	 -55.95		 46.88   	 -76.30		
 78.43   	-140.08   	  4.62   	 -30.52		 46.57   	 -81.38		
 73.55   	-169.98   	  4.50   	 -25.43		 46.25   	 -40.69		
 55.85   	-198.06   	  4.39   	 -40.69		 46.08   	 -40.69		
 23.19   	-226.14   	  4.23   	 -61.04		 45.92   	 -71.21		
-23.80   	-259.70   	  3.99   	 -71.21		 45.64   	 -71.21		
-79.96   	-302.73   	  3.70   	 -76.30		 45.35   	 -61.04		
-134.28   	-350.04   	  3.40   	 -61.04		 45.11   	 -71.21		
-173.03   	-387.88   	  3.15   	 -30.52		 44.82   	 -66.12		
-187.99   	-404.66   	  3.03(D)	   5.09		 44.56   	 -45.78		
-183.72   	-400.39   	  3.05   	  30.52		 44.37   	 -66.12		
-173.65   	-387.27   	  3.17   	  35.61		 44.11   	 -76.30		
-169.37   	-378.72   	  3.32   	  40.69		 43.80   	 -45.78		
-168.15   	-378.72   	  3.48   	  30.52		 43.62   	 -50.86		
-139.16   	-381.47   	  3.60   	  20.35		 43.42   	 -45.78		
-36.32   	-368.35   	  3.68   	 -10.17		 43.23   	 -50.86		
170.90   	-289.31   	  3.64   	 -35.61		 43.03   	 -50.86		
472.72   	-70.80   	  3.50   	 -35.61		 42.83   	 -55.95		
785.52   	320.43   	  3.36   	 -25.43		 42.60   	 -35.61		
962.22   	795.29   	  3.26   	 -10.17		 42.46   	 -30.52		
874.94   	1129.46   	  3.21   	  10.17		 42.34   	-116.99		
-55.54   	549.93   	  3.26(E)	  20.35		 41.87   	 -61.04		
-562.74   	-238.65   	  3.34   	  25.43		 41.63   	 -20.35		
-821.84   	-900.57   	  3.44   	  40.69		 41.55   	 -25.43		
-769.35   	-1130.07(R)	  3.60   	  55.95		 41.44   	 -25.43		
-509.34   	-906.98   	  3.83   	  61.04		 41.34   	   5.09		
-226.75   	-479.43   	  4.07   	  61.04		 41.36   	 -35.61		
-64.09   	-152.89   	  4.31   	  50.86		 41.22   	 -71.21		
-50.66   	-73.55   	  4.52   	  66.12		 40.94   	 -40.69		
-116.88   	-174.87   	  4.78   	  76.30		 40.77   	  -5.09		
-172.73   	-294.80   	  5.09   	  81.38		 40.75   	 -25.43		
-174.87   	-327.15   	  5.41   	  71.21		 40.65   	 -50.86		
-137.33   	-274.35   	  5.70   	  61.04		 40.45   	 -45.78		
-98.27   	-201.72   	  5.94   	  76.30		 40.26   	 -30.52		
-80.87   	-159.91   	  6.25   	 122.07		 40.14   	 -15.26		
-84.23   	-155.94   	  6.73   	 167.85		 40.08   	 -20.35		
-93.08   	-165.41   	  7.41   	 147.51		 40.00   	   0.00		
-94.30   	-164.49   	  8.00   	 172.94		 40.00   	   0.00		
-86.36   	-146.79   	  8.69   	 259.41		 40.00   	 -20.35		
-74.46   	-119.63   	  9.73   	 274.67		 39.92   	 -30.52		
-64.70   	-93.08   	 10.82   	 279.75		 39.80   	 -50.86		
-58.59   	-71.11   	 11.94   	 310.27		 39.59   	 -71.21		
-54.32   	-52.49   	 13.18   	 315.36		 39.31   	 -35.61		
-50.05   	-32.65   	 14.45   	 310.27		 39.17   	 -20.35		
-44.25   	 -9.16   	 15.69   	 289.93		 39.08   	 -15.26		
-37.23   	 18.62   	 16.85   	 295.01		 39.02(D)	   0.00		
-21.67   	 80.57   	 18.03   	 254.32		 39.02   	  20.35		
-12.82   	112.92   	 19.04   	 233.98		 39.10   	  45.78		
 -3.05   	146.48   	 19.98   	 213.63		 39.29   	  20.35		
  7.63   	181.58   	 20.83   	 203.46		 39.37   	 -25.43		
 18.92   	218.81   	 21.65   	 193.29		 39.27   	 -30.52		
 30.82   	258.18   	 22.42   	 172.94		 39.15   	  40.69		
 42.42   	298.46   	 23.11   	 172.94		 39.31   	 122.07		
 54.02   	338.13   	 23.80   	 178.03		 39.80   	 193.29		
 65.31   	376.59   	 24.52   	 147.51		 40.57   	 218.72		
 76.90   	413.51   	 25.11   	 101.73		 41.44   	 259.41		
 88.50   	448.91   	 25.51   	  71.21		 42.48   	 264.50		
100.71   	483.09   	 25.80   	  40.69		 43.54   	 193.29		
112.30   	514.53   	 25.96   	  45.78		 44.31   	 162.77		
122.38   	543.21   	 26.14   	  50.86		 44.96   	 223.80		
130.31   	568.24   	 26.35   	  55.95		 45.86   	 239.06		
136.11   	590.21   	 26.57   	  76.30		 46.82   	 223.80		
140.69   	609.74   	 26.88   	  76.30		 47.71   	 223.80		
144.65   	627.44   	 27.18   	  71.21		 48.61   	 223.80		
149.23   	642.40   	 27.47   	  61.04		 49.50   	 233.98		
155.03   	652.47   	 27.71   	  55.95		 50.44   	 289.93		
162.05   	653.38   	 27.93   	  35.61		 51.60   	 335.71		
169.68   	640.56   	 28.08   	  20.35		 52.94   	 300.10		
177.00   	610.96   	 28.16   	  15.26		 54.14   	 244.15		
182.19   	563.05   	 28.22   	  20.35		 55.12   	 208.54		
183.41   	497.74   	 28.30   	  25.43		 55.95   	 376.40		
167.24   	325.93   	 28.40   	  30.52		 57.46   	 172.94		
148.01   	227.66   	 28.52   	  25.43		 58.15   	 116.99		
121.46   	128.17   	 28.63   	  15.26		 58.62   	 106.82		
 89.42   	 32.04   	 28.69(S)	   0.00		 59.04   	  55.95		
 55.54   	-55.85   	 28.69   	 -10.17		 59.27(S)	 -40.69		
 22.58   	-132.45   	 28.65   	 -25.43		 59.10   	 -30.52		
 -7.63   	-196.23   	 28.55   	 -35.61		 58.98   	  25.43		
-33.57   	-246.89   	 28.40   	 -40.69		 59.08   	  20.35		
-54.63   	-285.64   	 28.24   	 -55.95		 59.17   	 -25.43		
-71.72   	-314.33   	 28.02   	 -61.04		 59.06   	 -50.86		
-84.53   	-335.08   	 27.77   	 -81.38		 58.86   	 -91.56		
-93.69   	-349.12   	 27.45   	-116.99		 58.49   	-127.16		
-100.71   	-358.89   	 26.98   	-157.68		 57.99   	-127.16		
-105.59   	-366.52   	 26.35   	-208.54		 57.48   	-142.42		
-108.95   	-372.62   	 25.51   	-233.98		 56.91   	-183.11		
-110.78   	-377.50   	 24.58   	-279.75		 56.17   	-167.85		
-110.78   	-380.25   	 23.46   	-340.79		 55.50   	-152.59		
-109.56   	-380.86   	 22.10   	-350.97		 54.89   	-203.46		
-107.73   	-379.33   	 20.69   	-371.31		 54.08   	-223.80		
-105.29   	-375.67   	 19.21   	-396.74		 53.18   	-183.11		
-100.71   	-368.96   	 17.62   	-401.83		 52.45   	-178.03		
-90.33   	-357.06   	 16.01   	-396.74		 51.74   	-208.54		
-72.02   	-337.22   	 14.43   	-356.05		 50.91   	-198.37		
-47.30   	-309.45   	 13.00   	-305.19		 50.11   	-172.94		
-20.45   	-276.79   	 11.78   	-254.32		 49.42   	-152.59		
  2.44   	-244.75   	 10.76   	-218.72		 48.81   	 -81.38		
 18.62   	-217.59   	  9.89   	-208.54		 48.48   	 -20.35		
 28.99   	-196.23   	  9.05   	-208.54		 48.40   	   0.00		
 36.93   	-177.61   	  8.22   	-203.46		 48.40   	 -30.52		
 44.56   	-158.39   	  7.41   	-213.63		 48.28   	-101.73		
 50.96   	-137.94   	  6.55   	-208.54		 47.87   	-167.85		
 55.85   	-118.41   	  5.72   	-188.20		 47.20   	-172.94		
 59.20   	-103.15   	  4.96   	-147.51		 46.51   	 -96.64		
 63.78   	-97.35   	  4.37   	 -91.56		 46.12   	 -50.86		
 71.11   	-103.45   	  4.01   	 -55.95		 45.92   	 -30.52		
 78.74   	-122.99   	  3.78   	 -30.52		 45.80   	 -25.43		
 81.79   	-152.89   	  3.66   	 -25.43		 45.70   	 -71.21		
 75.99   	-186.46   	  3.56   	 -40.69		 45.41   	-101.73		
 58.29   	-216.37   	  3.40   	 -61.04		 45.00   	 -76.30		
 26.55   	-242.31   	  3.15   	 -71.21		 44.70   	 -76.30		
-20.45   	-271.61   	  2.87   	 -66.12		 44.39   	 -61.04		
-79.04   	-311.58   	  2.60   	 -40.69		 44.15   	  10.17		
-139.16   	-360.41   	  2.44   	 -15.26		 44.19   	   5.09		
-185.85   	-404.36   	  2.38(D)	  10.17		 44.21   	 -66.12		
-207.52   	-428.47   	  2.42   	  20.35		 43.95   	-116.99		
-205.08   	-428.47   	  2.50   	  20.35		 43.48   	-127.16		
-192.26   	-414.73   	  2.58   	   5.09		 42.97   	 -61.04		
-183.72   	-401.61   	  2.60   	  -5.09		 42.73   	   0.00		
-181.58   	-395.20   	  2.58   	 -10.17		 42.73   	 -20.35		
-159.91   	-390.63   	  2.54   	 -10.17		 42.64   	 -45.78		
-70.50   	-373.54   	  2.50   	   0.00		 42.46   	 -76.30		
126.95   	-305.48   	  2.50   	   0.00		 42.16   	 -76.30		
436.40   	-121.77   	  2.50   	  10.17		 41.85   	 -66.12		
791.63   	217.90   	  2.54   	  15.26		 41.59   	 -20.35		
1046.45   	657.65   	  2.60   	  25.43		 41.51   	   5.09		
1047.36   	1011.96   	  2.71   	  20.35		 41.53   	 -55.95		
155.64   	630.49   	  2.79   	  15.26		 41.30   	 -81.38		
-443.12   	-96.44   	  2.85   	  10.17		 40.98   	 -71.21		
-829.47   	-791.32   	  2.89   	  15.26		 40.69   	 -30.52		
-877.99   	-1126.10(R)	  2.95(E)	  25.43		 40.57   	 -10.17		
-649.41   	-1005.55   	  3.05   	  55.95		 40.53   	 -15.26		
-331.42   	-609.74   	  3.28   	  61.04		 40.47   	 -45.78		
-105.90   	-237.73   	  3.52   	  76.30		 40.28   	 -40.69		
-45.47   	-85.14   	  3.83   	  91.56		 40.12   	 -15.26		
-101.93   	-142.82   	  4.19   	 111.90		 40.06   	 -35.61		
-174.87   	-267.33   	  4.64   	 106.82		 39.92   	 -50.86		
-197.14   	-329.59   	  5.07   	 111.90		 39.72   	 -20.35		
-167.24   	-300.29   	  5.51   	  91.56		 39.63   	  15.26		
-123.29   	-229.19   	  5.88   	  76.30		 39.69   	 -30.52		
-98.27   	-176.09   	  6.19   	 101.73		 39.57   	 -45.78		
-97.96   	-162.35   	  6.59   	 137.33		 39.39   	 -10.17		
-108.34   	-169.68   	  7.14   	 101.73		 39.35   	 -35.61		
-112.61   	-172.12   	  7.55   	 106.82		 39.21   	 -55.95		
-105.59   	-157.17   	  7.98   	 264.50		 38.98   	   5.09		
-92.16   	-129.70   	  9.03   	 330.62		 39.00   	  20.35		
-80.57   	-100.71   	 10.36   	 315.36		 39.08   	 -20.35		
-74.46   	-76.90   	 11.62   	 320.45		 39.00   	 -40.69		
-71.72   	-57.37   	 12.90   	 310.27		 38.84   	 -40.69		
-68.66   	-36.93   	 14.14   	 289.93		 38.68   	 -35.61		
-62.56   	-12.21   	 15.30   	 269.58		 38.53   	 -30.52		
-53.71   	 18.01   	 16.38   	 269.58		 38.41   	 -25.43		
-32.04   	 86.06   	 17.46   	 254.32		 38.31(D)	  30.52		
-21.06   	120.85   	 18.47   	 244.15		 38.43   	  30.52		
-10.07   	156.56   	 19.45   	 228.89		 38.56   	   0.00		
  1.53   	193.18   	 20.37   	 208.54		 38.56   	   5.09		
 13.73   	231.63   	 21.20   	 193.29		 38.58   	  30.52		
 26.55   	271.00   	 21.97   	 162.77		 38.70   	  15.26		
 39.67   	310.36   	 22.62   	 162.77		 38.76   	  40.69		
 52.19   	349.73   	 23.28   	 167.85		 38.92   	 137.33		
 63.78   	388.49   	 23.95   	 142.42		 39.47   	 218.72		
 74.46   	426.03   	 24.52   	  96.64		 40.35   	 233.98		
 84.23   	462.04   	 24.90   	  76.30		 41.28   	 269.58		
 94.30   	495.91   	 25.21   	  76.30		 42.36   	 264.50		
104.68   	527.65   	 25.51   	  76.30		 43.42   	 218.72		
114.75   	556.95   	 25.82   	  76.30		 44.29   	 167.85		
123.90   	583.19   	 26.12   	  86.47		 44.96   	 142.42		
131.23   	607.30   	 26.47   	  81.38		 45.53   	 167.85		
136.72   	628.66   	 26.80   	  71.21		 46.21   	 213.63		
141.60   	648.50   	 27.08   	  66.12		 47.06   	 279.75		
146.79   	665.89   	 27.34   	  55.95		 48.18   	 335.71		
152.89   	678.71   	 27.57   	  45.78		 49.52   	 320.45		
159.91   	682.37   	 27.75   	  40.69		 50.80   	 259.41		
166.93   	672.91   	 27.91   	  40.69		 51.84   	 188.20		
173.95   	646.36   	 28.08   	  35.61		 52.59   	 178.03		
179.14   	602.11   	 28.22   	  40.69		 53.31   	 239.06		
181.88   	540.16   	 28.38   	  35.61		 54.26   	 534.08		
168.76   	371.09   	 28.52   	  30.52		 56.40   	 223.80		
150.15   	271.61   	 28.65   	  25.43		 57.29   	 127.16		
123.90   	169.37   	 28.75   	  20.35		 57.80   	  50.86		
 93.69   	 71.11   	 28.83   	   5.09		 58.01   	  20.35		
 61.65   	-18.92   	 28.85(S)	   0.00		 58.09   	   0.00		
 30.21   	-97.96   	 28.85   	 -10.17		 58.09   	  -5.09		
 -0.31   	-165.10   	 28.81   	 -20.35		 58.07   	  35.61		
-28.38   	-220.34   	 28.73   	 -30.52		 58.21   	  50.86		
-51.88   	-262.76   	 28.61   	 -40.69		 58.41   	   5.09		
-69.58   	-292.97   	 28.44   	 -50.86		 58.43(S)	 -55.95		
-81.79   	-313.11   	 28.24   	 -66.12		 58.21   	-127.16		
-89.72   	-326.84   	 27.98   	 -86.47		 57.70   	-147.51		
-95.83   	-337.52   	 27.63   	-122.07		 57.11   	-132.25		
-101.93   	-346.98   	 27.14   	-167.85		 56.58   	 -91.56		
-108.03   	-355.22   	 26.47   	-198.37		 56.22   	 -71.21		
-112.92   	-361.33   	 25.68   	-239.06		 55.93   	-132.25		
-115.66   	-364.99   	 24.72   	-295.01		 55.40   	-223.80		
-116.58   	-366.82   	 23.54   	-325.53		 54.51   	-228.89		
-115.36   	-366.82   	 22.24   	-340.79		 53.59   	-198.37		
-112.00   	-363.46   	 20.87   	-366.22		 52.80   	-193.29		
-104.37   	-354.61   	 19.41   	-381.48		 52.02   	-188.20		
-90.03   	-338.13   	 17.88   	-381.48		 51.27   	-167.85		
-68.36   	-314.33   	 16.36   	-371.31		 50.60   	-178.03		
-41.81   	-284.73   	 14.87   	-345.88		 49.89   	-198.37		
-14.95   	-254.21   	 13.49   	-310.27		 49.09   	-172.94		
  7.63   	-225.52   	 12.25   	-274.67		 48.40   	 -91.56		
 24.11   	-200.20   	 11.15   	-254.32		 48.04   	 -35.61		
 36.32   	-177.61   	 10.13   	-244.15		 47.89   	 -25.43		
 47.00   	-155.33   	  9.16   	-239.06		 47.79   	 -10.17		
 57.68   	-131.23   	  8.20   	-228.89		 47.75   	 -55.95		
 66.53   	-107.42   	  7.28   	-218.72		 47.53   	-132.25		
 71.11   	-86.98   	  6.41   	-193.29		 47.00   	-162.77		
 72.02   	-74.16   	  5.64   	-172.94		 46.35   	-147.51		
 71.41   	-71.41   	  4.94   	-142.42		 45.76   	-122.07		
 73.55   	-78.74   	  4.37   	-106.82		 45.27   	 -45.78		
 78.43   	-96.44   	  3.95   	 -50.86		 45.09   	  10.17		
 81.79   	-123.29   	  3.74   	 -10.17		 45.13   	  -5.09		
 77.82   	-155.64   	  3.70   	  -5.09		 45.11   	 -61.04		
 62.87   	-187.68   	  3.68   	 -20.35		 44.86   	-106.82		
 32.96   	-217.90   	  3.60   	 -50.86		 44.44   	-111.90		
-12.82   	-249.94   	  3.40   	 -71.21		 43.99   	 -66.12		
-71.11   	-290.22   	  3.11   	 -81.38		 43.72   	 -45.78		
-133.36   	-337.83   	  2.79   	 -55.95		 43.54   	 -25.43		
-184.63   	-382.08   	  2.56   	 -40.69		 43.44   	   0.00		
-211.79   	-409.24   	  2.40   	 -10.17		 43.44   	 -30.52		
-214.23   	-413.51   	  2.36(D)	  10.17		 43.32   	 -76.30		
-203.86   	-403.14   	  2.40   	  20.35		 43.01   	-111.90		
-195.62   	-391.54   	  2.48   	  20.35		 42.56   	 -96.64		
-194.70   	-385.13   	  2.56   	   0.00		 42.18   	 -50.86		
-180.05   	-379.64   	  2.56   	  -5.09		 41.97   	 -15.26		
-104.98   	-364.38   	  2.54   	 -10.17		 41.91   	   0.00		
 74.77   	-309.75   	  2.50   	 -10.17		 41.91   	 -25.43		
370.79   	-155.64   	  2.46   	  -5.09		 41.81   	 -71.21		
734.25   	149.84   	  2.44   	  10.17		 41.53   	 -71.21		
1030.27   	578.61   	  2.48   	  15.26		 41.24   	 -66.12		
1095.89   	973.51   	  2.54   	  20.35		 40.98   	 -81.38		
301.21   	784.91   	  2.62   	  20.35		 40.65   	   5.09		
-319.21   	105.29   	  2.71   	  25.43		 40.67   	 -10.17		
-771.48   	-628.97   	  2.81   	  35.61		 40.63   	 -61.04		
-895.08   	-1064.45(R)	  2.95   	  40.69		 40.39   	 -50.86		
-712.28   	-1041.57   	  3.11   	  45.78		 40.18   	 -35.61		
-395.51   	-684.81   	  3.30   	  50.86		 40.04   	 -25.43		
-139.47   	-284.12   	  3.50   	  55.95		 39.94   	 -35.61		
-44.86   	-74.46   	  3.72   	  76.30		 39.80   	 -40.69		
-84.84   	-93.38   	  4.03   	  96.64		 39.63   	 -10.17		
-162.96   	-216.06   	  4.42   	 106.82		 39.59   	 -25.43		
-199.58   	-299.38   	  4.84   	 116.99		 39.49   	 -40.69		
-179.14   	-289.31   	  5.31   	 101.73		 39.33   	 -35.61		
-135.19   	-222.78   	  5.72   	  86.47		 39.19   	  -5.09		
-104.37   	-163.27   	  6.06   	 111.90		 39.17   	 -15.26		
-98.88   	-141.91   	  6.51   	 147.51		 39.10   	 -30.52		
-108.03   	-147.71   	  7.10   	 137.33		 38.98   	 -10.17		
-114.75   	-154.11   	  7.65   	 132.25		 38.94   	   0.00		
