SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  LPA     	  LPA'		  RV     	  RV'		
188.29   	917.66   	 56.93   	-111.90		 42.28   	 239.06		 41.69   	 615.46		
190.73   	912.48   	 56.48   	 -91.56		 43.23   	 127.16		 44.15   	 605.29		
193.48   	910.03   	 56.11   	 -76.30		 43.74   	 -35.61		 46.57   	 569.68		
196.53   	909.73   	 55.81   	 -50.86		 43.60   	-116.99		 48.85   	 473.04		
199.89   	910.03   	 55.61(D)	   0.00		 43.13   	-132.25		 50.74   	 350.97		
203.55   	908.20   	 55.61   	  35.61		 42.60   	-132.25		 52.15   	 289.93		
207.21   	903.02   	 55.75   	  40.69		 42.08   	-132.25		 53.31   	 259.41		
211.79   	896.30   	 55.91   	   5.09		 41.55   	-137.33		 54.34   	 193.29		
217.90   	888.98   	 55.93   	 -40.69		 41.00   	-137.33		 55.12   	  86.47		
226.44   	882.57   	 55.77   	   0.00		 40.45   	-137.33		 55.46   	   5.09		
236.82   	877.38   	 55.77   	 162.77		 39.90   	-157.68		 55.48   	 -15.26		
248.11   	874.02   	 56.42   	 391.66		 39.27   	-147.51		 55.42   	 -45.78		
257.87   	871.89   	 57.99   	 630.72		 38.68   	 -81.38		 55.24   	 -86.47		
264.59   	870.06   	 60.51   	 844.35		 38.35(D)	  35.61		 54.89   	-127.16		
267.33   	868.84   	 63.89   	 986.77		 38.49   	 142.42		 54.38   	-132.25		
267.33   	867.92   	 67.83   	1007.12		 39.06   	 233.98		 53.86   	-116.99		
265.50   	867.31   	 71.86   	 844.35		 40.00   	 295.01		 53.39   	 -76.30		
263.67   	867.31   	 75.24   	 671.41		 41.18   	 361.14		 53.08   	 -40.69		
261.23   	869.75   	 77.92   	 584.94		 42.62   	 437.43		 52.92   	 -10.17		
258.48   	875.55   	 80.26   	 518.82		 44.37   	 508.65		 52.88   	  45.78		
253.60   	885.31   	 82.34   	 422.18		 46.41   	 528.99		 53.06   	 116.99		
246.89   	898.13   	 84.03   	 259.41		 48.52   	 549.34		 53.53   	 172.94		
237.73   	912.48   	 85.07   	  61.04		 50.72   	 579.86		 54.22   	 213.63		
226.75   	927.73   	 85.31   	  -5.09		 53.04   	 600.20		 55.08   	 259.41		
213.32   	944.21   	 85.29   	  81.38		 55.44   	 584.94		 56.11   	 305.19		
197.14   	961.91   	 85.62   	 233.98		 57.78   	 554.42		 57.33   	 325.53		
178.22   	976.87   	 86.55   	 401.83		 60.00   	 503.56		 58.64   	 325.53		
158.08   	984.50   	 88.16   	 518.82		 62.01   	 457.78		 59.94   	 330.62		
139.16   	982.97   	 90.23   	 478.13		 63.85   	 417.09		 61.26   	 320.45		
122.38   	973.21   	 92.15   	 340.79		 65.51   	 376.40		 62.54   	 305.19		
108.95   	957.95   	 93.51   	 233.98		 67.02   	 310.27		 63.76   	 274.67		
 97.96   	940.25   	 94.45   	 198.37		 68.26   	 254.32		 64.86   	 228.89		
 88.81   	921.94   	 95.24   	 233.98		 69.28   	 208.54		 65.78   	 167.85		
 82.09   	904.24   	 96.17   	 233.98		 70.11   	 188.20		 66.45   	  96.64		
 77.51   	888.67   	 97.11   	  61.04		 70.86   	 147.51		 66.84   	  30.52		
 74.16   	876.46   	 97.35   	 -86.47		 71.45   	  66.12		 66.96(S)	 -15.26		
 71.41   	867.31   	 97.01   	 -45.78		 71.72   	  35.61		 66.90   	 -50.86		
 68.66   	859.68   	 96.83   	  91.56		 71.86   	  20.35		 66.69   	-111.90		
 66.22   	853.27   	 97.19   	 152.59		 71.94(S)	 -25.43		 66.25   	-183.11		
 64.09   	848.08   	 97.80   	  71.21		 71.84   	 -81.38		 65.51   	-249.24		
 62.56   	843.81   	 98.09(S)	-111.90		 71.52   	-101.73		 64.52   	-269.58		
 61.95   	841.37   	 97.64   	-218.72		 71.11   	-132.25		 63.44   	-289.93		
 62.87   	841.98   	 96.76   	-203.46		 70.58   	-178.03		 62.28   	-335.71		
 66.83   	847.78   	 95.95   	-142.42		 69.87   	-198.37		 60.94   	-376.40		
 74.16   	862.12   	 95.38   	 -76.30		 69.07   	-213.63		 59.43   	-371.31		
 84.84   	887.15   	 95.08   	 -50.86		 68.22   	-239.06		 57.94   	-371.31		
 97.96   	921.33   	 94.87   	-111.90		 67.26   	-233.98		 56.46   	-406.92		
112.00   	960.08   	 94.42   	-183.11		 66.33   	-228.89		 54.83   	-432.35		
125.43   	996.40   	 93.69   	-213.63		 65.41   	-233.98		 53.10   	-488.30		
136.41   	1024.78   	 92.84   	-228.89		 64.48   	-213.63		 51.15   	-513.73		
143.74   	1042.48   	 91.92   	-228.89		 63.62   	-101.73		 49.09   	-483.21		
148.01   	1051.03   	 91.01   	-223.80		 63.21   	   5.09		 47.16   	-473.04		
149.84   	1052.86   	 90.11   	-218.72		 63.23   	-101.73		 45.27   	-549.34		
151.98   	1048.89   	 89.24   	-208.54		 62.83   	-437.43		 43.07   	-600.20		
155.33   	1038.82   	 88.40   	-218.72		 61.08   	-686.67		 40.67   	-615.46		
158.39   	1025.09   	 87.53   	-259.41		 58.33   	-590.03		 38.21   	-630.72		
158.39   	1008.91   	 86.49   	-325.53		 55.97   	-417.09		 35.69   	-666.32		
153.50   	989.07   	 85.19   	-350.97		 54.30   	-493.39		 33.02   	-666.32		
144.04   	963.13   	 83.78   	-340.79		 52.33   	-630.72		 30.36   	-625.63		
133.36   	928.65   	 82.42   	-295.01		 49.81   	-544.25		 27.85   	-590.03		
124.82   	887.45   	 81.24   	-264.50		 47.63   	-381.48		 25.49   	-569.68		
119.93   	845.34   	 80.18   	-320.45		 46.10   	-330.62		 23.21   	-544.25		
117.19   	808.11   	 78.90   	-340.79		 44.78   	-330.62		 21.04   	-513.73		
114.14   	778.50   	 77.54   	-305.19		 43.46   	-274.67		 18.98   	-473.04		
108.03   	755.31   	 76.32   	-249.24		 42.36   	-167.85		 17.09   	-412.00		
 99.18   	738.83   	 75.32   	-172.94		 41.69   	 -91.56		 15.44   	-371.31		
 89.11   	727.84   	 74.63   	 -71.21		 41.32   	 -61.04		 13.96   	-366.22		
 79.96   	720.83   	 74.34   	 -25.43		 41.08   	 -45.78		 12.49   	-335.71		
 72.94   	714.42   	 74.24   	 -35.61		 40.90   	 -66.12		 11.15   	-284.84		
 68.05   	706.79   	 74.10   	 -45.78		 40.63   	 -55.95		 10.01   	-259.41		
 65.31   	698.24   	 73.92   	 -81.38		 40.41   	  91.56		  8.97   	-223.80		
 63.17   	689.09   	 73.59   	-122.07		 40.77   	 269.58		  8.08   	-193.29		
 61.95   	680.54   	 73.10   	-137.33		 41.85   	 300.10		  7.30   	-162.77		
 60.73   	672.91   	 72.55   	-157.68		 43.05   	 279.75		  6.65   	-127.16		
 59.51   	664.98   	 71.92   	-193.29		 44.17   	 361.14		  6.14   	 -66.12		
 57.68   	657.65   	 71.15   	-167.85		 45.62   	 412.00		  5.88   	 -10.17		
 55.54   	652.47   	 70.48   	-111.90		 47.26   	 401.83		  5.84(D)	  30.52		
 53.10   	650.33   	 70.03   	 -71.21		 48.87   	 356.05		  5.96   	  76.30		
 51.27   	650.94   	 69.75   	 -81.38		 50.29   	 279.75		  6.27   	 101.73		
 50.35   	652.16   	 69.42   	-116.99		 51.41   	 218.72		  6.67   	 127.16		
 49.44   	650.63   	 68.95   	 -86.47		 52.29   	 162.77		  7.18   	 137.33		
 49.13   	644.84   	 68.61   	 -25.43		 52.94   	  71.21		  7.73   	 127.16		
 48.83   	635.68   	 68.50   	 -20.35		 53.22   	 -40.69		  8.24   	 101.73		
 49.13   	625.92   	 68.42   	 -20.35		 53.06   	-116.99		  8.65   	  96.64		
 49.44   	620.42   	 68.34   	  -5.09		 52.59   	-152.59		  9.03   	 122.07		
 49.13   	622.56   	 68.32   	 -40.69		 51.98   	-203.46		  9.52   	 172.94		
 47.30   	629.27   	 68.16   	 -61.04		 51.17   	-289.93		 10.21   	 188.20		
 45.47   	636.90   	 67.91   	 -20.35		 50.01   	-330.62		 10.97   	 137.33		
 44.56   	638.73   	 67.83   	 -15.26		 48.69   	-310.27		 11.52   	  66.12		
 45.78   	632.32   	 67.77   	 -25.43		 47.45   	-295.01		 11.78   	  10.17		
 47.30   	621.34   	 67.67   	   5.09		 46.27   	-305.19		 11.82   	 -20.35		
 47.00   	610.05   	 67.69   	  -5.09		 45.05   	-269.58		 11.74   	 -30.52		
 42.11   	598.75   	 67.67   	 -61.04		 43.97   	-233.98		 11.62   	 -30.52		
 32.65   	585.02   	 67.43   	 -91.56		 43.03   	-218.72		 11.50   	 -81.38		
 27.77   	565.49   	 67.06   	-106.82		 42.16   	-198.37		 11.17   	-132.25		
 45.47   	549.32   	 66.63   	-116.99		 41.36   	-167.85		 10.64   	-127.16		
106.81   	567.32   	 66.16   	 -45.78		 40.69   	-106.82		 10.13   	 -81.38		
219.12   	654.60   	 65.98   	  30.52		 40.26   	 -61.04		  9.81   	 -55.95		
355.22   	813.29   	 66.10   	  40.69		 40.02   	 -30.52		  9.58   	 -66.12		
446.17   	986.02   	 66.27   	   0.00		 39.90   	   0.00		  9.32   	 -76.30		
415.95   	1086.43(R)	 66.27   	 -86.47		 39.90   	  45.78		  9.01   	 -61.04		
235.29   	1059.27   	 65.92   	-167.85		 40.08   	  55.95		  8.77(E)	   0.00		
-44.86   	921.02   	 65.25   	-137.33		 40.31   	  30.52		  8.77   	  25.43		
-311.28   	748.90   	 64.70   	 -55.95		 40.43   	  50.86		  8.87   	   5.09		
-454.41   	615.84   	 64.48   	   5.09		 40.63   	  96.64		  8.89   	 -10.17		
-437.32   	533.75   	 64.50   	  55.95		 41.02   	  81.38		  8.85   	  -5.09		
-309.14   	466.31   	 64.72   	  50.86		 41.34   	  25.43		  8.83   	   5.09		
-154.42   	390.01   	 64.92   	 -76.30		 41.44   	  50.86		  8.85   	 -15.26		
-35.40   	330.51   	 64.62   	-193.29		 41.65   	  86.47		  8.79   	   5.09		
 33.57   	332.95   	 63.85   	-193.29		 41.99   	  61.04		  8.81   	  45.78		
 70.19   	411.07   	 63.07   	-106.82		 42.24   	  40.69		  8.99   	  76.30		
 93.08   	524.90   	 62.64   	   0.00		 42.40   	  76.30		  9.30   	 147.51		
106.81   	608.83   	 62.64   	  61.04		 42.71   	  91.56		  9.89   	 249.24		
109.25   	623.78   	 62.89   	  15.26		 43.07   	  35.61		 10.89   	 295.01		
104.06   	585.94   	 62.95   	 -96.64		 43.21   	   5.09		 12.07   	 249.24		
 98.88   	541.08   	 62.56   	-193.29		 43.23   	  25.43		 13.06   	 167.85		
 98.88   	523.99   	 61.79   	-218.72		 43.34   	  25.43		 13.73   	 127.16		
103.76   	536.50   	 60.92   	-127.16		 43.44   	 -45.78		 14.24   	 167.85		
108.95   	559.08   	 60.41   	  10.17		 43.26   	-111.90		 14.91   	 305.19		
111.39   	570.98   	 60.45   	  50.86		 42.81   	-106.82		 16.13   	 417.09		
111.08   	566.10   	 60.65   	   5.09		 42.38   	 -96.64		 17.80   	 412.00		
109.86   	552.98   	 60.67   	 -96.64		 41.99   	-122.07		 19.45   	 350.97		
109.56   	541.08   	 60.28   	-178.03		 41.51   	 -91.56		 20.85   	 376.40		
110.17   	536.50   	 59.57   	-162.77		 41.14   	 -55.95		 22.36   	 498.47		
111.08   	537.72   	 58.92   	 -86.47		 40.92   	 -96.64		 24.35   	 595.11		
111.69   	540.77   	 58.58   	  10.17		 40.53   	 -96.64		 26.73   	 620.55		
112.61   	543.21   	 58.62   	  71.21		 40.14   	 -10.17		 29.22   	 615.46		
114.44   	544.43   	 58.90   	  20.35		 40.10   	  30.52		 31.68   	 630.72		
117.80   	545.35   	 58.98   	 -96.64		 40.22   	 -15.26		 34.20   	 651.07		
121.77   	545.96   	 58.60   	-157.68		 40.16   	 -50.86		 36.81   	 666.32		
125.43   	546.88   	 57.97   	-127.16		 39.96   	  -5.09		 39.47   	 661.24		
128.17   	547.49   	 57.46   	 -55.95		 39.94   	  35.61		 42.12   	 640.89		
130.92   	545.65   	 57.23   	  15.26		 40.08   	   0.00		 44.68   	 584.94		
134.89   	539.86   	 57.29   	  20.35		 40.08   	 -40.69		 47.02   	 523.90		
139.77   	530.40   	 57.38   	 -45.78		 39.92   	 -30.52		 49.11   	 483.21		
145.26   	519.10   	 57.19   	 -86.47		 39.80   	 -15.26		 51.05   	 391.66		
149.84   	510.25   	 56.85   	-101.73		 39.74   	 -30.52		 52.61   	 279.75		
155.03   	507.81   	 56.44   	 -50.86		 39.61   	 -25.43		 53.73   	 213.63		
162.05   	510.56   	 56.24(D)	  40.69		 39.51   	  35.61		 54.59   	 162.77		
172.12   	513.92   	 56.40   	  45.78		 39.65   	  96.64		 55.24   	  81.38		
184.63   	511.78   	 56.58   	  40.69		 40.04   	 101.73		 55.56   	  10.17		
196.84   	501.10   	 56.74   	  66.12		 40.45   	 106.82		 55.61   	 -35.61		
206.60   	485.84   	 57.01   	 147.51		 40.87   	 127.16		 55.46   	 -61.04		
213.01   	474.55   	 57.60   	 345.88		 41.38   	 122.07		 55.22   	-106.82		
217.29   	473.02   	 58.98   	 640.89		 41.87   	 101.73		 54.79   	-127.16		
220.64   	479.74   	 61.55   	 895.22		 42.28   	 152.59		 54.28   	-122.07		
223.39   	488.28   	 65.13   	 991.86		 42.89   	 239.06		 53.79   	 -96.64		
225.22   	492.86   	 69.09   	 905.39		 43.85   	 264.50		 53.41   	 -71.21		
224.91   	493.77   	 72.72   	 696.84		 44.90   	 295.01		 53.12   	 -35.61		
222.17   	495.61   	 75.50   	 518.82		 46.08   	 381.48		 52.98   	  20.35		
216.98   	501.40   	 77.58   	 462.87		 47.61   	 442.52		 53.06   	  86.47		
210.27   	511.17   	 79.43   	 473.04		 49.38   	 452.69		 53.41   	 152.59		
202.33   	521.85   	 81.32   	 432.35		 51.19   	 457.78		 54.02   	 208.54		
193.48   	532.84   	 83.05   	 269.58		 53.02   	 498.47		 54.85   	 259.41		
183.11   	543.52   	 84.13   	  76.30		 55.02   	 539.16		 55.89   	 289.93		
170.59   	555.42   	 84.44   	   0.00		 57.17   	 508.65		 57.05   	 320.45		
155.33   	567.93   	 84.44   	  55.95		 59.21   	 467.95		 58.33   	 350.97		
137.33   	580.14   	 84.66   	 218.72		 61.08   	 447.61		 59.74   	 361.14		
116.88   	591.13   	 85.53   	 432.35		 62.87   	 422.18		 61.18   	 335.71		
 95.21   	598.75   	 87.26   	 559.51		 64.56   	 366.22		 62.52   	 295.01		
 75.07   	600.28   	 89.50   	 523.90		 66.02   	 325.53		 63.70   	 284.84		
 58.90   	592.35   	 91.60   	 361.14		 67.32   	 284.84		 64.84   	 254.32		
 48.22   	573.12   	 93.04   	 162.77		 68.46   	 244.15		 65.86   	 183.11		
 42.72   	546.26   	 93.69   	  66.12		 69.44   	 218.72		 66.59   	 111.90		
 39.98   	517.88   	 93.96   	 147.51		 70.32   	 183.11		 67.04   	  61.04		
 37.84   	495.30   	 94.55   	 244.15		 71.05   	 137.33		 67.28   	  10.17		
 34.48   	482.18   	 95.52   	 152.59		 71.60   	  76.30		 67.32(S)	 -40.69		
 29.30   	477.29   	 96.13   	 -15.26		 71.90   	  30.52		 67.16   	-111.90		
 22.89   	475.16   	 96.07   	 -81.38		 72.02   	  15.26		 66.71   	-178.03		
 17.09   	470.58   	 95.75   	  10.17		 72.09(S)	 -15.26		 66.00   	-208.54		
 13.73   	462.65   	 95.79   	 111.90		 72.02   	 -81.38		 65.17   	-223.80		
 13.43   	453.80   	 96.24   	  86.47		 71.70   	-127.16		 64.27   	-264.50		
 16.17   	449.83   	 96.58(S)	 -86.47		 71.19   	-137.33		 63.21   	-305.19		
 20.45   	453.80   	 96.24   	-239.06		 70.64   	-162.77		 61.99   	-340.79		
 25.63   	465.70   	 95.28   	-249.24		 69.99   	-208.54		 60.63   	-366.22		
 32.96   	483.09   	 94.28   	-137.33		 69.16   	-218.72		 59.17   	-366.22		
 42.72   	505.07   	 93.73   	 -61.04		 68.28   	-228.89		 57.70   	-366.22		
 55.54   	531.01   	 93.49   	 -61.04		 67.36   	-269.58		 56.24   	-412.00		
 70.50   	560.30   	 93.24   	-127.16		 66.29   	-264.50		 54.59   	-478.13		
 84.84   	590.82   	 92.74   	-218.72		 65.23   	-223.80		 52.68   	-518.82		
 96.74   	618.90   	 91.86   	-300.10		 64.33   	-157.68		 50.60   	-478.13		
104.98   	642.40   	 90.66   	-295.01		 63.70   	 -81.38		 48.69   	-447.61		
109.56   	660.71   	 89.48   	-203.46		 63.38   	 -71.21		 46.90   	-508.65		
112.00   	673.83   	 88.67   	-147.51		 63.09   	-239.06		 44.86   	-579.86		
114.75   	679.93   	 88.08   	-193.29		 62.14   	-539.16		 42.54   	-625.63		
118.71   	676.57   	 87.30   	-244.15		 59.98   	-595.11		 40.04   	-666.32		
122.99   	663.15   	 86.33   	-305.19		 57.60   	-376.40		 37.38   	-666.32		
124.82   	641.78   	 85.11   	-371.31		 56.09   	-442.52		 34.71   	-595.11		
122.07   	615.23   	 83.62   	-320.45		 54.32   	-696.84		 32.33   	-564.60		
115.05   	585.33   	 82.34   	-269.58		 51.54   	-579.86		 30.07   	-610.37		
105.90   	553.28   	 81.26   	-320.45		 49.22   	-315.36		 27.63   	-615.46		
 97.35   	519.41   	 79.98   	-356.05		 47.96   	-330.62		 25.17   	-554.42		
 91.25   	485.23   	 78.56   	-381.48		 46.63   	-412.00		 22.95   	-503.56		
 86.36   	453.49   	 77.03   	-391.66		 44.98   	-330.62		 20.94   	-483.21		
 80.87   	426.33   	 75.46   	-239.06		 43.66   	-208.54		 19.00   	-493.39		
 73.24   	404.66   	 74.51   	 -50.86		 42.83   	-178.03		 17.03   	-473.04		
 63.78   	387.88   	 74.30   	 -45.78		 42.12   	-127.16		 15.14   	-391.66		
 52.80   	375.06   	 74.12   	 -61.04		 41.61   	 -55.95		 13.57   	-315.36		
 41.50   	365.60   	 73.88   	-122.07		 41.38   	 -40.69		 12.31   	-300.10		
 31.74   	358.89   	 73.39   	-223.80		 41.22   	 -45.78		 11.11   	-310.27		
 24.11   	354.61   	 72.49   	-183.11		 41.04   	  45.78		  9.87   	-295.01		
 19.84   	352.17   	 71.76   	-106.82		 41.22   	 218.72		  8.69   	-259.41		
 18.31   	350.95   	 71.33   	 -86.47		 42.10   	 315.36		  7.65   	-249.24		
 18.01   	348.82   	 70.99   	-101.73		 43.36   	 289.93		  6.65   	-213.63		
 17.70   	343.93   	 70.58   	-147.51		 44.52   	 218.72		  5.80   	-172.94		
 16.78   	335.69   	 69.99   	-208.54		 45.39   	 244.15		  5.11   	-142.42		
 14.34   	325.93   	 69.16   	-223.80		 46.37   	 300.10		  4.54   	-137.33		
 10.38   	317.38   	 68.26   	-193.29		 47.57   	 249.24		  3.99   	-127.16		
  5.80   	311.28   	 67.49   	-106.82		 48.57   	 142.42		  3.48   	 -66.12		
  1.83   	308.53   	 67.06   	 -50.86		 49.14   	 111.90		  3.21   	  40.69		
 -0.61   	307.62   	 66.86   	 -55.95		 49.58   	 111.90		  3.38   	  91.56		
 -0.61   	308.23   	 66.63   	 -55.95		 50.03   	  55.95		  3.74   	  40.69		
  1.53   	309.75   	 66.41   	 -76.30		 50.25   	 -45.78		  3.91   	 -25.43		
  4.27   	311.89   	 66.10   	-122.07		 50.07   	-178.03		  3.80   	  25.43		
  7.32   	314.03   	 65.62   	-106.82		 49.36   	-274.67		  3.91   	 116.99		
  9.16   	315.25   	 65.19   	 -81.38		 48.26   	-284.84		  4.37   	 142.42		
 10.68   	314.64   	 64.86   	 -35.61		 47.12   	-289.93		  4.94   	 101.73		
 11.60   	312.81   	 64.72   	  20.35		 45.96   	-330.62		  5.35   	  71.21		
 12.82   	310.97   	 64.80   	  30.52		 44.64   	-356.05		  5.64   	  61.04		
 14.04   	310.06   	 64.92   	 -55.95		 43.21   	-330.62		  5.88   	  76.30		
 14.65   	308.84   	 64.70   	-127.16		 41.89   	-315.36		  6.19   	  61.04		
 14.95   	307.62   	 64.19   	-137.33		 40.63   	-335.71		  6.43   	 -30.52		
 14.34   	306.40   	 63.64   	-101.73		 39.29   	-335.71		  6.31   	-116.99		
 12.51   	304.87   	 63.23   	 -61.04		 37.94   	-274.67		  5.84   	-122.07		
  7.93   	299.99   	 62.99   	 -15.26		 36.85   	-208.54		  5.35   	 -86.47		
  1.53   	287.48   	 62.93   	 -20.35		 36.01   	-178.03		  5.01   	 -55.95		
  0.61   	268.55   	 62.85   	 -71.21		 35.30   	-132.25		  4.78   	 -71.21		
 22.28   	259.40   	 62.56   	 -96.64		 34.77   	 -40.69		  4.50   	-111.90		
 87.59   	293.88   	 62.18   	 -96.64		 34.61   	  -5.09		  4.05   	-116.99		
202.33   	401.31   	 61.79   	 -81.38		 34.59   	 -35.61		  3.58   	-111.90		
335.08   	570.37   	 61.46   	 -71.21		 34.45   	 -25.43		  3.13   	 -86.47		
413.82   	734.25   	 61.18   	 -71.21		 34.34   	   5.09		  2.79   	 -76.30		
362.85   	805.05(R)	 60.89   	-122.07		 34.36   	 -45.78		  2.48(E)	-127.16		
-132.45   	575.87   	 60.41   	 -40.69		 34.18   	 -30.52		  1.97   	 -55.95		
-398.25   	401.92   	 60.24   	 -66.12		 34.06   	 -15.26		  1.75   	 -45.78		
-530.40   	289.92   	 59.98   	-111.90		 34.00   	 -35.61		  1.57   	 -50.86		
-501.71   	237.12   	 59.53   	-111.90		 33.86   	 -55.95		  1.36   	 -50.86		
-369.26   	190.43   	 59.08   	 -76.30		 33.63   	 -20.35		  1.16   	 -30.52		
-218.51   	119.02   	 58.78   	 -35.61		 33.55   	   0.00		  1.04   	 -10.17		
-106.81   	 50.05   	 58.64   	 -10.17		 33.55   	 -45.78		  1.00   	 -10.17		
-43.64   	 37.84   	 58.60   	 -61.04		 33.37   	 -50.86		  0.96   	  -5.09		
-10.99   	103.45   	 58.35   	-116.99		 33.16   	  20.35		  0.94(D)	  10.17		
  8.85   	210.27   	 57.88   	-111.90		 33.25   	  40.69		  0.98   	  61.04		
 19.53   	292.05   	 57.44   	-101.73		 33.41   	   0.00		  1.22   	 152.59		
 19.53   	309.14   	 57.03   	 -55.95		 33.41   	  10.17		  1.83   	 213.63		
 12.82   	274.35   	 56.81   	 -71.21		 33.45   	  50.86		  2.69   	 198.37		
  5.80   	231.32   	 56.52   	-116.99		 33.65   	  35.61		  3.48   	 157.68		
  2.75   	213.01   	 56.05   	-122.07		 33.79   	 -45.78		  4.11   	 132.25		
  3.05   	223.08   	 55.56   	-116.99		 33.61   	 -86.47		  4.64   	 157.68		
  3.97   	245.06   	 55.10   	-127.16		 33.27   	 -71.21		  5.27   	 233.98		
  4.58   	260.62   	 54.59   	-116.99		 32.98   	-111.90		  6.21   	 350.97		
  4.27   	263.06   	 54.12   	 -81.38		 32.53   	-279.75		  7.61   	 442.52		
  4.58   	256.96   	 53.79   	 -30.52		 31.41   	-315.36		  9.38   	 452.69		
  4.88   	251.16   	 53.67   	  10.17		 30.15   	-132.25		 11.19   	 427.26		
  5.19   	250.24   	 53.71   	  20.35		 29.62   	 -10.17		 12.90   	 478.13		
  4.58   	253.60   	 53.79   	 -86.47		 29.58   	-106.82		 14.81   	 600.20		
  3.36   	256.35   	 53.45   	-178.03		 29.16   	-172.94		 17.21   	 666.32		
  1.53   	256.04   	 52.74   	-122.07		 28.46   	 -86.47		 19.88   	 610.37		
  0.31   	251.77   	 52.25   	 -55.95		 28.12   	 -45.78		 22.32   	 549.34		
  0.92   	245.06   	 52.02   	 -10.17		 27.93   	 -76.30		 24.52   	 554.42		
  2.44   	238.95   	 51.98   	  -5.09		 27.63   	 -45.78		 26.73   	 605.29		
  4.27   	235.90   	 51.96   	 -76.30		 27.45(D)	  15.26		 29.16   	 610.37		
  5.49   	236.51   	 51.66   	-172.94		 27.51   	  25.43		 31.60   	 549.34		
  5.49   	239.26   	 50.97   	-172.94		 27.61   	   0.00		 33.79   	 483.21		
  5.19   	241.09   	 50.27   	-116.99		 27.61   	   0.00		 35.73   	 432.35		
  5.49   	239.87   	 49.81   	 -45.78		 27.61   	  -5.09		 37.46   	 412.00		
  7.32   	236.51   	 49.62   	  25.43		 27.59   	   0.00		 39.10   	 325.53		
 10.38   	233.15   	 49.73   	  81.38		 27.59   	  55.95		 40.41   	 208.54		
 14.34   	231.93   	 50.05   	  81.38		 27.81   	  86.47		 41.24   	 147.51		
 18.31   	232.24   	 50.38   	   5.09		 28.16   	  50.86		 41.83   	 116.99		
 21.97   	231.02   	 50.40   	 -76.30		 28.36   	  61.04		 42.30   	  45.78		
 25.63   	226.44   	 50.09   	 -96.64		 28.61   	  76.30		 42.48   	 -30.52		
 30.21   	218.81   	 49.70   	 -66.12		 28.91   	  50.86		 42.36   	 -55.95		
 36.01   	210.57   	 49.44   	  61.04		 29.11   	  25.43		 42.14   	 -71.21		
 42.72   	203.86   	 49.68   	 223.80		 29.22   	  66.12		 41.85   	-101.73		
 48.52   	199.28   	 50.58   	 412.00		 29.48   	  81.38		 41.44   	-137.33		
 52.49   	197.45   	 52.23   	 615.46		 29.81   	  91.56		 40.90   	-147.51		
 53.71   	198.36   	 54.69   	 773.14		 30.17   	 162.77		 40.31   	-101.73		
 51.88   	202.33   	 57.78   	 824.00		 30.82   	 249.24		 39.90   	 -50.86		
 47.30   	208.13   	 61.08   	 727.36		 31.82   	 289.93		 39.69   	 -25.43		
 40.89   	214.23   	 63.99   	 600.20		 32.98   	 335.71		 39.59   	 -10.17		
 34.48   	220.95   	 66.39   	 493.39		 34.32   	 396.74		 39.55   	  61.04		
 28.69   	230.71   	 68.36   	 467.95		 35.91   	 447.61		 39.80   	 147.51		
 23.50   	244.75   	 70.23   	  N/A		 37.70   	  N/A		 40.39   	  N/A		
