SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  DAO     	  DAO'		  RV     	  RV'		
 36.54   	  55.95		 23.82   	 325.53		
 36.76   	 116.99		 25.13   	 310.27		
 37.23   	 193.29		 26.37   	 300.10		
 38.01   	 279.75		 27.57   	 315.36		
 39.12   	 345.88		 28.83   	 305.19		
 40.51   	 401.83		 30.05   	 279.75		
 42.12   	 427.26		 31.17   	 259.41		
 43.82   	 437.43		 32.21   	 233.98		
 45.57   	 437.43		 33.14   	 178.03		
 47.32   	 406.92		 33.86   	 111.90		
 48.95   	 361.14		 34.30   	  66.12		
 50.40   	 300.10		 34.57   	  66.12		
 51.60   	 249.24		 34.83   	  61.04		
 52.59   	 300.10		 35.08   	  10.17		
 53.79   	  50.86		 35.12   	 -10.17		
 54.00   	  -5.09		 35.08   	  10.17		
 53.98   	 -45.78		 35.12   	  35.61		
 53.79   	 -76.30		 35.26   	  35.61		
 53.49   	-106.82		 35.40   	  20.35		
 53.06   	-127.16		 35.48   	  30.52		
 52.55   	-137.33		 35.61   	  61.04		
 52.00   	-137.33		 35.85   	  81.38		
 51.45   	-127.16		 36.17   	  71.21		
 50.95   	 -96.64		 36.46   	  55.95		
 50.56   	 -71.21		 36.68   	  40.69		
 50.27   	 -55.95		 36.85   	  25.43		
 50.05   	 -10.17		 36.95   	  20.35		
 50.01   	  15.26		 37.03   	  15.26		
 50.07   	  35.61		 37.09   	 -15.26		
 50.21   	  45.78		 37.03   	 -55.95		
 50.40   	  66.12		 36.81   	 -71.21		
 50.66   	  81.38		 36.52   	 -66.12		
 50.99   	  91.56		 36.26   	 -71.21		
 51.35   	 101.73		 35.97   	-101.73		
 51.76   	  96.64		 35.56   	-127.16		
 52.15   	  86.47		 35.06   	-137.33		
 52.49   	  71.21		 34.51   	-152.59		
 52.78   	  71.21		 33.90   	-152.59		
 53.06   	  96.64		 33.29   	-356.05		
 53.45   	  15.26		 31.86   	-244.15		
 53.51   	   0.00		 30.88   	-259.41		
 53.51   	 -20.35		 29.85   	-269.58		
 53.43   	 -40.69		 28.77   	-289.93		
 53.27   	 -61.04		 27.61   	-320.45		
 53.02   	 -86.47		 26.33   	-361.14		
 52.68   	-111.90		 24.88   	-401.83		
 52.23   	-137.33		 23.28   	-381.48		
 51.68   	-152.59		 21.75   	-356.05		
 51.07   	-172.94		 20.33   	-356.05		
 50.38   	-218.72		 18.90   	-381.48		
 49.50   	-239.06		 17.38   	-396.74		
 48.55   	-249.24		 15.79   	-381.48		
 47.55   	-254.32		 14.26   	-295.01		
 46.53   	-223.80		 13.08   	-218.72		
 45.64   	-172.94		 12.21   	-157.68		
 44.94   	-101.73		 11.58   	-101.73		
 44.54   	 -50.86		 11.17   	-106.82		
 44.33   	 -15.26		 10.74   	-213.63		
 44.27   	 -10.17		  9.89   	-356.05		
 44.23   	 -20.35		  8.46   	-289.93		
 44.15   	  10.17		  7.30   	 -81.38		
 44.19   	  45.78		  6.98   	 -20.35		
 44.37   	  25.43		  6.90   	-132.25		
 44.48   	   5.09		  6.37   	-274.67		
 44.50   	  25.43		  5.27   	-249.24		
 44.60   	  35.61		  4.27   	 -55.95		
 44.74   	  10.17		  4.05   	 137.33		
 44.78   	  -5.09		  4.60   	 127.16		
 44.76   	  -5.09		  5.11   	 -50.86		
 44.74   	 -25.43		  4.90   	-137.33		
 44.64   	 -35.61		  4.35   	-116.99		
 44.50   	 -40.69		  3.89   	 -91.56		
 44.33   	 -66.12		  3.52   	 -61.04		
 44.07   	 -86.47		  3.28   	 -91.56		
 43.72   	 -66.12		  2.91   	-132.25		
 43.46   	 -55.95		  2.38   	 -76.30		
 43.23   	 -61.04		  2.08   	  30.52		
 42.99   	 -86.47		  2.20   	  45.78		
 42.64   	 -86.47		  2.38   	  15.26		
 42.30   	 -71.21		  2.44   	  50.86		
 42.01   	 -61.04		  2.64   	 122.07		
 41.77   	 -61.04		  3.13   	 142.42		
 41.53   	 -76.30		  3.70   	 122.07		
 41.22   	 -76.30		  4.19   	 132.25		
 40.92   	 -45.78		  4.72   	 157.68		
 40.73   	 -30.52		  5.35   	 147.51		
 40.61   	 -45.78		  5.94   	  50.86		
 40.43   	 -50.86		  6.14   	 -15.26		
 40.22   	 -45.78		  6.08   	  10.17		
 40.04   	 -35.61		  6.12   	  20.35		
 39.90   	 -20.35		  6.21   	 -15.26		
 39.82   	 -35.61		  6.14   	 -35.61		
 39.67   	 -50.86		  6.00   	 -35.61		
 39.47   	 -25.43		  5.86   	   5.09		
 39.37   	  10.17		  5.88   	  25.43		
 39.41   	 -25.43		  5.98   	  25.43		
 39.31   	 -45.78		  6.08   	  20.35		
 39.12   	   5.09		  6.16   	  15.26		
 39.15   	   5.09		  6.23   	  20.35		
 39.17   	 -25.43		  6.31   	  66.12		
 39.06   	 -15.26		  6.57   	  66.12		
 39.00   	  -5.09		  6.84   	  30.52		
 38.98   	  -5.09		  6.96   	  91.56		
 38.96   	 -15.26		  7.32   	 152.59		
 38.90   	 -20.35		  7.93   	 122.07		
 38.82   	 -30.52		  8.42   	  61.04		
 38.70   	 -76.30		  8.67   	 295.01		
 38.39   	 -45.78		  9.85   	 325.53		
 38.21   	 -50.86		 11.15   	 381.48		
 38.01   	 -45.78		 12.68   	 350.97		
 37.82   	 -35.61		 14.08   	 264.50		
 37.68   	 -30.52		 15.14   	 264.50		
 37.56   	 -30.52		 16.20   	 340.79		
 37.44   	 -45.78		 17.56   	 396.74		
 37.25   	 -45.78		 19.15   	 350.97		
 37.07   	 -20.35		 20.55   	 254.32		
 36.99   	   5.09		 21.57   	 198.37		
 37.01   	  20.35		 22.36   	 244.15		
 37.09   	  40.69		 23.34   	 330.62		
 37.25   	 111.90		 24.66   	 376.40		
 37.70   	 208.54		 26.16   	 320.45		
 38.53   	 289.93		 27.45   	 249.24		
 39.69   	 366.22		 28.44   	 269.58		
 41.16   	 417.09		 29.52   	 356.05		
 42.83   	 437.43		 30.95   	 335.71		
 44.58   	 457.78		 32.29   	 228.89		
 46.41   	 427.26		 33.20   	 157.68		
 48.12   	 396.74		 33.84   	 127.16		
 49.70   	 376.40		 34.34   	 122.07		
 51.21   	 345.88		 34.83   	 116.99		
 52.59   	 239.06		 35.30   	 111.90		
 53.55   	 305.19		 35.75   	  45.78		
 54.77   	  76.30		 35.93   	   0.00		
 55.08   	 -20.35		 35.93   	  86.47		
 54.99   	 -61.04		 36.28   	  76.30		
 54.75   	 -76.30		 36.58   	  25.43		
 54.45   	-101.73		 36.68   	  15.26		
 54.04   	-127.16		 36.74   	  55.95		
 53.53   	-147.51		 36.97   	  96.64		
 52.94   	-147.51		 37.35   	 106.82		
 52.35   	-116.99		 37.78   	  71.21		
 51.88   	 -71.21		 38.07   	  55.95		
 51.60   	 -61.04		 38.29   	  61.04		
 51.35   	 -50.86		 38.53   	  76.30		
 51.15   	 -10.17		 38.84   	  76.30		
 51.11   	  30.52		 39.15   	  45.78		
 51.23   	  50.86		 39.33   	 -10.17		
 51.43   	  66.12		 39.29   	 -25.43		
 51.70   	  71.21		 39.19   	   5.09		
 51.98   	 106.82		 39.21   	   5.09		
 52.41   	 127.16		 39.23   	 -81.38		
 52.92   	 132.25		 38.90   	-132.25		
 53.45   	 111.90		 38.37   	 -91.56		
 53.90   	 106.82		 38.01   	-101.73		
 54.32   	  96.64		 37.60   	-152.59		
 54.71   	  81.38		 36.99   	-167.85		
 55.04   	  96.64		 36.32   	-376.40		
 55.42   	   0.00		 34.81   	-223.80		
 55.42   	   0.00		 33.92   	-223.80		
 55.42   	 -10.17		 33.02   	-213.63		
 55.38   	 -50.86		 32.17   	-244.15		
 55.18   	 -86.47		 31.19   	-305.19		
 54.83   	 -91.56		 29.97   	-371.31		
 54.47   	-116.99		 28.48   	-371.31		
 54.00   	-142.42		 27.00   	-340.79		
 53.43   	-147.51		 25.64   	-330.62		
 52.84   	-167.85		 24.31   	-361.14		
 52.17   	-203.46		 22.87   	-401.83		
 51.35   	-218.72		 21.26   	-381.48		
 50.48   	-218.72		 19.74   	-356.05		
 49.60   	-233.98		 18.31   	-335.71		
 48.67   	-244.15		 16.97   	-289.93		
 47.69   	-213.63		 15.81   	-244.15		
 46.84   	-127.16		 14.83   	-228.89		
 46.33   	 -61.04		 13.92   	-198.37		
 46.08   	 -40.69		 13.12   	-152.59		
 45.92   	 -20.35		 12.51   	-142.42		
 45.84   	  20.35		 11.94   	-152.59		
 45.92   	  50.86		 11.33   	-147.51		
 46.12   	  40.69		 10.74   	-203.46		
 46.29   	  15.26		  9.93   	-198.37		
 46.35   	  25.43		  9.14   	-111.90		
 46.45   	  40.69		  8.69   	 -81.38		
 46.61   	  10.17		  8.36   	-127.16		
 46.65   	 -20.35		  7.85   	-157.68		
 46.57   	  -5.09		  7.22   	-152.59		
 46.55   	 -10.17		  6.61   	 -81.38		
 46.51   	 -45.78		  6.29   	 -15.26		
 46.33   	 -61.04		  6.23   	  -5.09		
 46.08   	 -61.04		  6.21   	 -45.78		
 45.84   	 -76.30		  6.02   	 -55.95		
 45.53   	 -76.30		  5.80   	 -30.52		
 45.23   	 -76.30		  5.68   	  40.69		
 44.92   	 -71.21		  5.84   	 152.59		
 44.64   	 -76.30		  6.45   	 213.63		
 44.33   	 -71.21		  7.30   	 172.94		
 44.05   	 -71.21		  8.00   	 137.33		
 43.76   	 -55.95		  8.55   	 132.25		
 43.54   	 -45.78		  9.07   	 127.16		
 43.36   	 -55.95		  9.58   	  91.56		
 43.13   	 -50.86		  9.95   	  15.26		
 42.93   	 -30.52		 10.01   	 -40.69		
 42.81   	 -30.52		  9.85   	 -55.95		
 42.69   	 -40.69		  9.62   	 -45.78		
 42.52   	 -40.69		  9.44   	 -50.86		
 42.36   	 -30.52		  9.24   	 -66.12		
 42.24   	 -35.61		  8.97   	 -40.69		
 42.10   	 -35.61		  8.81   	  -5.09		
 41.95   	 -45.78		  8.79   	  15.26		
 41.77   	 -40.69		  8.85   	  10.17		
 41.61   	 -30.52		  8.89   	  30.52		
 41.49   	 -30.52		  9.01   	  45.78		
 41.36   	 -35.61		  9.20   	  30.52		
 41.22   	 -35.61		  9.32   	  15.26		
 41.08   	 -35.61		  9.38   	  25.43		
 40.94   	 -35.61		  9.48   	  45.78		
 40.79   	 -25.43		  9.66   	  45.78		
 40.69   	 -20.35		  9.85   	  40.69		
 40.61   	 -25.43		 10.01   	  45.78		
 40.51   	 -25.43		 10.19   	  40.69		
 40.41   	 -20.35		 10.36   	  45.78		
 40.33   	 -20.35		 10.54   	  50.86		
 40.24   	 -20.35		 10.74   	  45.78		
 40.16   	 -55.95		 10.93   	 152.59		
 39.94   	 -20.35		 11.54   	 208.54		
 39.86   	 -20.35		 12.37   	 274.67		
 39.78   	 -30.52		 13.47   	 269.58		
 39.65   	 -35.61		 14.55   	 279.75		
 39.51   	 -30.52		 15.67   	 345.88		
 39.39   	 -20.35		 17.05   	 422.18		
 39.31   	 -25.43		 18.74   	 406.92		
 39.21   	 -35.61		 20.37   	 335.71		
 39.06   	 -25.43		 21.71   	 295.01		
 38.96   	  -5.09		 22.89   	 295.01		
 38.94   	  30.52		 24.07   	 305.19		
 39.06   	  76.30		 25.29   	 264.50		
 39.37   	 142.42		 26.35   	 218.72		
 39.94   	 233.98		 27.22   	 249.24		
 40.87   	 325.53		 28.22   	 289.93		
 42.18   	 386.57		 29.38   	 289.93		
 43.72   	 427.26		 30.54   	 284.84		
 45.43   	 452.69		 31.68   	 274.67		
 47.24   	 457.78		 32.78   	 244.15		
 49.07   	 432.35		 33.75   	 223.80		
 50.80   	 396.74		 34.65   	 218.72		
 52.39   	 350.97		 35.52   	 198.37		
 53.79   	 289.93		 36.32   	 157.68		
 54.95   	 213.63		 36.95   	 106.82		
 55.81   	 233.98		 37.38   	 116.99		
 56.74   	  15.26		 37.84   	  40.69		
 56.81   	 -30.52		 38.01   	  25.43		
 56.68   	 -71.21		 38.11   	  30.52		
 56.40   	 -96.64		 38.23   	  25.43		
 56.01   	-122.07		 38.33   	  -5.09		
 55.52   	-127.16		 38.31   	  -5.09		
 55.02   	-111.90		 38.29   	  25.43		
 54.57   	-101.73		 38.39   	  35.61		
 54.16   	 -86.47		 38.53   	  20.35		
 53.81   	 -71.21		 38.62   	  10.17		
 53.53   	 -35.61		 38.66   	  10.17		
 53.39   	 -10.17		 38.70   	  10.17		
 53.35   	  20.35		 38.74   	  10.17		
 53.43   	  45.78		 38.78   	 -30.52		
 53.61   	  66.12		 38.66   	 -86.47		
 53.88   	  86.47		 38.31   	 -76.30		
 54.22   	 101.73		 38.01   	 -35.61		
 54.63   	 101.73		 37.86   	 -76.30		
 55.04   	 116.99		 37.56   	-157.68		
 55.50   	 132.25		 36.93   	-188.20		
 56.03   	 132.25		 36.17   	-172.94		
 56.56   	 127.16		 35.48   	-127.16		
 57.07   	  96.64		 34.97   	-142.42		
 57.46   	  81.38		 34.40   	-218.72		
 57.78   	 111.90		 33.53   	-534.08		
 58.23   	  25.43		 31.39   	-142.42		
 58.33   	 -10.17		 30.82   	-106.82		
 58.29   	 -35.61		 30.40   	-244.15		
 58.15   	 -50.86		 29.42   	-361.14		
 57.94   	 -61.04		 27.98   	-295.01		
 57.70   	 -91.56		 26.80   	-193.29		
 57.33   	-132.25		 26.02   	-223.80		
 56.81   	-157.68		 25.13   	-330.62		
 56.17   	-167.85		 23.80   	-345.88		
 55.50   	-178.03		 22.42   	-295.01		
 54.79   	-203.46		 21.24   	-264.50		
 53.98   	-228.89		 20.18   	-279.75		
 53.06   	-264.50		 19.06   	-289.93		
 52.00   	-289.93		 17.90   	-335.71		
 50.84   	-289.93		 16.56   	-335.71		
 49.68   	-249.24		 15.22   	-269.58		
 48.69   	-183.11		 14.14   	-239.06		
 47.96   	-127.16		 13.18   	-269.58		
 47.45   	 -86.47		 12.11   	-249.24		
 47.10   	 -35.61		 11.11   	-198.37		
 46.96   	  10.17		 10.32   	-137.33		
 47.00   	   5.09		  9.77   	 -86.47		
 47.02   	  15.26		  9.42   	 -61.04		
 47.08   	  40.69		  9.18   	 -91.56		
 47.24   	  50.86		  8.81   	-101.73		
 47.45   	  35.61		  8.40   	 -76.30		
 47.59   	  30.52		  8.10   	 -55.95		
 47.71   	  25.43		  7.87   	 -81.38		
 47.81   	  25.43		  7.55   	-101.73		
 47.91   	  15.26		  7.14   	-101.73		
 47.98   	 -15.26		  6.73   	 -91.56		
 47.91   	 -40.69		  6.37   	 -71.21		
 47.75   	 -45.78		  6.08   	 -66.12		
 47.57   	 -45.78		  5.82   	 -61.04		
 47.39   	 -55.95		  5.57   	   5.09		
 47.16   	 -81.38		  5.60   	 122.07		
 46.84   	 -86.47		  6.08   	 193.29		
 46.49   	 -86.47		  6.86   	 213.63		
 46.14   	 -91.56		  7.71   	 198.37		
 45.78   	 -81.38		  8.50   	 152.59		
 45.45   	 -86.47		  9.11   	 127.16		
 45.11   	-111.90		  9.62   	 152.59		
 44.66   	 -96.64		 10.23   	 157.68		
 44.27   	 -61.04		 10.86   	  66.12		
 44.03   	 -55.95		 11.13   	 -66.12		
 43.80   	 -86.47		 10.86   	-116.99		
 43.46   	 -71.21		 10.40   	 -45.78		
 43.17   	 -45.78		 10.21   	   5.09		
 42.99   	 -40.69		 10.23   	 -55.95		
 42.83   	 -55.95		 10.01   	 -76.30		
 42.60   	 -45.78		  9.70   	 -15.26		
 42.42   	 -15.26		  9.64   	  35.61		
 42.36   	 -15.26		  9.79   	  96.64		
 42.30   	 -15.26		 10.17   	  81.38		
 42.24   	  -5.09		 10.50   	   5.09		
 42.22   	  -5.09		 10.52   	   0.00		
 42.20   	 -15.26		 10.52   	   0.00		
 42.14   	 -30.52		 10.52   	 -25.43		
 42.01   	 -30.52		 10.42   	   0.00		
 41.89   	 -10.17		 10.42   	  45.78		
 41.85   	 -15.26		 10.60   	  30.52		
 41.79   	 -30.52		 10.72   	 -30.52		
 41.67   	 -25.43		 10.60   	 -66.12		
 41.57   	 -20.35		 10.34   	 -35.61		
 41.49   	 -30.52		 10.19   	  35.61		
 41.36   	 -40.69		 10.34   	  55.95		
 41.20   	 -40.69		 10.56   	  15.26		
 41.04   	 -91.56		 10.62   	 167.85		
 40.67   	 -35.61		 11.29   	 239.06		
 40.53   	 -45.78		 12.25   	 284.84		
 40.35   	 -55.95		 13.39   	 320.45		
 40.12   	 -40.69		 14.67   	 350.97		
 39.96   	 -30.52		 16.07   	 366.22		
 39.84   	 -35.61		 17.54   	 406.92		
 39.69   	 -40.69		 19.17   	 427.26		
 39.53   	 -30.52		 20.87   	 386.57		Beg---------
 39.41   	 -15.26		 22.42   	 335.71		
 39.35(D)	  15.26		 23.76   	 284.84		
 39.41   	  30.52		 24.90   	 233.98		
 39.53   	  50.86		 25.84   	 188.20		
 39.74   	 127.16		 26.59   	 208.54		
 40.24   	 208.54		 27.43   	 249.24		
 41.08   	 295.01		 28.42   	 289.93		
 42.26   	 350.97		 29.58   	 284.84		
 43.66   	 386.57		 30.72   	 172.94		
 45.21   	 452.69		 31.41   	 183.11		
 47.02   	 467.95		 32.15   	 305.19		
 48.89   	 432.35		 33.37   	 295.01		
 50.62   	 366.22		 34.55   	 183.11		
 52.09   	 361.14		 35.28   	 122.07		
 53.53   	 330.62		 35.77   	 127.16		
 54.85   	 223.80		 36.28   	 122.07		
 55.75   	 208.54		 36.76   	 116.99		
 56.58   	  35.61		 37.23   	  35.61		
 56.72   	 -50.86		 37.38   	  45.78		
 56.52   	 -96.64		 37.56   	  -5.09		
 56.13   	-106.82		 37.54   	 -40.69		
 55.71   	-122.07		 37.38   	   5.09		
 55.22   	-132.25		 37.40   	  76.30		
 54.69   	-127.16		 37.70   	  55.95		
 54.18   	-111.90		 37.92   	  10.17		
 53.73   	-101.73		 37.97   	  35.61		
 53.33   	 -81.38		 38.11   	  45.78		
 53.00   	 -40.69		 38.29   	  15.26		
 52.84   	 -30.52		 38.35   	   5.09		
 52.72   	   0.00		 38.37(S)	 -20.35		
 52.72   	  40.69		 38.29   	 -50.86		
 52.88   	  71.21		 38.09   	-101.73		
 53.16   	  76.30		 37.68   	-122.07		
 53.47   	  91.56		 37.19   	-101.73		
 53.83   	 127.16		 36.79   	-137.33		
 54.34   	 127.16		 36.24   	-188.20		
 54.85   	 116.99		 35.48   	-193.29		
 55.32   	 122.07		 34.71   	-198.37		
 55.81   	  91.56		 33.92   	-208.54		
 56.17   	  71.21		 33.08   	-193.29		
 56.46   	  81.38		 32.31   	-213.63		
 56.79   	  76.30		 31.45   	-493.39		
 57.09(S)	 -20.35		 29.48   	-218.72		
 57.01   	 -15.26		 28.61   	-213.63		
 56.95   	 -30.52		 27.75   	-228.89		
 56.83   	 -76.30		 26.84   	-279.75		
 56.52   	-122.07		 25.72   	-300.10		
 56.03   	-137.33		 24.52   	-274.67		
 55.48   	-137.33		 23.42   	-239.06		
 54.93   	-142.42		 22.46   	-279.75		
 54.36   	-183.11		 21.34   	-361.14		
 53.63   	-218.72		 19.90   	-330.62		
 52.76   	-213.63		 18.58   	-244.15		
 51.90   	-213.63		 17.60   	-264.50		
 51.05   	-259.41		 16.54   	-330.62		
 50.01   	-279.75		 15.22   	-335.71		
 48.89   	-223.80		 13.88   	-295.01		
 48.00   	-147.51		 12.70   	-264.50		
 47.41   	-111.90		 11.64   	-244.15		
 46.96   	 -76.30		 10.66   	-203.46		
 46.65   	 -45.78		  9.85   	-188.20		
 46.47   	 -10.17		  9.09   	-162.77		
 46.43   	   5.09		  8.44   	-162.77		
 46.45   	  10.17		  7.79   	-147.51		
 46.49   	  20.35		  7.20   	-101.73		
 46.57   	  20.35		  6.80   	 -45.78		
 46.65   	   5.09		  6.61   	 -20.35		
 46.67   	  15.26		  6.53   	   5.09		
 46.73   	  25.43		  6.55   	 -25.43		
 46.84   	   0.00		  6.45   	 -61.04		
 46.84   	 -20.35		  6.21   	 -86.47		
 46.75   	 -30.52		  5.86   	 -86.47		
 46.63   	 -40.69		  5.51   	 -76.30		
 46.47   	 -40.69		  5.21   	 -71.21		
 46.31   	 -50.86		  4.92   	-122.07		
 46.10   	 -66.12		  4.44   	-147.51		
 45.84   	 -81.38		  3.85   	 -91.56		
 45.51   	 -71.21		  3.48(D)	   5.09		
 45.23   	 -76.30		  3.50   	  71.21		
 44.92   	 -86.47		  3.78   	 111.90		
 44.58   	 -76.30		  4.23   	 152.59		
 44.27   	 -66.12		  4.84   	 193.29		
 44.01   	 -71.21		  5.62   	 203.46		
 43.72   	 -66.12		  6.43   	 142.42		
 43.46   	 -55.95		  7.00   	  55.95		
 43.23   	 -61.04		  7.22   	  76.30		
 42.99   	 -61.04		  7.53   	 122.07		
 42.75   	 -61.04		  8.02   	 111.90		
 42.50   	 -45.78		  8.46   	  81.38		
 42.32   	 -35.61		  8.79   	  10.17		
 42.18   	 -40.69		  8.83   	 -55.95		
 42.01   	 -25.43		  8.61   	 -55.95		
 41.91   	 -30.52		  8.38   	 -20.35		
 41.79   	 -50.86		  8.30   	 -10.17		
 41.59   	 -40.69		  8.26   	 -55.95		
 41.42   	 -15.26		  8.04   	-132.25		
 41.36   	 -25.43		  7.51   	-152.59		
 41.26   	 -55.95		  6.90   	 -50.86		
 41.04   	 -45.78		  6.69   	  35.61		
 40.85   	 -25.43		  6.84   	  10.17		
 40.75   	 -40.69		  6.88   	 -35.61		
 40.59   	 -50.86		  6.73(E)	 -30.52		
 40.39   	 -40.69		  6.61   	  30.52		
 40.22   	 -30.52		  6.73   	  91.56		
 40.10   	 -25.43		  7.10   	 122.07		
 40.00   	 -25.43		  7.59   	  91.56		
 39.90   	 -30.52		  7.96   	  71.21		
 39.78   	 -30.52		  8.24   	  96.64		
 39.65   	 -30.52		  8.63   	 157.68		
 39.53   	 -71.21		  9.26   	 305.19		
 39.25   	 -40.69		 10.48   	 178.03		
 39.08   	 -25.43		 11.19   	 249.24		
 38.98   	 -15.26		 12.19   	 300.10		
 38.92   	 -30.52		 13.39   	 330.62		
 38.80   	 -35.61		 14.71   	 300.10		
 38.66   	 -20.35		 15.91   	 274.67		
 38.58   	 -20.35		 17.01   	 330.62		
 38.49   	 -15.26		 18.33   	 361.14		
 38.43   	 -15.26		 19.78   	 305.19		
 38.37   	 -20.35		 21.00   	 239.06		
 38.29   	 -20.35		 21.95   	 254.32		
 38.21   	  -5.09		 22.97   	 315.36		
 38.19(D)	  25.43		 24.23   	 325.53		
 38.29   	  45.78		 25.53   	 300.10		
 38.47   	 101.73		 26.73   	 269.58		
 38.88   	 167.85		 27.81   	 264.50		
 39.55   	 249.24		 28.87   	 264.50		
 40.55   	 315.36		 29.93   	 244.15		
 41.81   	 361.14		 30.91   	 228.89		
 43.26   	 376.40		 31.82   	 188.20		
 44.76   	 396.74		 32.57   	 106.82		
 46.35   	 391.66		 33.00   	  66.12		
 47.91   	 361.14		 33.27   	  66.12		
 49.36   	 300.10		 33.53   	  71.21		
 50.56   	 462.87		 33.81   	  76.30		
 52.41   	 167.85		 34.12   	   0.00		
 53.08   	 101.73		 34.12   	  10.17		
 53.49   	  35.61		 34.16   	  15.26		
 53.63(S)	 -15.26		 34.22   	  20.35		
 53.57   	 -50.86		 34.30   	  40.69		
 53.37   	 -96.64		 34.47   	  40.69		
 52.98   	-127.16		 34.63   	  20.35		
 52.47   	-142.42		 34.71   	  25.43		
 51.90   	-137.33		 34.81   	  55.95		
 51.35   	-127.16		 35.04   	  81.38		
 50.84   	-116.99		 35.36   	  45.78		
 50.38   	-101.73		 35.54(S)	  -5.09		
 49.97   	 -86.47		 35.52   	 -15.26		
 49.62   	 -71.21		 35.46   	  -5.09		
 49.34   	 -35.61		 35.44   	  10.17		
 49.20   	  -5.09		 35.48   	 -25.43		
 49.18   	  20.35		 35.38   	 -81.38		
 49.26   	  45.78		 35.06   	 -86.47		
 49.44   	  66.12		 34.71   	 -96.64		
 49.70   	  76.30		 34.32   	-162.77		
 50.01   	  81.38		 33.67   	-178.03		
 50.34   	  71.21		 32.96   	-167.85		
 50.62   	  66.12		 32.29   	-188.20		
 50.88   	  76.30		 31.54   	-157.68		
 51.19   	 127.16		 30.91   	-467.95		
 51.70   	  50.86		 29.03   	-325.53		
 51.90   	  40.69		 27.73   	-264.50		
 52.06   	  10.17		 26.67   	-213.63		
 52.11   	 -40.69		 25.82   	-305.19		
 51.94   	 -55.95		 24.60   	-442.52		
 51.72   	 -66.12		 22.83   	-437.43		
 51.45   	-101.73		 21.08   	-366.22		
 51.05   	-147.51		 19.61   	-320.45		
 50.46   	-178.03		 18.33   	-340.79		
 49.75   	-203.46		 16.97   	-376.40		
 48.93   	-239.06		 15.46   	-371.31		
 47.98   	-269.58		 13.98   	-330.62		
 46.90   	-249.24		 12.66   	-213.63		
 45.90   	-203.46		 11.80   	-106.82		
 45.09   	-147.51		 11.37   	 -86.47		
 44.50   	-106.82		 11.03   	-132.25		
 44.07   	 -76.30		 10.50   	-172.94		
 43.76   	 -45.78		  9.81   	-167.85		
 43.58   	 -25.43		  9.14   	-132.25		
 43.48   	   5.09		  8.61   	-116.99		
 43.50   	  30.52		  8.14   	-142.42		
 43.62   	  20.35		  7.57   	-213.63		
 43.70   	  20.35		  6.71   	-218.72		
 43.78   	  35.61		  5.84   	-137.33		
 43.93   	  40.69		  5.29   	 -61.04		
 44.09   	  10.17		  5.05   	 -45.78		
 44.13   	 -15.26		  4.86   	 -40.69		
 44.07   	  10.17		  4.70   	 -30.52		
 44.11   	  20.35		  4.58   	 -25.43		
 44.19   	 -20.35		  4.48   	 -45.78		
 44.11   	 -55.95		  4.29   	 -96.64		
 43.89   	 -45.78		  3.91   	-127.16		
 43.70   	 -35.61		  3.40   	 -76.30		
 43.56   	 -50.86		  3.09   	 -20.35		
 43.36   	 -86.47		  3.01   	 -61.04		
 43.01   	 -86.47		  2.77   	-127.16		
 42.67   	 -66.12		  2.26   	 -91.56		
 42.40   	 -55.95		  1.89(D)	  55.95		
 42.18   	 -81.38		  2.12   	 142.42		
 41.85   	 -86.47		  2.69   	 137.33		
 41.51   	 -71.21		  3.23   	 101.73		
 41.22   	 -45.78		  3.64   	 132.25		
 41.04   	 -45.78		  4.17   	 183.11		
 40.85   	 -55.95		  4.90   	 218.72		
 40.63   	 -55.95		  5.78   	 183.11		
 40.41   	 -45.78		  6.51   	  86.47		
 40.22   	 -30.52		  6.86   	   0.00		
 40.10   	 -25.43		  6.86   	 -30.52		
 40.00   	 -35.61		  6.73   	 -71.21		
 39.86   	 -40.69		  6.45   	 -96.64		
 39.69   	 -35.61		  6.06   	 -61.04		
 39.55   	 -25.43		  5.82   	 -30.52		
 39.45   	 -15.26		  5.70   	 -35.61		
 39.39   	 -30.52		  5.55   	 -40.69		
 39.27   	 -30.52		  5.39   	   0.00		
 39.15   	 -10.17		  5.39(E)	  40.69		
 39.10   	 -15.26		  5.55   	  61.04		
 39.04   	 -25.43		  5.80   	  76.30		
 38.94   	 -20.35		  6.10   	  91.56		
 38.86   	 -15.26		  6.47   	  91.56		
 38.80   	 -30.52		  6.84   	  81.38		
 38.68   	 -35.61		  7.16   	  61.04		
 38.53   	 -30.52		  7.41   	  81.38		
 38.41   	 -20.35		  7.73   	 142.42		
 38.33   	 -20.35		  8.30   	 147.51		
 38.25   	 -25.43		  8.89   	  91.56		
 38.15   	 -30.52		  9.26   	  45.78		
 38.03   	 -25.43		  9.44   	  81.38		
 37.92   	 -55.95		  9.77   	 427.26		
 37.70   	 -30.52		 11.48   	 305.19		
 37.58   	 -35.61		 12.70   	 284.84		
 37.44   	 -35.61		 13.84   	 274.67		
 37.29   	 -20.35		 14.93   	 300.10		
 37.21   	 -20.35		 16.13   	 330.62		
