SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
 22.89   	-18.31   	 60.75   	 -35.61		 62.46   	-162.77		
 21.06   	-20.45   	 60.61   	 -40.69		 61.81   	-193.29		
 19.53   	-21.97   	 60.45   	 -45.78		 61.04   	-244.15		
 18.62   	-23.80   	 60.26   	 -50.86		 60.06   	-361.14		
 19.84   	-27.47   	 60.06   	 -50.86		 58.62   	-386.57		
 20.45   	-28.08   	 59.86   	 -40.69		 57.07   	-422.18		
 20.45   	-27.77   	 59.69   	 -40.69		 55.38   	-483.21		
 19.53   	-26.55   	 59.53   	 -50.86		 53.45   	-590.03		
 18.01   	-25.02   	 59.33   	 -55.95		 51.09   	-701.93		
 16.17   	-23.80   	 59.10   	 -55.95		 48.28   	-793.49		
 15.26   	-22.28   	 58.88   	 -61.04		 45.11   	-834.18		
 15.56   	-21.06   	 58.64   	 -76.30		 41.77   	-818.92		
 16.48   	-19.84   	 58.33   	 -91.56		 38.49   	-762.97		
 17.70   	-18.62   	 57.97   	-106.82		 35.44   	-686.67		
 18.62   	-18.31   	 57.54   	-122.07		 32.70   	-610.37		
 19.23   	-18.62   	 57.05   	-137.33		 30.25   	-503.56		
 19.53   	-19.23   	 56.50   	-147.51		 28.24   	-391.66		
 19.53   	-20.45   	 55.91   	-152.59		 26.67   	-376.40		
 19.53   	-21.97   	 55.30   	-142.42		 25.17   	-401.83		
 19.23   	-24.11   	 54.73   	-122.07		 23.56   	-396.74		
 18.62   	-26.55   	 54.24   	 -91.56		 21.97   	-386.57		
 17.70   	-29.30   	 53.88   	 -61.04		 20.43   	-391.66		
 17.09   	-32.35   	 53.63   	 -20.35		 18.86   	-396.74		
 17.40   	-35.10   	 53.55   	  10.17		 17.27   	-366.22		
 18.01   	-36.93   	 53.59   	  30.52		 15.81   	-340.79		
 19.23   	-38.15   	 53.71   	  35.61		 14.45   	-310.27		
 20.45   	-38.76   	 53.86   	  30.52		 13.20   	-274.67		
 20.75   	-39.37   	 53.98   	  15.26		 12.11   	-228.89		
 20.75   	-40.28   	 54.04   	 -15.26		 11.19   	-178.03		
 19.84   	-42.42   	 53.98   	 -35.61		 10.48   	-142.42		
 18.62   	-45.47   	 53.83   	 -55.95		  9.91   	-111.90		
 17.09   	-48.83   	 53.61   	 -71.21		  9.46   	 -91.56		
 15.56   	-51.88   	 53.33   	 -76.30		  9.09   	 -91.56		
 14.34   	-54.32   	 53.02   	 -71.21		  8.73   	-106.82		
 13.43   	-56.15   	 52.74   	 -61.04		  8.30   	-137.33		
 13.43   	-57.98   	 52.49   	 -45.78		  7.75   	-152.59		
 14.04   	-59.81   	 52.31   	 -35.61		  7.14   	-167.85		
 15.26   	-61.34   	 52.17   	 -25.43		  6.47   	-167.85		
 16.17   	-63.17   	 52.06   	 -20.35		  5.80   	-137.33		
 16.48   	-64.39   	 51.98   	 -15.26		  5.25   	 -71.21		
 15.87   	-65.31   	 51.92   	 -15.26		  4.96   	 -10.17		
 14.95   	-65.61   	 51.86   	 -25.43		  4.92   	  30.52		
 14.34   	-65.00   	 51.76   	 -35.61		  5.05   	  50.86		
 13.73   	-63.48   	 51.62   	 -35.61		  5.25   	  61.04		
 13.73   	-61.95   	 51.47   	 -45.78		  5.49   	  45.78		
 13.43   	-60.73   	 51.29   	 -50.86		  5.68   	  30.52		
 13.73   	-59.20   	 51.09   	 -50.86		  5.80   	  20.35		
 14.04   	-58.29   	 50.88   	 -45.78		  5.88   	  10.17		
 14.34   	-57.98   	 50.70   	 -45.78		  5.92   	  10.17		
 14.34   	-57.98   	 50.52   	 -45.78		  5.96   	  10.17		
 13.73   	-58.59   	 50.34   	 -35.61		  6.00   	  10.17		
 12.82   	-59.51   	 50.19   	 -35.61		  6.04   	  10.17		
 11.60   	-60.42   	 50.05   	 -30.52		  6.08   	  10.17		
 10.38   	-60.73   	 49.93   	 -30.52		  6.12   	  10.17		
  9.77   	-61.04   	 49.81   	 -25.43		  6.16   	  15.26		
  9.77   	-61.34   	 49.70   	 -30.52		  6.23   	  15.26		
 10.68   	-61.65   	 49.58   	 -30.52		  6.29   	   5.09		
 11.29   	-61.65   	 49.46   	 -30.52		  6.31   	   0.00		
 11.60   	-62.56   	 49.34   	 -30.52		  6.31   	 -10.17		
 10.99   	-63.48   	 49.22   	 -30.52		  6.27   	 -20.35		
 10.68   	-64.09   	 49.09   	 -35.61		  6.19   	  -5.09		
 11.29   	-61.04   	 48.95   	 -35.61		  6.16   	  15.26		
