SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  AO     	  AO'		  RV     	  RV'		
 41.77   	 -35.61		  7.79   	  10.17		
 41.63   	 -35.61		  7.83   	   5.09		
 41.49   	 -35.61		  7.85   	   0.00		
 41.34   	 -40.69		  7.85   	  10.17		
 41.18   	 -40.69		  7.89   	   5.09		
 41.02   	 -35.61		  7.91   	   5.09		
 40.87   	 -35.61		  7.93   	  10.17		
 40.73   	 -35.61		  7.98   	  10.17		
 40.59   	 -40.69		  8.02   	  15.26		
 40.43   	 -30.52		  8.08   	  15.26		
 40.31   	 -30.52		  8.14   	  25.43		
 40.18   	 -30.52		  8.24   	  40.69		
 40.06   	 -30.52		  8.40   	  50.86		
 39.94   	 -30.52		  8.61   	  61.04		
 39.82   	 -30.52		  8.85   	  66.12		
 39.69   	 -25.43		  9.11   	  76.30		
 39.59   	 -25.43		  9.42   	  96.64		
 39.49   	 -35.61		  9.81   	 101.73		
 39.35   	 -40.69		 10.21   	  86.47		
 39.19   	 -35.61		 10.56   	  76.30		
 39.04   	 -35.61		 10.86   	  96.64		
 38.90   	 -35.61		 11.25   	 142.42		
 38.76   	 -40.69		 11.82   	 157.68		
 38.60   	 -40.69		 12.45   	 127.16		
 38.43   	 -35.61		 12.96   	 142.42		
 38.29   	 -25.43		 13.53   	 295.01		
 38.19   	 -15.26		 14.71   	 452.69		
 38.13   	 -25.43		 16.52   	 361.14		
 38.03   	 -20.35		 17.97   	 208.54		
 37.94   	 -15.26		 18.80   	 188.20		
 37.88   	   5.09		 19.55   	 259.41		
 37.90   	  35.61		 20.59   	 325.53		
 38.05   	  81.38		 21.89   	 305.19		
 38.37   	 152.59		 23.11   	 239.06		
 38.98   	 233.98		 24.07   	 203.46		
 39.92   	 325.53		 24.88   	 223.80		
 41.22   	 401.83		 25.78   	 259.41		
 42.83   	 462.87		 26.82   	 249.24		
 44.68   	 498.47		 27.81   	 213.63		
 46.67   	 498.47		 28.67   	 183.11		
 48.67   	 473.04		 29.40   	 193.29		
 50.56   	 417.09		 30.17   	 203.46		
 52.23   	 330.62		 30.99   	 183.11		
 53.55   	 228.89		 31.72   	 132.25		
 54.47   	 132.25		 32.25   	 116.99		
 54.99   	  40.69		 32.72   	 132.25		
 55.16   	 -25.43		 33.25   	 116.99		
 55.06   	 -81.38		 33.71   	  91.56		
 54.73   	-116.99		 34.08   	  76.30		
 54.26   	-122.07		 34.38   	  86.47		
 53.77   	-111.90		 34.73   	 106.82		
 53.33   	 -81.38		 35.16   	  96.64		
 53.00   	 -35.61		 35.54   	  76.30		
 52.86   	  15.26		 35.85   	  66.12		
 52.92   	  76.30		 36.11   	  66.12		
 53.22   	 137.33		 36.38   	  61.04		
 53.77   	 178.03		 36.62   	  45.78		
 54.49   	 218.72		 36.81   	  45.78		
 55.36   	 249.24		 36.99   	  30.52		
 56.36   	 269.58		 37.11   	  25.43		
 57.44   	 264.50		 37.21   	  25.43		
 58.49   	 254.32		 37.31   	  20.35		
 59.51   	 223.80		 37.40   	  15.26		
 60.41   	 198.37		 37.46   	  10.17		
 61.20   	 157.68		 37.50(S)	   0.00		
 61.83   	 127.16		 37.50   	   0.00		
 62.34   	  91.56		 37.50   	 -10.17		
 62.71   	  66.12		 37.46   	 -15.26		
 62.97   	  55.95		 37.40   	 -20.35		
 63.19   	  61.04		 37.31   	 -25.43		
 63.44   	  55.95		 37.21   	 -25.43		
 63.66   	  50.86		 37.11   	 -30.52		
 63.87   	  50.86		 36.99   	 -35.61		
 64.07   	  76.30		 36.85   	 -45.78		
 64.37   	  81.38		 36.66   	 -55.95		
 64.70   	  86.47		 36.44   	 -55.95		
 65.05   	  91.56		 36.22   	 -61.04		
 65.41   	 101.73		 35.97   	 -61.04		
 65.82   	 101.73		 35.73   	 -71.21		
 66.23   	  96.64		 35.44   	 -71.21		
 66.61   	  91.56		 35.16   	 -61.04		
 66.98   	  81.38		 34.91   	 -45.78		
 67.30   	  81.38		 34.73   	 -50.86		
 67.63   	  76.30		 34.53   	 -50.86		
 67.93   	  66.12		 34.32   	 -55.95		
 68.20   	  66.12		 34.10   	 -55.95		
 68.46   	  66.12		 33.88   	 -61.04		
 68.73   	  55.95		 33.63   	 -61.04		
 68.95   	  55.95		 33.39   	 -61.04		
 69.18   	  45.78		 33.14   	 -66.12		
 69.36   	  45.78		 32.88   	 -55.95		
 69.54   	  40.69		 32.66   	 -55.95		
 69.70   	  30.52		 32.43   	 -50.86		
 69.83   	  15.26		 32.23   	 -50.86		
 69.89(S)	   0.00		 32.02   	 -61.04		
 69.89   	 -15.26		 31.78   	 -61.04		
 69.83   	 -25.43		 31.54   	 -86.47		
 69.73   	 -40.69		 31.19   	-122.07		
 69.56   	 -61.04		 30.70   	-147.51		
 69.32   	 -76.30		 30.11   	-157.68		
 69.01   	 -91.56		 29.48   	-162.77		
 68.65   	-111.90		 28.83   	-233.98		
 68.20   	-137.33		 27.89   	-315.36		
 67.65   	-157.68		 26.63   	-340.79		
 67.02   	-183.11		 25.27   	-295.01		
 66.29   	-203.46		 24.09   	-284.84		
 65.47   	-213.63		 22.95   	-330.62		
 64.62   	-223.80		 21.63   	-406.92		
 63.72   	-203.46		 20.00   	-467.95		
 62.91   	-178.03		 18.13   	-467.95		
 62.20   	-127.16		 16.26   	-376.40		
 61.69   	 -86.47		 14.75   	-264.50		
 61.34   	 -45.78		 13.69   	-233.98		
 61.16   	 -20.35		 12.76   	-284.84		
 61.08   	  15.26		 11.62   	-305.19		
 61.14   	  30.52		 10.40   	-244.15		
 61.26   	  30.52		  9.42   	-172.94		
 61.38   	   5.09		  8.73   	-162.77		
 61.40   	 -15.26		  8.08   	-172.94		
 61.34   	 -45.78		  7.39   	-157.68		
 61.16   	 -81.38		  6.75   	-106.82		
 60.83   	-116.99		  6.33   	 -55.95		
 60.37   	-142.42		  6.10   	 -55.95		
 59.80   	-157.68		  5.88   	 -91.56		
 59.17   	-167.85		  5.51   	-106.82		
 58.49   	-172.94		  5.09   	 -96.64		
 57.80   	-162.77		  4.70   	 -71.21		
 57.15   	-147.51		  4.42   	 -61.04		
 56.56   	-122.07		  4.17   	 -55.95		
 56.07   	-106.82		  3.95   	 -50.86		
 55.65   	 -76.30		  3.74   	 -30.52		
 55.34   	 -50.86		  3.62   	 -15.26		
 55.14   	 -25.43		  3.56   	  -5.09		
 55.04   	 -15.26		  3.54(D)	   0.00		
 54.97   	 -15.26		  3.54   	  15.26		
 54.91   	 -10.17		  3.60   	  30.52		
 54.87   	 -20.35		  3.72   	  35.61		
 54.79   	 -25.43		  3.87   	  40.69		
 54.69   	 -45.78		  4.03   	  30.52		
 54.51   	 -61.04		  4.15   	  25.43		
 54.26   	 -76.30		  4.25   	   5.09		
 53.96   	 -76.30		  4.27   	 -15.26		
 53.65   	 -86.47		  4.21   	 -25.43		
 53.31   	 -96.64		  4.11   	 -30.52		
 52.92   	 -91.56		  3.99   	 -15.26		
 52.55   	 -86.47		  3.93   	 -15.26		
 52.21   	 -81.38		  3.87   	 -10.17		
 51.88   	 -76.30		  3.83   	  -5.09		
 51.58   	 -66.12		  3.80   	  10.17		
 51.31   	 -61.04		  3.85   	  35.61		
 51.07   	 -45.78		  3.99   	  30.52		
 50.88   	 -40.69		  4.11   	  25.43		
 50.72   	 -40.69		  4.21   	  20.35		
 50.56   	 -40.69		  4.29   	  20.35		
 50.40   	 -40.69		  4.37   	  25.43		
 50.23   	 -35.61		  4.48   	  25.43		
 50.09   	 -45.78		  4.58   	  20.35		
 49.91   	 -55.95		  4.66   	  20.35		
 49.68   	 -55.95		  4.74   	  40.69		
 49.46   	 -55.95		  4.90   	  30.52		
 49.24   	 -55.95		  5.03   	  15.26		
 49.01   	 -61.04		  5.09   	  -5.09		
 48.77   	 -66.12		  5.07   	  -5.09		
 48.50   	 -61.04		  5.05   	  -5.09		
 48.26   	 -61.04		  5.03   	   5.09		
 48.02   	 -55.95		  5.05   	   0.00		
 47.79   	 -50.86		  5.05   	  -5.09		
 47.59   	 -50.86		  5.03   	  -5.09		
 47.39   	 -40.69		  5.01   	  10.17		
 47.22   	 -45.78		  5.05   	  35.61		
 47.04   	 -40.69		  5.19   	  55.95		
 46.88   	 -35.61		  5.41   	  50.86		
 46.73   	 -45.78		  5.62   	  25.43		
 46.55   	 -40.69		  5.72   	  10.17		
 46.39   	 -40.69		  5.76   	  10.17		
 46.23   	 -40.69		  5.80   	  25.43		
 46.06   	 -45.78		  5.90   	  30.52		
 45.88   	 -45.78		  6.02   	  20.35		
 45.70   	 -45.78		  6.10   	   5.09		
 45.51   	 -45.78		  6.12   	   0.00		
 45.33   	 -50.86		  6.12   	   5.09		
 45.13   	 -45.78		  6.14   	   5.09		
 44.94   	 -45.78		  6.16   	   0.00		
 44.76   	 -45.78		  6.16   	  -5.09		
 44.58   	 -40.69		  6.14   	  10.17		
 44.41   	 -40.69		  6.19   	  20.35		
 44.25   	 -45.78		  6.27   	  20.35		
 44.07   	 -45.78		  6.35   	  20.35		
 43.89   	 -40.69		  6.43   	  20.35		
 43.72   	 -35.61		  6.51   	  25.43		
 43.58   	 -40.69		  6.61   	  20.35		
 43.42   	 -40.69		  6.69   	  15.26		
 43.26   	 -40.69		  6.75   	  10.17		
 43.09   	 -35.61		  6.80   	   5.09		
 42.95   	 -35.61		  6.82   	   0.00		
 42.81   	 -45.78		  6.82   	   5.09		
 42.62   	 -40.69		  6.84   	   0.00		
 42.46   	 -40.69		  6.84   	   5.09		
 42.30   	 -30.52		  6.86   	  15.26		
 42.18   	 -35.61		  6.92   	  15.26		
 42.03   	 -25.43		  6.98   	  25.43		
 41.93   	 -35.61		  7.08   	  20.35		
 41.79   	 -35.61		  7.16   	  25.43		
 41.65   	 -30.52		  7.26   	  20.35		
 41.53   	 -35.61		  7.34   	  20.35		
 41.38   	 -35.61		  7.43   	  20.35		
 41.24   	 -35.61		  7.51   	  10.17		
 41.10   	 -35.61		  7.55   	  10.17		
 40.96   	 -35.61		  7.59   	  15.26		
 40.81   	 -35.61		  7.65   	   5.09		
 40.67   	 -35.61		  7.67   	  10.17		
 40.53   	 -35.61		  7.71   	  10.17		
 40.39   	 -35.61		  7.75   	   5.09		
 40.24   	 -35.61		  7.77   	  10.17		
 40.10   	 -35.61		  7.81   	   0.00		
 39.96   	 -40.69		  7.81   	   0.00		
 39.80   	 -30.52		  7.81(E)	  15.26		
 39.67   	 -35.61		  7.87   	  20.35		
 39.53   	 -35.61		  7.96   	  25.43		
 39.39   	 -30.52		  8.06   	  40.69		
 39.27   	 -25.43		  8.22   	  45.78		
 39.17   	 -30.52		  8.40   	  61.04		
 39.04   	 -30.52		  8.65   	  71.21		
 38.92   	 -25.43		  8.93   	  91.56		
 38.82   	 -30.52		  9.30   	  96.64		
 38.70   	 -30.52		  9.68   	 101.73		
 38.58   	 -25.43		 10.09   	  96.64		
 38.47   	 -30.52		 10.48   	  81.38		
 38.35   	 -30.52		 10.80   	 116.99		
 38.23   	 -35.61		 11.27   	 172.94		
 38.09   	 -35.61		 11.96   	 198.37		
 37.94   	 -30.52		 12.76   	 178.03		
 37.82   	 -25.43		 13.47   	 203.46		
 37.72   	 -30.52		 14.28   	 289.93		
 37.60   	 -25.43		 15.44   	 345.88		
 37.50   	 -25.43		 16.83   	 228.89		
 37.40   	 -20.35		 17.74   	 178.03		
 37.31   	 -10.17		 18.45   	 203.46		
 37.27(D)	  10.17		 19.27   	 269.58		
 37.31   	  35.61		 20.35   	 305.19		
 37.46   	  91.56		 21.57   	 295.01		
 37.82   	 167.85		 22.75   	 269.58		
 38.49   	 254.32		 23.82   	 259.41		
 39.51   	 335.71		 24.86   	 249.24		
 40.85   	 412.00		 25.86   	 249.24		
 42.50   	 467.95		 26.86   	 244.15		
 44.37   	 508.65		 27.83   	 218.72		
 46.41   	 503.56		 28.71   	 183.11		
 48.42   	 467.95		 29.44   	 162.77		
 50.29   	 401.83		 30.09   	 157.68		
 51.90   	 320.45		 30.72   	 152.59		
