SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		
 84.23   	137.63   	 60.51   	 -40.69		 10.15   	  25.43		
116.58   	191.65   	 60.35   	 -35.61		 10.25   	  25.43		
143.13   	242.61   	 60.20   	 -45.78		 10.36   	  25.43		
159.61   	270.69   	 60.02   	 -35.61		 10.46   	  15.26		
162.96   	260.31   	 59.88   	 -25.43		 10.52   	  15.26		
153.20   	212.71   	 59.78   	 -25.43		 10.58   	  15.26		
131.23   	144.96   	 59.67   	 -35.61		 10.64   	  10.17		
100.40   	 80.87   	 59.53   	 -30.52		 10.68   	   5.09		
 65.61   	 36.01   	 59.41   	 -30.52		 10.70   	   5.09		
 31.43   	 12.51   	 59.29   	 -35.61		 10.72   	   0.00		
  1.83   	  1.83   	 59.15   	 -35.61		 10.72   	  -5.09		
-21.67   	 -6.71   	 59.00   	 -30.52		 10.70   	   0.00		
-37.84   	-18.31   	 58.88   	 -35.61		 10.70   	  -5.09		
-45.47   	-31.74   	 58.74   	 -40.69		 10.68   	   0.00		
-45.17   	-42.72   	 58.58   	 -30.52		 10.68   	  -5.09		
-40.59   	-49.13   	 58.45   	 -20.35		 10.66   	   0.00		
-36.93   	-50.66   	 58.37   	 -30.52		 10.66   	   0.00		
-37.23   	-49.74   	 58.25   	 -35.61		 10.66   	   0.00		
-40.28   	-47.91   	 58.11   	 -30.52		 10.66   	   0.00		
-43.64   	-45.78   	 57.99   	 -30.52		 10.66   	   0.00		
-44.56   	-42.11   	 57.86   	 -40.69		 10.66   	   0.00		
-43.64   	-37.54   	 57.70   	 -35.61		 10.66(E)	  10.17		
-45.78   	-34.18   	 57.56   	 -30.52		 10.70   	  10.17		
-57.68   	-38.76   	 57.44   	 -45.78		 10.74   	  15.26		
-81.79   	-57.68   	 57.25   	 -35.61		 10.80   	  15.26		
-101.62   	-82.70   	 57.11   	 -25.43		 10.86   	  25.43		
-76.60   	-67.75   	 57.01   	 -35.61		 10.97   	  25.43		
 25.33   	 81.18   	 56.87   	 -35.61		 11.07   	  35.61		
175.17   	461.73   	 56.72   	 -30.52		 11.21   	  40.69		
268.86   	1050.11   	 56.60   	 -50.86		 11.37   	  50.86		
-129.70   	1846.31(R)	 56.40   	 -45.78		 11.58   	  55.95		
-581.36   	1469.73   	 56.22   	 -40.69		 11.80   	  50.86		
-994.26   	549.32   	 56.05   	 -45.78		 12.00   	  61.04		
-1227.72   	-548.71   	 55.87   	 -40.69		 12.25   	  55.95		
-1261.90   	-1371.15   	 55.71   	 -35.61		 12.47   	  50.86		
-1158.14   	-1651.00   	 55.56   	 -30.52		 12.68   	  55.95		
-974.12   	-1425.78   	 55.44   	 -35.61		 12.90   	  50.86		
-729.68   	-940.55   	 55.30   	 -25.43		 13.10   	  45.78		
