SAMPLE NUMBER:   21
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  RFA     	  RFA'		
-88.81   	-110.17   	  5.70   	  35.61		 61.89   	 -86.47		
-93.08   	-113.53   	  5.84   	  35.61		 61.55   	 -81.38		
-107.42   	-111.69   	  5.98   	  35.61		 61.22   	 -81.38		
-122.68   	-69.89   	  6.12   	  40.69		 60.89   	 -76.30		
-106.20   	 75.07   	  6.29   	  35.61		 60.59   	 -76.30		
-21.67   	374.76   	  6.43   	  35.61		 60.28   	 -76.30		
140.99   	780.03   	  6.57   	  35.61		 59.98   	 -76.30		
336.61   	1110.23(R)	  6.71(E)	  40.69		 59.67   	 -81.38		
452.27   	876.16   	  6.88   	  40.69		 59.35   	 -76.30		
273.13   	330.51   	  7.04   	  40.69		 59.04   	 -76.30		
 15.26   	-208.44   	  7.20   	  35.61		 58.74   	 -71.21		
-191.65   	-512.08   	  7.34   	  35.61		 58.45   	 -71.21		
-257.87   	-535.89   	  7.49   	  40.69		 58.17   	 -71.21		
-187.99   	-386.96   	  7.65   	  40.69		 57.88   	 -66.12		
-66.83   	-211.79   	  7.81   	  40.69		 57.62   	 -66.12		
 14.34   	-105.90   	  7.98   	  40.69		 57.35   	 -61.04		
 20.45   	-86.36   	  8.14   	  40.69		 57.11   	 -66.12		
-20.45   	-114.44   	  8.30   	  40.69		 56.85   	 -61.04		
-58.29   	-145.26   	  8.46   	  45.78		 56.60   	 -61.04		
-65.00   	-157.47   	  8.65   	  45.78		 56.36   	 -55.95		
-46.39   	-148.32   	  8.83   	  61.04		 56.13   	 -61.04		
-25.02   	-127.56   	  9.07   	  61.04		 55.89   	 -61.04		
-15.56   	-111.08   	  9.32   	  66.12		 55.65   	 -61.04		
-17.40   	-108.03   	  9.58   	  76.30		 55.40   	 -55.95		
-21.06   	-113.83   	  9.89   	  81.38		 55.18   	 -61.04		
-20.45   	-117.19   	 10.21   	 101.73		 54.93   	 -55.95		
-14.65   	-112.30   	 10.62   	 111.90		 54.71   	 -61.04		
 -6.71   	-104.37   	 11.07   	 127.16		 54.47   	 -55.95		
  0.00   	-97.96   	 11.58   	 142.42		 54.24   	 -61.04		
  4.88   	-93.08   	 12.15   	 157.68		 54.00   	 -61.04		
  7.93   	-87.89   	 12.78   	 167.85		 53.75   	 -61.04		
 11.29   	-81.18   	 13.45   	 188.20		 53.51   	 -61.04		
 15.56   	-73.85   	 14.20   	 193.29		 53.27   	 -55.95		
 20.45   	-65.61   	 14.97   	 203.46		 53.04   	 -61.04		
 25.33   	-56.15   	 15.79   	 208.54		 52.80   	 -61.04		
 29.91   	-45.78   	 16.62   	 218.72		 52.55   	 -50.86		
 34.18   	-35.40   	 17.50   	 218.72		 52.35   	 -50.86		
 38.76   	-24.72   	 18.37   	 223.80		 52.15   	 -45.78		
 43.64   	-13.73   	 19.27   	 213.63		 51.96   	 -20.35		
 48.83   	 -1.53   	 20.12   	 213.63		 51.88(D)	   5.09		
 53.71   	 10.68   	 20.98   	 213.63		 51.90   	  45.78		
 58.29   	 22.89   	 21.83   	 203.46		 52.09   	  96.64		
 61.65   	 35.10   	 22.64   	 193.29		 52.47   	 162.77		
 64.09   	 46.69   	 23.42   	 183.11		 53.12   	 233.98		
 66.22   	 57.68   	 24.15   	 178.03		 54.06   	 295.01		
 67.75   	 68.36   	 24.86   	 162.77		 55.24   	 366.22		
 69.58   	 79.04   	 25.51   	 152.59		 56.70   	 422.18		
 71.11   	 90.03   	 26.12   	 147.51		 58.39   	 473.04		
 73.24   	101.01   	 26.71   	 132.25		 60.28   	 513.73		
 75.07   	112.30   	 27.24   	 122.07		 62.34   	 554.42		
 76.90   	123.29   	 27.73   	 111.90		 64.56   	 579.86		
 78.74   	134.28   	 28.18   	 101.73		 66.88   	 600.20		
 80.57   	145.26   	 28.59   	  86.47		 69.28   	 605.29		
 83.01   	156.25   	 28.93   	  81.38		 71.70   	 595.11		
 86.06   	167.24   	 29.26   	  71.21		 74.08   	 574.77		
 90.03   	177.92   	 29.54   	  61.04		 76.38   	 544.25		
 95.21   	187.99   	 29.79   	  50.86		 78.56   	 498.47		
101.62   	196.23   	 29.99   	  40.69		 80.55   	 447.61		
109.56   	201.72   	 30.15   	  35.61		 82.34   	 391.66		
117.80   	202.33   	 30.29   	  35.61		 83.91   	 325.53		
123.29   	196.84   	 30.44   	  20.35		 85.21   	 259.41		
123.29   	185.24   	 30.52   	  15.26		 86.25   	 198.37		
114.75   	167.54   	 30.58   	  10.17		 87.04   	 132.25		
 97.05   	146.79   	 30.62(S)	   0.00		 87.57   	  76.30		
 72.33   	124.21   	 30.62   	   0.00		 87.87   	  20.35		
 43.95   	101.62   	 30.62   	 -10.17		 87.95(S)	 -15.26		
 17.09   	 78.43   	 30.58   	 -15.26		 87.89   	 -55.95		
 -5.49   	 54.32   	 30.52   	 -20.35		 87.67   	 -76.30		
-22.58   	 28.99   	 30.44   	 -30.52		 87.36   	 -96.64		
-33.87   	  4.27   	 30.32   	 -25.43		 86.98   	-111.90		
-41.20   	-17.70   	 30.21   	 -35.61		 86.53   	-106.82		
-45.47   	-36.01   	 30.07   	 -35.61		 86.10   	-106.82		
-48.52   	-50.66   	 29.93   	 -45.78		 85.68   	-101.73		
-50.96   	-61.65   	 29.75   	 -55.95		 85.27   	 -81.38		
-53.10   	-69.89   	 29.52   	 -50.86		 84.94   	 -71.21		
-54.93   	-75.99   	 29.32   	 -55.95		 84.66   	 -55.95		
-55.85   	-79.96   	 29.09   	 -55.95		 84.44   	 -40.69		
-56.76   	-82.70   	 28.87   	 -66.12		 84.27   	 -25.43		
-57.37   	-84.53   	 28.61   	 -66.12		 84.17   	 -10.17		
-57.98   	-86.06   	 28.34   	 -71.21		 84.13   	  -5.09		
-58.59   	-87.28   	 28.06   	 -71.21		 84.11   	   5.09		
-58.90   	-88.81   	 27.77   	 -71.21		 84.13   	   5.09		
-58.59   	-90.33   	 27.49   	 -81.38		 84.15   	   5.09		
-57.37   	-91.86   	 27.16   	 -76.30		 84.17   	   0.00		
-55.85   	-92.77   	 26.86   	 -86.47		 84.17   	 -10.17		
-53.71   	-92.77   	 26.51   	 -91.56		 84.13   	 -15.26		
-51.27   	-91.86   	 26.14   	 -91.56		 84.07   	 -30.52		
-49.74   	-90.03   	 25.78   	-101.73		 83.95   	 -45.78		
-48.52   	-87.89   	 25.37   	-111.90		 83.76   	 -66.12		
-48.22   	-86.06   	 24.92   	-127.16		 83.50   	 -86.47		
-48.52   	-84.84   	 24.41   	-142.42		 83.15   	-106.82		
-49.13   	-83.92   	 23.85   	-157.68		 82.73   	-132.25		
-49.44   	-83.01   	 23.21   	-172.94		 82.20   	-157.68		
-48.52   	-80.87   	 22.52   	-188.20		 81.57   	-183.11		
-46.69   	-78.43   	 21.77   	-203.46		 80.83   	-213.63		
-45.47   	-76.29   	 20.96   	-213.63		 79.98   	-228.89		
-45.17   	-75.07   	 20.10   	-223.80		 79.06   	-244.15		
-45.47   	-74.46   	 19.21   	-233.98		 78.09   	-249.24		
-46.08   	-73.85   	 18.27   	-233.98		 77.09   	-254.32		
-46.08   	-72.94   	 17.33   	-244.15		 76.07   	-254.32		
-45.78   	-71.11   	 16.36   	-239.06		 75.06   	-239.06		
-45.47   	-68.97   	 15.40   	-239.06		 74.10   	-233.98		
-45.78   	-67.14   	 14.45   	-233.98		 73.16   	-218.72		
-46.08   	-65.61   	 13.51   	-228.89		 72.29   	-203.46		
-46.39   	-64.09   	 12.59   	-218.72		 71.47   	-188.20		
-45.78   	-62.87   	 11.72   	-208.54		 70.72   	-172.94		
-44.86   	-61.65   	 10.89   	-198.37		 70.03   	-152.59		
-43.33   	-59.81   	 10.09   	-188.20		 69.42   	-142.42		
-40.28   	-57.68   	  9.34   	-167.85		 68.85   	-127.16		
-35.40   	-54.93   	  8.67   	-162.77		 68.34   	-116.99		
-28.38   	-52.49   	  8.02   	-137.33		 67.87   	-101.73		
-18.62   	-50.96   	  7.47   	-127.16		 67.47   	 -96.64		
 -6.41   	-50.96   	  6.96   	-111.90		 67.08   	 -86.47		
  9.46   	-52.49   	  6.51   	 -96.64		 66.73   	 -81.38		
 29.60   	-52.80   	  6.12   	 -81.38		 66.41   	 -81.38		
 54.02   	-47.91   	  5.80   	 -71.21		 66.08   	 -76.30		
 81.18   	-33.87   	  5.51   	 -50.86		 65.78   	 -71.21		
108.03   	-10.07   	  5.31   	 -45.78		 65.49   	 -76.30		
129.39   	 17.40   	  5.13   	 -30.52		 65.19   	 -76.30		
140.08   	 35.71   	  5.01   	 -20.35		 64.88   	 -76.30		
135.80   	 35.10   	  4.92   	 -15.26		 64.58   	 -76.30		
116.27   	 14.65   	  4.86   	  -5.09		 64.27   	 -81.38		
 84.53   	-17.70   	  4.84(D)	   5.09		 63.95   	 -81.38		
 47.91   	-49.44   	  4.86   	  10.17		 63.62   	 -81.38		
 14.95   	-72.33   	  4.90   	  15.26		 63.30   	 -81.38		
-10.07   	-85.45   	  4.96   	  20.35		 62.97   	 -86.47		
-27.77   	-92.47   	  5.05   	  20.35		 62.62   	 -81.38		
-42.42   	-97.35   	  5.13   	  30.52		 62.30   	 -86.47		
-57.07   	-100.10   	  5.25   	  30.52		 61.95   	 -81.38		
-72.02   	-101.93   	  5.37   	  35.61		 61.63   	 -86.47		
-84.23   	-101.93   	  5.51   	  30.52		 61.28   	 -81.38		
-90.33   	-101.32   	  5.64   	  40.69		 60.96   	 -81.38		
-92.16   	-101.62   	  5.80   	  35.61		 60.63   	 -76.30		
-97.35   	-104.37   	  5.94   	  40.69		 60.33   	 -81.38		
-112.61   	-99.79   	  6.10   	  40.69		 60.00   	 -76.30		
-128.17   	-52.19   	  6.27   	  35.61		 59.69   	 -71.21		
-110.47   	100.40   	  6.41   	  40.69		 59.41   	 -76.30		
-22.28   	407.41   	  6.57   	  35.61		 59.10   	 -71.21		
144.65   	817.57   	  6.71   	  40.69		 58.82   	 -71.21		
344.54   	1146.85(R)	  6.88(E)	  40.69		 58.53   	 -76.30		
462.95   	896.91   	  7.04   	  40.69		 58.23   	 -71.21		
282.90   	338.44   	  7.20   	  40.69		 57.94   	 -71.21		
 24.11   	-210.88   	  7.37   	  35.61		 57.66   	 -71.21		
-184.63   	-519.41   	  7.51   	  40.69		 57.38   	 -71.21		
-252.99   	-540.77   	  7.67   	  35.61		 57.09   	 -61.04		
-185.85   	-383.91   	  7.81   	  40.69		 56.85   	 -66.12		
-67.75   	-200.20   	  7.98   	  40.69		 56.58   	 -61.04		
 10.99   	-90.33   	  8.14   	  40.69		 56.34   	 -66.12		
 16.17   	-72.02   	  8.30   	  40.69		 56.07   	 -61.04		
-24.72   	-103.45   	  8.46   	  45.78		 55.83   	 -55.95		
-61.95   	-136.72   	  8.65   	  40.69		 55.61   	 -61.04		
-67.75   	-148.62   	  8.81   	  50.86		 55.36   	 -55.95		
-48.52   	-137.94   	  9.01   	  55.95		 55.14   	 -61.04		
-26.25   	-117.19   	  9.24   	  55.95		 54.89   	 -55.95		
-16.78   	-102.23   	  9.46   	  71.21		 54.67   	 -55.95		
-18.92   	-101.62   	  9.75   	  71.21		 54.45   	 -55.95		
-23.50   	-109.25   	 10.03   	  86.47		 54.22   	 -55.95		
-23.50   	-111.69   	 10.38   	 101.73		 54.00   	 -55.95		
-18.31   	-105.29   	 10.78   	 111.90		 53.77   	 -55.95		
-10.68   	-95.21   	 11.23   	 127.16		 53.55   	 -55.95		
 -4.58   	-88.20   	 11.74   	 147.51		 53.33   	 -55.95		
 -0.61   	-83.92   	 12.33   	 157.68		 53.10   	 -55.95		
  1.83   	-79.96   	 12.96   	 172.94		 52.88   	 -55.95		
  4.58   	-74.46   	 13.65   	 183.11		 52.65   	 -55.95		
  8.85   	-67.14   	 14.38   	 198.37		 52.43   	 -55.95		
 14.34   	-57.68   	 15.18   	 203.46		 52.21   	 -55.95		
 20.45   	-46.39   	 15.99   	 213.63		 51.98   	 -50.86		
 25.94   	-35.10   	 16.85   	 213.63		 51.78   	 -55.95		
 30.21   	-24.11   	 17.70   	 218.72		 51.56   	 -45.78		
 34.79   	-13.43   	 18.58   	 223.80		 51.37   	 -35.61		
 39.37   	 -2.75   	 19.47   	 218.72		 51.23   	 -10.17		
 44.56   	  8.54   	 20.35   	 213.63		 51.19(D)	  15.26		
 49.44   	 20.14   	 21.20   	 208.54		 51.25   	  66.12		
 53.41   	 31.74   	 22.03   	 203.46		 51.52   	 122.07		
 56.15   	 43.33   	 22.85   	 198.37		 52.00   	 183.11		
 58.90   	 54.63   	 23.64   	 188.20		 52.74   	 259.41		
 61.95   	 65.92   	 24.39   	 183.11		 53.77   	 320.45		
 65.00   	 76.90   	 25.13   	 167.85		 55.06   	 386.57		
 68.05   	 87.89   	 25.80   	 157.68		 56.60   	 442.52		
 69.89   	 98.57   	 26.43   	 147.51		 58.37   	 488.30		
 70.80   	109.25   	 27.02   	 137.33		 60.33   	 534.08		
 71.41   	119.32   	 27.57   	 127.16		 62.46   	 564.60		
 72.63   	129.09   	 28.08   	 111.90		 64.72   	 590.03		
 74.77   	139.47   	 28.52   	 101.73		 67.08   	 610.37		
 77.51   	149.54   	 28.93   	  86.47		 69.52   	 605.29		
 80.26   	159.61   	 29.28   	  81.38		 71.94   	 595.11		
 83.31   	169.68   	 29.60   	  71.21		 74.32   	 574.77		
 86.98   	179.75   	 29.89   	  61.04		 76.62   	 534.08		
 91.55   	189.82   	 30.13   	  50.86		 78.76   	 488.30		
 97.96   	198.67   	 30.34   	  45.78		 80.71   	 437.43		
105.90   	204.77   	 30.52   	  30.52		 82.46   	 376.40		
113.83   	205.99   	 30.64   	  30.52		 83.97   	 315.36		
119.02   	200.81   	 30.76   	  25.43		 85.23   	 244.15		
118.41   	188.29   	 30.86   	  15.26		 86.21   	 183.11		
109.86   	170.59   	 30.93   	   5.09		 86.94   	 127.16		
 92.77   	149.54   	 30.95(S)	   0.00		 87.45   	  66.12		
 68.66   	127.56   	 30.95   	   0.00		 87.71   	  25.43		
 41.20   	105.29   	 30.95   	 -10.17		 87.81(S)	 -20.35		
 14.65   	 82.40   	 30.91   	 -10.17		 87.73   	 -50.86		
 -7.93   	 57.37   	 30.86   	 -20.35		 87.53   	 -76.30		
-25.33   	 31.13   	 30.78   	 -25.43		 87.22   	 -86.47		
-37.84   	  5.19   	 30.68   	 -30.52		 86.88   	-101.73		
-46.08   	-18.01   	 30.56   	 -30.52		 86.47   	 -96.64		
-51.27   	-36.32   	 30.44   	 -35.61		 86.08   	 -91.56		
-54.32   	-50.35   	 30.29   	 -40.69		 85.72   	 -81.38		
-56.15   	-60.73   	 30.13   	 -45.78		 85.39   	 -76.30		
-57.37   	-68.36   	 29.95   	 -50.86		 85.09   	 -55.95		
-58.29   	-74.46   	 29.75   	 -55.95		 84.86   	 -45.78		
-58.90   	-79.35   	 29.52   	 -61.04		 84.68   	 -25.43		
-59.51   	-82.40   	 29.28   	 -61.04		 84.58   	 -15.26		
-59.81   	-84.23   	 29.03   	 -61.04		 84.52   	 -10.17		
-60.12   	-85.75   	 28.79   	 -71.21		 84.48   	   5.09		
-60.12   	-86.98   	 28.50   	 -71.21		 84.50   	   5.09		
-60.12   	-88.81   	 28.22   	 -76.30		 84.52   	   5.09		
-59.51   	-90.94   	 27.91   	 -76.30		 84.54   	   5.09		
-58.90   	-92.77   	 27.61   	 -81.38		 84.56   	  -5.09		
-57.98   	-94.30   	 27.28   	 -81.38		 84.54   	 -10.17		
-57.07   	-95.21   	 26.96   	 -86.47		 84.50   	 -25.43		
-56.15   	-94.91   	 26.61   	 -96.64		 84.39   	 -35.61		
-54.93   	-93.69   	 26.23   	-106.82		 84.25   	 -50.86		
-53.71   	-92.16   	 25.80   	-116.99		 84.05   	 -66.12		
-52.49   	-90.03   	 25.33   	-127.16		 83.78   	 -86.47		
-51.57   	-87.89   	 24.82   	-137.33		 83.44   	-111.90		
-51.27   	-86.06   	 24.27   	-162.77		 82.99   	-127.16		
-51.27   	-84.84   	 23.62   	-178.03		 82.48   	-157.68		
-51.57   	-83.92   	 22.91   	-198.37		 81.85   	-178.03		
-51.88   	-83.62   	 22.12   	-208.54		 81.14   	-203.46		
-52.49   	-83.31   	 21.28   	-218.72		 80.33   	-223.80		
-52.80   	-82.70   	 20.41   	-228.89		 79.43   	-239.06		
-52.80   	-81.79   	 19.49   	-233.98		 78.47   	-249.24		
-52.19   	-80.26   	 18.56   	-244.15		 77.48   	-249.24		
-51.57   	-78.74   	 17.58   	-244.15		 76.48   	-254.32		
-50.66   	-77.51   	 16.60   	-249.24		 75.46   	-239.06		
-49.74   	-76.60   	 15.61   	-244.15		 74.51   	-233.98		
-49.13   	-75.07   	 14.63   	-239.06		 73.57   	-223.80		
-48.52   	-73.24   	 13.67   	-228.89		 72.68   	-203.46		
-47.91   	-70.80   	 12.76   	-228.89		 71.86   	-193.29		
-48.22   	-68.36   	 11.84   	-213.63		 71.09   	-178.03		
-48.22   	-66.83   	 10.99   	-198.37		 70.38   	-157.68		
-47.61   	-65.31   	 10.19   	-193.29		 69.75   	-147.51		
-45.47   	-64.09   	  9.42   	-178.03		 69.16   	-132.25		
-41.81   	-62.87   	  8.71   	-157.68		 68.63   	-116.99		
-36.62   	-61.04   	  8.08   	-147.51		 68.16   	-111.90		
-29.60   	-59.20   	  7.49   	-127.16		 67.71   	 -96.64		
-20.14   	-57.98   	  6.98   	-111.90		 67.32   	 -96.64		
 -7.63   	-58.59   	  6.53   	-101.73		 66.94   	 -81.38		
 10.07   	-59.81   	  6.12   	 -81.38		 66.61   	 -81.38		
 32.35   	-58.59   	  5.80   	 -66.12		 66.29   	 -81.38		
 58.29   	-50.05   	  5.53   	 -55.95		 65.96   	 -76.30		
 86.06   	-31.74   	  5.31   	 -40.69		 65.66   	 -71.21		
111.39   	 -4.88   	  5.15   	 -35.61		 65.37   	 -81.38		
129.39   	 20.45   	  5.01   	 -20.35		 65.05   	 -76.30		
134.89   	 32.04   	  4.92   	 -10.17		 64.74   	 -76.30		
125.12   	 23.80   	  4.88(D)	   0.00		 64.44   	 -81.38		
101.01   	 -1.22   	  4.88   	   5.09		 64.11   	 -76.30		
 67.44   	-33.87   	  4.90   	  10.17		 63.80   	 -86.47		
 32.65   	-61.95   	  4.94   	  15.26		 63.46   	 -81.38		
  2.75   	-79.65   	  5.01   	  25.43		 63.13   	 -86.47		
-19.23   	-89.42   	  5.11   	  25.43		 62.79   	 -81.38		
-35.71   	-95.21   	  5.21   	  30.52		 62.46   	 -86.47		
-50.35   	-99.49   	  5.33   	  30.52		 62.12   	 -86.47		
-65.61   	-102.23   	  5.45   	  35.61		 61.77   	 -81.38		
-80.26   	-103.45   	  5.60   	  35.61		 61.44   	 -86.47		
-90.33   	-103.15   	  5.74   	  40.69		 61.10   	 -81.38		
-94.30   	-102.54   	  5.90   	  45.78		 60.77   	 -76.30		
-96.13   	-104.37   	  6.08   	  40.69		 60.47   	 -81.38		
-105.29   	-108.64   	  6.25   	  35.61		 60.14   	 -76.30		
-123.29   	-97.96   	  6.39   	  40.69		 59.84   	 -76.30		
-132.14   	-24.41   	  6.55   	  40.69		 59.53   	 -71.21		
-93.08   	178.22   	  6.71   	  40.69		 59.25   	 -71.21		
 23.80   	537.41   	  6.88   	  40.69		 58.96   	 -71.21		
210.57   	948.79   	  7.04   	  35.61		 58.68   	 -71.21		
400.09   	1205.75(R)	  7.18(E)	  35.61		 58.39   	 -76.30		
412.60   	721.44   	  7.32   	  40.69		 58.09   	 -76.30		
193.18   	127.56   	  7.49   	  40.69		 57.78   	 -71.21		
-61.34   	-361.94   	  7.65   	  35.61		 57.50   	 -66.12		
-226.75   	-568.85   	  7.79   	  35.61		 57.23   	 -71.21		
-243.23   	-509.64   	  7.93   	  35.61		 56.95   	 -66.12		
-148.62   	-323.18   	  8.08   	  35.61		 56.68   	 -61.04		
-37.84   	-153.81   	  8.22   	  35.61		 56.44   	 -66.12		
 14.04   	-76.60   	  8.36   	  35.61		 56.17   	 -61.04		
 -3.05   	-83.62   	  8.50   	  40.69		 55.93   	 -61.04		
-47.61   	-122.68   	  8.67   	  40.69		 55.69   	 -61.04		
-74.77   	-150.45   	  8.83   	  40.69		 55.44   	 -61.04		
-69.27   	-152.28   	  8.99   	  45.78		 55.20   	 -55.95		
-46.08   	-133.36   	  9.18   	  50.86		 54.97   	 -55.95		
-27.77   	-110.47   	  9.38   	  61.04		 54.75   	 -55.95		
-23.19   	-99.49   	  9.62   	  66.12		 54.53   	 -55.95		
-27.47   	-103.76   	  9.89   	  76.30		 54.30   	 -55.95		
-31.13   	-112.00   	 10.19   	  86.47		 54.08   	 -55.95		
-29.60   	-112.61   	 10.54   	 101.73		 53.86   	 -55.95		
-23.80   	-104.37   	 10.95   	 116.99		 53.63   	 -50.86		
-17.09   	-94.60   	 11.41   	 137.33		 53.43   	 -55.95		
-11.60   	-87.89   	 11.96   	 152.59		 53.20   	 -50.86		
 -8.24   	-82.70   	 12.57   	 167.85		 53.00   	 -55.95		
 -5.49   	-77.82   	 13.25   	 183.11		 52.78   	 -50.86		
 -2.44   	-71.41   	 13.98   	 198.37		 52.57   	 -50.86		
  1.53   	-64.09   	 14.77   	 208.54		 52.37   	 -50.86		
  6.41   	-54.63   	 15.61   	 218.72		 52.17   	 -45.78		
 11.60   	-43.64   	 16.48   	 228.89		 51.98   	 -45.78		
 16.48   	-32.35   	 17.40   	 233.98		 51.80   	 -40.69		
 21.36   	-21.67   	 18.33   	 233.98		 51.64   	 -35.61		
 25.94   	-10.99   	 19.27   	 239.06		 51.50   	 -15.26		
 30.52   	  0.00   	 20.22   	 233.98		 51.43(D)	  10.17		
 35.10   	 11.90   	 21.16   	 239.06		 51.47   	  55.95		
 39.06   	 24.41   	 22.12   	 228.89		 51.70   	 101.73		
 42.42   	 36.93   	 23.03   	 218.72		 52.11   	 172.94		
 45.47   	 49.13   	 23.91   	 218.72		 52.80   	 233.98		
 47.61   	 60.73   	 24.78   	 203.46		 53.73   	 310.27		
 49.44   	 71.72   	 25.60   	 193.29		 54.97   	 371.31		
 51.27   	 82.70   	 26.37   	 183.11		 56.46   	 427.26		
 53.10   	 93.69   	 27.10   	 172.94		 58.17   	 488.30		
 54.63   	105.29   	 27.79   	 157.68		 60.12   	 528.99		
 55.85   	117.19   	 28.42   	 147.51		 62.24   	 569.68		
 57.07   	128.78   	 29.01   	 137.33		 64.52   	 600.20		
 57.98   	140.08   	 29.56   	 122.07		 66.92   	 615.46		
 59.20   	150.76   	 30.05   	 111.90		 69.38   	 625.63		
 61.04   	161.13   	 30.50   	 101.73		 71.88   	 625.63		
 63.78   	172.12   	 30.91   	  96.64		 74.38   	 600.20		
 67.14   	183.41   	 31.29   	  81.38		 76.79   	 569.68		
 71.41   	195.62   	 31.62   	  71.21		 79.06   	 528.99		
 76.60   	207.52   	 31.90   	  61.04		 81.18   	 473.04		
 82.70   	217.59   	 32.15   	  55.95		 83.07   	 417.09		
 89.11   	223.39   	 32.37   	  50.86		 84.74   	 345.88		
 94.91   	222.78   	 32.57   	  45.78		 86.12   	 284.84		
 98.27   	214.84   	 32.76   	  30.52		 87.26   	 223.80		
 96.44   	200.50   	 32.88   	  25.43		 88.16   	 152.59		
 87.28   	180.97   	 32.98   	  15.26		 88.77   	  96.64		
 70.19   	159.30   	 33.04   	  15.26		 89.16   	  45.78		
 46.69   	136.41   	 33.10   	  10.17		 89.34   	   5.09		
 20.45   	112.61   	 33.14   	   5.09		 89.36(S)	 -35.61		
 -4.58   	 87.59   	 33.16(S)	  -5.09		 89.22   	 -61.04		
-24.72   	 60.73   	 33.14   	 -10.17		 88.97   	 -76.30		
-39.06   	 33.87   	 33.10   	 -15.26		 88.67   	 -91.56		
-48.83   	  8.85   	 33.04   	 -20.35		 88.30   	 -91.56		
-55.54   	-12.51   	 32.96   	 -20.35		 87.93   	 -91.56		
-60.42   	-28.69   	 32.88   	 -30.52		 87.57   	 -81.38		
-64.70   	-40.59   	 32.76   	 -35.61		 87.24   	 -71.21		
-68.05   	-48.83   	 32.61   	 -35.61		 86.96   	 -50.86		
-70.19   	-54.63   	 32.47   	 -40.69		 86.75   	 -40.69		
-71.41   	-59.20   	 32.31   	 -45.78		 86.59   	 -20.35		
-72.02   	-62.26   	 32.13   	 -45.78		 86.51   	 -10.17		
-72.02   	-64.09   	 31.94   	 -55.95		 86.47   	   0.00		
-72.02   	-65.00   	 31.72   	 -50.86		 86.47   	  10.17		
-72.33   	-65.92   	 31.52   	 -55.95		 86.51   	  15.26		
-72.33   	-67.14   	 31.29   	 -55.95		 86.57   	  20.35		
-72.33   	-68.66   	 31.07   	 -61.04		 86.65   	  15.26		
-71.72   	-70.19   	 30.82   	 -61.04		 86.71   	  10.17		
-71.41   	-71.72   	 30.58   	 -66.12		 86.75   	   5.09		
-71.41   	-72.63   	 30.32   	 -71.21		 86.77   	 -10.17		
-71.41   	-72.94   	 30.03   	 -71.21		 86.73   	 -25.43		
-70.80   	-72.94   	 29.75   	 -81.38		 86.63   	 -40.69		
-69.27   	-72.63   	 29.42   	 -91.56		 86.47   	 -50.86		
-66.83   	-72.02   	 29.05   	-106.82		 86.27   	 -76.30		
-64.70   	-71.11   	 28.63   	-116.99		 85.96   	 -91.56		
-63.17   	-70.80   	 28.16   	-137.33		 85.59   	-111.90		
-63.17   	-70.19   	 27.61   	-157.68		 85.15   	-137.33		
-63.48   	-69.58   	 26.98   	-172.94		 84.60   	-162.77		
-63.78   	-68.66   	 26.29   	-193.29		 83.95   	-183.11		
-63.17   	-67.14   	 25.51   	-208.54		 83.21   	-208.54		
-62.26   	-66.22   	 24.68   	-228.89		 82.38   	-228.89		
-61.34   	-65.61   	 23.76   	-239.06		 81.46   	-244.15		
-60.73   	-65.00   	 22.81   	-239.06		 80.49   	-249.24		
-60.42   	-64.09   	 21.85   	-249.24		 79.49   	-254.32		
-60.12   	-62.56   	 20.85   	-254.32		 78.47   	-249.24		
-60.42   	-61.04   	 19.84   	-254.32		 77.48   	-244.15		
-61.04   	-59.81   	 18.82   	-249.24		 76.50   	-233.98		
-61.95   	-59.51   	 17.82   	-244.15		 75.56   	-218.72		
-62.87   	-58.90   	 16.85   	-233.98		 74.69   	-203.46		
-63.48   	-57.37   	 15.91   	-228.89		 73.88   	-193.29		
-63.78   	-54.63   	 14.99   	-213.63		 73.10   	-172.94		
-63.78   	-51.88   	 14.14   	-208.54		 72.41   	-157.68		
-64.39   	-49.74   	 13.31   	-183.11		 71.78   	-142.42		End----------
-65.00   	-49.44   	 12.57   	-172.94		 71.21   	-127.16		
-64.70   	-50.35   	 11.88   	-157.68		 70.70   	-116.99		
-62.56   	-50.66   	 11.25   	-142.42		 70.23   	-106.82		
-58.59   	-49.74   	 10.68   	-132.25		 69.81   	 -96.64		
-52.19   	-47.61   	 10.15   	-111.90		 69.42   	 -86.47		
-43.95   	-45.47   	  9.70   	 -96.64		 69.07   	 -86.47		
-33.26   	-45.17   	  9.32   	 -81.38		 68.73   	 -76.30		
-19.23   	-47.00   	  8.99   	 -66.12		 68.42   	 -76.30		
 -1.53   	-48.52   	  8.73   	 -55.95		 68.12   	 -76.30		
 19.53   	-44.56   	  8.50   	 -35.61		 67.81   	 -71.21		
 42.11   	-31.43   	  8.36   	 -30.52		 67.53   	 -76.30		
 64.09   	 -8.24   	  8.24   	 -10.17		 67.22   	 -71.21		
 81.79   	 19.53   	  8.20   	  -5.09		 66.94   	 -76.30		
 90.94   	 40.59   	  8.18   	   0.00		 66.63   	 -81.38		
