SAMPLE NUMBER:   4
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  RFA     	  RFA'		
-35.71   	-164.79   	  7.16   	   0.00		 38.37   	 -20.35		
-35.71   	-158.69   	  7.16   	  -5.09		 38.29   	 -15.26		
-35.40   	-157.17   	  7.14   	 -10.17		 38.23   	 -15.26		
-35.10   	-159.91   	  7.10   	 -10.17		 38.17   	 -10.17		
-32.04   	-164.79   	  7.06   	 -15.26		 38.13   	 -20.35		
-21.67   	-170.90   	  7.00   	 -15.26		 38.05   	 -15.26		
  0.00   	-180.66   	  6.94   	 -20.35		 37.99   	 -15.26		
 32.35   	-191.65   	  6.86   	 -15.26		 37.92   	 -10.17		
 69.27   	-186.16   	  6.80   	 -15.26		 37.88   	  -5.09		
105.29   	-122.07   	  6.73   	   0.00		 37.86   	 -15.26		
142.82   	 61.95   	  6.73(E)	  10.17		 37.80   	 -10.17		
183.72   	418.40   	  6.78   	  25.43		 37.76   	 -15.26		
211.49   	940.55   	  6.88   	  45.78		 37.70   	 -20.35		
190.12   	1506.96   	  7.06   	  66.12		 37.62   	 -15.26		
-104.37   	1893.01(R)	  7.32   	  61.04		 37.56   	 -25.43		
-315.25   	1437.68   	  7.57   	  61.04		 37.46   	 -20.35		
-451.66   	699.77   	  7.81   	  50.86		 37.38   	 -25.43		
-447.39   	  6.41   	  8.02   	  45.78		 37.27   	 -10.17		
-312.81   	-366.52   	  8.20   	  35.61		 37.23   	 -10.17		
-130.00   	-365.30   	  8.34   	  35.61		 37.19   	  -5.09		
  6.71   	-156.86   	  8.48   	  40.69		 37.17   	 -10.17		
 50.66   	 26.86   	  8.65   	  45.78		 37.13   	 -15.26		
 21.36   	 58.29   	  8.83   	  55.95		 37.07   	 -20.35		
-25.33   	-32.65   	  9.05   	  66.12		 36.99   	 -20.35		
-45.47   	-136.11   	  9.32   	  91.56		 36.91   	 -20.35		
-32.96   	-174.87   	  9.68   	 106.82		 36.83   	 -20.35		
 -7.63   	-151.06   	 10.11   	 122.07		 36.74   	 -15.26		
  8.54   	-112.30   	 10.60   	 147.51		 36.68   	 -20.35		
  9.16   	-96.44   	 11.19   	 172.94		 36.60   	 -15.26		
  3.05   	-105.90   	 11.88   	 198.37		 36.54   	 -10.17		
  2.44   	-120.85   	 12.68   	 228.89		 36.50   	 -15.26		
 10.38   	-126.34   	 13.59   	 274.67		 36.44   	 -15.26		
 22.28   	-122.38   	 14.69   	 330.62		 36.38   	 -15.26		
 30.82   	-116.27   	 16.01   	 386.57		 36.32   	 -20.35		
 35.71   	-112.61   	 17.56   	 452.69		 36.24   	 -20.35		
 41.50   	-108.03   	 19.37   	 518.82		 36.15   	 -15.26		
 51.27   	-97.66   	 21.44   	 579.86		 36.09   	 -15.26		
 62.87   	-83.01   	 23.76   	 625.63		 36.03   	 -10.17		
 69.58   	-70.19   	 26.27   	 768.05		 35.99   	  -5.09		
 56.46   	-60.12   	 29.34   	 757.88		 35.97   	 -10.17		
 47.91   	-53.71   	 32.37   	 747.71		 35.93   	  -5.09		
 47.91   	-39.37   	 35.36   	 722.28		 35.91   	 -10.17		
 56.15   	-21.67   	 38.25   	 707.02		 35.87   	  -5.09		
 65.61   	 -6.71   	 41.08   	 676.50		 35.85   	  -5.09		
 70.50   	  4.88   	 43.78   	 645.98		 35.83   	   0.00		
 69.27   	 16.48   	 46.37   	 610.37		 35.83   	  -5.09		
 66.53   	 32.65   	 48.81   	 564.60		 35.81   	   0.00		
 67.75   	 53.10   	 51.07   	 523.90		 35.81   	   0.00		
 73.55   	 73.55   	 53.16   	 473.04		 35.81   	  -5.09		
 81.48   	 90.94   	 55.06   	 422.18		 35.79   	   0.00		
 88.81   	105.90   	 56.74   	 371.31		 35.79   	 -10.17		
 96.13   	122.07   	 58.23   	 325.53		 35.75   	 -15.26		
106.81   	142.82   	 59.53   	 289.93		 35.69   	 -25.43		
121.77   	167.24   	 60.69   	 239.06		 35.58   	 -15.26		
135.50   	192.87   	 61.65   	 203.46		 35.52   	 -10.17		
142.52   	219.42   	 62.46   	 162.77		 35.48   	  15.26		
142.82   	250.55   	 63.11   	 127.16		 35.54   	  55.95		
142.52   	289.31   	 63.62   	  91.56		 35.77   	 162.77		
148.32   	333.25   	 63.99   	  61.04		 36.42   	 356.05		
161.13   	375.67   	 64.23   	  35.61		 37.84   	 625.63		
176.09   	410.46   	 64.37   	  10.17		 40.35   	 879.96		
186.77   	436.40   	 64.41(S)	 -10.17		 43.87   	1042.72		
192.57   	460.82   	 64.37   	 -25.43		 48.04   	1103.76		
197.45   	491.64   	 64.27   	 -35.61		 52.45   	1093.59		
204.77   	532.23   	 64.13   	 -35.61		 56.83   	1042.72		
213.32   	576.48   	 63.99   	 -40.69		 61.00   	 935.91		
220.34   	615.23   	 63.82   	 -45.78		 64.74   	 742.62		
223.39   	642.40   	 63.64   	 -40.69		 67.71   	 498.47		
224.30   	657.96   	 63.48   	 -40.69		 69.70   	 259.41		
225.83   	664.98   	 63.32   	 -40.69		 70.74   	  91.56		
227.97   	665.28   	 63.15   	 -40.69		 71.11   	  10.17		
227.97   	655.82   	 62.99   	 -35.61		 71.15   	   5.09		
223.39   	632.02   	 62.85   	 -30.52		 71.17   	  40.69		
213.62   	589.90   	 62.73   	 -25.43		 71.33   	 111.90		
200.50   	529.79   	 62.62   	 -15.26		 71.78   	 172.94		
185.24   	457.46   	 62.56   	 -10.17		 72.47   	 239.06		
166.63   	379.03   	 62.52   	 -10.17		 73.43   	 300.10		
142.21   	299.99   	 62.48   	  -5.09		 74.63   	 325.53		
111.69   	224.30   	 62.46   	 -10.17		 75.93   	 320.45		
 79.04   	154.72   	 62.42   	   0.00		 77.21   	 279.75		
 49.44   	 91.25   	 62.42   	  -5.09		 78.33   	 208.54		
 27.47   	 32.35   	 62.40   	   0.00		 79.17   	 152.59		
 14.95   	-20.45   	 62.40   	   0.00		 79.78   	 106.82		
  9.46   	-64.09   	 62.40   	   0.00		 80.20   	  81.38		
  6.71   	-95.52   	 62.40   	   5.09		 80.53   	  66.12		
  3.36   	-112.61   	 62.42   	  -5.09		 80.79   	  61.04		
 -2.75   	-119.32   	 62.40   	 -10.17		 81.04   	  81.38		
-12.82   	-124.51   	 62.36   	 -15.26		 81.36   	  91.56		
-24.72   	-133.06   	 62.30   	 -25.43		 81.73   	 101.73		
-35.40   	-144.04   	 62.20   	 -40.69		 82.14   	 106.82		
-43.03   	-154.42   	 62.03   	 -55.95		 82.56   	 101.73		
-45.78   	-160.52   	 61.81   	 -71.21		 82.97   	  76.30		
-42.42   	-161.74   	 61.53   	 -91.56		 83.28   	  40.69		
-33.57   	-161.74   	 61.16   	-111.90		 83.44(S)	  -5.09		
-23.19   	-163.57   	 60.71   	-142.42		 83.42   	 -35.61		
-16.48   	-167.54   	 60.14   	-172.94		 83.28   	 -55.95		
-18.62   	-170.90   	 59.45   	-213.63		 83.05   	 -55.95		
-28.99   	-172.42   	 58.60   	-244.15		 82.83   	 -45.78		
-39.37   	-169.98   	 57.62   	-289.93		 82.64   	 -35.61		
-42.11   	-163.88   	 56.46   	-325.53		 82.50   	 -30.52		
-35.40   	-158.08   	 55.16   	-366.22		 82.38   	 -35.61		
-25.02   	-155.64   	 53.69   	-406.92		 82.24   	 -50.86		
-18.31   	-158.39   	 52.06   	-437.43		 82.03   	 -71.21		
-18.62   	-165.10   	 50.32   	-478.13		 81.75   	 -96.64		
-20.75   	-172.42   	 48.40   	-508.65		 81.36   	-111.90		
-18.92   	-176.09   	 46.37   	-539.16		 80.92   	-132.25		
-12.82   	-175.17   	 44.21   	-569.68		 80.39   	-142.42		
 -7.02   	-173.34   	 41.93   	-595.11		 79.82   	-172.94		
 -5.80   	-173.03   	 39.55   	-605.29		 79.12   	-183.11		
 -7.02   	-175.17   	 37.13   	-615.46		 78.39   	-188.20		
 -6.71   	-179.14   	 34.67   	-615.46		 77.64   	-178.03		
 -2.75   	-183.41   	 32.21   	-600.20		 76.93   	-162.77		
  2.44   	-186.46   	 29.81   	-595.11		 76.28   	-152.59		
  5.19   	-187.68   	 27.43   	-574.77		 75.67   	-152.59		
  4.88   	-187.68   	 25.13   	-559.51		 75.06   	-157.68		
  4.88   	-187.38   	 22.89   	-534.08		 74.42   	-172.94		
  7.63   	-187.68   	 20.75   	-513.73		 73.73   	-188.20		
 10.38   	-189.51   	 18.70   	-483.21		 72.98   	-203.46		
  7.63   	-193.48   	 16.76   	-452.69		 72.17   	-203.46		
  0.31   	-195.62   	 14.95   	-422.18		 71.35   	-208.54		
 -6.10   	-192.57   	 13.27   	-396.74		 70.52   	-198.37		
 -6.41   	-184.94   	 11.68   	-361.14		 69.73   	-188.20		
  0.31   	-177.00   	 10.23   	-340.79		 68.97   	-178.03		
  6.41   	-172.42   	  8.87   	-310.27		 68.26   	-162.77		
  3.66   	-173.03   	  7.63   	-295.01		 67.61   	-152.59		
 -8.85   	-175.48   	  6.45   	-269.58		 67.00   	-142.42		
-21.97   	-174.56   	  5.37   	-249.24		 66.43   	-137.33		
-26.55   	-167.24   	  4.37   	-218.72		 65.88   	-137.33		
-19.84   	-155.03   	  3.50   	-188.20		 65.33   	-137.33		
 -8.54   	-140.99   	  2.75   	-157.68		 64.78   	-137.33		
  0.31   	-128.48   	  2.12   	-122.07		 64.23   	-142.42		
  6.71   	-119.63   	  1.63   	 -76.30		 63.66   	-147.51		
 18.92   	-112.61   	  1.32   	 -40.69		 63.07   	-142.42		
 42.72   	-103.15   	  1.16   	 -10.17		 62.50   	-142.42		
 72.02   	-86.06   	  1.12(D)	  15.26		 61.93   	-142.42		
 91.86   	-61.65   	  1.18   	  25.43		 61.36   	-147.51		
 94.91   	-34.79   	  1.28   	  45.78		 60.77   	-142.42		
 89.42   	-10.99   	  1.46   	  45.78		 60.20   	-137.33		
 91.55   	  6.71   	  1.65   	  61.04		 59.65   	-137.33		
109.25   	 16.48   	  1.89   	  66.12		 59.10   	-127.16		
132.45   	 16.17   	  2.16   	  76.30		 58.60   	-122.07		
140.38   	  1.83   	  2.46   	  81.38		 58.11   	-111.90		
121.15   	-30.52   	  2.79   	  86.47		 57.66   	-111.90		
 82.70   	-75.68   	  3.13   	  81.38		 57.21   	-106.82		
 43.95   	-119.32   	  3.46   	  81.38		 56.79   	 -96.64		
 17.40   	-147.71   	  3.78   	  66.12		 56.40   	-101.73		
  1.83   	-156.25   	  4.05   	  55.95		 55.99   	 -96.64		
-14.04   	-153.81   	  4.27   	  40.69		 55.61   	 -96.64		
-34.48   	-154.72   	  4.44   	  30.52		 55.22   	 -96.64		
-52.80   	-165.10   	  4.56   	  25.43		 54.83   	 -96.64		
-59.20   	-178.22   	  4.66   	  15.26		 54.45   	 -86.47		
-53.10   	-184.94   	  4.72   	  15.26		 54.10   	 -76.30		
-43.64   	-182.80   	  4.78   	  10.17		 53.79   	 -81.38		
-41.20   	-179.14   	  4.82   	  15.26		 53.47   	 -76.30		
-47.91   	-182.19   	  4.88   	  15.26		 53.16   	 -66.12		
-55.24   	-192.57   	  4.94   	   5.09		 52.90   	 -61.04		
-53.71   	-201.42   	  4.96   	   5.09		 52.65   	 -61.04		
-43.33   	-199.89   	  4.98   	  -5.09		 52.41   	 -61.04		
-31.74   	-191.35   	  4.96   	 -15.26		 52.17   	 -61.04		
-25.94   	-185.55   	  4.90   	 -15.26		 51.92   	 -61.04		
-22.58   	-191.96   	  4.84   	 -10.17		 51.68   	 -61.04		
-11.60   	-212.71   	  4.80   	 -10.17		 51.43   	 -55.95		
 13.43   	-238.34   	  4.76   	   5.09		 51.21   	 -61.04		
 50.66   	-246.58   	  4.78(E)	  10.17		 50.97   	 -55.95		
 91.55   	-199.58   	  4.82   	  25.43		 50.74   	 -61.04		
132.75   	-46.39   	  4.92   	  35.61		 50.50   	 -50.86		
180.36   	267.33   	  5.07   	  40.69		 50.29   	 -45.78		
226.75   	755.62   	  5.23   	  45.78		 50.11   	 -40.69		
237.12   	1324.77   	  5.41   	  45.78		 49.95   	 -50.86		
-25.63   	1836.24(R)	  5.60   	  45.78		 49.75   	 -50.86		
-280.15   	1442.87   	  5.78   	  35.61		 49.54   	 -50.86		
-491.33   	717.77   	  5.92   	  35.61		 49.34   	 -45.78		
-552.06   	-11.60   	  6.06   	  30.52		 49.16   	 -50.86		
-436.40   	-435.49   	  6.19   	  30.52		 48.95   	 -45.78		
-220.03   	-461.73   	  6.31   	  35.61		 48.77   	 -50.86		
-26.86   	-243.84   	  6.45   	  35.61		 48.57   	 -50.86		
 58.59   	-30.52   	  6.59   	  40.69		 48.36   	 -45.78		
 39.06   	 25.63   	  6.75   	  40.69		 48.18   	 -45.78		
-19.53   	-60.42   	  6.92   	  55.95		 48.00   	 -40.69		
-53.10   	-174.26   	  7.14   	  55.95		 47.83   	 -40.69		
-43.03   	-225.83   	  7.37   	  66.12		 47.67   	 -45.78		
-10.68   	-206.91   	  7.63   	  71.21		 47.49   	 -40.69		
 14.04   	-162.66   	  7.91   	  91.56		 47.32   	 -40.69		
 19.23   	-133.06   	  8.28   	 106.82		 47.16   	 -40.69		
 12.21   	-126.65   	  8.71   	 116.99		 47.00   	 -25.43		
  5.19   	-130.62   	  9.18   	 137.33		 46.90   	 -30.52		
  3.36   	-133.67   	  9.73   	 167.85		 46.77   	 -30.52		
  4.88   	-133.36   	 10.40   	 218.72		 46.65   	 -40.69		
  6.71   	-131.23   	 11.27   	 259.41		 46.49   	 -30.52		
  9.46   	-127.56   	 12.31   	 305.19		 46.37   	 -30.52		
 16.17   	-120.54   	 13.53   	 340.79		 46.25   	 -30.52		
 26.25   	-110.78   	 14.89   	 381.48		 46.12   	 -25.43		
 36.32   	-101.32   	 16.42   	 406.92		 46.02   	 -30.52		
 42.42   	-95.21   	 18.05   	 518.82		 45.90   	 -30.52		
 46.08   	-92.47   	 20.12   	 534.08		 45.78   	 -30.52		
 51.88   	-85.75   	 22.26   	 549.34		 45.66   	 -25.43		
 62.87   	-70.80   	 24.46   	 554.42		 45.55   	 -20.35		
 73.55   	-50.96   	 26.67   	 564.60		 45.47   	 -25.43		
 77.21   	-31.13   	 28.93   	 559.51		 45.37   	 -20.35		
 73.24   	-14.34   	 31.17   	 549.34		 45.29   	 -20.35		
 67.75   	 -0.31   	 33.37   	 523.90		 45.21   	 -30.52		
 68.36   	 14.34   	 35.46   	 503.56		 45.09   	 -25.43		
 78.74   	 31.74   	 37.48   	 478.13		 44.98   	 -20.35		
 94.91   	 50.96   	 39.39   	 447.61		 44.90   	 -20.35		
109.86   	 71.11   	 41.18   	 422.18		 44.82   	 -20.35		
119.32   	 93.08   	 42.87   	 391.66		 44.74   	 -20.35		
123.60   	116.88   	 44.44   	 366.22		 44.66   	 -25.43		
126.65   	143.13   	 45.90   	 335.71		 44.56   	 -25.43		
133.06   	171.81   	 47.24   	 300.10		 44.46   	 -35.61		
142.82   	202.33   	 48.44   	 264.50		 44.31   	 -35.61		
154.72   	234.99   	 49.50   	 228.89		 44.17   	 -35.61		
167.85   	271.00   	 50.42   	 198.37		 44.03   	 -40.69		
183.41   	311.89   	 51.21   	 167.85		 43.87   	 -35.61		
200.20   	355.53   	 51.88   	 132.25		 43.72   	 -30.52		
215.76   	397.34   	 52.41   	 111.90		 43.60   	 -25.43		
228.88   	435.18   	 52.86   	  86.47		 43.50   	 -15.26		
237.43   	469.36   	 53.20   	  66.12		 43.44(D)	   0.00		
241.70   	502.01   	 53.47   	  45.78		 43.44   	  35.61		
244.14   	537.72   	 53.65   	  25.43		 43.58   	  86.47		
245.06   	575.56   	 53.75   	  15.26		 43.93   	 178.03		
243.53   	608.22   	 53.81(S)	   0.00		 44.64   	 295.01		
238.65   	627.44   	 53.81   	 -10.17		 45.82   	 422.18		
232.54   	628.66   	 53.77   	 -20.35		 47.51   	 539.16		
226.14   	609.44   	 53.69   	 -30.52		 49.66   	 620.55		
218.81   	569.76   	 53.57   	 -25.43		 52.15   	 671.41		
207.21   	511.17   	 53.47   	 -30.52		 54.83   	 681.58		
186.16   	433.65   	 53.35   	 -30.52		 57.56   	 656.15		
154.42   	340.27   	 53.22   	 -35.61		 60.18   	 584.94		
116.58   	240.48   	 53.08   	 -30.52		 62.52   	 488.30		
 80.87   	146.48   	 52.96   	 -35.61		 64.48   	 371.31		
 53.71   	 68.36   	 52.82   	 -30.52		 65.96   	 269.58		
 35.40   	  8.54   	 52.70   	 -30.52		 67.04   	 193.29		
 19.84   	-38.76   	 52.57   	 -30.52		 67.81   	 142.42		
  0.61   	-83.01   	 52.45   	 -20.35		 68.38   	 122.07		
-23.19   	-128.17   	 52.37   	 -20.35		 68.87   	 116.99		
-46.08   	-169.68   	 52.29   	 -20.35		 69.34   	 142.42		
-61.95   	-199.58   	 52.21   	 -20.35		 69.91   	 178.03		
-68.97   	-214.23   	 52.13   	 -20.35		 70.62   	 213.63		
-72.02   	-218.51   	 52.04   	 -25.43		 71.47   	 244.15		
-76.29   	-219.73   	 51.94   	 -20.35		 72.45   	 249.24		
-80.87   	-221.86   	 51.86   	 -25.43		 73.45   	 249.24		
-82.09   	-223.08   	 51.76   	 -15.26		 74.45   	 228.89		
-77.82   	-220.95   	 51.70   	 -20.35		 75.36   	 203.46		
-72.63   	-218.51   	 51.62   	 -15.26		 76.17   	 162.77		
-71.72   	-220.64   	 51.56   	 -20.35		 76.83   	 127.16		
-76.29   	-230.10   	 51.47   	 -20.35		 77.33   	  91.56		
-80.87   	-240.17   	 51.39   	 -35.61		 77.70   	  66.12		
-79.35   	-243.23   	 51.25   	 -35.61		 77.97   	  55.95		
-71.41   	-238.04   	 51.11   	 -50.86		 78.19   	  55.95		
-63.78   	-231.93   	 50.91   	 -61.04		 78.41   	  61.04		
-62.26   	-231.93   	 50.66   	 -71.21		 78.66   	  55.95		
-65.92   	-240.17   	 50.38   	 -81.38		 78.88   	  50.86		
-68.97   	-249.33   	 50.05   	-106.82		 79.08   	  45.78		
-67.44   	-251.16   	 49.62   	-137.33		 79.27   	  30.52		
-63.48   	-243.53   	 49.07   	-167.85		 79.39(S)	  -5.09		
-62.87   	-233.76   	 48.40   	-213.63		 79.37   	 -20.35		
-68.36   	-228.88   	 47.55   	-259.41		 79.29   	 -40.69		
-75.99   	-231.93   	 46.51   	-300.10		 79.12   	 -50.86		
-78.43   	-239.56   	 45.31   	-340.79		 78.92   	 -55.95		
-72.33   	-243.84   	 43.95   	-381.48		 78.70   	 -61.04		
-60.73   	-242.31   	 42.42   	-422.18		 78.45   	 -81.38		
-51.27   	-237.43   	 40.73   	-457.78		 78.13   	 -86.47		
-48.22   	-234.68   	 38.90   	-488.30		 77.78   	 -91.56		
-50.96   	-236.51   	 36.95   	-518.82		 77.42   	-101.73		
-55.24   	-241.09   	 34.87   	-539.16		 77.01   	-116.99		
-56.46   	-243.53   	 32.72   	-554.42		 76.54   	-122.07		
-53.10   	-240.17   	 30.50   	-559.51		 76.05   	-127.16		
-45.78   	-233.46   	 28.26   	-569.68		 75.54   	-132.25		
-38.45   	-230.10   	 25.98   	-574.77		 75.01   	-137.33		
-33.57   	-234.07   	 23.68   	-564.60		 74.47   	-142.42		
-31.43   	-243.53   	 21.42   	-559.51		 73.90   	-152.59		
-31.74   	-252.69   	 19.19   	-539.16		 73.29   	-152.59		
-32.96   	-255.74   	 17.03   	-518.82		 72.68   	-157.68		
-35.10   	-250.85   	 14.95   	-488.30		 72.04   	-167.85		
-37.54   	-241.70   	 13.00   	-467.95		 71.37   	-178.03		
-39.67   	-233.76   	 11.13   	-442.52		 70.66   	-188.20		
-40.28   	-228.88   	  9.36   	-417.09		 69.91   	-198.37		
-39.06   	-227.66   	  7.69   	-381.48		 69.11   	-208.54		
-37.23   	-227.05   	  6.16   	-356.05		 68.28   	-198.37		
-35.10   	-223.69   	  4.74   	-315.36		 67.49   	-188.20		
-30.21   	-215.45   	  3.48   	-279.75		 66.73   	-183.11		
-18.01   	-201.42   	  2.36   	-244.15		 66.00   	-172.94		
  2.75   	-184.33   	  1.38   	-208.54		 65.31   	-162.77		
 27.77   	-168.15   	  0.55   	-178.03		 64.66   	-152.59		
 49.13   	-152.28   	 -0.16   	-142.42		 64.05   	-132.25		
 59.51   	-133.67   	 -0.73   	-111.90		 63.52   	-116.99		
 57.68   	-110.47   	 -1.18   	 -91.56		 63.05   	-111.90		
 51.27   	-85.75   	 -1.55   	 -61.04		 62.60   	-111.90		
 52.19   	-67.44   	 -1.79   	 -35.61		 62.16   	-116.99		
 65.31   	-61.34   	 -1.93   	  -5.09		 61.69   	-111.90		
 84.53   	-65.31   	 -1.95(D)	  20.35		 61.24   	-116.99		
 94.60   	-75.99   	 -1.87   	  55.95		 60.77   	-122.07		
 81.79   	-93.69   	 -1.65   	  81.38		 60.28   	-116.99		
 45.78   	-120.54   	 -1.32   	  96.64		 59.82   	-122.07		
  0.61   	-157.17   	 -0.94   	 101.73		 59.33   	-116.99		
-36.01   	-195.31   	 -0.53   	 111.90		 58.86   	-111.90		
-56.15   	-223.39   	 -0.08   	 101.73		 58.41   	-106.82		
-63.48   	-234.07   	  0.33   	 101.73		 57.99   	 -96.64		
-68.05   	-231.63   	  0.73   	  96.64		 57.60   	 -86.47		
-74.77   	-227.36   	  1.12   	  91.56		 57.25   	 -81.38		
-81.79   	-227.97   	  1.49   	  81.38		 56.93   	 -81.38		
-83.62   	-234.07   	  1.81   	  81.38		 56.60   	 -81.38		
-80.57   	-241.39   	  2.14   	  76.30		 56.28   	 -81.38		
-75.99   	-245.67   	  2.44   	  66.12		 55.95   	 -81.38		
-73.55   	-246.58   	  2.71   	  61.04		 55.63   	 -76.30		
-73.55   	-245.67   	  2.95   	  55.95		 55.32   	 -81.38		
-73.24   	-243.53   	  3.17   	  55.95		 54.99   	 -71.21		
-71.72   	-242.31   	  3.40   	  61.04		 54.71   	 -71.21		
-69.89   	-244.14   	  3.64   	  61.04		 54.43   	 -76.30		
-65.31   	-250.55   	  3.89   	  71.21		 54.12   	 -71.21		
-51.27   	-264.59   	  4.17   	  76.30		 53.83   	 -61.04		
-21.97   	-285.95   	  4.48   	  86.47		 53.59   	 -61.04		
 21.67   	-304.26   	  4.82   	  81.38		 53.35   	 -55.95		
 71.72   	-300.60   	  5.15   	  81.38		 53.12   	 -55.95		
119.63   	-238.95   	  5.47   	  81.38		 52.90   	 -55.95		
165.71   	-63.78   	  5.80   	  76.30		 52.68   	 -50.86		
210.27   	281.07   	  6.10   	  71.21		 52.47   	 -45.78		
231.63   	805.36   	  6.39   	  71.21		 52.29   	 -50.86		
185.55   	1400.45   	  6.67   	  76.30		 52.09   	 -50.86		
-227.66   	1860.35(R)	  6.98(E)	  71.21		 51.88   	 -45.78		
-509.64   	1389.16   	  7.26   	  71.21		 51.70   	 -50.86		
-691.22   	592.65   	  7.55   	  71.21		 51.50   	 -45.78		
-683.29   	-166.32   	  7.83   	  61.04		 51.31   	 -45.78		
-491.94   	-564.58   	  8.08   	  55.95		 51.13   	 -45.78		
-221.25   	-532.53   	  8.30   	  50.86		 50.95   	 -45.78		
 -6.41   	-262.45   	  8.50   	  50.86		 50.76   	 -45.78		
 75.68   	-28.08   	  8.71   	  50.86		 50.58   	 -45.78		
 41.50   	 17.40   	  8.91   	  55.95		 50.40   	 -50.86		
-31.43   	-91.25   	  9.14   	  66.12		 50.19   	 -50.86		
-72.63   	-220.64   	  9.40   	  76.30		 49.99   	 -45.78		
-61.65   	-272.83   	  9.70   	  91.56		 49.81   	 -50.86		
-24.72   	-246.58   	 10.07   	 101.73		 49.60   	 -45.78		
  3.05   	-198.06   	 10.48   	 111.90		 49.42   	 -35.61		
  9.16   	-173.03   	 10.93   	 137.33		 49.28   	 -35.61		
  4.88   	-177.92   	 11.48   	 162.77		 49.14   	 -30.52		
  4.58   	-194.40   	 12.13   	 198.37		 49.01   	 -35.61		
 10.99   	-204.16   	 12.92   	 239.06		 48.87   	 -35.61		
 16.78   	-202.64   	 13.88   	 274.67		 48.73   	 -35.61		
 17.09   	-193.79   	 14.97   	 325.53		 48.59   	 -25.43		
 14.34   	-182.80   	 16.28   	 371.31		 48.48   	 -25.43		
 16.78   	-169.98   	 17.76   	 412.00		 48.38   	 -20.35		
 27.47   	-154.11   	 19.41   	 452.69		 48.30   	 -25.43		
 39.67   	-138.55   	 21.22   	 478.13		 48.20   	 -30.52		
 45.78   	-128.48   	 23.13   	 590.03		 48.08   	 -20.35		
 42.11   	-130.31   	 25.49   	 600.20		 48.00   	 -25.43		
 46.39   	-128.78   	 27.89   	 610.37		 47.89   	 -25.43		
 59.20   	-116.27   	 30.34   	 620.55		 47.79   	 -25.43		
 72.94   	-97.66   	 32.82   	 615.46		 47.69   	 -20.35		
 79.65   	-82.40   	 35.28   	 605.29		 47.61   	 -25.43		
 78.43   	-75.68   	 37.70   	 584.94		 47.51   	 -20.35		
 75.99   	-71.72   	 40.04   	 559.51		 47.43   	 -20.35		
 79.65   	-60.73   	 42.28   	 534.08		 47.34   	 -15.26		
 91.25   	-37.54   	 44.41   	 498.47		 47.28   	 -15.26		
104.37   	 -6.71   	 46.41   	 462.87		 47.22   	 -25.43		
112.92   	 19.53   	 48.26   	 432.35		 47.12   	 -25.43		
116.27   	 36.32   	 49.99   	 401.83		 47.02   	 -25.43		
119.93   	 47.00   	 51.60   	 371.31		 46.92   	 -25.43		
128.78   	 61.34   	 53.08   	 335.71		 46.82   	 -35.61		
142.82   	 84.84   	 54.43   	 300.10		 46.67   	 -30.52		
157.78   	116.58   	 55.63   	 259.41		 46.55   	 -30.52		
170.29   	151.98   	 56.66   	 223.80		 46.43   	 -30.52		
181.27   	188.29   	 57.56   	 183.11		 46.31   	 -25.43		
193.79   	224.91   	 58.29   	 152.59		 46.21   	 -25.43		
210.27   	261.54   	 58.90   	 127.16		 46.10   	 -20.35		
229.19   	297.55   	 59.41   	 111.90		 46.02   	 -15.26		
247.19   	331.73   	 59.86   	  91.56		 45.96   	 -10.17		
260.62   	364.69   	 60.22   	  76.30		 45.92(D)	   5.09		
269.17   	399.48   	 60.53   	  55.95		 45.94   	  30.52		
274.66   	434.88   	 60.75   	  40.69		 46.06   	  81.38		
278.32   	466.61   	 60.92   	  25.43		 46.39   	 152.59		
281.07   	489.81   	 61.02   	  15.26		 47.00   	 254.32		
281.37   	500.79   	 61.08   	   5.09		 48.02   	 366.22		
276.79   	499.57   	 61.10   	   0.00		 49.48   	 483.21		
266.11   	485.23   	 61.10   	  -5.09		 51.41   	 584.94		
250.24   	454.71   	 61.08   	   0.00		 53.75   	 640.89		
230.10   	404.05   	 61.08   	 -10.17		 56.32   	 666.32		
205.38   	333.86   	 61.04   	   0.00		 58.98   	 651.07		
173.95   	250.85   	 61.04   	  -5.09		 61.59   	 590.03		
134.58   	165.10   	 61.02   	   5.09		 63.95   	 493.39		
 90.03   	 83.01   	 61.04   	  15.26		 65.92   	 386.57		
 48.22   	  7.63   	 61.10   	  15.26		 67.47   	 279.75		
 16.78   	-60.42   	 61.16   	  20.35		 68.59   	 193.29		
 -1.83   	-119.63   	 61.24   	  25.43		 69.36   	 137.33		
-10.99   	-166.63   	 61.34   	  25.43		 69.91   	 122.07		
-17.09   	-199.28   	 61.44   	  25.43		 70.40   	 132.25		
-25.02   	-220.03   	 61.55   	  25.43		 70.93   	 157.68		
-34.79   	-234.38   	 61.65   	  20.35		 71.56   	 198.37		
-43.33   	-247.19   	 61.73   	  25.43		 72.35   	 228.89		
-49.13   	-260.31   	 61.83   	  25.43		 73.27   	 254.32		
-53.10   	-272.83   	 61.93   	  25.43		 74.28   	 264.50		
