SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RFA     	  RFA'		  RV     	  RV'		
101.20   	-254.32		 36.28   	-651.07		
100.18   	-254.32		 33.67   	-691.76		
 99.17   	-259.41		 30.91   	-722.28		
 98.13   	-279.75		 28.02   	-712.10		
 97.01   	-310.27		 25.17   	-696.84		
 95.77   	-345.88		 22.38   	-676.50		
 94.38   	-335.71		 19.67   	-661.24		
 93.04   	-279.75		 17.03   	-635.81		
 91.92   	-218.72		 14.49   	-605.29		
 91.05   	-183.11		 12.07   	-554.42		
 90.32   	-147.51		  9.85   	-508.65		
 89.72   	-106.82		  7.81   	-457.78		
 89.30   	 -50.86		  5.98   	-406.92		
 89.09   	 -25.43		  4.35   	-371.31		
 88.99   	 -40.69		  2.87   	-325.53		
 88.83   	 -55.95		  1.57   	-279.75		
 88.61   	 -45.78		  0.45   	-244.15		
 88.42   	 -35.61		 -0.53   	-239.06		
 88.28   	 -45.78		 -1.49   	-228.89		
 88.10   	 -71.21		 -2.40   	-213.63		
 87.81   	 -96.64		 -3.26   	-203.46		
 87.43   	 -96.64		 -4.07   	-218.72		
 87.04   	-101.73		 -4.94   	-193.29		
 86.63   	-101.73		 -5.72   	-132.25		
 86.23   	 -81.38		 -6.25   	 -55.95		
 85.90   	 -71.21		 -6.47   	  15.26		
 85.62   	 -81.38		 -6.41   	  71.21		
 85.29   	 -71.21		 -6.12   	 111.90		
 85.00   	 -50.86		 -5.68   	 137.33		
 84.80   	 -30.52		 -5.13   	 142.42		
 84.68   	 -15.26		 -4.56   	 137.33		
 84.62   	 -10.17		 -4.01   	 106.82		
 84.58   	 -10.17		 -3.58   	  45.78		
 84.54   	 -10.17		 -3.40   	  55.95		
 84.50   	   0.00		 -3.17   	 101.73		
 84.50   	  -5.09		 -2.77   	 142.42		
 84.48   	 -15.26		 -2.20   	 147.51		
 84.41   	 -10.17		 -1.61   	 162.77		
 84.37   	  -5.09		 -0.96   	 188.20		
 84.35   	 -15.26		 -0.20   	 203.46		
 84.29   	 -30.52		  0.61   	 152.59		
 84.17   	 -45.78		  1.22   	  86.47		
 83.99   	 -45.78		  1.57   	  76.30		
 83.80   	 -40.69		  1.87   	  71.21		
 83.64   	 -40.69		  2.16   	  61.04		
 83.48   	 -50.86		  2.40   	  45.78		
 83.28   	 -55.95		  2.58   	  55.95		
 83.05   	 -50.86		  2.81   	  50.86		
 82.85   	 -35.61		  3.01   	  55.95		
 82.71   	 -25.43		  3.23   	  55.95		
 82.60   	 -35.61		  3.46   	  71.21		
 82.46   	 -45.78		  3.74   	  61.04		
 82.28   	 -45.78		  3.99   	  66.12		
 82.10   	 -35.61		  4.25   	  61.04		
 81.95   	 -35.61		  4.50   	  61.04		
 81.81   	 -45.78		  4.74   	  61.04		
 81.63   	 -55.95		  4.98   	  45.78		
 81.40   	 -61.04		  5.17   	  35.61		
 81.16   	 -61.04		  5.31   	  35.61		
 80.92   	 -55.95		  5.45   	  30.52		
 80.69   	 -61.04		  5.57   	  25.43		
 80.45   	 -61.04		  5.68   	  20.35		
 80.20   	 -55.95		  5.76   	  20.35		
 79.98   	 -66.12		  5.84   	  30.52		
 79.71   	 -71.21		  5.96   	  45.78		
 79.43   	 -66.12		  6.14   	  50.86		
 79.17   	 -66.12		  6.35   	  45.78		
 78.90   	 -50.86		  6.53   	  45.78		
 78.70   	 -55.95		  6.71   	  40.69		
 78.47   	 -55.95		  6.88   	  30.52		
 78.25   	 -71.21		  7.00   	  30.52		
 77.97   	 -71.21		  7.12   	  30.52		
 77.68   	 -55.95		  7.24   	  35.61		
 77.46   	 -50.86		  7.39   	  40.69		
 77.25   	 -50.86		  7.55   	  25.43		
 77.05   	 -61.04		  7.65   	  15.26		
 76.81   	 -61.04		  7.71   	  25.43		
 76.56   	 -61.04		  7.81   	  40.69		
 76.32   	 -55.95		  7.98   	  40.69		
 76.09   	 -55.95		  8.14   	  35.61		
 75.87   	 -61.04		  8.28   	  45.78		
 75.63   	 -66.12		  8.46   	  45.78		
 75.36   	-116.99		  8.65(E)	  91.56		
 74.89   	 -55.95		  9.01   	  50.86		
 74.67   	 -61.04		  9.22   	  50.86		
 74.42   	 -66.12		  9.42   	  40.69		
 74.16   	 -50.86		  9.58   	  35.61		
 73.96   	 -45.78		  9.73   	  30.52		
 73.77   	 -40.69		  9.85   	  30.52		
 73.61   	 -50.86		  9.97   	  30.52		
 73.41   	 -45.78		 10.09   	  30.52		
 73.22   	 -50.86		 10.21   	  25.43		
 73.02   	 -50.86		 10.32   	  30.52		
 72.82   	 -35.61		 10.44   	  35.61		
 72.68   	 -40.69		 10.58   	  45.78		
 72.51   	 -45.78		 10.76   	  45.78		
 72.33   	 -55.95		 10.95   	  66.12		
 72.11   	 -50.86		 11.21   	  96.64		
 71.90   	 -35.61		 11.60   	 157.68		
 71.76   	 -40.69		 12.23   	 193.29		
 71.60   	 -45.78		 13.00   	 213.63		
 71.41   	 -55.95		 13.86   	 249.24		
 71.19   	 -50.86		 14.85   	 330.62		
 70.99   	 -35.61		 16.17   	 406.92		
 70.84   	 -30.52		 17.80   	 406.92		
 70.72   	 -35.61		 19.43   	 427.26		
 70.58   	 -40.69		 21.14   	 483.21		
 70.42   	 -50.86		 23.07   	 996.94		
 70.21   	 -30.52		 27.06   	 503.56		
 70.09   	 -45.78		 29.07   	 523.90		
 69.91   	 -40.69		 31.17   	 539.16		
 69.75   	 -30.52		 33.33   	 523.90		
 69.62   	 -15.26		 35.42   	 513.73		
 69.56   	 -35.61		 37.48   	 559.51		
 69.42   	 -71.21		 39.72   	 574.77		
 69.14   	 -81.38		 42.01   	 467.95		
 68.81   	 -71.21		 43.89   	 335.71		
 68.52   	 -45.78		 45.23   	 279.75		
 68.34   	 -35.61		 46.35   	 279.75		
 68.20   	 -50.86		 47.47   	 239.06		
 68.00   	 -66.12		 48.42   	 162.77		
 67.73   	 -61.04		 49.07   	 116.99		
 67.49   	 -40.69		 49.54   	  96.64		
 67.32   	 -30.52		 49.93   	  66.12		
 67.20   	 -25.43		 50.19   	  25.43		
 67.10   	 -25.43		 50.29   	  -5.09		
 67.00   	  -5.09		 50.27   	 -10.17		
 66.98(D)	  50.86		 50.23   	 -20.35		
 67.18   	 137.33		 50.15   	 -35.61		
 67.73   	 254.32		 50.01   	 -35.61		
 68.75   	 417.09		 49.87   	 -25.43		
 70.42   	 620.55		 49.77   	 -20.35		
 72.90   	1688.70		 49.68   	   0.00		
 79.65   	 885.04		 49.68   	  20.35		
 83.19   	 829.09		 49.77   	  45.78		
 86.51   	 788.40		 49.95   	  66.12		
 89.66   	 783.31		 50.21   	  96.64		
 92.80   	 768.05		 50.60   	 111.90		
 95.87   	 727.36		 51.05   	 127.16		
 98.78   	 661.24		 51.56   	 142.42		
101.42   	 605.29		 52.13   	 157.68		
103.84   	 579.86		 52.76   	 172.94		
106.16   	 564.60		 53.45   	 193.29		
108.42   	 549.34		 54.22   	 208.54		
110.62   	 513.73		 55.06   	 208.54		
112.68   	 478.13		 55.89   	 213.63		
114.59   	 442.52		 56.74   	 208.54		
116.36   	 401.83		 57.58   	 203.46		
117.96   	 340.79		 58.39   	 208.54		
119.33   	 264.50		 59.23   	 193.29		
120.39   	 183.11		 60.00   	 162.77		
121.12   	  91.56		 60.65   	 162.77		
121.48(S)	  -5.09		 61.30   	 162.77		
121.46   	 -81.38		 61.95   	 116.99		
121.14   	-152.59		 62.42   	  96.64		
120.53   	-193.29		 62.81   	 101.73		
119.76   	-218.72		 63.21   	  66.12		
118.88   	-228.89		 63.48   	  35.61		
117.96   	-233.98		 63.62   	  25.43		
117.03   	-218.72		 63.72(S)	   0.00		
116.15   	-198.37		 63.72   	 -30.52		
115.36   	-183.11		 63.60   	 -30.52		
114.63   	-162.77		 63.48   	 -30.52		
113.98   	-152.59		 63.36   	 -45.78		
113.37   	-142.42		 63.17   	 -66.12		
112.80   	-142.42		 62.91   	 -45.78		
112.23   	-147.51		 62.73   	 -35.61		
111.64   	-142.42		 62.58   	 -71.21		
111.07   	-152.59		 62.30   	 -76.30		
110.46   	-157.68		 61.99   	 -50.86		
109.83   	-152.59		 61.79   	 -55.95		
109.22   	-137.33		 61.57   	 -91.56		
108.67   	-137.33		 61.20   	 -91.56		
108.12   	-142.42		 60.83   	 -81.38		
107.55   	-142.42		 60.51   	 -91.56		
106.98   	-127.16		 60.14   	-188.20		
106.47   	-106.82		 59.39   	-289.93		
106.04   	-111.90		 58.23   	-213.63		
105.59   	-111.90		 57.38   	-178.03		
105.15   	-111.90		 56.66   	-325.53		
104.70   	-122.07		 55.36   	-381.48		
104.21   	-142.42		 53.83   	-350.97		
103.64   	-162.77		 52.43   	-381.48		
102.99   	-178.03		 50.91   	-518.82		
102.28   	-188.20		 48.83   	-610.37		
101.53   	-218.72		 46.39   	-600.20		
100.65   	-264.50		 43.99   	-600.20		
 99.59   	-284.84		 41.59   	-666.32		
 98.45   	-305.19		 38.92   	-712.10		
 97.23   	-310.27		 36.07   	-691.76		
 95.99   	-320.45		 33.31   	-676.50		
 94.71   	-305.19		 30.60   	-696.84		
 93.49   	-269.58		 27.81   	-696.84		
 92.41   	-213.63		 25.03   	-666.32		
 91.56   	-167.85		 22.36   	-640.89		
 90.88   	-116.99		 19.80   	-620.55		
 90.42   	 -71.21		 17.31   	-590.03		
 90.13   	 -40.69		 14.95   	-554.42		
 89.97   	 -25.43		 12.74   	-508.65		
 89.87   	 -20.35		 10.70   	-467.95		
 89.79   	 -15.26		  8.83   	-417.09		
 89.72   	 -25.43		  7.16   	-366.22		
 89.62   	 -40.69		  5.70   	-320.45		
 89.46   	 -55.95		  4.42   	-259.41		
 89.24   	 -86.47		  3.38   	-208.54		
 88.89   	 -91.56		  2.54   	-172.94		
 88.52   	 -91.56		  1.85   	-142.42		
 88.16   	 -86.47		  1.28   	-111.90		
 87.81   	 -81.38		  0.83   	 -86.47		
 87.49   	 -81.38		  0.49   	 -66.12		
 87.16   	 -71.21		  0.22   	 -66.12		
 86.88   	 -66.12		 -0.04   	 -61.04		
 86.61   	 -50.86		 -0.28   	 -40.69		
 86.41   	 -20.35		 -0.45   	 -40.69		
 86.33   	 -10.17		 -0.61   	 -50.86		
 86.29   	 -10.17		 -0.81   	 -35.61		
 86.25   	 -30.52		 -0.96(D)	   0.00		
 86.12   	 -15.26		 -0.96   	  35.61		
 86.06   	   5.09		 -0.81   	  55.95		
 86.08   	   0.00		 -0.59   	  81.38		
 86.08   	 -20.35		 -0.26   	 111.90		
 86.00   	 -30.52		  0.18   	 127.16		
 85.88   	 -30.52		  0.69   	 116.99		
 85.76   	 -25.43		  1.16   	  91.56		
 85.66   	 -25.43		  1.53   	  91.56		
 85.55   	 -40.69		  1.89   	  91.56		
 85.39   	 -40.69		  2.26   	  81.38		
 85.23   	 -45.78		  2.58   	  76.30		
 85.05   	 -40.69		  2.89   	  76.30		
 84.88   	 -40.69		  3.19   	  81.38		
 84.72   	 -35.61		  3.52   	  91.56		
 84.58   	 -50.86		  3.89   	  81.38		
 84.37   	 -55.95		  4.21   	  71.21		
 84.15   	 -40.69		  4.50   	  66.12		
 83.99   	 -20.35		  4.76   	  55.95		
 83.91   	 -25.43		  4.98   	  35.61		
 83.80   	 -40.69		  5.13   	  25.43		
 83.64   	 -61.04		  5.23   	  20.35		
 83.40   	 -55.95		  5.31   	  20.35		
 83.17   	 -45.78		  5.39   	  15.26		
 82.99   	 -45.78		  5.45   	  10.17		
 82.81   	 -66.12		  5.49   	  15.26		
 82.54   	 -76.30		  5.55   	  25.43		
 82.24   	 -76.30		  5.66   	  15.26		
 81.93   	 -61.04		  5.72   	  15.26		
 81.69   	 -66.12		  5.78   	  15.26		
 81.42   	 -71.21		  5.84   	  25.43		
 81.14   	 -50.86		  5.94   	  40.69		
 80.94   	 -45.78		  6.10   	  30.52		
 80.75   	 -45.78		  6.23   	  35.61		
 80.57   	 -55.95		  6.37   	  45.78		
 80.35   	 -61.04		  6.55   	  50.86		
 80.10   	 -50.86		  6.75   	  61.04		
 79.90   	 -40.69		  7.00   	  50.86		
 79.74   	 -40.69		  7.20   	  45.78		
 79.57   	 -50.86		  7.39   	  50.86		
 79.37   	 -66.12		  7.59   	  45.78		
 79.10   	 -76.30		  7.77   	  40.69		
 78.80   	 -61.04		  7.93   	  30.52		
 78.56   	 -61.04		  8.06   	  25.43		
 78.31   	 -61.04		  8.16   	  30.52		
 78.07   	 -61.04		  8.28   	  30.52		
 77.82   	 -66.12		  8.40   	  35.61		
 77.56   	-132.25		  8.55(E)	  61.04		
 77.03   	 -66.12		  8.79   	  30.52		
 76.76   	 -61.04		  8.91   	  30.52		
 76.52   	 -55.95		  9.03   	  15.26		
 76.30   	 -50.86		  9.09   	   5.09		
 76.09   	 -45.78		  9.11   	  10.17		
 75.91   	 -45.78		  9.16   	  20.35		
 75.73   	 -45.78		  9.24   	   0.00		
 75.54   	 -50.86		  9.24   	  -5.09		
 75.34   	 -45.78		  9.22   	  20.35		
 75.16   	 -40.69		  9.30   	  25.43		
 74.99   	 -35.61		  9.40   	  30.52		
 74.85   	 -35.61		  9.52   	  55.95		
 74.71   	 -45.78		  9.75   	  96.64		
 74.53   	 -50.86		 10.13   	 137.33		
 74.32   	 -45.78		 10.68   	 157.68		
 74.14   	 -40.69		 11.31   	 162.77		
 73.98   	 -45.78		 11.96   	 198.37		
 73.79   	 -45.78		 12.76   	 233.98		
 73.61   	 -45.78		 13.69   	 269.58		
 73.43   	 -35.61		 14.77   	 315.36		
 73.29   	 -35.61		 16.03   	 376.40		
 73.14   	 -40.69		 17.54   	 406.92		
 72.98   	 -50.86		 19.17   	 437.43		
 72.78   	 -45.78		 20.92   	 488.30		
 72.59   	 -76.30		 22.87   	1124.11		
 72.29   	 -45.78		 27.37   	 579.86		
 72.11   	 -45.78		 29.68   	 630.72		
 71.92   	 -30.52		 32.21   	 676.50		
 71.80   	 -30.52		 34.91   	 661.24		
 71.68   	 -40.69		 37.56   	 645.98		
 71.52   	 -61.04		 40.14   	 656.15		
 71.27   	 -66.12		 42.77   	 605.29		
 71.01   	 -66.12		 45.19   	 534.08		
 70.74   	 -55.95		 47.32   	 473.04		
 70.52   	 -50.86		 49.22   	 396.74		
 70.32   	 -50.86		 50.80   	 325.53		
 70.11   	 -55.95		 52.11   	 279.75		
 69.89   	 -66.12		 53.22   	 239.06		
 69.62   	 -50.86		 54.18   	 172.94		
 69.42   	 -35.61		 54.87   	 116.99		
 69.28   	 -25.43		 55.34   	  71.21		
 69.18   	  -5.09		 55.63   	  35.61		
 69.16(D)	  30.52		 55.77   	 -10.17		
 69.28   	 111.90		 55.73   	 -40.69		
 69.73   	 249.24		 55.56   	 -55.95		
 70.72   	 432.35		 55.34   	 -76.30		
 72.45   	 645.98		 55.04   	 -91.56		
 75.04   	 813.83		 54.67   	 -96.64		
 78.29   	 920.65		 54.28   	 -96.64		
 81.97   	1841.29		 53.90   	-178.03		
 89.34   	 859.61		 53.18   	 -61.04		
 92.78   	 829.09		 52.94   	 -40.69		
 96.09   	 808.75		 52.78   	 -20.35		
 99.33   	 778.23		 52.70   	   0.00		
102.44   	 732.45		 52.70   	  20.35		
105.37   	 661.24		 52.78   	  55.95		
108.02   	 615.46		 53.00   	  81.38		
110.48   	 595.11		 53.33   	 101.73		
112.86   	 569.68		 53.73   	 122.07		
115.14   	 554.42		 54.22   	 142.42		
117.35   	 503.56		 54.79   	 157.68		
119.37   	 447.61		 55.42   	 167.85		
121.16   	 391.66		 56.09   	 188.20		
122.73   	 340.79		 56.85   	 193.29		
124.09   	 269.58		 57.62   	 193.29		
125.17   	 183.11		 58.39   	 193.29		
125.90   	  71.21		 59.17   	 193.29		
126.18(S)	 -35.61		 59.94   	 183.11		
126.04   	-106.82		 60.67   	 172.94		
125.61   	-142.42		 61.36   	 147.51		
125.05   	-183.11		 61.95   	 122.07		
124.31   	-213.63		 62.44   	 101.73		
123.46   	-218.72		 62.85   	  91.56		
122.58   	-218.72		 63.21   	  66.12		
121.71   	-198.37		 63.48   	  45.78		
120.92   	-193.29		 63.66   	  35.61		
120.14   	-183.11		 63.80   	  15.26		
119.41   	-147.51		 63.87(S)	   0.00		
118.82   	-127.16		 63.87   	 -10.17		
118.31   	-132.25		 63.82   	 -20.35		
117.78   	-147.51		 63.74   	 -30.52		
117.19   	-147.51		 63.62   	 -35.61		
116.60   	-127.16		 63.48   	 -55.95		
116.09   	-122.07		 63.26   	 -50.86		
115.60   	-127.16		 63.05   	 -35.61		
115.10   	-147.51		 62.91   	 -55.95		
114.51   	-147.51		 62.69   	 -96.64		
113.92   	-132.25		 62.30   	-101.73		
113.39   	-106.82		 61.89   	-106.82		
112.96   	-101.73		 61.46   	-152.59		
112.55   	-111.90		 60.85   	-203.46		
112.11   	-116.99		 60.04   	-218.72		
111.64   	-101.73		 59.17   	-249.24		
111.23   	 -86.47		 58.17   	-295.01		
110.88   	 -81.38		 56.99   	-406.92		
110.56   	 -91.56		 55.36   	-498.47		
110.19   	-116.99		 53.37   	-452.69		
109.72   	-116.99		 51.56   	-493.39		
109.26   	-106.82		 49.58   	-671.41		
108.83   	-116.99		 46.90   	-747.71		
108.36   	-147.51		 43.91   	-717.19		
107.77   	-208.54		 41.04   	-717.19		
106.94   	-233.98		 38.17   	-773.14		
106.00   	-244.15		 35.08   	-808.75		
105.03   	-254.32		 31.84   	-778.23		
104.01   	-279.75		 28.73   	-742.62		
102.89   	-335.71		 25.76   	-737.54		
101.55   	-361.14		 22.81   	-712.10		
100.10   	-350.97		 19.96   	-666.32		
 98.70   	-315.36		 17.29   	-620.55		
 97.44   	-274.67		 14.81   	-579.86		
 96.34   	-244.15		 12.49   	-534.08		
 95.36   	-188.20		 10.36   	-473.04		
 94.61   	-127.16		  8.46   	-422.18		
 94.10   	 -71.21		  6.78   	-376.40		
 93.81   	 -55.95		  5.27   	-320.45		
 93.59   	 -45.78		  3.99   	-279.75		
 93.41   	 -45.78		  2.87   	-239.06		
 93.22   	 -50.86		  1.91   	-193.29		
 93.02   	 -40.69		  1.14   	-147.51		
 92.86   	 -50.86		  0.55   	-116.99		
 92.65   	 -71.21		  0.08   	-101.73		
 92.37   	 -96.64		 -0.33   	 -86.47		
 91.98   	-106.82		 -0.67   	 -81.38		
 91.56   	-111.90		 -1.00   	 -71.21		
 91.11   	-101.73		 -1.28   	 -61.04		
 90.70   	 -91.56		 -1.53   	 -40.69		
 90.34   	 -86.47		 -1.69   	 -10.17		
 89.99   	 -81.38		 -1.73(D)	  40.69		
 89.66   	 -66.12		 -1.57   	  76.30		
 89.40   	 -45.78		 -1.26   	  96.64		
 89.22   	 -25.43		 -0.87   	 127.16		
 89.11   	 -25.43		 -0.37   	 152.59		
 89.01   	 -30.52		  0.24   	 162.77		
 88.89   	 -30.52		  0.90   	 147.51		
 88.77   	 -20.35		  1.49   	 137.33		
 88.69   	 -10.17		  2.03   	 122.07		
 88.65   	 -15.26		  2.52   	 101.73		
 88.59   	 -35.61		  2.93   	  91.56		
 88.44   	 -35.61		  3.30   	  86.47		
 88.30   	 -30.52		  3.64   	  76.30		
 88.18   	 -40.69		  3.95   	  66.12		
 88.02   	 -40.69		  4.21   	  55.95		
 87.85   	 -40.69		  4.44   	  45.78		
 87.69   	 -45.78		  4.62   	  35.61		
 87.51   	 -45.78		  4.76   	  40.69		
 87.32   	 -40.69		  4.92   	  40.69		
 87.16   	 -40.69		  5.09   	  35.61		
 87.00   	 -50.86		  5.23   	  35.61		
 86.80   	 -61.04		  5.37   	  30.52		
 86.55   	 -55.95		  5.49   	  25.43		
 86.33   	 -40.69		  5.60   	  20.35		
 86.16   	 -35.61		  5.68   	  15.26		
 86.02   	 -45.78		  5.74   	  15.26		
 85.84   	 -66.12		  5.80   	  20.35		
 85.57   	 -66.12		  5.88   	  20.35		
 85.31   	 -50.86		  5.96   	  10.17		
 85.11   	 -45.78		  6.00   	  10.17		
 84.92   	 -61.04		  6.04   	  10.17		
 84.68   	 -61.04		  6.08   	   5.09		
 84.44   	 -61.04		  6.10   	  10.17		
 84.19   	 -61.04		  6.14   	   5.09		
 83.95   	 -66.12		  6.16   	   5.09		
 83.68   	 -66.12		  6.19   	  15.26		
 83.42   	 -61.04		  6.25   	  25.43		
 83.17   	 -66.12		  6.35   	  25.43		
 82.91   	 -66.12		  6.45   	  20.35		
 82.64   	 -66.12		  6.53   	  25.43		
 82.38   	 -66.12		  6.63   	  30.52		
 82.12   	 -55.95		  6.75   	  25.43		
 81.89   	 -55.95		  6.86   	  15.26		
 81.67   	 -71.21		  6.92   	  25.43		
 81.38   	 -76.30		  7.02   	  35.61		
 81.08   	 -66.12		  7.16   	  30.52		
 80.81   	 -50.86		  7.28   	  20.35		
 80.61   	 -40.69		  7.37   	  25.43		
 80.45   	 -61.04		  7.47   	  25.43		
 80.20   	 -71.21		  7.57   	  25.43		
 79.92   	 -71.21		  7.67   	  20.35		
 79.63   	 -61.04		  7.75   	  20.35		
 79.39   	 -55.95		  7.83   	  25.43		
 79.17   	 -45.78		  7.93   	  25.43		
 78.98   	-127.16		  8.04(E)	  55.95		
 78.47   	 -76.30		  8.26   	  35.61		
 78.17   	 -55.95		  8.40   	  30.52		
 77.94   	 -50.86		  8.52   	  30.52		
 77.74   	 -55.95		  8.65   	  15.26		
 77.52   	 -66.12		  8.71   	  20.35		
 77.25   	 -66.12		  8.79   	  15.26		
 76.99   	 -50.86		  8.85   	  10.17		
 76.79   	 -40.69		  8.89   	   5.09		
 76.62   	 -45.78		  8.91   	  10.17		
 76.44   	 -55.95		  8.95   	  20.35		
 76.22   	 -50.86		  9.03   	  25.43		
 76.01   	 -40.69		  9.14   	  35.61		
 75.85   	 -40.69		  9.28   	  61.04		
 75.69   	 -40.69		  9.52   	 122.07		
 75.52   	 -45.78		 10.01   	 157.68		
 75.34   	 -61.04		 10.64   	 162.77		
 75.10   	 -55.95		 11.29   	 188.20		
 74.87   	 -40.69		 12.04   	 244.15		
 74.71   	 -35.61		 13.02   	 269.58		
 74.57   	 -40.69		 14.10   	 320.45		
 74.40   	 -40.69		 15.38   	 376.40		
 74.24   	 -45.78		 16.89   	 422.18		
 74.06   	 -40.69		 18.58   	 467.95		
 73.90   	 -35.61		 20.45   	 523.90		
 73.75   	 -91.56		 22.54   	1185.14		
 73.39   	 -55.95		 27.28   	 661.24		
 73.16   	 -45.78		 29.93   	 696.84		
 72.98   	 -40.69		 32.72   	 635.81		
 72.82   	 -45.78		 35.26   	 544.25		
 72.63   	 -45.78		 37.44   	 549.34		
 72.45   	 -40.69		 39.63   	 579.86		
 72.29   	 -50.86		 41.95   	 528.99		
 72.09   	 -66.12		 44.07   	 447.61		
 71.82   	 -76.30		 45.86   	 401.83		
 71.52   	 -71.21		 47.47   	 366.22		
 71.23   	 -50.86		 48.93   	 320.45		
 71.03   	 -35.61		 50.21   	 259.41		
 70.88   	 -50.86		 51.25   	 203.46		
 70.68   	 -66.12		 52.06   	 162.77		
 70.42   	 -61.04		 52.72   	 127.16		
 70.17   	 -40.69		 53.22   	  81.38		
 70.01   	 -10.17		 53.55   	  40.69		
 69.97(D)	  25.43		 53.71   	  10.17		
 70.07   	  91.56		 53.75   	 -15.26		
 70.44   	 228.89		 53.69   	 -40.69		
 71.35   	 417.09		 53.53   	 -61.04		
 73.02   	 635.81		 53.29   	 -61.04		
 75.56   	 824.00		 53.04   	 -66.12		
 78.86   	 935.91		 52.78   	 -71.21		
 82.60   	1887.07		 52.49   	-122.07		
 90.15   	 874.87		 52.00   	 -35.61		
 93.65   	 844.35		 51.86   	 -20.35		
 97.03   	 829.09		 51.78   	  -5.09		
100.35   	 783.31		 51.76   	  15.26		
103.48   	 722.28		 51.82   	  30.52		
106.37   	 661.24		 51.94   	  61.04		
109.01   	 615.46		 52.19   	  86.47		
111.47   	 590.03		 52.53   	 106.82		
113.83   	 564.60		 52.96   	 122.07		
116.09   	 554.42		 53.45   	 142.42		
118.31   	 528.99		 54.02   	 162.77		
120.43   	 483.21		 54.67   	 167.85		
122.36   	 401.83		 55.34   	 172.94		
123.97   	 335.71		 56.03   	 183.11		
125.31   	 254.32		 56.76   	 188.20		
126.33   	 178.03		 57.52   	 183.11		
127.04   	  81.38		 58.25   	 162.77		
127.36(S)	 -15.26		 58.90   	 142.42		
127.30   	-101.73		 59.47   	 152.59		
126.90   	-172.94		 60.08   	 132.25		
126.20   	-203.46		 60.61   	 111.90		
125.39   	-213.63		 61.06   	 122.07		
124.54   	-218.72		 61.55   	 106.82		
123.66   	-223.80		 61.97   	  66.12		
122.77   	-218.72		 62.24   	  66.12		
121.89   	-193.29		 62.50   	  61.04		
121.12   	-147.51		 62.75   	  30.52		
120.53   	-116.99		 62.87   	  10.17		
120.06   	-122.07		 62.91   	  10.17		
119.57   	-137.33		 62.95   	  10.17		
119.02   	-137.33		 62.99(S)	 -25.43		
118.47   	-116.99		 62.89   	 -35.61		
118.01   	-106.82		 62.75   	 -45.78		
117.58   	-116.99		 62.56   	 -55.95		
