SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  AO     	  AO'		  RV     	  RV'		
 67.36   	 -76.30		 64.84   	  25.43		
 67.06   	 -81.38		 64.94   	  10.17		
 66.73   	-101.73		 64.98(S)	 -10.17		
 66.33   	-116.99		 64.94   	 -35.61		
 65.86   	-132.25		 64.80   	 -61.04		
 65.33   	-147.51		 64.56   	 -91.56		
 64.74   	-142.42		 64.19   	-106.82		
 64.17   	-137.33		 63.76   	-142.42		
 63.62   	-127.16		 63.19   	-183.11		
 63.11   	-122.07		 62.46   	-203.46		
 62.62   	-116.99		 61.65   	-223.80		
 62.16   	-137.33		 60.75   	-274.67		
 61.61   	-147.51		 59.65   	-320.45		
 61.02   	-147.51		 58.37   	-356.05		
 60.43   	-167.85		 56.95   	-386.57		
 59.76   	-203.46		 55.40   	-396.74		
 58.94   	-223.80		 53.81   	-406.92		
 58.05   	-249.24		 52.19   	-422.18		
 57.05   	-264.50		 50.50   	-437.43		
 55.99   	-249.24		 48.75   	-452.69		
 54.99   	-239.06		 46.94   	-452.69		
 54.04   	-193.29		 45.13   	-447.61		
 53.27   	-132.25		 43.34   	-447.61		
 52.74   	 -55.95		 41.55   	-442.52		
 52.51   	  -5.09		 39.78   	-422.18		
 52.49   	  25.43		 38.09   	-422.18		
 52.59   	  25.43		 36.40   	-417.09		
 52.70   	  -5.09		 34.73   	-412.00		
 52.68   	 -45.78		 33.08   	-396.74		
 52.49   	-106.82		 31.50   	-386.57		
 52.06   	-152.59		 29.95   	-371.31		
 51.45   	-172.94		 28.46   	-371.31		
 50.76   	-172.94		 26.98   	-356.05		
 50.07   	-152.59		 25.55   	-340.79		
 49.46   	-116.99		 24.19   	-325.53		
 48.99   	 -86.47		 22.89   	-305.19		
 48.65   	 -50.86		 21.67   	-289.93		
 48.44   	 -25.43		 20.51   	-284.84		
 48.34   	  -5.09		 19.37   	-259.41		
 48.32   	   0.00		 18.33   	-239.06		
 48.32   	 -20.35		 17.38   	-218.72		
 48.24   	 -35.61		 16.50   	-198.37		
 48.10   	 -45.78		 15.71   	-183.11		
 47.91   	 -61.04		 14.97   	-162.77		
 47.67   	 -71.21		 14.32   	-157.68		
 47.39   	 -66.12		 13.69   	-147.51		
 47.12   	 -55.95		 13.10   	-132.25		
 46.90   	 -40.69		 12.57   	-122.07		
 46.73   	 -35.61		 12.09   	-111.90		
 46.59   	 -30.52		 11.64   	 -96.64		
 46.47   	 -35.61		 11.25   	 -91.56		
 46.33   	 -30.52		 10.89   	 -86.47		
 46.21   	 -35.61		 10.54   	 -71.21		
 46.06   	 -45.78		 10.25   	 -66.12		
 45.88   	 -55.95		  9.99   	 -61.04		
 45.66   	 -61.04		  9.75   	 -50.86		
 45.41   	 -45.78		  9.54   	 -50.86		
 45.23   	 -45.78		  9.34   	 -45.78		
 45.05   	 -40.69		  9.16   	 -35.61		
 44.88   	 -35.61		  9.01   	 -25.43		
 44.74   	 -30.52		  8.91   	 -15.26		
 44.62   	 -35.61		  8.85   	 -10.17		
 44.48   	 -30.52		  8.81   	 -20.35		
 44.35   	 -30.52		  8.73   	 -20.35		
 44.23   	 -35.61		  8.65(D)	   0.00		
 44.09   	 -40.69		  8.65(E)	   5.09		
 43.93   	 -45.78		  8.67   	   5.09		
 43.74   	 -45.78		  8.69   	   5.09		
 43.56   	 -50.86		  8.71   	   5.09		
 43.36   	 -50.86		  8.73   	  10.17		
 43.15   	 -50.86		  8.77   	  15.26		
 42.95   	 -40.69		  8.83   	  25.43		
 42.79   	 -50.86		  8.93   	  25.43		
 42.58   	 -76.30		  9.03   	  35.61		
 42.28   	 -20.35		  9.18   	  25.43		
 42.20   	 -25.43		  9.28   	  35.61		
 42.10   	 -25.43		  9.42   	  30.52		
 41.99   	 -10.17		  9.54   	  20.35		
 41.95   	 -15.26		  9.62   	  15.26		
 41.89   	 -20.35		  9.68   	  15.26		
 41.81   	 -30.52		  9.75   	  20.35		
 41.69   	 -35.61		  9.83   	  25.43		
 41.55   	 -45.78		  9.93   	  35.61		
 41.36   	 -55.95		 10.07   	  25.43		
 41.14   	 -50.86		 10.17   	  40.69		
 40.94   	 -50.86		 10.34   	  35.61		
 40.73   	 -50.86		 10.48   	  35.61		
 40.53   	 -50.86		 10.62   	  25.43		
 40.33   	 -55.95		 10.72   	  10.17		
 40.10   	 -20.35		 10.76   	  25.43		
 40.02   	  55.95		 10.86   	 122.07		
 40.24   	  61.04		 11.35   	 233.98		
 40.49   	 -25.43		 12.29   	 244.15		
 40.39   	 -61.04		 13.27   	 172.94		
 40.14   	 -61.04		 13.96   	 116.99		
 39.90   	 -66.12		 14.43   	 147.51		
 39.63   	 -35.61		 15.02   	 239.06		
 39.49   	 -35.61		 15.97   	 320.45		
 39.35   	 -61.04		 17.25   	 620.55		
 39.10   	 -25.43		 19.74   	 264.50		
 39.00   	 -20.35		 20.79   	 284.84		
 38.92   	 -20.35		 21.93   	 320.45		
 38.84   	 -30.52		 23.21   	 345.88		
 38.72   	 -25.43		 24.60   	 345.88		
 38.62   	 -20.35		 25.98   	 320.45		
 38.53   	 -10.17		 27.26   	 315.36		
 38.49(D)	   0.00		 28.52   	 315.36		
 38.49   	  30.52		 29.79   	 320.45		
 38.62   	  81.38		 31.07   	 325.53		
 38.94   	 137.33		 32.37   	 305.19		
 39.49   	 208.54		 33.59   	 295.01		
 40.33   	 284.84		 34.77   	 289.93		
 41.46   	 356.05		 35.93   	 274.67		
 42.89   	 412.00		 37.03   	 269.58		
 44.54   	 462.87		 38.11   	 259.41		
 46.39   	 478.13		 39.15   	 259.41		
 48.30   	 447.61		 40.18   	 259.41		
 50.09   	 391.66		 41.22   	 244.15		
 51.66   	 340.79		 42.20   	 239.06		
 53.02   	 279.75		 43.15   	 244.15		
 54.14   	 223.80		 44.13   	 233.98		
 55.04   	 213.63		 45.07   	 218.72		
 55.89   	 239.06		 45.94   	 223.80		
 56.85   	 625.63		 46.84   	 467.95		
 59.35   	 396.74		 48.71   	 213.63		
 60.94   	 427.26		 49.56   	 208.54		
 62.64   	 422.18		 50.40   	 213.63		
 64.33   	 386.57		 51.25   	 218.72		
 65.88   	 325.53		 52.13   	 213.63		
 67.18   	 264.50		 52.98   	 203.46		
 68.24   	 203.46		 53.79   	 193.29		
 69.05   	 162.77		 54.57   	 198.37		
 69.70   	 142.42		 55.36   	 183.11		
 70.27   	 132.25		 56.09   	 178.03		
 70.80   	 116.99		 56.81   	 178.03		
 71.27   	 111.90		 57.52   	 162.77		
 71.72   	 111.90		 58.17   	 157.68		
 72.17   	  91.56		 58.80   	 162.77		
 72.53   	  81.38		 59.45   	 152.59		
 72.86   	  55.95		 60.06   	 142.42		
 73.08   	  15.26		 60.63   	 132.25		
 73.14(S)	 -20.35		 61.16   	 116.99		
 73.06   	 -55.95		 61.63   	 111.90		
 72.84   	 -81.38		 62.08   	 116.99		
 72.51   	-106.82		 62.54   	 111.90		
 72.09   	-111.90		 62.99   	 106.82		
 71.64   	-101.73		 63.42   	  76.30		
 71.23   	 -96.64		 63.72   	  71.21		
 70.84   	 -76.30		 64.01   	  61.04		
 70.54   	 -66.12		 64.25   	  66.12		
 70.27   	 -71.21		 64.52   	  66.12		
 69.99   	-101.73		 64.78   	  30.52		
 69.58   	-116.99		 64.90(S)	   0.00		
 69.11   	-127.16		 64.90   	  -5.09		
 68.61   	-132.25		 64.88   	  -5.09		
 68.08   	-132.25		 64.86   	 -20.35		
