SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
  6.41   	-80.26   	 50.15   	-747.71		 95.63   	-132.25		
 16.17   	-79.35   	 47.16   	-768.05		 95.10   	-137.33		
 25.63   	-77.82   	 44.09   	-778.23		 94.55   	-137.33		
 32.35   	-77.21   	 40.98   	-773.14		 94.00   	-132.25		
 34.48   	-77.82   	 37.88   	-762.97		 93.47   	-137.33		
 33.87   	-80.26   	 34.83   	-742.62		 92.92   	-132.25		
 33.26   	-83.01   	 31.86   	-707.02		 92.39   	-137.33		
 34.18   	-84.84   	 29.03   	-676.50		 91.84   	-137.33		
 36.93   	-85.14   	 26.33   	-630.72		 91.29   	-142.42		
 39.37   	-83.62   	 23.80   	-584.94		 90.72   	-142.42		
 40.89   	-80.57   	 21.46   	-539.16		 90.15   	-152.59		
 43.33   	-73.85   	 19.31   	-483.21		 89.54   	-162.77		
 48.52   	-61.65   	 17.38   	-442.52		 88.89   	-172.94		
 57.37   	-43.64   	 15.61   	-396.74		 88.20   	-178.03		
 66.83   	-21.67   	 14.02   	-356.05		 87.49   	-183.11		
 73.24   	  1.83   	 12.59   	-325.53		 86.75   	-193.29		
 75.68   	 25.33   	 11.29   	-289.93		 85.98   	-193.29		
 75.99   	 46.69   	 10.13   	-254.32		 85.21   	-198.37		
 77.82   	 64.09   	  9.11   	-228.89		 84.41   	-193.29		
 84.84   	 78.43   	  8.20   	-198.37		 83.64   	-193.29		
 98.57   	 93.38   	  7.41   	-178.03		 82.87   	-183.11		
117.19   	114.14   	  6.69   	-167.85		 82.14   	-172.94		
135.50   	140.08   	  6.02   	-142.42		 81.44   	-167.85		
146.18   	160.83   	  5.45   	-132.25		 80.77   	-152.59		
145.26   	161.74   	  4.92   	-106.82		 80.16   	-142.42		
131.84   	134.28   	  4.50   	 -91.56		 79.59   	-137.33		
108.64   	 83.01   	  4.13   	 -66.12		 79.04   	-127.16		
 80.26   	 23.19   	  3.87   	 -40.69		 78.53   	-122.07		
 47.91   	-31.13   	  3.70   	 -25.43		 78.05   	-116.99		
 12.51   	-73.24   	  3.60   	 -15.26		 77.58   	-111.90		
-21.67   	-105.29   	  3.54   	   0.00		 77.13   	-106.82		
-49.44   	-129.70   	  3.54   	   0.00		 76.70   	-111.90		
-66.83   	-147.71   	  3.54   	   0.00		 76.26   	-111.90		
-75.68   	-159.30   	  3.54   	 -10.17		 75.81   	-106.82		
-80.57   	-166.02   	  3.50   	 -20.35		 75.38   	-111.90		
-85.45   	-169.37   	  3.42   	 -35.61		 74.93   	-111.90		
-90.64   	-171.51   	  3.28   	 -45.78		 74.49   	-111.90		
-92.77   	-172.73   	  3.09   	 -50.86		 74.04   	-111.90		
-91.55   	-172.73   	  2.89   	 -61.04		 73.59   	-106.82		
-88.20   	-170.90   	  2.64   	 -61.04		 73.16   	-106.82		
-85.14   	-168.46   	  2.40   	 -61.04		 72.74   	-106.82		
-84.53   	-166.32   	  2.16   	 -66.12		 72.31   	-101.73		
-85.75   	-166.32   	  1.89   	 -50.86		 71.90   	-101.73		
-89.11   	-171.20   	  1.69   	 -35.61		 71.50   	 -96.64		
-95.21   	-177.61   	  1.55   	  -5.09		 71.11   	 -96.64		
-100.40   	-173.65   	  1.53(E)	  15.26		 70.72   	 -86.47		
-87.89   	-144.04   	  1.59   	  45.78		 70.38   	 -81.38		
-27.77   	-70.80   	  1.77   	  66.12		 70.05   	 -81.38		
112.61   	 58.29   	  2.03   	 101.73		 69.73   	 -76.30		
334.47   	240.17   	  2.44   	 137.33		 69.42   	 -71.21		
568.24   	451.36   	  2.99   	 172.94		 69.14   	 -71.21		
682.68   	652.77   	  3.68   	 203.46		 68.85   	 -66.12		
556.03   	801.09   	  4.50   	 274.67		 68.59   	 -66.12		
-358.28   	828.55(R)	  5.60   	 264.50		 68.32   	 -66.12		
-809.94   	695.80   	  6.65   	 228.89		 68.06   	 -66.12		
-1018.98   	473.63   	  7.57   	 183.11		 67.79   	 -61.04		
-956.73   	190.12   	  8.30   	 132.25		 67.55   	 -55.95		
-727.84   	-86.36   	  8.83   	  81.38		 67.32   	 -55.95		
-477.91   	-269.47   	  9.16   	  25.43		 67.10   	 -55.95		
-298.46   	-303.34   	  9.26   	 -20.35		 66.88   	 -55.95		
-198.97   	-208.13   	  9.18   	 -66.12		 66.65   	 -55.95		
-146.18   	-74.46   	  8.91   	 -96.64		 66.43   	 -55.95		
-111.08   	 -3.05   	  8.52   	-132.25		 66.21   	 -50.86		
-84.84   	-28.99   	  8.00   	-132.25		 66.00   	 -50.86		
-69.58   	-110.17   	  7.47   	 -50.86		 65.80   	 -50.86		
-64.39   	-177.31   	  7.26   	  86.47		 65.59   	 -50.86		
-61.04   	-193.48   	  7.61   	 178.03		 65.39   	 -45.78		
-52.80   	-170.90   	  8.32   	 254.32		 65.21   	 -45.78		
-39.67   	-145.57   	  9.34   	 376.40		 65.03   	 -45.78		
-26.86   	-139.47   	 10.84   	 508.65		 64.84   	 -40.69		
-18.62   	-149.84   	 12.88   	 610.37		 64.68   	 -45.78		
-17.70   	-161.44   	 15.32   	 681.58		 64.50   	 -40.69		
-20.45   	-164.18   	 18.05   	 737.54		 64.33   	 -45.78		
-22.28   	-158.69   	 21.00   	 793.49		 64.15   	 -40.69		
-20.45   	-150.45   	 24.17   	 849.44		 63.99   	 -40.69		
-15.56   	-143.74   	 27.57   	 885.04		 63.82   	 -40.69		
 -9.77   	-139.47   	 31.11   	 905.39		 63.66   	 -40.69		
 -4.58   	-136.41   	 34.73   	1007.12		 63.50   	 -45.78		
  4.27   	-128.78   	 38.76   	 956.25		 63.32   	 -40.69		
  7.93   	-125.73   	 42.58   	 885.04		 63.15   	 -35.61		
 10.38   	-124.21   	 46.12   	 798.57		 63.01   	 -35.61		
 11.90   	-124.82   	 49.32   	 696.84		 62.87   	 -35.61		
 14.04   	-125.12   	 52.11   	 600.20		 62.73   	 -30.52		
 17.40   	-123.90   	 54.51   	 503.56		 62.60   	 -30.52		
 20.75   	-121.15   	 56.52   	 406.92		 62.48   	 -30.52		
 24.11   	-117.49   	 58.15   	 325.53		 62.36   	 -25.43		
 28.08   	-112.61   	 59.45   	 249.24		 62.26   	 -30.52		
 33.87   	-106.81   	 60.45   	 188.20		 62.14   	 -30.52		
 42.11   	-100.40   	 61.20   	 137.33		 62.01   	 -30.52		
 52.49   	-93.99   	 61.75   	 106.82		 61.89   	 -30.52		
 63.48   	-88.20   	 62.18   	  91.56		 61.77   	 -35.61		
 72.94   	-83.31   	 62.54   	  81.38		 61.63   	 -35.61		
 80.87   	-78.13   	 62.87   	  86.47		 61.49   	 -35.61		
 87.89   	-71.72   	 63.21   	 101.73		 61.34   	 -45.78		
 94.30   	-63.48   	 63.62   	 106.82		 61.16   	 -45.78		
 99.79   	-53.71   	 64.05   	 132.25		 60.98   	 -45.78		
103.45   	-43.64   	 64.58   	 137.33		 60.79   	 -50.86		
103.76   	-35.40   	 65.13   	 157.68		 60.59   	 -40.69		
100.10   	-29.91   	 65.76   	 167.85		 60.43   	 -40.69		
 93.69   	-26.86   	 66.43   	 172.94		 60.26   	 -15.26		
 87.59   	-25.33   	 67.12   	 162.77		 60.20(D)	  15.26		
 83.62   	-22.58   	 67.77   	 162.77		 60.26   	  76.30		
 82.70   	-18.01   	 68.42   	 178.03		 60.57   	 345.88		
 81.48   	 -3.97   	 69.14   	 172.94		 61.95   	 483.21		
 76.29   	  3.66   	 69.83   	 167.85		 63.89   	 574.77		
 67.14   	 11.60   	 70.50   	 157.68		 66.18   	 620.55		
 55.54   	 20.45   	 71.13   	 147.51		 68.67   	 620.55		
 44.25   	 31.13   	 71.72   	 142.42		 71.15   	 595.11		
 33.87   	 41.81   	 72.29   	 132.25		 73.53   	 564.60		
 24.11   	 50.35   	 72.82   	 132.25		 75.79   	 549.34		
 13.73   	 54.02   	 73.35   	 122.07		 77.99   	 513.73		
  0.61   	 50.66   	 73.83   	 122.07		 80.04   	 467.95		
-14.65   	 39.37   	 74.32   	 116.99		 81.91   	 417.09		
-30.52   	 21.36   	 74.79   	 111.90		 83.58   	 366.22		
-43.95   	 -0.31   	 75.24   	 111.90		 85.05   	 325.53		
-53.41   	-21.67   	 75.69   	 111.90		 86.35   	 300.10		
-58.59   	-40.28   	 76.13   	 101.73		 87.55   	 279.75		
-61.65   	-56.46   	 76.54   	  96.64		 88.67   	 264.50		
-66.53   	-72.94   	 76.93   	  91.56		 89.72   	 244.15		
-75.38   	-91.25   	 77.29   	  76.30		 90.70   	 233.98		
-86.98   	-110.17   	 77.60   	  66.12		 91.64   	 223.80		
-97.05   	-125.43   	 77.86   	  40.69		 92.53   	 213.63		
-100.71   	-133.67   	 78.03   	  20.35		 93.39   	 203.46		
-97.96   	-134.89   	 78.11(S)	   0.00		 94.20   	 193.29		
-91.86   	-132.14   	 78.11   	 -30.52		 94.97   	 183.11		
-88.81   	-131.53   	 77.99   	 -61.04		 95.71   	 157.68		
-91.55   	-137.02   	 77.74   	 -96.64		 96.34   	 137.33		
-98.27   	-148.93   	 77.35   	-208.54		 96.89   	 101.73		
-106.51   	-180.05   	 76.52   	-274.67		 97.29   	  76.30		
-102.84   	-191.65   	 75.42   	-315.36		 97.60   	  50.86		
-95.52   	-197.14   	 74.16   	-361.14		 97.80   	  20.35		
-86.98   	-195.01   	 72.72   	-412.00		 97.88(S)	  -5.09		
-78.74   	-186.46   	 71.07   	-437.43		 97.86   	 -30.52		
-70.80   	-173.65   	 69.32   	-457.78		 97.74   	 -50.86		
-64.09   	-160.22   	 67.49   	-498.47		 97.54   	 -66.12		
-58.59   	-148.32   	 65.49   	-549.34		 97.27   	 -81.38		
-53.41   	-138.55   	 63.30   	-595.11		 96.95   	 -96.64		
-48.22   	-129.70   	 60.92   	-630.72		 96.56   	-111.90		
-42.11   	-121.46   	 58.39   	-661.24		 96.11   	-116.99		
-37.54   	-115.05   	 55.75   	-696.84		 95.65   	-127.16		
-35.10   	-111.69   	 52.96   	-727.36		 95.14   	-132.25		
-35.10   	-111.39   	 50.05   	-757.88		 94.61   	-132.25		
-35.10   	-112.30   	 47.02   	-768.05		 94.08   	-132.25		
-32.35   	-112.30   	 43.95   	-773.14		 93.55   	-137.33		
-26.25   	-111.08   	 40.85   	-773.14		 93.00   	-132.25		
-18.62   	-108.95   	 37.76   	-757.88		 92.47   	-137.33		
-12.21   	-107.42   	 34.73   	-732.45		 91.92   	-132.25		
 -7.32   	-107.42   	 31.80   	-707.02		 91.39   	-137.33		
 -4.27   	-108.03   	 28.97   	-661.24		 90.84   	-137.33		
 -2.44   	-108.34   	 26.33   	-625.63		 90.29   	-142.42		
 -1.83   	-107.73   	 23.82   	-574.77		 89.72   	-142.42		
 -2.75   	-106.20   	 21.53   	-523.90		 89.16   	-152.59		
 -4.27   	-102.84   	 19.43   	-478.13		 88.54   	-157.68		
 -3.97   	-97.66   	 17.52   	-432.35		 87.91   	-167.85		
  0.92   	-89.42   	 15.79   	-391.66		 87.24   	-172.94		
 11.29   	-77.51   	 14.22   	-356.05		 86.55   	-183.11		
 25.33   	-60.42   	 12.80   	-325.53		 85.82   	-188.20		
 39.06   	-36.93   	 11.50   	-289.93		 85.07   	-188.20		
 50.05   	 -7.93   	 10.34   	-259.41		 84.31   	-188.20		
 56.15   	 21.67   	  9.30   	-228.89		 83.56   	-188.20		
 59.20   	 46.08   	  8.38   	-208.54		 82.81   	-188.20		
 64.09   	 62.56   	  7.55   	-188.20		 82.05   	-178.03		
 74.16   	 73.85   	  6.80   	-172.94		 81.34   	-167.85		
 90.33   	 86.98   	  6.10   	-157.68		 80.67   	-162.77		
107.42   	104.98   	  5.47   	-137.33		 80.02   	-152.59		
117.80   	122.07   	  4.92   	-116.99		 79.41   	-142.42		
116.88   	125.43   	  4.46   	 -91.56		 78.84   	-127.16		
105.90   	105.90   	  4.09   	 -61.04		 78.33   	-127.16		
 89.11   	 63.78   	  3.85   	 -40.69		 77.82   	-116.99		
 71.72   	  9.77   	  3.68   	 -15.26		 77.35   	-116.99		
 53.71   	-42.42   	  3.62   	  -5.09		 76.89   	-111.90		
 33.26   	-85.14   	  3.60   	   0.00		 76.44   	-106.82		
 10.99   	-117.80   	  3.60   	   0.00		 76.01   	-106.82		
 -9.77   	-141.91   	  3.60   	  -5.09		 75.58   	-106.82		
-24.11   	-158.39   	  3.58   	 -15.26		 75.16   	-106.82		
-30.82   	-168.46   	  3.52   	 -25.43		 74.73   	-111.90		
-34.18   	-174.56   	  3.42   	 -35.61		 74.28   	-106.82		
-38.76   	-178.83   	  3.28   	 -40.69		 73.86   	-111.90		
-45.47   	-184.63   	  3.11   	 -40.69		 73.41   	-106.82		
-52.49   	-191.96   	  2.95   	 -40.69		 72.98   	-106.82		
-57.07   	-198.97   	  2.79   	 -35.61		 72.55   	-101.73		
-59.51   	-204.16   	  2.64   	 -35.61		 72.15   	-106.82		
-62.26   	-206.91   	  2.50   	 -25.43		 71.72   	-106.82		
-66.83   	-208.44   	  2.40   	 -25.43		 71.29   	-101.73		
-71.41   	-210.57   	  2.30   	 -20.35		 70.88   	-101.73		
-73.85   	-216.37   	  2.22   	 -20.35		 70.48   	-101.73		
-74.46   	-223.69   	  2.14   	 -15.26		 70.07   	 -86.47		
-72.33   	-222.78   	  2.08(D)	  10.17		 69.73   	 -86.47		
-57.68   	-200.20   	  2.12(E)	  35.61		 69.38   	 -81.38		
 -4.88   	-140.69   	  2.26   	  55.95		 69.05   	 -81.38		
118.41   	-30.21   	  2.48   	  81.38		 68.73   	 -81.38		
326.54   	133.36   	  2.81   	 111.90		 68.40   	 -71.21		
574.95   	334.47   	  3.26   	 142.42		 68.12   	 -66.12		
745.24   	539.55   	  3.83   	 167.85		 67.85   	 -66.12		
700.99   	704.65   	  4.50   	 233.98		 67.59   	 -66.12		
-122.99   	781.56(R)	  5.43   	 228.89		 67.32   	 -66.12		
-620.73   	671.39   	  6.35   	 213.63		 67.06   	 -61.04		
-910.64   	469.36   	  7.20   	 178.03		 66.82   	 -61.04		
-918.27   	195.92   	  7.91   	 142.42		 66.57   	 -61.04		
-718.38   	-92.16   	  8.48   	  91.56		 66.33   	 -61.04		
-458.37   	-310.06   	  8.85   	  40.69		 66.08   	 -50.86		
-252.69   	-389.10   	  9.01   	   0.00		 65.88   	 -55.95		
-131.84   	-323.79   	  9.01   	 -35.61		 65.66   	 -45.78		
-68.05   	-188.60   	  8.87   	 -76.30		 65.47   	 -50.86		
-26.55   	-89.11   	  8.57   	-101.73		 65.27   	 -45.78		
  6.10   	-84.53   	  8.16   	-111.90		 65.09   	 -50.86		
 27.47   	-152.89   	  7.71   	 -66.12		 64.88   	 -50.86		
 35.40   	-226.14   	  7.45   	  50.86		 64.68   	 -45.78		
 34.79   	-253.91   	  7.65   	 157.68		 64.50   	 -45.78		
 33.26   	-234.99   	  8.28   	 228.89		 64.31   	 -45.78		
 37.54   	-201.42   	  9.20   	 340.79		 64.13   	 -45.78		
 48.22   	-182.50   	 10.56   	 462.87		 63.95   	 -50.86		
 63.17   	-182.19   	 12.41   	 564.60		 63.74   	 -45.78		
 77.21   	-188.90   	 14.67   	 656.15		 63.56   	 -45.78		
 86.06   	-190.43   	 17.29   	 707.02		 63.38   	 -45.78		
 90.03   	-184.63   	 20.12   	 752.79		 63.19   	 -45.78		
 92.77   	-176.09   	 23.13   	 813.83		 63.01   	 -45.78		
 97.66   	-168.46   	 26.39   	 859.61		 62.83   	 -40.69		
104.37   	-164.18   	 29.83   	 879.96		 62.67   	 -35.61		
109.56   	-162.96   	 33.35   	1002.03		 62.52   	 -45.78		
115.36   	-160.83   	 37.35   	 956.25		 62.34   	 -40.69		
119.32   	-155.64   	 41.18   	 900.30		 62.18   	 -40.69		
125.12   	-147.40   	 44.78   	 818.92		 62.01   	 -35.61		
132.14   	-137.02   	 48.06   	 727.36		 61.87   	 -30.52		
138.85   	-125.43   	 50.97   	 640.89		 61.75   	 -30.52		
145.26   	-113.83   	 53.53   	 544.25		 61.63   	 -30.52		
151.06   	-103.15   	 55.71   	 447.61		 61.51   	 -30.52		
156.25   	-94.60   	 57.50   	 361.14		 61.38   	 -25.43		
160.22   	-88.20   	 58.94   	 279.75		 61.28   	 -25.43		
163.57   	-82.70   	 60.06   	 218.72		 61.18   	 -25.43		
168.15   	-77.51   	 60.94   	 157.68		 61.08   	 -30.52		
175.78   	-71.41   	 61.57   	 122.07		 60.96   	 -30.52		
186.16   	-64.39   	 62.05   	  96.64		 60.83   	 -30.52		
195.92   	-58.29   	 62.44   	  86.47		 60.71   	 -35.61		
201.42   	-53.71   	 62.79   	  86.47		 60.57   	 -40.69		
199.58   	-51.57   	 63.13   	  91.56		 60.41   	 -40.69		
189.82   	-50.96   	 63.50   	 101.73		 60.24   	 -45.78		
174.56   	-50.35   	 63.91   	 111.90		 60.06   	 -50.86		
158.08   	-47.30   	 64.35   	 122.07		 59.86   	 -50.86		
142.82   	-41.50   	 64.84   	 137.33		 59.65   	 -45.78		
129.09   	-33.87   	 65.39   	 147.51		 59.47   	 -40.69		
115.97   	-25.63   	 65.98   	 152.59		 59.31   	 -30.52		
103.15   	-17.70   	 66.59   	 162.77		 59.19   	  -5.09		
 91.86   	-10.38   	 67.24   	 152.59		 59.17(D)	  45.78		
 83.92   	 -3.05   	 67.85   	 172.94		 59.35   	 264.50		
 77.82   	 14.34   	 68.55   	 162.77		 60.41   	 406.92		
 74.46   	 23.80   	 69.20   	 162.77		 62.03   	 528.99		
 68.66   	 35.10   	 69.85   	 157.68		 64.15   	 600.20		
 60.73   	 49.74   	 70.48   	 157.68		 66.55   	 620.55		
 50.96   	 66.53   	 71.11   	 152.59		 69.03   	 600.20		
 40.59   	 82.70   	 71.72   	 147.51		 71.43   	 579.86		
 29.91   	 93.08   	 72.31   	 142.42		 73.75   	 549.34		
 17.70   	 94.60   	 72.88   	 132.25		 75.95   	 523.90		
  3.66   	 86.98   	 73.41   	 132.25		 78.05   	 483.21		
-11.90   	 73.55   	 73.94   	 122.07		 79.98   	 437.43		
-27.77   	 56.76   	 74.42   	 122.07		 81.73   	 381.48		
-41.81   	 38.76   	 74.91   	 116.99		 83.26   	 340.79		
-51.27   	 18.92   	 75.38   	 116.99		 84.62   	 300.10		
-56.15   	 -2.44   	 75.85   	 106.82		 85.82   	 284.84		
-58.90   	-25.02   	 76.28   	 101.73		 86.96   	 264.50		
-62.26   	-48.52   	 76.68   	  86.47		 88.02   	 249.24		
-67.14   	-71.41   	 77.03   	  81.38		 89.01   	 239.06		
-72.02   	-92.77   	 77.35   	  66.12		 89.97   	 223.80		
-75.38   	-111.69   	 77.62   	  45.78		 90.86   	 213.63		
-76.29   	-127.87   	 77.80   	  30.52		 91.72   	 208.54		
-75.68   	-142.52   	 77.92(S)	   0.00		 92.55   	 198.37		
-75.38   	-156.25   	 77.92   	 -15.26		 93.35   	 188.20		
-77.21   	-170.90   	 77.86   	 -50.86		 94.10   	 167.85		
-81.48   	-186.16   	 77.66   	 -76.30		 94.77   	 152.59		
-87.59   	-201.11   	 77.35   	-178.03		 95.38   	 122.07		
-98.88   	-227.97   	 76.64   	-228.89		 95.87   	  96.64		
-102.84   	-240.17   	 75.73   	-289.93		 96.26   	  66.12		
-107.42   	-252.08   	 74.57   	-325.53		 96.52   	  40.69		
-113.53   	-263.67   	 73.27   	-371.31		 96.68   	  20.35		
-120.54   	-272.52   	 71.78   	-417.09		 96.76(S)	 -10.17		
-124.82   	-275.57   	 70.11   	-432.35		 96.72   	 -30.52		
-122.68   	-271.30   	 68.38   	-462.87		 96.60   	 -50.86		
-112.92   	-259.70   	 66.53   	-508.65		 96.40   	 -71.21		
-98.27   	-242.31   	 64.50   	-564.60		 96.11   	 -81.38		
-83.62   	-222.17   	 62.24   	-605.29		 95.79   	 -96.64		
-72.33   	-200.50   	 59.82   	-645.98		 95.40   	-111.90		
-65.61   	-179.44   	 57.23   	-671.41		 94.95   	-111.90		
-60.73   	-159.91   	 54.55   	-712.10		 94.51   	-127.16		
-56.46   	-144.35   	 51.70   	-742.62		 94.00   	-122.07		
-50.96   	-134.28   	 48.73   	-762.97		 93.51   	-132.25		
-43.95   	-129.70   	 45.68   	-778.23		 92.98   	-127.16		
-36.32   	-129.39   	 42.56   	-778.23		 92.47   	-127.16		
-30.52   	-129.70   	 39.45   	-773.14		 91.96   	-127.16		
-28.38   	-128.48   	 36.36   	-762.97		 91.45   	-132.25		
-30.82   	-125.43   	 33.31   	-732.45		 90.93   	-132.25		
-36.01   	-120.85   	 30.38   	-701.93		 90.40   	-137.33		
-40.89   	-116.58   	 27.57   	-656.15		 89.85   	-142.42		
-43.95   	-114.44   	 24.94   	-605.29		 89.28   	-142.42		
-45.47   	-115.36   	 22.52   	-559.51		 88.71   	-152.59		
-47.00   	-119.93   	 20.28   	-503.56		 88.10   	-157.68		
-49.74   	-126.65   	 18.27   	-452.69		 87.47   	-167.85		
-51.57   	-132.45   	 16.46   	-401.83		 86.80   	-172.94		
-49.13   	-133.67   	 14.85   	-361.14		 86.10   	-178.03		
-41.20   	-129.09   	 13.41   	-320.45		 85.39   	-178.03		
-28.69   	-119.63   	 12.13   	-284.84		 84.68   	-188.20		
-15.26   	-106.51   	 10.99   	-254.32		 83.93   	-183.11		
 -3.97   	-90.03   	  9.97   	-228.89		 83.19   	-188.20		
  4.27   	-68.05   	  9.05   	-208.54		 82.44   	-183.11		
 11.60   	-40.89   	  8.22   	-198.37		 81.71   	-172.94		
 20.45   	-12.51   	  7.43   	-183.11		 81.02   	-172.94		
 32.04   	 10.07   	  6.69   	-172.94		 80.33   	-162.77		
 46.08   	 24.11   	  6.00   	-157.68		 79.67   	-152.59		
 60.12   	 33.87   	  5.37   	-137.33		 79.06   	-142.42		
 72.94   	 46.69   	  4.82   	-111.90		 78.49   	-132.25		
 81.48   	 64.09   	  4.37   	 -76.30		 77.97   	-127.16		
 83.62   	 77.21   	  4.07   	 -55.95		 77.46   	-122.07		
 77.51   	 73.24   	  3.85   	 -35.61		 76.97   	-111.90		
 63.17   	 46.08   	  3.70   	 -10.17		 76.52   	-111.90		
 42.72   	  1.53   	  3.66   	   0.00		 76.07   	-106.82		
 19.84   	-46.08   	  3.66   	   5.09		 75.65   	-106.82		
 -3.36   	-84.84   	  3.68   	   0.00		 75.22   	-106.82		
-25.33   	-112.30   	  3.68   	 -10.17		 74.79   	-106.82		
-44.86   	-131.53   	  3.64   	 -15.26		 74.36   	-106.82		
-61.04   	-144.96   	  3.58   	 -30.52		 73.94   	-106.82		
-73.24   	-151.98   	  3.46   	 -40.69		 73.51   	-106.82		
-82.70   	-153.20   	  3.30   	 -45.78		 73.08   	-106.82		
-90.03   	-150.15   	  3.11   	 -45.78		 72.65   	-106.82		
-95.83   	-146.18   	  2.93   	 -35.61		 72.23   	-106.82		
-99.18   	-143.74   	  2.79   	 -25.43		 71.80   	-111.90		
-99.79   	-140.99   	  2.69   	 -15.26		 71.35   	-101.73		
-96.74   	-135.80   	  2.62   	  -5.09		 70.95   	-101.73		
-91.86   	-126.34   	  2.60(D)	   5.09		 70.54   	 -96.64		
-87.28   	-115.36   	  2.62   	  15.26		 70.15   	 -96.64		
-83.62   	-105.59   	  2.69   	  15.26		 69.77   	 -96.64		
-80.57   	-99.79   	  2.75   	  25.43		 69.38   	 -86.47		
-78.13   	-98.88   	  2.85   	  35.61		 69.03   	 -86.47		
-75.38   	-97.35   	  2.99   	  35.61		 68.69   	 -81.38		
-67.44   	-83.62   	  3.13   	  40.69		 68.36   	 -76.30		
-36.62   	-44.56   	  3.30   	  50.86		 68.06   	 -76.30		
 47.30   	 34.79   	  3.50   	  66.12		 67.75   	 -71.21		
213.01   	167.24   	  3.76   	  81.38		 67.47   	 -71.21		
453.49   	350.65   	  4.09   	  96.64		 67.18   	 -61.04		
688.17   	562.44   	  4.48   	 116.99		 66.94   	 -66.12		
779.72   	761.72   	  4.94   	 178.03		 66.67   	 -66.12		
198.97   	952.15(R)	  5.66(E)	 193.29		 66.41   	 -61.04		
-328.37   	899.66   	  6.43   	 193.29		 66.16   	 -61.04		
-749.51   	751.04   	  7.20   	 172.94		 65.92   	 -55.95		
-912.48   	519.10   	  7.89   	 147.51		 65.70   	 -55.95		
-812.99   	237.12   	  8.48   	 101.73		 65.47   	 -55.95		
-572.51   	-22.58   	  8.89   	  55.95		 65.25   	 -55.95		
-334.17   	-177.00   	  9.11   	  10.17		 65.03   	 -50.86		
-175.17   	-180.97   	  9.16   	 -25.43		 64.82   	 -55.95		
-91.55   	-67.44   	  9.05   	 -71.21		 64.60   	 -50.86		
-44.56   	 66.22   	  8.77   	-101.73		 64.39   	 -50.86		
 -5.80   	126.34   	  8.36   	-116.99		 64.19   	 -55.95		
 27.47   	 91.86   	  7.89   	 -91.56		 63.97   	 -50.86		
 49.13   	 14.65   	  7.53   	  15.26		 63.76   	 -50.86		
 56.76   	-38.15   	  7.59   	 137.33		 63.56   	 -50.86		
 57.07   	-39.06   	  8.14   	 208.54		 63.36   	 -45.78		
 55.85   	 -7.93   	  8.97   	 269.58		 63.17   	 -45.78		
 56.46   	 19.84   	 10.05   	 356.05		 62.99   	 -45.78		
 58.90   	 26.25   	 11.48   	 447.61		 62.81   	 -50.86		
 62.56   	 17.09   	 13.27   	 584.94		 62.60   	 -40.69		
 65.92   	  7.02   	 15.61   	 686.67		 62.44   	 -40.69		
 68.36   	  3.97   	 18.35   	 732.45		 62.28   	 -40.69		
 70.80   	  6.71   	 21.28   	 783.31		 62.12   	 -40.69		
 74.77   	 10.68   	 24.41   	 839.26		 61.95   	 -40.69		
 79.35   	 13.12   	 27.77   	 879.96		 61.79   	 -35.61		
 82.70   	 12.82   	 31.29   	1017.29		 61.65   	 -40.69		
 80.87   	  8.24   	 35.36   	 991.86		 61.49   	 -40.69		
 78.74   	  8.54   	 39.33   	 935.91		 61.32   	 -35.61		
 78.43   	 11.60   	 43.07   	 869.78		 61.18   	 -40.69		
 80.26   	 15.56   	 46.55   	 783.31		 61.02   	 -30.52		
 83.31   	 18.62   	 49.68   	 691.76		 60.89   	 -30.52		
 86.67   	 20.14   	 52.45   	 590.03		 60.77   	 -30.52		
 89.72   	 21.06   	 54.81   	 493.39		 60.65   	 -25.43		
 92.77   	 22.58   	 56.79   	 391.66		 60.55   	 -30.52		
 97.05   	 25.33   	 58.35   	 305.19		 60.43   	 -30.52		
101.93   	 27.77   	 59.57   	 228.89		 60.30   	 -30.52		
107.12   	 29.30   	 60.49   	 172.94		 60.18   	 -25.43		
112.30   	 29.60   	 61.18   	 122.07		 60.08   	 -30.52		
116.88   	 29.91   	 61.67   	 101.73		 59.96   	 -35.61		
121.77   	 30.82   	 62.08   	  81.38		 59.82   	 -30.52		
127.56   	 32.35   	 62.40   	  71.21		 59.69   	 -35.61		
133.67   	 34.48   	 62.69   	  81.38		 59.55   	 -40.69		
138.55   	 37.54   	 63.01   	  86.47		 59.39   	 -40.69		
141.91   	 43.33   	 63.36   	 101.73		 59.23   	 -45.78		
144.04   	 51.88   	 63.76   	 116.99		 59.04   	 -45.78		
146.18   	 62.87   	 64.23   	 132.25		 58.86   	 -50.86		
149.84   	 74.16   	 64.76   	 152.59		 58.66   	 -45.78		
154.11   	 84.23   	 65.37   	 157.68		 58.47   	 -35.61		
156.86   	 92.77   	 66.00   	 167.85		 58.33   	 -20.35		
156.86   	101.01   	 66.67   	 162.77		 58.25(D)	  10.17		
155.03   	110.17   	 67.32   	 178.03		 58.29   	 172.94		
