SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
106.20   	 86.67   	  5.21   	-132.25		 82.62   	-152.59		
 84.23   	 37.54   	  4.68   	-116.99		 82.01   	-142.42		
 61.34   	  2.14   	  4.21   	 -86.47		 81.44   	-137.33		
 39.37   	-21.36   	  3.87   	 -66.12		 80.89   	-132.25		
 20.75   	-37.54   	  3.60   	 -30.52		 80.37   	-122.07		
  6.71   	-49.74   	  3.48   	 -10.17		 79.88   	-116.99		
 -3.97   	-59.51   	  3.44   	   5.09		 79.41   	-122.07		
-13.43   	-68.05   	  3.46   	  15.26		 78.92   	-111.90		
-23.50   	-75.68   	  3.52   	  15.26		 78.47   	-116.99		
-32.35   	-81.48   	  3.58   	   0.00		 78.01   	-111.90		
-36.62   	-84.53   	  3.58   	 -25.43		 77.56   	-111.90		
-36.01   	-84.84   	  3.48   	 -61.04		 77.11   	-116.99		
-33.26   	-83.31   	  3.23   	 -81.38		 76.64   	-111.90		
-31.43   	-83.01   	  2.91   	-106.82		 76.20   	-111.90		
-32.35   	-85.45   	  2.48   	-111.90		 75.75   	-111.90		
-35.40   	-91.25   	  2.03   	-111.90		 75.30   	-111.90		
-38.76   	-101.62   	  1.59   	-106.82		 74.85   	-106.82		
-43.03   	-113.53   	  1.16   	 -81.38		 74.42   	-106.82		
-45.47   	-116.27   	  0.83   	 -40.69		 74.00   	-101.73		
-33.57   	-94.91   	  0.67   	  -5.09		 73.59   	 -96.64		
 21.36   	-30.21   	  0.65(D)	  45.78		 73.20   	 -96.64		
151.67   	 94.30   	  0.83   	  91.56		 72.82   	 -91.56		
364.69   	279.24   	  1.20   	 132.25		 72.45   	 -81.38		
603.03   	502.93   	  1.73   	 178.03		 72.13   	 -81.38		
739.75   	723.27   	  2.44   	 223.80		 71.80   	 -71.21		
648.19   	890.50   	  3.34   	 305.19		 71.52   	 -76.30		
-221.25   	926.51(R)	  4.56   	 295.01		 71.21   	 -76.30		
-686.04   	781.86   	  5.74   	 254.32		 70.91   	 -66.12		
-924.07   	546.88   	  6.75   	 208.54		 70.64   	 -66.12		
-892.03   	252.38   	  7.59   	 152.59		 70.38   	 -61.04		
-682.68   	-34.79   	  8.20   	 106.82		 70.13   	 -61.04		
-439.76   	-231.93   	  8.63   	  50.86		 69.89   	 -55.95		
-260.31   	-281.68   	  8.83   	  10.17		 69.66   	 -55.95		
-160.22   	-198.06   	  8.87   	 -30.52		 69.44   	 -50.86		
-108.64   	-66.53   	  8.75   	 -50.86		 69.24   	 -50.86		
-75.99   	 11.29   	  8.55   	 -61.04		 69.03   	 -55.95		
-50.96   	 -6.71   	  8.30   	 -66.12		 68.81   	 -45.78		
-33.87   	-82.70   	  8.04   	 -45.78		 68.63   	 -45.78		
-26.55   	-148.01   	  7.85   	  30.52		 68.44   	 -45.78		
-25.63   	-162.66   	  7.98   	 127.16		 68.26   	 -45.78		
-27.47   	-137.94   	  8.48   	 203.46		 68.08   	 -40.69		
-29.91   	-110.17   	  9.30   	 320.45		 67.91   	 -45.78		
-31.43   	-103.15   	 10.58   	 462.87		 67.73   	 -40.69		
-30.52   	-113.53   	 12.43   	 569.68		 67.57   	 -45.78		
-26.86   	-123.90   	 14.71   	 645.98		 67.39   	 -40.69		
-23.19   	-124.51   	 17.29   	 712.10		 67.22   	 -40.69		
-20.14   	-116.27   	 20.14   	 773.14		 67.06   	 -45.78		
-18.01   	-106.51   	 23.23   	 834.18		 66.88   	 -40.69		
-16.48   	-100.71   	 26.57   	 885.04		 66.71   	 -40.69		
-15.56   	-100.10   	 30.11   	 910.47		 66.55   	 -40.69		
-15.87   	-103.45   	 33.75   	1022.38		 66.39   	 -45.78		
-13.12   	-107.42   	 37.84   	 981.68		 66.21   	 -45.78		
-10.07   	-105.29   	 41.77   	 915.56		 66.02   	 -40.69		
 -7.32   	-102.23   	 45.43   	 834.18		 65.86   	 -35.61		
 -6.10   	-100.10   	 48.77   	 737.54		 65.72   	 -35.61		
 -5.19   	-98.57   	 51.72   	 635.81		 65.57   	 -35.61		
 -3.05   	-97.05   	 54.26   	 544.25		 65.43   	 -30.52		
  2.14   	-95.21   	 56.44   	 437.43		 65.31   	 -30.52		
 11.29   	-93.69   	 58.19   	 350.97		 65.19   	 -35.61		
 22.28   	-92.77   	 59.59   	 269.58		 65.05   	 -30.52		
 33.26   	-92.77   	 60.67   	 203.46		 64.92   	 -30.52		
 43.03   	-91.55   	 61.49   	 147.51		 64.80   	 -35.61		
 51.57   	-89.11   	 62.08   	 106.82		 64.66   	 -35.61		
 58.29   	-86.67   	 62.50   	  91.56		 64.52   	 -35.61		
 64.09   	-84.53   	 62.87   	  71.21		 64.37   	 -40.69		
 69.27   	-82.70   	 63.15   	  76.30		 64.21   	 -40.69		
 73.24   	-79.96   	 63.46   	  86.47		 64.05   	 -45.78		
 76.60   	-75.38   	 63.80   	  96.64		 63.87   	 -45.78		
 80.57   	-68.36   	 64.19   	 111.90		 63.68   	 -50.86		
 84.84   	-59.81   	 64.64   	 122.07		 63.48   	 -50.86		
 89.11   	-50.66   	 65.13   	 142.42		 63.28   	 -45.78		
 91.86   	-42.42   	 65.70   	 152.59		 63.09   	 -35.61		
 92.16   	-35.40   	 66.31   	 157.68		 62.95   	 -15.26		
 90.03   	-28.69   	 66.94   	 162.77		 62.89(D)	  20.35		
 86.06   	-20.75   	 67.59   	 157.68		 62.97   	  96.64		
 83.01   	-10.68   	 68.22   	 167.85		 63.36   	 371.31		
 79.65   	 14.95   	 68.89   	 172.94		 64.84   	 503.56		
 78.13   	 27.47   	 69.58   	 162.77		 66.86   	 584.94		
 75.38   	 39.98   	 70.23   	 157.68		 69.20   	 620.55		
 70.19   	 53.10   	 70.86   	 147.51		 71.68   	 615.46		
 61.95   	 66.53   	 71.45   	 142.42		 74.14   	 595.11		
 50.05   	 79.04   	 72.02   	 137.33		 76.52   	 564.60		
 35.10   	 86.98   	 72.57   	 122.07		 78.78   	 539.16		
 18.31   	 88.20   	 73.06   	 116.99		 80.94   	 503.56		
  1.83   	 83.31   	 73.53   	 116.99		 82.95   	 457.78		
-11.90   	 74.16   	 74.00   	 111.90		 84.78   	 406.92		
-21.67   	 63.17   	 74.45   	 106.82		 86.41   	 361.14		
-27.47   	 52.19   	 74.87   	 101.73		 87.85   	 320.45		
-32.65   	 40.28   	 75.28   	 106.82		 89.13   	 300.10		
-39.37   	 27.47   	 75.71   	  96.64		 90.34   	 274.67		
-48.52   	 12.51   	 76.09   	  86.47		 91.43   	 264.50		
-58.59   	 -3.97   	 76.44   	  81.38		 92.49   	 244.15		
-66.53   	-21.06   	 76.76   	  66.12		 93.47   	 228.89		
-71.11   	-36.62   	 77.03   	  55.95		 94.38   	 223.80		
-72.94   	-47.91   	 77.25   	  30.52		 95.28   	 213.63		
-74.16   	-53.71   	 77.38   	  10.17		 96.13   	 203.46		
-76.29   	-55.85   	 77.42(S)	 -10.17		 96.95   	 188.20		
-78.74   	-56.76   	 77.38   	 -45.78		 97.70   	 178.03		
-81.48   	-60.12   	 77.19   	 -76.30		 98.41   	 152.59		
-84.53   	-66.22   	 76.89   	-111.90		 99.02   	 127.16		
-87.59   	-72.02   	 76.44   	-254.32		 99.53   	  91.56		
-92.47   	-73.85   	 75.42   	-305.19		 99.90   	  55.95		
-92.16   	-71.11   	 74.20   	-345.88		100.12   	  35.61		
-90.03   	-68.97   	 72.82   	-396.74		100.26(S)	   0.00		
-86.98   	-68.97   	 71.23   	-437.43		100.26   	 -20.35		
-84.84   	-69.27   	 69.48   	-452.69		100.18   	 -45.78		
-83.62   	-67.75   	 67.67   	-488.30		100.00   	 -71.21		
-82.40   	-63.78   	 65.72   	-549.34		 99.71   	 -81.38		
-80.57   	-58.29   	 63.52   	-600.20		 99.39   	 -96.64		
-78.13   	-54.02   	 61.12   	-630.72		 99.00   	-106.82		
-75.38   	-52.19   	 58.60   	-661.24		 98.58   	-116.99		
-72.02   	-52.80   	 55.95   	-701.93		 98.11   	-122.07		
-69.27   	-54.02   	 53.14   	-737.54		 97.62   	-127.16		
-66.83   	-55.54   	 50.19   	-762.97		 97.11   	-127.16		
-66.22   	-57.07   	 47.14   	-773.14		 96.60   	-127.16		
-66.53   	-57.98   	 44.05   	-783.31		 96.09   	-127.16		
-65.92   	-57.98   	 40.92   	-778.23		 95.58   	-127.16		
-63.17   	-56.76   	 37.80   	-768.05		 95.08   	-127.16		
-59.51   	-54.32   	 34.73   	-737.54		 94.57   	-132.25		
-56.15   	-50.66   	 31.78   	-712.10		 94.04   	-137.33		
-54.63   	-46.39   	 28.93   	-666.32		 93.49   	-137.33		
-52.49   	-40.28   	 26.27   	-625.63		 92.94   	-147.51		
-45.78   	-30.52   	 23.76   	-579.86		 92.35   	-152.59		
-32.35   	-16.17   	 21.44   	-523.90		 91.74   	-167.85		
-14.95   	  3.66   	 19.35   	-478.13		 91.07   	-167.85		
  2.75   	 28.99   	 17.44   	-432.35		 90.40   	-178.03		
 17.70   	 58.59   	 15.71   	-391.66		 89.68   	-188.20		
 28.69   	 88.50   	 14.14   	-356.05		 88.93   	-188.20		
 36.93   	113.83   	 12.72   	-320.45		 88.18   	-193.29		
 44.86   	132.14   	 11.43   	-284.84		 87.41   	-198.37		
 54.32   	145.26   	 10.29   	-254.32		 86.61   	-198.37		
 65.61   	160.22   	  9.28   	-228.89		 85.82   	-198.37		
 77.21   	180.36   	  8.36   	-203.46		 85.03   	-193.29		
 84.84   	199.28   	  7.55   	-183.11		 84.25   	-183.11		
 85.75   	204.16   	  6.82   	-162.77		 83.52   	-178.03		
 79.35   	184.33   	  6.16   	-157.68		 82.81   	-167.85		
 67.44   	141.30   	  5.53   	-137.33		 82.14   	-157.68		
 51.88   	 87.28   	  4.98   	-122.07		 81.51   	-147.51		
 32.65   	 37.54   	  4.50   	-101.73		 80.92   	-137.33		
  9.46   	 -0.61   	  4.09   	 -76.30		 80.37   	-127.16		
-15.87   	-28.69   	  3.78   	 -45.78		 79.86   	-122.07		
-39.98   	-51.27   	  3.60   	 -25.43		 79.37   	-122.07		
-59.51   	-69.27   	  3.50   	 -10.17		 78.88   	-116.99		
-73.85   	-81.79   	  3.46   	  10.17		 78.41   	-111.90		
-83.92   	-88.20   	  3.50   	  10.17		 77.97   	-111.90		
-91.55   	-90.64   	  3.54   	   0.00		 77.52   	-111.90		
-96.44   	-91.55   	  3.54   	 -10.17		 77.07   	-106.82		
-97.35   	-93.38   	  3.50   	 -35.61		 76.64   	-111.90		
-95.52   	-94.91   	  3.36   	 -61.04		 76.20   	-111.90		
-93.99   	-94.91   	  3.11   	 -81.38		 75.75   	-111.90		
-94.30   	-93.38   	  2.79   	-101.73		 75.30   	-111.90		
-96.44   	-92.47   	  2.38   	-106.82		 74.85   	-111.90		
-97.66   	-94.30   	  1.95   	-106.82		 74.40   	-106.82		
-97.35   	-102.23   	  1.53   	 -96.64		 73.98   	-106.82		
-97.05   	-113.83   	  1.14   	 -76.30		 73.55   	-101.73		
-97.66   	-118.10   	  0.83   	 -40.69		 73.14   	-101.73		
-88.20   	-98.57   	  0.67(D)	   0.00		 72.74   	 -96.64		
-41.20   	-38.15   	  0.67   	  45.78		 72.35   	 -91.56		
 78.43   	 79.35   	  0.85   	  91.56		 71.98   	 -91.56		
286.25   	256.35   	  1.22   	 137.33		 71.62   	 -81.38		
535.28   	473.94   	  1.77   	 172.94		 71.29   	 -76.30		
704.04   	693.36   	  2.46   	 218.72		 70.99   	 -76.30		
656.13   	865.78   	  3.34   	 300.10		 70.68   	 -76.30		
-170.90   	930.48(R)	  4.54   	 295.01		 70.38   	 -71.21		
-661.32   	805.66   	  5.72   	 259.41		 70.09   	 -71.21		
-942.69   	588.99   	  6.75   	 218.72		 69.81   	 -61.04		
-946.04   	305.48   	  7.63   	 162.77		 69.56   	 -61.04		
-751.34   	 14.04   	  8.28   	 111.90		 69.32   	 -61.04		
-503.85   	-201.11   	  8.73   	  55.95		 69.07   	 -61.04		
-311.28   	-274.66   	  8.95   	  10.17		 68.83   	 -50.86		
-199.28   	-205.99   	  8.99   	 -35.61		 68.63   	 -55.95		
-140.08   	-72.63   	  8.85   	 -66.12		 68.40   	 -55.95		
-103.15   	 20.45   	  8.59   	 -81.38		 68.18   	 -50.86		
-76.29   	 18.01   	  8.26   	 -91.56		 67.98   	 -50.86		
-59.20   	-52.19   	  7.89   	 -61.04		 67.77   	 -50.86		
-50.96   	-121.15   	  7.65   	  35.61		 67.57   	 -50.86		
-46.08   	-142.21   	  7.79   	 132.25		 67.36   	 -45.78		
-40.59   	-120.85   	  8.32   	 198.37		 67.18   	 -45.78		
-35.10   	-92.77   	  9.11   	 315.36		 67.00   	 -40.69		
-32.04   	-84.53   	 10.38   	 457.78		 66.84   	 -45.78		
-29.91   	-94.91   	 12.21   	 564.60		 66.65   	 -45.78		
-26.55   	-106.81   	 14.47   	 645.98		 66.47   	 -40.69		
-22.28   	-108.64   	 17.05   	 701.93		 66.31   	 -45.78		
-17.40   	-101.62   	 19.86   	 757.88		 66.12   	 -40.69		
-13.43   	-93.08   	 22.89   	 824.00		 65.96   	 -40.69		
-10.38   	-88.20   	 26.19   	 869.78		 65.80   	 -40.69		
 -8.24   	-86.98   	 29.66   	 900.30		 65.64   	 -40.69		
 -6.71   	-86.67   	 33.27   	1022.38		 65.47   	 -45.78		
 -1.53   	-79.96   	 37.35   	 986.77		 65.29   	 -40.69		
  1.53   	-75.99   	 41.30   	 925.73		 65.13   	 -35.61		
  4.27   	-74.77   	 45.00   	 844.35		 64.98   	 -40.69		
  6.41   	-76.29   	 48.38   	 747.71		 64.82   	 -35.61		
  8.24   	-79.04   	 51.37   	 651.07		 64.68   	 -30.52		
 10.68   	-79.65   	 53.98   	 549.34		 64.56   	 -30.52		
 13.43   	-78.13   	 56.17   	 457.78		 64.44   	 -30.52		
 17.09   	-74.77   	 58.01   	 361.14		 64.31   	 -30.52		
 22.28   	-71.41   	 59.45   	 279.75		 64.19   	 -30.52		
 29.30   	-69.58   	 60.57   	 203.46		 64.07   	 -30.52		
 37.23   	-69.89   	 61.38   	 147.51		 63.95   	 -35.61		
 44.25   	-71.41   	 61.97   	 111.90		 63.80   	 -35.61		
 49.44   	-72.33   	 62.42   	  86.47		 63.66   	 -30.52		
 53.10   	-71.41   	 62.77   	  76.30		 63.54   	 -40.69		
 56.46   	-67.44   	 63.07   	  76.30		 63.38   	 -35.61		
 60.73   	-61.04   	 63.38   	  86.47		 63.23   	 -45.78		
 66.83   	-53.10   	 63.72   	  96.64		 63.05   	 -50.86		
 73.55   	-45.78   	 64.11   	 111.90		 62.85   	 -45.78		
 79.04   	-40.89   	 64.56   	 127.16		 62.67   	 -50.86		
 81.79   	-36.93   	 65.07   	 147.51		 62.46   	 -45.78		
 82.40   	-32.65   	 65.66   	 157.68		 62.28   	 -35.61		
 81.48   	-25.94   	 66.29   	 162.77		 62.14   	 -25.43		
 80.26   	-16.17   	 66.94   	 162.77		 62.03(D)	  10.17		
 78.74   	 -5.19   	 67.59   	 157.68		 62.08   	  71.21		
 75.99   	  4.88   	 68.22   	 178.03		 62.36   	 325.53		
 66.53   	 24.11   	 68.93   	 167.85		 63.66   	 452.69		
 60.12   	 36.01   	 69.60   	 162.77		 65.47   	 559.51		
 53.41   	 49.74   	 70.25   	 162.77		 67.71   	 615.46		
 46.08   	 63.78   	 70.91   	 147.51		 70.17   	 615.46		
 37.84   	 76.60   	 71.50   	 142.42		 72.63   	 600.20		
 28.08   	 86.67   	 72.06   	 132.25		 75.04   	 564.60		
 15.87   	 93.08   	 72.59   	 132.25		 77.29   	 544.25		
  1.53   	 95.52   	 73.12   	 116.99		 79.47   	 518.82		
-12.82   	 92.77   	 73.59   	 116.99		 81.55   	 473.04		
-26.55   	 83.92   	 74.06   	 116.99		 83.44   	 422.18		
-38.76   	 70.50   	 74.53   	 111.90		 85.13   	 376.40		
-50.66   	 54.02   	 74.97   	 111.90		 86.63   	 335.71		
-63.17   	 36.01   	 75.42   	 101.73		 87.98   	 310.27		
-75.68   	 18.01   	 75.83   	 101.73		 89.22   	 284.84		
-86.06   	  1.22   	 76.24   	  86.47		 90.36   	 264.50		
-92.16   	-14.65   	 76.58   	  81.38		 91.41   	 254.32		
-93.69   	-29.60   	 76.91   	  66.12		 92.43   	 233.98		
-92.77   	-43.03   	 77.17   	  55.95		 93.37   	 228.89		
-90.64   	-54.63   	 77.40   	  35.61		 94.28   	 213.63		
-88.81   	-63.78   	 77.54   	  25.43		 95.14   	 208.54		
-87.28   	-70.80   	 77.64(S)	  -5.09		 95.97   	 198.37		
-86.06   	-75.99   	 77.62   	 -30.52		 96.76   	 178.03		
-86.36   	-81.18   	 77.50   	 -61.04		 97.48   	 157.68		
-87.59   	-86.06   	 77.25   	 -91.56		 98.11   	 137.33		
-88.50   	-89.42   	 76.89   	-223.80		 98.66   	 101.73		
-83.01   	-87.89   	 75.99   	-289.93		 99.06   	  71.21		
-79.04   	-84.23   	 74.83   	-325.53		 99.35   	  40.69		
-76.90   	-81.48   	 73.53   	-371.31		 99.51   	  20.35		
-77.21   	-80.57   	 72.04   	-427.26		 99.59(S)	 -15.26		
-78.13   	-80.57   	 70.34   	-442.52		 99.53   	 -35.61		
-77.51   	-79.96   	 68.57   	-467.95		 99.39   	 -61.04		
-74.16   	-78.74   	 66.69   	-508.65		 99.15   	 -76.30		
-69.27   	-77.51   	 64.66   	-564.60		 98.84   	 -91.56		
-65.92   	-77.51   	 62.40   	-615.46		 98.47   	-101.73		
-64.70   	-79.04   	 59.94   	-645.98		 98.07   	-116.99		
-65.00   	-81.79   	 57.35   	-681.58		 97.60   	-122.07		
-65.61   	-83.92   	 54.63   	-717.19		 97.11   	-127.16		
-65.31   	-85.14   	 51.76   	-747.71		 96.60   	-127.16		
-65.31   	-85.45   	 48.77   	-768.05		 96.09   	-132.25		
-65.92   	-84.84   	 45.70   	-783.31		 95.56   	-137.33		
-65.92   	-83.31   	 42.56   	-778.23		 95.01   	-137.33		
-64.09   	-80.57   	 39.45   	-773.14		 94.47   	-137.33		
-60.42   	-77.82   	 36.36   	-757.88		 93.92   	-137.33		
-56.15   	-75.38   	 33.33   	-732.45		 93.37   	-137.33		
-53.10   	-73.55   	 30.40   	-701.93		 92.82   	-142.42		
-50.35   	-70.80   	 27.59   	-656.15		 92.25   	-142.42		
-45.78   	-65.31   	 24.96   	-615.46		 91.68   	-152.59		
-36.62   	-54.93   	 22.50   	-559.51		 91.07   	-157.68		
-22.89   	-39.37   	 20.26   	-513.73		 90.44   	-162.77		
 -7.32   	-20.45   	 18.21   	-457.78		 89.79   	-172.94		
  6.41   	  0.92   	 16.38   	-417.09		 89.09   	-178.03		
 15.56   	 24.41   	 14.71   	-371.31		 88.38   	-178.03		
 20.75   	 49.13   	 13.22   	-335.71		 87.67   	-188.20		
 25.33   	 72.94   	 11.88   	-300.10		 86.92   	-193.29		
 33.87   	 93.99   	 10.68   	-269.58		 86.14   	-193.29		
 49.74   	112.61   	  9.60   	-239.06		 85.37   	-193.29		
 71.11   	131.53   	  8.65   	-208.54		 84.60   	-193.29		
 92.77   	152.59   	  7.81   	-183.11		 83.82   	-183.11		
107.12   	170.90   	  7.08   	-172.94		 83.09   	-183.11		
110.47   	176.09   	  6.39   	-152.59		 82.36   	-167.85		
104.37   	159.30   	  5.78   	-142.42		 81.69   	-157.68		
 92.47   	121.15   	  5.21   	-116.99		 81.06   	-152.59		
 77.51   	 70.19   	  4.74   	-106.82		 80.45   	-137.33		
 59.51   	 19.53   	  4.31   	 -86.47		 79.90   	-137.33		
 36.32   	-23.19   	  3.97   	 -55.95		 79.35   	-127.16		
 10.68   	-56.15   	  3.74   	 -35.61		 78.84   	-116.99		
-11.29   	-81.18   	  3.60   	 -20.35		 78.37   	-116.99		
-24.41   	-98.57   	  3.52   	  -5.09		 77.90   	-116.99		
-29.91   	-109.56   	  3.50   	   5.09		 77.44   	-111.90		
-33.57   	-116.27   	  3.52   	   5.09		 76.99   	-111.90		
-40.89   	-121.15   	  3.54   	   0.00		 76.54   	-106.82		
-52.19   	-126.04   	  3.54   	 -20.35		 76.11   	-111.90		
-62.56   	-129.70   	  3.46   	 -35.61		 75.67   	-111.90		
-67.44   	-131.23   	  3.32   	 -55.95		 75.22   	-111.90		
-67.14   	-130.31   	  3.09   	 -76.30		 74.77   	-111.90		
-64.70   	-128.78   	  2.79   	 -86.47		 74.32   	-111.90		
-62.87   	-128.48   	  2.44   	 -91.56		 73.88   	-106.82		
-61.34   	-131.53   	  2.08   	 -86.47		 73.45   	-106.82		
-60.12   	-139.77   	  1.73   	 -81.38		 73.02   	-101.73		
-60.42   	-152.59   	  1.40   	 -61.04		 72.61   	-101.73		
-63.78   	-160.52   	  1.16   	 -35.61		 72.21   	-101.73		
-60.73   	-148.62   	  1.02(D)	   0.00		 71.80   	 -91.56		
-24.72   	-99.18   	  1.02   	  40.69		 71.43   	 -91.56		
 79.96   	  5.19   	  1.18   	  86.47		 71.07   	 -81.38		
273.74   	170.29   	  1.53   	 127.16		 70.74   	 -81.38		
522.46   	380.86   	  2.03   	 172.94		 70.42   	 -76.30		
717.16   	602.72   	  2.73   	 218.72		 70.11   	 -76.30		
719.30   	788.27   	  3.60   	 310.27		 69.81   	 -71.21		
-21.67   	899.96(R)	  4.84   	 300.10		 69.52   	 -71.21		
-525.21   	800.17   	  6.04   	 269.58		 69.24   	 -61.04		
-853.58   	606.99   	  7.12   	 223.80		 68.99   	 -66.12		
-908.81   	340.58   	  8.02   	 157.68		 68.73   	 -61.04		
-742.80   	 50.96   	  8.65   	 106.82		 68.48   	 -61.04		
-493.47   	-181.58   	  9.07   	  45.78		 68.24   	 -55.95		
-283.20   	-285.03   	  9.26   	  -5.09		 68.02   	 -55.95		
-155.33   	-242.92   	  9.24   	 -50.86		 67.79   	 -50.86		
-88.50   	-117.49   	  9.03   	 -76.30		 67.59   	 -55.95		
-47.61   	-11.90   	  8.73   	-101.73		 67.36   	 -50.86		
-15.26   	  4.58   	  8.32   	-111.90		 67.16   	 -50.86		
  9.46   	-57.37   	  7.87   	-101.73		 66.96   	 -50.86		
 23.80   	-133.67   	  7.47   	   0.00		 66.75   	 -50.86		
 30.82   	-168.76   	  7.47   	 116.99		 66.55   	 -45.78		
 35.40   	-155.94   	  7.93   	 183.11		 66.37   	 -45.78		
 39.37   	-125.43   	  8.67   	 289.93		 66.18   	 -45.78		
 42.11   	-108.64   	  9.83   	 442.52		 66.00   	 -40.69		
 43.33   	-112.61   	 11.60   	 564.60		 65.84   	 -45.78		
 44.56   	-124.82   	 13.86   	 651.07		 65.66   	 -45.78		
 45.78   	-132.45   	 16.46   	 712.10		 65.47   	 -40.69		
 45.78   	-131.84   	 19.31   	 768.05		 65.31   	 -45.78		
 45.47   	-126.95   	 22.38   	 824.00		 65.13   	 -40.69		
 44.86   	-123.29   	 25.68   	 869.78		 64.96   	 -45.78		
 44.86   	-122.38   	 29.16   	 905.39		 64.78   	 -40.69		
 45.47   	-122.99   	 32.78   	1022.38		 64.62   	 -45.78		
 51.27   	-118.41   	 36.87   	 981.68		 64.44   	 -40.69		
 56.76   	-111.39   	 40.79   	 925.73		 64.27   	 -45.78		
 62.87   	-104.37   	 44.50   	 849.44		 64.09   	 -35.61		
 69.27   	-99.18   	 47.89   	 752.79		 63.95   	 -35.61		
 75.99   	-96.74   	 50.91   	 656.15		 63.80   	 -35.61		
 83.62   	-96.13   	 53.53   	 559.51		 63.66   	 -30.52		
 91.25   	-95.21   	 55.77   	 457.78		 63.54   	 -30.52		
 97.96   	-93.99   	 57.60   	 366.22		 63.42   	 -30.52		
103.15   	-92.77   	 59.06   	 284.84		 63.30   	 -25.43		
107.73   	-90.94   	 60.20   	 213.63		 63.19   	 -30.52		
114.14   	-88.20   	 61.06   	 162.77		 63.07   	 -30.52		
124.51   	-83.92   	 61.71   	 116.99		 62.95   	 -30.52		
139.16   	-77.82   	 62.18   	  91.56		 62.83   	 -35.61		
155.64   	-70.19   	 62.54   	  76.30		 62.69   	 -35.61		
171.20   	-61.95   	 62.85   	  76.30		 62.54   	 -40.69		
182.80   	-54.63   	 63.15   	  81.38		 62.38   	 -40.69		
189.82   	-49.74   	 63.48   	  91.56		 62.22   	 -45.78		
191.65   	-47.91   	 63.85   	 116.99		 62.03   	 -45.78		
188.90   	-48.22   	 64.31   	 132.25		 61.85   	 -50.86		
183.72   	-47.00   	 64.84   	 152.59		 61.65   	 -50.86		
177.61   	-41.50   	 65.45   	 157.68		 61.44   	 -45.78		
172.42   	-32.65   	 66.08   	 162.77		 61.26   	 -25.43		
167.54   	-22.28   	 66.73   	 162.77		 61.16   	  -5.09		
161.74   	-14.65   	 67.39   	 162.77		 61.14(D)	  50.86		
154.11   	-10.68   	 68.04   	 167.85		 61.34   	 279.75		
138.55   	 -2.75   	 68.71   	 167.85		 62.46   	 422.18		
132.75   	  6.41   	 69.38   	 167.85		 64.15   	 528.99		
128.17   	 19.23   	 70.05   	 157.68		 66.27   	 605.29		
123.60   	 33.87   	 70.68   	 147.51		 68.69   	 615.46		
116.88   	 48.52   	 71.27   	 147.51		 71.15   	 600.20		
106.51   	 61.04   	 71.86   	 142.42		 73.55   	 574.77		
 92.77   	 71.11   	 72.43   	 132.25		 75.85   	 554.42		
 77.51   	 76.60   	 72.96   	 132.25		 78.07   	 523.90		
 63.17   	 77.21   	 73.49   	 116.99		 80.16   	 478.13		
 51.27   	 71.72   	 73.96   	 116.99		 82.07   	 432.35		
 41.20   	 59.81   	 74.42   	 111.90		 83.80   	 381.48		
 30.52   	 41.81   	 74.87   	 111.90		 85.33   	 335.71		
 18.92   	 20.75   	 75.32   	 106.82		 86.67   	 300.10		
  7.32   	  0.61   	 75.75   	 106.82		 87.87   	 279.75		
 -1.22   	-16.17   	 76.17   	  96.64		 88.99   	 269.58		
 -5.80   	-29.60   	 76.56   	  91.56		 90.07   	 249.24		
 -8.54   	-42.11   	 76.93   	  76.30		 91.07   	 239.06		
-12.82   	-54.93   	 77.23   	  66.12		 92.02   	 223.80		
-20.14   	-67.44   	 77.50   	  45.78		 92.92   	 218.72		
-28.38   	-76.90   	 77.68   	  25.43		 93.79   	 213.63		
-32.96   	-80.87   	 77.78   	   5.09		 94.65   	 198.37		
-32.35   	-81.79   	 77.80(S)	 -30.52		 95.44   	 188.20		
-28.69   	-82.70   	 77.68   	 -55.95		 96.19   	 167.85		
-25.94   	-86.06   	 77.46   	 -91.56		 96.87   	 147.51		
-26.25   	-90.64   	 77.09   	-198.37		 97.46   	 116.99		
-30.52   	-93.69   	 76.30   	-264.50		 97.92   	  86.47		
-30.21   	-91.55   	 75.24   	-315.36		 98.27   	  55.95		
-29.60   	-90.33   	 73.98   	-350.97		 98.49   	  30.52		
-29.60   	-91.86   	 72.57   	-406.92		 98.62   	   5.09		
-28.99   	-94.60   	 70.95   	-437.43		 98.64(S)	 -20.35		
-26.25   	-95.83   	 69.20   	-452.69		 98.56   	 -40.69		
-21.36   	-95.52   	 67.39   	-488.30		 98.39   	 -61.04		
-14.95   	-93.99   	 65.43   	-544.25		 98.15   	 -76.30		
-10.07   	-91.55   	 63.26   	-584.94		 97.84   	 -91.56		
 -7.93   	-89.42   	 60.92   	-620.55		 97.48   	-106.82		
 -7.32   	-86.67   	 58.43   	-651.07		 97.05   	-111.90		
 -5.80   	-83.92   	 55.83   	-691.76		 96.60   	-122.07		
 -1.53   	-81.79   	 53.06   	-727.36		 96.11   	-122.07		
